TimestepsSoFar,StdIWNorm,Bound,InitialReturnStd,TimeElapsed,InitialReturnMin,MeanEntropy,ReturnStepMax,MinIWNorm,EpRewMean,InitialReturnMax,EpisodesSoFar,EmpiricalD2,InitialBound,MaxIWNorm,Iteration,ESSRenyi,ReturnMeanIW,ReturnStepMaxmin,MaxIW,StdIW,Weights,J_sample_variance,EpThisIter,ESSClassic,EpLenMean,MinIW,MeanIW,MeanIWNorm,InitialReturnMean
5441,0.014747804,-98.05226,154.85077,21.52060842514038,-349.0588,1.1141722,9.999994,0.019907663,495.2999343610269,416.01178,220,1.0887419,-113.92952,0.08326332,11,18.369827,20.824986,9.596441,1.6652664,0.29495606,[-0.957  0.679 -1.678 -1.833 -0.305],36990.336,20,18.36818,50.55,0.39815325,0.98958856,0.049479436,1.5258789e-06
6406,0.03390398,-84.010155,143.92564,24.263129234313965,-362.91315,1.0741425,9.999998,0.019625515,472.2802411508005,255.90204,240,1.2662892,-99.387856,0.15372036,12,15.79418,27.830528,9.5763855,3.074407,0.67807955,[-0.988  0.745 -1.747 -1.889 -0.305],31941.21,20,14.073613,48.25,0.3925103,1.0449331,0.05224666,4.577637e-06
7574,0.022653883,-100.39107,153.79808,27.538297176361084,-394.41055,1.0609132,9.999994,0.029073883,573.7578925223878,387.24014,260,1.1536008,-108.013756,0.11118062,13,17.337019,15.622006,9.64925,2.2236123,0.45307767,[-0.982  0.764 -1.773 -1.955 -0.345],33801.902,20,17.027252,58.4,0.58147764,1.0843415,0.054217078,2.5939942e-05
8779,0.124891676,16.505684,103.07806,30.71832513809204,-224.1368,1.0218115,9.999999,0.0014222411,592.2585369587067,243.35242,280,3.667012,-66.6448,0.590182,14,5.454032,144.12679,9.660035,11.803639,2.4978335,[-0.954  0.784 -1.754 -1.979 -0.358],416848.28,20,4.363557,60.25,0.028444821,1.3195164,0.06597582,6.1035157e-06
9968,0.013648005,-96.08694,177.611,34.1868109703064,-416.92694,1.0166746,10.0,0.02521647,584.2936748162243,306.65747,300,1.0794493,-114.18011,0.082276605,15,18.527966,22.542297,9.656645,1.6455321,0.2729601,[-0.865  0.82  -1.755 -1.892 -0.397],46218.184,20,18.535524,59.45,0.5043294,0.97109365,0.048554685,4.5776367e-05
11191,2.492857,215.27826,190.00781,37.52266502380371,-394.2522,1.0658405,9.999991,0.0006590179,601.2626076436941,279.53882,320,36.778812,-107.9704,11.481563,16,0.54379135,870.0706,9.665179,229.63126,49.857136,[-0.903  0.886 -1.816 -1.944 -0.402],15330727.0,20,1.1715126,61.15,0.013180357,12.436355,0.6218177,1.373291e-05
12471,0.009428993,-114.37033,142.84338,41.31327533721924,-441.96313,1.066043,9.999999,0.03904305,629.7195447418254,216.78592,340,1.0256732,-121.03659,0.08147385,17,19.49939,8.21011,9.678739,1.629477,0.18857986,[-0.747  0.741 -1.832 -2.073 -0.353],22577.693,20,19.38971,64.0,0.78086096,1.062947,0.053147353,4.577637e-06
13883,0.19028276,-55.743057,197.01889,45.09503650665283,-443.81552,1.0727168,9.999999,0.0038304725,695.7554164692485,362.15213,360,3.699669,-121.5439,0.9062765,18,5.405889,178.04083,9.709788,18.12553,3.8056552,[-0.771  0.761 -1.907 -2.112 -0.353],778563.75,20,3.2081804,70.6,0.07660945,1.663451,0.083172545,-6.1035157e-06
15359,0.016077977,-121.03765,186.25166,48.764607191085815,-480.34158,1.0775169,9.999997,0.03349001,727.7252331402912,249.38733,380,1.0666039,-131.5469,0.10774694,19,18.751104,14.819468,9.721551,2.1549387,0.3215595,[-0.694  0.797 -1.948 -2.148 -0.346],34975.387,20,18.224792,73.8,0.66980016,1.0303105,0.05151553,5.493164e-05
16850,0.022388982,-114.12211,174.92192,52.4343364238739,-456.53857,1.0489956,9.999999,0.027127046,735.2176557845194,270.8818,400,1.1478065,-125.02826,0.12165685,20,17.42454,19.827814,9.724151,2.433137,0.4477796,[-0.696  0.813 -2.006 -2.198 -0.341],32300.621,20,16.875004,74.55,0.5425409,1.0405458,0.052027293,-9.155274e-06
18303,0.48674557,27.390503,184.0336,56.07880425453186,-471.95697,0.9441617,9.999997,0.0019959176,716.2255863284826,345.62872,420,8.273565,-129.25076,2.246892,21,2.4173377,399.16483,9.717156,44.93784,9.734911,[-0.7    0.816 -2.012 -2.171 -0.37 ],2030949.1,20,2.6032448,72.65,0.039918352,3.7657838,0.1882892,-1.0681152e-05
19692,0.4167259,94.31061,212.54602,59.698872804641724,-462.22183,1.0340463,9.999995,0.0075684637,684.2522775562722,264.1252,440,8.854788,-126.58464,1.7327569,22,2.258665,470.98853,9.704892,34.655136,8.3345175,[-0.628  0.797 -2.026 -2.201 -0.475],3080319.8,20,2.7645903,69.45,0.15136927,3.3379905,0.16689955,1.6784668e-05
21531,0.2082139,26.617249,124.190926,64.10154223442078,-157.25284,0.94098943,9.999999,0.0006201013,909.2221388407355,278.7804,460,5.115401,-76.34718,0.97077173,23,3.9097621,199.29353,9.77645,19.415434,4.1642776,[-0.623  0.818 -2.048 -2.319 -0.385],550349.2,20,3.3193371,91.95,0.012402026,1.8576279,0.0928814,-2.4414063e-05
23407,0.04585954,-132.07239,166.65549,68.53311133384705,-568.97894,0.932811,10.0,0.01907811,927.7108258416616,222.5774,480,1.3774651,-155.82133,0.19506648,24,14.5194235,50.808,9.780617,3.9013295,0.91719073,[-0.636  0.869 -2.08  -2.36  -0.478],56697.414,20,12.93295,93.8,0.38156217,1.2407646,0.06203823,-2.2888184e-05
25123,0.04671785,-110.047745,239.4771,72.73644518852234,-523.1162,0.9081231,10.0,0.020394636,847.7297600196638,299.12506,500,1.3193417,-143.26128,0.2113179,25,15.159076,54.505875,9.760599,4.226358,0.9343569,[-0.652  0.926 -2.105 -2.34  -0.486],86282.52,20,14.07897,85.8,0.40789273,1.4407864,0.07203932,
27430,0.023358,-58.053997,116.32322,78.00279259681702,-164.6648,0.92493945,10.0,0.01982764,1143.1802888521474,256.6151,520,1.2470992,-70.27689,0.11443732,26,16.037216,20.426792,9.821072,2.2887464,0.46716,[-0.648  0.953 -2.131 -2.41  -0.511],25313.395,20,17.010397,115.35,0.39655277,1.1143358,0.055716794,5.493164e-05
29333,0.5272177,154.51752,123.31941,82.36420154571533,-221.4834,0.95568836,9.999999,0.0010197964,941.2224144722692,209.99475,540,17.86783,-60.65575,2.440415,27,1.11933,410.91144,9.783975,48.808296,10.5443535,[-0.64   0.937 -2.124 -2.452 -0.494],3197718.0,20,1.76752,95.15,0.020395927,3.2830632,0.16415313,-2.1362304e-05
31654,0.04435655,-64.55113,138.50876,87.82789039611816,-304.82135,0.9508575,9.999999,0.014411615,1150.1352679744325,225.31152,560,1.3194882,-83.47875,0.21551476,28,15.1573925,31.340073,9.82138,4.310295,0.88713104,[-0.593  1.002 -2.109 -2.373 -0.463],37711.055,20,13.110137,116.05,0.2882323,1.2237313,0.06118657,1.5258789e-05
34317,3.043511,962.28406,127.756966,93.61225295066833,-216.5954,0.8397254,10.0,2.1262922e-05,1321.1040905869027,225.27039,580,249.77068,-61.692886,13.991796,29,0.08007345,1937.2859,9.843849,279.8359,60.87022,[-0.564  1.013 -2.173 -2.351 -0.468],74594160.0,20,1.0864072,133.15,0.00042525842,14.588617,0.72943074,-4.7302245e-05
36213,0.27802438,3.5205078,171.07404,98.31361198425293,-559.6814,0.842359,10.0,0.0029927117,937.7159273264303,251.33447,600,4.165169,-153.27513,1.3056612,30,4.8017263,316.3357,9.783039,26.113224,5.5604877,[-0.629  0.963 -2.156 -2.365 -0.579],2201027.0,20,2.619283,94.8,0.059854236,2.1585903,0.10792953,-6.5612796e-05
38761,0.01712913,-93.38951,164.3421,104.03966784477234,-380.38373,0.8234372,9.999997,0.021480799,1263.684510951256,279.6444,620,1.1374736,-104.17234,0.079925835,31,17.582827,17.712837,9.838069,1.5985167,0.3425826,[-0.69   1.096 -2.187 -2.347 -0.577],33103.125,20,18.0468,127.4,0.42961597,1.0413386,0.05206693,3.6621095e-05
41083,1.0425203,524.19324,85.77558,109.17732787132263,-172.38507,0.76831365,9.999995,2.4205354e-05,1150.7211090081798,183.7915,640,38.914818,-50.333378,4.6241784,32,0.513943,838.1816,9.822934,92.48357,20.850405,[-0.688  1.112 -2.205 -2.367 -0.595],14556259.0,20,2.365689,116.1,0.00048410706,7.636847,0.38184237,3.0517579e-06
43760,0.006061267,-189.0484,178.2363,115.45983266830444,-701.1184,0.7676261,9.999998,0.04258286,1328.182181148939,236.95624,660,1.0126264,-192.00912,0.06745481,33,19.75062,4.169182,9.845831,1.3490962,0.12122535,[-0.725  1.328 -2.299 -2.542 -0.651],35759.863,20,19.710272,133.85,0.85165715,0.99987394,0.0499937,5.493164e-05
46558,0.0289127,-148.83806,242.19678,121.52413964271545,-674.9974,0.77574396,10.0,0.029530233,1388.6462956444775,311.44946,680,1.164672,-184.85564,0.13688603,34,17.172216,50.65811,9.85199,2.7377205,0.57825404,[-0.721  1.319 -2.298 -2.52  -0.651],93783.65,20,16.439178,139.9,0.59060466,1.2424636,0.06212318,1.8310548e-05
49434,0.025039839,-38.40996,73.61503,128.03691911697388,-85.26575,0.77019936,9.999998,0.022153297,1427.6709036381,171.36578,700,1.3011225,-46.930428,0.11243373,35,15.371343,15.122082,9.856346,2.2486746,0.50079674,[-0.723  1.35  -2.321 -2.573 -0.643],10035.423,20,16.64932,143.8,0.44306594,1.116332,0.055816602,2.4414063e-05
52074,0.0448466,-26.023792,79.29214,133.67377996444702,-135.86743,0.7929815,9.999999,0.009322898,1309.6970021274456,184.23926,720,1.6582441,-50.45595,0.1686809,36,12.06095,38.949825,9.843896,3.3736181,0.896932,[-0.711  1.373 -2.336 -2.582 -0.649],26192.568,20,11.1199665,132.0,0.18645796,1.0037,0.050185002,4.8828126e-05
55001,0.022306252,-56.01325,115.342834,139.89818477630615,-163.51514,0.7668497,10.0,0.01597676,1453.1662420629223,239.28052,740,1.2588499,-65.529594,0.09596304,37,15.887518,17.510044,9.858782,1.9192607,0.44612503,[-0.727  1.416 -2.355 -2.553 -0.626],16396.629,20,16.693266,146.35,0.3195352,1.0023688,0.050118446,7.6293945e-05
57693,0.009746288,-182.98389,174.86061,145.59296536445618,-680.003,0.75981104,9.999999,0.028277298,1335.6787993472385,248.40436,760,1.0261561,-186.22649,0.06542981,38,19.490213,5.662347,9.846641,1.3085961,0.19492577,[-0.736  1.436 -2.353 -2.55  -0.652],32401.654,20,19.254198,134.6,0.565546,0.99042225,0.04952111,3.0517579e-06
60240,0.023170285,-25.591282,43.383507,151.0550549030304,-59.68274,0.7844879,9.999999,0.018360129,1263.1578837644613,120.99469,780,1.2889922,-33.13581,0.10565134,39,15.515998,12.029002,9.837583,2.1130269,0.4634057,[-0.739  1.443 -2.361 -2.543 -0.659],5074.0693,20,15.925316,127.35,0.36720255,0.91613257,0.045806624,-4.8828126e-05
63128,18.58429,9148.996,97.41359,157.28215217590332,-246.69025,0.71734184,9.999999,1.0765437e-05,1433.6039533685087,197.04388,800,3997.0703,-67.558914,85.30245,40,0.0050036646,13420.231,9.856013,1706.0491,371.6858,[-0.763  1.467 -2.357 -2.554 -0.634],3593238300.0,20,1.0147775,144.4,0.00021530874,85.931725,4.296586,-9.155274e-06
66459,0.014364611,-85.41815,112.97016,164.97725820541382,-337.6037,0.70928943,10.0,0.02890795,1655.0484162130651,192.9002,820,1.0832345,-92.45654,0.076321915,41,18.463223,10.80933,9.874498,1.5264382,0.28729224,[-0.671  1.531 -2.365 -2.495 -0.702],13950.686,20,18.526087,166.55,0.578159,1.0185432,0.050927162,3.6621095e-05
69664,0.068958245,-21.534348,62.629578,171.4984872341156,-148.25146,0.7410144,10.0,0.009605716,1592.0967451005647,81.87549,840,2.0018241,-40.60031,0.2519206,42,9.990888,35.909378,9.870163,5.038412,1.3791649,[-0.686  1.554 -2.391 -2.498 -0.71 ],11180.048,20,8.947877,160.25,0.19211432,1.2409474,0.062047374,2.746582e-05
72826,0.021377688,-43.49153,85.51931,178.1655044555664,-198.26562,0.7351211,9.999999,0.019275425,1570.5823317111192,178.30298,860,1.1448272,-54.29731,0.106725276,43,17.469885,14.604707,9.868218,2.1345055,0.42755377,[-0.699  1.586 -2.386 -2.472 -0.678],9842.141,20,16.745707,158.1,0.38550848,0.96987134,0.048493568,-3.0517578e-05
76358,0.29569954,105.33397,92.993546,185.35370182991028,-123.92798,0.7371837,10.0,0.0025247685,1755.573697062314,204.60907,880,10.680766,-56.03447,1.3698708,44,1.8725249,288.4628,9.881924,27.397415,5.9139905,[-0.696  1.613 -2.395 -2.505 -0.684],1568559.1,20,1.4425296,176.6,0.050495367,1.6488593,0.08244296,3.6621095e-05
80173,0.19152652,-6.174637,101.06541,193.42383694648743,-261.82135,0.72935396,10.0,0.002828458,1897.0076229153456,129.88507,900,3.7209709,-71.70278,0.730119,45,5.3749413,132.13864,9.889994,14.60238,3.8305302,[-0.637  1.618 -2.422 -2.569 -0.682],95072.15,20,6.0442624,190.75,0.05656916,2.5208914,0.12604457,-4.8828126e-05
83915,0.010439762,-199.14252,239.92363,201.20529866218567,-755.50854,0.72190756,9.999998,0.028746933,1860.541908824575,214.36963,920,1.0339657,-206.90454,0.07416743,46,19.343,11.246529,9.888216,1.4833486,0.20879523,[-0.588  1.61  -2.422 -2.584 -0.69 ],58866.598,20,19.240149,187.1,0.57493865,1.0506545,0.05253272,-6.1035157e-06
87987,1.3257722,396.00745,83.73682,209.35408878326416,-167.62451,0.6307525,10.0,0.0002261563,2025.5299873383806,127.428345,940,53.269173,-45.905952,6.0952773,47,0.37545168,731.05475,9.897154,121.90554,26.515444,[-0.59   1.623 -2.441 -2.591 -0.697],10793635.0,20,1.0827025,203.6,0.004523126,6.3434267,0.31717134,-8.850098e-05
92795,0.16320446,-3.2776604,62.13646,219.29088139533997,-84.01953,0.607039,10.0,0.0022583636,2393.511345480446,104.88873,960,4.201131,-28.724987,0.7779767,48,4.760623,55.598923,9.91275,15.559533,3.2640893,[-0.593  1.703 -2.382 -2.632 -0.788],54526.355,20,3.2337694,240.4,0.04516727,1.4335036,0.07167518,-2.1362304e-05
96632,0.020985782,-201.59929,231.77258,227.26467847824097,-777.1394,0.5972704,10.0,0.0229833,1908.1372984087552,177.2395,980,1.0987686,-212.82848,0.10081943,49,18.202194,21.492033,9.891975,2.0163887,0.41971564,[-0.546  1.68  -2.386 -2.594 -0.812],49716.156,20,17.483889,191.85,0.45966598,1.1063919,0.055319596,-7.6293945e-05
102097,0.02115536,-21.608418,60.02997,238.08148789405823,-113.97925,0.6078694,10.0,0.017144185,2721.955996001551,69.25726,1000,1.2202364,-31.214514,0.08929261,50,16.390266,12.872467,9.9228325,1.7858521,0.42310718,[-0.538  1.667 -2.402 -2.601 -0.822],2935.1077,20,16.819965,273.25,0.34288368,0.97307664,0.048653834,-9.155274e-06
106394,0.020278128,-159.96739,225.65175,246.3614706993103,-645.9562,0.5949136,10.0,0.024406258,2138.465510366375,190.47571,1020,1.1313523,-176.9024,0.09268399,51,17.67796,28.194935,9.906599,1.8536798,0.40556252,[-0.543  1.692 -2.42  -2.598 -0.811],43689.695,20,17.158712,214.85,0.48812515,0.9966499,0.0498325,-1.5258789e-05
110558,0.0075005167,-109.81586,109.07136,254.7729868888855,-416.0136,0.5996702,9.999999,0.036253948,2071.5603955971337,132.36237,1040,1.0196968,-113.92999,0.069127105,52,19.613672,5.2307215,9.899722,1.3825421,0.15001035,[-0.534  1.683 -2.441 -2.601 -0.824],11343.772,20,19.563227,208.2,0.72507894,1.0039475,0.050197363,3.0517578e-05
114668,0.051471543,-63.80155,106.47262,262.8084964752197,-315.5938,0.5728595,10.0,0.010313059,2044.5432968698678,136.63501,1060,1.5533614,-86.428955,0.19579606,53,12.875303,43.918213,9.898233,3.915921,1.0294309,[-0.533  1.685 -2.47  -2.596 -0.819],16563.69,20,11.902456,205.5,0.20626117,1.2480695,0.062403478,-3.6621095e-05
119654,0.026432406,-30.203419,60.289906,272.4242653846741,-138.89209,0.5666672,9.999999,0.01881707,2482.538296892735,84.21533,1080,1.2176602,-38.037113,0.121798694,54,16.424944,11.769694,9.916078,2.435974,0.52864814,[-0.526  1.677 -2.476 -2.621 -0.846],3984.7444,20,15.917011,249.3,0.3763414,1.0437785,0.052188925,5.493164e-05
124238,0.024357734,-20.654133,52.88016,281.72681498527527,-87.34259,0.58654815,10.0,0.023798956,2281.5752068427937,88.92047,1100,1.248051,-24.351948,0.11880499,55,16.024986,6.5508566,9.909042,2.3760998,0.4871547,[-0.513  1.676 -2.463 -2.622 -0.852],4210.3677,20,16.035091,229.2,0.4759791,0.97968376,0.04898419,-7.324219e-05
129043,0.10964358,-15.588505,44.910206,291.0693795681,-71.86304,0.6259925,9.999998,0.004200124,2392.4888620093475,101.11377,1120,2.5941937,-27.691109,0.48897028,56,7.7095246,29.012241,9.916668,9.779406,2.1928718,[-0.512  1.676 -2.463 -2.636 -0.832],16523.162,20,6.0341454,240.25,0.08400248,1.4414093,0.07207047,3.967285e-05
133908,0.044267353,-16.57455,49.790478,300.5856680870056,-106.31586,0.6031937,10.0,0.008752394,2422.0128642475042,66.74481,1140,1.5311899,-29.115814,0.18226348,57,13.061737,19.453705,9.913782,3.6452696,0.885347,[-0.52   1.71  -2.476 -2.651 -0.793],6196.302,20,13.194914,243.25,0.17504787,1.2328207,0.061641045,-1.8310548e-05
139223,0.049680773,-3.0526123,43.751434,310.90754294395447,-69.86334,0.5992421,10.0,0.011044412,2646.981050248954,69.88733,1160,1.6852926,-19.139479,0.19680344,58,11.867375,21.793976,9.920841,3.9360685,0.99361545,[-0.494  1.662 -2.507 -2.599 -0.816],6464.108,20,12.9133415,265.75,0.22088823,1.341272,0.0670636,-4.272461e-05
143995,0.01134058,-63.43461,74.26213,320.287885427475,-241.85327,0.5939929,10.0,0.033399083,2375.47823642374,97.35138,1180,1.041231,-66.23416,0.07161203,59,19.208033,4.1513057,9.911806,1.4322406,0.2268116,[-0.519  1.727 -2.523 -2.612 -0.82 ],4115.135,20,19.069328,238.6,0.6679816,1.026678,0.051333897,8.239746e-05
149007,0.006708315,-227.25323,257.65747,330.2392416000366,-840.33887,0.5953373,9.999998,0.034701344,2495.5258787785842,149.1239,1200,1.0120976,-230.13635,0.06648548,60,19.76094,4.270912,9.916418,1.3297095,0.1341663,[-0.515  1.731 -2.542 -2.618 -0.825],67387.84,20,19.667686,250.6,0.6940268,1.0321531,0.05160765,-5.7983398e-05
154088,0.004940815,-134.13177,125.441055,339.9561686515808,-498.25836,0.5918021,10.0,0.04090103,2529.9935071443183,100.85327,1220,1.0205259,-136.45372,0.060501616,61,19.597738,3.715187,9.917295,1.2100323,0.0988163,[-0.516  1.733 -2.553 -2.612 -0.824],12661.942,20,19.795654,254.05,0.8180206,0.9725832,0.048629157,-4.5776367e-05
159516,0.09000769,-14.047142,49.117775,350.38673400878906,-132.95508,0.5809938,10.0,0.0035446063,2703.403928037279,70.03223,1240,2.4479403,-36.411224,0.37697682,62,8.170134,42.921516,9.9219265,7.5395365,1.8001539,[-0.515  1.73  -2.561 -2.618 -0.827],14812.822,20,6.843545,271.4,0.070892125,1.298317,0.06491585,2.4414063e-05
164567,0.50375867,54.295837,38.188778,360.1611387729645,-80.09039,0.52907497,10.0,0.0013567327,2515.4779165344708,85.7135,1260,15.465915,-23.47366,2.2443645,63,1.2931663,146.60986,9.920645,44.887287,10.075172,[-0.487  1.731 -2.544 -2.627 -0.838],217666.34,20,2.472072,252.55,0.027134653,3.7837093,0.18918547,-4.8828126e-05
169676,0.037031967,-19.265747,47.978237,370.04217886924744,-98.34436,0.50982785,10.0,0.012976219,2544.604718361207,89.445435,1280,1.480373,-26.932747,0.17768882,64,13.510108,13.503441,9.922535,3.5537765,0.74063945,[-0.502  1.687 -2.559 -2.65  -0.89 ],6246.352,20,14.169556,255.45,0.25952438,1.1546068,0.05773034,-3.3569337e-05
174531,0.034443855,-21.812426,53.28317,379.46103405952454,-100.294556,0.526288,9.999999,0.027903253,2417.0399057277646,86.35132,1300,1.270435,-27.466766,0.15083955,65,15.74264,9.146381,9.913827,3.0167909,0.6888771,[-0.519  1.715 -2.562 -2.648 -0.909],4564.0215,20,15.403204,242.75,0.55806506,1.2610129,0.06305064,3.0517578e-05
179772,0.047482032,-13.096794,49.74619,389.6269648075104,-79.1084,0.53895813,10.0,0.011756561,2610.1040148950897,85.4848,1320,1.8249152,-23.410957,0.19842455,66,10.959414,18.528961,9.920664,3.9684908,0.9496407,[-0.511  1.71  -2.537 -2.628 -0.893],6932.2754,20,9.838907,262.05,0.23513122,0.9344641,0.04672321,2.1362304e-05
184750,0.023324694,-16.279305,47.590843,399.39438486099243,-88.789,0.5232116,10.0,0.011661294,2478.5151395658504,88.47943,1340,1.3566291,-24.31586,0.111754276,67,14.742423,12.042462,9.915754,2.2350855,0.46649387,[-0.491  1.698 -2.544 -2.653 -0.88 ],1925.743,20,15.768507,248.9,0.23322588,0.9005224,0.04502612,9.155274e-06
190068,0.033379573,-8.197485,37.702362,409.66947746276855,-62.90088,0.51174176,10.0,0.006668247,2648.4751577213306,61.77887,1360,1.4532955,-17.22612,0.13567126,68,13.7618265,12.569063,9.920839,2.7134252,0.6675914,[-0.477  1.687 -2.551 -2.659 -0.896],2745.3108,20,13.530727,265.9,0.13336493,0.965481,0.048274055,-3.0517579e-06
195558,0.013856011,-198.68457,177.26491,420.0024836063385,-743.9514,0.5057358,10.0,0.032403953,2735.036419107869,109.57617,1380,1.0501122,-203.73946,0.07985585,69,19.045584,10.097435,9.92742,1.597117,0.27712023,[-0.499  1.731 -2.556 -2.675 -0.907],29101.74,20,18.811485,274.5,0.64807904,1.1024973,0.055124868,2.4414063e-05
201154,3.1971684,743.1633,50.073326,430.69858026504517,-98.46106,0.56158,10.0,0.00068351603,2787.5888735600206,74.144104,1400,170.67873,-26.964722,14.70125,70,0.11717922,1095.4408,9.925589,294.025,63.94336,[-0.493  1.725 -2.558 -2.676 -0.913],23752876.0,20,1.093366,279.8,0.013670321,15.376982,0.7688492,-4.8828126e-05
206533,0.035996057,-22.96788,45.55506,441.4916112422943,-117.54724,0.54107696,10.0,0.016781006,2678.9577173683447,74.528564,1420,1.4291338,-32.191658,0.17541704,71,13.994492,15.516056,9.9216175,3.5083406,0.7199211,[-0.418  1.578 -2.624 -2.521 -0.857],5137.551,20,13.590048,268.95,0.3356201,1.0482577,0.05241289,-1.8310548e-05
211995,0.022732437,-212.3453,258.64142,452.0154559612274,-836.4049,0.5296584,10.0,0.030132178,2720.5123156162085,146.49365,1440,1.1293128,-229.05894,0.11781967,72,17.709887,31.073608,9.9232025,2.3563933,0.4546487,[-0.41   1.588 -2.647 -2.529 -0.878],55507.2,20,17.205513,273.1,0.60264355,1.1281291,0.056406457,-1.2207031e-05
217767,0.14887393,-16.140106,48.260944,463.0278990268707,-136.49829,0.52832586,10.0,0.008530575,2875.5784709782597,63.966553,1460,2.3250198,-37.381584,0.710396,73,8.6020775,40.859413,9.927788,14.20792,2.9774787,[-0.406  1.571 -2.652 -2.529 -0.889],33461.89,20,4.277835,288.6,0.17061149,1.5531182,0.0776559,1.5258789e-05
223915,0.005198457,-204.20728,178.20927,474.80474305152893,-754.85803,0.52689284,10.0,0.040147733,3064.475355098929,90.036804,1480,1.0146475,-206.72641,0.061726995,74,19.711279,4.027624,9.938044,1.2345399,0.10396914,[-0.4    1.605 -2.655 -2.506 -0.891],29476.635,20,19.792154,307.4,0.8029547,1.0145652,0.05072826,-2.1362304e-05
