Weights,TimestepsSoFar,MeanD2w0t,EpLenMean,InitialReturnStd,StdIW,MaxIW,TimeElapsed,MeanIW,Iteration,MinIW,ReturnMeanIW,ReturnStepMaxmin,MeanEntropy,EntropyCoefficient,MaxD2w0t,StdD2w0t,J_sample_variance,EpRewMean,EpThisIter,Bound,EpisodesSoFar,InitialBound,InitialReturnMin,InitialReturnMean,ReturnStepMax,EmpiricalD2,InitialReturnMax,MinD2w0t
[ 0.016  0.268 -1.973 -1.521 -1.44 ],1089931,1.0,500.0,0.104021914,,1.0,1570.417810678482,1.0,162,1.0,-0.040756322,0.016965866,-0.020680066,,1.0,,0.011392433,4999.452495786396,20,-272.10266,3240,-272.10266,-0.31054688,-5.1879884e-05,10.0,1.0,0.1026001,1.0
[ 0.016  0.268 -1.973 -1.521 -1.44 ],1099931,1.0,500.0,0.08162443,,1.0,1584.8198308944702,1.0,163,1.0,-0.06897573,0.014064789,-0.020680066,,1.0,,0.0070159826,4999.331272786623,20,-272.13086,3260,-272.13086,-0.13018799,-3.6621095e-05,10.0,1.0,0.11834717,1.0
[ 0.016  0.268 -1.973 -1.521 -1.44 ],1109931,1.0,500.0,0.09179123,,1.0,1597.8828694820404,1.0,164,1.0,-0.049298726,0.012929916,-0.020680066,,1.0,,0.008867443,4999.4030875663475,20,-272.11118,3280,-272.11118,-0.22601318,-5.1879884e-05,10.0,1.0,0.124572754,1.0
[ 0.016  0.268 -1.973 -1.521 -1.44 ],1119931,1.0,500.0,0.10388943,,1.0,1610.8583908081055,1.0,165,1.0,-0.066482,0.013726234,-0.020680066,,1.0,,0.0113645075,4999.453365540891,20,-272.12836,3300,-272.12836,-0.22802734,1.5258789e-05,10.0,1.0,0.13330078,1.0
[ 0.016  0.268 -1.973 -1.521 -1.44 ],1129931,1.0,500.0,0.09207107,,1.0,1623.7536482810974,1.0,166,1.0,-0.051227022,0.014453888,-0.020680066,,1.0,,0.008922073,4999.476288963421,20,-272.11313,3320,-272.11313,-0.25006104,6.1035157e-06,10.0,1.0,0.103027344,1.0
[ 0.016  0.268 -1.973 -1.521 -1.44 ],1139931,1.0,500.0,0.11344988,,1.0,1635.9709389209747,1.0,167,1.0,-0.06909471,0.013219833,-0.020680066,,1.0,,0.013545378,4999.322105879432,20,-272.13098,3340,-272.13098,-0.2423706,-4.5776367e-05,10.0,1.0,0.15698242,1.0
[ 0.016  0.268 -1.973 -1.521 -1.44 ],1149931,1.0,500.0,0.12334593,,1.0,1650.0003726482391,1.0,168,1.0,-0.04715211,0.016921043,-0.020680066,,1.0,,0.016011022,4999.366112984963,20,-272.10904,3360,-272.10904,-0.35894775,5.493164e-05,10.0,1.0,0.12792969,1.0
[ 0.016  0.268 -1.973 -1.521 -1.44 ],1159473,1.170088,477.1,142.92738,0.75008696,6.6264625,1662.8980965614319,1.2069634,169,0.4602753,-15.01588,9.995967,-0.021322394,,4.0235806,0.4445101,4558.7695,4770.027024921224,20,-291.2254,3380,-304.7835,-623.0059,-9.155274e-06,9.999999,1.4814246,32.87677,
[ 0.008  0.267 -1.989 -1.523 -1.44 ],1169473,1.0,500.0,0.09286911,,1.0,1679.6637287139893,1.0,170,1.0,-0.061526764,0.011565208,-0.021322394,,1.0,,0.009078348,4999.465371419165,20,-272.1234,3400,-272.1234,-0.26226807,,10.0,1.0,0.12841797,1.0
[ 0.008  0.267 -1.989 -1.523 -1.44 ],1179473,1.0,500.0,0.09183829,,1.0,1692.091433763504,1.0,171,1.0,-0.051503014,0.0135746,-0.021322394,,1.0,,0.008876724,4999.47405786607,20,-272.1134,3420,-272.1134,-0.19616699,5.493164e-05,10.0,1.0,0.105895996,1.0
[ 0.008  0.267 -1.989 -1.523 -1.44 ],1189363,0.99436384,494.5,2.9423184,0.06856076,1.1736361,1705.3826863765717,0.99559355,172,0.59373647,-0.33084205,9.996094,-0.021225542,,1.0350821,0.10506572,3.2243898,4944.021946528646,20,-272.50555,3440,-272.66547,-12.823303,-1.5258789e-05,10.0,1.0116818,0.7558594,
[ 0.009  0.267 -1.99  -1.522 -1.44 ],1199363,1.0,500.0,0.075976655,,1.0,1719.4539549350739,1.0,173,1.0,-0.035909425,0.01197052,-0.021225542,,1.0,,0.006076244,4999.472875404996,20,-272.0978,3460,-272.0978,-0.20996094,-6.1035156e-05,10.0,1.0,0.0982666,1.0
[ 0.009  0.267 -1.99  -1.522 -1.44 ],1209363,1.0,500.0,0.10132769,,1.0,1731.6083180904388,1.0,174,1.0,-0.039140552,0.014082909,-0.021225542,,1.0,,0.010798723,4999.478373297984,20,-272.10104,3480,-272.10104,-0.26037598,-5.1879884e-05,10.0,1.0,0.093322754,1.0
[ 0.009  0.267 -1.99  -1.522 -1.44 ],1219363,1.0,500.0,0.090369195,,1.0,1743.9567618370056,1.0,175,1.0,-0.050743993,0.01513195,-0.021225542,,1.0,,0.008598385,4999.531902474917,20,-272.11264,3500,-272.11264,-0.23803711,-8.544922e-05,10.0,1.0,0.09918213,1.0
[ 0.009  0.267 -1.99  -1.522 -1.44 ],1229363,1.0,500.0,0.07826061,,1.0,1755.2449507713318,1.0,176,1.0,-0.023808263,0.015045166,-0.021225542,,1.0,,0.006440351,4999.456901276052,20,-272.0857,3520,-272.0857,-0.20269775,4.8828126e-05,10.0,1.0,0.08984375,1.0
[ 0.009  0.267 -1.99  -1.522 -1.44 ],1239258,0.9940006,494.75,2.7518148,0.0647009,1.1335624,1767.228224992752,0.99354744,177,0.6355515,-0.35268143,9.996105,-0.021867203,,1.0287552,0.10250459,3.699184,4946.525100862865,20,-272.49652,3540,-272.61536,-11.9904785,6.1035157e-06,10.0,1.0099322,0.6984863,
[ 0.011  0.265 -1.99  -1.522 -1.441],1249258,1.0,500.0,0.10164609,,1.0,1781.32466006279,1.0,178,1.0,-0.05644657,0.011618614,-0.021867203,,1.0,,0.010876107,4999.486699924095,20,-272.11835,3560,-272.11835,-0.24603271,2.4414063e-05,10.0,1.0,0.11779785,1.0
[ 0.011  0.265 -1.99  -1.522 -1.441],1259258,1.0,500.0,0.09891605,,1.0,1796.6167118549347,1.0,179,1.0,-0.027246315,0.017957687,-0.021867203,,1.0,,0.0102981785,4999.484547178326,20,-272.08914,3580,-272.08914,-0.35583496,9.155274e-06,10.0,1.0,0.091674805,1.0
[ 0.011  0.265 -1.99  -1.522 -1.441],1269258,1.0,500.0,0.099569395,,1.0,1809.8175973892212,1.0,180,1.0,-0.054270532,0.015875816,-0.021867203,,1.0,,0.010437906,4999.520634252162,20,-272.11615,3600,-272.11615,-0.31329346,1.8310548e-05,10.0,1.0,0.10101318,1.0
[ 0.011  0.265 -1.99  -1.522 -1.441],1279258,1.0,500.0,0.076500095,,1.0,1822.2198827266693,1.0,181,1.0,-0.036818147,0.014071465,-0.021867203,,1.0,,0.0061620097,4999.506260404332,20,-272.0987,3620,-272.0987,-0.17242432,4.8828126e-05,10.0,1.0,0.09692383,1.0
[ 0.011  0.265 -1.99  -1.522 -1.441],1289131,0.99231833,493.65,3.7675252,0.08832589,1.233777,1835.9249713420868,0.99789745,182,0.5857015,-0.4881943,9.995655,-0.022232046,,1.0340574,0.11270038,5.6685667,4935.4194935658425,20,-272.66214,3640,-272.8806,-16.414673,9.765625e-05,10.0,1.0114808,0.9881592,
[ 0.012  0.265 -1.99  -1.522 -1.441],1299131,1.0,500.0,0.103361025,,1.0,1848.4300701618195,1.0,183,1.0,-0.043042377,0.014921188,-0.022232046,,1.0,,0.011247729,4999.431768657983,20,-272.10492,3660,-272.10492,-0.22949219,-5.493164e-05,10.0,1.0,0.115722656,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1309131,1.0,500.0,0.09330724,,1.0,1860.3247816562653,1.0,184,1.0,-0.04483263,0.01035881,-0.022232046,,1.0,,0.009169294,4999.471726853959,20,-272.10672,3680,-272.10672,-0.19921875,4.272461e-05,10.0,1.0,0.11102295,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1319131,1.0,500.0,0.062042054,,1.0,1875.3177959918976,1.0,185,1.0,-0.022699948,0.01389122,-0.022232046,,1.0,,0.0040526697,4999.541452208919,20,-272.0846,3700,-272.0846,-0.12554932,-2.1362304e-05,10.0,1.0,0.07659912,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1329131,1.0,500.0,0.12511323,,1.0,1886.3121452331543,1.0,186,1.0,-0.060040552,0.01691246,-0.022232046,,1.0,,0.016476538,4999.446865552259,20,-272.12192,3720,-272.12192,-0.33813477,5.7983398e-05,10.0,1.0,0.12615967,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1339131,1.0,500.0,0.06072537,,1.0,1901.1686930656433,1.0,187,1.0,-0.047636423,0.012853622,-0.022232046,,1.0,,0.003880001,4999.469945256509,20,-272.10953,3740,-272.10953,-0.1083374,3.6621095e-05,10.0,1.0,0.1027832,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1349131,1.0,500.0,0.08903946,,1.0,1914.2847292423248,1.0,188,1.0,-0.041723605,0.012681961,-0.022232046,,1.0,,0.008345622,4999.49441584735,20,-272.1036,3760,-272.1036,-0.21234131,1.2207031e-05,10.0,1.0,0.10180664,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1359131,1.0,500.0,0.0975766,,1.0,1926.6804101467133,1.0,189,1.0,-0.05416113,0.015333176,-0.022232046,,1.0,,0.010021361,4999.492601876471,20,-272.11606,3780,-272.11606,-0.26763916,2.1362304e-05,10.0,1.0,0.109558105,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1369131,1.0,500.0,0.09251074,,1.0,1938.9801795482635,1.0,190,1.0,-0.040010594,0.01596737,-0.022232046,,1.0,,0.009006494,4999.492212978999,20,-272.1019,3800,-272.1019,-0.2668457,-3.6621095e-05,10.0,1.0,0.10070801,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1379131,1.0,500.0,0.09721454,,1.0,1949.570952653885,1.0,191,1.0,-0.057185866,0.017715454,-0.022232046,,1.0,,0.0099526625,4999.432862696397,20,-272.11908,3820,-272.11908,-0.22766113,-4.272461e-05,10.0,1.0,0.1149292,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1389131,1.0,500.0,0.08668841,,1.0,1965.045446395874,1.0,192,1.0,-0.043426216,0.014108658,-0.022232046,,1.0,,0.00791099,4999.469361514257,20,-272.10532,3840,-272.10532,-0.19110107,2.4414063e-05,10.0,1.0,0.09942627,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1399131,1.0,500.0,0.07893409,,1.0,1980.982414484024,1.0,193,1.0,-0.031374928,0.013465881,-0.022232046,,1.0,,0.0065566804,4999.441943128504,20,-272.09326,3860,-272.09326,-0.2234497,3.6621095e-05,10.0,1.0,0.09283447,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1409131,1.0,500.0,0.07723423,,1.0,1993.6311478614807,1.0,194,1.0,-0.043769926,0.012976646,-0.022232046,,1.0,,0.006278253,4999.470313173938,20,-272.10565,3880,-272.10565,-0.15759277,-1.5258789e-05,10.0,1.0,0.094177246,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1419131,1.0,500.0,0.11041905,,1.0,2005.526475906372,1.0,195,1.0,-0.064439245,0.012000084,-0.022232046,,1.0,,0.012834895,4999.406151699285,20,-272.12634,3900,-272.12634,-0.28692627,-2.1362304e-05,10.0,1.0,0.15240479,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1429131,1.0,500.0,0.10166953,,1.0,2018.78644490242,1.0,196,1.0,-0.05563708,0.014036179,-0.022232046,,1.0,,0.01088396,4999.458102605619,20,-272.11752,3920,-272.11752,-0.20635986,-3.967285e-05,10.0,1.0,0.12866211,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1439131,1.0,500.0,0.092489876,,1.0,2030.1281321048737,1.0,197,1.0,-0.05795728,0.012722015,-0.022232046,,1.0,,0.009008916,4999.486792200339,20,-272.11984,3940,-272.11984,-0.20233154,-7.324219e-05,10.0,1.0,0.12017822,1.0
[ 0.012  0.265 -1.99  -1.522 -1.441],1449013,0.9927123,494.1,3.2857988,0.07199075,1.1980097,2042.6024346351624,0.9972576,198,0.6517143,-0.41692445,9.995514,-0.022220602,,1.0192152,0.10855825,4.8068237,4939.882921001499,20,-272.58334,3960,-272.74118,-14.32019,-7.324219e-05,10.0,1.009635,0.84558105,
[ 0.014  0.266 -1.99  -1.522 -1.441],1459013,1.0,500.0,0.075560056,,1.0,2054.248347043991,1.0,199,1.0,-0.035626557,0.011647224,-0.022220602,,1.0,,0.006006483,4999.530137048033,20,-272.0975,3980,-272.0975,-0.17285156,0.00012512207,10.0,1.0,0.08654785,1.0
[ 0.014  0.266 -1.99  -1.522 -1.441],1469013,1.0,500.0,0.090199836,,1.0,2067.4883086681366,1.0,200,1.0,-0.044483967,0.01645279,-0.022220602,,1.0,,0.0085672485,4999.436354184412,20,-272.10638,4000,-272.10638,-0.22515869,-8.544922e-05,10.0,1.0,0.091796875,1.0
[ 0.014  0.266 -1.99  -1.522 -1.441],1479013,1.0,500.0,0.08699843,,1.0,2080.5188167095184,1.0,201,1.0,-0.034495406,0.014820099,-0.022220602,,1.0,,0.007966851,4999.464745399741,20,-272.09637,4020,-272.09637,-0.21716309,-4.8828126e-05,10.0,1.0,0.08270264,1.0
[ 0.014  0.266 -1.99  -1.522 -1.441],1489013,1.0,500.0,0.06745225,,1.0,2093.354195356369,1.0,202,1.0,-0.028325308,0.013543129,-0.022220602,,1.0,,0.0047920286,4999.515833287206,20,-272.0902,4040,-272.0902,-0.17272949,-4.5776367e-05,10.0,1.0,0.07897949,1.0
[ 0.014  0.266 -1.99  -1.522 -1.441],1499013,1.0,500.0,0.08769535,,1.0,2107.369434595108,1.0,203,1.0,-0.042106867,0.016022682,-0.022220602,,1.0,,0.008094964,4999.445361231222,20,-272.104,4060,-272.104,-0.26062012,1.2207031e-05,10.0,1.0,0.0960083,1.0
[ 0.014  0.266 -1.99  -1.522 -1.441],1508515,1.2448615,475.1,214.30586,0.4749321,3.707738,2117.7907662391663,0.9393301,204,0.2081263,-26.02233,9.995832,-0.040626526,,1.7175341,0.3424451,13617.675,4749.998588320012,20,-305.451,4080,-321.16382,-934.13745,-1.5258789e-05,10.0,1.6430069,49.2619,
[ 0.013  0.272 -2.007 -1.552 -1.46 ],1518515,1.0,500.0,0.06404695,,1.0,2131.0100059509277,1.0,205,1.0,-0.03709696,0.011544228,-0.040626526,,1.0,,0.0043188576,4999.530873729152,20,-272.099,4100,-272.099,-0.16558838,7.324219e-05,10.0,1.0,0.07366943,1.0
[ 0.013  0.272 -2.007 -1.552 -1.46 ],1528515,1.0,500.0,0.08265465,,1.0,2144.555256843567,1.0,206,1.0,-0.036851507,0.016890526,-0.040626526,,1.0,,0.0071920934,4999.525477837485,20,-272.09875,4120,-272.09875,-0.19274902,-1.8310548e-05,10.0,1.0,0.089660645,1.0
[ 0.013  0.272 -2.007 -1.552 -1.46 ],1538515,1.0,500.0,0.071181186,,1.0,2158.9229464530945,1.0,207,1.0,-0.059290465,0.015478134,-0.040626526,,1.0,,0.0053311405,4999.484810141053,20,-272.1212,4140,-272.1212,-0.16516113,-3.3569337e-05,10.0,1.0,0.12158203,1.0
[ 0.013  0.272 -2.007 -1.552 -1.46 ],1548515,1.0,500.0,0.07761815,,1.0,2169.510256052017,1.0,208,1.0,-0.029933572,0.012291908,-0.040626526,,1.0,,0.006340165,4999.529892312735,20,-272.09183,4160,-272.09183,-0.1484375,-1.8310548e-05,10.0,1.0,0.080200195,1.0
[ 0.013  0.272 -2.007 -1.552 -1.46 ],1558515,1.0,500.0,0.08257388,,1.0,2183.1831035614014,1.0,209,1.0,-0.054439206,0.012594223,-0.040626526,,1.0,,0.0071780174,4999.53762878495,20,-272.11633,4180,-272.11633,-0.15789795,8.850098e-05,10.0,1.0,0.1105957,1.0
[ 0.013  0.272 -2.007 -1.552 -1.46 ],1568353,0.99438965,491.9,5.946977,0.14492986,1.310077,2194.5719435214996,0.9851708,210,0.295425,-0.36618918,9.996113,-0.040485308,,1.1134111,0.12831253,3.7105846,4918.033414603227,20,-272.65665,4200,-273.36017,-25.920715,-2.746582e-05,10.0,1.0243487,1.4401855,
[ 0.016  0.271 -2.008 -1.552 -1.459],1578353,1.0,500.0,0.06448997,,1.0,2205.9309957027435,1.0,211,1.0,-0.022920093,0.010753632,-0.040485308,,1.0,,0.004378417,4999.519691721112,20,-272.0848,4220,-272.0848,-0.18310547,1.8310548e-05,10.0,1.0,0.0814209,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1588353,1.0,500.0,0.06270399,,1.0,2219.3003873825073,1.0,212,1.0,-0.043299183,0.009599686,-0.040485308,,1.0,,0.0041348175,4999.498177506715,20,-272.1052,4240,-272.1052,-0.12243652,3.0517579e-06,10.0,1.0,0.08758545,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1598353,1.0,500.0,0.06944451,,1.0,2232.8579108715057,1.0,213,1.0,-0.053953893,0.012929916,-0.040485308,,1.0,,0.00507555,4999.456924741193,20,-272.11584,4260,-272.11584,-0.14074707,-1.2207031e-05,10.0,1.0,0.12176514,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1608353,1.0,500.0,0.06355965,,1.0,2244.5888183116913,1.0,214,1.0,-0.031377796,0.01530838,-0.040485308,,1.0,,0.0042521693,4999.4481289604355,20,-272.09326,4280,-272.09326,-0.115356445,6.1035157e-06,10.0,1.0,0.0925293,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1618353,1.0,500.0,0.14195225,,1.0,2256.0581538677216,1.0,215,1.0,-0.05946219,0.01745987,-0.040485308,,1.0,,0.02121019,4999.477645296327,20,-272.12134,4300,-272.12134,-0.37219238,2.4414063e-05,10.0,1.0,0.121154785,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1628353,1.0,500.0,0.080599226,,1.0,2269.6752054691315,1.0,216,1.0,-0.055110555,0.015421867,-0.040485308,,1.0,,0.006838191,4999.454335584126,20,-272.117,4320,-272.117,-0.17297363,9.155274e-06,10.0,1.0,0.1260376,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1638353,1.0,500.0,0.07256798,,1.0,2282.9917283058167,1.0,217,1.0,-0.0316417,0.013817787,-0.040485308,,1.0,,0.0055452795,4999.498438610976,20,-272.09354,4340,-272.09354,-0.16906738,2.746582e-05,10.0,1.0,0.08557129,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1648353,1.0,500.0,0.07895601,,1.0,2296.8904654979706,1.0,218,1.0,-0.04332579,0.013746262,-0.040485308,,1.0,,0.0065662325,4999.5204168429345,20,-272.10522,4360,-272.10522,-0.19970703,-3.3569337e-05,10.0,1.0,0.079833984,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1658353,1.0,500.0,0.076669015,,1.0,2310.644453525543,1.0,219,1.0,-0.044846874,0.012221336,-0.040485308,,1.0,,0.006189876,4999.5455308562805,20,-272.10675,4380,-272.10675,-0.15753174,6.1035157e-06,10.0,1.0,0.101257324,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1668353,1.0,500.0,0.061598025,,1.0,2326.051059484482,1.0,220,1.0,-0.024519823,0.013581276,-0.040485308,,1.0,,0.003994004,4999.567627799254,20,-272.0864,4400,-272.0864,-0.16778564,-1.5258789e-05,10.0,1.0,0.06842041,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1678353,1.0,500.0,0.0831499,,1.0,2339.994930744171,1.0,221,1.0,-0.03229415,0.017225266,-0.040485308,,1.0,,0.0072797593,4999.503353408356,20,-272.09418,4420,-272.09418,-0.2515869,1.2207031e-05,10.0,1.0,0.08428955,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1688353,1.0,500.0,0.08161205,,1.0,2351.8556690216064,1.0,222,1.0,-0.039752375,0.0125722885,-0.040485308,,1.0,,0.0070106867,4999.465956500397,20,-272.10165,4440,-272.10165,-0.17840576,-1.8310548e-05,10.0,1.0,0.10131836,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1698353,1.0,500.0,0.063527755,,1.0,2364.96262550354,1.0,223,1.0,-0.011239074,0.0114040375,-0.040485308,,1.0,,0.004246405,4999.501012386432,20,-272.07312,4460,-272.07312,-0.13891602,-4.5776367e-05,10.0,1.0,0.07116699,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1708353,1.0,500.0,0.07185751,,1.0,2376.840307712555,1.0,224,1.0,-0.041874196,0.015151024,-0.040485308,,1.0,,0.0054357266,4999.50159033519,20,-272.10376,4480,-272.10376,-0.17102051,1.2207031e-05,10.0,1.0,0.09710693,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1718353,1.0,500.0,0.08565941,,1.0,2391.8665001392365,1.0,225,1.0,-0.03008203,0.011896133,-0.040485308,,1.0,,0.0077297594,4999.444033932461,20,-272.09198,4500,-272.09198,-0.26257324,4.5776367e-05,10.0,1.0,0.09942627,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1728353,1.0,500.0,0.091333464,,1.0,2406.688603401184,1.0,226,1.0,-0.04933483,0.013861656,-0.040485308,,1.0,,0.008783728,4999.491649714788,20,-272.11124,4520,-272.11124,-0.18408203,1.2207031e-05,10.0,1.0,0.10559082,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1738353,1.0,500.0,0.058321178,,1.0,2419.2308905124664,1.0,227,1.0,-0.056605782,0.0122795105,-0.040485308,,1.0,,0.0035799174,4999.491702646918,20,-272.1185,4540,-272.1185,-0.10437012,6.408691e-05,10.0,1.0,0.09283447,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1748353,1.0,500.0,0.07764157,,1.0,2432.758199930191,1.0,228,1.0,-0.06238978,0.012173653,-0.040485308,,1.0,,0.0063465475,4999.470876362042,20,-272.12427,4560,-272.12427,-0.1854248,2.4414063e-05,10.0,1.0,0.10211182,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1758353,1.0,500.0,0.08785699,,1.0,2445.0803031921387,1.0,229,1.0,-0.03734467,0.015968323,-0.040485308,,1.0,,0.008126848,4999.533583368129,20,-272.09924,4580,-272.09924,-0.21002197,-5.1879884e-05,10.0,1.0,0.08123779,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1768353,1.0,500.0,0.08614244,,1.0,2459.254131793976,1.0,230,1.0,-0.053970255,0.011137962,-0.040485308,,1.0,,0.007812006,4999.463821503068,20,-272.11584,4600,-272.11584,-0.23028564,6.1035156e-05,10.0,1.0,0.112976074,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1778353,1.0,500.0,0.0581728,,1.0,2470.731177330017,1.0,231,1.0,-0.024873573,0.013129234,-0.040485308,,1.0,,0.0035603964,4999.521918626023,20,-272.08676,4620,-272.08676,-0.16412354,-3.0517579e-06,10.0,1.0,0.07489014,1.0
[ 0.016  0.271 -2.008 -1.552 -1.459],1787903,1.1493406,477.5,131.77745,0.41915214,2.4268641,2484.0489389896393,0.92084855,232,0.20932023,-8.358897,9.995733,-0.045966286,,1.7048995,0.29421255,1416.7491,4773.96964476731,20,-285.96512,4640,-302.2397,-574.40436,7.019043e-05,10.0,1.3772099,30.352722,
[ 0.011  0.286 -2.018 -1.557 -1.465],1797903,1.0,500.0,0.09108867,,1.0,2498.119228363037,1.0,233,1.0,-0.05448668,0.013744354,-0.045966286,,1.0,,0.008732151,4999.4969024038055,20,-272.11636,4660,-272.11636,-0.18493652,-1.2207031e-05,10.0,1.0,0.11340332,1.0
[ 0.011  0.286 -2.018 -1.557 -1.465],1807903,1.0,500.0,0.07789188,,1.0,2510.2644448280334,1.0,234,1.0,-0.056310307,0.013171196,-0.045966286,,1.0,,0.006387486,4999.489481962883,20,-272.1182,4680,-272.1182,-0.14764404,-2.1362304e-05,10.0,1.0,0.11730957,1.0
[ 0.011  0.286 -2.018 -1.557 -1.465],1817903,1.0,500.0,0.08507205,,1.0,2525.533826828003,1.0,235,1.0,-0.057416834,0.0155649185,-0.045966286,,1.0,,0.0076165115,4999.538129351835,20,-272.1193,4700,-272.1193,-0.1998291,6.408691e-05,10.0,1.0,0.11364746,1.0
[ 0.011  0.286 -2.018 -1.557 -1.465],1827903,1.0,500.0,0.07350118,,1.0,2537.206937789917,1.0,236,1.0,-0.032113787,0.014365196,-0.045966286,,1.0,,0.0056894626,4999.514572689215,20,-272.094,4720,-272.094,-0.1560669,6.1035157e-06,10.0,1.0,0.077697754,1.0
[ 0.011  0.286 -2.018 -1.557 -1.465],1837903,1.0,500.0,0.0761981,,1.0,2550.481184720993,1.0,237,1.0,-0.039091453,0.013855934,-0.045966286,,1.0,,0.0061104405,4999.513617044271,20,-272.10098,4740,-272.10098,-0.21105957,-2.1362304e-05,10.0,1.0,0.09887695,1.0
[ 0.011  0.286 -2.018 -1.557 -1.465],1847903,1.0,500.0,0.063316956,,1.0,2564.0866391658783,1.0,238,1.0,-0.03245266,0.015833855,-0.045966286,,1.0,,0.004218853,4999.526445888273,20,-272.09433,4760,-272.09433,-0.12133789,9.460449e-05,10.0,1.0,0.083496094,1.0
[ 0.011  0.286 -2.018 -1.557 -1.465],1857903,1.0,500.0,0.10182062,,1.0,2578.0557432174683,1.0,239,1.0,-0.069924936,0.014053345,-0.045966286,,1.0,,0.0109118065,4999.453137991528,20,-272.1318,4780,-272.1318,-0.20935059,1.8310548e-05,10.0,1.0,0.13464355,1.0
[ 0.011  0.286 -2.018 -1.557 -1.465],1867761,0.9920218,492.9,4.6062536,0.09404298,1.1521604,2591.8279650211334,0.9970226,240,0.5584762,-0.6228978,9.995953,-0.04663849,,1.0608368,0.11929418,9.22419,4927.9910095893365,20,-272.8191,4800,-273.061,-20.074524,1.2207031e-05,10.0,1.0133541,1.1685791,
[ 0.012  0.285 -2.019 -1.558 -1.466],1877761,1.0,500.0,0.068738505,,1.0,2605.4317870140076,1.0,241,1.0,-0.040707506,0.011703491,-0.04663849,,1.0,,0.004973181,4999.552385335255,20,-272.1026,4820,-272.1026,-0.12982178,7.019043e-05,10.0,1.0,0.077941895,1.0
[ 0.012  0.285 -2.019 -1.558 -1.466],1887761,1.0,500.0,0.10142679,,1.0,2616.778958797455,1.0,242,1.0,-0.047659546,0.012419701,-0.04663849,,1.0,,0.010827292,4999.468963468114,20,-272.10956,4840,-272.10956,-0.24700928,-4.8828126e-05,10.0,1.0,0.10284424,1.0
[ 0.012  0.285 -2.019 -1.558 -1.466],1897761,1.0,500.0,0.07387886,,1.0,2630.07533121109,1.0,243,1.0,-0.038750567,0.018722534,-0.04663849,,1.0,,0.0057458878,4999.542329562008,20,-272.10065,4860,-272.10065,-0.18536377,3.6621095e-05,10.0,1.0,0.071899414,1.0
[ 0.012  0.285 -2.019 -1.558 -1.466],1907761,1.0,500.0,0.06563816,,1.0,2643.670181751251,1.0,244,1.0,-0.04252487,0.014414787,-0.04663849,,1.0,,0.0045382953,4999.472576751706,20,-272.1044,4880,-272.1044,-0.21350098,3.0517578e-05,10.0,1.0,0.10418701,1.0
[ 0.012  0.285 -2.019 -1.558 -1.466],1917761,1.0,500.0,0.07900159,,1.0,2657.124680519104,1.0,245,1.0,-0.04847411,0.015012741,-0.04663849,,1.0,,0.0065687983,4999.471778389693,20,-272.11035,4900,-272.11035,-0.15441895,4.8828126e-05,10.0,1.0,0.10858154,1.0
[ 0.012  0.285 -2.019 -1.558 -1.466],1927761,1.0,500.0,0.07210207,,1.0,2669.7084085941315,1.0,246,1.0,-0.035410788,0.017157555,-0.04663849,,1.0,,0.0054722824,4999.567659487944,20,-272.0973,4920,-272.0973,-0.15960693,,10.0,1.0,0.074035645,1.0
