InitialReturnMin,Iteration,ESSRenyi,MaxIW,TimestepsSoFar,InitialReturnMax,Bound,MeanEntropy,EpisodesSoFar,EpLenMean,MaxIWNorm,ReturnStepMaxmin,ReturnMeanIW,TimeElapsed,InitialReturnStd,ESSClassic,MinIW,EpRewMean,EpThisIter,StdIW,Weights,ReturnStepMax,StdIWNorm,InitialReturnMean,MeanIW,MinIWNorm,MeanIWNorm,J_sample_variance,InitialBound,EmpiricalD2
-788.7738,74,99.049706,1.3492824,1482650,47.666138,-95.536835,0.08679346,7400,342.35,0.013492824,9.944498,1.5301445,2610.733601808548,94.378235,99.043335,0.83195144,3413.9554726459387,100,0.099995665,[-0.221  1.072 -2.185 -1.73  -1.332],10.0,0.0009999567,-8.972168e-05,1.0174632,0.008319514,0.010174633,8201.284,-96.60476,1.0095941
-774.81,75,98.51299,1.4788014,1516578,44.843933,-94.10697,0.082856044,7500,339.28,0.014788013,9.942331,1.5010031,2661.551201105118,83.60919,97.84801,0.66666317,3382.9734304011245,100,0.14941321,[-0.22   1.073 -2.193 -1.736 -1.332],10.0,0.0014941321,3.6621093e-06,1.0074965,0.0066666314,0.010074966,7272.0327,-94.894455,1.0150945
-115.77081,76,45.733547,15.6633215,1551241,35.138123,-8.53219,0.08176241,7600,346.63,0.15663321,9.945499,12.434374,2713.3672835826874,28.88867,28.344496,0.104921505,3456.808053508856,100,1.8681792,[-0.22   1.074 -2.195 -1.736 -1.336],10.0,0.01868179,-8.4228515e-05,1.1749737,0.001049215,0.011749736,3297.7073,-14.179055,2.1865788
-927.4563,77,98.36895,1.3978671,1585570,65.87671,-111.33385,0.07766712,7700,343.29,0.01397867,9.94475,3.1937294,2765.0658690929413,168.62483,98.15642,0.69811636,3423.369316426013,100,0.13937314,[-0.215  1.096 -2.19  -1.725 -1.337],10.0,0.0013937313,7.751465e-05,1.016967,0.0069811633,0.010169669,26809.738,-113.58966,1.0165809
-787.38586,78,99.65704,1.2426864,1620587,40.651123,-95.94463,0.078004435,7800,350.17,0.012426863,9.943855,0.65583694,2817.1877105236053,84.52748,99.647285,0.8452334,3491.8250453806486,100,0.05940156,[-0.214  1.099 -2.196 -1.727 -1.341],10.0,0.00059401564,1.2207031e-05,0.99842024,0.0084523335,0.009984203,7052.663,-96.43467,1.0034413
-551.5658,79,91.66158,2.0603197,1656443,47.09265,-61.8821,0.0719691,7900,358.56,0.020603197,9.95203,8.676394,2870.3366816043854,105.05415,92.43753,0.44830036,3576.9502158829296,100,0.27688915,[-0.213  1.099 -2.201 -1.728 -1.341],10.0,0.0027688914,4.0893556e-05,0.9680516,0.0044830036,0.009680515,4780.38,-67.552704,1.0909696
-788.3709,80,95.796165,1.5267875,1691934,56.58423,-92.74712,0.06859655,8000,354.91,0.015267875,9.948353,5.904027,2923.928367137909,145.86227,95.81728,0.6428006,3539.886372613042,100,0.21059145,[-0.212  1.094 -2.21  -1.735 -1.347],10.0,0.0021059145,-1.0986329e-05,1.0079393,0.006428006,0.010079392,15557.086,-96.555336,1.0438831
-790.40936,81,98.6294,1.3463454,1728096,37.598022,-95.84526,0.06713169,8100,361.62,0.013463454,9.950882,1.630018,2978.6024763584137,84.10714,98.39668,0.7505159,3607.2661099457564,100,0.12916629,[-0.211  1.088 -2.223 -1.738 -1.35 ],10.0,0.0012916629,5.4931643e-06,1.0118858,0.0075051584,0.010118859,6180.9272,-96.80498,1.0138965
-800.6398,82,98.94519,1.2798641,1762721,44.345825,-97.279236,0.063446194,8200,346.25,0.012798641,9.945311,1.3000059,3030.430111169815,93.06718,98.91911,0.78270507,3452.9866703291323,100,0.1025205,[-0.21   1.091 -2.236 -1.743 -1.352],10.0,0.001025205,-3.173828e-05,0.980748,0.00782705,0.009807479,7889.9307,-98.057976,1.0106605
-943.28156,83,99.10678,1.3662667,1798090,50.0849,-115.00876,0.062224828,8300,353.69,0.013662667,9.947172,1.0386157,3082.9377403259277,136.94328,99.04803,0.7655237,3527.5097536686553,100,0.09816562,[-0.21   1.091 -2.241 -1.744 -1.355],10.0,0.0009816561,2.4414063e-05,1.0013154,0.0076552364,0.010013154,19072.645,-115.52791,1.0090127
-59.297607,84,34.574154,7.8227334,1834211,28.422363,-2.865656,0.074218646,8400,361.21,0.07822733,9.949202,9.485483,3135.854015111923,22.36713,37.47193,0.03530533,3602.8730058560923,100,1.5796745,[-0.209  1.092 -2.241 -1.743 -1.357],10.0,0.015796745,-5.5541994e-05,1.2228779,0.00035305327,0.012228779,1850.7048,-7.2625003,2.892334
-768.9527,85,99.3059,1.2395022,1871529,34.31958,-93.388405,0.07186886,8500,373.18,0.0123950215,9.951435,1.1172314,3191.8251082897186,83.455696,99.255646,0.77253264,3722.6845083476446,100,0.08713831,[-0.195  1.08  -2.243 -1.759 -1.345],10.0,0.00087138306,-5.9814454e-05,1.0062271,0.0077253263,0.010062272,6398.8647,-94.177155,1.0069895
-79.65588,86,63.775967,6.7853985,1910378,21.31836,-8.425592,0.05634653,8600,388.49,0.06785398,9.956814,3.7905755,3249.044136285782,21.470913,56.172638,0.09845333,3876.451968196152,100,0.90575314,[-0.194  1.081 -2.247 -1.761 -1.347],10.0,0.00905753,1.5258789e-05,1.0254147,0.0009845332,0.010254147,809.33856,-9.755798,1.5679888
-75.33569,87,59.122192,5.6471386,1950994,17.456604,-4.637922,0.04738066,8700,406.16,0.056471385,9.960678,7.361799,3309.439287185669,21.150173,58.727757,0.13387777,4053.547787503211,100,0.9227788,[-0.187  1.083 -2.246 -1.772 -1.363],10.0,0.009227787,-7.93457e-06,1.1007539,0.0013387777,0.011007539,349.9217,-9.226708,1.6914122
-62.802612,88,62.01061,5.570874,1990778,18.625671,-4.1074,0.05239872,8800,397.84,0.05570874,9.959427,5.6602564,3368.6904752254486,19.277407,61.471424,0.13604745,3970.2666596526788,100,0.8225498,[-0.177  1.086 -2.245 -1.776 -1.372],10.0,0.008225498,7.019043e-05,1.0389804,0.0013604745,0.010389804,367.45102,-7.691648,1.6126273
-934.00464,89,97.025375,1.4425657,2030617,49.388367,-111.680244,0.049978256,8900,398.39,0.014425657,9.962919,4.4517837,3427.505248785019,170.2995,97.09515,0.5713332,3976.4473741475854,100,0.17146225,[-0.168  1.091 -2.248 -1.778 -1.367],10.0,0.0017146224,-5.065918e-05,0.9912993,0.005713332,0.009912993,22384.299,-114.39179,1.0306582
-952.42365,90,99.792496,1.161199,2072451,30.977234,-116.327835,0.049753856,9000,418.34,0.01161199,9.964685,0.4409793,3489.218626022339,136.79765,99.82091,0.8852938,4175.940770363022,100,0.042569097,[-0.167  1.087 -2.257 -1.781 -1.369],10.0,0.000425691,7.080078e-05,1.0049771,0.008852937,0.0100497715,18580.637,-116.64752,1.0020794
-960.0663,91,99.804405,1.115122,2114010,23.336792,-117.46354,0.049825024,9100,415.59,0.01115122,9.964895,0.23524314,3551.2607934474945,97.91707,99.75113,0.8969626,4148.535189980322,100,0.04986918,[-0.167  1.088 -2.259 -1.783 -1.369],10.0,0.0004986918,-1.953125e-05,0.9983895,0.008969625,0.009983894,9706.357,-117.58366,1.0019598
-645.6874,92,99.02658,1.2365905,2157141,16.913025,-78.18788,0.048352774,9200,431.31,0.012365905,9.968763,1.2800765,3613.9439339637756,66.50218,98.99369,0.72242653,4306.291331355147,100,0.10010818,[-0.166  1.088 -2.259 -1.783 -1.369],10.0,0.0010010817,-5.7373047e-05,0.9929061,0.007224265,0.009929061,3144.8933,-79.080284,1.0098299
-46.616455,93,89.13215,3.3912692,2200474,10.022644,-5.345051,0.042830694,9300,433.33,0.033912692,9.967752,0.7023354,3677.73454785347,12.52349,87.874016,0.30526674,4326.233535889126,100,0.38121364,[-0.167  1.095 -2.274 -1.789 -1.371],10.0,0.0038121361,1.586914e-05,1.0262192,0.0030526672,0.010262192,153.277,-5.709311,1.1219296
-273.37134,94,99.590256,1.1078131,2243359,13.5672,-33.225014,0.041534603,9400,428.85,0.011078131,9.967058,0.32480693,3741.9023001194,30.80345,99.64073,0.8452492,4281.359420416477,100,0.059292175,[-0.163  1.092 -2.28  -1.79  -1.376],10.0,0.00059292174,2.380371e-05,0.98744303,0.008452492,0.00987443,887.1467,-33.48099,1.0041143
-962.7953,95,99.90122,1.089605,2285292,30.574463,-117.768616,0.04112536,9500,419.33,0.010896049,9.967188,0.20752925,3804.1141641139984,137.41165,99.9038,0.9333048,4186.346036665808,100,0.031062651,[-0.162  1.093 -2.285 -1.791 -1.377],10.0,0.00031062646,1.8920899e-05,1.0010388,0.009333048,0.010010388,18893.951,-117.91785,1.0009887
-638.4967,96,99.60489,1.1665453,2327844,17.3172,-77.76017,0.039341066,9600,425.52,0.011665452,9.968197,0.5943362,3867.164882183075,65.45945,99.65186,0.8869888,4248.357501175563,100,0.0597598,[-0.162  1.091 -2.283 -1.789 -1.378],10.0,0.000597598,1.0986329e-05,1.0110801,0.008869888,0.010110803,3914.7368,-78.199554,1.0039668
-974.6638,97,99.86114,1.1135393,2371346,18.701355,-119.26579,0.038646527,9700,435.02,0.011135393,9.968369,0.18863022,3931.5731778144836,98.646484,99.89267,0.90048164,4343.241070751452,100,0.032981135,[-0.161  1.093 -2.287 -1.79  -1.38 ],10.0,0.0003298113,2.0141602e-05,1.0062301,0.009004816,0.010062302,9791.803,-119.37143,1.0013906
-514.0618,98,99.29437,1.1622633,2414133,15.734924,-62.160896,0.037120428,9800,427.87,0.011622633,9.96595,1.0218717,3994.436789035797,53.468,99.40754,0.79415286,4271.3378076716335,100,0.0764662,[-0.161  1.093 -2.287 -1.79  -1.38 ],10.0,0.000764662,-1.8310548e-05,0.9904684,0.007941528,0.009904683,1930.9471,-62.95948,1.0071064
-953.9406,99,99.10473,1.3275204,2454930,29.441345,-116.29365,0.03453066,9900,407.97,0.013275203,9.961958,1.0662683,4054.434298992157,116.795105,99.18074,0.8178075,4071.8683462183317,100,0.09263536,[-0.161  1.096 -2.299 -1.795 -1.382],10.0,0.0009263536,4.8217775e-05,1.0192442,0.008178075,0.010192442,12969.601,-116.83334,1.0090336
-43.315125,100,75.49643,3.5082834,2498441,9.613892,-4.2990913,0.03355406,10000,435.11,0.035082832,9.969814,1.8064194,4118.53418803215,12.110139,78.428154,0.25598437,4344.455555947151,100,0.5128449,[-0.161  1.097 -2.301 -1.793 -1.384],10.0,0.005128449,-2.380371e-05,0.97786415,0.0025598437,0.009778641,127.07577,-5.305022,1.3245659
-67.17706,101,86.23087,1.9382403,2542863,8.23761,-7.0126085,0.032237902,10100,444.22,0.019382402,9.970257,1.8474225,4183.691598892212,12.754613,88.05484,0.23708364,4435.51318586616,100,0.3574119,[-0.153  1.096 -2.302 -1.795 -1.385],10.0,0.0035741187,-6.1035155e-07,0.9703975,0.0023708364,0.009703975,79.56106,-8.227478,1.1596775
-967.3672,102,99.987076,1.0281845,2587882,16.03363,-118.451,0.03178375,10200,450.19,0.010281845,9.971996,0.034462214,4250.095905303955,97.79799,99.98388,0.96464217,4495.514422327084,100,0.012694256,[-0.149  1.101 -2.304 -1.798 -1.387],10.0,0.00012694256,2.0751953e-05,0.99984056,0.009646421,0.009998405,9647.017,-118.47778,1.0001292
-813.4076,103,98.79079,1.368685,2632110,23.0578,-98.67172,0.03048714,10300,442.28,0.01368685,9.973473,1.5577964,4314.2652044296265,115.37029,98.88976,0.7667377,4416.849680039112,100,0.1079856,[-0.148  1.101 -2.304 -1.798 -1.387],10.0,0.001079856,9.765625e-06,1.0191387,0.0076673767,0.010191386,11392.348,-99.62167,1.0122402
-965.5541,104,99.685745,1.2191366,2675803,27.83606,-118.01321,0.030588845,10400,436.93,0.0121913655,9.972158,0.42878437,4378.502040147781,138.4427,99.65928,0.8068189,4363.13479572946,100,0.059196144,[-0.148  1.098 -2.309 -1.799 -1.388],10.0,0.0005919615,-3.8452148e-05,1.0123966,0.008068189,0.010123965,19380.863,-118.25578,1.0031525
-968.3722,105,99.61714,1.1939654,2720230,25.006592,-118.32778,0.029649062,10500,444.27,0.011939654,9.9767,0.5008023,4444.450701475143,128.59262,99.613045,0.8399692,4437.43866448176,100,0.06273823,[-0.148  1.099 -2.309 -1.799 -1.388],10.0,0.00062738225,-7.6293945e-05,1.0066229,0.008399692,0.010066229,16303.844,-118.60097,1.0038433
-958.7827,106,99.31899,1.301503,2764618,24.608337,-116.90851,0.02837151,10600,443.88,0.013015029,9.970394,0.91980404,4509.317279100418,128.36937,99.33675,0.8188108,4432.144304211099,100,0.08182209,[-0.147  1.098 -2.312 -1.8   -1.389],10.0,0.00081822084,6.1035157e-06,1.0013589,0.008188108,0.01001359,15289.1045,-117.426414,1.0068568
-957.2849,107,99.9007,1.074135,2809949,16.240479,-117.039764,0.028442105,10700,453.31,0.010741349,9.974897,0.26146728,4575.993321895599,97.16937,99.88499,0.92397386,4527.323837211273,100,0.033942517,[-0.146  1.095 -2.314 -1.801 -1.391],10.0,0.00033942517,-5.4931643e-06,1.0002701,0.009239739,0.010002702,9330.399,-117.24299,1.000994
-810.29706,108,99.57293,1.1274276,2853647,34.663574,-97.90352,0.027613811,10800,436.98,0.011274275,9.975363,1.5497977,4640.435332298279,143.36935,99.55278,0.8385632,4364.337566817515,100,0.06621367,[-0.146  1.097 -2.318 -1.802 -1.39 ],10.0,0.0006621367,-5.9204103e-05,0.98789835,0.008385632,0.009878983,18167.922,-99.24078,1.004289
-952.19946,109,99.471466,1.2598356,2898759,31.196838,-116.033646,0.028614584,10900,451.12,0.012598355,9.977404,0.89592063,4706.164908885956,150.52513,99.35725,0.80915964,4506.0204928626345,100,0.08044841,[-0.146  1.096 -2.325 -1.803 -1.391],10.0,0.000804484,-8.300781e-05,1.000233,0.008091596,0.010002331,21645.543,-116.62023,1.0053134
-41.749756,110,87.82526,2.4217386,2943880,6.5438843,-4.5168757,0.027506271,11000,451.21,0.024217386,9.972681,0.93931913,4772.458398342133,9.342363,87.308556,0.37589797,4505.850791523957,100,0.38244087,[-0.145  1.092 -2.33  -1.801 -1.39 ],10.0,0.0038244082,-2.4414063e-05,1.0030841,0.0037589797,0.0100308405,61.824875,-5.1133046,1.1386247
-38.868958,111,78.89628,2.4721775,2990120,5.3398438,-3.5813997,0.021887882,11100,462.4,0.024721775,9.977606,1.7780507,4839.180233478546,9.590589,80.981064,0.14442562,4618.733335620441,100,0.48665503,[-0.14   1.094 -2.33  -1.801 -1.391],10.0,0.00486655,-4.8217775e-05,1.004199,0.0014442562,0.01004199,52.06353,-4.760504,1.2674869
-76.61243,112,85.01737,2.4839935,3036366,5.8234253,-8.142471,0.017486608,11200,462.46,0.024839934,9.9802475,2.033856,4906.353078126907,12.3996725,86.94727,0.21360092,4619.943317522475,100,0.39642137,[-0.133  1.091 -2.33  -1.801 -1.397],10.0,0.0039642137,3.0517579e-06,1.0231383,0.002136009,0.010231381,62.030815,-9.383065,1.1762302
-27.800415,113,76.91098,3.1741433,3083561,3.5044556,-2.6358066,0.015365003,11300,471.95,0.031741433,9.980909,1.2466154,4975.03057217598,6.418862,82.76299,0.23999366,4714.903553532235,100,0.4857102,[-0.128  1.095 -2.33  -1.799 -1.401],10.0,0.004857102,-4.272461e-06,1.0643004,0.0023999366,0.010643004,23.79333,-3.404846,1.3002045
-972.3616,114,99.953575,1.0748552,3131553,21.015137,-119.0551,0.015894484,11400,479.92,0.010748552,9.988491,0.062040746,5044.9140038490295,138.94263,99.94965,0.94720095,4796.339497037629,100,0.022546973,[-0.122  1.098 -2.331 -1.798 -1.404],10.0,0.00022546973,1.8310548e-05,1.0045465,0.00947201,0.010045465,19526.389,-119.08948,1.0004644
-26.329163,115,79.295815,2.8151078,3179790,2.2289429,-2.6099231,0.011646892,11500,482.37,0.028151078,9.986637,1.0113189,5114.990249156952,5.4026513,80.316864,0.27545166,4820.383155409433,100,0.5340941,[-0.122  1.097 -2.331 -1.798 -1.403],10.0,0.005340941,-6.1035156e-05,1.0788822,0.0027545164,0.010788823,14.261284,-3.224712,1.2611006
-962.0968,116,99.734215,1.1529608,3227387,21.315063,-117.63966,0.011077051,11600,475.97,0.011529608,9.989225,0.3495469,5184.696086406708,137.49448,99.71039,0.89644814,4757.040991782003,100,0.054628324,[-0.115  1.101 -2.331 -1.795 -1.407],10.0,0.0005462832,-1.2207031e-06,1.0136366,0.008964481,0.010136366,18919.691,-117.83231,1.0026649
-818.45325,117,99.821556,1.1359553,3275755,9.559753,-100.13603,0.010031908,11700,483.68,0.011359553,9.989151,0.19316986,5254.716431379318,82.306076,99.817184,0.88201094,4834.082860755359,100,0.04284361,[-0.116  1.102 -2.336 -1.797 -1.408],10.0,0.0004284361,8.544922e-06,1.0011221,0.008820109,0.010011221,6499.6855,-100.23964,1.0017877
-22.894775,118,86.02688,2.0194945,3324202,1.7559814,-2.5858793,0.010081462,11800,484.47,0.020194944,9.985971,0.4373072,5325.72949719429,3.9238641,90.10897,0.36585593,4841.204374171046,100,0.32621446,[-0.116  1.101 -2.337 -1.798 -1.409],10.0,0.0032621445,3.8452148e-05,0.98461556,0.0036585592,0.009846155,8.332784,-2.8039875,1.1624274
-23.337341,119,92.86782,2.1406553,3373584,0.83428955,-2.7146347,0.010178572,11900,493.82,0.021406552,9.993814,0.25131893,5397.289949655533,3.3368776,92.67339,0.47430164,4936.5757522105705,100,0.285655,[-0.11   1.103 -2.337 -1.798 -1.409],10.0,0.0028565498,-3.0517579e-06,1.0159402,0.0047430163,0.010159402,4.3505354,-2.858232,1.0767993
-14.548035,120,96.150986,1.4445527,3422974,0.71765137,-1.7390321,0.009792078,12000,493.9,0.0144455265,9.990978,0.07804381,5468.337416648865,2.171627,97.19655,0.5225884,4936.673987690677,100,0.168734,[-0.106  1.104 -2.337 -1.797 -1.409],10.0,0.00168734,-4.272461e-05,0.9935341,0.005225884,0.009935341,3.7998192,-1.7818059,1.040031
-696.6087,121,98.832344,1.325325,3472074,7.574341,-84.55685,0.008503825,12100,491.0,0.01325325,9.993496,1.2624497,5539.265939712524,70.03276,98.7264,0.73605394,4908.300111651617,100,0.11474922,[-0.103  1.105 -2.337 -1.797 -1.409],10.0,0.0011474922,6.1035155e-07,1.0103045,0.0073605394,0.010103046,3425.7568,-85.316795,1.0118145
-958.36206,122,99.42573,1.1866876,3520184,25.039185,-116.15894,0.0071678376,12200,481.1,0.011866876,9.992052,1.5544477,5609.39768409729,140.77618,99.51312,0.87362605,4808.994750341927,100,0.07087185,[-0.102  1.098 -2.342 -1.792 -1.41 ],10.0,0.00070871855,2.6245118e-05,1.0132276,0.00873626,0.0101322755,18331.34,-117.374886,1.0057759
-964.8207,123,99.682686,1.1489192,3568861,18.590942,-117.89054,0.0059754504,12300,486.77,0.011489192,9.992458,0.46330845,5680.3812601566315,127.22377,99.74237,0.8877001,4865.76445897565,100,0.051517803,[-0.103  1.101 -2.349 -1.793 -1.412],10.0,0.000515178,2.9907227e-05,1.0136847,0.008877001,0.010136847,16067.5,-118.16589,1.0031832
-826.3696,124,99.89636,1.0622278,3617592,10.099426,-100.9069,0.005859473,12400,487.31,0.010622278,9.992846,0.35477912,5752.016983985901,83.844086,99.91677,0.91493285,4871.261220741389,100,0.028827861,[-0.102  1.102 -2.351 -1.794 -1.413],10.0,0.0002882786,-3.234863e-05,0.9988927,0.009149328,0.009988928,6640.7363,-101.20923,1.0010375
-829.0212,125,99.149254,1.4238863,3666105,15.975525,-100.57317,0.0056364173,12500,485.13,0.014238862,9.990971,1.3954482,5822.786247253418,107.93535,99.06728,0.8241154,4849.011591640069,100,0.09872681,[-0.102  1.103 -2.355 -1.796 -1.413],10.0,0.0009872679,-5.9204103e-05,1.0174773,0.008241153,0.010174773,10024.771,-101.53401,1.0085804
-982.80963,126,99.976875,1.0373288,3715078,10.587402,-120.351654,0.005197056,12600,489.73,0.010373288,9.99301,0.031383246,5895.153483867645,98.79727,99.97195,0.96331996,4895.4928039934985,100,0.01677625,[-0.103  1.101 -2.36  -1.797 -1.413],10.0,0.00016776251,-3.479004e-05,1.001386,0.009633199,0.01001386,9824.667,-120.36915,1.0002313
-6.76239,127,88.288704,1.710032,3764743,0.41253662,-0.7561395,0.006891747,12700,496.65,0.01710032,9.993965,0.12530155,5966.401256561279,1.1987429,92.361046,0.30710152,4964.903077897149,100,0.28609073,[-0.103  1.101 -2.36  -1.797 -1.414],10.0,0.0028609075,-5.126953e-05,0.9947907,0.003071015,0.009947907,0.49197626,-0.82827157,1.1326478
-819.41266,128,99.85062,1.0987415,3814008,8.621399,-100.20478,0.0059966785,12800,492.65,0.010987415,9.994614,0.22741121,6038.389677762985,82.35935,99.783035,0.8744033,4925.072605357286,100,0.04671545,[-0.097  1.103 -2.36  -1.797 -1.412],10.0,0.00046715446,-6.958008e-05,1.001793,0.008744033,0.0100179305,6510.779,-100.357216,1.0014961
-819.5687,129,99.75111,1.1287383,3863415,8.478882,-100.008965,0.0058593685,12900,494.07,0.011287383,9.995577,0.49244583,6109.805928468704,82.37146,99.76151,0.8536422,4939.504647928792,100,0.049182113,[-0.097  1.101 -2.363 -1.795 -1.413],10.0,0.0004918211,4.333496e-05,1.0059001,0.008536422,0.010059,6149.5234,-100.37622,1.0024952
-827.69275,130,99.97326,1.0393804,3912608,8.789429,-101.30337,0.005723425,13000,491.93,0.010393804,9.994171,0.081434846,6181.513231992722,83.19562,99.9649,0.94112474,4917.768655023173,100,0.018706072,[-0.096  1.098 -2.37  -1.793 -1.413],10.0,0.00018706066,-1.8310546e-06,0.9983875,0.009411247,0.009983876,6838.5317,-101.37125,1.0002675
-11.329346,131,100.0,1.0,3962438,0.28399658,-1.3875821,0.005723425,13100,498.3,0.01,9.995506,-2.6249792e-05,6253.5356912612915,1.19485,100.0,1.0,4981.779581075144,100,,[-0.096  1.098 -2.371 -1.793 -1.413],10.0,9.313226e-10,-2.6245118e-05,1.0,0.01,0.009999999,1.4420873,-1.3875821,1.0
-20.954895,132,98.34124,1.2132859,4012041,0.55511475,-2.5364976,0.0036120007,13200,496.03,0.012132859,9.993349,0.051496346,6324.85338139534,2.3946786,98.37923,0.5412306,4958.551690432782,100,0.12559277,[-0.096  1.098 -2.371 -1.793 -1.413],10.0,0.0012559276,-2.746582e-05,0.9784806,0.005412306,0.009784806,5.2334924,-2.5664675,1.0168674
-7.249634,133,93.18877,2.0301123,4061862,0.27478027,-0.8091303,0.0038320227,13300,498.21,0.020301122,9.996817,0.11064113,6396.407450675964,1.0604186,94.6161,0.28045166,4981.204193283739,100,0.2430227,[-0.095  1.097 -2.372 -1.794 -1.415],10.0,0.002430227,5.9814454e-05,1.0187812,0.0028045166,0.010187812,0.17119613,-0.88783544,1.0730907
-3.1224365,134,100.0,1.0,4111789,0.16674805,-0.38244507,0.0038320227,13400,499.27,0.01,9.996311,-2.6247231e-05,6467.8703870773315,0.38597655,100.0,1.0,4991.675107392521,100,,[-0.089  1.098 -2.373 -1.794 -1.415],10.0,9.313226e-10,-2.6245118e-05,1.0,0.01,0.009999999,0.15048273,-0.38244507,1.0
-973.219,135,99.68714,1.1202219,4160330,20.16986,-118.42791,0.0027029389,13500,485.41,0.011202218,9.99506,0.95348585,6537.217471599579,120.58469,99.69568,0.8214456,4852.807160411246,100,0.055357236,[-0.089  1.098 -2.373 -1.794 -1.415],10.0,0.0005535723,1.8920899e-05,1.0019301,0.008214456,0.010019301,13870.378,-119.19449,1.0031384
-557.5269,136,99.11302,1.239263,4209751,5.8411865,-67.58472,0.0010738728,13600,494.21,0.01239263,9.996059,1.0029616,6610.146037817001,56.03837,99.076645,0.78893554,4941.024128713309,100,0.097791575,[-0.089  1.097 -2.378 -1.794 -1.416],10.0,0.0009779156,-1.8920899e-05,1.0129949,0.0078893555,0.01012995,2211.3083,-68.282845,1.0089492
-3.5883179,137,100.0,1.0,4259614,0.21258545,-0.43943408,0.0010738728,13700,498.63,0.01,9.996178,4.333863e-05,6682.668684720993,0.57188475,100.0,1.0,4985.240097482544,100,,[-0.09   1.096 -2.384 -1.796 -1.418],10.0,9.313226e-10,4.333496e-05,1.0,0.01,0.009999999,0.3303557,-0.43943408,1.0
-974.7303,138,99.42403,1.2469064,4308433,18.65509,-118.90093,-0.00045689353,13800,488.19,0.0124690635,9.994837,0.82395244,6753.40961098671,129.07945,99.39086,0.8264841,4880.539067970185,100,0.07977332,[-0.09   1.096 -2.384 -1.796 -1.418],10.0,0.00079773326,0.00012329101,1.0189865,0.008264841,0.010189865,16058.65,-119.37947,1.0057931
-963.5111,139,99.95168,1.0814469,4357762,10.016724,-117.96089,-0.0012192413,13900,493.29,0.010814468,9.996067,0.073156,6825.133202791214,96.84385,99.92992,0.937422,4931.825117524964,100,0.026560683,[-0.09   1.094 -2.387 -1.797 -1.419],10.0,0.00026560677,7.3242186e-06,1.0030818,0.00937422,0.010030819,9398.921,-118.00552,1.0004834
-811.19836,140,99.83777,1.1068561,4407072,8.533508,-99.19561,-0.0012005488,14000,493.1,0.011068561,9.995512,0.23618165,6896.952367544174,81.54018,99.86267,0.91852427,4929.793578601218,100,0.037200898,[-0.09   1.094 -2.387 -1.797 -1.42 ],10.0,0.000372009,-1.4038086e-05,1.0032053,0.0091852425,0.010032053,6393.8613,-99.35112,1.001625
-974.83984,141,99.58553,1.1617731,4455933,18.542297,-119.06823,-0.0016008618,14100,488.61,0.01161773,9.99511,0.5729753,6968.551381826401,128.5362,99.57712,0.8505429,4884.808294930056,100,0.06552642,[-0.091  1.096 -2.389 -1.797 -1.42 ],10.0,0.0006552642,-5.493164e-05,1.0055213,0.008505429,0.010055213,15942.096,-119.39307,1.004162
-7.375,142,100.0,1.0,4505772,0.23712158,-0.90329945,-0.0016008618,14200,498.39,0.01,9.99655,-5.004229e-05,7041.069591999054,0.9383197,100.0,1.0,4982.934649066899,100,,[-0.09   1.095 -2.392 -1.799 -1.421],10.0,9.313226e-10,-5.0048828e-05,1.0,0.01,0.009999999,0.88933724,-0.90329945,1.0
-973.14465,143,99.96043,1.0651414,4554922,10.255737,-119.1458,-0.0018517266,14300,491.5,0.010651414,9.9947815,0.06318423,7110.657454967499,97.81248,99.95144,0.9399499,4913.614858180502,100,0.022027006,[-0.09   1.095 -2.392 -1.799 -1.421],10.0,0.00022027009,-1.5258789e-05,0.9992783,0.009399499,0.009992784,9510.213,-119.18541,1.0003959
-974.8773,144,99.48244,1.1349839,4603731,18.50238,-118.94282,-0.002327919,14400,488.09,0.011349839,9.994778,0.76496315,7180.484928607941,127.99494,99.59657,0.84649926,4879.524936977882,100,0.06382973,[-0.09   1.094 -2.392 -1.799 -1.421],10.0,0.0006382973,2.9296874e-05,1.0029123,0.008464992,0.010029123,15385.128,-119.397575,1.0052025
-6.291626,145,88.77332,1.8388499,4653422,0.37652588,-0.6647028,-0.0023958846,14500,496.91,0.018388499,9.994633,0.15313524,7252.974242210388,1.032552,91.70759,0.15225157,4967.660393415937,100,0.30304578,[-0.09   1.09  -2.399 -1.796 -1.421],10.0,0.0030304575,3.234863e-05,1.0077912,0.0015225157,0.010077911,0.26405984,-0.77053136,1.1264645
-964.92896,146,99.95828,1.0386145,4702264,18.48413,-118.05158,-0.0021762673,14600,488.42,0.010386145,9.995476,0.1522528,7323.669567108154,127.77807,99.965996,0.9554037,4882.999627704744,100,0.018417956,[-0.084  1.091 -2.399 -1.796 -1.421],10.0,0.00018417957,9.155274e-06,0.99875903,0.009554037,0.00998759,16211.902,-118.17918,1.0004174
-983.2997,147,99.997246,1.0232986,4751712,10.087219,-120.41763,-0.0019244354,14700,494.48,0.010232986,9.996391,0.013151348,7395.729581594467,98.82571,99.9915,0.98178786,4943.807692023598,100,0.009222979,[-0.084  1.09  -2.403 -1.796 -1.421],10.0,9.2229784e-05,6.1035157e-06,1.001144,0.009817879,0.010011442,9861.947,-120.42912,1.0000275
