EmpiricalD2,EpisodesSoFar,ReturnStepMaxmin,MinIWNorm,EpRewMean,MeanIWNorm,EntropyCoefficient,MinIW,MeanIW,TimestepsSoFar,Weights,EpLenMean,MaxIW,InitialBound,Bound,StdIWNorm,ReturnMeanIW,InitialReturnMax,ESSClassic,MeanEntropy,Iteration,StdIW,TimeElapsed,InitialReturnStd,InitialReturnMean,MaxIWNorm,ESSRenyi,J_sample_variance,ReturnStepMax,InitialReturnMin,EpThisIter
1.0127435,7300,9.865845,0.007389768,1517.548771695901,0.009879866,10.0,0.73897684,0.9879866,791479,[-1.138  2.18  -2.522 -3.184 -0.838],152.78,1.2314794,-85.72841,-84.734085,0.0010573397,1.6043435,226.60693,98.867645,0.57814205,73,0.10573399,1397.6978793144226,169.97328,3.6621093e-06,0.012314794,98.74169,29284.81,10.0,-747.4082,100
1.0084033,7400,9.8685,0.007299982,1548.8445043100332,0.009962267,10.0,0.72999823,0.9962267,807070,[-1.136  2.186 -2.52  -3.189 -0.841],155.91,1.2121685,-88.15683,-87.459526,0.0009069219,1.1012135,162.48486,99.17805,0.5771451,74,0.09069219,1421.2587988376617,127.5827,7.324219e-05,0.012121684,99.16667,16112.884,10.0,-767.0032,100
1.0067838,7500,9.865734,0.008164982,1515.5527454957785,0.009962177,10.0,0.8164983,0.99621767,822328,[-1.135  2.189 -2.527 -3.187 -0.842],152.58,1.2353096,-87.47186,-86.52372,0.0008173352,1.258407,192.82135,99.331375,0.57769215,75,0.08173353,1444.0222494602203,126.28354,-8.544922e-06,0.012353096,99.32619,16283.303,10.0,-761.3284,100
1.0094695,7600,9.862541,0.007692893,1479.9544200790153,0.009968642,10.0,0.7692893,0.99686426,837230,[-1.141  2.203 -2.529 -3.192 -0.841],149.02,1.1978573,-85.56433,-84.26299,0.00094534946,1.7576833,180.08368,99.10872,0.5752086,76,0.09453495,1466.9726343154907,164.05429,5.065918e-05,0.011978572,99.061935,27286.676,10.0,-745.7986,100
1.0394917,7700,9.871107,0.006550534,1585.3135072067976,0.0101570515,10.0,0.65505344,1.015705,853186,[-1.148  2.217 -2.538 -3.195 -0.844],159.56,1.7864538,-87.84622,-85.65658,0.0021231696,3.9914715,199.02087,95.8134,0.5780591,77,0.21231696,1490.6194412708282,137.01706,5.3710937e-05,0.017864538,96.20087,19488.049,10.0,-764.22736,100
1.0160662,7800,9.8664875,0.0074293874,1525.6436382034763,0.010032913,10.0,0.74293876,1.0032914,868545,[-1.146  2.221 -2.541 -3.183 -0.841],153.59,1.4925051,-85.88009,-84.65585,0.0013292731,1.9742069,167.94159,98.274895,0.5764029,78,0.13292731,1515.3679220676422,99.428314,2.3193359e-05,0.014925051,98.418785,10561.735,10.0,-748.4065,100
1.0428987,7900,9.872234,0.005968197,1596.5318624332472,0.01008584,10.0,0.5968197,1.008584,884613,[-1.146  2.226 -2.544 -3.197 -0.843],160.68,2.3596792,-88.53459,-86.51761,0.0026214607,3.9768043,196.40698,93.67192,0.5805656,79,0.2621461,1538.362536430359,103.14569,5.2490235e-05,0.023596792,95.8866,11638.756,10.0,-769.94543,100
1.0305736,8000,9.874729,0.007114851,1629.4265112933174,0.01012101,10.0,0.7114851,1.012101,901010,[-1.139  2.226 -2.542 -3.205 -0.838],163.97,1.665385,-90.221886,-88.52242,0.0017648187,3.0812683,191.04773,97.04917,0.5880835,80,0.17648187,1565.0920379161835,106.381325,8.544922e-05,0.016653849,97.03334,12457.812,10.0,-784.06226,100
1.0330923,8100,9.867678,0.0068764053,1541.8276936466154,0.010000549,10.0,0.68764055,1.000055,916531,[-1.14   2.227 -2.543 -3.216 -0.831],155.21,1.6129271,-83.37473,-81.70383,0.0016503475,3.2037344,192.01569,97.34885,0.58128166,81,0.16503476,1591.1785740852356,102.37358,-1.8310546e-06,0.01612927,96.796776,9312.033,10.0,-728.7687,100
1.0313451,8200,9.871695,0.0069332444,1589.632850929385,0.010193219,10.0,0.69332445,1.019322,932530,[-1.14   2.233 -2.542 -3.21  -0.838],159.99,1.4898806,-88.45323,-86.93751,0.0016016839,3.0325706,163.1723,97.590454,0.5761849,82,0.1601684,1615.6233847141266,103.00481,-0.000115356444,0.014898805,96.960754,11673.281,10.0,-769.67816,100
1.0182996,8300,9.874126,0.007346154,1621.5257037881777,0.009848953,10.0,0.73461545,0.98489535,948848,[-1.143  2.239 -2.537 -3.2   -0.843],163.18,1.3151581,-90.02264,-88.458046,0.0012116991,2.457247,183.34052,98.50897,0.57416624,83,0.12116991,1640.9830467700958,109.632645,3.3569337e-05,0.013151581,98.20293,12317.957,10.0,-782.0773,100
1.2908748,8400,9.875111,0.0018451317,1632.13966048826,0.009729101,10.0,0.18451318,0.97291017,965272,[-1.135  2.232 -2.558 -3.19  -0.845],164.24,2.5485864,-19.18749,-13.532923,0.0047024037,9.06389,203.54578,81.0628,0.57268757,84,0.47024035,1668.5822732448578,70.550514,1.2207031e-05,0.025485864,77.46684,8543.457,10.0,-158.56769,100
1.0041939,8500,9.868805,0.009039436,1553.1412729992435,0.010064603,10.0,0.9039436,1.0064603,980906,[-1.132  2.26  -2.565 -3.187 -0.846],156.34,1.2485759,-88.1801,-87.722374,0.0006394233,0.6219487,222.09839,99.59799,0.5759288,85,0.06394232,1692.4721820354462,127.00934,-7.93457e-05,0.012485759,99.58236,16558.209,10.0,-766.7466,100
1.0156385,8600,9.87653,0.0074640834,1653.2247433122623,0.009873224,10.0,0.74640834,0.98732257,997541,[-1.134  2.265 -2.57  -3.193 -0.843],166.35,1.2511054,-74.77085,-73.68103,0.0011080521,1.7676477,193.59875,98.756165,0.5708698,86,0.11080521,1718.5719983577728,98.12674,1.8310546e-06,0.012511054,98.460236,8489.749,10.0,-657.52576,100
1.0229566,8700,9.880234,0.006414676,1703.4325744397563,0.0101490095,10.0,0.64146763,1.0149009,1014678,[-1.132  2.267 -2.576 -3.2   -0.848],171.37,1.3973415,-90.121796,-88.37881,0.0016480119,2.9153452,194.3122,97.43097,0.56300515,87,0.16480117,1745.9322626590729,121.857285,-1.6479493e-05,0.013973415,97.75586,14617.109,10.0,-782.4525,100
1.0135508,8800,9.872759,0.007229179,1601.1437611209567,0.010041117,10.0,0.7229179,1.0041116,1030792,[-1.136  2.274 -2.586 -3.202 -0.856],161.14,1.3097221,-89.30223,-88.55448,0.0011142895,1.4286137,182.62726,98.78348,0.5590273,88,0.111428946,1772.6034281253815,129.88745,4.272461e-05,0.01309722,98.66304,16812.717,10.0,-775.1192,100
1.056714,8900,9.872753,0.005150315,1603.9256417300735,0.010301435,10.0,0.5150315,1.0301436,1046934,[-1.14   2.281 -2.589 -3.2   -0.86 ],161.42,1.9614578,-90.1963,-87.68035,0.002566381,5.2667904,186.88208,94.156204,0.5518266,89,0.2566381,1799.0439150333405,101.787384,7.202148e-05,0.019614577,94.63298,11716.784,10.0,-782.0946,100
1.0450305,9000,9.875677,0.0055579334,1641.5283927580133,0.010106116,10.0,0.55579334,1.0106115,1063452,[-1.143  2.294 -2.595 -3.193 -0.867],165.18,2.429885,-90.827614,-88.93727,0.002832954,4.048083,178.05634,92.71451,0.5505918,90,0.2832954,1828.4891991615295,106.14868,3.0517578e-05,0.024298849,95.69099,12018.512,10.0,-786.661,100
1.0097446,9100,9.87344,0.0077420585,1611.8310127775167,0.00989215,10.0,0.77420586,0.989215,1079673,[-1.132  2.286 -2.599 -3.195 -0.868],162.21,1.220459,-89.925545,-89.327774,0.0009868478,1.0957543,198.75488,99.01459,0.5471785,91,0.09868478,1857.9195611476898,127.448845,1.8920899e-05,0.012204589,99.03494,16102.457,10.0,-779.19476,100
1.0394396,9200,9.874792,0.004874259,1629.2318354324693,0.010329382,10.0,0.4874259,1.0329381,1096068,[-1.13   2.285 -2.606 -3.189 -0.872],163.95,1.5884569,-89.69665,-88.26738,0.0022120888,3.3834467,189.9754,95.61486,0.5376119,92,0.22120889,1883.9328265190125,144.95224,-3.540039e-05,0.015884569,96.20569,22066.244,10.0,-777.0467,100
1.0298359,9300,9.873329,0.0057837237,1610.0336512320118,0.0099422345,10.0,0.57837236,0.9942235,1112271,[-1.137  2.294 -2.621 -3.203 -0.881],162.03,1.492589,-89.36191,-87.96028,0.0019831508,2.8679612,199.80939,96.17352,0.5312641,93,0.19831507,1914.2855186462402,149.61906,-4.8828126e-05,0.01492589,97.102844,21888.105,10.0,-773.5323,100
1.0140108,9400,9.876295,0.006942136,1649.1317509158696,0.009895211,10.0,0.6942136,0.9895211,1128865,[-1.131  2.293 -2.609 -3.198 -0.888],165.94,1.3739434,-90.35791,-89.52825,0.0012914217,1.514779,170.20673,98.32524,0.52954096,94,0.12914217,1943.0025084018707,151.03886,5.4931643e-06,0.013739434,98.61828,22881.404,10.0,-781.14685,100
1.0180395,9500,9.876764,0.007850568,1654.039902279347,0.010019962,10.0,0.78505677,1.0019963,1145508,[-1.133  2.3   -2.608 -3.195 -0.889],166.43,1.4637253,-74.70614,-73.828674,0.0012919839,1.6371342,164.68817,98.36461,0.5254094,95,0.12919839,1968.9120128154755,92.57567,-4.8828124e-06,0.014637253,98.22802,8278.672,10.0,-653.20984,100
1.4605545,9600,9.884323,0.0009656594,1763.435270649757,0.010789026,10.0,0.09656594,1.0789027,1163245,[-1.128  2.298 -2.616 -3.193 -0.893],177.37,4.5713015,-12.461757,-8.16318,0.007142929,8.083435,144.64917,69.52572,0.5163571,96,0.7142929,1995.824589252472,67.59253,-1.7089844e-05,0.045713015,68.46715,8774.187,10.0,-138.93896,100
1.0212134,9700,9.883263,0.0064020082,1745.2470066705573,0.0099416245,10.0,0.64020085,0.99416244,1180800,[-1.136  2.334 -2.628 -3.173 -0.903],175.55,1.3272419,-93.185905,-91.98069,0.0014239111,2.3062303,145.81287,97.989815,0.5100282,97,0.14239113,2023.6989982128143,130.34303,3.234863e-05,0.013272419,97.92272,17455.914,10.0,-803.0204,100
1.0511289,9800,9.884068,0.0068914234,1757.7455888968375,0.0100779785,10.0,0.68914235,1.0077978,1198480,[-1.135  2.336 -2.644 -3.174 -0.909],176.8,1.621152,-16.830677,-14.268059,0.0019937842,3.0438442,179.06555,96.23351,0.51727235,98,0.19937842,2049.6038727760315,68.36651,3.0517579e-06,0.01621152,95.13581,5029.6934,10.0,-123.440735,100
1.1433862,9900,9.886219,0.003225795,1790.4495376968841,0.01000221,10.0,0.3225795,1.000221,1216487,[-1.146  2.368 -2.645 -3.192 -0.902],180.07,1.9796501,-13.625599,-9.6962185,0.0035182661,5.3893266,153.48712,88.98954,0.50152874,99,0.35182664,2077.3082451820374,69.36908,-6.530762e-05,0.019796502,87.45951,5563.535,10.0,-135.15674,100
1.3298723,10000,9.874697,0.0019280738,1623.4592384336681,0.009320458,,0.19280739,0.9320459,1232824,[-1.145  2.382 -2.648 -3.204 -0.917],163.37,3.5553486,-20.310814,-15.828228,0.0054844697,7.594255,165.83734,74.28018,0.48828134,100,0.54844695,2102.773323059082,60.86805,2.9907227e-05,0.035553485,75.19519,6247.337,10.0,-114.17529,100
1.0462356,10100,9.886158,0.00642685,1790.6419511026054,0.010354597,,0.642685,1.0354598,1250833,[-1.171  2.429 -2.652 -3.201 -0.931],180.09,1.8173726,-96.88695,-94.84786,0.002258515,4.253652,196.93445,95.45854,0.4877727,101,0.22585152,2128.280338525772,191.88412,7.202148e-05,0.018173724,95.58077,38110.684,10.0,-791.0792,100
1.0241272,10200,9.881073,0.0066619143,1711.058339606061,0.010039606,,0.66619146,1.0039606,1268046,[-1.171  2.438 -2.651 -3.193 -0.931],172.13,1.4506049,-96.64331,-95.29158,0.0014993891,2.5106,172.65314,97.8182,0.4892772,102,0.1499389,2155.746483564377,169.9037,-4.4555665e-05,0.0145060485,97.64412,30255.188,10.0,-789.0889,100
1.0171064,10300,9.8814125,0.006559752,1720.928351863255,0.010092778,,0.6559752,1.0092778,1285358,[-1.17   2.448 -2.653 -3.198 -0.93 ],173.12,1.4285849,-98.383316,-97.53665,0.0014138642,1.6845993,150.42291,98.07534,0.48242316,103,0.14138642,2180.5244660377502,114.0279,1.3427734e-05,0.014285849,98.31813,12861.874,10.0,-803.2965,100
1.4769232,10400,9.887882,0.0015127155,1820.3300872850011,0.011281417,,0.15127155,1.1281416,1303664,[-1.169  2.448 -2.655 -3.197 -0.937],183.06,3.5453653,-19.79626,-14.762915,0.007031387,9.295151,161.63525,72.02184,0.46759754,104,0.7031387,2208.0475974082947,58.31738,-6.469726e-05,0.03545365,67.70833,5470.879,10.0,-113.87128,100
1.0483537,10500,9.888264,0.006016926,1826.332210693011,0.010427906,,0.6016926,1.0427907,1322030,[-1.169  2.478 -2.663 -3.188 -0.951],183.66,1.7527397,-100.0715,-97.21054,0.0024333056,5.2517295,168.35944,94.83617,0.468831,105,0.24333057,2233.421157360077,105.54418,-7.385254e-05,0.017527396,95.38766,12295.06,10.0,-817.0798,100
1.0150194,10600,9.889286,0.006546885,1843.3318068039164,0.01008391,,0.6546885,1.0083909,1340566,[-1.167  2.49  -2.667 -3.192 -0.95 ],185.36,1.3249471,-100.248665,-99.347,0.0013388125,1.6517564,166.07916,98.26782,0.46362314,106,0.13388126,2261.6802225112915,130.0689,6.286621e-05,0.013249471,98.52029,16792.783,10.0,-818.5274,100
1.0121012,10700,9.889011,0.007924935,1838.632931752346,0.010057556,,0.79249346,1.0057557,1359055,[-1.166  2.492 -2.667 -3.191 -0.955],184.89,1.4704843,-99.55881,-98.851,0.0010619895,1.3084265,141.09113,98.89734,0.4663893,107,0.10619895,2291.400638818741,102.07836,3.601074e-05,0.014704842,98.80435,10514.143,10.0,-812.89453,100
1.004632,10800,9.887856,0.008040974,1822.0185791548702,0.0099870125,,0.8040974,0.99870116,1377378,[-1.164  2.493 -2.67  -3.197 -0.953],183.23,1.1838962,-100.68551,-100.09221,0.0006974454,0.8261421,138.47449,99.51466,0.46458212,108,0.06974454,2320.913123369217,102.3089,-6.8359375e-05,0.011838961,99.53893,10581.948,10.0,-822.09314,100
1.0498443,10900,9.890242,0.0064231353,1857.2422650204192,0.010403706,,0.64231354,1.0403706,1396053,[-1.164  2.498 -2.664 -3.202 -0.954],186.75,1.6465412,-100.87757,-98.30023,0.0023172065,5.0608006,167.32587,95.273636,0.4600438,109,0.23172064,2350.981299638748,104.168144,-4.3945314e-05,0.016465412,95.25222,11634.513,10.0,-823.6615,100
1.0118209,11000,9.887344,0.0077784215,1806.3606440603087,0.010023522,,0.77784216,1.0023521,1414219,[-1.162  2.508 -2.667 -3.212 -0.959],181.66,1.2541338,-85.54638,-84.732834,0.00091298955,1.317693,144.57117,99.17718,0.4558283,110,0.09129895,2379.0846662521362,90.84297,2.3193359e-05,0.012541338,98.83172,8461.544,10.0,-698.4834,100
1.0027236,11100,9.886549,0.008775824,1796.2457374263292,0.00997509,,0.87758243,0.997509,1432284,[-1.161  2.511 -2.673 -3.213 -0.963],180.65,1.1756649,-98.406044,-98.07046,0.0004832779,0.46954155,171.34204,99.76583,0.45782954,111,0.048327792,2406.0224356651306,119.47145,4.699707e-05,0.011756648,99.728386,14414.976,10.0,-803.4823,100
1.5504724,11200,9.889305,0.0016982668,1844.0288723164942,0.010715637,,0.16982669,1.0715637,1450827,[-1.161  2.514 -2.678 -3.215 -0.961],185.43,5.859922,-17.68736,-12.851755,0.008606816,9.172224,128.33429,60.785362,0.43601358,112,0.8606816,2437.632632493973,63.919533,2.8076172e-05,0.05859922,64.496475,8685.737,10.0,-144.41693,100
1.0359652,11300,9.890865,0.006595965,1848.5495176515722,0.010602298,,0.6595965,1.0602299,1469414,[-1.145  2.517 -2.672 -3.207 -0.983],185.87,1.9393762,-100.75816,-98.73138,0.0022343746,3.8226302,170.63861,95.74754,0.4377669,113,0.22343747,2467.7540085315704,102.95422,-4.0893556e-05,0.019393763,96.528336,11936.656,10.0,-822.6866,100
2.7281628,11400,9.888357,0.0005005925,1826.6386143521784,0.010811869,,0.050059255,1.081187,1487783,[-1.144  2.521 -2.673 -3.225 -0.981],183.69,7.642431,-15.947397,-3.2359142,0.014045679,23.104794,130.2107,37.20715,0.4432012,114,1.404568,2496.2538883686066,57.66884,9.2163085e-05,0.07642431,36.654705,16911.387,10.0,-128.39783,100
1.0114858,11500,9.893707,0.0069072004,1921.4250250413534,0.0100555895,,0.6907201,1.005559,1507100,[-1.148  2.568 -2.679 -3.192 -0.976],193.17,1.268381,-101.38959,-100.59203,0.0011044345,1.378145,146.78967,98.80807,0.44052038,115,0.11044346,2530.6576039791107,132.4124,-1.2817382e-05,0.01268381,98.86446,17853.572,10.0,-827.84235,100
1.0309036,11600,9.88681,0.0059522777,1802.5328815697314,0.010206658,,0.5952278,1.0206658,1525228,[-1.148  2.574 -2.68  -3.195 -0.978],181.28,1.4999162,-98.72876,-97.14854,0.0018485675,3.0941381,131.21893,96.82395,0.43752277,116,0.18485676,2562.3946986198425,126.67903,-6.1035157e-06,0.0149991615,97.00228,16946.865,10.0,-806.1169,100
1.0591718,11700,9.895008,0.0048055393,1942.9374273343963,0.010458167,,0.48055395,1.0458168,1544760,[-1.154  2.58  -2.684 -3.191 -0.981],195.32,2.0252123,-99.76266,-97.03548,0.0028366484,5.6363754,166.73193,93.147194,0.42775637,117,0.28366485,2597.7338392734528,154.28278,5.126953e-05,0.020252122,94.41339,23176.19,10.0,-814.5591,100
1.0222166,11800,9.893351,0.0068121324,1914.327842116483,0.009920115,,0.68121326,0.99201167,1564006,[-1.157  2.587 -2.684 -3.185 -0.991],192.46,1.4908427,-101.62621,-100.16319,0.001677238,2.5857153,133.4607,97.22085,0.4250709,118,0.1677238,2625.8224246501923,131.75871,2.4414062e-06,0.014908426,97.82663,17755.264,10.0,-829.7746,100
1.01307,11900,9.894365,0.0075426144,1934.9170389964108,0.010140402,,0.75426143,1.0140401,1583458,[-1.156  2.593 -2.682 -3.192 -0.994],194.52,1.3614953,-102.546844,-101.51524,0.0011864986,1.6995854,139.72662,98.649414,0.42220804,119,0.118649855,2655.6512508392334,101.382645,1.6479493e-05,0.013614953,98.70986,10497.759,10.0,-837.29156,100
1.0419779,12000,9.893185,0.006071258,1913.8149883234548,0.010339493,,0.6071258,1.0339494,1602699,[-1.158  2.601 -2.686 -3.192 -0.997],192.41,2.1883662,-102.45206,-100.83024,0.0024313426,3.7499988,134.0033,94.760155,0.4204054,120,0.24313429,2685.69393324852,99.480995,-6.958008e-05,0.02188366,95.97133,11167.391,10.0,-836.51697,100
1.0039353,12100,9.899347,0.008423845,2033.0065710034164,0.009904619,,0.8423845,0.9904619,1623132,[-1.158  2.609 -2.684 -3.184 -0.999],204.33,1.156061,-103.26436,-103.01122,0.00059551577,0.45603228,142.94727,99.639786,0.4186281,121,0.059551578,2714.9974081516266,126.8815,-9.094238e-05,0.0115606105,99.60801,15668.764,10.0,-843.1492,100
1.0098047,12200,9.888889,0.0074012037,1837.3277621424256,0.010028514,,0.7401204,1.0028514,1641608,[-1.157  2.609 -2.686 -3.185 -1.   ],184.76,1.271082,-99.37436,-98.73024,0.0009269126,1.1299965,162.1344,99.15293,0.41428372,122,0.092691265,2743.9932374954224,109.08269,-9.643555e-05,0.01271082,99.029045,11616.828,10.0,-811.3874,100
1.0587546,12300,9.897816,0.005513494,2000.4174794334872,0.010097364,,0.5513494,1.0097365,1661715,[-1.154  2.604 -2.689 -3.184 -1.005],201.07,2.1304805,-101.90281,-99.481445,0.0026862978,5.372261,149.20111,93.39013,0.41039577,123,0.2686298,2772.6780755519867,105.469406,-3.6621093e-06,0.021304805,94.4506,12062.494,10.0,-832.0329,100
1.0343633,12400,9.896433,0.0063925236,1970.4338708020482,0.010063421,,0.63925236,1.0063422,1681522,[-1.158  2.624 -2.698 -3.191 -1.009],198.07,1.8278433,-101.69658,-99.2098,0.0022014752,4.219384,142.88525,95.43296,0.41415876,124,0.22014752,2799.5507349967957,101.55086,5.065918e-05,0.018278433,96.67783,11161.035,10.0,-830.3495,100
1.0189662,12500,9.892517,0.006598613,1902.0139451422488,0.00992652,,0.6598613,0.9926521,1700645,[-1.16   2.636 -2.691 -3.191 -1.005],191.23,1.3456643,-99.26605,-97.910545,0.0014320583,2.292432,169.12848,97.96116,0.40796053,125,0.14320582,2834.3525755405426,184.17653,-3.0517579e-06,0.013456643,98.13868,33659.992,10.0,-810.5039,100
1.0250655,12600,9.895119,0.005799739,1926.236447046393,0.010381443,,0.57997394,1.0381446,1720009,[-1.16   2.639 -2.698 -3.191 -1.011],193.64,1.537807,-100.90527,-99.735054,0.0017079352,2.4270923,169.43939,97.36473,0.40415046,126,0.17079353,2864.5559844970703,154.42113,8.4838866e-05,0.015378069,97.55474,24286.059,10.0,-823.88873,100
1.037459,12700,9.894415,0.006266248,1932.5343243058626,0.009942382,,0.6266248,0.99423814,1739437,[-1.155  2.639 -2.697 -3.193 -1.015],194.28,1.6385728,-100.55679,-98.622185,0.0021507316,3.8007112,158.35297,95.529755,0.4060012,127,0.21507318,2894.868089199066,174.7283,4.0893556e-05,0.016385728,96.38935,32002.734,10.0,-821.043,100
1.014857,12800,9.900946,0.0064845835,2061.229704749312,0.010071348,,0.64845836,1.0071349,1760152,[-1.155  2.64  -2.698 -3.179 -1.013],207.15,1.4473348,-103.5688,-102.67799,0.0012627121,1.6573136,114.323975,98.4524,0.40053988,128,0.1262712,2926.6758909225464,100.84282,-2.3193359e-05,0.014473347,98.53604,10231.67,10.0,-845.6355,100
1.0078238,12900,9.900618,0.00815188,2056.917780499916,0.010025935,,0.8151881,1.0025935,1780824,[-1.158  2.643 -2.7   -3.182 -1.018],206.72,1.3405085,-102.08771,-101.56408,0.0009013878,0.9221659,135.2539,99.19818,0.4013657,129,0.09013878,2955.396335840225,133.79054,-3.540039e-05,0.013405085,99.223694,18380.39,10.0,-833.5423,100
1.0163581,13000,9.895782,0.007881979,1961.9131619770412,0.010073657,,0.788198,1.0073657,1800546,[-1.156  2.643 -2.697 -3.188 -1.018],197.22,1.4116945,-102.9447,-102.23371,0.0013579158,1.5495942,140.51868,98.215355,0.40063506,130,0.13579158,2985.71288728714,101.75933,3.3569337e-05,0.014116945,98.39052,10659.381,10.0,-840.5402,100
1.0267197,13100,9.899595,0.0058587235,2037.4090689011707,0.010022396,,0.58587235,1.0022397,1821023,[-1.153  2.644 -2.699 -3.189 -1.018],204.77,1.8378232,-104.033455,-102.724915,0.0018622226,2.6893017,132.17499,96.662834,0.4053486,131,0.18622226,3017.4182074069977,102.59752,5.126953e-05,0.018378232,97.39757,11321.025,10.0,-849.43,100
1.0037243,13200,9.894606,0.008382536,1935.3379384567743,0.009982222,,0.8382536,0.9982222,1840479,[-1.15   2.644 -2.699 -3.196 -1.014],194.56,1.1912656,-102.28358,-101.896996,0.00062236586,0.5768044,142.3479,99.61278,0.4038024,132,0.06223659,3047.5051987171173,121.98808,-5.6152345e-05,0.011912656,99.62895,14640.496,10.0,-835.14136,100
1.0051155,13300,9.89686,0.008609262,1978.4344079145103,0.010043375,,0.8609263,1.0043375,1860366,[-1.147  2.64  -2.709 -3.192 -1.015],198.87,1.1950939,-102.80967,-102.41705,0.0007175084,0.65521216,119.937195,99.4922,0.40097392,133,0.071750835,3078.994076013565,131.14316,-2.5024414e-05,0.011950938,99.49105,17348.734,10.0,-839.4372,100
1.0225923,13400,9.899626,0.0066938614,2034.1284077074627,0.0102869235,,0.66938615,1.0286925,1880810,[-1.148  2.646 -2.712 -3.197 -1.018],204.44,1.6124351,-103.885056,-102.94941,0.0016752166,2.102621,142.89209,97.416534,0.39990735,134,0.16752167,3111.2164521217346,102.722824,3.0517578e-05,0.016124351,97.79068,11182.788,10.0,-848.21814,100
1.0038769,13500,9.895092,0.008450378,1947.2231790990606,0.009913675,,0.84503776,0.9913674,1900385,[-1.144  2.643 -2.712 -3.204 -1.019],195.75,1.1566992,-102.548035,-102.22437,0.00058163377,0.5222224,135.09198,99.656975,0.40163618,135,0.05816337,3140.1115787029266,116.897736,-2.6245118e-05,0.011566992,99.61381,13539.695,10.0,-837.30096,100
1.9049239,13600,9.899538,0.0005522232,2033.4231638915926,0.009470571,,0.05522232,0.9470571,1920822,[-1.141  2.639 -2.712 -3.202 -1.017],204.37,7.5952697,-14.712193,-9.362507,0.008976752,10.943085,120.12439,52.674995,0.37412405,136,0.8976752,3175.3988568782806,51.145622,-1.8920899e-05,0.075952694,52.495537,11577.592,10.0,-102.99115,100
1.0068971,13700,9.895393,0.008098691,1948.943063626616,0.0100796595,,0.8098691,1.0079659,1940414,[-1.132  2.625 -2.708 -3.238 -1.045],195.92,1.231096,-102.8721,-102.46944,0.0007966121,0.75677514,135.22925,99.37928,0.3763789,137,0.07966121,3207.540466070175,100.51095,-3.173828e-05,0.01231096,99.31502,10367.408,10.0,-839.9469,100
1.0485545,13800,9.898533,0.0054272288,2007.1536142729828,0.010345511,,0.5427229,1.0345511,1960588,[-1.132  2.625 -2.704 -3.243 -1.043],201.74,1.9798169,-102.546265,-100.62459,0.0025286863,4.381626,128.61774,94.362526,0.3767903,138,0.25286862,3237.808685064316,100.149734,-7.446289e-05,0.019798169,95.369385,12206.797,10.0,-837.2861,100
1.0057455,13900,9.903515,0.008196677,2116.2288563893135,0.0099445805,,0.8196677,0.9944581,1981853,[-1.135  2.633 -2.703 -3.232 -1.042],212.65,1.1701934,-104.71863,-104.343575,0.000712577,0.6753943,130.16296,99.48919,0.37589633,139,0.071257696,3276.9484684467316,106.13574,-6.1035156e-05,0.011701934,99.42873,11387.49,10.0,-855.0235,100
1.0130556,14000,9.897438,0.007339868,1988.6382344938236,0.00995984,,0.73398685,0.99598396,2001842,[-1.133  2.634 -2.7   -3.231 -1.043],199.89,1.3742672,-102.47351,-101.73144,0.0011633728,1.4087992,124.16516,98.653984,0.3709372,140,0.116337284,3312.100740671158,98.85818,-2.9296874e-05,0.013742672,98.711266,9735.755,10.0,-836.69244,100
1.0178924,14100,9.893127,0.007024549,1905.8514762647656,0.010103697,,0.7024549,1.0103698,2021003,[-1.132  2.634 -2.698 -3.229 -1.048],191.61,1.4218068,-101.02198,-100.14577,0.0014517719,1.7759972,155.83716,97.97716,0.37319052,141,0.14517722,3341.3161976337433,152.71275,2.8686523e-05,0.014218068,98.24222,23741.863,10.0,-824.84125,100
1.0015963,14200,9.901899,0.008898559,2078.1438835961035,0.010029825,,0.8898559,1.0029824,2041887,[-1.133  2.637 -2.697 -3.222 -1.046],208.84,1.0959908,-104.85085,-104.6477,0.00041172127,0.2869506,128.45801,99.831764,0.37142503,142,0.041172124,3379.197663784027,100.67841,0.0001361084,0.010959907,99.84062,10239.829,10.0,-856.10474,100
1.0366099,14300,9.897228,0.0068287407,1982.449107513057,0.010175659,,0.6828741,1.017566,2061814,[-1.132  2.633 -2.696 -3.218 -1.048],199.27,1.6844873,-100.136566,-98.325874,0.0019878363,3.627253,174.86615,96.324036,0.37917542,143,0.19878362,3418.1450366973877,194.9194,3.7231446e-05,0.016844872,96.46831,39694.125,10.0,-817.61194,100
1.0057948,14400,9.901499,0.00801273,2070.8387667947695,0.009993201,,0.801273,0.99932015,2082625,[-1.129  2.634 -2.695 -3.219 -1.04 ],208.11,1.2399439,-103.97569,-103.66405,0.000853928,0.612408,103.20349,99.27511,0.37964404,144,0.0853928,3452.934285879135,98.7898,-5.0048828e-05,0.012399439,99.42386,9915.76,10.0,-848.9575,100
1.0071431,14500,9.896666,0.007914353,1973.9375897918753,0.010106727,,0.79143536,1.0106727,2102467,[-1.127  2.634 -2.697 -3.217 -1.039],198.42,1.2360014,-101.68902,-100.83177,0.0008593463,1.2198176,137.71564,99.28223,0.3781672,145,0.08593463,3481.411081314087,128.88087,2.9296874e-05,0.012360013,99.29075,16469.791,10.0,-830.2876,100
