EpLenMean,MeanD2w0t,MinIW,InitialReturnStd,MaxD2w0t,EpisodesSoFar,EmpiricalD2,InitialReturnMean,EpRewMean,Iteration,InitialReturnMax,InitialReturnMin,MeanIW,MaxIW,MinD2w0t,Weights,TimeElapsed,Bound,InitialBound,ReturnStepMax,MeanEntropy,ReturnStepMaxmin,StdIW,ReturnMeanIW,TimestepsSoFar,EpThisIter,StdD2w0t,J_sample_variance
495.02,1.0453705,0.36367917,97.83975,1.1192163,16500,1.1123563,-6.1035155e-07,4949.648071137926,165,9.905518,-973.4931,0.97959095,2.3856144,,[ 0.018  0.385 -2.906 -1.631 -1.174],7684.8029272556305,-130.6472,-131.52823,9.999129,0.2358404,9.998259,0.24217252,-8.330512,7663020,100,0.10980337,6881.478
498.4,1.0026082,0.4355836,2.641992,1.0662103,16600,1.0137012,9.887695e-05,4983.4920186498,166,0.3258667,-26.283264,1.000122,1.2557166,,[ 0.018  0.381 -2.893 -1.618 -1.183],7723.823294878006,-121.85828,-121.95452,9.9992285,0.23584831,9.998457,0.07921284,-0.15234058,7712860,100,0.05731287,1.5159422
500.0,1.0,1.0,0.049138095,1.0,16700,1.0,4.0283205e-05,4999.557095010724,167,0.07397461,-0.22094727,1.0,1.0,1.0,[ 0.021  0.381 -2.893 -1.618 -1.183],7762.477209568024,-0.29099774,-0.29099774,0.019395828,0.23584831,0.01875782,,-0.05500913,7762860,100,,0.0024390859
495.02,1.0020471,0.5878004,97.84091,1.0269867,16800,1.0240543,-3.6621095e-05,4949.668387440252,168,9.899231,-973.5047,1.0039315,1.4892615,,[ 0.021  0.381 -2.893 -1.618 -1.183],7799.906891345978,-131.36722,-131.52304,9.999175,0.23302354,9.99835,0.10707596,-9.561176,7812362,100,0.10074951,9084.881
500.0,1.0,1.0,0.054635715,1.0,16900,1.0,-0.00014648438,4999.544463643622,169,0.070617676,-0.15081787,1.0,1.0,1.0,[ 0.021  0.378 -2.888 -1.608 -1.186],7838.934051275253,-0.2773252,-0.2773252,0.018338203,0.23302354,0.0176754,,-0.054204695,7862362,100,,0.0030150262
500.0,1.0,1.0,0.052064363,1.0,17000,1.0,-1.8920899e-05,4999.548012456578,170,0.069885254,-0.15905762,1.0,1.0,1.0,[ 0.021  0.378 -2.888 -1.608 -1.186],7876.567255020142,-0.24157557,-0.24157557,0.015648842,0.23302354,0.014997482,,-0.051176455,7912362,100,,0.0027384858
500.0,1.0,1.0,0.053182855,1.0,17100,1.0,5.432129e-05,4999.549883718096,171,0.07312012,-0.18591309,1.0,1.0,1.0,[ 0.021  0.378 -2.888 -1.608 -1.186],7914.963933467865,-0.27410004,-0.27410004,0.017773628,0.23302354,0.017123222,,-0.057848692,7962362,100,,0.0028568176
500.0,1.0,1.0,0.04995835,1.0,17200,1.0,-3.6621095e-05,4999.543603178237,172,0.073913574,-0.15905762,1.0,1.0,1.0,[ 0.021  0.378 -2.888 -1.608 -1.186],7952.45240521431,-0.2648672,-0.2648672,0.01752472,0.23302354,0.01685524,,-0.051644307,8012362,100,,0.0025221843
495.01,0.99002,0.99999505,98.834366,1.0,17300,1.0,-1.8310548e-05,4949.575363885169,173,9.996704,-983.38947,1.0,1.000008,,[ 0.021  0.378 -2.888 -1.608 -1.186],7989.805667877197,-131.61914,-131.61914,9.9991865,0.23302354,9.998373,1.4444811e-06,-9.959261,8061863,100,0.09940004,9866.899
500.0,1.0,1.0,0.056247965,1.0,17400,1.0,-1.3427734e-05,4999.564789973625,174,0.06744385,-0.17126465,1.0,1.0,1.0,[ 0.021  0.378 -2.888 -1.608 -1.186],8028.098783016205,-0.25440028,-0.25440028,0.016516685,0.23302354,0.015896797,,-0.053442124,8111863,100,,0.0031961307
495.01,1.009042,0.5739076,98.83382,1.0437936,17500,1.0378256,-1.586914e-05,4949.563602498433,175,10.0008545,-983.38403,0.99694264,1.605972,,[ 0.021  0.378 -2.888 -1.608 -1.186],8065.1394028663635,-131.31598,-131.62224,9.999166,0.22767144,9.998331,0.14535174,-9.418099,8161364,100,0.10190588,8816.428
500.0,1.0,1.0,0.04946803,1.0,17600,1.0,-5.3100586e-05,4999.557500592033,176,0.072509766,-0.13635254,1.0,1.0,1.0,[ 0.021  0.372 -2.888 -1.6   -1.191],8108.916929244995,-0.2811475,-0.2811475,0.018658638,0.22767144,0.018024445,,-0.054128274,8211364,100,,0.0024720854
500.0,1.0,1.0,0.053298254,1.0,17700,1.0,-2.0141602e-05,4999.552604707514,177,0.06304932,-0.19073486,1.0,1.0,1.0,[ 0.021  0.372 -2.888 -1.6   -1.191],8154.8706204891205,-0.26805168,-0.26805168,0.017567635,0.22767144,0.01692009,,-0.05430664,8261364,100,,0.0028700675
495.02,1.0516679,0.3632227,97.84126,1.1553985,17800,1.125819,-2.9296874e-05,4949.668997352934,178,9.903503,-973.5081,0.9840525,1.9852841,,[ 0.021  0.372 -2.888 -1.6   -1.191],8228.65380191803,-130.49506,-131.51889,9.999175,0.22216515,9.99835,0.24481657,-8.099731,8310866,100,0.1117062,6518.5234
500.0,1.0,1.0,0.055313375,1.0,17900,1.0,3.0517579e-06,4999.534316621596,179,0.074523926,-0.13873291,1.0,1.0,1.0,[ 0.021  0.362 -2.872 -1.576 -1.197],8306.919038534164,-0.26995516,-0.26995516,0.01713562,0.22216515,0.016456604,,-0.061466448,8360866,100,,0.0030908
495.02,1.0016906,0.6793431,97.84078,1.027499,18000,1.0234202,-1.7089844e-05,4949.6741455878,180,9.896484,-973.50336,0.9952429,1.5486691,,[ 0.021  0.362 -2.872 -1.576 -1.197],8381.407755613327,-131.35483,-131.52364,9.9991865,0.22082461,9.998373,0.10624661,-9.553107,8410368,100,0.10070578,9068.376
500.0,1.0,1.0,0.048297033,1.0,18100,1.0,5.065918e-05,4999.573140518602,181,0.06451416,-0.1552124,1.0,1.0,1.0,[ 0.021  0.357 -2.869 -1.564 -1.198],8456.713246107101,-0.2945885,-0.2945885,0.020272255,0.22082461,0.019667625,,-0.04793644,8460368,100,,0.0023555288
500.0,1.0,1.0,0.052890807,1.0,18200,1.0,-5.1879884e-05,4999.563865112362,182,0.07678223,-0.2288208,1.0,1.0,1.0,[ 0.021  0.357 -2.869 -1.564 -1.198],8517.676828861237,-0.2725576,-0.2725576,0.017942429,0.22082461,0.017323494,,-0.05425246,8510368,100,,0.0028258292
500.0,1.0,1.0,0.041792803,1.0,18300,1.0,-1.7089844e-05,4999.563774413569,183,0.064941406,-0.118896484,1.0,1.0,1.0,[ 0.021  0.357 -2.869 -1.564 -1.198],8581.724655866623,-0.2856161,-0.2856161,0.019519806,0.22082461,0.018896103,,-0.04811905,8560368,100,,0.0017648062
495.01,0.9926748,0.8342539,98.8344,1.007104,18400,1.005245,-3.112793e-05,4949.578588334956,184,9.996399,-983.3898,1.0060129,1.211304,,[ 0.021  0.357 -2.869 -1.564 -1.198],8654.220224142075,-131.56737,-131.61928,9.99919,0.21919484,9.998381,0.054714866,-9.873378,8609869,100,0.09967881,9697.534
500.0,1.0,1.0,0.05056697,1.0,18500,1.0,5.4931643e-06,4999.559516925181,185,0.072143555,-0.14916992,1.0,1.0,1.0,[ 0.021  0.354 -2.868 -1.56  -1.2  ],8727.984640836716,-0.27169096,-0.27169096,0.017944336,0.21919484,0.017313957,,-0.05336263,8659869,100,,0.0025821172
500.0,1.0,1.0,0.04514435,1.0,18600,1.0,-6.958008e-05,4999.57517394751,186,0.068847656,-0.11254883,1.0,1.0,1.0,[ 0.021  0.354 -2.868 -1.56  -1.2  ],8800.342514514923,-0.24705985,-0.24705985,0.016114235,0.21919484,0.01551342,,-0.050998315,8709869,100,,0.0020586164
500.0,1.0,1.0,0.041524235,1.0,18700,1.0,-5.9204103e-05,4999.57001740334,187,0.06121826,-0.12536621,1.0,1.0,1.0,[ 0.021  0.354 -2.868 -1.56  -1.2  ],8873.208790540695,-0.24867737,-0.24867737,0.01680851,0.21919484,0.016192436,,-0.04416861,8759869,100,,0.0017413152
500.0,1.0,1.0,0.04868104,1.0,18800,1.0,-5.7983398e-05,4999.55551483556,188,0.07354736,-0.18798828,1.0,1.0,1.0,[ 0.021  0.354 -2.868 -1.56  -1.2  ],8946.305334806442,-0.26680687,-0.26680687,0.017812729,0.21919484,0.017168999,,-0.05007979,8809869,100,,0.002393451
500.0,1.0,1.0,0.0467596,1.0,18900,1.0,-2.3193359e-05,4999.5702157643545,189,0.060668945,-0.15393066,1.0,1.0,1.0,[ 0.021  0.354 -2.868 -1.56  -1.2  ],9020.282252311707,-0.2741708,-0.2741708,0.019051552,0.21919484,0.018437386,,-0.04237097,8859869,100,,0.0022091267
500.0,1.0,1.0,0.04399308,1.0,19000,1.0,6.713867e-06,4999.554957990429,190,0.057434082,-0.15386963,1.0,1.0,1.0,[ 0.021  0.354 -2.868 -1.56  -1.2  ],9093.957071304321,-0.2517018,-0.2517018,0.016718864,0.21919484,0.01607418,,-0.048283752,8909869,100,,0.0019551453
495.02,1.0332692,0.4379843,97.84083,1.1102293,19100,1.0864764,9.094238e-05,4949.659643345748,191,9.9021,-973.5037,0.9788961,1.7930297,,[ 0.021  0.354 -2.868 -1.56  -1.2  ],9166.766715288162,-130.88638,-131.5188,9.999151,0.21626253,9.998302,0.18304689,-8.67569,8959371,100,0.106791094,7486.591
500.0,1.0,1.0,0.042660367,1.0,19200,1.0,2.380371e-05,4999.579484078038,192,0.06628418,-0.11975098,1.0,1.0,1.0,[ 0.022  0.353 -2.922 -1.571 -1.203],9215.979326248169,-0.26232687,-0.26232687,0.017499924,0.21626253,0.016915321,,-0.04940568,9009371,100,,0.001837908
500.0,1.0,1.0,0.05288956,1.0,19300,1.0,-1.4038086e-05,4999.572845366207,193,0.07720947,-0.13665771,1.0,1.0,1.0,[ 0.022  0.353 -2.922 -1.571 -1.203],9252.96209859848,-0.26104277,-0.26104277,0.017026901,0.21626253,0.01641941,,-0.053876843,9059371,100,,0.0028256772
500.0,1.0,1.0,0.04475402,1.0,19400,1.0,6.713867e-06,4999.582129249654,194,0.061279297,-0.10681152,1.0,1.0,1.0,[ 0.022  0.353 -2.922 -1.571 -1.203],9289.870280981064,-0.2513074,-0.2513074,0.016835213,0.21626253,0.016255379,,-0.04647375,9109371,100,,0.0020234399
500.0,1.0,1.0,0.044630956,1.0,19500,1.0,-2.2583008e-05,4999.592023764848,195,0.057800293,-0.1427002,1.0,1.0,1.0,[ 0.022  0.353 -2.922 -1.571 -1.203],9328.359603404999,-0.2686239,-0.2686239,0.01832676,0.21626253,0.017760277,,-0.04564263,9159371,100,,0.0020118174
495.02,1.0127846,0.557675,97.84113,1.0510738,19600,1.0456358,-1.4038086e-05,4949.671728898972,196,9.898376,-973.5069,1.0036037,1.7220131,,[ 0.022  0.353 -2.922 -1.571 -1.203],9364.73056936264,-131.06422,-131.52097,9.999177,0.2123576,9.998354,0.15603012,-9.123011,9208873,100,0.102444485,8275.067
500.0,1.0,1.0,0.04547047,1.0,19700,1.0,-4.0283205e-05,4999.59864602752,197,0.05999756,-0.15881348,1.0,1.0,1.0,[ 0.022  0.353 -2.937 -1.581 -1.207],9403.062923908234,-0.2617419,-0.2617419,0.017733574,0.2123576,0.017181396,,-0.045977898,9258873,100,,0.0020885046
500.0,1.0,1.0,0.05036808,1.0,19800,1.0,-1.4648437e-05,4999.572241510364,198,0.06506348,-0.15545654,1.0,1.0,1.0,[ 0.022  0.353 -2.937 -1.581 -1.207],9439.777158021927,-0.29472935,-0.29472935,0.020243645,0.2123576,0.019633293,,-0.048425376,9308873,100,,0.0025615352
500.0,1.0,1.0,0.047706727,1.0,19900,1.0,7.202148e-05,4999.590727200282,199,0.06317139,-0.14624023,1.0,1.0,1.0,[ 0.022  0.353 -2.937 -1.581 -1.207],9477.411033153534,-0.27807498,-0.27807498,0.018472672,0.2123576,0.017905235,,-0.053318396,9358873,100,,0.002297931
500.0,1.0,1.0,0.04892125,1.0,20000,1.0,6.7749024e-05,4999.588992137688,200,0.061401367,-0.23687744,1.0,1.0,1.0,[ 0.022  0.353 -2.937 -1.581 -1.207],9514.361747026443,-0.27347937,-0.27347937,0.018594742,0.2123576,0.01803112,,-0.047237568,9408873,100,,0.0024171108
500.0,1.0,1.0,0.0434037,1.0,20100,1.0,-3.234863e-05,4999.579873568072,201,0.067993164,-0.14990234,1.0,1.0,1.0,[ 0.022  0.353 -2.937 -1.581 -1.207],9551.752879619598,-0.27265018,-0.27265018,0.017932892,0.2123576,0.017344475,,-0.05446107,9458873,100,,0.0019031194
500.0,1.0,1.0,0.04601067,1.0,20200,1.0,-6.591797e-05,4999.577562414004,202,0.06695557,-0.114746094,1.0,1.0,1.0,[ 0.022  0.353 -2.937 -1.581 -1.207],9588.342614412308,-0.2774601,-0.2774601,0.018667221,0.2123576,0.018078804,,-0.050336447,9508873,100,,0.0021380028
500.0,1.0,1.0,0.05757384,1.0,20300,1.0,5.5541994e-05,4999.571015530606,203,0.080078125,-0.20941162,1.0,1.0,1.0,[ 0.022  0.353 -2.937 -1.581 -1.207],9625.536776781082,-0.27685636,-0.27685636,0.018026352,0.2123576,0.017425537,,-0.05753015,9558873,100,,0.0033471286
500.0,1.0,1.0,0.03969146,1.0,20400,1.0,9.765625e-06,4999.595232027026,204,0.06213379,-0.11981201,1.0,1.0,1.0,[ 0.022  0.353 -2.937 -1.581 -1.207],9662.549314022064,-0.25073862,-0.25073862,0.01689148,0.2123576,0.016338348,,-0.045220364,9608873,100,,0.0015923667
500.0,1.0,1.0,0.052296508,1.0,20500,1.0,-2.380371e-05,4999.581169050134,205,0.06085205,-0.21881104,1.0,1.0,1.0,[ 0.022  0.353 -2.937 -1.581 -1.207],9699.802468061447,-0.2822813,-0.2822813,0.018987656,0.2123576,0.018393517,,-0.05125892,9658873,100,,0.0027627205
500.0,1.0,1.0,0.044365402,1.0,20600,1.0,8.789063e-05,4999.589938186224,206,0.068115234,-0.15435791,1.0,1.0,1.0,[ 0.022  0.353 -2.937 -1.581 -1.207],9736.56210899353,-0.22378607,-0.22378607,0.014156342,0.2123576,0.01359272,,-0.051546175,9708873,100,,0.0019883886
495.01,0.99417776,0.76848435,98.833595,1.0099101,20700,1.0081879,,4949.585636027166,207,10.005127,-983.38165,0.99807143,1.2543244,,[ 0.022  0.353 -2.937 -1.581 -1.207],9774.266355514526,-131.5395,-131.62993,9.999213,0.21041341,9.998426,0.061985645,-9.826243,9758374,100,0.09984624,9584.215
500.0,1.0,1.0,0.05205288,1.0,20800,1.0,5.3710937e-05,4999.579716181962,208,0.068481445,-0.1361084,1.0,1.0,1.0,[ 0.022  0.35  -2.937 -1.575 -1.209],9812.120373725891,-0.2833717,-0.2833717,0.018806458,0.21041341,0.01821804,,-0.054553933,9808374,100,,0.0027353282
500.0,1.0,1.0,0.046418075,1.0,20900,1.0,-5.0048828e-05,4999.583229141158,209,0.05834961,-0.16931152,1.0,1.0,1.0,[ 0.022  0.35  -2.937 -1.575 -1.209],9850.074836015701,-0.28940392,-0.28940392,0.019804955,0.21041341,0.019228935,,-0.04843748,9858374,100,,0.0021760138
500.0,1.0,1.0,0.04070075,1.0,21000,1.0,-5.2490235e-05,4999.587018364567,210,0.05480957,-0.12097168,1.0,1.0,1.0,[ 0.022  0.35  -2.937 -1.575 -1.209],9886.70129275322,-0.27988777,-0.27988777,0.019223213,0.21041341,0.01865387,,-0.045999374,9908374,100,,0.0016729807
500.0,1.0,1.0,0.05387482,1.0,21100,1.0,0.00010559082,4999.5819001763775,211,0.07067871,-0.21697998,1.0,1.0,1.0,[ 0.022  0.35  -2.937 -1.575 -1.209],9924.471677541733,-0.27516568,-0.27516568,0.017954826,0.21041341,0.017372131,,-0.05670972,9958374,100,,0.0029327315
500.0,1.0,1.0,0.054411918,1.0,21200,1.0,-4.1503907e-05,4999.575992104667,212,0.07183838,-0.22814941,1.0,1.0,1.0,[ 0.022  0.35  -2.937 -1.575 -1.209],9961.31257200241,-0.26954833,-0.26954833,0.017558098,0.21041341,0.01695919,,-0.05591934,10008374,100,,0.0029916493
500.0,1.0,1.0,0.04923447,1.0,21300,1.0,-2.6855469e-05,4999.592142930536,213,0.07147217,-0.18487549,1.0,1.0,1.0,[ 0.022  0.35  -2.937 -1.575 -1.209],9998.67762851715,-0.25847298,-0.25847298,0.017195702,0.21041341,0.016633034,,-0.049253244,10058374,100,,0.0024491476
500.0,1.0,1.0,0.03954883,1.0,21400,1.0,-6.347656e-05,4999.600283044869,214,0.051696777,-0.18206787,1.0,1.0,1.0,[ 0.022  0.35  -2.937 -1.575 -1.209],10035.74814915657,-0.22661385,-0.22661385,0.015343666,0.21041341,0.014792442,,-0.039927807,10108374,100,,0.0015801876
500.0,1.0,1.0,0.0553855,1.0,21500,1.0,-8.239746e-05,4999.576640293098,215,0.07550049,-0.18322754,1.0,1.0,1.0,[ 0.022  0.35  -2.937 -1.575 -1.209],10073.01404094696,-0.28755236,-0.28755236,0.019060135,0.21041341,0.018457413,,-0.055648122,10158374,100,,0.0030989342
500.0,1.0,1.0,0.03874418,1.0,21600,1.0,-8.605957e-05,4999.595398829271,216,0.059570312,-0.159729,1.0,1.0,1.0,[ 0.022  0.35  -2.937 -1.575 -1.209],10109.758418083191,-0.24099849,-0.24099849,0.015854836,0.21041341,0.015300751,,-0.048093062,10208374,100,,0.0015170929
500.0,1.0,1.0,0.049886853,1.0,21700,1.0,-5.432129e-05,4999.582561537362,217,0.0670166,-0.13140869,1.0,1.0,1.0,[ 0.022  0.35  -2.937 -1.575 -1.209],10160.955912590027,-0.25547868,-0.25547868,0.016996384,0.21041341,0.01641655,,-0.048684057,10258374,100,,0.0025144855
500.0,1.0,1.0,0.048204336,1.0,21800,1.0,-4.333496e-05,4999.573624217079,218,0.06842041,-0.15057373,1.0,1.0,1.0,[ 0.022  0.35  -2.937 -1.575 -1.209],10235.253417253494,-0.29876864,-0.29876864,0.020258904,0.21041341,0.019655228,,-0.052279003,10308374,100,,0.0023468658
495.01,0.99002,0.9999653,98.83355,1.0,21900,1.0,-0.000100708006,4949.579591963691,219,10.001648,-983.38135,1.000002,1.0001125,,[ 0.022  0.35  -2.937 -1.575 -1.209],10310.293035507202,-131.62851,-131.62851,9.999197,0.2104134,9.998394,1.955598e-05,-9.968498,10357875,100,0.09939837,9866.726
500.0,1.0,1.0,0.053951595,1.0,22000,1.0,-2.5024414e-05,4999.565370650287,220,0.072143555,-0.16149902,1.0,1.0,1.0,[ 0.022  0.35  -2.937 -1.575 -1.209],10382.926613807678,-0.28474098,-0.28474098,0.019097328,0.2104134,0.018476486,,-0.052384216,10407875,100,,0.002940093
490.03,0.9991609,0.49908158,138.36877,1.0466844,22100,1.037975,-1.0375977e-05,4899.696252238323,221,19.82959,-973.5586,0.9840639,1.4907286,,[ 0.022  0.35  -2.937 -1.575 -1.209],10452.029850244522,-141.16194,-141.43163,9.999022,0.20496537,9.998043,0.12805146,-19.261896,10456878,100,0.14295281,18352.07
495.02,1.0069765,0.5235628,97.84152,1.0404892,22200,1.033689,-2.4414062e-06,4949.7031335326155,222,9.89032,-973.51074,1.0023855,1.6852205,,[ 0.021  0.345 -2.938 -1.568 -1.214],10524.848216295242,-130.92502,-131.52441,9.999251,0.20288071,9.998503,0.13856807,-9.047459,10506380,100,0.10147498,8133.44
500.0,1.0,1.0,0.04283697,1.0,22300,1.0,-7.202148e-05,4999.60665921472,223,0.061706543,-0.1239624,1.0,1.0,1.0,[ 0.022  0.348 -2.967 -1.579 -1.216],10564.229285955429,-0.285971,-0.285971,0.019325256,0.20288071,0.01879406,,-0.050841015,10556380,100,,0.0018535136
495.02,1.0150689,0.5668178,97.84159,1.0552793,22400,1.0502965,-3.7231446e-05,4949.699744332511,224,9.897095,-973.51154,0.9963711,1.6370456,,[ 0.022  0.348 -2.967 -1.579 -1.216],10601.201469182968,-130.91673,-131.5207,9.999243,0.19909649,9.998486,0.15891689,-8.954415,10605882,100,0.10286382,7973.2695
490.03,0.9994048,0.5037491,138.36827,1.061836,22500,1.0389868,5.6762696e-05,4899.711504041308,225,19.837646,-973.55664,1.0019999,1.5106443,,[ 0.022  0.35  -2.986 -1.591 -1.22 ],10672.350172042847,-140.79466,-141.43637,9.999047,0.19524099,9.998095,0.14428088,-18.886827,10654885,100,0.1430262,17693.828
500.0,1.0,1.0,0.037584495,1.0,22600,1.0,,4999.6229854480225,226,0.050109863,-0.111816406,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],10747.28744482994,-0.24678592,-0.24678592,0.01666069,0.19524099,0.016162872,,-0.044075664,10704885,100,,0.0014265488
500.0,1.0,1.0,0.042796608,1.0,22700,1.0,3.0517579e-06,4999.611921028934,227,0.057556152,-0.13275146,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],10819.437324285507,-0.24297735,-0.24297735,0.015732765,0.19524099,0.015216827,,-0.051557135,10754885,100,,0.0018497498
500.0,1.0,1.0,0.04743748,1.0,22800,1.0,-3.540039e-05,4999.612150990577,228,0.058532715,-0.14996338,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],10890.34305357933,-0.25806215,-0.25806215,0.017196655,0.19524099,0.016674995,,-0.048830826,10804885,100,,0.0022733908
500.0,1.0,1.0,0.040837966,1.0,22900,1.0,-2.6855469e-05,4999.610224598427,229,0.06274414,-0.15429688,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],10952.432006835938,-0.2868393,-0.2868393,0.019561768,0.19524099,0.019037247,,-0.048831727,10854885,100,,0.0016847675
500.0,1.0,1.0,0.044496406,1.0,23000,1.0,1.2207031e-06,4999.603284051271,230,0.061035156,-0.1583252,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],11025.00733089447,-0.2766834,-0.2766834,0.018393517,0.19524099,0.017849922,,-0.0528899,10904885,100,,0.0019998527
500.0,1.0,1.0,0.037450206,1.0,23100,1.0,1.7700195e-05,4999.629370798729,231,0.057739258,-0.16442871,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],11097.654076099396,-0.27946708,-0.27946708,0.019117355,0.19524099,0.018630028,,-0.046866637,10954885,100,,0.0014167972
500.0,1.0,1.0,0.04112422,1.0,23200,1.0,5.3100586e-05,4999.622358884387,232,0.061462402,-0.13891602,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],11170.096077919006,-0.25438341,-0.25438341,0.017370224,0.19524099,0.016870499,,-0.04304028,11004885,100,,0.0017085364
500.0,1.0,1.0,0.04284853,1.0,23300,1.0,6.469726e-05,4999.612657293247,233,0.059020996,-0.17944336,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],11242.035846233368,-0.2745997,-0.2745997,0.018538475,0.19524099,0.018012047,,-0.04904249,11054885,100,,0.0018542475
500.0,1.0,1.0,0.041901037,1.0,23400,1.0,0.00010253906,4999.614993761407,234,0.06201172,-0.12121582,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],11314.302905082703,-0.25502673,-0.25502673,0.016720772,0.19524099,0.016206741,,-0.051585454,11104885,100,,0.0017731009
500.0,1.0,1.0,0.042350236,1.0,23500,1.0,5.4931643e-06,4999.621961480855,235,0.06201172,-0.13946533,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],11386.717473268509,-0.27907154,-0.27907154,0.018882751,0.19524099,0.018380165,,-0.049325526,11154885,100,,0.0018123017
500.0,1.0,1.0,0.04299893,1.0,23600,1.0,7.141113e-05,4999.611191021695,236,0.05609131,-0.1383667,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],11458.89650607109,-0.2563247,-0.2563247,0.017579079,0.19524099,0.017050743,,-0.04244044,11204885,100,,0.0018669785
500.0,1.0,1.0,0.04339357,1.0,23700,1.0,2.0141602e-05,4999.614851703817,237,0.05596924,-0.20697021,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],11526.074395179749,-0.23651671,-0.23651671,0.0153541565,0.19524099,0.014840126,,-0.04970304,11254885,100,,0.0019028895
500.0,1.0,1.0,0.03643401,1.0,23800,1.0,-5.9204103e-05,4999.631299395579,238,0.052978516,-0.09851074,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],11597.142014741898,-0.2579295,-0.2579295,0.017392159,0.19524099,0.0169096,,-0.046319492,11304885,100,,0.0013407639
500.0,1.0,1.0,0.04632602,1.0,23900,1.0,3.173828e-05,4999.606182349239,239,0.07208252,-0.13604736,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],11664.182059288025,-0.27868944,-0.27868944,0.018348694,0.19524099,0.017819405,,-0.055441305,11354885,100,,0.002167764
500.0,1.0,1.0,0.044577993,1.0,24000,1.0,-4.8828124e-06,4999.611265539781,240,0.060791016,-0.15631104,1.0,1.0,1.0,[ 0.024  0.352 -3.021 -1.599 -1.224],11701.36984872818,-0.27605703,-0.27605703,0.01865387,0.19524099,0.01813221,,-0.0490958,11404885,100,,0.0020072309
495.02,0.99313146,0.80434835,97.84249,1.0081326,24100,1.006117,-5.6152345e-05,4949.723069461207,241,9.889893,-973.5204,0.9960725,1.1749498,,[ 0.024  0.352 -3.021 -1.599 -1.224],11761.212134122849,-131.45964,-131.51984,9.999293,0.19445802,9.998587,0.052079123,-9.758201,11454387,100,0.099628404,9473.144
500.0,1.0,1.0,0.0512999,1.0,24200,1.0,8.056641e-05,4999.601705352505,242,0.06738281,-0.21356201,1.0,1.0,1.0,[ 0.024  0.348 -3.018 -1.593 -1.224],11836.796890974045,-0.27009442,-0.27009442,0.018143654,0.19445802,0.017595291,,-0.049340982,11504387,100,,0.002657867
500.0,1.0,1.0,0.042682447,1.0,24300,1.0,-4.2114258e-05,4999.617888100391,243,0.06317139,-0.14593506,1.0,1.0,1.0,[ 0.024  0.348 -3.018 -1.593 -1.224],11910.096313476562,-0.28015083,-0.28015083,0.018938065,0.19445802,0.018431664,,-0.049731836,11554387,100,,0.0018403335
500.0,1.0,1.0,0.046822228,1.0,24400,1.0,7.995605e-05,4999.607258892087,244,0.06640625,-0.15808105,1.0,1.0,1.0,[ 0.024  0.348 -3.018 -1.593 -1.224],11983.786933422089,-0.28272998,-0.28272998,0.019079208,0.19445802,0.018548965,,-0.05059366,11604387,100,,0.002214929
495.02,1.0020598,0.6513497,97.84194,1.0274839,24500,1.023938,-2.5634765e-05,4949.725512443879,245,9.89447,-973.51495,0.990055,1.503969,,[ 0.024  0.348 -3.018 -1.593 -1.224],12056.770527601242,-131.33401,-131.52502,9.999295,0.19194414,9.99859,0.11376587,-9.525346,11653889,100,0.10075011,9016.167
500.0,1.0,1.0,0.04755385,1.0,24600,1.0,-8.4838866e-05,4999.609565736285,246,0.06085205,-0.15789795,1.0,1.0,1.0,[ 0.024  0.344 -3.015 -1.582 -1.227],12132.347155332565,-0.29377067,-0.29377067,0.019724846,0.19194414,0.019202232,,-0.0537789,11703889,100,,0.0022854074
500.0,1.0,1.0,0.039275922,1.0,24700,1.0,8.666992e-05,4999.6227098905665,247,0.059936523,-0.15301514,1.0,1.0,1.0,[ 0.024  0.344 -3.015 -1.582 -1.227],12205.887747764587,-0.2826146,-0.2826146,0.019512177,0.19194414,0.019012451,,-0.04521036,11753889,100,,0.0015578603
500.0,1.0,1.0,0.045614194,1.0,24800,1.0,-5.432129e-05,4999.6183294110315,248,0.0625,-0.12872314,1.0,1.0,1.0,[ 0.024  0.344 -3.015 -1.582 -1.227],12279.485912561417,-0.24737854,-0.24737854,0.01590538,0.19194414,0.0153980255,,-0.053858127,11803889,100,,0.0021019345
