Iteration,J_sample_variance,Bound,StdD2w0t,MinD2w0t,ReturnMeanIW,MaxD2w0t,MinIW,EmpiricalD2,Weights,InitialReturnMax,ReturnStepMax,InitialReturnMin,InitialReturnMean,MeanIW,EpisodesSoFar,EpRewMean,StdIW,EpLenMean,InitialBound,MeanD2w0t,TimeElapsed,ReturnStepMaxmin,InitialReturnStd,MeanEntropy,TimestepsSoFar,MaxIW,EpThisIter
248,18934.732,-141.3335,0.14078414,,-19.591885,1.0167626,0.6919376,1.0131341,[-0.011  0.579 -2.232 -2.317 -1.428],19.86267,9.999039,-973.53406,-1.8920899e-05,1.001412,24800,4899.705710022246,0.08238959,490.03,-141.45807,0.9866367,12807.961391925812,9.998077,138.36523,-0.012367055,11111827,1.3013772,100
249,0.0071540694,-0.29301566,,1.0,-0.06821264,1.0,1.0,1.0,[-0.011  0.577 -2.231 -2.313 -1.431],0.09234619,0.018476486,-0.2835083,-3.0517578e-05,1.0,24900,4999.581338045834,,500.0,-0.29301566,1.0,12845.592157363892,0.017895699,0.08416182,-0.012367055,11161827,1.0,100
250,8589.695,-131.16566,0.10104912,,-9.321982,1.0374342,0.6691865,1.029696,[-0.011  0.577 -2.231 -2.313 -1.431],9.832703,9.99924,-963.7032,-9.1552734e-05,1.0119493,25000,4949.797337362665,0.116336055,495.03,-131.45071,1.0048048,12882.118121385574,9.99848,96.85586,-0.015311705,11211330,1.631343,100
251,9822.115,-131.61992,0.0994954,,-9.950813,1.0064657,0.8924617,1.0020388,[-0.012  0.575 -2.232 -2.304 -1.434],10.041138,9.999022,-983.359,-8.728027e-05,1.0026768,25100,4949.490089837015,0.030107545,495.01,-131.63127,0.99092877,12922.87505364418,9.998043,98.83132,-0.01608323,11260831,1.1993637,100
252,0.005642402,-121.71276,,1.0,-0.052067246,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.091796875,9.999253,-0.18182373,-6.652832e-05,1.0,25200,4999.503056162667,,500.0,-121.71276,1.0,12959.64332318306,9.998507,0.0747429,-0.01608323,11310831,1.0,100
253,9866.588,-131.64778,0.099399395,,-9.986485,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],10.022339,9.999303,-983.37384,-5.2490235e-05,1.0,25300,4949.627282811517,,495.01,-131.64778,0.99002,12997.13320684433,9.998606,98.83281,-0.01608323,11360332,1.0,100
254,0.0055471766,-0.30369657,,1.0,-0.074867226,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.09069824,0.018807411,-0.258667,-3.967285e-05,1.0,25400,4999.6159035997325,,500.0,-0.30369657,1.0,13034.212988138199,0.01830101,0.07410819,-0.01608323,11410332,1.0,100
255,0.0063470383,-0.27044606,,1.0,-0.070300154,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.09918213,0.016449928,-0.35064697,6.408691e-05,1.0,25500,4999.5982476463605,,500.0,-0.27044606,1.0,13071.332887172699,0.015891075,0.07926723,-0.01608323,11460332,1.0,100
256,0.005801146,-0.2987818,,1.0,-0.06382589,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.08453369,0.019310951,-0.26281738,1.586914e-05,1.0,25600,4999.620080880502,,500.0,-0.2987818,1.0,13108.115062475204,0.018811226,0.07578403,-0.01608323,11510332,1.0,100
257,0.0066634417,-0.3107355,,1.0,-0.070778534,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.09057617,0.019721985,-0.2668457,-4.333496e-05,1.0,25700,4999.6136644989565,,500.0,-0.3107355,1.0,13175.587105751038,0.019203186,0.08121493,-0.01608323,11560332,1.0,100
258,0.005559547,-0.28969592,,1.0,-0.07859646,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.10180664,0.017350197,-0.20812988,-4.699707e-05,1.0,25800,4999.6051797464515,,500.0,-0.28969592,1.0,13246.448235034943,0.016814232,0.07419272,-0.01608323,11610332,1.0,100
259,0.20728165,-121.76248,0.031606346,,-0.10189163,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.14733887,9.999245,-4.4472656,-7.385254e-05,1.0,25900,4994.491297027087,,499.5,-121.76248,0.999,13317.488379478455,9.998489,0.45300537,-0.01608323,11660282,1.0,100
260,0.0048277313,-0.25158215,,1.0,-0.06855117,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.08050537,0.015043259,-0.23364258,1.4038086e-05,1.0,26000,4999.63032082623,,500.0,-0.25158215,1.0,13387.89059972763,0.014557838,0.06913094,-0.01608323,11710282,1.0,100
261,0.005986752,-0.2942625,,1.0,-0.07765145,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.09484863,0.017803192,-0.25561523,1.953125e-05,1.0,26100,4999.607685197429,,500.0,-0.2942625,1.0,13458.314027786255,0.017276764,0.07699963,-0.01608323,11760282,1.0,100
262,9865.577,-131.69331,0.10606904,,-10.035143,1.0,0.9999974,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],10.103638,9.999045,-983.29956,-9.765625e-06,1.0,26200,4942.503646076706,4.1961465e-07,494.31,-131.69331,0.98862,13528.330565452576,9.998091,98.82774,-0.01608323,11809713,1.0000018,100
263,0.0069447635,-121.72568,0.0063244216,,-0.06495101,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.10595703,9.999256,-0.20721436,-3.7841797e-05,1.0,26300,4999.29713138242,,499.98,-121.72568,0.99996,13598.89361858368,9.998512,0.08291472,-0.01608323,11859711,1.0,100
264,0.004480404,-0.2819788,,1.0,-0.06800171,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.083496094,0.017586708,-0.17510986,-1.586914e-05,1.0,26400,4999.634639472326,,500.0,-0.2819788,1.0,13669.637358427048,0.017112732,0.06660154,-0.01608323,11909711,1.0,100
265,0.0073540523,-0.3152357,,1.0,-0.076996036,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.093566895,0.019580841,-0.26916504,-1.2817382e-05,1.0,26500,4999.618764117987,,500.0,-0.3152357,1.0,13739.991134166718,0.019076347,0.08532692,-0.01608323,11959711,1.0,100
266,0.020218814,-121.70836,0.016731042,,-0.05045801,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.11871338,9.999023,-1.1047363,6.713867e-05,1.0,26600,4997.984591765602,,499.86,-121.70836,0.99972,13810.541220664978,9.998047,0.1414727,-0.01608323,12009697,1.0,100
267,0.33515623,-121.76756,0.039719507,,-0.10942136,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.17443848,9.999043,-5.4070435,-1.2817382e-05,1.0,26700,4991.497101074685,,499.21,-121.76756,0.99842,13880.876823425293,9.998087,0.576024,-0.01608323,12059618,1.0,100
268,0.005904997,-0.3030637,,1.0,-0.07050967,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.087646484,0.01911354,-0.2956543,4.8828124e-06,1.0,26800,4999.626146017242,,500.0,-0.3030637,1.0,13951.076013326645,0.01862812,0.07645406,-0.01608323,12109618,1.0,100
269,0.0053702816,-0.2842469,,1.0,-0.073530346,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.093811035,0.017318726,-0.21514893,-6.713867e-05,1.0,26900,4999.605790943721,,500.0,-0.2842469,1.0,14014.288939476013,0.016783714,0.0729156,-0.01608323,12159618,1.0,100
270,0.013877316,-121.72086,0.014140861,,-0.059774283,1.0,1.0,1.0,[-0.012  0.574 -2.232 -2.304 -1.435],0.10266113,9.999286,-0.8744507,2.8076172e-05,1.0,27000,4998.514470243581,,499.9,-121.72086,0.9998,14066.316283464432,9.998571,0.11721018,-0.01608323,12209608,1.0,100
271,0.55999583,-121.80341,0.055909958,,-0.10776499,1.091879,0.38324773,1.0123237,[-0.012  0.574 -2.232 -2.304 -1.435],0.28729248,9.999117,-18.883606,5.4931643e-06,0.9987517,27100,4984.232379649488,0.074990086,498.48,-121.8892,1.0015776,14101.423686981201,9.998234,1.9047192,-0.016187618,12259456,1.2312164,100
272,0.0055713425,-0.25111783,,1.0,-0.073145874,1.0,1.0,1.0,[-0.01   0.574 -2.232 -2.304 -1.435],0.097473145,0.014627457,-0.19866943,-3.6621093e-06,1.0,27200,4999.590745120192,,500.0,-0.25111783,1.0,14137.217618703842,0.014059067,0.07425876,-0.016187618,12309456,1.0,100
273,8422.766,-131.0842,0.101191,,-9.22901,1.0353734,0.5645072,1.0300317,[-0.01   0.574 -2.232 -2.304 -1.435],9.925293,9.999255,-973.488,-8.239746e-05,0.9857992,27300,4949.706771696047,0.1180724,495.02,-131.54678,1.0051633,14172.245881557465,9.99851,97.83925,-0.020180225,12358958,1.5600832,100
274,0.0047690254,-0.25321302,,1.0,-0.06369575,1.0,1.0,1.0,[-0.01   0.576 -2.247 -2.311 -1.439],0.0770874,0.015576363,-0.20959473,7.93457e-06,1.0,27400,4999.641399142292,,500.0,-0.25321302,1.0,14209.083525657654,0.015124321,0.06870914,-0.020180225,12408958,1.0,100
275,18815.373,-141.28114,0.14259374,,-19.531725,1.0215356,0.6378473,1.0153197,[-0.01   0.576 -2.247 -2.311 -1.439],19.875916,9.998856,-973.5222,1.8310546e-06,1.0087277,27500,4897.218809617232,0.087008685,489.79,-141.44946,0.9871325,14243.926217317581,9.997711,138.36374,-0.02289501,12457937,1.6810865,100
276,9728.861,-131.60161,0.099690616,,-9.906653,1.0121524,0.8036729,1.0056478,[-0.011  0.574 -2.247 -2.304 -1.442],10.014587,9.999282,-983.3814,2.1362304e-05,0.9896503,27600,4949.619428483641,0.05198455,495.01,-131.6378,0.9927464,14292.087198019028,9.998564,98.83357,-0.024846321,12507438,1.2349076,100
277,0.006296378,-0.31832212,,1.0,-0.075974874,1.0,1.0,1.0,[-0.011  0.573 -2.247 -2.304 -1.444],0.09472656,0.019918442,-0.305542,3.234863e-05,1.0,27700,4999.6104210310705,,500.0,-0.31832212,1.0,14363.49146771431,0.019396782,0.0789622,-0.024846321,12557438,1.0,100
278,0.005937064,-0.30295408,,1.0,-0.06879879,1.0,1.0,1.0,[-0.011  0.573 -2.247 -2.304 -1.444],0.08734131,0.019245148,-0.2364502,-1.4648437e-05,1.0,27800,4999.634024562037,,500.0,-0.30295408,1.0,14434.834347724915,0.018762589,0.07665772,-0.024846321,12607438,1.0,100
279,0.42752498,-121.76289,0.036582652,,-0.10104932,1.0,0.99993944,1.0,[-0.011  0.573 -2.247 -2.304 -1.444],0.14123535,9.999348,-6.447998,3.0517579e-06,0.99999994,27900,4992.845178051979,5.6355225e-06,499.33,-121.76289,0.99866,14505.466676235199,9.998695,0.6506068,-0.024846321,12657371,1.0000155,100
280,9866.033,-131.65991,0.10344991,,-10.0011,1.0,1.0,1.0,[-0.011  0.573 -2.247 -2.304 -1.444],10.0581665,9.999098,-983.3388,-3.6621093e-06,1.0,28000,4945.327461702708,,494.59,-131.65991,0.98918,14575.197444677353,9.998196,98.830025,-0.024846321,12706830,1.0,100
281,0.0044566933,-0.31583107,,1.0,-0.067670554,1.0,1.0,1.0,[-0.011  0.573 -2.247 -2.304 -1.444],0.07751465,0.020396233,-0.269104,-4.699707e-05,1.0,28100,4999.644329777006,,500.0,-0.31583107,1.0,14639.855347633362,0.019949913,0.06642026,-0.024846321,12756830,1.0,100
282,0.0047421562,-0.28020495,,1.0,-0.06806118,1.0,1.0,1.0,[-0.011  0.573 -2.247 -2.304 -1.444],0.08648682,0.017436028,-0.16571045,-3.6621093e-06,1.0,28200,4999.624863408381,,500.0,-0.28020495,1.0,14675.256939649582,0.016944885,0.06851876,-0.024846321,12806830,1.0,100
283,0.006775163,-0.2960597,,1.0,-0.07727883,1.0,1.0,1.0,[-0.011  0.573 -2.247 -2.304 -1.444],0.101745605,0.01798153,-0.230896,2.746582e-05,1.0,28300,4999.594305246882,,500.0,-0.2960597,1.0,14710.940312862396,0.017418861,0.08189211,-0.024846321,12856830,1.0,100
284,9832.998,-131.63632,0.0994677,,-9.966436,1.004978,0.9028958,1.0014083,[-0.011  0.573 -2.247 -2.304 -1.444],10.026489,9.999295,-983.37585,5.2490235e-05,1.0001812,28400,4949.627793524549,0.023249945,495.01,-131.6448,0.9906651,14745.854615211487,9.99859,98.83304,-0.025248274,12906331,1.1315715,100
285,0.006580529,-0.29283935,,1.0,-0.07078635,1.0,1.0,1.0,[-0.012  0.572 -2.247 -2.304 -1.444],0.09313965,0.018250465,-0.25305176,7.446289e-05,1.0,28500,4999.615472439235,,500.0,-0.29283935,1.0,14783.08611869812,0.01774025,0.08072073,-0.025248274,12956331,1.0,100
286,0.22274432,-121.7628,0.03223208,,-0.10150572,1.0,1.0,1.0,[-0.012  0.572 -2.247 -2.304 -1.444],0.14147949,9.999303,-4.597107,-8.178711e-05,1.0,28600,4994.319621374908,,499.48,-121.7628,0.99896,14853.612997293472,9.998606,0.46959198,-0.025248274,13006279,1.0,100
287,0.6070685,-121.79793,0.043938234,,-0.12261344,1.0284799,0.6921215,1.0047098,[-0.012  0.572 -2.247 -2.304 -1.444],0.18597412,9.999337,-10.866638,-1.586914e-05,0.99978536,28700,4989.937505245562,0.04038865,499.04,-121.81613,0.9998736,14924.170201301575,9.998674,1.0946912,-0.025308158,13056183,1.1213068,100
288,0.0060193907,-0.3081593,,1.0,-0.06538275,1.0,1.0,1.0,[-0.011  0.572 -2.247 -2.304 -1.444],0.082092285,0.019953728,-0.25299072,-1.0375977e-05,1.0,28800,4999.61855559897,,500.0,-0.3081593,1.0,14995.202179193497,0.019447327,0.0771976,-0.025308158,13106183,1.0,100
289,9668.113,-131.5817,0.09970996,,-9.88612,1.0081222,0.7966114,1.0059953,[-0.011  0.572 -2.247 -2.304 -1.444],10.02655,9.999286,-983.37195,1.8920899e-05,1.0063498,28900,4949.621295782533,0.05171784,495.01,-131.64769,0.99295056,15065.735729932785,9.998571,98.83263,-0.027070245,13155684,1.1950917,100
290,0.0046910616,-0.27782106,,1.0,-0.06766149,1.0,1.0,1.0,[-0.01   0.571 -2.247 -2.3   -1.446],0.083862305,0.01727295,-0.19464111,1.2207031e-05,1.0,29000,4999.623419556068,,500.0,-0.27782106,1.0,15138.20718741417,0.016777992,0.06814134,-0.027070245,13205684,1.0,100
291,0.0063855764,-0.30681968,,1.0,-0.07984685,1.0,1.0,1.0,[-0.01   0.571 -2.247 -2.3   -1.446],0.1003418,0.018654823,-0.19885254,1.7700195e-05,1.0,29100,4999.594393221465,,500.0,-0.30681968,1.0,15209.144305467606,0.018098831,0.079510264,-0.027070245,13255684,1.0,100
292,0.015322725,-121.7123,0.016731074,,-0.05040276,1.0,1.0,1.0,[-0.01   0.571 -2.247 -2.3   -1.446],0.082214355,9.999352,-1.0514526,4.0893556e-05,1.0,29200,4998.143661214971,,499.86,-121.7123,0.99972,15280.217115402222,9.998705,0.12316771,-0.027070245,13305670,1.0,100
293,0.0054170345,-0.29456705,,1.0,-0.073163815,1.0,1.0,1.0,[-0.01   0.571 -2.247 -2.3   -1.446],0.09375,0.01819706,-0.21862793,4.4555665e-05,1.0,29300,4999.616719444512,,500.0,-0.29456705,1.0,15351.355145215988,0.01768589,0.073231645,-0.027070245,13355670,1.0,100
294,0.0069588544,-0.3050069,,1.0,-0.07924081,1.0,1.0,1.0,[-0.01   0.571 -2.247 -2.3   -1.446],0.10021973,0.018555641,-0.3513794,-1.7089844e-05,1.0,29400,4999.616816232926,,500.0,-0.3050069,1.0,15422.728496789932,0.01804924,0.082996465,-0.027070245,13405670,1.0,100
295,0.007105954,-0.30760372,,1.0,-0.080654114,1.0,1.0,1.0,[-0.01   0.571 -2.247 -2.3   -1.446],0.09851074,0.018652916,-0.2321167,1.3427734e-05,1.0,29500,4999.610319635171,,500.0,-0.30760372,1.0,15493.78619337082,0.018130302,0.08386609,-0.027070245,13455670,1.0,100
296,0.5897407,-121.81181,0.046692364,,-0.13043784,1.0347741,0.5522562,1.0063919,[-0.01   0.571 -2.247 -2.3   -1.446],0.22509766,9.9992695,-13.048218,2.2583008e-05,1.001893,29600,4988.7120160625345,0.050934054,498.92,-121.84631,1.0003556,15564.36357498169,9.998539,1.3139046,-0.027200967,13505562,1.1633103,100
297,0.005963632,-0.2685488,,1.0,-0.06569931,1.0,1.0,1.0,[-0.009  0.571 -2.247 -2.3   -1.446],0.0836792,0.016672134,-0.30560303,-2.9907227e-05,1.0,29700,4999.630137507432,,500.0,-0.2685488,1.0,15635.36555314064,0.016180992,0.076834135,-0.027200967,13555562,1.0,100
298,9851.812,-131.63824,0.099424824,,-9.973847,1.0005755,0.9237284,1.000496,[-0.009  0.571 -2.247 -2.3   -1.446],10.023743,9.999313,-983.38007,-2.380371e-05,1.0000126,29800,4949.630973523983,0.018650435,495.01,-131.6427,0.9902664,15705.678273916245,9.998627,98.83345,-0.026453942,13605063,1.0831245,100
299,0.0056858743,-0.311757,,1.0,-0.078750454,1.0,1.0,1.0,[-0.009  0.571 -2.247 -2.3   -1.445],0.099609375,0.019150734,-0.24554443,-5.065918e-05,1.0,29900,4999.612866224405,,500.0,-0.311757,1.0,15777.093988895416,0.018632889,0.075036675,-0.026453942,13655063,1.0,100
300,0.0070260144,-0.29947823,,1.0,-0.0699759,1.0,1.0,1.0,[-0.009  0.571 -2.247 -2.3   -1.445],0.08892822,0.018862724,-0.30700684,6.713867e-06,1.0,30000,4999.6104463062065,,500.0,-0.29947823,1.0,15847.815296173096,0.018336296,0.08340197,-0.026453942,13705063,1.0,100
301,0.005081348,-0.27466974,,1.0,-0.06917469,1.0,1.0,1.0,[-0.009  0.571 -2.247 -2.3   -1.445],0.09124756,0.016889572,-0.24975586,1.7700195e-05,1.0,30100,4999.612232621162,,500.0,-0.27466974,1.0,15918.895462036133,0.016373634,0.07092447,-0.026453942,13755063,1.0,100
302,0.39305145,-121.77618,0.03575415,,-0.11491615,1.0,1.0,1.0,[-0.009  0.571 -2.247 -2.3   -1.445],0.1531372,9.9993,-6.1624756,8.3618164e-05,1.0,30200,4993.124041189774,,499.36,-121.77618,0.99872,15989.555255651474,9.9986,0.6237959,-0.026453942,13804999,1.0,100
303,8105.382,-131.04195,0.10280374,,-9.071846,1.0571454,0.5706403,1.0494471,[-0.009  0.571 -2.247 -2.3   -1.445],9.950806,9.999205,-973.4665,6.1035157e-06,0.9979639,30300,4949.680957429484,0.16180532,495.02,-131.5631,1.0147686,16059.587257862091,9.998409,97.837105,-0.028041134,13854501,1.8437756,100
304,0.0058029024,-0.28726706,,1.0,-0.079996705,1.0,1.0,1.0,[-0.009  0.567 -2.24  -2.285 -1.447],0.1005249,0.017035484,-0.24505615,-1.8310548e-05,1.0,30400,4999.611566609081,,500.0,-0.28726706,1.0,16115.155213356018,0.016503334,0.07579419,-0.028041134,13904501,1.0,100
305,0.0061182603,-0.29549423,,1.0,-0.070958115,1.0,1.0,1.0,[-0.009  0.567 -2.24  -2.285 -1.447],0.089660645,0.018454552,-0.23699951,3.6621095e-05,1.0,30500,4999.628219190391,,500.0,-0.29549423,1.0,16150.537092924118,0.01796341,0.07782514,-0.028041134,13954501,1.0,100
306,0.006849271,-0.31706512,,1.0,-0.073777996,1.0,1.0,1.0,[-0.009  0.567 -2.24  -2.285 -1.447],0.0982666,0.01999569,-0.24682617,-1.586914e-05,1.0,30600,4999.595500998225,,500.0,-0.31706512,1.0,16186.26527929306,0.019431114,0.08234651,-0.028041134,14004501,1.0,100
307,0.0052420786,-0.28551856,,1.0,-0.067050986,1.0,1.0,1.0,[-0.009  0.567 -2.24  -2.285 -1.447],0.08270264,0.01795578,-0.26489258,-2.2583008e-05,1.0,30700,4999.623525513049,,500.0,-0.28551856,1.0,16221.459411382675,0.017457962,0.072035134,-0.028041134,14054501,1.0,100
308,0.023544038,-121.73135,0.017318053,,-0.070910044,1.0,1.0,1.0,[-0.009  0.567 -2.24  -2.285 -1.447],0.1159668,9.999233,-1.291687,-1.953125e-05,1.0,30800,4997.993020902935,,499.85,-121.73135,0.9997,16257.359829187393,9.9984665,0.1526707,-0.028041134,14104486,1.0,100
309,7959.019,-131.01843,0.103751004,,-8.977222,1.0658863,0.4498149,1.059716,[-0.009  0.567 -2.24  -2.285 -1.447],9.929932,9.999254,-973.48627,-4.3945314e-05,1.0226173,30900,4949.706500190567,0.17094961,495.02,-131.55013,1.0200628,16292.363029718399,9.998508,97.83908,-0.034211066,14153988,1.7822487,100
310,0.0042837607,-0.25870407,,1.0,-0.06818892,1.0,1.0,1.0,[-0.009  0.566 -2.249 -2.292 -1.453],0.08502197,0.015658379,-0.19732666,1.6479493e-05,1.0,31000,4999.632568117298,,500.0,-0.25870407,1.0,16329.622296571732,0.015174866,0.06512202,-0.034211066,14203988,1.0,100
311,8751.063,-131.23717,0.10107208,,-9.404415,1.0419364,0.6338148,1.0285714,[-0.009  0.566 -2.249 -2.292 -1.453],9.924133,9.999329,-973.5004,1.4648437e-05,1.0235834,31100,4949.742342305717,0.12512024,495.02,-131.54451,1.0041475,16364.723227262497,9.998657,97.8405,-0.036724698,14253490,1.5233989,100
312,0.005264654,-0.27120483,,1.0,-0.07006103,1.0,1.0,1.0,[-0.01   0.563 -2.244 -2.282 -1.456],0.09277344,0.016531944,-0.2078247,0.00010986328,1.0,31200,4999.622490926864,,500.0,-0.27120483,1.0,16412.874066352844,0.01602459,0.07218751,-0.036724698,14303490,1.0,100
313,0.0065792385,-0.2854074,,1.0,-0.07105901,1.0,1.0,1.0,[-0.01   0.563 -2.244 -2.282 -1.456],0.095825195,0.017617226,-0.2692871,-7.93457e-06,1.0,31300,4999.624767206136,,500.0,-0.2854074,1.0,16484.31028366089,0.0171175,0.080707744,-0.036724698,14353490,1.0,100
314,0.004790165,-0.27673224,,1.0,-0.06729206,1.0,1.0,1.0,[-0.01   0.563 -2.244 -2.282 -1.456],0.090026855,0.017213821,-0.1831665,6.652832e-05,1.0,31400,4999.62744716577,,500.0,-0.27673224,1.0,16554.703680038452,0.01672554,0.06886114,-0.036724698,14403490,1.0,100
315,0.00743174,-0.31798756,,1.0,-0.08646624,1.0,1.0,1.0,[-0.01   0.563 -2.244 -2.282 -1.456],0.10748291,0.019028664,-0.35772705,9.887695e-05,1.0,31500,4999.607220180457,,500.0,-0.31798756,1.0,16625.345654010773,0.018500328,0.08577649,-0.036724698,14453490,1.0,100
316,0.0060479436,-0.2652248,,1.0,-0.076055646,1.0,1.0,1.0,[-0.01   0.563 -2.244 -2.282 -1.456],0.09729004,0.015547752,-0.20544434,3.112793e-05,1.0,31600,4999.612720817545,,500.0,-0.2652248,1.0,16696.238082408905,0.015029907,0.077382565,-0.036724698,14503490,1.0,100
317,9585.256,-131.52145,0.09949286,,-9.839191,1.0104827,0.83691466,1.0038799,[-0.01   0.563 -2.244 -2.282 -1.456],9.919861,9.999317,-973.49994,7.93457e-06,0.9991793,31700,4949.740869593326,0.04212321,495.02,-131.5436,0.9918651,16761.247420072556,9.998634,97.840454,-0.03523594,14552992,1.1818533,100
318,9819.785,-131.6373,0.09947934,,-9.965836,1.0074483,0.9057815,1.0016669,[-0.01   0.562 -2.244 -2.28  -1.454],10.027588,9.999309,-983.37115,0.00010131836,1.0013092,31800,4949.634700880731,0.025508605,495.01,-131.65096,0.9907654,16796.549689769745,9.998617,98.83257,-0.03565977,14602493,1.1520793,100
319,9783.315,-131.6523,0.10520748,,-9.968745,1.0114689,0.8001805,1.0048982,[-0.011  0.562 -2.244 -2.279 -1.455],10.077881,9.9990835,-983.31885,-5.9814454e-05,1.0020108,31900,4943.7237097047655,0.051276516,494.43,-131.67833,0.99111795,16832.16076040268,9.998167,98.82875,-0.037536822,14651936,1.2206795,100
320,9585.469,-131.62155,0.110224396,,-9.931409,1.0258192,0.65608585,1.0064515,[-0.01   0.561 -2.244 -2.278 -1.456],10.081238,9.999091,-973.3451,-3.90625e-05,0.9981131,32000,4938.331027074336,0.052298706,493.89,-131.67288,0.99066263,16867.792531967163,9.998182,97.835266,-0.03839213,14701325,1.170832,100
321,0.0061937384,-0.31155932,,1.0,-0.082312256,1.0,1.0,1.0,[-0.009  0.56  -2.244 -2.279 -1.457],0.10107422,0.018841743,-0.21374512,-1.0375977e-05,1.0,32100,4999.609210015923,,500.0,-0.31155932,1.0,16903.656776189804,0.0183115,0.07829659,-0.03839213,14751325,1.0,100
322,0.0057413764,-0.2970866,,1.0,-0.07005576,1.0,1.0,1.0,[-0.009  0.56  -2.244 -2.279 -1.457],0.08148193,0.018659592,-0.2144165,1.2207031e-05,1.0,32200,4999.626987038562,,500.0,-0.2970866,1.0,16939.050727128983,0.018166542,0.07538186,-0.03839213,14801325,1.0,100
323,0.0059569804,-0.2994966,,1.0,-0.06937928,1.0,1.0,1.0,[-0.009  0.56  -2.244 -2.279 -1.457],0.0904541,0.018913269,-0.26849365,-5.6762696e-05,1.0,32300,4999.625772520689,,500.0,-0.2994966,1.0,16974.461308717728,0.018426895,0.07679866,-0.03839213,14851325,1.0,100
324,0.007391025,-0.2860363,,1.0,-0.080924176,1.0,1.0,1.0,[-0.009  0.56  -2.244 -2.279 -1.457],0.10870361,0.0168581,-0.22711182,-6.164551e-05,1.0,32400,4999.597500193025,,500.0,-0.2860363,1.0,17010.14478945732,0.016299248,0.085536584,-0.03839213,14901325,1.0,100
325,7347.981,-130.78674,0.10599678,,-8.626709,1.1008536,0.44113928,1.0811744,[-0.009  0.56  -2.244 -2.279 -1.457],9.929626,9.99929,-973.4897,1.8310548e-05,0.9908859,32500,4949.724939949202,0.20071575,495.02,-131.54984,1.0303075,17044.996834516525,9.998581,97.839424,-0.042583887,14950827,2.2469668,100
326,0.003949746,-0.26791778,,1.0,-0.06951237,1.0,1.0,1.0,[-0.009  0.554 -2.235 -2.261 -1.462],0.077819824,0.016306877,-0.16955566,-2.380371e-05,1.0,32600,4999.639617356629,,500.0,-0.26791778,1.0,17081.766585111618,0.015842438,0.06252034,-0.042583887,15000827,1.0,100
327,0.005088937,-0.27748927,,1.0,-0.07395519,1.0,1.0,1.0,[-0.009  0.554 -2.235 -2.261 -1.462],0.09112549,0.016728401,-0.19818115,5.7373047e-05,1.0,32700,4999.629785366396,,500.0,-0.27748927,1.0,17117.13912129402,0.01624012,0.07098002,-0.042583887,15050827,1.0,100
328,0.0038631645,-0.27558213,,1.0,-0.070110284,1.0,1.0,1.0,[-0.009  0.554 -2.235 -2.261 -1.462],0.08514404,0.016887665,-0.17980957,2.4414062e-06,1.0,32800,4999.647399428629,,500.0,-0.27558213,1.0,17183.242968320847,0.016435623,0.06184753,-0.042583887,15100827,1.0,100
329,0.09150433,-121.7545,0.026448091,,-0.09393401,1.0,1.0,1.0,[-0.009  0.554 -2.235 -2.261 -1.462],0.13555908,9.999243,-2.8728027,-6.713867e-06,1.0,32900,4995.997395596269,,499.65,-121.7545,0.9993,17224.27969789505,9.998486,0.30098763,-0.042583887,15150792,1.0,100
330,0.005984915,-0.31430137,,1.0,-0.0756904,1.0,1.0,1.0,[-0.009  0.554 -2.235 -2.261 -1.462],0.08856201,0.019611359,-0.2736206,-4.5166016e-05,1.0,33000,4999.621424745843,,500.0,-0.31430137,1.0,17259.803540468216,0.019108772,0.076968126,-0.042583887,15200792,1.0,100
331,0.0061056637,-0.27343494,,1.0,-0.071641356,1.0,1.0,1.0,[-0.009  0.554 -2.235 -2.261 -1.462],0.0871582,0.01658535,-0.31188965,3.601074e-05,1.0,33100,4999.62857245883,,500.0,-0.27343494,1.0,17322.111886262894,0.016101837,0.07773537,-0.042583887,15250792,1.0,100
