MeanD2w0t,ReturnStepMaxmin,InitialReturnMax,MeanIW,InitialReturnMean,TimeElapsed,MeanEntropy,StdD2w0t,StdIW,MaxD2w0t,Iteration,InitialReturnStd,Weights,EpRewMean,EpThisIter,EpisodesSoFar,EmpiricalD2,EpLenMean,J_sample_variance,MaxIW,MinIW,InitialBound,Bound,TimestepsSoFar,ReturnMeanIW,MinD2w0t,InitialReturnMin,ReturnStepMax
1.0,0.014585495,0.07141113,1.0,-9.155274e-06,677.1501576900482,0.5618886,,,1.0,83,0.057076003,[-0.018  0.803 -2.713 -2.504 -0.857],4999.189152483896,20,1660,1.0,500.0,0.0034282529,1.0,1.0,-272.0811,-272.0811,332131,-0.019181352,1.0,-0.123291016,10.0
0.9993,9.994774,0.13726807,1.0,-3.6621095e-05,692.8339231014252,0.5618886,0.026448186,,1.0,84,0.19428864,[-0.018  0.803 -2.713 -2.504 -0.857],4995.188588618532,20,1680,1.0,499.65,0.03972795,1.0,1.0,-272.03146,-272.03146,342124,0.030414378,,-0.76153564,10.0
1.0,0.016241074,0.12072754,1.0,3.6621095e-05,708.6671938896179,0.5618886,,,1.0,85,0.07780197,[-0.018  0.803 -2.713 -2.504 -0.857],4999.113940695035,20,1700,1.0,500.0,0.0063724294,1.0,1.0,-272.10605,-272.10605,352124,-0.04414899,1.0,-0.15759277,10.0
1.0,0.014445305,0.11010742,1.0,,724.4110457897186,0.5618886,,,1.0,86,0.074749656,[-0.018  0.803 -2.713 -2.504 -0.857],4999.172368939264,20,1720,1.0,500.0,0.0058832695,1.0,1.0,-272.1034,-272.1034,362124,-0.04149817,1.0,-0.16003418,10.0
0.9515953,9.994587,49.756897,1.0016744,-6.408691e-05,739.346387386322,0.5620295,0.21808289,0.033112884,1.0040016,87,216.4705,[-0.018  0.803 -2.713 -2.504 -0.857],4749.208259921665,20,1740,1.002887,475.05,49059.453,1.1150254,0.88211167,-321.64954,-321.56598,371625,-49.452995,,-943.57306,10.0
0.98902726,9.994925,1.7566528,0.9885055,7.019043e-05,755.3398008346558,0.5610296,0.13364634,0.086310886,1.0402335,88,7.3045845,[-0.018  0.799 -2.713 -2.499 -0.857],4909.245568912873,20,1760,1.0153668,491.05,29.355007,1.4133699,0.72300917,-273.63846,-273.35614,381446,-1.111401,,-31.838562,10.0
0.9664459,9.99432,49.765015,1.0009588,-3.0517579e-06,770.8858604431152,0.55665857,0.2217182,0.124398105,1.0459659,89,216.46523,[-0.021  0.792 -2.718 -2.496 -0.858],4749.144826322674,20,1780,1.0338917,475.05,47507.33,1.3850731,0.68698,-321.6593,-321.1798,390947,-48.670834,,-943.55,10.0
0.9892393,9.994692,1.618042,0.9832999,-1.8310548e-05,786.6516008377075,0.55507624,0.13025136,0.072481826,1.0447662,90,6.5394893,[-0.022  0.787 -2.719 -2.486 -0.862],4913.688056566727,20,1800,1.0166878,491.5,29.776245,1.2858129,0.81342024,-273.49927,-273.34937,400777,-1.1563466,,-28.501831,10.0
1.0067322,9.994841,1.3637695,0.99282366,2.746582e-05,802.3380873203278,0.5552144,0.1314214,0.15126531,1.2589675,91,5.545152,[-0.027  0.788 -2.719 -2.489 -0.864],4920.723792183575,20,1820,1.0676994,492.2,5.739365,1.6422534,0.41650894,-273.26703,-272.7811,410621,-0.47040853,,-24.168823,10.0
0.9952,9.99474,0.31506348,1.0,-3.0517579e-06,818.3678662776947,0.5552144,0.069114566,7.4226455e-07,1.0,92,0.89844507,[-0.02   0.786 -2.722 -2.486 -0.864],4974.684305908198,20,1840,1.0,497.6,0.8497166,1.0000024,0.9999976,-272.18802,-272.18802,420573,-0.12612812,,-3.9013672,10.0
1.0,0.014687538,0.08782959,1.0,-3.0517578e-05,834.0629680156708,0.5552144,,,1.0,93,0.0691306,[-0.02   0.786 -2.722 -2.486 -0.864],4999.098024290152,20,1860,1.0,500.0,0.005031627,1.0,1.0,-272.09546,-272.09546,430573,-0.03355795,1.0,-0.19976807,10.0
1.0,0.015687943,0.08477783,1.0,-4.5776367e-05,849.7749156951904,0.5552144,,,1.0,94,0.06955171,[-0.02   0.786 -2.722 -2.486 -0.864],4999.180413766891,20,1880,1.0,500.0,0.005091274,1.0,1.0,-272.08725,-272.08725,440573,-0.025346676,1.0,-0.18121338,10.0
1.1741409,9.994558,28.56842,0.9245607,-4.8828126e-05,864.6341092586517,0.5520802,0.35420892,0.3985173,2.919855,95,123.997,[-0.02   0.786 -2.722 -2.486 -0.864],4776.693446171914,20,1900,1.6107454,477.8,1808.8441,4.0292034,0.29406238,-300.44125,-287.00226,450129,-9.440544,,-540.49036,10.0
0.9602582,9.988287,50.89557,1.0732787,1.2207031e-05,879.7937507629395,0.5460769,0.2529955,0.1917223,1.1154041,96,216.26575,[-0.035  0.76  -2.747 -2.474 -0.867],4674.256677038767,20,1920,1.0560404,467.7,47639.895,1.8931589,0.59125876,-322.46967,-321.8026,459483,-49.105206,,-942.43994,10.0
0.9966197,9.992962,1.097168,0.97667664,3.0517579e-06,895.3963737487793,0.54504514,0.1373186,0.10820903,1.1397908,97,3.0713308,[-0.031  0.755 -2.749 -2.466 -0.873],4907.765839172806,20,1940,1.0497527,490.95,2.950355,1.3986781,0.49634892,-272.8846,-272.5861,469302,-0.35953528,,-10.420532,10.0
0.99556893,9.995085,0.6069336,1.008778,4.272461e-05,911.7832026481628,0.5446963,0.096169055,0.067696325,1.0447588,98,2.2116437,[-0.026  0.754 -2.751 -2.465 -0.874],4952.776312056294,20,1960,1.0140316,495.4,2.3107896,1.2119201,0.6696602,-272.50027,-272.40018,479210,-0.27094963,,-9.631958,10.0
1.0,0.015281677,0.07196045,1.0,2.1362304e-05,927.6647706031799,0.5446963,,,1.0,99,0.07473861,[-0.022  0.755 -2.751 -2.465 -0.874],4999.2097472720825,20,1980,1.0,500.0,0.0058794543,1.0,1.0,-272.06683,-272.06683,489210,-0.0049303053,1.0,-0.159729,10.0
0.9969257,9.992706,0.4777832,0.99895275,-8.850098e-05,943.1554710865021,0.544717,0.0973346,0.09628158,1.1003456,100,1.294655,[-0.022  0.755 -2.751 -2.465 -0.874],4951.684653754423,20,2000,1.0214355,495.35,0.41129515,1.2396312,0.39641201,-272.26514,-272.1205,499117,0.0098063825,,-4.7226562,10.0
0.9984498,9.995096,0.33514404,0.98016834,3.0517578e-05,958.759096622467,0.54473865,0.07720176,0.07007114,1.0418797,101,1.1960847,[-0.018  0.754 -2.751 -2.465 -0.874],4969.27344707701,20,2020,1.0143325,497.05,0.54819477,1.134212,0.5979913,-272.2391,-272.1722,509058,-0.06886016,,-5.2078247,10.0
0.996691,9.9950905,0.815979,0.9879689,3.0517579e-06,974.1854093074799,0.54431266,0.10852205,0.09496031,1.088143,102,3.2074482,[-0.015  0.754 -2.751 -2.465 -0.874],4940.779973364706,20,2040,1.0255882,494.2,3.133987,1.1866812,0.48244187,-272.72546,-272.49982,518942,-0.32435355,,-13.977173,10.0
1.2401996,9.992395,39.65747,0.74638313,-4.272461e-05,988.944863319397,0.5377418,0.506152,0.2811662,3.582519,103,164.49033,[-0.01   0.755 -2.751 -2.465 -0.875],4670.217708112557,20,2060,1.7458441,467.2,4355.592,2.4616804,0.12522826,-311.43744,-293.36804,528286,-14.952158,,-716.204,10.0
0.9883121,9.992857,1.0230103,0.98426914,9.155274e-06,1004.749692440033,0.53670424,0.13128799,0.063425824,1.0468192,104,2.817672,[-0.035  0.732 -2.773 -2.449 -0.881],4911.736516769524,20,2080,1.017444,491.35,5.466333,1.1882405,0.7242886,-272.80945,-272.71487,538113,-0.570193,,-8.817017,10.0
0.99327695,9.992886,0.96850586,1.0240058,-3.3569337e-05,1020.4338099956512,0.53667635,0.12889734,0.10588482,1.0968297,105,2.7478645,[-0.032  0.731 -2.774 -2.445 -0.882],4916.245125258569,20,2100,1.0289781,491.8,3.7401469,1.4908448,0.6476688,-272.7566,-272.60632,547949,-0.42838192,,-10.432251,10.0
0.9971,9.995087,0.19781494,1.0,-7.6293945e-05,1035.9421062469482,0.53667635,0.053773083,,1.0,106,0.53508323,[-0.028  0.73  -2.774 -2.446 -0.882],4984.268037628215,20,2120,1.0,498.55,0.301381,1.0,1.0,-272.10278,-272.10278,557920,-0.040878918,,-2.3171387,10.0
1.0179921,9.980818,55.81732,0.92816037,1.8310548e-05,1049.6856162548065,0.5250232,0.41873074,0.39406967,2.1791387,107,211.04686,[-0.028  0.73  -2.774 -2.446 -0.882],4369.300969266884,20,2140,1.4704074,437.35,35358.984,2.9992638,0.1341349,-327.0018,-318.5328,566667,-43.418865,,-917.66943,10.0
1.0,0.013027191,0.10644531,1.0,-6.1035157e-06,1065.5165944099426,0.5250232,,,1.0,108,0.08768545,[-0.018  0.733 -2.808 -2.456 -0.894],4999.251813339679,20,2160,1.0,500.0,0.008091512,1.0,1.0,-272.09583,-272.09583,576667,-0.033943474,1.0,-0.21276855,10.0
1.0066175,9.995081,1.2109985,0.9559834,4.272461e-05,1080.8209385871887,0.52516466,0.127399,0.14714873,1.2501837,109,4.915676,[-0.018  0.733 -2.808 -2.456 -0.894],4925.281081380924,20,2180,1.0724943,492.65,3.6243205,1.2385268,0.33337894,-273.11746,-272.62613,586520,-0.35693857,,-21.423828,10.0
1.0,0.01670742,0.09869385,1.0,0.000100708006,1096.5302150249481,0.52516466,,,1.0,110,0.07507892,[-0.012  0.733 -2.808 -2.456 -0.894],4999.302051993853,20,2200,1.0,500.0,0.005932641,1.0,1.0,-272.0901,-272.0901,596520,-0.02818696,1.0,-0.2033081,10.0
1.0,0.014701843,0.092041016,1.0,-3.6621095e-05,1112.19718003273,0.52516466,,,1.0,111,0.0697327,[-0.012  0.733 -2.808 -2.456 -0.894],4999.30537917268,20,2220,1.0,500.0,0.005117931,1.0,1.0,-272.09653,-272.09653,606520,-0.0346359,1.0,-0.16003418,10.0
1.0,0.016495705,0.12615967,1.0,3.3569337e-05,1127.9929270744324,0.52516466,,,1.0,112,0.109184824,[-0.012  0.733 -2.808 -2.456 -0.894],4999.205047060063,20,2240,1.0,500.0,0.012549659,1.0,1.0,-272.10648,-272.10648,616520,-0.04457676,1.0,-0.3135376,10.0
1.0,0.017451286,0.09277344,1.0,4.272461e-05,1143.6539053916931,0.52516466,,,1.0,113,0.06653608,[-0.012  0.733 -2.808 -2.456 -0.894],4999.233467387613,20,2260,1.0,500.0,0.0046558767,1.0,1.0,-272.08502,-272.08502,626520,-0.023173813,1.0,-0.18096924,9.999999
1.107654,9.99498,47.311707,1.0314553,,1158.314104795456,0.5148543,0.2706569,0.504275,1.4338528,114,205.80893,[-0.012  0.733 -2.808 -2.456 -0.894],4751.800809821441,20,2280,1.3242323,475.3,10718.169,3.6642709,0.22287855,-319.20767,-299.8062,636026,-23.064459,,-897.10034,10.0
1.0,0.013075829,0.07849121,1.0,2.4414063e-05,1174.434532880783,0.5148543,,,1.0,115,0.06429522,[-0.014  0.753 -2.897 -2.489 -0.904],4999.33976127978,20,2300,1.0,500.0,0.004353459,1.0,1.0,-272.09088,-272.09088,646026,-0.02900656,1.0,-0.1843872,10.0
1.0,0.010519028,0.05444336,1.0,-5.7983398e-05,1189.961847782135,0.5148543,,,1.0,116,0.06015015,[-0.014  0.753 -2.897 -2.489 -0.904],4999.366256239118,20,2320,1.0,500.0,0.003811741,1.0,1.0,-272.08786,-272.08786,656026,-0.025980849,1.0,-0.19641113,10.0
1.0,0.017212868,0.08251953,1.0,-3.3569337e-05,1205.4621500968933,0.5148543,,,1.0,117,0.0758369,[-0.014  0.753 -2.897 -2.489 -0.904],4999.307781094113,20,2340,1.0,500.0,0.006049524,1.0,1.0,-272.08136,-272.08136,666026,-0.019459814,1.0,-0.26800537,10.0
1.0,0.00955677,0.058166504,1.0,-3.0517579e-06,1220.7236957550049,0.5148543,,,1.0,118,0.041310504,[-0.014  0.753 -2.897 -2.489 -0.904],4999.273470711894,20,2360,1.0,500.0,0.0017956629,1.0,1.0,-272.06122,-272.06122,676026,0.0006702194,1.0,-0.0803833,10.0
1.0,0.014344215,0.101501465,1.0,-3.0517579e-06,1236.184879541397,0.5148543,,,1.0,119,0.070965156,[-0.014  0.753 -2.897 -2.489 -0.904],4999.292257426011,20,2380,1.0,500.0,0.0053021903,1.0,1.0,-272.09793,-272.09793,686026,-0.036034092,1.0,-0.20861816,10.0
1.0,0.013673782,0.09954834,1.0,-1.8310548e-05,1251.6048822402954,0.5148543,,,1.0,120,0.07696827,[-0.014  0.753 -2.897 -2.489 -0.904],4999.267704508044,20,2400,1.0,500.0,0.006235563,1.0,1.0,-272.1066,-272.1066,696026,-0.044718307,1.0,-0.16522217,10.0
0.99946564,9.995026,1.3012085,0.9774668,3.3569337e-05,1266.8542461395264,0.51497304,0.12629871,0.13425364,1.2095394,121,5.1742344,[-0.014  0.753 -2.897 -2.489 -0.904],4923.2678615442455,20,2420,1.0456493,492.45,4.172255,1.2225194,0.34039062,-273.1839,-272.66415,705875,-0.39260074,,-22.551697,10.0
0.99715525,9.995127,0.6274414,0.98534024,4.5776367e-05,1282.3987164497375,0.5146483,0.0981339,0.09185069,1.0702263,122,2.3172503,[-0.008  0.752 -2.899 -2.489 -0.904],4951.286819834992,20,2440,1.0191295,495.25,1.2360078,1.214387,0.45405254,-272.53427,-272.34515,715780,-0.18981561,,-10.097351,10.0
1.0,0.01091671,0.07293701,1.0,-2.746582e-05,1298.0021123886108,0.5146483,,,1.0,123,0.05002028,[-0.004  0.752 -2.899 -2.489 -0.904],4999.326654466819,20,2460,1.0,500.0,0.002633344,1.0,1.0,-272.07498,-272.07498,725780,-0.013093163,1.0,-0.09954834,10.0
1.0,0.009908676,0.088134766,1.0,2.1362304e-05,1313.5091953277588,0.5146483,,,1.0,124,0.06399772,[-0.004  0.752 -2.899 -2.489 -0.904],4999.319526204445,20,2480,1.0,500.0,0.004310957,1.0,1.0,-272.08362,-272.08362,735780,-0.021723567,1.0,-0.16583252,10.0
1.0,0.015802383,0.10192871,1.0,-6.408691e-05,1329.0413150787354,0.5146483,,,1.0,125,0.071201995,[-0.004  0.752 -2.899 -2.489 -0.904],4999.290613361887,20,2500,1.0,500.0,0.0053342893,1.0,1.0,-272.10294,-272.10294,745780,-0.041051965,1.0,-0.19732666,10.0
1.0,0.016405106,0.105163574,1.0,-1.2207031e-05,1344.5914232730865,0.5146483,,,1.0,126,0.08161621,[-0.004  0.752 -2.899 -2.489 -0.904],4999.279275386691,20,2520,1.0,500.0,0.007010468,1.0,1.0,-272.08752,-272.08752,755780,-0.02562815,1.0,-0.21343994,10.0
0.9771458,9.99497,49.250916,0.95528847,1.8310548e-05,1359.230770111084,0.5118778,0.22428744,0.16135271,1.0665185,127,214.29749,[-0.004  0.752 -2.899 -2.489 -0.904],4749.797565728518,20,2540,1.0544921,475.1,44753.387,1.3718593,0.56166804,-321.1603,-320.06296,765282,-47.240826,,-934.101,10.0
1.0,0.014327049,0.095947266,1.0,-2.4414063e-05,1375.3739805221558,0.5118778,,,1.0,128,0.080039985,[-0.005  0.746 -2.887 -2.471 -0.907],4999.2019853807105,20,2560,1.0,500.0,0.006745523,1.0,1.0,-272.0882,-272.0882,775282,-0.026304463,1.0,-0.17999268,10.0
1.0,0.011878014,0.08831787,1.0,-2.746582e-05,1390.9209022521973,0.5118778,,,1.0,129,0.056439932,[-0.005  0.746 -2.887 -2.471 -0.907],4999.263232488445,20,2580,1.0,500.0,0.0033527694,1.0,1.0,-272.08856,-272.08856,785282,-0.02668099,1.0,-0.12872314,10.0
1.0,0.017702103,0.10675049,1.0,3.3569337e-05,1406.406883239746,0.5118778,,,1.0,130,0.08023988,[-0.005  0.746 -2.887 -2.471 -0.907],4999.330823895488,20,2600,1.0,500.0,0.006779161,1.0,1.0,-272.10422,-272.10422,795282,-0.042320326,1.0,-0.22192383,10.0
0.9963029,9.99506,0.36358643,0.9896381,2.746582e-05,1421.8131365776062,0.51182216,0.074802384,0.048708282,1.016819,131,1.1015363,[-0.005  0.746 -2.887 -2.471 -0.907],4970.765187493076,20,2620,1.0049626,497.2,0.6230824,1.1065938,0.6809505,-272.2574,-272.21152,805226,-0.12009565,,-4.791992,10.0
1.0,0.012187958,0.06097412,1.0,-2.1362304e-05,1437.2690007686615,0.51182216,,,1.0,132,0.06466643,[-0.003  0.746 -2.887 -2.471 -0.907],4999.284771397544,20,2640,1.0,500.0,0.004403571,1.0,1.0,-272.07288,-272.07288,815226,-0.010987754,1.0,-0.19177246,10.0
1.0,0.014005661,0.1373291,1.0,2.1362304e-05,1452.8349459171295,0.51182216,,,1.0,133,0.10215667,[-0.003  0.746 -2.887 -2.471 -0.907],4999.245807113138,20,2660,1.0,500.0,0.010983767,1.0,1.0,-272.1123,-272.1123,825226,-0.050403923,1.0,-0.19195557,10.0
1.0,0.014743805,0.09631348,1.0,2.1362304e-05,1467.9498598575592,0.51182216,,,1.0,134,0.0785525,[-0.003  0.746 -2.887 -2.471 -0.907],4999.298731266653,20,2680,1.0,500.0,0.006498706,1.0,1.0,-272.09866,-272.09866,835226,-0.03677885,1.0,-0.14453125,10.0
1.0,0.014143944,0.08428955,1.0,-4.272461e-05,1483.49183011055,0.51182216,,,1.0,135,0.08255914,[-0.003  0.746 -2.887 -2.471 -0.907],4999.271206890667,20,2700,1.0,500.0,0.007177669,1.0,1.0,-272.08804,-272.08804,845226,-0.026186883,1.0,-0.17218018,9.999999
1.0,0.012107849,0.07165527,1.0,-9.155274e-06,1499.0905847549438,0.51182216,,,1.0,136,0.047210377,[-0.003  0.746 -2.887 -2.471 -0.907],4999.216118531984,20,2720,1.0,500.0,0.0023465669,1.0,1.0,-272.0858,-272.0858,855226,-0.02389902,1.0,-0.091796875,10.0
1.0,0.014312744,0.08178711,1.0,2.4414063e-05,1514.2867639064789,0.51182216,,,1.0,137,0.089032106,[-0.003  0.746 -2.887 -2.471 -0.907],4999.270939563468,20,2740,1.0,500.0,0.008346913,1.0,1.0,-272.07236,-272.07236,865226,-0.010477068,1.0,-0.2321167,10.0
1.0,0.012135506,0.07763672,1.0,9.155274e-06,1529.906851530075,0.51182216,,,1.0,138,0.07304277,[-0.003  0.746 -2.887 -2.471 -0.907],4999.281339734099,20,2760,1.0,500.0,0.005616632,1.0,1.0,-272.0853,-272.0853,875226,-0.023410203,1.0,-0.24230957,10.0
1.0,0.016319275,0.13598633,1.0,-3.967285e-05,1545.1098725795746,0.51182216,,,1.0,139,0.10673632,[-0.003  0.746 -2.887 -2.471 -0.907],4999.226721001252,20,2780,1.0,500.0,0.011997008,1.0,1.0,-272.1181,-272.1181,885226,-0.05621968,1.0,-0.21270752,10.0
1.0,0.01499939,0.10858154,1.0,2.4414063e-05,1560.4858593940735,0.51182216,,,1.0,140,0.07205753,[-0.003  0.746 -2.887 -2.471 -0.907],4999.2225120687945,20,2800,1.0,500.0,0.005464537,1.0,1.0,-272.09903,-272.09903,895226,-0.037145875,1.0,-0.18609619,10.0
1.0,0.01416111,0.08306885,1.0,-1.8310548e-05,1575.9907004833221,0.51182216,,,1.0,141,0.06652148,[-0.003  0.746 -2.887 -2.471 -0.907],4999.322785026435,20,2820,1.0,500.0,0.0046570213,1.0,1.0,-272.08847,-272.08847,905226,-0.026599457,1.0,-0.18536377,9.999999
1.0078701,9.995188,49.737976,1.0342592,3.6621095e-05,1590.5996708869934,0.501653,0.23370916,0.31274602,1.1601789,142,216.4759,[-0.003  0.746 -2.887 -2.471 -0.907],4749.349574784683,20,2840,1.1198249,475.05,43100.97,2.5232472,0.2931064,-321.6558,-319.9837,914727,-46.349102,,-943.59656,10.0
0.99557763,9.995066,0.28796387,0.99662995,3.0517578e-05,1606.5073671340942,0.5011612,0.06767936,0.012422087,1.0008613,143,0.8683196,[-0.006  0.742 -2.887 -2.462 -0.917],4975.7653914705415,20,2860,1.0003974,497.7,0.7155404,1.0408823,0.948895,-272.197,-272.19098,924681,-0.12493854,,-3.7756958,10.0
1.0,0.01419735,0.08154297,1.0,,1621.8755350112915,0.5011612,,,1.0,144,0.085606806,[-0.006  0.742 -2.887 -2.462 -0.918],4999.316913116136,20,2880,1.0,500.0,0.007716146,1.0,1.0,-272.07922,-272.07922,934681,-0.01733066,1.0,-0.32336426,10.0
1.0,0.012448311,0.112976074,1.0,2.746582e-05,1637.5099742412567,0.5011612,,,1.0,145,0.075439915,[-0.006  0.742 -2.887 -2.462 -0.918],4999.222374163424,20,2900,1.0,500.0,0.00598899,1.0,1.0,-272.10782,-272.10782,944681,-0.045917198,1.0,-0.17828369,10.0
1.0,0.010476112,0.08673096,1.0,-3.0517578e-05,1653.0859899520874,0.5011612,,,1.0,146,0.05494731,[-0.006  0.742 -2.887 -2.462 -0.918],4999.313061029256,20,2920,1.0,500.0,0.0031764042,1.0,1.0,-272.0779,-272.0779,954681,-0.016029324,1.0,-0.11584473,10.0
1.0,0.015641212,0.085510254,1.0,4.8828126e-05,1668.3989906311035,0.5011612,,,1.0,147,0.08939516,[-0.006  0.742 -2.887 -2.462 -0.918],4999.346672577457,20,2940,1.0,500.0,0.008411991,1.0,1.0,-272.09113,-272.09113,964681,-0.029236695,1.0,-0.3100586,10.0
1.0,0.015645027,0.109069824,1.0,6.1035157e-06,1683.9075717926025,0.5011612,,,1.0,148,0.08913138,[-0.006  0.742 -2.887 -2.462 -0.918],4999.270361857038,20,2960,1.0,500.0,0.00836527,1.0,1.0,-272.10916,-272.10916,974681,-0.04729876,1.0,-0.27911377,9.999999
1.0,0.017274857,0.08477783,1.0,3.0517578e-05,1699.358862876892,0.5011612,,,1.0,149,0.071780466,[-0.006  0.742 -2.887 -2.462 -0.918],4999.313210887902,20,2980,1.0,500.0,0.0054248786,1.0,1.0,-272.0974,-272.0974,984681,-0.03552925,1.0,-0.1817627,10.0
1.3317165,9.992914,86.404175,1.0176455,6.1035157e-06,1713.1334614753723,0.49481675,1.1639899,0.45551366,16.18567,150,262.21625,[-0.006  0.742 -2.887 -2.462 -0.918],4514.394164709009,20,3000,2.6044788,451.6,51209.957,4.341027,0.37179992,-358.1872,-343.71994,993713,-65.99413,,-906.9523,10.0
1.01008,9.990845,2.8095703,0.964521,2.1362304e-05,1728.4537119865417,0.49552402,0.20605494,0.21918088,1.3697379,151,7.4149084,[-0.025  0.717 -2.917 -2.437 -0.924],4817.288395545978,20,3020,1.1501949,481.95,7.981181,1.8579708,0.28226203,-274.4995,-273.3001,1003352,-0.73780364,,-23.764648,10.0
0.9975271,9.995371,0.5419922,1.0044142,6.1035157e-06,1743.9072070121765,0.4953803,0.093345955,0.08706384,1.056146,152,1.9918513,[-0.018  0.717 -2.917 -2.437 -0.923],4955.844245051437,20,3040,1.0199435,495.7,1.3892491,1.1806734,0.5140615,-272.4575,-272.3345,1013266,-0.20203328,,-8.678345,10.0
1.0,0.015696526,0.090026855,1.0,-1.8310548e-05,1759.4032680988312,0.4953803,,,1.0,153,0.0703723,[-0.014  0.716 -2.917 -2.438 -0.924],4999.3494354447785,20,3060,1.0,500.0,0.0052109105,1.0,1.0,-272.09235,-272.09235,1023266,-0.030453315,1.0,-0.14898682,10.0
1.0,0.01485157,0.13916016,1.0,5.1879884e-05,1774.5612163543701,0.4953803,,,1.0,154,0.08875949,[-0.014  0.716 -2.917 -2.438 -0.924],4999.2432077664225,20,3080,1.0,500.0,0.008293875,1.0,1.0,-272.13354,-272.13354,1033266,-0.07166387,1.0,-0.20123291,10.0
1.0,0.013997078,0.096069336,1.0,0.00011291504,1790.0716874599457,0.4953803,,,1.0,155,0.06516124,[-0.014  0.716 -2.917 -2.438 -0.924],4999.331548702868,20,3100,1.0,500.0,0.0044705383,1.0,1.0,-272.0979,-272.0979,1043266,-0.036001977,1.0,-0.103881836,10.0
0.99628067,9.995214,0.37799072,0.9978818,-1.5258789e-05,1805.416480064392,0.49520224,0.07615368,0.053850308,1.0249482,156,1.150363,[-0.014  0.716 -2.917 -2.438 -0.924],4969.8016116213985,20,3120,1.0059723,497.1,0.75358886,1.0913885,0.71823627,-272.2759,-272.23572,1053208,-0.1446114,,-5.0010986,10.0
0.9876631,9.994974,49.251404,0.9939998,-9.155274e-06,1819.9837274551392,0.48687896,0.22739,0.17525688,1.1292822,157,214.30159,[-0.012  0.717 -2.917 -2.438 -0.924],4749.800387448306,20,3140,1.0783749,475.1,43420.105,1.6986876,0.4190977,-321.14316,-319.56033,1062710,-46.509335,,-934.1189,10.0
0.95945626,9.993309,49.829468,0.9923486,-4.5776367e-05,1834.9960975646973,0.48323506,0.22481135,0.08068292,1.0264246,158,216.4606,[-0.015  0.719 -2.898 -2.439 -0.932],4738.408452989471,20,3160,1.0229189,474.0,47814.945,1.3159922,0.79090106,-321.6306,-321.22726,1072190,-48.82974,,-943.5285,10.0
0.99001867,9.995665,49.233643,0.95009685,6.408691e-05,1849.9515600204468,0.4771791,0.2282944,0.15089245,1.1561948,159,214.30766,[-0.015  0.713 -2.899 -2.429 -0.936],4749.961609744487,20,3180,1.0889237,475.1,44196.496,1.552883,0.49299216,-321.14883,-320.02814,1081692,-46.931927,,-934.1454,10.0
1.0,0.015042305,0.083984375,1.0,-1.2207031e-05,1865.7168321609497,0.4771791,,,1.0,160,0.06763126,[-0.019  0.711 -2.906 -2.438 -0.942],4999.333833690347,20,3200,1.0,500.0,0.0048151016,1.0,1.0,-272.08966,-272.08966,1091692,-0.027779942,1.0,-0.1317749,10.0
0.9518832,9.995392,49.766968,1.0002841,1.5258789e-05,1880.4072976112366,0.4788819,0.2181499,0.029206214,1.0056193,161,216.47467,[-0.019  0.711 -2.906 -2.438 -0.942],4749.398351915346,20,3220,1.003718,475.05,49138.45,1.1289821,0.92951363,-321.67133,-321.62607,1101193,-49.51405,,-943.5912,10.0
0.9512594,9.9954815,49.733826,0.9986211,5.493164e-05,1895.5099618434906,0.48019898,0.21800567,0.025155727,1.0042301,162,216.48283,[-0.02   0.71  -2.906 -2.436 -0.94 ],4749.418952448045,20,3240,1.002502,475.05,49196.07,1.071032,0.90958935,-321.64026,-321.6032,1110694,-49.51043,,-943.62665,10.0
1.0468713,9.995253,48.747498,0.9847158,3.3569337e-05,1910.3200197219849,0.4671618,0.24709785,0.30949768,1.2643503,163,212.14877,[-0.021  0.709 -2.906 -2.435 -0.939],4750.364430676678,20,3260,1.2064524,475.15,36335.992,2.5096462,0.324223,-320.65656,-317.15387,1120197,-42.5426,,-924.735,10.0
0.96445364,9.993135,98.903015,0.97815233,-6.1035156e-05,1924.5478253364563,0.46456006,0.32344687,0.32141933,1.1731838,164,296.4877,[-0.024  0.711 -2.921 -2.431 -0.952],4499.947385847727,20,3280,1.1321787,450.15,84052.336,2.7984984,0.35828534,-370.70944,-367.9935,1129200,-93.997345,,-894.44104,10.0
0.9965006,9.995838,0.27801514,1.002617,-5.1879884e-05,1940.4257125854492,0.46426764,0.06923263,0.037881333,1.0139898,165,0.9023871,[-0.025  0.694 -2.908 -2.399 -0.954],4974.954194965319,20,3300,1.003837,497.6,0.5548054,1.0798289,0.8043951,-272.19135,-272.1691,1139152,-0.08875942,,-3.927002,10.0
0.9963,9.995331,0.25463867,1.0000002,3.967285e-05,1955.8968303203583,0.46426764,0.06071513,4.641356e-06,1.0,166,0.68820995,[-0.024  0.694 -2.908 -2.398 -0.955],4980.329775440716,20,3320,1.0,498.15,0.49850348,1.0000116,0.9999789,-272.1555,-272.15546,1149115,-0.09358164,,-2.9804688,10.0
1.0011027,9.995565,0.7897949,0.9987408,-4.272461e-05,1971.0712633132935,0.46375018,0.10967671,0.12427252,1.10143,167,3.1454709,[-0.024  0.694 -2.908 -2.398 -0.955],4941.396425260147,20,3340,1.0384175,494.25,2.3563333,1.4151514,0.4551551,-272.71442,-272.46707,1159000,-0.2746285,,-13.70752,10.0
