InitialReturnMin,ReturnStepMaxmin,InitialBound,MinIWNorm,Iteration,ESSClassic,TimestepsSoFar,InitialReturnMax,TimeElapsed,MeanIW,J_sample_variance,Weights,ESSRenyi,EpRewMean,MaxIW,EpThisIter,MinIW,MeanIWNorm,InitialReturnStd,Bound,MeanEntropy,ReturnMeanIW,ReturnStepMax,EpLenMean,EpisodesSoFar,InitialReturnMean,StdIW,MaxIWNorm,StdIWNorm,EmpiricalD2
-972.4147,9.9953,-119.09595,0.009275261,73,99.888,2544962,10.967163,4061.107362985611,1.0031687,9703.969,[ 0.01   0.446 -2.325 -2.203 -0.968],99.9141,4910.548614374699,1.090169,100,0.9275261,0.010031687,98.12987,-119.04387,0.4500387,0.103298426,10.0,491.18,7300,4.8217775e-05,0.033590976,0.0109016895,0.0003359098,1.0008597
-944.09753,9.995939,-115.6278,0.009487021,74,99.96767,2594312,9.934082,4130.90619969368,1.0020607,8980.942,[ 0.01   0.446 -2.326 -2.202 -0.969],99.96039,4933.901362890156,1.0382861,100,0.9487021,0.010020606,94.91764,-115.55732,0.4501786,0.09345344,10.0,493.5,7400,7.263184e-05,0.018021889,0.010382861,0.00018021886,1.0003963
-934.0843,9.994488,-114.40147,0.007968206,75,99.12793,2642690,19.92517,4201.115987539291,1.0032918,12801.409,[ 0.01   0.447 -2.329 -2.203 -0.969],99.128174,4836.370686792228,1.2708361,100,0.79682064,0.010032917,119.555885,-113.35986,0.44857544,1.5436012,10.0,483.78,7500,2.9907227e-05,0.09410343,0.012708361,0.00094103435,1.0087949
-970.5535,9.994286,-118.86805,0.008845404,76,99.796906,2690834,22.798279,4270.065367460251,1.0015341,19512.625,[ 0.01   0.445 -2.335 -2.204 -0.97 ],99.80718,4812.929946718199,1.1402453,100,0.8845404,0.010015342,139.70387,-118.7095,0.44758132,0.27330506,10.0,481.44,7600,-4.272461e-06,0.045180496,0.011402453,0.00045180492,1.0019319
-397.56317,9.995354,-48.69133,0.008002773,77,98.90945,2740067,4.9085693,4341.071348190308,1.0111153,1170.1356,[ 0.01   0.444 -2.336 -2.202 -0.971],99.15467,4922.053173299719,1.3610914,100,0.80027735,0.010111153,40.407627,-48.226494,0.44702283,0.67196786,10.0,492.33,7700,1.7089844e-05,0.1061717,0.013610913,0.0010617169,1.0085254
-965.4253,9.994337,-118.239914,0.008925757,78,99.75287,2788083,27.94049,4411.121848344803,1.0059118,23507.586,[ 0.009  0.447 -2.341 -2.204 -0.972],99.7417,4800.14702676594,1.1416936,100,0.89257574,0.010059119,153.07906,-118.0786,0.44749188,0.31437612,10.0,480.16,7800,6.164551e-05,0.050066467,0.011416935,0.00050066464,1.0025897
-67.066956,9.995054,-8.214,0.006825673,79,98.605896,2837261,1.9487915,4481.619239807129,0.9782883,69.47281,[ 0.008  0.445 -2.343 -2.204 -0.971],98.54051,4916.483780799338,1.2344784,100,0.6825673,0.009782883,9.833526,-7.9809527,0.44475648,0.2936434,10.0,491.78,7900,-8.544922e-06,0.11632193,0.012344783,0.0011632192,1.014811
-941.3724,9.994547,-115.29411,0.008461305,80,99.75576,2885040,32.115173,4551.583121299744,0.996431,24053.652,[ 0.01   0.444 -2.355 -2.2   -0.974],99.63587,4776.503585194761,1.1155454,100,0.8461305,0.00996431,158.31682,-114.546234,0.44435313,0.95834017,10.0,477.79,8000,-4.8828124e-06,0.049304888,0.0111554535,0.0004930489,1.0036546
-662.4373,9.996412,-81.13159,0.008329565,81,99.579636,2934545,6.8393555,4622.6442494392395,1.0038764,3857.2434,[ 0.01   0.442 -2.362 -2.199 -0.975],99.513245,4949.509252830805,1.151949,100,0.8329565,0.010038766,66.578156,-80.81786,0.44310966,0.51198316,10.0,495.05,8100,8.544922e-05,0.06522472,0.01151949,0.0006522472,1.0048914
-642.51794,9.995501,-78.692154,0.008186888,82,99.51472,2983916,6.8133545,4693.263893842697,1.0080472,3495.038,[ 0.009  0.44  -2.37  -2.197 -0.976],99.49909,4935.890393332948,1.1740394,100,0.8186888,0.010080473,64.58765,-78.243965,0.44142863,0.64592254,10.0,493.71,8200,-9.399414e-05,0.0703941,0.011740393,0.000703941,1.0050343
-655.485,9.995157,-80.280174,0.0078065125,83,98.81767,3032700,13.844971,4763.187892913818,1.0130261,7244.296,[ 0.008  0.441 -2.377 -2.197 -0.977],98.95635,4877.1230354769905,1.249304,100,0.7806513,0.01013026,93.66268,-79.25455,0.4389602,1.4478645,10.0,487.84,8300,1.7089844e-05,0.110808514,0.01249304,0.0011080852,1.0105466
-954.0241,9.995567,-116.843636,0.007988116,84,99.57558,3081619,19.479858,4833.559189319611,0.9997654,17138.184,[ 0.007  0.443 -2.384 -2.2   -0.98 ],99.59926,4890.716498728406,1.1714108,100,0.7988116,0.009997655,134.90616,-116.39285,0.4376742,0.6855926,10.0,489.19,8400,-1.6479493e-05,0.06526977,0.011714107,0.00065269764,1.0040236
-101.25055,9.995071,-12.400629,0.0059629,85,97.715324,3130869,2.1356812,4903.904077768326,0.9687578,78.27495,[ 0.007  0.445 -2.394 -2.202 -0.981],97.65172,4923.690205493652,1.2790068,100,0.59629,0.009687576,12.050458,-12.103591,0.43588167,0.4452341,10.0,492.5,8500,-1.953125e-05,0.14813104,0.012790068,0.0014813105,1.0240475
-957.29663,9.995419,-117.244415,0.0065550683,86,98.312294,3178893,36.076843,4973.495199203491,1.0128796,30181.74,[ 0.008  0.451 -2.401 -2.205 -0.983],98.30171,4801.192668945502,1.2733343,100,0.65550685,0.010128797,178.8644,-115.676186,0.43294936,2.576658,10.0,480.24,8600,-1.8310546e-06,0.13270973,0.012733342,0.0013270972,1.0172763
-6.6084595,9.9969845,-0.80939764,0.01,87,100.0,3228824,0.21020508,5045.228700399399,1.0,0.45839444,[ 0.008  0.456 -2.405 -2.208 -0.986],100.0,4992.239094387239,1.0,100,1.0,0.009999999,0.6736546,-0.80939764,0.43294936,-2.9903837e-05,10.0,499.31,8700,-2.9907227e-05,,0.01,9.313226e-10,1.0
-689.4036,9.995605,-84.43437,0.0071460507,88,98.95333,3277388,14.723511,5113.521682500839,1.001399,5809.438,[ 0.008  0.456 -2.405 -2.208 -0.986],99.03506,4855.233059287045,1.340433,100,0.7146051,0.010013992,86.47213,-82.997894,0.43210682,1.8467994,10.0,485.64,8800,-1.7089844e-05,0.10298932,0.013404329,0.0010298932,1.0097435
-2.7780151,9.996765,-0.34031045,0.01,89,100.0,3327353,0.1552124,5185.617345571518,1.0,0.087574884,[ 0.007  0.455 -2.418 -2.211 -0.987],100.0,4995.588169296667,1.0,100,1.0,0.009999999,0.29444718,-0.34031045,0.43210682,-7.4461976e-05,10.0,499.65,8900,-7.446289e-05,,0.01,9.313226e-10,1.0
-14.421631,9.994791,-1.7662636,0.0032520269,90,94.01374,3376939,0.548584,5255.099457025528,0.99915224,1.2937603,[ 0.007  0.455 -2.418 -2.211 -0.987],94.120575,4957.212238755437,1.5310886,100,0.3252027,0.009991523,2.016291,-1.6103489,0.4311523,0.21026449,10.0,495.86,9000,1.8310548e-05,0.25212365,0.015310885,0.0025212364,1.062467
-963.6401,9.996815,-118.021385,0.009236943,91,99.90287,3426442,9.8573,5325.435207605362,1.0029233,9230.307,[ 0.013  0.456 -2.418 -2.211 -0.988],99.91791,4949.410987742563,1.0601015,100,0.9236943,0.010029232,96.84951,-117.912926,0.43044314,0.15687439,10.0,495.03,9100,-5.7373047e-05,0.03126943,0.010601015,0.00031269432,1.0008216
-708.9718,9.995617,-86.83098,0.0064416337,92,98.41576,3475541,9.580627,5395.638716697693,0.9892244,3782.0442,[ 0.013  0.457 -2.422 -2.212 -0.988],98.56294,4908.722724790419,1.2761884,100,0.64416337,0.009892244,74.53323,-85.63475,0.4284854,1.8269162,10.0,490.99,9200,-1.0986329e-05,0.12550841,0.012761883,0.0012550841,1.0145801
-717.8143,9.996435,-87.91392,0.0074001634,93,98.872,3524830,8.073364,5466.000344753265,0.98329335,3798.6921,[ 0.013  0.452 -2.429 -2.21  -0.99 ],98.9447,4927.922402971236,1.2758405,100,0.74001634,0.0098329345,72.47574,-87.307724,0.42658958,1.073789,10.0,492.89,9300,1.953125e-05,0.10502662,0.012758405,0.0010502662,1.0106655
-704.96844,9.996523,-86.340614,0.007875989,94,99.22397,3573908,13.650513,5536.234943151474,0.9889456,7257.9136,[ 0.013  0.448 -2.432 -2.207 -0.992],99.26376,4906.840801097335,1.2358687,100,0.78759897,0.009889456,95.0026,-85.326294,0.42454177,1.3339525,10.0,490.78,9400,4.0283205e-05,0.087458454,0.012358687,0.00087458454,1.007417
-16.275757,9.996471,-1.9934102,0.005484237,95,97.88587,3623721,0.35125732,5607.44749379158,0.9814527,1.2740809,[ 0.012  0.448 -2.441 -2.208 -0.994],97.97645,4980.3165867714215,1.314217,100,0.5484237,0.009814528,1.7404926,-1.9518155,0.42433554,0.062029257,10.0,498.13,9500,-4.5166016e-05,0.1442361,0.013142169,0.0014423609,1.0206535
-0.29083252,0.015245438,-0.035632383,0.01,96,100.0,3673721,0.124572754,5678.443238735199,1.0,0.010501796,[ 0.015  0.449 -2.441 -2.208 -0.995],100.0,4999.213196416599,1.0,100,1.0,0.009999999,0.10196459,-0.035632383,0.42433554,-1.281756e-05,10.0,500.0,9600,-1.2817382e-05,,0.01,9.313226e-10,1.0
-953.9364,9.996672,-116.83277,0.00908395,97,99.85165,3723175,9.779968,5748.6318147182465,1.0077796,8833.947,[ 0.015  0.449 -2.441 -2.208 -0.995],99.84635,4944.467197295445,1.1244072,100,0.90839505,0.010077795,95.87528,-116.605286,0.42458376,0.3174496,10.0,494.54,9700,0.00010559082,0.03884574,0.011244072,0.0003884574,1.0015389
-976.3514,9.99663,-119.57807,0.008435196,98,99.44272,3772212,17.020142,5818.731036424637,1.0010761,13296.552,[ 0.015  0.45  -2.449 -2.21  -0.994],99.25087,4902.767606086184,1.233047,100,0.8435197,0.010010761,120.15455,-119.04118,0.42275837,0.987388,10.0,490.37,9800,6.958008e-05,0.074941866,0.01233047,0.0007494186,1.0075479
-269.87067,9.996935,-33.05236,0.008410506,99,99.664894,3821840,2.84729,5890.494969129562,1.0073627,624.9079,[ 0.015  0.447 -2.453 -2.208 -0.996],99.55769,4961.933500119238,1.1267469,100,0.8410506,0.010073627,27.12316,-32.876705,0.42136744,0.24891055,10.0,496.28,9900,-8.605957e-05,0.05841219,0.011267468,0.00058412185,1.0044427
-718.36444,9.99604,-87.981415,0.007951035,100,99.09003,3871224,7.538025,5960.933887004852,1.000847,4073.4177,[ 0.015  0.449 -2.46  -2.207 -0.998],99.17834,4937.31927283125,1.3139584,100,0.79510355,0.010008471,72.205635,-87.490456,0.42048633,0.8545624,10.0,493.84,10000,-9.338379e-05,0.09590994,0.013139584,0.0009590993,1.0082847
-972.95404,9.9966545,-119.16194,0.008425194,101,99.713066,3920515,10.426636,6032.13224029541,1.0176197,9500.963,[ 0.014  0.446 -2.463 -2.205 -0.998],99.72227,4928.166802215323,1.1453218,100,0.8425194,0.010176196,97.9058,-118.97544,0.41934386,0.3524214,10.0,492.91,10100,0.00010375977,0.05458782,0.011453218,0.0005458782,1.0027851
-43.081177,9.996971,-5.276454,0.0037800276,102,97.97957,3970314,0.55529785,6103.474374294281,1.0181992,2.810012,[ 0.015  0.446 -2.464 -2.207 -1.   ],97.212875,4979.039554843832,1.3110032,100,0.37800276,0.010181992,4.330885,-5.074384,0.41967776,0.2770639,10.0,497.99,10200,-0.00010864258,0.14621286,0.013110031,0.0014621286,1.0286703
-983.2682,9.996431,-120.42534,0.009765242,103,99.9935,4019771,10.101013,6173.1270315647125,1.0008909,9860.385,[ 0.019  0.447 -2.464 -2.207 -0.999],99.99496,4944.714102987508,1.0187299,100,0.97652423,0.010008909,98.82288,-120.417366,0.41952887,0.010944873,10.0,494.57,10300,-7.202148e-05,0.008059513,0.010187299,8.059513e-05,1.0000504
-0.43371582,0.016992569,-0.05302696,0.01,104,100.0,4069771,0.111816406,6243.415863037109,1.0,0.007444279,[ 0.019  0.447 -2.464 -2.207 -0.999],100.0,4999.25226501899,1.0,100,1.0,0.009999999,0.08584774,-0.05302696,0.41952887,9.216415e-05,10.0,500.0,10400,9.2163085e-05,,0.01,9.313226e-10,1.0
-0.22247314,0.0155620575,-0.027234469,0.01,105,100.0,4119771,0.107666016,6313.641392469406,1.0,0.0064874017,[ 0.019  0.447 -2.464 -2.207 -0.999],100.0,4999.230726910084,1.0,100,1.0,0.009999999,0.08014067,-0.027234469,0.41952887,1.2816396e-05,10.0,500.0,10500,1.2817382e-05,,0.01,9.313226e-10,1.0
-959.5027,9.996546,-117.51457,0.008210437,106,99.405396,4168861,13.995544,6382.555940389633,1.0113137,10148.306,[ 0.019  0.447 -2.464 -2.207 -0.999],99.466965,4908.050248787393,1.2752192,100,0.8210438,0.010113137,104.898254,-116.85979,0.41821888,0.969279,10.0,490.9,10600,3.3569337e-05,0.07821564,0.012752192,0.0007821564,1.0053589
-976.68854,9.996485,-119.61943,0.007281657,107,99.18248,4217903,16.675476,6452.062541246414,0.99319166,12322.327,[ 0.018  0.449 -2.471 -2.21  -1.001],99.07767,4903.23695527429,1.2003835,100,0.7281657,0.009931916,118.239044,-118.69324,0.41732758,1.4816734,10.0,490.42,10700,-6.1035155e-07,0.0901708,0.012003835,0.000901708,1.0093092
-971.9138,9.99618,-119.03465,0.008491024,108,99.714195,4266578,21.453674,6521.187041044235,1.0027611,18828.447,[ 0.019  0.453 -2.475 -2.213 -1.002],99.72927,4866.467438471522,1.1455644,100,0.8491025,0.01002761,137.8692,-118.77595,0.41652793,0.42015636,10.0,486.75,10800,-1.2207031e-06,0.05368693,0.011455644,0.0005368693,1.0027146
-662.4734,9.996939,-81.13607,0.007257924,109,99.143295,4316118,6.828125,6592.398106813431,1.0022389,3116.1226,[ 0.018  0.452 -2.483 -2.211 -1.002],99.12889,4953.136790478113,1.2481507,100,0.7257924,0.010022389,66.58116,-80.35212,0.4165996,1.1396903,10.0,495.4,10900,2.5634765e-05,0.09316549,0.012481507,0.0009316548,1.0087876
-973.4297,9.997,-119.22037,0.00952613,110,99.97853,4365620,9.950012,6663.873089790344,1.0032954,9671.249,[ 0.017  0.452 -2.505 -2.213 -1.002],99.97426,4949.351493219804,1.0288413,100,0.952613,0.010032955,97.8334,-119.20473,0.4164135,0.030923545,10.0,495.02,11000,-5.6152345e-05,0.0147077385,0.010288413,0.00014707739,1.0002575
-963.3636,9.995762,-117.98747,0.009317452,111,99.9283,4413917,29.996765,6731.670942544937,1.0005322,28071.463,[ 0.017  0.452 -2.505 -2.213 -1.003],99.92837,4828.572731564706,1.080424,100,0.93174523,0.010005321,167.17961,-117.89245,0.4163366,0.1372906,10.0,482.97,11100,-7.3242186e-06,0.026800979,0.01080424,0.00026800984,1.0007168
-962.4278,9.9959545,-117.872856,0.008287689,112,99.42446,4462120,30.942932,6801.053666591644,1.0271518,28558.414,[ 0.017  0.452 -2.507 -2.211 -1.003],99.418274,4819.218881365687,1.247512,100,0.82876885,0.0102715185,168.05739,-117.29922,0.4163332,0.9179807,10.0,482.03,11200,3.0517579e-06,0.07814934,0.01247512,0.0007814934,1.0058513
-973.4276,9.9967,-119.22012,0.009464432,113,99.937836,4511606,9.965149,6871.710143089294,1.0042119,9578.194,[ 0.017  0.456 -2.511 -2.216 -1.003],99.93569,4947.673888586401,1.0747774,100,0.9464432,0.010042118,97.83327,-119.16987,0.416351,0.08853048,10.0,494.86,11300,-6.591797e-05,0.025048353,0.010747774,0.0002504835,1.0006435
-965.7226,9.994608,-118.27635,0.008022962,114,98.60589,4559856,27.645264,6940.835985183716,1.0138632,23178.434,[ 0.017  0.457 -2.514 -2.217 -1.003],99.27582,4823.596185671554,1.4176549,100,0.8022962,0.010138632,155.12013,-117.62731,0.41689655,1.0796809,10.0,482.5,11400,3.0517578e-05,0.12055271,0.014176548,0.0012055271,1.0072947
-973.0959,9.995964,-119.17943,0.009618995,115,99.97054,4608629,20.268188,7010.672449588776,1.0023822,19520.69,[ 0.016  0.453 -2.518 -2.214 -1.002],99.97768,4876.213820378884,1.0713172,100,0.96189946,0.010023821,139.02838,-119.15771,0.41723624,0.03501612,10.0,487.73,11500,-4.272461e-06,0.017209856,0.010713172,0.00017209856,1.0002233
-0.28100586,0.017483711,-0.034433752,0.01,116,100.0,4658629,0.10546875,7080.64772772789,1.0,0.0076365354,[ 0.016  0.453 -2.519 -2.214 -1.002],100.0,4999.285357909773,1.0,100,1.0,0.009999999,0.08694924,-0.034433752,0.41723624,-1.7700717e-05,10.0,500.0,11600,-1.7700195e-05,,0.01,9.313226e-10,1.0
-975.9988,9.99588,-119.535034,0.007503105,117,99.03514,4707292,17.360962,7149.101603031158,1.0197676,12799.116,[ 0.016  0.453 -2.519 -2.214 -1.002],99.07086,4865.193778345858,1.2328169,100,0.7503105,0.010197675,117.56695,-118.72408,0.41586643,1.3700976,10.0,486.63,11700,-7.6904296e-05,0.10065544,0.012328169,0.0010065542,1.0093786
-478.57184,9.9973545,-58.612846,0.008194235,118,99.36672,4756864,4.9261475,7219.712312936783,1.007299,1871.5743,[ 0.015  0.458 -2.523 -2.216 -1.003],99.40946,4956.432893816522,1.2232122,100,0.81942356,0.010072989,48.098343,-58.23636,0.41479954,0.55031407,10.0,495.72,11800,-5.4931643e-06,0.08041419,0.012232122,0.0008041419,1.0059404
-983.2877,9.996582,-120.42762,0.009213702,119,99.96851,4806346,10.074463,7290.414190292358,1.0035695,9858.9,[ 0.016  0.454 -2.53  -2.212 -1.004],99.97539,4947.245906144405,1.0505702,100,0.9213702,0.010035695,98.82431,-120.40272,0.415045,0.039766073,10.0,494.82,11900,4.5166016e-05,0.01780841,0.010505702,0.0001780841,1.0002462
-973.39435,9.996845,-119.21588,0.008590626,120,99.83293,4855348,19.980957,7359.653153419495,1.0076796,19459.25,[ 0.016  0.453 -2.529 -2.211 -1.004],99.84616,4899.319882157052,1.1111938,100,0.85906255,0.010076796,139.05638,-119.11312,0.41383684,0.19465798,10.0,490.02,12000,0.000100708006,0.04122257,0.011111937,0.00041222564,1.0015408
-662.52637,9.997141,-81.14256,0.006798955,121,98.80462,4904888,6.807556,7429.589647769928,1.010204,3222.5764,[ 0.016  0.453 -2.529 -2.21  -1.005],98.830475,4953.181683268017,1.3814323,100,0.6798955,0.010102041,66.58647,-80.52292,0.41342676,1.0983485,10.0,495.4,12100,1.7700195e-05,0.11111533,0.013814323,0.0011111534,1.0118337
-689.9445,9.9972,-84.500534,0.008483628,122,99.6416,4954424,7.081299,7500.7133531570435,0.99189705,4074.3718,[ 0.015  0.449 -2.541 -2.203 -1.005],99.61423,4952.799216970912,1.2037404,100,0.8483628,0.00991897,69.34209,-84.127426,0.41274628,0.536647,10.0,495.36,12200,6.652832e-05,0.059488907,0.012037403,0.00059488905,1.0038726
-0.21734619,0.016554832,-0.026608989,0.01,123,100.0,5004424,0.101989746,7572.084273099899,1.0,0.0051150555,[ 0.014  0.448 -2.546 -2.203 -1.006],100.0,4999.340939266349,1.0,100,1.0,0.009999999,0.07116112,-0.026608989,0.41274628,1.0375137e-05,10.0,500.0,12300,1.0375977e-05,,0.01,9.313226e-10,1.0
-21.13684,9.99737,-2.5886672,0.005253728,124,97.69348,5054281,0.31835938,7642.394585609436,0.99041533,1.2880601,[ 0.014  0.448 -2.546 -2.203 -1.006],97.3726,4984.931903581059,1.2931814,100,0.5253728,0.009904153,2.1259403,-2.5250611,0.41171366,0.098356016,10.0,498.57,12400,5.6762696e-05,0.15218231,0.0129318135,0.001521823,1.026983
-0.28515625,0.014490128,-0.03493108,0.01,125,100.0,5104281,0.111450195,7712.212906599045,1.0,0.0055062324,[ 0.018  0.448 -2.546 -2.202 -1.007],100.0,4999.2810547876625,1.0,100,1.0,0.009999999,0.07383204,-0.03493108,0.41171366,-6.7148358e-06,10.0,500.0,12500,-6.713867e-06,,0.01,9.313226e-10,1.0
-973.4395,9.997162,-119.22142,0.009334587,126,99.93583,5153783,9.938782,7781.918385267258,1.0045519,9595.892,[ 0.018  0.448 -2.546 -2.202 -1.007],99.93024,4949.389677396521,1.0592778,100,0.9334587,0.010045517,97.834404,-119.18082,0.4113025,0.08229956,10.0,495.02,12600,8.728027e-05,0.02546225,0.010592777,0.0002546225,1.0006981
-982.8679,9.99692,-120.376274,0.009586985,127,99.94547,5203077,10.505859,7852.559703588486,1.0024005,9813.787,[ 0.018  0.448 -2.546 -2.201 -1.008],99.945,4928.526312690287,1.0967249,100,0.9586985,0.0100240065,98.89012,-120.34312,0.41086468,0.066244125,10.0,492.94,12700,-1.953125e-05,0.02340886,0.010967248,0.00023408857,1.0005503
-966.43506,9.996557,-118.36355,0.0076526934,128,99.25113,5251615,26.937805,7921.1207909584045,1.0185101,23335.773,[ 0.018  0.448 -2.546 -2.201 -1.008],99.22514,4852.857126772221,1.1789505,100,0.76526934,0.010185101,154.4926,-117.74935,0.40868998,1.0755374,10.0,485.38,12800,9.521484e-05,0.0884713,0.011789505,0.000884713,1.007809
-963.5488,9.996843,-118.010216,0.009220593,129,99.91203,5301015,9.953064,7991.729419231415,1.0036876,9355.733,[ 0.018  0.444 -2.55  -2.197 -1.01 ],99.92826,4939.109992710547,1.0680205,100,0.9220593,0.010036876,96.84776,-117.96172,0.40812466,0.090779305,10.0,494.0,12900,-5.7373047e-05,0.02978047,0.010680204,0.00029780474,1.0007179
-979.3932,9.997,-119.950645,0.0077083097,130,99.18943,5350108,13.972107,8061.948356389999,1.0180345,10719.208,[ 0.017  0.445 -2.551 -2.198 -1.011],99.10087,4908.451233710424,1.3512764,100,0.770831,0.010180346,105.961075,-119.318954,0.4063437,1.1746521,10.0,490.93,13000,3.7841797e-05,0.09202868,0.013512764,0.0009202867,1.0090729
-0.20843506,0.017345428,-0.025480982,0.01,131,100.0,5400108,0.11352539,8133.982131719589,1.0,0.0063816863,[ 0.016  0.446 -2.559 -2.199 -1.013],100.0,4999.3287967012875,1.0,100,1.0,0.009999999,0.07948503,-0.025480982,0.4063437,4.69971e-05,10.0,500.0,13100,4.699707e-05,,0.01,9.313226e-10,1.0
-0.3151245,0.014492035,-0.038643543,0.01,132,100.0,5450108,0.10473633,8204.506163358688,1.0,0.007618573,[ 0.016  0.446 -2.559 -2.199 -1.013],100.0,4999.339561397891,1.0,100,1.0,0.009999999,0.08684692,-0.038643543,0.4063437,-4.8828544e-05,10.0,500.0,13200,-4.8828126e-05,,0.01,9.313226e-10,1.0
-682.99994,9.997305,-83.65002,0.008392341,133,99.400505,5499645,7.008606,8274.563688755035,1.0072563,4006.4116,[ 0.016  0.446 -2.559 -2.199 -1.013],99.42075,4952.922021775032,1.2637053,100,0.8392342,0.010072562,68.644135,-83.26625,0.40517503,0.62714493,10.0,495.37,13300,5.0048828e-05,0.0782252,0.012637053,0.000782252,1.0058262
-0.2619629,0.017400742,-0.03208316,0.01,134,100.0,5549645,0.10809326,8345.740022659302,1.0,0.0066201035,[ 0.014  0.447 -2.564 -2.201 -1.014],100.0,4999.311305973733,1.0,100,1.0,0.009999999,0.080956176,-0.03208316,0.40517503,6.0989987e-07,10.0,500.0,13400,6.1035155e-07,,0.01,9.313226e-10,1.0
-972.4783,9.996574,-119.10368,0.009188002,135,99.93559,5598811,10.908997,8415.41994023323,0.99710566,9659.796,[ 0.014  0.447 -2.564 -2.201 -1.014],99.954056,4915.644879387095,1.0586988,100,0.91880023,0.009971056,98.15432,-119.05263,0.4045414,0.07851857,10.0,491.66,13500,9.643555e-05,0.025311535,0.010586987,0.00025311534,1.0004597
-697.0729,9.997274,-85.37366,0.007960585,136,99.4041,5648346,7.1418457,8485.667238235474,0.99236107,3784.43,[ 0.015  0.447 -2.564 -2.201 -1.014],99.24292,4952.7101924733215,1.2407136,100,0.79605854,0.009923611,70.05851,-84.85201,0.40356436,0.84664625,10.0,495.35,13600,-1.0986329e-05,0.07683437,0.012407136,0.0007683438,1.0076286
-983.2793,9.996954,-120.42668,0.009644508,137,99.982056,5697794,10.088623,8556.24918270111,1.0014826,9838.068,[ 0.014  0.444 -2.572 -2.199 -1.015],99.98863,4943.929867376592,1.0354291,100,0.96445084,0.010014826,98.824425,-120.40329,0.40330142,0.03018099,10.0,494.48,13700,-4.1503907e-05,0.013421434,0.010354291,0.00013421434,1.0001137
-973.4507,9.997335,-119.222855,0.009278391,138,99.8972,5747296,9.944153,8626.35478067398,1.0102764,9632.075,[ 0.014  0.444 -2.572 -2.199 -1.016],99.88815,4949.4286382781165,1.1083612,100,0.92783904,0.010102763,97.83551,-119.16848,0.40290648,0.12112382,10.0,495.02,13800,2.380371e-05,0.03240664,0.011083612,0.0003240664,1.0011197
-8.328125,9.997574,-1.0200464,0.01,139,100.0,5797215,0.18029785,8696.586718082428,1.0,0.71183753,[ 0.014  0.442 -2.572 -2.199 -1.016],100.0,4991.178174156792,1.0,100,1.0,0.009999999,0.8394755,-1.0200464,0.40290648,-6.3471496e-05,10.0,499.19,13900,-6.347656e-05,,0.01,9.313226e-10,1.0
-655.84467,9.997173,-80.324234,0.008379358,140,99.43837,5846756,6.730896,8766.492228031158,1.0066644,3620.1067,[ 0.014  0.442 -2.572 -2.199 -1.016],99.446365,4953.291821756678,1.2105823,100,0.8379358,0.010066645,65.914925,-79.88782,0.4024373,0.6597091,10.0,495.41,14000,9.155274e-06,0.07565348,0.012105823,0.00075653475,1.0055672
-966.665,9.996342,-118.391846,0.0063394145,141,97.94677,5895296,26.709595,8835.77605676651,1.0169479,21065.63,[ 0.013  0.445 -2.578 -2.2   -1.016],98.24058,4853.01145127876,1.3713729,100,0.6339415,0.010169479,152.69641,-117.1632,0.39916518,2.284059,10.0,485.4,14100,-4.8828126e-05,0.1472384,0.013713729,0.0014723841,1.0179093
-943.8821,9.99538,-115.60143,0.007944545,142,98.98018,5942697,49.49414,8903.948936223984,1.0277925,46828.12,[ 0.013  0.441 -2.591 -2.197 -1.02 ],98.9657,4738.897196566797,1.3701212,100,0.79445446,0.010277924,214.7156,-114.86391,0.40079933,1.3400838,10.0,474.01,14200,5.0048828e-05,0.10432552,0.013701212,0.0010432552,1.0104511
-983.2989,9.996975,-120.42904,0.009700323,143,99.98117,5992160,10.07019,8974.87144780159,1.0020325,9864.234,[ 0.013  0.447 -2.598 -2.203 -1.018],99.98696,4945.439189492317,1.0442941,100,0.97003233,0.010020324,98.82579,-120.41625,0.40039217,0.02062273,10.0,494.63,14300,-9.765625e-06,0.013747287,0.0104429405,0.00013747286,1.0001304
-4.275757,9.9973755,-0.52367175,0.01,144,100.0,6042111,0.15881348,9045.345563650131,1.0,0.19301103,[ 0.013  0.446 -2.598 -2.203 -1.019],100.0,4994.329355613038,1.0,100,1.0,0.009999999,0.43712804,-0.52367175,0.40039217,-6.07688e-07,10.0,499.51,14400,-6.1035155e-07,,0.01,9.313226e-10,1.0
-432.14813,9.997362,-52.927147,0.0068944553,145,98.020515,6091693,4.4727783,9114.98430943489,1.0172815,914.8813,[ 0.013  0.446 -2.598 -2.203 -1.019],97.61355,4957.437815291593,1.4236752,100,0.68944556,0.010172815,43.43259,-52.135532,0.39768583,1.4346606,10.0,495.82,14500,-2.2583008e-05,0.14456344,0.014236751,0.0014456343,1.0244479
-9.10144,9.996956,-1.1146424,0.0034167496,146,96.06425,6141538,0.27459717,9186.25959944725,1.0255646,0.18767078,[ 0.012  0.451 -2.618 -2.21  -1.021],95.77895,4983.62559942951,1.4154313,100,0.34167498,0.010255646,1.130047,-1.038632,0.39851397,0.10036009,10.0,498.45,14600,5.1879884e-05,0.20758545,0.014154312,0.0020758545,1.0440707
