Weights,InitialReturnMin,EmpiricalD2,MeanEntropy,EpRewMean,MaxD2w0t,StdIW,MaxIW,InitialReturnStd,InitialReturnMean,MinIW,ReturnMeanIW,MeanIW,J_sample_variance,InitialBound,MeanD2w0t,MinD2w0t,ReturnStepMaxmin,EpThisIter,StdD2w0t,ReturnStepMax,Iteration,Bound,EpisodesSoFar,EntropyCoefficient,TimestepsSoFar,TimeElapsed,InitialReturnMax,EpLenMean
[-0.004  0.578 -3.152 -2.082 -1.03 ],-0.18927002,1.0,0.3890666,4999.510703982191,1.0,,1.0,0.0791607,5.493164e-05,1.0,-0.040624868,1.0,0.006597148,-272.1025,1.0,1.0,0.018828392,20,,10.0,164,-272.1025,3280,,1315096,1837.8402032852173,0.0748291,500.0
[-0.004  0.578 -3.152 -2.082 -1.03 ],-0.15856934,1.0,0.3890666,4999.46210925089,1.0,,1.0,0.066448934,2.4414063e-05,1.0,-0.04404811,1.0,0.0046495697,-272.10593,1.0,1.0,0.012880325,20,,10.0,165,-272.10593,3300,,1325096,1850.7382068634033,0.08099365,500.0
[-0.004  0.578 -3.152 -2.082 -1.03 ],-0.06378174,1.0,0.3890666,4999.500539353807,1.0,,1.0,0.035700504,-1.8310548e-05,1.0,-0.024314439,1.0,0.0013420439,-272.0862,1.0,1.0,0.011802673,20,,10.0,166,-272.0862,3320,,1335096,1863.2489640712738,0.06500244,500.0
[-0.004  0.578 -3.152 -2.082 -1.03 ],-0.06781006,1.0,0.3890666,4999.535526567533,1.0,,1.0,0.0332342,-2.746582e-05,1.0,-0.016609346,1.0,0.0011630586,-272.0785,1.0,1.0,0.009676933,20,,10.0,167,-272.0785,3340,,1345096,1877.6637885570526,0.05230713,500.0
[-0.004  0.578 -3.152 -2.082 -1.03 ],-0.11077881,1.0,0.3890666,4999.520825083629,1.0,,1.0,0.049168475,,1.0,-0.033485997,1.0,0.0025462108,-272.09537,1.0,1.0,0.017992973,20,,10.0,168,-272.09537,3360,,1355096,1889.961466550827,0.06896973,500.0
[-0.004  0.578 -3.152 -2.082 -1.03 ],-934.14966,1.0332177,0.38817704,4750.012812142835,1.0394655,0.15601172,1.6296096,214.30864,-1.5258789e-05,0.6367746,-47.8627,1.0031114,45952.742,-321.15714,0.9669537,,9.995878,20,0.22159152,10.0,169,-320.40918,3380,,1364598,1902.5659818649292,49.24463,475.1
[-0.004  0.57  -3.137 -2.066 -1.031],-0.090148926,1.0,0.38817704,4999.539634547833,1.0,,1.0,0.03547882,,1.0,-0.011265206,1.0,0.0013240033,-272.07315,1.0,1.0,0.01096344,20,,10.0,170,-272.07315,3400,,1374598,1915.7607102394104,0.040893555,500.0
[-0.004  0.57  -3.137 -2.066 -1.031],-0.13165283,1.0,0.38817704,4999.50409741619,1.0,,1.0,0.053213622,-3.3569337e-05,1.0,-0.016917277,1.0,0.0029806546,-272.0788,1.0,1.0,0.0138607025,20,,10.0,171,-272.0788,3420,,1384598,1927.868343114853,0.045959473,500.0
[-0.004  0.57  -3.137 -2.066 -1.031],-0.067993164,1.0,0.38817704,4999.537403660497,1.0,,1.0,0.036927965,-5.1879884e-05,1.0,-0.019630551,1.0,0.0014351766,-272.0815,1.0,1.0,0.015189171,20,,10.0,172,-272.0815,3440,,1394598,1940.6024188995361,0.05230713,500.0
[-0.004  0.57  -3.137 -2.066 -1.031],-8.0234375,1.0221382,0.38808596,4958.537319847734,1.1044964,0.1021019,1.1710539,1.8413326,-4.5776367e-05,0.42913333,-0.119016685,0.9705793,0.7611296,-272.4071,0.9997244,,9.996159,20,0.09135695,10.0,173,-272.25754,3460,,1404517,1953.9353122711182,0.48272705,495.95
[-7.203e-04  5.684e-01 -3.138e+00 -2.064e+00 -1.031e+00],-0.14440918,1.0,0.38808596,4999.473042838295,1.0,,1.0,0.06763804,5.493164e-05,1.0,-0.0342922,1.0,0.004819156,-272.0962,1.0,1.0,0.017291069,20,,10.0,174,-272.0962,3480,,1414517,1967.5653114318848,0.073913574,500.0
[-7.203e-04  5.684e-01 -3.138e+00 -2.064e+00 -1.031e+00],-0.14770508,1.0,0.38808596,4999.530710436186,1.0,,1.0,0.057762727,2.4414063e-05,1.0,-0.030748943,1.0,0.0035114877,-272.09265,1.0,1.0,0.015242577,20,,10.0,175,-272.09265,3500,,1424517,1981.0956614017487,0.069885254,500.0
[-7.203e-04  5.684e-01 -3.138e+00 -2.064e+00 -1.031e+00],-0.0925293,1.0,0.38808596,4999.529451271463,1.0,,1.0,0.040478542,3.0517579e-06,1.0,-0.015313501,1.0,0.0017263219,-272.0772,1.0,1.0,0.009894371,20,,10.0,176,-272.0772,3520,,1434517,1993.742891073227,0.05847168,500.0
[-7.203e-04  5.684e-01 -3.138e+00 -2.064e+00 -1.031e+00],-0.08996582,1.0,0.38808596,4999.5398449707645,1.0,,1.0,0.036740154,-2.4414063e-05,1.0,-0.024716493,1.0,0.0014199183,-272.0866,1.0,1.0,0.015199661,20,,10.0,177,-272.0866,3540,,1444517,2004.715725183487,0.05517578,500.0
[-7.203e-04  5.684e-01 -3.138e+00 -2.064e+00 -1.031e+00],-11.117554,1.0169369,0.38821602,4948.471616626007,1.0483693,0.086804986,1.1265568,2.5513396,-2.746582e-05,0.49681228,-0.23178855,0.9842303,1.7572666,-272.58105,0.9969333,,9.99588,20,0.101096645,10.0,178,-272.38147,3560,,1454416,2016.780114889145,0.66186523,494.95
[ 2.336e-03  5.678e-01 -3.139e+00 -2.063e+00 -1.031e+00],-0.12658691,1.0,0.38821602,4999.495690108624,1.0,,1.0,0.060720555,-5.1879884e-05,1.0,-0.03702908,1.0,0.0038810095,-272.0989,1.0,1.0,0.014011383,20,,10.0,179,-272.0989,3580,,1464416,2029.6285409927368,0.072021484,500.0
[ 2.336e-03  5.678e-01 -3.139e+00 -2.063e+00 -1.031e+00],-0.10015869,1.0,0.38821602,4999.509416510287,1.0,,1.0,0.046575747,-6.1035156e-05,1.0,-0.027394017,1.0,0.0022841427,-272.0893,1.0,1.0,0.015737534,20,,10.0,180,-272.0893,3600,,1474416,2041.5339841842651,0.067871094,500.0
[ 2.336e-03  5.678e-01 -3.139e+00 -2.063e+00 -1.031e+00],-0.08660889,1.0,0.38821602,4999.522947815996,1.0,,1.0,0.03849083,-4.5776367e-05,1.0,-0.031345613,1.0,0.0015579971,-272.09323,1.0,1.0,0.011097908,20,,10.0,181,-272.09323,3620,,1484416,2054.327339887619,0.0725708,500.0
[ 2.336e-03  5.678e-01 -3.139e+00 -2.063e+00 -1.031e+00],-0.12780762,1.0,0.38821602,4999.491264642309,1.0,,1.0,0.048739485,-3.967285e-05,1.0,-0.03122364,1.0,0.0025009918,-272.0931,1.0,1.0,0.017461777,20,,10.0,182,-272.0931,3640,,1494416,2065.4790613651276,0.06298828,500.0
[ 2.336e-03  5.678e-01 -3.139e+00 -2.063e+00 -1.031e+00],-0.14154053,1.0,0.38821602,4999.548343478604,1.0,,1.0,0.04300698,3.967285e-05,1.0,-0.014668246,1.0,0.0019477473,-272.07657,1.0,1.0,0.011418343,20,,10.0,183,-272.07657,3660,,1504416,2078.1521513462067,0.04168701,500.0
[ 2.336e-03  5.678e-01 -3.139e+00 -2.063e+00 -1.031e+00],-0.19628906,1.0,0.38821602,4999.511242909499,1.0,,1.0,0.057859432,1.8310548e-05,1.0,-0.024101181,1.0,0.003521048,-272.086,1.0,1.0,0.017220497,20,,10.0,184,-272.086,3680,,1514416,2090.478812456131,0.059143066,500.0
[ 2.336e-03  5.678e-01 -3.139e+00 -2.063e+00 -1.031e+00],-943.6201,1.004966,0.3870914,4749.481108431787,1.0078077,0.06145615,1.1705226,216.48132,2.4414063e-05,0.84023637,-49.437325,0.9904765,49012.1,-321.65988,0.952687,,9.995745,20,0.2183369,10.0,185,-321.5812,3700,,1523917,2104.383921146393,49.75537,475.05
[ 1.800e-03  5.642e-01 -3.139e+00 -2.058e+00 -1.032e+00],-0.14886475,1.0,0.3870914,4999.497498795967,1.0,,1.0,0.05508748,-3.0517578e-05,1.0,-0.022709752,1.0,0.003194279,-272.0846,1.0,1.0,0.017223358,20,,10.0,186,-272.0846,3720,,1533917,2117.0955114364624,0.06402588,500.0
[ 1.800e-03  5.642e-01 -3.139e+00 -2.058e+00 -1.032e+00],-943.6295,1.0024216,0.38845864,4749.491537789816,1.0031404,0.033046965,1.1021258,216.48346,-4.5776367e-05,0.86087865,-49.50624,1.004943,49164.484,-321.65256,0.95132315,,9.995785,20,0.21801984,10.0,187,-321.6045,3740,,1543418,2130.3310079574585,49.731323,475.05
[ 1.463e-03  5.628e-01 -3.139e+00 -2.056e+00 -1.030e+00],-0.1694336,1.0,0.38845864,4999.491664167121,1.0,,1.0,0.056536943,6.1035156e-05,1.0,-0.019552518,1.0,0.0033670084,-272.08145,1.0,1.0,0.016036987,20,,10.0,188,-272.08145,3760,,1553418,2143.052334547043,0.057922363,500.0
[ 1.463e-03  5.628e-01 -3.139e+00 -2.056e+00 -1.030e+00],-0.12322998,1.0,0.38845864,4999.518688971362,1.0,,1.0,0.038977325,2.4414063e-05,1.0,-0.0098436745,1.0,0.0015986182,-272.07175,1.0,1.0,0.012910843,20,,10.0,189,-272.07175,3780,,1563418,2157.4203832149506,0.048461914,500.0
[ 1.463e-03  5.628e-01 -3.139e+00 -2.056e+00 -1.030e+00],-943.6244,1.0048764,0.3885743,4749.523406412341,1.0067316,0.04913027,1.1396911,216.48232,3.6621095e-05,0.8710777,-49.38958,0.9923123,48908.473,-321.66473,0.9526457,,9.995928,20,0.21832703,10.0,190,-321.5434,3800,,1572919,2168.4952030181885,49.736023,475.05
[ 1.198e-03  5.585e-01 -3.139e+00 -2.049e+00 -1.030e+00],-0.12670898,1.0,0.3885743,4999.522292652066,1.0,,1.0,0.05800742,7.324219e-05,1.0,-0.036724895,1.0,0.0035445425,-272.0986,1.0,1.0,0.016409874,20,,10.0,191,-272.0986,3820,,1582919,2183.4930686950684,0.06451416,500.0
[ 1.198e-03  5.585e-01 -3.139e+00 -2.049e+00 -1.030e+00],-0.15753174,1.0,0.3885743,4999.514268033327,1.0,,1.0,0.05399233,4.5776367e-05,1.0,-0.022619678,1.0,0.0030696886,-272.0845,1.0,1.0,0.016137123,20,,10.0,192,-272.0845,3840,,1592919,2194.0628600120544,0.06427002,500.0
[ 1.198e-03  5.585e-01 -3.139e+00 -2.049e+00 -1.030e+00],-0.1519165,1.0,0.3885743,4999.48944076162,1.0,,1.0,0.050089244,7.019043e-05,1.0,-0.019022077,1.0,0.0026430225,-272.0809,1.0,1.0,0.014643669,20,,10.0,193,-272.0809,3860,,1602919,2205.4953582286835,0.06085205,500.0
[ 1.198e-03  5.585e-01 -3.139e+00 -2.049e+00 -1.030e+00],-10.048584,1.0137571,0.3884663,4951.968067463492,1.071637,0.083922654,1.1638595,2.3065658,,0.4999762,-0.2616632,1.0177518,1.965948,-272.5399,0.9955305,,9.995876,20,0.097254224,10.0,194,-272.4048,3880,,1612825,2217.0898468494415,0.618103,495.3
[ 0.005  0.558 -3.14  -2.049 -1.03 ],-0.097473145,1.0,0.3884663,4999.454410019595,1.0,,1.0,0.051972292,-4.272461e-05,1.0,-0.044065826,1.0,0.002840465,-272.10596,1.0,1.0,0.016212463,20,,10.0,195,-272.10596,3900,,1622825,2228.206522703171,0.089538574,500.0
[ 0.005  0.558 -3.14  -2.049 -1.03 ],-0.17877197,1.0,0.3884663,4999.4678432797355,1.0,,1.0,0.060523756,6.1035157e-06,1.0,-0.02998631,1.0,0.0038565616,-272.0919,1.0,1.0,0.015073776,20,,10.0,196,-272.0919,3920,,1632825,2238.6366176605225,0.068725586,500.0
[ 0.005  0.558 -3.14  -2.049 -1.03 ],-0.13690186,1.0,0.3884663,4999.473063836487,1.0,,1.0,0.0529851,6.1035156e-05,1.0,-0.037926316,1.0,0.0029535855,-272.09982,1.0,1.0,0.012747765,20,,10.0,197,-272.09982,3940,,1642825,2250.1238646507263,0.07196045,500.0
[ 0.005  0.558 -3.14  -2.049 -1.03 ],-0.08734131,1.0,0.3884663,4999.512178886256,1.0,,1.0,0.037277322,2.746582e-05,1.0,-0.017179182,1.0,0.0014635738,-272.07907,1.0,1.0,0.0110569,20,,10.0,198,-272.07907,3960,,1652825,2265.248565196991,0.051452637,500.0
[ 0.005  0.558 -3.14  -2.049 -1.03 ],-0.108947754,1.0,0.3884663,4999.476464672332,1.0,,1.0,0.046055842,3.0517579e-06,1.0,-0.038610477,1.0,0.0022341884,-272.1005,1.0,1.0,0.015916824,20,,10.0,199,-272.1005,3980,,1662825,2279.4038383960724,0.07562256,500.0
[ 0.005  0.558 -3.14  -2.049 -1.03 ],-0.18371582,1.0,0.3884663,4999.532586148183,1.0,,1.0,0.059391666,-3.3569337e-05,1.0,-0.021166502,1.0,0.0037134197,-272.08307,1.0,1.0,0.0172472,20,,10.0,200,-272.08307,4000,,1672825,2289.9890716075897,0.06341553,500.0
[ 0.005  0.558 -3.14  -2.049 -1.03 ],-0.14251709,1.0,0.3884663,4999.452485155938,1.0,,1.0,0.06321232,1.8310548e-05,1.0,-0.035796907,1.0,0.004210443,-272.0977,1.0,1.0,0.016160965,20,,10.0,201,-272.0977,4020,,1682825,2304.2691056728363,0.07562256,500.0
[ 0.005  0.558 -3.14  -2.049 -1.03 ],-0.07659912,1.0,0.3884663,4999.52255854276,1.0,,1.0,0.045444563,3.0517579e-06,1.0,-0.020514606,1.0,0.0021722857,-272.0824,1.0,1.0,0.012070656,20,,10.0,202,-272.0824,4040,,1692825,2318.055097579956,0.059509277,500.0
[ 0.005  0.558 -3.14  -2.049 -1.03 ],-0.09906006,1.0,0.3884663,4999.520263278266,1.0,,1.0,0.042790145,-6.1035157e-06,1.0,-0.018183311,1.0,0.0019275531,-272.08008,1.0,1.0,0.009665489,20,,10.0,203,-272.08008,4060,,1702825,2330.518171072006,0.055358887,500.0
[ 0.005  0.558 -3.14  -2.049 -1.03 ],-0.14526367,1.0,0.3884663,4999.522451926809,1.0,,1.0,0.05763499,1.2207031e-05,1.0,-0.022326738,1.0,0.003497045,-272.08423,1.0,1.0,0.010812759,20,,10.0,204,-272.08423,4080,,1712825,2343.983773946762,0.06274414,500.0
[ 0.005  0.558 -3.14  -2.049 -1.03 ],-943.6456,1.0131972,0.3862065,4749.564406704312,1.0199789,0.07505406,1.2946329,216.48714,-4.5776367e-05,0.8037364,-49.09412,1.0026717,48352.094,-321.65237,0.9566706,,9.996105,20,0.21928081,10.0,205,-321.37793,4100,,1722326,2357.2974784374237,49.722473,475.05
[ 0.004  0.551 -3.138 -2.042 -1.033],-0.07611084,1.0,0.3862065,4999.508354380441,1.0,,1.0,0.04499448,2.4414063e-05,1.0,-0.027886687,1.0,0.0021301026,-272.08978,1.0,1.0,0.011867523,20,,10.0,206,-272.08978,4120,,1732326,2371.2109394073486,0.05407715,500.0
[ 0.004  0.551 -3.138 -2.042 -1.033],-943.6193,1.0794238,0.37819648,4749.521531385334,1.0876976,0.2320678,1.8554952,216.48112,6.1035157e-06,0.48094916,-47.31386,0.95486933,44876.625,-321.66943,0.9894691,,9.99592,20,0.22797498,10.0,207,-320.4814,4140,,1741827,2382.4950001239777,49.734314,475.05
[ 2.576e-03  5.464e-01 -3.137e+00 -2.032e+00 -1.041e+00],-7.495117,1.0160344,0.37832648,4960.503253050445,1.0541648,0.095678754,1.1400924,1.7202953,1.8310548e-05,0.4296827,-0.10933011,0.9797868,0.70004994,-272.37863,0.9975138,,9.996019,20,0.0882705,10.0,208,-272.23517,4160,,1751750,2395.8465859889984,0.45367432,496.15
[ 0.005  0.546 -3.138 -2.031 -1.041],-0.10479736,1.0,0.37832648,4999.473185113548,1.0,,1.0,0.05663156,-3.0517579e-06,1.0,-0.035714786,1.0,0.0033772513,-272.0976,1.0,1.0,0.017107964,20,,10.0,209,-272.0976,4180,,1761750,2409.8971025943756,0.071899414,500.0
[ 0.005  0.546 -3.138 -2.031 -1.041],-934.15857,1.0686791,0.37091735,4750.027608599894,1.1345687,0.17509493,1.7948347,214.31067,-4.8828126e-05,0.5295932,-47.11955,0.9902663,44551.36,-321.1518,0.9822625,,9.995947,20,0.22599995,10.0,210,-319.97504,4200,,1771252,2421.480444908142,49.22711,475.1
[ 2.061e-03  5.473e-01 -3.123e+00 -2.033e+00 -1.048e+00],-0.16394043,1.0,0.37091735,4999.54100361815,1.0,,1.0,0.044895682,6.1035157e-06,1.0,-0.016344918,1.0,0.0021224327,-272.07825,1.0,1.0,0.013305664,20,,10.0,211,-272.07825,4220,,1781252,2436.3783764839172,0.03930664,500.0
[ 2.061e-03  5.473e-01 -3.123e+00 -2.033e+00 -1.048e+00],-0.09527588,1.0,0.37091735,4999.539461690925,1.0,,1.0,0.038071424,9.155274e-06,1.0,-0.027687972,1.0,0.0015267112,-272.08957,1.0,1.0,0.012054443,20,,10.0,212,-272.08957,4240,,1791252,2449.0483577251434,0.062072754,500.0
[ 2.061e-03  5.473e-01 -3.123e+00 -2.033e+00 -1.048e+00],-0.05834961,1.0,0.37091735,4999.536364028051,1.0,,1.0,0.028158562,3.6621095e-05,1.0,-0.01722897,1.0,0.00083482463,-272.07913,1.0,1.0,0.012066841,20,,10.0,213,-272.07913,4260,,1801252,2461.8525700569153,0.044433594,500.0
[ 2.061e-03  5.473e-01 -3.123e+00 -2.033e+00 -1.048e+00],-0.1305542,1.0,0.37091735,4999.491542838996,1.0,,1.0,0.05245335,1.5258789e-05,1.0,-0.035944253,1.0,0.002896722,-272.09784,1.0,1.0,0.012785912,20,,10.0,214,-272.09784,4280,,1811252,2475.13304066658,0.07141113,500.0
[ 2.061e-03  5.473e-01 -3.123e+00 -2.033e+00 -1.048e+00],-5.874634,1.0096323,0.37088057,4966.516017656381,1.0690017,0.08494921,1.1276206,1.3485785,9.155274e-06,0.48871323,-0.08453519,0.9987258,0.46240953,-272.3039,0.99703497,,9.996075,20,0.08093292,10.0,215,-272.19876,4300,,1821187,2489.1980414390564,0.3649292,496.75
[ 0.005  0.547 -3.123 -2.033 -1.048],-0.14031982,1.0,0.37088057,4999.486316282143,1.0,,1.0,0.05494437,0.00010375977,1.0,-0.04188552,1.0,0.0031795448,-272.1038,1.0,1.0,0.015821457,20,,10.0,216,-272.1038,4320,,1831187,2503.0724363327026,0.07897949,500.0
[ 0.005  0.547 -3.123 -2.033 -1.048],-0.14776611,1.0,0.37088057,4999.516287273405,1.0,,1.0,0.050354715,3.0517579e-06,1.0,-0.027833207,1.0,0.0026719833,-272.08972,1.0,1.0,0.013258934,20,,10.0,217,-272.08972,4340,,1841187,2517.454883337021,0.058776855,500.0
[ 0.005  0.547 -3.123 -2.033 -1.048],-934.1622,1.0336802,0.3707356,4750.0271312119685,1.0412967,0.10876075,1.3786683,214.31151,2.746582e-05,0.6849818,-47.94241,0.98634124,46120.41,-321.14792,0.9670289,,9.995943,20,0.22161096,10.0,218,-320.4993,4360,,1850689,2528.7078359127045,49.226746,475.1
[ 0.005  0.54  -3.115 -2.017 -1.048],-0.15002441,1.0,0.3707356,4999.488741555285,1.0,,1.0,0.05159752,-9.155274e-06,1.0,-0.038773667,1.0,0.0028012008,-272.10068,1.0,1.0,0.01595974,20,,10.0,219,-272.10068,4380,,1860689,2540.742446899414,0.07714844,500.0
[ 0.005  0.54  -3.115 -2.017 -1.048],-0.15020752,1.0,0.3707356,4999.4650440361365,1.0,,1.0,0.07229075,3.0517578e-05,1.0,-0.042876806,1.0,0.0055030044,-272.10477,1.0,1.0,0.013757706,20,,10.0,220,-272.10477,4400,,1870689,2553.8829641342163,0.09643555,500.0
[ 0.005  0.54  -3.115 -2.017 -1.048],-0.09698486,1.0,0.3707356,4999.5428319479015,1.0,,1.0,0.04995189,,1.0,-0.028741702,1.0,0.0026302114,-272.09064,1.0,1.0,0.0132369995,20,,10.0,221,-272.09064,4420,,1880689,2565.6644792556763,0.053649902,500.0
[ 0.005  0.54  -3.115 -2.017 -1.048],-934.1572,1.3070885,0.35443994,4750.042568047365,1.3474681,0.33703634,2.6847792,214.31038,-2.746582e-05,0.3960525,-39.821968,1.0681813,31841.996,-321.15363,1.0962871,,9.996004,20,0.26693305,10.0,222,-315.7132,4440,,1890191,2576.353248357773,49.23706,475.1
[ 2.882e-03  5.371e-01 -3.098e+00 -2.007e+00 -1.064e+00],-0.12902832,1.0,0.35443994,4999.541659458385,1.0,,1.0,0.04286832,9.155274e-06,1.0,-0.03460012,1.0,0.0019348362,-272.0965,1.0,1.0,0.012765884,20,,10.0,223,-272.0965,4460,,1900191,2592.3310866355896,0.059570312,500.0
[ 2.882e-03  5.371e-01 -3.098e+00 -2.007e+00 -1.064e+00],-0.121520996,1.0,0.35443994,4999.518289169843,1.0,,1.0,0.05110138,-3.0517579e-06,1.0,-0.029085463,1.0,0.0027475278,-272.09097,1.0,1.0,0.013629913,20,,10.0,224,-272.09097,4480,,1910191,2605.0749781131744,0.05908203,500.0
[ 2.882e-03  5.371e-01 -3.098e+00 -2.007e+00 -1.064e+00],-0.113464355,1.0,0.35443994,4999.519836408263,1.0,,1.0,0.041881055,-5.1879884e-05,1.0,-0.03253351,1.0,0.0018470745,-272.09442,1.0,1.0,0.011612892,20,,10.0,225,-272.09442,4500,,1920191,2616.667043685913,0.04864502,500.0
[ 2.882e-03  5.371e-01 -3.098e+00 -2.007e+00 -1.064e+00],-0.09588623,1.0,0.35443994,4999.53438592631,1.0,,1.0,0.04377247,3.0517578e-05,1.0,-0.031912066,1.0,0.0020173076,-272.0938,1.0,1.0,0.0136089325,20,,10.0,226,-272.0938,4520,,1930191,2629.2381958961487,0.070007324,500.0
[ 2.882e-03  5.371e-01 -3.098e+00 -2.007e+00 -1.064e+00],-0.1184082,1.0,0.35443994,4999.537012222509,1.0,,1.0,0.056457568,-5.493164e-05,1.0,-0.034461446,1.0,0.0033560556,-272.09634,1.0,1.0,0.0119895935,20,,10.0,227,-272.09634,4540,,1940191,2640.0880794525146,0.068115234,500.0
[ 2.882e-03  5.371e-01 -3.098e+00 -2.007e+00 -1.064e+00],-0.13635254,1.0,0.35443994,4999.525657511502,1.0,,1.0,0.06726448,3.3569337e-05,1.0,-0.03763623,1.0,0.004761686,-272.09952,1.0,1.0,0.017386436,20,,10.0,228,-272.09952,4560,,1950191,2652.5339000225067,0.07287598,500.0
[ 2.882e-03  5.371e-01 -3.098e+00 -2.007e+00 -1.064e+00],-0.09765625,1.0,0.35443994,4999.522887801488,1.0,,1.0,0.0493071,4.8828126e-05,1.0,-0.03517091,1.0,0.0025576116,-272.09705,1.0,1.0,0.013661385,20,,10.0,229,-272.09705,4580,,1960191,2666.0150895118713,0.07281494,500.0
[ 2.882e-03  5.371e-01 -3.098e+00 -2.007e+00 -1.064e+00],-0.09411621,1.0,0.35443994,4999.52033810675,1.0,,1.0,0.04240969,-1.5258789e-05,1.0,-0.021929124,1.0,0.0018933218,-272.08383,1.0,1.0,0.01733017,20,,10.0,230,-272.08383,4600,,1970191,2680.368875026703,0.06616211,500.0
[ 2.882e-03  5.371e-01 -3.098e+00 -2.007e+00 -1.064e+00],-0.21160889,1.0,0.35443994,4999.538317637688,1.0,,1.0,0.06589862,6.713867e-05,1.0,-0.030968089,1.0,0.004569631,-272.09286,1.0,1.0,0.01807499,20,,10.0,231,-272.09286,4620,,1980191,2691.7050569057465,0.07067871,500.0
[ 2.882e-03  5.371e-01 -3.098e+00 -2.007e+00 -1.064e+00],-3.6574097,1.007191,0.35452327,4976.5183799504075,1.030643,0.066409275,1.0976832,0.8401234,-3.6621095e-05,0.5631708,-0.04235187,0.9983006,0.23994955,-272.18735,0.99795437,,9.996096,20,0.0671815,10.0,232,-272.13284,4640,,1990146,2703.644668340683,0.2592163,497.75
[ 0.005  0.537 -3.098 -2.008 -1.064],-0.1541748,1.0,0.35452327,4999.5258223598885,1.0,,1.0,0.057052664,-1.8310548e-05,1.0,-0.017936468,1.0,0.0034257602,-272.07983,1.0,1.0,0.01110363,20,,10.0,233,-272.07983,4660,,2000146,2716.1722660064697,0.047302246,500.0
[ 0.005  0.537 -3.098 -2.008 -1.064],-934.16156,1.149194,0.34934154,4750.052235709696,1.1731958,0.23771523,1.9165981,214.31137,-1.5258789e-05,0.3487947,-42.354427,0.92401916,36004.76,-321.15305,1.0226418,,9.996046,20,0.23828194,10.0,234,-316.40765,4680,,2009648,2728.0886945724487,49.229675,475.1
[ 0.004  0.541 -3.142 -2.03  -1.07 ],-0.12963867,1.0,0.34934154,4999.550998173241,1.0,,1.0,0.04587801,-3.3569337e-05,1.0,-0.031441253,1.0,0.0022158558,-272.09332,1.0,1.0,0.015043259,20,,10.0,235,-272.09332,4700,,2019648,2742.6545763015747,0.046875,500.0
[ 0.004  0.541 -3.142 -2.03  -1.07 ],-0.105773926,1.0,0.34934154,4999.541800800818,1.0,,1.0,0.057818078,3.0517579e-06,1.0,-0.038805988,1.0,0.0035179297,-272.1007,1.0,1.0,0.018418312,20,,10.0,236,-272.1007,4720,,2029648,2757.6683356761932,0.070007324,500.0
[ 0.004  0.541 -3.142 -2.03  -1.07 ],-0.10723877,1.0,0.34934154,4999.5425189715115,1.0,,1.0,0.04057799,6.713867e-05,1.0,-0.023525788,1.0,0.0017352288,-272.08542,1.0,1.0,0.016277313,20,,10.0,237,-272.08542,4740,,2039648,2769.9367384910583,0.058532715,500.0
[ 0.004  0.541 -3.142 -2.03  -1.07 ],-0.113708496,1.0,0.34934154,4999.50954005373,1.0,,1.0,0.04726075,2.4414063e-05,1.0,-0.039258685,1.0,0.002352417,-272.10114,1.0,1.0,0.013512611,20,,10.0,238,-272.10114,4760,,2049648,2780.057656288147,0.055725098,500.0
[ 0.004  0.541 -3.142 -2.03  -1.07 ],-0.1003418,1.0,0.34934154,4999.5770198854625,1.0,,1.0,0.03064726,-6.408691e-05,1.0,-0.013834916,1.0,0.0009879405,-272.0757,1.0,1.0,0.014228821,20,,10.0,239,-272.0757,4780,,2059648,2792.055092573166,0.033996582,500.0
[ 0.004  0.541 -3.142 -2.03  -1.07 ],-0.137146,1.0,0.34934154,4999.518789907745,1.0,,1.0,0.04752187,2.746582e-05,1.0,-0.024977995,1.0,0.0023786495,-272.08685,1.0,1.0,0.015940666,20,,10.0,240,-272.08685,4800,,2069648,2803.877723455429,0.052001953,500.0
[ 0.004  0.541 -3.142 -2.03  -1.07 ],-0.1340332,1.0,0.34934154,4999.5202823501095,1.0,,1.0,0.056584846,1.2207031e-05,1.0,-0.037659805,1.0,0.0033680373,-272.09955,1.0,1.0,0.014521599,20,,10.0,241,-272.09955,4820,,2079648,2815.758624792099,0.06427002,500.0
[ 0.004  0.541 -3.142 -2.03  -1.07 ],-0.15960693,1.0,0.34934154,4999.538949733601,1.0,,1.0,0.051302478,9.155274e-06,1.0,-0.019325487,1.0,0.0027714262,-272.0812,1.0,1.0,0.014489174,20,,10.0,242,-272.0812,4840,,2089648,2830.7313120365143,0.053588867,500.0
[ 0.004  0.541 -3.142 -2.03  -1.07 ],-0.20709229,1.0,0.34934154,4999.52990836394,1.0,,1.0,0.06665962,5.1879884e-05,1.0,-0.033869274,1.0,0.0046748286,-272.09576,1.0,1.0,0.015415192,20,,10.0,243,-272.09576,4860,,2099648,2845.341808080673,0.06555176,500.0
[ 0.004  0.541 -3.142 -2.03  -1.07 ],-0.09918213,1.0,0.34934154,4999.573151159395,1.0,,1.0,0.041948926,-6.1035157e-06,1.0,-0.017991027,1.0,0.0018506588,-272.0799,1.0,1.0,0.013332367,20,,10.0,244,-272.0799,4880,,2109648,2859.5518317222595,0.046325684,500.0
