eRenyi2,AvgDiscRet,MaxNormIw,Bound,AvgVanillaIw,J,ESSClassic,VarDiscRet,MinNormIw,AvgNormIw,MaxVanillaIw,MinVanillaIw,BatchSize,VarRet,AvgEpLen,VarVanillaIw,ESSRenyi,VarJ,VarNormIw,AvgRet
3367.8513,335.6479942728299,1.0,185.95663,0.3933356,637.4698,1.0,31678.904132859552,,0.01,39.33356,,100,125104.62113117626,46.75,15.471288,0.029692522189107295,,0.010000002,457.4299988486175
2.4731224,647.6364102032246,0.05769008,552.6519,1.1337072,723.1976,38.78856829596931,12755.060240764484,5.4713368e-08,0.01,6.5403657,6.2028935e-06,100,106692.84535235519,110.01,2.0487802,40.43471592236288,102.4496,0.00015940194,1089.7210665259254
1.6032856,720.3304878083483,0.034926996,653.76904,0.9859624,748.2794,60.08460043017063,6263.5686231771215,0.0001315512,0.01,3.4436705,0.012970454,100,88235.79883027461,132.0,0.65232307,62.37192116724888,91.87364,6.710301e-05,1309.9060020059835
1.7281083,732.8702760541927,0.08420447,666.8451,1.1020755,763.42035,45.55411774449352,6163.051395078654,7.4028186e-08,0.01,9.279968,8.158465e-06,100,92502.97096485863,136.8,1.4663074,57.86674409266341,80.42894,0.00012072641,1358.013025973576
1.7268305,747.7588637671502,0.040462058,684.88947,0.8945337,774.6776,56.84899566703329,5587.987529282796,5.6061333e-07,0.010000002,3.6194673,5.0148752e-05,100,92624.27590595077,142.54,0.6135164,57.90956380166266,77.38467,7.667128e-05,1415.3962024732166
1.2921313,758.5981746021521,0.025463238,688.1858,1.0266275,775.6223,77.08404091517374,7009.293828356697,0.0004834493,0.01,2.6141262,0.049632236,100,128729.54253265506,148.54,0.31649303,77.39151557824977,86.95921,3.0028817e-05,1476.569523274467
1.284552,773.0000788956286,0.027407002,715.4882,0.92813003,788.75775,76.90889398190322,4676.195776374498,0.00019699898,0.009999999,2.5437262,0.018284068,100,99992.18106897482,153.22,0.26124668,77.84815383417522,76.57119,3.032726e-05,1523.455284599468
1.7906536,791.6903495431294,0.03842067,734.56506,1.0045606,817.33563,50.295182671309355,4613.5351198099115,7.859008e-06,0.010000002,3.8595889,0.000789485,100,97889.44543476893,161.92,1.0073702,55.84553079400158,65.194016,9.982444e-05,1610.7708714811288
1.473741,796.8277683684714,0.0816283,744.8142,1.1369765,812.708,46.63165905184011,3824.80578274668,0.0025622156,0.009999998,9.280946,0.29131788,100,87544.95666735318,163.79,1.4944133,67.85452552352103,71.708664,0.000115602634,1629.9657424395532
6.313804,807.7931892433453,0.102445595,759.98724,1.3644359,843.1756,19.522028112083675,3231.030872311757,6.8475704e-20,0.009999998,13.9780445,9.343071e-18,100,77874.84841405011,168.92,7.752168,15.838311995454726,44.622185,0.000416406,1681.1684160921163
3.0280042,823.2870480860755,0.058558345,780.51666,1.0348336,846.0915,31.708945221580027,2586.208578201229,2.0030997e-13,0.01,6.059814,2.0728747e-11,100,67746.8457500699,176.69,2.329635,33.025053600800604,45.492344,0.00021754387,1760.5820744930209
