Var_J,entloss,ev_tdlam_before,TimestepsSoFar,optimgain,DiscEpRewMean,SampleRenyi2,EpLenMean,Step_size,surrgain,entropy,EpRewMean,meankl,EpisodesSoFar,TimeElapsed,EpThisIter,J_hat
72.37515258789062,,-0.00810050964355,50000,0.00908874,-119.384696296,inf,500.0,1.0,0.00908874,8.41528,-326.820050691,0.00787589,100,69.2701141834259,100,-102.44856262207031
32.08333969116211,,0.313811004162,100000,0.0110719,-107.710308012,inf,500.0,1.0,0.0110719,8.31548,-297.010711828,0.00801383,200,136.502916097641,100,-88.17455291748047
5.977790355682373,,0.363579213619,150000,0.00976784,-92.3015686161,inf,500.0,1.0,0.00976784,8.2107,-265.678875117,0.00771585,300,195.1530728340149,100,-67.2096176147461
4.754185199737549,,0.426266610622,200000,0.00994884,-86.098359533,inf,500.0,1.0,0.00994884,8.10963,-251.604064286,0.0079472,400,262.5669367313385,100,-78.16485595703125
9.856587409973145,,0.442884206772,250000,0.0115304,-78.2252041049,inf,500.0,1.0,0.0115304,7.97655,-229.634885438,0.00828943,500,327.0702419281006,100,-54.002113342285156
34.545318603515625,,0.487677872181,300000,0.00927321,-73.5491561569,inf,500.0,1.0,0.00927321,7.85279,-213.43594419,0.00738984,600,386.02130699157715,100,-58.21453094482422
2.506614923477173,,0.485468029976,350000,0.00990283,-66.3771119893,inf,500.0,1.0,0.00990283,7.71511,-193.760015133,0.00768346,700,456.6564636230469,100,-51.624481201171875
1.6299501657485962,,0.500260382891,400000,0.0103508,-57.6756555583,inf,500.0,1.0,0.0103508,7.58171,-164.819341558,0.00753371,800,525.6902680397034,100,-29.240150451660156
95.19092559814453,,0.532507717609,450000,0.0106928,-53.2941380503,inf,500.0,1.0,0.0106928,7.47156,-155.471603525,0.00745203,900,596.1404192447662,100,-31.029621124267578
7.168619155883789,,0.529226213694,500000,0.0105094,-44.7750960752,inf,500.0,1.0,0.0105094,7.36684,-129.998279191,0.00728492,1000,667.810781955719,100,-31.860986709594727
20.223876953125,,0.498413980007,550000,0.0104266,-37.2745024755,inf,500.0,1.0,0.0104266,7.26569,-108.527971795,0.00698785,1100,736.0143563747406,100,-28.389463424682617
3.926358938217163,,0.456136524677,600000,0.0122145,-35.2035794725,inf,500.0,1.0,0.0122145,7.16371,-91.7759230979,0.0077582,1200,805.8939075469971,100,-13.727622985839844
37.39751052856445,,0.470776796341,650000,0.0112824,-24.3976991934,inf,500.0,1.0,0.0112824,7.08955,-72.4223889815,0.00691996,1300,875.8967990875244,100,-13.454937934875488
72.41287994384766,,0.507705569267,700000,0.0111625,-23.7072047708,inf,500.0,1.0,0.0111625,7.034,-60.0160328479,0.00664695,1400,947.017071723938,100,-1.3426982164382935
11.202546119689941,,0.540491372347,750000,0.0105173,-12.8669502678,inf,500.0,1.0,0.0105173,6.96232,-35.7965323185,0.00642604,1500,1016.2828812599182,100,4.722662448883057
2.812159299850464,,0.649481505156,800000,0.0122574,-7.73016561853,inf,500.0,1.0,0.0122574,6.86689,-21.6601949022,0.00691696,1600,1086.059077501297,100,13.810400009155273
41.92543411254883,,0.57835495472,850000,0.0126337,0.54872423129,inf,500.0,1.0,0.0126337,6.7824,2.39395180066,0.00711755,1700,1156.494253396988,100,4.209921836853027
13.871790885925293,,0.686416059732,900000,0.0127348,4.6402049091,inf,500.0,1.0,0.0127348,6.71521,10.3260146082,0.00671094,1800,1228.050751209259,100,17.040706634521484
33.68531036376953,,0.666682958603,950000,0.0133821,13.0264975373,inf,500.0,1.0,0.0133821,6.64026,38.5503887497,0.00663866,1900,1298.408711194992,100,39.39498519897461
45.03868865966797,,0.710263520479,1000000,0.0139907,20.4508159694,inf,500.0,1.0,0.0139907,6.56633,53.6337830719,0.00686685,2000,1371.472403049469,100,47.48453140258789
15.552332878112793,,0.785554111004,1050000,0.0127568,25.2907491305,inf,500.0,1.0,0.0127568,6.49337,69.125491141,0.00607556,2100,1442.2359879016876,100,50.36284255981445
6.7555365562438965,,0.610074877739,1100000,0.0138923,38.7129966716,inf,500.0,1.0,0.0138923,6.42345,107.807499828,0.0062798,2200,1513.6681435108185,100,53.6605339050293
