VarNormIw,IterType,VarVanillaIw,VarDiscRet,MinNormIw,AvgNormIw,VarRet,MaxNormIw,AvgVanillaIw,MinVanillaIw,ESSRenyi,eRenyi2,MaxVanillaIw,AvgRet,ESSClassic,EpsThisIter,VarJ,J,BatchSize,VanillaAvgRet,Delta,AvgEpLen,Bound,AvgDiscRet
0.0013034856,1,16.672682,10041.270214612372,2.227532e-15,0.01,10041.270214612372,0.25273144,1.1309662,2.5192633e-13,10.71865383874282,9.32953,28.583073,107.9389303763378,7.191911030090933,100,329.38663,325.3097,100,107.9389303763378,0.5,11.8,169.5725,107.9389303763378
0.0005242671,1,4.198799,181750.01174075005,5.0892264e-17,0.01,181750.01174075005,0.1498451,0.89492416,4.5544716e-15,18.474429305280548,5.412887,13.41,386.9606344467164,16.154450774307314,100,2391.6633,1054.6246,100,386.9606344467164,0.5,39.71,454.47113,386.9606344467164
0.0028814652,1,56.124058,1036914.0170078386,4.8329875e-26,0.01,1036914.0170078386,0.42115384,1.3956221,6.745024e-24,5.4742331356243845,18.267399,58.77716,780.9048446866419,3.3867872480143792,100,4871.428,4188.194,100,780.9048446866419,0.5,79.08,2051.1748,780.9048446866419
0.009468756,,inf,2619022.1777846334,1.1166039e-25,0.01,1036914.0170078386,0.9730255,1.5236747e+21,0.017013412,nan,nan,1.4825744e+23,780.9048446866419,,100,195.33926,325.49936,200,780.9048446866419,0.5,79.08,-inf,2032.9701586056813
0.0011204774,1,58.857983,815009.1830890159,6.617771e-36,0.005,815009.1830890159,0.35822946,1.1459644,1.516746e-33,8.17339084925626,24.469648,82.10364,791.8807046942377,4.3864456846012985,100,5594.6743,4201.791,200,791.8807046942377,0.5,80.2,2452.8755,791.8807046942377
3.5044917e-18,2,,3520071.2798421113,0.01,0.009999998,3520071.2798421113,0.01,1.0,1.0,200.0,1.0,1.0,2845.9792574436374,100.0,100,1866.7808,2845.979,200,2845.9792574436374,0.5,285.3,2345.9792,2845.9792574436374
0.00010379708,1,7.177087,3161547.0267929393,2.1338369e-18,0.005,3161547.0267929393,0.049581848,1.3147753,5.6110326e-16,33.418155435586115,5.984771,13.037799,2486.994308828526,38.977822509625156,100,940.9715,4717.9106,200,2486.994308828526,0.5,249.51,3852.9854,2486.994308828526
3.5044917e-18,2,,1040714.2778729505,0.01,0.009999998,1040714.2778729505,0.01,1.0,1.0,200.0,1.0,1.0,4606.096038869009,100.0,100,1015.04047,4606.096,200,4606.096038869009,0.5,460.83,4106.096,4606.096038869009
1.2615568e-05,1,0.5721193,1553085.0390453984,1.8409568e-05,0.005,1553085.0390453984,0.013165245,1.06478,0.003920428,125.39765800820825,1.5949261,2.803618,4433.883326379736,133.14695386742335,100,335.78043,4897.329,200,4433.883326379736,0.5,443.69,4450.825,4433.883326379736
3.5044917e-18,2,,296289.3002783307,0.01,0.009999998,296289.3002783307,0.01,1.0,1.0,200.0,1.0,1.0,4870.201881974256,100.0,100,541.5961,4870.202,200,4870.201881974256,0.5,487.15,4370.202,4870.201881974256
4.4407807e-06,1,0.18277894,316583.1107077717,0.00011550234,0.005,316583.1107077717,0.010499639,1.0143864,0.023432802,170.00943313725637,1.1764053,2.1301384,4885.163152404897,169.9606474808547,100,169.23672,4964.646,200,4885.163152404897,0.5,488.64,4581.1743,4885.163152404897
3.5044917e-18,2,,175627.01824744762,0.01,0.009999998,175627.01824744762,0.01,1.0,1.0,200.0,1.0,1.0,4895.848615112363,100.0,100,416.9781,4895.8486,200,4895.848615112363,0.5,489.7,4395.8486,4895.848615112363
1.9056286e-06,1,0.08058999,201606.49877027798,0.000905164,0.005,201606.49877027798,0.007313899,1.0282327,0.18614385,183.93004674659485,1.0873699,1.5040781,4954.692364736137,185.9005649420094,100,215.58348,4960.8096,200,4954.692364736137,0.5,495.52,4592.135,4954.692364736137
3.5044917e-18,2,,181346.83381779413,0.01,0.009999998,181346.83381779413,0.01,1.0,1.0,200.0,1.0,1.0,4923.4213059299045,100.0,100,423.71378,4923.4214,200,4923.4213059299045,0.5,492.43,4423.4214,4923.4213059299045
1.4076893e-06,1,0.05378972,576.3769192535848,0.00079396524,0.005,576.3769192535848,0.0063245744,0.9773863,0.15520215,190.59854693910196,1.049326,1.2363105,4997.20377084193,189.38928455266026,100,85.14849,4987.422,200,4997.20377084193,0.5,499.77,4625.254,4997.20377084193
3.5044917e-18,2,,30880.961429073286,0.01,0.009999998,30880.961429073286,0.01,1.0,1.0,200.0,1.0,1.0,4976.609349633882,100.0,100,174.84894,4976.6094,200,4976.609349633882,0.5,497.72,4476.6094,4976.609349633882
1.3283202e-06,1,0.05304705,115069.5225221686,0.00059146876,0.005,115069.5225221686,0.0064929766,0.9991927,0.11819825,191.2989461076861,1.0454841,1.297547,4948.058932963244,189.95747954478935,100,91.249985,4986.6963,200,4948.058932963244,0.5,494.89,4625.192,4948.058932963244
3.5044917e-18,2,,0.1496978983680529,0.01,0.009999998,0.1496978983680529,0.01,1.0,1.0,200.0,1.0,1.0,4999.634488380028,100.0,100,0.38498098,4999.635,200,4999.634488380028,0.5,500.0,4499.635,4999.634488380028
3.3513052e-09,1,0.00013391355,483.673557341314,0.0047566975,0.005,483.673557341314,0.005130684,0.99948287,0.9508475,199.97237110398893,1.0001382,1.0256062,4997.398347590864,199.97330005560846,100,14.797485,4998.5674,200,4997.398347590864,0.5,499.79,4644.9897,4997.398347590864
