AvgVanillaIw,ESSClassic,BatchSize,Bound,Delta,ESSRenyi,VanillaAvgRet,VarRet,J,VarJ,eRenyi2,EpsThisIter,MinNormIw,VarNormIw,IterType,VarDiscRet,MaxVanillaIw,AvgNormIw,MinVanillaIw,VarVanillaIw,MaxNormIw,AvgEpLen,AvgDiscRet,AvgRet
1.0,200.000000102,500,4487.57,0.8,500.0,4653.46590352,103.626511027,4652.68,10.0164,1.0,100,0.005,2.1793e-19,2,103.626511027,1.0,0.005,1.0,,0.005,500.0,4653.46590352,4653.46590352
1.0,299.999969474,500,4518.71,0.8,500.0,4655.32563276,69.8554621183,4653.56,9.56512,1.0,100,0.00333333,5.43914e-20,2,69.8554621183,1.0,0.00333333,1.0,,0.00333333,500.0,4655.32563276,4655.32563276
1.0,400.0,500,4536.52,0.8,500.0,4652.52889056,146.913841354,4653.3,10.2558,1.0,100,0.0025,5.4346e-20,2,146.913841354,1.0,0.0025,1.0,,0.0025,500.0,4652.52889056,4652.52889056
0.998528,499.10418959,500,4548.73,0.8,499.162588702,4652.3780993,183.234657057,4653.29,10.739,1.00168,100,0.00167679,7.19249e-09,1,183.234657057,1.11075,0.002,0.837163,0.00179283,0.00222478,500.0,4652.3780993,4652.3780993
1.0,100.0,500,4422.41,0.8,500.0,4655.92802574,88.1300870931,4655.93,9.34069,1.0,100,0.01,3.50449e-18,2,88.1300870931,1.0,0.01,1.0,,0.01,500.0,4655.92802574,4655.92802574
1.0,200.000000102,500,4489.85,0.8,500.0,4654.01369134,95.7266644955,4654.97,9.58775,1.0,100,0.005,2.1793e-19,2,95.7266644955,1.0,0.005,1.0,,0.005,500.0,4654.01369134,4654.01369134
1.0,299.999969474,500,4519.89,0.8,500.0,4654.30778222,121.227870015,4654.75,10.0691,1.0,100,0.00333333,5.43914e-20,2,121.227870015,1.0,0.00333333,1.0,,0.00333333,500.0,4654.30778222,4654.30778222
1.0,400.0,500,4538.2,0.8,500.0,4655.71254838,87.4681431409,4654.99,9.89251,1.0,100,0.0025,5.4346e-20,2,87.4681431409,1.0,0.0025,1.0,,0.0025,500.0,4655.71254838,4655.71254838
0.998471,498.6584578,500,4550.29,0.8,498.881167007,4653.11754846,128.711678459,4654.87,9.97752,1.00224,100,0.00162735,1.07836e-08,1,128.711678459,1.14371,0.002,0.812432,0.00268766,0.00229093,500.0,4653.11754846,4653.11754846
1.0,100.0,500,4398.8,0.8,500.0,4632.30812518,42092.8833087,4632.31,204.137,1.0,100,0.01,3.50449e-18,2,42092.8833087,1.0,0.01,1.0,,0.01,497.84,4632.30812518,4632.30812518
1.0,200.000000102,500,4478.33,0.8,500.0,4654.60470862,117.816911292,4643.46,144.978,1.0,100,0.005,2.1793e-19,2,117.816911292,1.0,0.005,1.0,,0.005,500.0,4654.60470862,4654.60470862
1.0,299.999969474,500,4511.05,0.8,500.0,4650.72676498,1577.73774371,4645.88,120.602,1.0,100,0.00333333,5.43914e-20,2,1577.73774371,1.0,0.00333333,1.0,,0.00333333,499.64,4650.72676498,4650.72676498
1.0,400.0,500,4527.48,0.8,500.0,4639.39728691,8845.12785004,4644.26,114.48,1.0,100,0.0025,5.4346e-20,2,8845.12785004,1.0,0.0025,1.0,,0.0025,498.37,4639.39728691,4639.39728691
0.995891,482.097022333,500,4545.12,0.8,483.815781748,4657.72296942,67.4683248077,4651.31,52.8541,1.03345,100,0.000737975,1.48842e-07,1,67.4683248077,1.41101,0.002,0.367471,0.0369052,0.00283366,500.0,4657.72296942,4657.72296942
1.0,100.0,500,4419.14,0.8,500.0,4652.62874468,161.057351155,4652.63,12.6272,1.0,100,0.01,3.50449e-18,2,161.057351155,1.0,0.01,1.0,,0.01,500.0,4652.62874468,4652.62874468
1.0,200.000000102,500,4488.73,0.8,500.0,4655.06092738,120.543374584,4653.84,11.8689,1.0,100,0.005,2.1793e-19,2,120.543374584,1.0,0.005,1.0,,0.005,500.0,4655.06092738,4655.06092738
1.0,299.999969474,500,4519.25,0.8,500.0,4654.58434821,94.2949569746,4654.09,11.1872,1.0,100,0.00333333,5.43914e-20,2,94.2949569746,1.0,0.00333333,1.0,,0.00333333,500.0,4654.58434821,4654.58434821
1.0,400.0,500,4537.52,0.8,500.0,4654.89838945,83.940083959,4654.29,10.7127,1.0,100,0.0025,5.4346e-20,2,83.940083959,1.0,0.0025,1.0,,0.0025,500.0,4654.89838945,4654.89838945
1.00241,499.02536874,500,4550.26,0.8,499.107585588,4655.87934491,88.0495514244,4654.81,10.04,1.00179,100,0.00160143,7.82787e-09,1,88.0495514244,1.09555,0.002,0.802647,0.00196643,0.00218582,500.0,4655.87934491,4655.87934491
1.0,100.0,500,4418.98,0.8,500.0,4652.50208534,163.299949123,4652.5,12.7148,1.0,100,0.01,3.50449e-18,2,163.299949123,1.0,0.01,1.0,,0.01,500.0,4652.50208534,4652.50208534
1.0,200.000000102,500,4488.47,0.8,500.0,4654.8434087,94.8778381096,4653.67,11.3652,1.0,100,0.005,2.1793e-19,2,94.8778381096,1.0,0.005,1.0,,0.005,500.0,4654.8434087,4654.8434087
1.0,299.999969474,500,4519.19,0.8,500.0,4654.890387,128.508586158,4654.08,11.3512,1.0,100,0.00333333,5.43914e-20,2,128.508586158,1.0,0.00333333,1.0,,0.00333333,500.0,4654.890387,4654.890387
1.0,400.0,500,4537.64,0.8,500.0,4655.59761329,81.9543952809,4654.46,10.833,1.0,100,0.0025,5.4346e-20,2,81.9543952809,1.0,0.0025,1.0,,0.0025,500.0,4655.59761329,4655.59761329
0.998982,499.171844388,500,4550.05,0.8,499.225982055,4654.4176501,98.4249714951,4654.61,10.3779,1.00155,100,0.00168322,6.65058e-09,1,98.4249714951,1.13595,0.002,0.840752,0.00165926,0.00227422,500.0,4654.4176501,4654.4176501
1.0,100.0,500,4420.92,0.8,500.0,4654.40474444,91.9018279243,4654.4,9.53852,1.0,100,0.01,3.50449e-18,2,91.9018279243,1.0,0.01,1.0,,0.01,500.0,4654.40474444,4654.40474444
1.0,200.000000102,500,4490.12,0.8,500.0,4656.14021872,78.5354545419,4655.27,9.22603,1.0,100,0.005,2.1793e-19,2,78.5354545419,1.0,0.005,1.0,,0.005,500.0,4656.14021872,4656.14021872
1.0,299.999969474,500,4520.61,0.8,500.0,4655.82889372,73.2216671199,4655.46,8.99879,1.0,100,0.00333333,5.43914e-20,2,73.2216671199,1.0,0.00333333,1.0,,0.00333333,500.0,4655.82889372,4655.82889372
1.0,400.0,500,4538.64,0.8,500.0,4655.33515589,137.483232249,4655.43,9.73466,1.0,100,0.0025,5.4346e-20,2,137.483232249,1.0,0.0025,1.0,,0.0025,500.0,4655.33515589,4655.33515589
1.0005,499.303954332,500,4551.02,0.8,499.374814713,4655.44761981,116.861962321,4655.56,9.73923,1.00125,100,0.00169212,5.58789e-09,1,116.861962321,1.11577,0.002,0.846483,0.00139837,0.00223043,500.0,4655.44761981,4655.44761981
1.0,100.0,500,4421.03,0.8,500.0,4654.50145297,80.8540111382,4654.5,8.94681,1.0,100,0.01,3.50449e-18,2,80.8540111382,1.0,0.01,1.0,,0.01,500.0,4654.50145297,4654.50145297
1.0,200.000000102,500,4482.21,0.8,500.0,4640.20898328,14393.4375291,4647.36,84.9461,1.0,100,0.005,2.1793e-19,2,14393.4375291,1.0,0.005,1.0,,0.005,498.76,4640.20898328,4640.20898328
1.0,299.999969474,500,4514.74,0.8,500.0,4654.01351719,118.462001043,4649.57,69.7102,1.0,100,0.00333333,5.43914e-20,2,118.462001043,1.0,0.00333333,1.0,,0.00333333,500.0,4654.01351719,4654.01351719
1.0,400.0,500,4534.1,0.8,500.0,4654.84946369,140.404216604,4650.89,60.7009,1.0,100,0.0025,5.4346e-20,2,140.404216604,1.0,0.0025,1.0,,0.0025,500.0,4654.84946369,4654.84946369
0.99802,494.772664102,500,4548.44,0.8,494.765643293,4656.52817938,65.3646676384,4653.46,26.4618,1.01058,100,0.000917834,4.2344e-08,1,65.3646676384,1.19298,0.002,0.458009,0.0105441,0.00239069,500.0,4656.52817938,4656.52817938
1.0,100.0,500,4422.04,0.8,500.0,4655.53993905,76.6447246437,4655.54,8.71082,1.0,100,0.01,3.50449e-18,2,76.6447246437,1.0,0.01,1.0,,0.01,500.0,4655.53993905,4655.53993905
1.0,200.000000102,500,4489.84,0.8,500.0,4654.42691887,93.409171277,4654.98,9.19165,1.0,100,0.005,2.1793e-19,2,93.409171277,1.0,0.005,1.0,,0.005,500.0,4654.42691887,4654.42691887
1.0,299.999969474,500,4519.85,0.8,500.0,4654.1644135,84.6493778272,4654.71,9.18737,1.0,100,0.00333333,5.43914e-20,2,84.6493778272,1.0,0.00333333,1.0,,0.00333333,500.0,4654.1644135,4654.1644135
1.0,400.0,500,4537.93,0.8,500.0,4654.76159858,78.5640140932,4654.72,9.09675,1.0,100,0.0025,5.4346e-20,2,78.5640140932,1.0,0.0025,1.0,,0.0025,500.0,4654.76159858,4654.76159858
0.998365,499.337262018,500,4550.32,0.8,499.370712304,4654.70606505,90.9680209052,4654.85,9.04725,1.00126,100,0.0017484,5.32105e-09,1,90.9680209052,1.09373,0.002,0.872769,0.00132591,0.00219105,500.0,4654.70606505,4654.70606505
1.0,100.0,500,4421.75,0.8,500.0,4655.30112141,102.246411438,4655.3,10.061,1.0,100,0.01,3.50449e-18,2,102.246411438,1.0,0.01,1.0,,0.01,500.0,4655.30112141,4655.30112141
1.0,200.000000102,500,4489.9,0.8,500.0,4654.7806197,74.9694422594,4655.04,9.36962,1.0,100,0.005,2.1793e-19,2,74.9694422594,1.0,0.005,1.0,,0.005,500.0,4654.7806197,4654.7806197
1.0,299.999969474,500,4520.49,0.8,500.0,4656.07492098,92.1717672917,4655.39,9.44356,1.0,100,0.00333333,5.43914e-20,2,92.1717672917,1.0,0.00333333,1.0,,0.00333333,500.0,4656.07492098,4656.07492098
1.0,400.0,500,4538.05,0.8,500.0,4653.34885688,105.44040566,4654.88,9.68297,1.0,100,0.0025,5.4346e-20,2,105.44040566,1.0,0.0025,1.0,,0.0025,500.0,4653.34885688,4653.34885688
1.00155,499.511218099,500,4550.55,0.8,499.479062281,4655.40132051,75.6652839533,4655.09,9.43498,1.00104,100,0.00169503,3.9233e-09,1,75.6652839533,1.0706,0.002,0.84883,0.000983869,0.00213789,500.0,4655.40132051,4655.40132051
1.0,100.0,500,4423.41,0.8,500.0,4656.87402533,80.4949573611,4656.87,8.92691,1.0,100,0.01,3.50449e-18,2,80.4949573611,1.0,0.01,1.0,,0.01,500.0,4656.87402533,4656.87402533
1.0,200.000000102,500,4490.89,0.8,500.0,4655.06289519,72.2849861711,4655.97,8.74333,1.0,100,0.005,2.1793e-19,2,72.2849861711,1.0,0.005,1.0,,0.005,500.0,4655.06289519,4655.06289519
1.0,299.999969474,500,4521.17,0.8,500.0,4655.94809248,72.8212282176,4655.96,8.65997,1.0,100,0.00333333,5.43914e-20,2,72.8212282176,1.0,0.00333333,1.0,,0.00333333,500.0,4655.94809248,4655.94809248
1.0,400.0,500,4538.87,0.8,500.0,4654.80300661,94.0663347405,4655.67,8.93194,1.0,100,0.0025,5.4346e-20,2,94.0663347405,1.0,0.0025,1.0,,0.0025,500.0,4654.80300661,4654.80300661
1.00058,499.440511524,500,4551.13,0.8,499.501427954,4655.08927191,92.8641356015,4655.65,8.98456,1.001,100,0.00172801,4.48932e-09,1,92.8641356015,1.07761,0.002,0.864508,0.00112364,0.00215396,500.0,4655.08927191,4655.08927191
1.0,100.0,500,4423.29,0.8,500.0,4656.79066235,89.4975908334,4656.79,9.41287,1.0,100,0.01,3.50449e-18,2,89.4975908334,1.0,0.01,1.0,,0.01,500.0,4656.79066235,4656.79066235
1.0,200.000000102,500,4491.32,0.8,500.0,4656.06633001,71.7853803251,4656.43,8.94238,1.0,100,0.005,2.1793e-19,2,71.7853803251,1.0,0.005,1.0,,0.005,500.0,4656.06633001,4656.06633001
1.0,299.999969474,500,4521.4,0.8,500.0,4655.9007384,92.6992595219,4656.25,9.16316,1.0,100,0.00333333,5.43914e-20,2,92.6992595219,1.0,0.00333333,1.0,,0.00333333,500.0,4655.9007384,4655.9007384
1.0,400.0,500,4539.48,0.8,500.0,4656.30333535,71.2587328338,4656.26,8.97828,1.0,100,0.0025,5.4346e-20,2,71.2587328338,1.0,0.0025,1.0,,0.0025,500.0,4656.30333535,4656.30333535
0.99957,499.297130392,500,4551.54,0.8,499.357454257,4654.57649391,103.030257764,4656.07,9.10164,1.00129,100,0.00171464,5.64062e-09,1,103.030257764,1.12126,0.002,0.856952,0.00140894,0.00224348,500.0,4654.57649391,4654.57649391
1.0,100.0,500,4421.56,0.8,500.0,4655.05874035,88.2226082013,4655.06,9.34559,1.0,100,0.01,3.50449e-18,2,88.2226082013,1.0,0.01,1.0,,0.01,500.0,4655.05874035,4655.05874035
1.0,200.000000102,500,4490.11,0.8,500.0,4655.50120962,148.372679404,4655.28,10.8242,1.0,100,0.005,2.1793e-19,2,148.372679404,1.0,0.005,1.0,,0.005,499.97,4655.50120962,4655.50120962
1.0,299.999969474,500,4520.81,0.8,500.0,4656.44637284,98.6425379454,4655.67,10.5339,1.0,100,0.00333333,5.43914e-20,2,98.6425379454,1.0,0.00333333,1.0,,0.00333333,500.0,4656.44637284,4656.44637284
1.0,400.0,500,4538.56,0.8,500.0,4654.41554299,76.0076108581,4655.36,10.1158,1.0,100,0.0025,5.4346e-20,2,76.0076108581,1.0,0.0025,1.0,,0.0025,500.0,4654.41554299,4654.41554299
1.00282,499.097708295,500,4551.02,0.8,499.173460083,4655.46482503,87.4444820455,4655.56,9.50675,1.00166,100,0.00163312,7.24657e-09,1,87.4444820455,1.12489,0.002,0.818865,0.00182189,0.00224344,500.0,4655.46482503,4655.46482503
1.0,100.0,500,4422.13,0.8,500.0,4655.63146389,80.0227387524,4655.63,8.90071,1.0,100,0.01,3.50449e-18,2,80.0227387524,1.0,0.01,1.0,,0.01,500.0,4655.63146389,4655.63146389
1.0,200.000000102,500,4491.14,0.8,500.0,4656.89772665,57.5425066425,4656.26,8.27622,1.0,100,0.005,2.1793e-19,2,57.5425066425,1.0,0.005,1.0,,0.005,500.0,4656.89772665,4656.89772665
1.0,299.999969474,500,4521.44,0.8,500.0,4656.41156666,105.296110466,4656.31,8.96751,1.0,100,0.00333333,5.43914e-20,2,105.296110466,1.0,0.00333333,1.0,,0.00333333,500.0,4656.41156666,4656.41156666
1.0,400.0,500,4539.2,0.8,500.0,4655.06664014,73.6249114772,4656.0,8.87839,1.0,100,0.0025,5.4346e-20,2,73.6249114772,1.0,0.0025,1.0,,0.0025,500.0,4655.06664014,4655.06664014
1.00088,499.324360241,500,4551.6,0.8,499.393722335,4656.06142932,92.8747745794,4656.14,8.91971,1.00121,100,0.00160149,5.4231e-09,1,92.8747745794,1.13453,0.002,0.80145,0.00135816,0.00226707,500.0,4656.06142932,4656.06142932
1.0,100.0,500,4421.89,0.8,500.0,4655.38644803,75.4315795223,4655.39,8.64161,1.0,100,0.01,3.50449e-18,2,75.4315795223,1.0,0.01,1.0,,0.01,500.0,4655.38644803,4655.38644803
1.0,200.000000102,500,4489.73,0.8,500.0,4654.2986826,70.1418024981,4654.84,8.50617,1.0,100,0.005,2.1793e-19,2,70.1418024981,1.0,0.005,1.0,,0.005,500.0,4654.2986826,4654.2986826
1.0,299.999969474,500,4520.83,0.8,500.0,4657.24551517,52.7815873546,4655.64,8.18155,1.0,100,0.00333333,5.43914e-20,2,52.7815873546,1.0,0.00333333,1.0,,0.00333333,500.0,4657.24551517,4657.24551517
1.0,400.0,500,4538.92,0.8,500.0,4655.75427755,79.8951027139,4655.67,8.36538,1.0,100,0.0025,5.4346e-20,2,79.8951027139,1.0,0.0025,1.0,,0.0025,500.0,4655.75427755,4655.75427755
1.00016,499.588166209,500,4551.55,0.8,499.607632746,4656.98806991,55.8516135987,4656.02,8.13177,1.00079,100,0.00165212,3.30327e-09,1,55.8516135987,1.05936,0.002,0.826196,0.000826086,0.00211838,500.0,4656.98806991,4656.98806991
1.0,100.0,500,4410.29,0.8,500.0,4643.70152197,12018.708563,4643.7,109.08,1.0,100,0.01,3.50449e-18,2,12018.708563,1.0,0.01,1.0,,0.01,498.88,4643.70152197,4643.70152197
1.0,200.000000102,500,4485.12,0.8,500.0,4656.90302,61.1091091142,4650.3,77.6085,1.0,100,0.005,2.1793e-19,2,61.1091091142,1.0,0.005,1.0,,0.005,500.0,4656.90302,4656.90302
1.0,299.999969474,500,4517.43,0.8,500.0,4656.39733461,87.9752079274,4652.33,63.6606,1.0,100,0.00333333,5.43914e-20,2,87.9752079274,1.0,0.00333333,1.0,,0.00333333,500.0,4656.39733461,4656.39733461
1.0,400.0,500,4536.21,0.8,500.0,4655.19523342,88.9061962744,4653.05,55.3448,1.0,100,0.0025,5.4346e-20,2,88.9061962744,1.0,0.0025,1.0,,0.0025,500.0,4655.19523342,4655.19523342
1.00323,495.055762871,500,4550.22,0.8,495.13161767,4655.82487654,108.310464793,4655.24,18.2821,1.00983,100,0.000649862,4.0027e-08,1,108.310464793,1.19343,0.002,0.325982,0.0100716,0.00237917,500.0,4655.82487654,4655.82487654
1.0,100.0,500,4422.98,0.8,500.0,4656.41547094,65.0178221691,4656.42,8.02294,1.0,100,0.01,3.50449e-18,2,65.0178221691,1.0,0.01,1.0,,0.01,500.0,4656.41547094,4656.41547094
1.0,200.000000102,500,4491.54,0.8,500.0,4656.82914902,95.8750165076,4656.62,8.92663,1.0,100,0.005,2.1793e-19,2,95.8750165076,1.0,0.005,1.0,,0.005,500.0,4656.82914902,4656.82914902
1.0,299.999969474,500,4521.16,0.8,500.0,4654.70111926,449.20531627,4655.98,14.219,1.0,100,0.00333333,5.43914e-20,2,449.20531627,1.0,0.00333333,1.0,,0.00333333,499.86,4654.70111926,4654.70111926
1.0,400.0,500,4539.12,0.8,500.0,4655.6480218,104.148372118,4655.9,13.3204,1.0,100,0.0025,5.4346e-20,2,104.148372118,1.0,0.0025,1.0,,0.0025,500.0,4655.6480218,4655.6480218
0.998363,498.909092148,500,4551.53,0.8,499.016079193,4655.74796947,97.7682437622,4656.08,12.1326,1.00197,100,0.00152653,8.76447e-09,1,97.7682437622,1.13507,0.002,0.762016,0.00218395,0.00227387,500.0,4655.74796947,4655.74796947
1.0,100.0,500,4422.89,0.8,500.0,4656.46595857,175.823572291,4656.47,13.1934,1.0,100,0.01,3.50449e-18,2,175.823572291,1.0,0.01,1.0,,0.01,500.0,4656.46595857,4656.46595857
1.0,200.000000102,500,4489.88,0.8,500.0,4653.61374123,131.063767564,4655.04,12.4074,1.0,100,0.005,2.1793e-19,2,131.063767564,1.0,0.005,1.0,,0.005,500.0,4653.61374123,4653.61374123
1.0,299.999969474,500,4520.49,0.8,500.0,4655.97269918,86.9775729718,4655.35,11.4684,1.0,100,0.00333333,5.43914e-20,2,86.9775729718,1.0,0.00333333,1.0,,0.00333333,500.0,4655.97269918,4655.97269918
1.0,400.0,500,4538.79,0.8,500.0,4656.2920261,63.3466967269,4655.59,10.6999,1.0,100,0.0025,5.4346e-20,2,63.3466967269,1.0,0.0025,1.0,,0.0025,500.0,4656.2920261,4656.2920261
0.998579,499.15128056,500,4551.21,0.8,499.183262553,4655.54076897,78.8758988297,4655.76,9.93497,1.00164,100,0.00165235,6.81507e-09,1,78.8758988297,1.14219,0.002,0.825003,0.00169893,0.00228762,500.0,4655.54076897,4655.54076897
1.0,100.0,500,4421.48,0.8,500.0,4654.97940409,78.2138622757,4654.98,8.79953,1.0,100,0.01,3.50449e-18,2,78.2138622757,1.0,0.01,1.0,,0.01,500.0,4654.97940409,4654.97940409
1.0,200.000000102,500,4490.11,0.8,500.0,4655.45142888,79.0674978734,4655.22,8.82665,1.0,100,0.005,2.1793e-19,2,79.0674978734,1.0,0.005,1.0,,0.005,500.0,4655.45142888,4655.45142888
1.0,299.999969474,500,4515.59,0.8,500.0,4640.80645981,22805.4025154,4650.41,87.3147,1.0,100,0.00333333,5.43914e-20,2,22805.4025154,1.0,0.00333333,1.0,,0.00333333,498.4,4640.80645981,4640.80645981
1.0,400.0,500,4535.07,0.8,500.0,4656.08122173,67.2883272932,4651.83,75.7666,1.0,100,0.0025,5.4346e-20,2,67.2883272932,1.0,0.0025,1.0,,0.0025,500.0,4656.08122173,4656.08122173
0.996592,492.292362046,500,4549.47,0.8,492.988470148,4655.64856048,97.2205584879,4654.64,26.5502,1.01422,100,0.000740745,6.27513e-08,1,97.2205584879,1.24747,0.002,0.36911,0.0155811,0.00250347,500.0,4655.64856048,4655.64856048
1.0,100.0,500,4422.33,0.8,500.0,4655.90668462,98.3545294182,4655.91,9.86767,1.0,100,0.01,3.50449e-18,2,98.3545294182,1.0,0.01,1.0,,0.01,500.0,4655.90668462,4655.90668462
1.0,200.000000102,500,4491.2,0.8,500.0,4656.81971282,90.5799733825,4656.36,9.68149,1.0,100,0.005,2.1793e-19,2,90.5799733825,1.0,0.005,1.0,,0.005,500.0,4656.81971282,4656.81971282
1.0,299.999969474,500,4521.31,0.8,500.0,4655.76354726,102.30185177,4656.16,9.81463,1.0,100,0.00333333,5.43914e-20,2,102.30185177,1.0,0.00333333,1.0,,0.00333333,500.0,4655.76354726,4655.76354726
1.0,400.0,500,4539.33,0.8,500.0,4655.96629444,77.5282047862,4656.11,9.56246,1.0,100,0.0025,5.4346e-20,2,77.5282047862,1.0,0.0025,1.0,,0.0025,500.0,4655.96629444,4655.96629444
1.00044,499.103479835,500,4551.81,0.8,499.23257779,4656.47729839,92.7566837332,4656.35,9.32303,1.00154,100,0.00163827,7.20028e-09,1,92.7566837332,1.10708,0.002,0.8195,0.00180166,0.00221318,500.0,4656.47729839,4656.47729839
1.0,100.0,500,4422.38,0.8,500.0,4655.87808129,102.702988723,4655.88,10.0835,1.0,100,0.01,3.50449e-18,2,102.702988723,1.0,0.01,1.0,,0.01,500.0,4655.87808129,4655.87808129
1.0,200.000000102,500,4490.39,0.8,500.0,4655.11150598,76.4463443758,4655.49,9.42476,1.0,100,0.005,2.1793e-19,2,76.4463443758,1.0,0.005,1.0,,0.005,500.0,4655.11150598,4655.11150598
1.0,299.999969474,500,4521.32,0.8,500.0,4657.50123396,82.6780647724,4656.16,9.34857,1.0,100,0.00333333,5.43914e-20,2,82.6780647724,1.0,0.00333333,1.0,,0.00333333,500.0,4657.50123396,4657.50123396
1.0,400.0,500,4539.29,0.8,500.0,4655.7750779,75.9582332876,4656.07,9.18558,1.0,100,0.0025,5.4346e-20,2,75.9582332876,1.0,0.0025,1.0,,0.0025,500.0,4655.7750779,4655.7750779
1.0041,499.064057168,500,4551.88,0.8,499.1365706,4656.97501617,71.1577413317,4656.41,8.79483,1.00173,100,0.00162846,7.5171e-09,1,71.1577413317,1.14844,0.002,0.817566,0.0018947,0.00228752,500.0,4656.97501617,4656.97501617
1.0,100.0,500,4424.41,0.8,500.0,4657.91658821,72.4601292771,4657.92,8.4697,1.0,100,0.01,3.50449e-18,2,72.4601292771,1.0,0.01,1.0,,0.01,500.0,4657.91658821,4657.91658821
1.0,200.000000102,500,4492.05,0.8,500.0,4656.48312919,79.41334085,4657.2,8.70008,1.0,100,0.005,2.1793e-19,2,79.41334085,1.0,0.005,1.0,,0.005,500.0,4656.48312919,4656.48312919
1.0,299.999969474,500,4522.05,0.8,500.0,4656.26526725,98.5893088767,4656.89,9.12082,1.0,100,0.00333333,5.43914e-20,2,98.5893088767,1.0,0.00333333,1.0,,0.00333333,500.0,4656.26526725,4656.26526725
1.0,400.0,500,4540.22,0.8,500.0,4657.33334971,70.1921386186,4657.0,8.93319,1.0,100,0.0025,5.4346e-20,2,70.1921386186,1.0,0.0025,1.0,,0.0025,500.0,4657.33334971,4657.33334971
1.00012,499.525822651,500,4552.73,0.8,499.541524625,4657.79188286,81.1691587839,4657.25,8.82389,1.00092,100,0.00183041,3.80472e-09,1,81.1691587839,1.09084,0.002,0.91532,0.000951417,0.00218142,500.0,4657.79188286,4657.79188286
1.0,100.0,500,4423.29,0.8,500.0,4656.93392353,87.3237485068,4656.93,9.29786,1.0,100,0.01,3.50449e-18,2,87.3237485068,1.0,0.01,1.0,,0.01,500.0,4656.93392353,4656.93392353
1.0,200.000000102,500,4491.36,0.8,500.0,4656.20273481,112.956152062,4656.57,9.96354,1.0,100,0.005,2.1793e-19,2,112.956152062,1.0,0.005,1.0,,0.005,500.0,4656.20273481,4656.20273481
1.0,299.999969474,500,4522.25,0.8,500.0,4658.2815538,70.6071713916,4657.14,9.4939,1.0,100,0.00333333,5.43914e-20,2,70.6071713916,1.0,0.00333333,1.0,,0.00333333,500.0,4658.2815538,4658.2815538
1.0,400.0,500,4540.26,0.8,500.0,4656.88244095,80.9509381862,4657.08,9.36207,1.0,100,0.0025,5.4346e-20,2,80.9509381862,1.0,0.0025,1.0,,0.0025,500.0,4656.88244095,4656.88244095
1.00038,499.184852816,500,4552.54,0.8,499.26983805,4656.52409208,75.9005721118,4657.11,8.98205,1.00146,100,0.00160248,6.54422e-09,1,75.9005721118,1.11509,0.002,0.801545,0.0016373,0.00222932,500.0,4656.52409208,4656.52409208
1.0,100.0,500,4423.27,0.8,500.0,4656.87276735,80.8902614083,4656.87,8.94882,1.0,100,0.01,3.50449e-18,2,80.8902614083,1.0,0.01,1.0,,0.01,500.0,4656.87276735,4656.87276735
1.0,200.000000102,500,4492.92,0.8,500.0,4659.32491828,48.6041207979,4658.1,8.09956,1.0,100,0.005,2.1793e-19,2,48.6041207979,1.0,0.005,1.0,,0.005,500.0,4659.32491828,4659.32491828
1.0,299.999969474,500,4522.88,0.8,500.0,4657.05919088,70.0476999022,4657.75,8.19093,1.0,100,0.00333333,5.43914e-20,2,70.0476999022,1.0,0.00333333,1.0,,0.00333333,500.0,4657.05919088,4657.05919088
1.0,400.0,500,4540.74,0.8,500.0,4656.99191553,61.1508979941,4657.56,8.09701,1.0,100,0.0025,5.4346e-20,2,61.1508979941,1.0,0.0025,1.0,,0.0025,500.0,4656.99191553,4656.99191553
0.999635,499.683026423,500,4552.8,0.8,499.678341979,4656.02859611,85.0913808292,4657.33,8.2883,1.00064,100,0.0017181,2.54269e-09,1,85.0913808292,1.07305,0.002,0.858735,0.000635208,0.00214688,500.0,4656.02859611,4656.02859611
1.0,100.0,500,4422.17,0.8,500.0,4655.8024534,102.637292836,4655.8,10.0802,1.0,100,0.01,3.50449e-18,2,102.637292836,1.0,0.01,1.0,,0.01,500.0,4655.8024534,4655.8024534
1.0,200.000000102,500,4491.38,0.8,500.0,4657.38000622,112.970448005,4656.59,10.3609,1.0,100,0.005,2.1793e-19,2,112.970448005,1.0,0.005,1.0,,0.005,500.0,4657.38000622,4657.38000622
1.0,299.999969474,500,4521.48,0.8,500.0,4655.92375286,103.400852497,4656.37,10.2853,1.0,100,0.00333333,5.43914e-20,2,103.400852497,1.0,0.00333333,1.0,,0.00333333,500.0,4655.92375286,4655.92375286
1.0,400.0,500,4540.01,0.8,500.0,4658.21850194,62.0604151192,4656.83,9.76429,1.0,100,0.0025,5.4346e-20,2,62.0604151192,1.0,0.0025,1.0,,0.0025,500.0,4658.21850194,4658.21850194
1.00288,499.535484461,500,4552.37,0.8,499.523914612,4656.71868193,69.4706989258,4656.91,9.36132,1.00095,100,0.00182061,3.72685e-09,1,69.4706989258,1.10878,0.002,0.912926,0.000937088,0.0022112,500.0,4656.71868193,4656.71868193
1.0,100.0,500,4424.04,0.8,500.0,4657.56752595,58.5791517953,4657.57,7.61534,1.0,100,0.01,3.50449e-18,2,58.5791517953,1.0,0.01,1.0,,0.01,500.0,4657.56752595,4657.56752595
1.0,200.000000102,500,4492.03,0.8,500.0,4656.74569262,95.9935143891,4657.16,8.75686,1.0,100,0.005,2.1793e-19,2,95.9935143891,1.0,0.005,1.0,,0.005,500.0,4656.74569262,4656.74569262
