entloss,EpRewMean,EpisodesSoFar,SampleRenyi2,TimeElapsed,EpLenMean,entropy,Step_size,J_hat,optimgain,surrgain,DiscEpRewMean,TimestepsSoFar,Var_J,ev_tdlam_before,EpThisIter,meankl
,902.466294433,18289,3.72457,2738.121393442154,90.9090909091,0.684823,1.0,739.4522094726562,0.00305159,0.00305159,715.004133679,1780000,186.39759826660156,0.0587501525879,220,0.0102879
,978.912204868,18492,3.7539,2777.9012150764465,98.5221674877,0.649256,1.0,764.8243408203125,0.0020042,0.0020042,771.98036048,1800000,133.1249237060547,0.182202935219,203,0.00888036
,890.172311755,18715,3.25273,2815.425188064575,89.6860986547,0.640249,1.0,737.4224243164062,0.00281935,0.00281935,704.396958229,1820000,374.5260925292969,0.138095974922,223,0.00728125
,993.804681804,18915,5.38825,2854.308402299881,100.0,0.646238,1.0,783.8926391601562,0.00248306,0.00248306,783.718107281,1840000,45.05348587036133,0.224443376064,200,0.00975499
,866.622812964,19144,1.11114,2894.360902786255,87.3362445415,0.632942,1.0,702.6290893554688,0.00548358,0.00548358,686.753873059,1860000,490.7669372558594,0.132072150707,229,0.00964595
,964.552132388,19350,4.17407,2934.4685447216034,97.0873786408,0.636484,1.0,730.4815063476562,0.00127656,0.00127656,761.282004804,1880000,141.44227600097656,0.20698350668,206,0.00992831
,915.149202088,19567,4.63408,2974.4529643058777,92.1658986175,0.604868,1.0,717.9804077148438,0.00318527,0.00318527,723.925235704,1900000,267.444091796875,0.171662330627,217,0.00987448
,959.791404553,19774,3.3366,3012.9890575408936,96.6183574879,0.578502,1.0,742.414794921875,0.00285616,0.00285616,758.09229176,1920000,142.08270263671875,0.261422097683,207,0.0101338
,945.734419788,19984,3.19683,3053.393429040909,95.2380952381,0.502488,1.0,733.9139404296875,0.00254937,0.00254937,747.726189703,1940000,206.28305053710938,0.219499766827,210,0.0104553
,955.211650857,20192,2.34267,3096.5901267528534,96.1538461538,0.499681,1.0,741.7835083007812,0.00223033,0.00223033,754.03659832,1960000,144.837890625,0.267348825932,208,0.00971004
,874.363554059,20419,6.60626,3139.274046421051,88.1057268722,0.501261,1.0,682.4234619140625,0.00478012,0.00478012,692.366903199,1980000,559.6021728515625,0.207109093666,227,0.0103405
,927.978455432,20633,4.6773,3184.4321484565735,93.4579439252,0.424424,1.0,746.3646240234375,0.00258318,0.00258318,733.554270722,2000000,242.84365844726562,0.285634934902,214,0.00916156
,969.182461197,20838,3.01346,3224.5799708366394,97.5609756098,0.400815,1.0,756.3309326171875,0.00355941,0.00355941,764.840672457,2020000,97.77129364013672,0.308598875999,205,0.00954741
,885.97177355,21062,3.22337,3268.409388780594,89.2857142857,0.355282,1.0,662.123046875,0.00366203,0.00366203,701.457966156,2040000,677.9576416015625,0.26933825016,224,0.00960964
,927.813775907,21276,5.36963,3310.3152000904083,93.4579439252,0.431687,1.0,724.178466796875,0.00228733,0.00228733,733.401556802,2060000,247.0489501953125,0.315308570862,214,0.00823196
,906.587037936,21495,2.15443,3351.9064021110535,91.3242009132,0.369813,1.0,734.7859497070312,0.00173312,0.00173312,717.276806085,2080000,236.5741729736328,0.292211830616,219,0.0105746
,950.385807797,21704,4.91267,3391.9252829551697,95.6937799043,0.383773,1.0,766.6746215820312,0.00162528,0.00162528,750.94533479,2100000,93.70198059082031,0.330449521542,209,0.00738904
,923.563068439,21919,8.24116,3432.489667415619,93.023255814,0.379317,1.0,731.1138916015625,0.00172786,0.00172786,730.013911856,2120000,308.9393615722656,0.340713560581,215,0.00816765
,945.830823109,22129,1.25938,3476.329701423645,95.2380952381,0.351253,1.0,760.3366088867188,0.00156734,0.00156734,747.353391677,2140000,112.94721221923828,0.338122963905,210,0.0104668
,894.247024479,22351,4.22018,3519.97669005394,90.0900900901,0.333252,1.0,698.3424072265625,0.00259188,0.00259188,707.744968983,2160000,351.7600402832031,0.308511137962,222,0.00949627
,978.844026479,22554,8.5261,3564.056531190872,98.5221674877,0.353271,1.0,757.5826416015625,0.00644161,0.00644161,772.433323004,2180000,82.73531341552734,0.345075726509,203,0.00979542
,889.900864375,22777,3.66633,3606.4835090637207,89.6860986547,0.344282,1.0,754.4517211914062,0.00198063,0.00198063,704.822506118,2200000,760.4382934570312,0.326235294342,223,0.0104011
,902.313019969,22997,7.68592,3648.8552911281586,90.9090909091,0.391113,1.0,684.943603515625,0.00205348,0.00205348,713.635609352,2220000,449.1240234375,0.348447144032,220,0.00827984
,885.857071417,23221,1.3243,3691.8341131210327,89.2857142857,0.32605,1.0,690.3569946289062,0.00244559,0.00244559,701.262109503,2240000,398.37261962890625,0.359878957272,224,0.0096913
,870.168728701,23449,4.46035,3734.731238603592,87.7192982456,0.388778,1.0,684.7339477539062,0.00220821,0.00220821,689.593123506,2260000,388.1045227050781,0.349070668221,228,0.00668904
,866.359978335,23678,4.85952,3779.03701376915,87.3362445415,0.377547,1.0,696.7332153320312,0.00383546,0.00383546,687.038254526,2280000,357.5698547363281,0.338655412197,229,0.00757253
,855.107929545,23910,4.95977,3823.5814349651337,86.2068965517,0.328201,1.0,696.4532470703125,0.0017618,0.0017618,678.137985459,2300000,351.09014892578125,0.350946128368,232,0.0089163
,902.275932006,24130,3.13163,3867.786656141281,90.9090909091,0.354082,1.0,713.7613525390625,0.00244925,0.00244925,714.463102229,2320000,289.71502685546875,0.353165507317,220,0.00631019
,874.093444876,24357,4.08401,3913.33842420578,88.1057268722,0.303105,1.0,682.3731689453125,0.00157034,0.00157034,692.171771566,2340000,497.7203369140625,0.373901963234,227,0.00871046
,833.096076792,24595,1.31367,3960.6084756851196,84.0336134454,0.272462,1.0,688.173583984375,0.00165491,0.00165491,662.778316932,2360000,395.2657775878906,0.355286538601,238,0.00874854
,902.198706974,24815,4.16526,4010.0024876594543,90.9090909091,0.263612,1.0,719.8866577148438,0.00318781,0.00318781,713.598566,2380000,216.43714904785156,0.383980989456,220,0.0083826
,877.964300872,25041,19.7783,4055.737755060196,88.4955752212,0.290716,1.0,692.1357421875,0.001926,0.001926,697.020854083,2400000,532.2315673828125,0.358436107635,226,0.00899757
,885.86500581,25265,5.37223,4101.507936000824,89.2857142857,0.290528,1.0,651.1958618164062,0.00374758,0.00374758,701.399660854,2420000,520.6746215820312,0.403710484505,224,0.00987938
,756.024542767,25527,1.19326,4149.636599063873,76.3358778626,0.244818,1.0,606.449951171875,0.00483455,0.00483455,605.988345748,2440000,633.0831298828125,0.350077390671,262,0.0105043
,829.853529427,25766,1.02536,4198.94445848465,83.6820083682,0.250935,1.0,618.9300537109375,0.00248586,0.00248586,659.636541722,2460000,587.0700073242188,0.405904948711,239,0.00931668
,761.771374107,26026,1.20239,4245.425491571426,76.9230769231,0.270103,1.0,632.49560546875,0.00418034,0.00418034,610.208363935,2480000,710.5897827148438,0.423061430454,260,0.00774141
,795.954489394,26275,1.12854,4293.23816204071,80.3212851406,0.198946,1.0,592.6454467773438,0.00305649,0.00305649,634.686297053,2500000,581.7488403320312,0.451874494553,249,0.010053
,761.837122614,26535,1.43792,4339.652382612228,76.9230769231,0.187469,1.0,614.1595458984375,0.00448948,0.00448948,608.285912266,2520000,515.6533203125,0.484508872032,260,0.00761056
,738.906020676,26803,3.24237,4388.66303396225,74.6268656716,0.142681,1.0,590.9892578125,0.00252653,0.00252653,590.926878661,2540000,608.5121459960938,0.518649727106,268,0.00854407
,783.186343853,27056,6.11183,4436.5762548446655,79.0513833992,0.10368,1.0,562.9739990234375,0.00243174,0.00243174,625.344866287,2560000,635.2355346679688,0.491239726543,253,0.0102218
,691.823594609,27342,1.40692,4485.652211666107,69.9300699301,0.0896947,1.0,544.8137817382812,0.00532001,0.00532001,560.332957621,2580000,642.7805786132812,0.497694849968,286,0.00931122
,773.762244448,27598,1.5261,4534.90921163559,78.125,0.126038,1.0,622.6286010742188,0.00254849,0.00254849,616.656286753,2600000,663.927001953125,0.539274871349,256,0.00667095
,770.709719669,27855,5.9007,4583.387515068054,77.8210116732,0.063486,1.0,599.5424194335938,0.00217915,0.00217915,614.929882411,2620000,679.767822265625,0.535097271204,257,0.00956669
,719.70503441,28130,2.63689,4632.9084985256195,72.7272727273,0.0582222,1.0,609.5386962890625,0.00754073,0.00754073,578.487916748,2640000,472.6917419433594,0.569591224194,275,0.006288
,706.753232974,28410,1.27777,4683.667850017548,71.4285714286,0.0236435,1.0,591.138671875,0.00303993,0.00303993,569.920304463,2660000,551.9931030273438,0.565274089575,280,0.00874474
,736.0111945,28679,1.21602,4734.391296863556,74.3494423792,0.0510707,1.0,572.0469970703125,0.00288107,0.00288107,588.880765849,2680000,602.6871948242188,0.604400396347,269,0.00815726
,694.242090761,28964,1.02902,4785.066366910934,70.1754385965,0.0779584,1.0,562.4688720703125,0.00424494,0.00424494,559.781958182,2700000,655.2236938476562,0.617765337229,285,0.0086255
,711.886002638,29242,5.23662,4834.124181032181,71.9424460432,0.0725657,1.0,559.6918334960938,0.00661619,0.00661619,570.510244327,2720000,734.1217651367188,0.626392573118,278,0.00686196
,701.656667475,29524,1.79361,4886.576571464539,70.9219858156,0.0253828,1.0,588.964111328125,0.00242545,0.00242545,565.392946197,2740000,647.885986328125,0.618162840605,282,0.00962563
,709.299563576,29803,1.48246,4939.863259553909,71.6845878136,0.0225039,1.0,564.8187866210938,0.00397216,0.00397216,569.451660239,2760000,681.2437133789062,0.644368261099,279,0.00857888
,706.695522206,30083,1.08643,4991.160349607468,71.4285714286,-0.0106244,1.0,537.4951171875,0.00270822,0.00270822,568.374943497,2780000,708.19091796875,0.63769775629,280,0.00882217
,704.029480769,30364,2.11994,5041.450785160065,71.1743772242,-0.0452494,1.0,537.0132446289062,0.00336506,0.00336506,566.783259363,2800000,722.873291015625,0.66902038455,281,0.00940432
,694.150046575,30649,2.31288,5093.0009553432465,70.1754385965,-0.101117,1.0,538.8721923828125,0.00180613,0.00180613,560.670712441,2820000,755.373779296875,0.663592219353,285,0.0103007
,674.951440191,30942,1.95982,5144.613649845123,68.2593856655,-0.0656437,1.0,510.00848388671875,0.00366581,0.00366581,544.503101116,2840000,726.861572265625,0.732751846313,293,0.00628431
,681.974642477,31232,1.21043,5199.608954668045,68.9655172414,-0.0805777,1.0,569.7665405273438,0.00406028,0.00406028,552.961057957,2860000,652.6546020507812,0.6897559762,290,0.00653442
,684.404754741,31521,1.08904,5251.368860244751,69.2041522491,-0.0991974,1.0,567.8736572265625,0.0025524,0.0025524,553.383797099,2880000,600.0202026367188,0.701263487339,289,0.00817056
,691.634652522,31807,2.28602,5302.9591698646545,69.9300699301,-0.0924031,1.0,536.845703125,0.0048111,0.0048111,558.967863949,2900000,669.9821166992188,0.690833628178,286,0.00658506
,674.990768462,32100,2.08304,5355.665362119675,68.2593856655,-0.105709,1.0,597.4812622070312,0.00575271,0.00575271,548.510204905,2920000,570.506591796875,0.671429008245,293,0.00852466
,674.914820592,32393,1.14661,5410.659368753433,68.2593856655,-0.166044,1.0,571.1898193359375,0.00197329,0.00197329,545.424767497,2940000,742.8700561523438,0.734361290932,293,0.00879593
,704.101480472,32674,7.17231,5464.601595878601,71.1743772242,-0.202057,1.0,520.675537109375,0.00375252,0.00375252,564.004619513,2960000,708.5833740234375,0.705009013414,281,0.0104057
,682.109496307,32964,1.26978,5519.066923379898,68.9655172414,-0.246031,1.0,569.6941528320312,0.00201049,0.00201049,551.010397037,2980000,554.5969848632812,0.708411574364,290,0.00801118
