entloss,EpRewMean,EpisodesSoFar,SampleRenyi2,TimeElapsed,EpLenMean,entropy,Step_size,J_hat,optimgain,surrgain,DiscEpRewMean,TimestepsSoFar,Var_J,ev_tdlam_before,EpThisIter,meankl
,230.254203436,836,1.00134,29.718921422958374,23.9234449761,1.41872,1.0,252.38478088378906,0.0173754,0.0173754,214.862846457,20000,91.10944366455078,-4.89950180054e-05,836,0.00949177
,285.40250967,1516,1.00218,55.359776973724365,29.4117647059,1.40723,1.0,340.7652282714844,0.0211569,0.0211569,260.620673416,40000,229.0247802734375,-0.000410079956055,680,0.0096335
,396.670580367,2010,1.01556,80.32015228271484,40.4858299595,1.38525,1.0,487.1571044921875,0.0219489,0.0219489,346.676110869,60000,839.1387939453125,-0.00104999542236,494,0.00985496
,619.801420709,2329,1.90637,105.6490843296051,62.6959247649,1.35515,1.0,713.2034912109375,0.0229483,0.0229483,500.320288634,80000,2510.002197265625,-0.000257730484009,319,0.00989394
,1171.94215994,2499,15.3395,132.18290281295776,117.647058824,1.33587,1.0,1003.029296875,0.0161977,0.0161977,820.123678495,100000,2209.9990234375,0.00667369365692,170,0.00933931
,1572.36474164,2626,12.2729,156.40364861488342,157.480314961,1.31032,1.0,1075.73486328125,0.0106932,0.0106932,1032.95002469,120000,2455.46484375,0.00755035877228,127,0.00895995
,1886.02070263,2732,8.07869,179.55899000167847,188.679245283,1.35058,1.0,1166.6431884765625,0.00209011,0.00209011,1203.28587439,140000,1464.970947265625,-0.0133129358292,106,0.0070887
,1693.19860356,2850,3.26742,202.5826632976532,169.491525424,1.32684,1.0,1116.885986328125,0.00211164,0.00211164,1097.90735808,160000,1734.9097900390625,0.0234240293503,118,0.00999301
,1850.84075702,2958,2.08315,226.06825995445251,185.185185185,1.3205,1.0,1139.3409423828125,0.00360155,0.00360155,1180.38280875,180000,2241.958740234375,0.0464823842049,108,0.00970718
,1784.47595313,3070,49.5319,248.87097835540771,178.571428571,1.40449,1.0,1146.9246826171875,0.00384241,0.00384241,1146.54212048,200000,1795.6422119140625,-0.022176027298,112,0.00863442
,1800.52600567,3181,338.145,272.39362955093384,180.18018018,1.37702,1.0,1181.4913330078125,0.00232619,0.00232619,1150.98173464,220000,828.8215942382812,-0.0329968929291,111,0.00918195
,1784.29351822,3293,1.96924,296.04998254776,178.571428571,1.34441,1.0,1106.447998046875,0.00280286,0.00280286,1144.9804525,240000,1935.5726318359375,-0.0956635475159,112,0.00807339
,1637.31817504,3415,73.4189,320.23430848121643,163.93442623,1.36306,1.0,1027.7515869140625,0.00291706,0.00291706,1056.39707883,260000,4711.3525390625,-0.234646081924,122,0.00820778
,1678.75062904,3534,1.0047,344.0302710533142,168.067226891,1.36693,1.0,1039.0732421875,0.00328546,0.00328546,1079.56110647,280000,4761.32080078125,-0.360963702202,119,0.00942704
,1886.10445326,3640,46.1582,368.08296847343445,188.679245283,1.39362,1.0,1169.0177001953125,0.00974205,0.00974205,1197.69175173,300000,1854.028076171875,-0.351774096489,106,0.0091551
,1664.84438687,3760,1.0324,392.15747022628784,166.666666667,1.36328,1.0,1113.99658203125,0.0038414,0.0038414,1067.44582898,320000,8846.740234375,-0.537707328796,120,0.0102362
,1489.70776288,3894,4.7873,418.470547914505,149.253731343,1.3172,1.0,954.5177612304688,0.00288522,0.00288522,976.389522819,340000,4436.69384765625,-0.767589092255,134,0.00994521
,1467.69778087,4030,1.02609,441.6780617237091,147.058823529,1.33734,1.0,849.7625122070312,0.000655872,0.000655872,960.19588309,360000,3795.060791015625,-0.965353488922,136,0.00939093
,1303.29325601,4183,24.6898,466.3209526538849,130.718954248,1.34222,1.0,990.45068359375,0.00467465,0.00467465,872.640880689,380000,3547.07763671875,-0.621291041374,153,0.00937348
,1385.55397142,4327,75.6303,492.38513350486755,138.888888889,1.38378,1.0,956.0581665039062,0.00349359,0.00349359,917.435633661,400000,4892.998046875,-0.975828409195,144,0.00848731
,1215.33456283,4491,1.56672,519.1016833782196,121.951219512,1.4424,1.0,826.6973266601562,0.00129455,0.00129455,821.197836789,420000,9146.6845703125,-1.06706762314,164,0.00729469
,1125.32386151,4668,1.05781,545.9137895107269,112.994350282,1.48268,1.0,664.8638916015625,0.00269524,0.00269524,781.0998472,440000,3886.2119140625,-1.17761325836,177,0.00873729
,1094.03186479,4850,5.64543,572.0620641708374,109.89010989,1.5008,1.0,823.5966796875,0.0016042,0.0016042,773.609001101,460000,2976.442626953125,-1.17323827744,182,0.00596927
,1070.39896335,5036,1.43503,600.0450711250305,107.52688172,1.49311,1.0,891.6863403320312,0.00340811,0.00340811,749.557468058,480000,5799.6162109375,-1.26947832108,186,0.00919028
,1015.31053582,5232,2.19416,627.716404914856,102.040816327,1.42505,1.0,685.9358520507812,0.00145314,0.00145314,724.454722432,500000,6901.28955078125,-1.24069905281,196,0.0102888
,999.831782245,5431,1.27596,655.0671739578247,100.502512563,1.46193,1.0,681.9470825195312,0.00285388,0.00285388,722.851511992,520000,2746.09619140625,-1.39969038963,199,0.00847137
,1015.21585224,5627,1.43003,680.8725230693817,102.040816327,1.49006,1.0,678.292236328125,0.00191773,0.00191773,730.297127977,540000,2934.797119140625,-1.33282017708,196,0.00800089
,1088.13152518,5810,1.25339,708.6037890911102,109.289617486,1.51129,1.0,748.4976806640625,0.00354356,0.00354356,760.139484928,560000,2824.15234375,-1.50334239006,183,0.00836676
,1064.53630624,5997,1.85063,737.735955953598,106.951871658,1.60547,1.0,846.35595703125,0.0037218,0.0037218,750.089635798,580000,10228.2626953125,-1.76405787468,187,0.00869262
,1058.85881505,6185,2.23067,766.144079208374,106.382978723,1.68211,1.0,685.2305297851562,0.00165174,0.00165174,756.469887281,600000,1882.76611328125,-1.8649828434,188,0.00803981
,1025.77691954,6379,1.25325,794.7125706672668,103.092783505,1.63702,1.0,703.8704833984375,0.00194397,0.00194397,749.954142918,620000,2492.1962890625,-1.8072822094,194,0.00849751
,999.722822444,6578,2.77528,822.7300932407379,100.502512563,1.67255,1.0,692.1615600585938,0.00105825,0.00105825,746.991597469,640000,1138.00244140625,-1.84387612343,199,0.00803522
,994.628497876,6778,1.10327,849.7691285610199,100.0,1.66937,1.0,720.94921875,0.00418119,0.00418119,756.770418001,660000,2854.376220703125,-1.86016440392,200,0.00866747
,994.564249941,6978,1.65313,878.7408611774445,100.0,1.63921,1.0,756.1187744140625,0.000696134,0.000696134,761.584862916,680000,835.8292236328125,-2.02231097221,200,0.00863276
,994.582288455,7178,1.35952,907.1587784290314,100.0,1.5757,1.0,684.340576171875,0.00290641,0.00290641,758.603384977,700000,695.9268798828125,-1.84504342079,200,0.0101048
,994.505846753,7378,1.59256,935.614907503128,100.0,1.53571,1.0,705.0797119140625,0.00224669,0.00224669,766.191600447,720000,471.7033996582031,-1.89260339737,200,0.00966466
,989.437239245,7579,1.80967,964.4643697738647,99.5024875622,1.51519,1.0,827.488525390625,0.0026631,0.0026631,769.510761766,740000,782.8474731445312,-1.78520774841,201,0.00869247
,994.42168071,7779,1.21543,993.888082742691,100.0,1.49048,1.0,762.1422729492188,0.00223049,0.00223049,773.69965654,760000,493.7296447753906,-1.76021075249,200,0.00936544
,989.406528043,7980,3.86861,1022.4307951927185,99.5024875622,1.49585,1.0,765.89013671875,0.00133533,0.00133533,772.810454034,780000,299.65362548828125,-1.71741318703,201,0.00869081
,989.32479295,8181,1.75431,1051.5530376434326,99.5024875622,1.51613,1.0,796.5005493164062,0.00304346,0.00304346,774.951658071,800000,434.28656005859375,-1.5511276722,201,0.00836093
,994.307168529,8381,1.89305,1081.833259820938,100.0,1.55293,1.0,762.3114013671875,0.00386256,0.00386256,779.460853249,820000,374.08697509765625,-1.44384694099,200,0.00859316
,984.348794891,8583,1.23497,1111.8451011180878,99.0099009901,1.52705,1.0,762.2084350585938,0.00482663,0.00482663,773.25940006,840000,332.82550048828125,-1.18100810051,202,0.00894445
,994.23547806,8783,2.72212,1140.4196009635925,100.0,1.49151,1.0,802.278076171875,0.00140236,0.00140236,780.932188348,860000,288.9471130371094,-1.37572479248,200,0.00532863
,989.277488367,8984,3.78334,1170.5840017795563,99.5024875622,1.42902,1.0,738.3365478515625,0.00200971,0.00200971,776.69120746,880000,231.3496856689453,-1.3604927063,201,0.00898636
,979.290331449,9187,2.74894,1200.5731191635132,98.5221674877,1.37695,1.0,769.0064697265625,0.00161299,0.00161299,771.083044648,900000,132.00711059570312,-1.27039361,203,0.0088563
,974.357375118,9391,2.04856,1230.415776014328,98.0392156863,1.33881,1.0,774.0219116210938,0.00169023,0.00169023,768.360309204,920000,90.74539184570312,-1.22056460381,204,0.00481744
,969.560020572,9596,3.93424,1261.2246108055115,97.5609756098,1.32709,1.0,777.8361206054688,0.00250096,0.00250096,764.501535803,940000,90.25081634521484,-1.17171096802,205,0.00667473
,994.145836077,9796,4.86838,1291.7358515262604,100.0,1.39484,1.0,773.96435546875,0.00194593,0.00194593,782.854230866,960000,53.95097351074219,-1.20034217834,200,0.00648709
,964.749658416,10002,4.52275,1322.1649541854858,97.0873786408,1.36371,1.0,751.1689453125,0.00235776,0.00235776,760.825324103,980000,142.3380889892578,-1.1924097538,206,0.00910816
,969.559650473,10207,3.20249,1353.0126481056213,97.5609756098,1.32129,1.0,759.5244140625,0.00134087,0.00134087,764.629661731,1000000,98.70745086669922,-1.21798419952,205,0.00907204
,979.190974096,10410,3.67121,1383.134853363037,98.5221674877,1.29687,1.0,768.0758056640625,0.0030566,0.0030566,771.985573677,1020000,109.6590805053711,-1.10578203201,203,0.00966142
,946.10403502,10620,3.92814,1416.299017906189,95.2380952381,1.28021,1.0,738.76318359375,0.00449534,0.00449534,747.082265793,1040000,260.61431884765625,-1.17303705215,210,0.00967301
,993.979757609,10820,6.34201,1447.6559038162231,100.0,1.30983,1.0,775.5307006835938,0.00456329,0.00456329,783.399038179,1060000,142.21995544433594,-1.01563215256,200,0.0090068
,960.040794702,11027,2.86219,1480.169921875,96.6183574879,1.30296,1.0,741.1381225585938,0.00223351,0.00223351,757.377411197,1080000,171.16249084472656,-1.05577659607,207,0.00800872
,894.500352203,11249,3.97725,1514.6662945747375,90.0900900901,1.22215,1.0,727.283935546875,0.00498864,0.00498864,707.440396737,1100000,342.31036376953125,-1.08810353279,222,0.0100713
,974.269519378,11453,2.20284,1548.3612604141235,98.0392156863,1.25368,1.0,737.526123046875,0.00747881,0.00747881,768.216214272,1120000,112.84522247314453,-0.979822874069,204,0.00877039
,890.262998925,11676,1.02106,1582.9953444004059,89.6860986547,1.24593,1.0,712.195556640625,0.00421022,0.00421022,705.082384128,1140000,326.2166748046875,-1.02610516548,223,0.00929915
,974.334242463,11880,3.35037,1614.4565072059631,98.0392156863,1.21258,1.0,785.3760986328125,0.00141628,0.00141628,768.482541422,1160000,283.42962646484375,-0.896047711372,204,0.0103065
,994.083866922,12080,2.34453,1648.7372279167175,100.0,1.22096,1.0,772.7000122070312,0.00465377,0.00465377,782.949401164,1180000,56.66883087158203,-0.805763959885,200,0.0094296
,989.05724719,12281,4.62278,1682.9005043506622,99.5024875622,1.20168,1.0,760.5778198242188,0.00140226,0.00140226,779.212709873,1200000,71.23870849609375,-0.860306859016,201,0.00869857
,866.787937495,12510,1.26683,1718.7744438648224,87.3362445415,1.16217,1.0,706.8099975585938,0.001856,0.001856,686.858005451,1220000,260.4092102050781,-0.829448580742,229,0.00972803
,960.022797989,12717,3.72632,1751.4705049991608,96.6183574879,1.14503,1.0,762.9558715820312,0.00221409,0.00221409,757.223964687,1240000,101.47038269042969,-0.774093985558,207,0.00911523
,960.00250511,12924,6.46146,1786.3710443973541,96.6183574879,1.17383,1.0,746.4126586914062,0.00324365,0.00324365,757.576540025,1260000,156.78489685058594,-0.763984799385,207,0.00921883
,941.738575603,13135,4.30702,1819.4233620166779,94.7867298578,1.12069,1.0,772.0010986328125,0.00248685,0.00248685,743.937788052,1280000,147.67526245117188,-0.791293263435,211,0.00949074
,994.106362415,13335,2.46171,1852.4223821163177,100.0,1.13859,1.0,775.805908203125,0.00251933,0.00251933,782.960875354,1300000,57.009437561035156,-0.707528591156,200,0.00661997
,984.08467987,13537,1.76148,1887.3734953403473,99.0099009901,1.1699,1.0,750.9329223632812,0.0034462,0.0034462,774.860743575,1320000,96.62284851074219,-0.612373113632,202,0.00908171
,906.802409719,13756,2.75928,1922.01114320755,91.3242009132,1.15405,1.0,772.53564453125,0.00421195,0.00421195,716.81973808,1340000,944.9705810546875,-0.660711884499,219,0.00997734
,964.805068007,13962,3.93951,1955.6704306602478,97.0873786408,1.10034,1.0,754.8037109375,0.00347441,0.00347441,761.090166297,1360000,111.22340393066406,-0.524073839188,206,0.0103728
,994.061781055,14162,4.92285,1991.7840902805328,100.0,1.15789,1.0,775.7913818359375,0.00235665,0.00235665,782.674906172,1380000,87.75514221191406,-0.384294390678,200,0.00811248
,984.075292066,14364,3.06861,2025.7892270088196,99.0099009901,1.08219,1.0,759.6893310546875,0.00250418,0.00250418,775.48252366,1400000,93.54916381835938,-0.441181659698,202,0.00992288
,989.008004554,14565,14.4356,2061.1705598831177,99.5024875622,1.09739,1.0,764.364013671875,0.00196976,0.00196976,779.474452294,1420000,19.584611892700195,-0.34124147892,201,0.00851441
,988.993182705,14766,5.79517,2099.4020524024963,99.5024875622,1.11116,1.0,782.9822998046875,0.00316022,0.00316022,778.677202469,1440000,173.302734375,-0.345489382744,201,0.00946069
,989.013571043,14967,3.92965,2135.6704819202423,99.5024875622,1.02621,1.0,762.2664794921875,0.00164008,0.00164008,778.698242466,1460000,82.83060455322266,-0.399618506432,201,0.0103325
,960.022025679,15174,5.64268,2172.269329547882,96.6183574879,0.994552,1.0,743.1359252929688,0.00312093,0.00312093,756.743085801,1480000,171.7413787841797,-0.377186179161,207,0.0103097
,859.217772364,15405,5.82952,2209.7386157512665,86.5800865801,1.03264,1.0,714.9055786132812,0.00371992,0.00371992,680.643060375,1500000,410.0765686035156,-0.47086918354,231,0.00900179
,955.391931727,15613,4.59282,2245.1150176525116,96.1538461538,0.946638,1.0,734.890380859375,0.00270718,0.00270718,753.464433043,1520000,147.93087768554688,-0.331995844841,208,0.0102089
,979.134495756,15816,3.57818,2281.1574313640594,98.5221674877,0.967992,1.0,783.061279296875,0.00493116,0.00493116,771.70532704,1540000,578.365966796875,-0.35139632225,203,0.00813365
,984.12394849,16018,3.17913,2317.3657977581024,99.0099009901,0.964502,1.0,769.6116943359375,0.00196499,0.00196499,774.893565334,1560000,84.11347198486328,-0.203516602516,202,0.00746619
,969.532202991,16223,3.11585,2357.5155975818634,97.5609756098,0.908557,1.0,790.118896484375,0.000864613,0.000864613,764.27835043,1580000,161.8125762939453,-0.115902662277,205,0.0108743
,994.046240586,16423,6.16742,2394.1109845638275,100.0,0.986817,1.0,759.7801513671875,0.00188088,0.00188088,782.71000927,1600000,63.22586441040039,-0.00688314437866,200,0.00865288
,988.900903557,16624,3.87747,2432.326606988907,99.5024875622,1.00852,1.0,761.323486328125,0.00262872,0.00262872,779.284081149,1620000,98.33442687988281,-0.0437353849411,201,0.00822361
,955.285419381,16832,2.74643,2469.9071509838104,96.1538461538,0.956563,1.0,735.19921875,0.00109639,0.00109639,753.780786497,1640000,271.26080322265625,-0.00358784198761,208,0.00953409
,906.606234536,17051,4.5423,2506.5154247283936,91.3242009132,0.932699,1.0,732.8344116210938,0.00460071,0.00460071,717.96138219,1660000,411.90838623046875,-0.0797652006149,219,0.0100692
,979.12503594,17254,3.13171,2543.7058391571045,98.5221674877,0.911777,1.0,783.8651733398438,0.00182327,0.00182327,771.606901404,1680000,191.2432861328125,0.0794135928154,203,0.0088804
,955.250727707,17462,4.51215,2582.615167617798,96.1538461538,0.833002,1.0,745.960693359375,0.00331208,0.00331208,753.606092845,1700000,205.32994079589844,0.00579732656479,208,0.0104042
,988.852081491,17663,3.54453,2619.7332134246826,99.5024875622,0.756828,1.0,779.8602905273438,0.00232405,0.00232405,779.736256223,1720000,64.51878356933594,0.0918205976486,201,0.0104815
,993.932462831,17863,3.24487,2659.0500450134277,100.0,0.770272,1.0,778.5125122070312,0.00312762,0.00312762,783.312344533,1740000,96.01252746582031,0.154830753803,200,0.00843126
,964.633986463,18069,4.5255,2697.4444777965546,97.0873786408,0.744629,1.0,747.4496459960938,0.00283004,0.00283004,761.479385264,1760000,221.11398315429688,0.15181350708,206,0.0102961
