#{"env_id": "ContCartPole-v0", "t_start": 1523382855.873493}
r,l,t
169.917956,18,15.429006
179.870128,19,15.446882
229.843004,24,15.469395
219.796109,23,15.491056
339.826785,35,15.524213
89.929132,10,15.533774
209.898811,22,15.554508
179.850325,19,15.572475
229.849421,24,15.595084
279.882072,29,15.627931
189.841491,20,15.647168
339.856189,35,15.679907
249.887841,26,15.704244
139.911703,15,15.718422
119.917705,13,15.730674
229.844886,24,15.753157
149.863965,16,15.76824
89.919076,10,15.778106
189.874208,20,15.808033
129.880746,14,15.821345
129.909653,14,15.834616
409.904195,42,15.873924
229.865382,24,15.895868
169.901564,18,15.906593
349.869428,36,15.926972
169.8769,18,15.955247
189.899737,20,15.966655
169.902802,18,15.976914
239.89403,25,15.991199
109.924011,12,15.998147
149.85003,16,16.007298
139.862732,15,16.015932
359.862545,37,16.042468
239.898839,25,16.089159
469.61005,48,16.123972
219.90365,23,16.140701
139.883973,15,16.153983
269.901307,28,16.178949
169.900635,18,16.195077
119.917517,13,16.20678
169.908685,18,16.222955
269.890543,28,16.258532
329.855204,34,16.290131
149.887139,16,16.305142
159.88581,17,16.321072
279.850212,29,16.348179
199.85928,21,16.367869
239.902063,25,16.391238
139.891685,15,16.405623
209.880286,22,16.440048
379.678297,39,16.476321
319.836475,33,16.507061
179.879506,19,16.525152
189.904831,20,16.543807
249.878518,26,16.568042
99.908717,11,16.578466
229.816661,24,16.600836
199.871291,21,16.626005
109.930507,12,16.637291
169.886464,18,16.654366
129.86646,14,16.667475
139.891795,15,16.681522
189.885732,20,16.700332
229.895313,24,16.816121
159.915755,17,16.832167
159.916612,17,16.848181
229.895333,24,16.870628
559.81467,57,16.924176
119.908964,13,16.936471
159.914002,17,16.952402
189.897771,20,16.971215
309.893025,32,17.011584
439.778083,45,17.054084
159.882449,17,17.07017
129.898765,14,17.083406
219.857803,23,17.104893
239.885678,25,17.128252
269.89578,28,17.15471
149.882126,16,17.169719
259.87032,27,17.194859
369.898112,38,17.230237
199.898438,21,17.249826
309.876828,32,17.280069
309.800027,32,17.309766
389.890171,40,17.346617
449.50902,46,17.398618
109.915476,12,17.409811
319.90836,33,17.439634
189.857303,20,17.458078
179.898556,19,17.475462
179.914844,19,17.492821
109.916104,12,17.503905
229.883497,24,17.526183
129.906679,14,17.53896
149.903959,16,17.554546
119.891107,13,17.566728
109.92987,12,17.578007
289.902241,30,17.605917
299.894865,31,17.63467
109.913226,12,17.646473
219.889029,23,17.667783
549.846403,56,17.719765
429.859419,44,17.767178
179.909515,19,17.78527
189.811063,20,17.803905
389.84048,40,17.840964
309.789612,32,17.870698
379.796918,39,17.907244
109.931615,12,17.924133
329.73963,34,17.955751
309.836076,32,17.985612
109.914834,12,17.99684
299.775115,31,18.025944
279.904792,29,18.05312
249.901353,26,18.077496
139.906619,15,18.091555
269.861874,28,18.125853
179.873491,19,18.143943
259.924578,27,18.169161
139.922591,15,18.183313
339.860611,35,18.216141
239.910157,25,18.239659
249.89882,26,18.264056
129.866308,14,18.301001
129.90929,14,18.31432
269.907376,28,18.340586
179.880454,19,18.358531
289.909566,30,18.386702
239.928798,25,18.410538
169.882008,18,18.427564
409.926853,42,18.466983
229.837877,24,18.498954
219.91939,23,18.520908
329.922715,34,18.552629
129.909905,14,18.565775
159.906571,17,18.581754
219.893616,23,18.603432
199.855458,21,18.623148
159.918798,17,18.639211
209.846422,22,18.685317
409.883234,42,18.724716
289.83316,30,18.752957
289.891342,30,18.781379
189.876929,20,18.800226
299.872693,31,18.829238
259.893374,27,18.877371
149.920563,16,18.892364
869.482716,88,18.974209
239.876989,25,18.997507
229.861952,24,19.020266
309.799549,32,19.068772
129.895508,14,19.081926
169.913954,18,19.098863
109.930691,12,19.110169
399.782712,41,19.14886
79.923017,9,19.157372
169.8984,18,19.174106
129.92823,14,19.187195
329.854496,34,19.218956
169.850255,18,19.243246
319.775671,33,19.274202
159.911533,17,19.290091
219.874384,23,19.311604
299.883294,31,19.340358
359.886934,37,19.374907
339.910839,35,19.407952
209.898607,22,19.434313
649.868995,66,19.495823
109.929786,12,19.507166
219.922614,23,19.529193
159.878938,17,19.54521
149.882069,16,19.56024
209.925515,22,19.580875
189.902531,20,19.59967
309.643147,32,31.06861
239.860359,25,31.080397
319.703921,33,31.095863
389.826529,40,31.114733
389.779892,40,31.166747
269.849791,28,31.180025
229.888111,24,31.191408
319.899795,33,31.206953
179.87026,19,31.215952
159.88265,17,31.22402
349.678673,36,31.240947
189.883234,20,31.251836
279.71018,29,31.265624
349.895866,36,31.283085
369.883097,38,31.301049
489.848383,50,31.324656
249.743842,26,31.33703
219.902404,23,31.348473
479.87932,49,31.371616
559.651705,57,31.398791
189.820788,20,31.408231
359.893351,37,31.449277
439.829474,45,31.470324
279.902203,29,31.483905
139.892755,15,31.491032
409.753993,42,31.545824
289.865836,30,31.56004
499.786245,51,31.584015
199.875545,21,31.593883
469.866658,48,31.616319
349.729139,36,31.636792
139.894443,15,31.64428
239.89873,25,31.655998
499.745047,51,31.679884
159.883239,17,31.687855
119.914386,13,31.693966
159.93192,17,31.701934
679.826003,69,31.746377
319.920664,33,31.761772
319.857553,33,31.777533
459.709536,47,31.80046
99.917621,11,31.805655
209.795113,22,31.819266
1029.3945,104,31.868037
169.895675,18,31.876636
159.843462,17,31.88471
549.701031,56,31.929644
229.861865,24,31.941116
639.656824,65,31.971624
119.922959,13,32.003834
249.841308,26,32.016253
259.897826,27,32.029522
659.773181,67,32.061032
199.914087,21,32.102315
509.799014,52,32.126678
669.817525,68,32.167692
479.686783,49,32.204196
109.937976,12,32.220666
199.887988,21,32.236343
309.878874,32,32.260217
239.885063,25,32.275297
89.906166,10,32.280032
289.83836,30,32.294043
159.905586,17,32.302046
359.860227,37,32.319262
319.81923,33,32.342162
119.873536,13,32.348302
299.850249,31,32.362734
229.884889,24,32.374034
139.918491,15,32.381182
119.921465,13,32.387304
209.903171,22,32.398012
349.857279,36,32.437863
199.895845,21,32.447734
159.882953,17,32.455831
569.705543,58,32.482832
409.885223,42,32.502563
119.882259,13,32.508832
159.871781,17,32.523377
309.79349,32,32.538479
109.923689,12,32.544214
419.771625,43,32.564347
259.793664,27,32.577133
159.903239,17,32.617657
339.81847,35,32.634217
129.916675,14,32.640899
269.898665,28,32.654466
289.838969,30,32.668642
249.878659,26,32.680882
239.869031,25,32.692666
289.907826,30,32.718488
199.931669,21,32.728435
279.855731,29,32.742068
249.905852,26,32.754356
359.878306,37,32.772115
349.863614,36,32.789079
359.921518,37,32.816354
269.892253,28,32.82957
319.916937,33,32.845066
179.887343,19,32.854128
589.696961,60,32.882316
239.889454,25,32.905244
349.821733,36,32.92224
159.918478,17,32.930388
389.847474,40,32.949177
329.90663,34,32.96523
279.840035,29,32.978862
389.871097,40,33.006485
109.903919,12,33.012145
189.860754,20,33.021962
189.871663,20,33.03141
429.848419,44,33.052031
439.908968,45,33.103168
249.865886,26,33.115468
169.880271,18,33.123957
199.867109,21,33.133933
159.861182,17,33.142019
179.897921,19,33.151323
149.923378,16,33.158818
149.915388,16,33.184137
239.897117,25,33.195955
219.899109,23,33.206815
159.898163,17,33.214871
189.870794,20,33.224316
139.889127,15,33.231427
429.693056,44,33.291586
139.909129,15,33.298754
199.877682,21,33.308648
159.894531,17,33.316656
289.884956,30,33.330667
319.882529,33,33.346156
169.901947,18,33.354619
389.862214,40,33.383722
329.847879,34,33.400156
359.79426,37,33.417523
329.912348,34,33.433524
159.881005,17,33.441518
369.836907,38,33.459365
149.896157,16,33.46695
359.837585,37,33.484393
279.832267,29,33.498175
989.417538,100,33.545707
289.812652,30,33.568449
419.750756,43,33.588863
159.915877,17,33.596988
429.797986,44,33.617736
379.838132,39,33.636194
179.906185,19,33.645509
149.901349,16,33.656938
789.719534,80,33.69455
149.904024,16,33.702243
319.858674,33,33.759167
529.865172,54,33.784914
859.844415,87,33.825775
389.824084,40,33.856901
119.911153,13,33.863122
299.840212,31,33.87775
139.85947,15,33.884836
189.892071,20,33.895623
329.867257,34,33.926796
179.914394,19,33.944312
189.874595,20,33.962723
109.916473,12,33.981161
939.117799,95,34.044206
259.808364,27,34.057016
259.906677,27,34.069755
269.886119,28,34.082882
129.928969,14,34.094672
269.822745,28,34.107844
259.809967,27,34.120518
159.920356,17,34.128572
189.862477,20,34.137929
299.881479,31,34.152859
149.917339,16,34.160451
419.843063,43,34.180626
399.812141,41,34.201797
99.921296,11,34.206987
409.756497,42,34.226602
289.778098,30,34.240679
139.922278,15,34.247752
339.808314,35,34.264322
209.856638,22,34.275002
199.890552,21,34.286834
169.861849,18,34.295307
639.777901,65,34.325728
149.913738,16,34.333285
319.895725,33,34.348855
239.783093,25,34.360625
339.892869,35,34.387488
259.892541,27,34.400694
559.839141,57,34.427397
679.778621,69,34.459877
179.897169,19,34.474515
219.916905,23,34.485398
459.786187,47,34.507425
349.706098,36,34.524768
409.889723,42,34.54459
219.874114,23,34.555519
659.79483,67,34.591731
159.914812,17,34.599869
269.850654,28,34.613115
179.894342,19,34.622104
339.828849,35,34.638598
299.847871,31,34.653586
149.914323,16,34.662602
369.731291,38,34.680457
489.853838,50,34.703925
179.871899,19,34.712928
309.67006,32,34.728035
369.836476,38,34.74589
279.796797,29,34.762869
159.90463,17,34.771509
399.868901,41,34.790701
329.826051,34,34.806667
199.828588,21,34.816564
349.899508,36,34.833509
189.875914,20,34.842967
479.833012,49,34.867113
129.908985,14,34.873868
189.898903,20,34.883425
259.85344,27,34.896562
199.923898,21,34.906538
229.860646,24,34.918083
279.887063,29,34.93184
189.895493,20,34.948839
319.890649,33,34.964454
99.920757,11,34.969753
359.815978,37,34.987329
319.87491,33,35.003024
179.888157,19,35.012047
199.900377,21,35.022382
299.864447,31,35.049218
179.886477,19,35.05826
129.894191,14,35.064883
489.792133,50,35.088427
139.866899,15,35.095612
579.725602,59,35.12348
179.891924,19,35.13824
219.883501,23,35.14956
469.77483,48,35.172218
329.812137,34,35.188175
199.898719,21,35.198041
419.789456,43,35.218174
259.876489,27,35.236481
159.894672,17,35.244532
459.806385,47,35.266654
459.685633,47,35.289556
159.912004,17,35.29773
129.884296,14,35.304528
179.900877,19,35.328281
149.89709,16,35.336032
609.806192,62,35.365628
789.707351,80,35.403881
159.894641,17,35.411993
539.878416,55,35.440514
219.893477,23,35.451442
559.856715,57,35.47872
629.731346,64,35.50881
479.797066,49,35.53277
109.904979,12,35.538518
529.851936,54,35.563849
129.907938,14,35.570505
309.874113,32,35.585529
169.898099,18,35.594053
189.909255,20,35.603498
169.854014,18,35.612488
169.898201,18,35.621033
669.907376,68,35.662328
429.866806,44,35.702734
179.902959,19,35.720243
119.916524,13,35.762462
489.852859,50,35.789268
199.908249,21,35.799157
189.917823,20,35.808541
379.711239,39,35.826885
289.80344,30,35.840984
349.858127,36,35.870252
729.554696,74,35.904966
179.855106,19,35.913837
149.906663,16,35.921349
189.889942,20,35.930756
299.882819,31,35.945292
239.860915,25,35.958918
449.811042,46,35.980553
249.870238,26,35.992713
209.841236,22,36.002959
199.927107,21,36.012758
159.885312,17,36.021086
179.871979,19,36.049783
259.817786,27,36.062342
329.851319,34,36.078128
159.891176,17,36.086086
749.831814,76,36.121112
149.862219,16,36.128613
399.877023,41,36.153018
119.900912,13,36.15912
209.861464,22,36.169306
169.904498,18,36.177677
199.902589,21,36.187407
119.913897,13,36.193474
119.931906,13,36.19952
149.910101,16,36.2341
169.86539,18,36.242492
229.913699,24,36.253641
459.843385,47,36.276064
329.743098,34,36.292036
319.901001,33,36.307578
259.888587,27,36.320328
129.922804,14,36.327412
249.898802,26,36.339594
139.893214,15,36.346696
209.884171,22,36.357072
389.797975,40,36.375866
419.879672,43,36.396444
389.850279,40,36.415281
209.866913,22,36.425686
199.898326,21,36.435549
159.93728,17,36.443569
769.372123,78,36.480077
259.738832,27,36.492902
189.897877,20,36.519121
889.586421,90,36.561367
309.86471,32,36.576474
659.811326,67,36.635014
239.891,25,36.647243
189.869763,20,36.656661
139.927198,15,36.663765
329.890468,34,36.67982
169.887478,18,36.688304
189.838186,20,36.697791
399.879142,41,36.717779
119.874505,13,36.724072
229.864796,24,36.735513
409.615244,42,36.755555
479.809836,49,36.779176
269.858226,28,36.806873
209.920424,22,36.817336
179.91877,19,36.826249
219.842718,23,36.837058
279.826832,29,36.850621
309.892032,32,36.865676
209.86784,22,36.876016
89.910914,10,36.892583
89.90332,10,36.897776
219.837282,23,36.908556
589.729673,60,36.936615
229.873034,24,36.948
489.847173,50,36.971408
209.865902,22,36.981878
279.730193,29,36.99591
379.536183,39,37.014515
289.833076,30,37.029019
529.8479,54,37.054379
319.831419,33,37.069916
309.853387,32,37.092002
219.794854,23,37.102898
359.861261,37,37.120335
239.854311,25,37.132147
219.861663,23,37.142948
219.82817,23,37.154162
199.824074,21,37.181216
579.776039,59,37.208804
159.881847,17,37.216891
679.852625,69,37.248973
209.846254,22,37.275594
219.86551,23,37.286456
259.90163,27,37.299093
339.664987,35,37.315452
169.907475,18,37.323928
299.866391,31,37.338438
179.847617,19,37.347356
589.733656,60,37.387336
189.922825,20,37.397161
209.825617,22,37.407508
489.878318,50,37.430972
319.893034,33,37.446439
429.831319,44,37.474069
299.855459,31,37.488607
699.768613,71,37.52219
169.891866,18,37.530723
159.851257,17,37.538766
139.884866,15,37.554695
229.869279,24,37.566
159.911958,17,37.574037
169.92901,18,37.582565
169.864819,18,37.591061
169.906463,18,37.599639
319.770251,33,37.615146
379.8443,39,37.633493
319.895371,33,37.657861
329.83191,34,37.673972
289.898641,30,37.688131
289.712183,30,37.702417
259.901646,27,37.715193
219.864656,23,37.726048
159.892076,17,37.745371
469.759047,48,37.767944
379.817175,39,37.786747
159.865899,17,37.794909
469.832891,48,37.817383
139.929752,15,37.83913
439.871229,45,37.860284
129.895805,14,37.866944
299.897282,31,37.881568
209.860831,22,37.891926
419.770561,43,37.947156
119.904834,13,37.953452
199.885266,21,37.963465
239.898021,25,37.975519
219.915775,23,37.986627
159.866985,17,37.994692
219.917115,23,38.005717
189.905882,20,38.015249
119.903852,13,38.028842
229.817743,24,38.040178
459.799847,47,38.062164
309.888697,32,38.077254
159.888321,17,38.08531
289.90795,30,38.099388
