BatchSize,MaxVanillaIw,ESSRenyi,VarNormIw,VarJ,VanillaAvgRet,AvgRet,MinVanillaIw,J,AvgEpLen,AvgNormIw,MaxNormIw,ESSClassic,VarRet,VarVanillaIw,Bound,eRenyi2,MinNormIw,VarDiscRet,AvgVanillaIw,AvgDiscRet
100,1.0011039,99.99998807907247,2.175806e-11,0.0486441,4999.94845284087,4999.94845284087,0.99854434,4999.9487,500.0,0.009999999,0.010011453,99.99999237028983,0.0023894536819669136,2.1756303e-07,4579.138,1.0000001,0.009985857,0.0023894536819669136,0.9999586,4999.94845284087
100,1.0,100.0,3.5044917e-18,0.050681807,4999.944582475035,4999.944582475035,1.0,4999.9443,500.0,0.009999998,0.01,100.0,0.002596385389401421,,4579.134,1.0,0.01,0.002596385389401421,1.0,4999.944582475035
100,1.0,100.0,3.5044917e-18,0.050098725,4999.951693006771,4999.951693006771,1.0,4999.952,500.0,0.009999998,0.01,100.0,0.00253408681345426,,4579.1416,1.0,0.01,0.00253408681345426,1.0,4999.951693006771
100,1.0011841,99.99995231630692,1.73496e-10,0.056416813,4999.941567904473,4999.941567904473,0.9945456,4999.942,500.0,0.010000002,0.010013756,99.99981685975372,0.003218112418609452,1.7342993e-06,4579.1313,1.0000005,0.009947359,0.003218112418609452,0.9998087,4999.941567904473
100,1.0007062,99.99979734461846,3.8280292e-11,0.08571508,4999.93848986733,4999.93848986733,0.9967673,4999.939,500.0,0.01,0.010008067,99.99996566428605,0.00744390121320772,3.827292e-07,4579.128,1.000002,0.009968674,0.00744390121320772,0.9998996,4999.93848986733
100,1.0004283,100.0,4.053075e-12,0.06220818,4999.933920947794,4999.933920947794,0.99920636,4999.9346,500.0,0.010000002,0.010004186,99.99997329738322,0.003909831939414433,4.053055e-08,4579.124,1.0,0.009991967,0.003909831939414433,1.0000097,4999.933920947794
100,1.0,100.0,3.5044917e-18,0.06265183,4999.9409239318375,4999.9409239318375,1.0,4999.941,500.0,0.009999998,0.01,100.0,0.003962528988421431,,4579.1304,1.0,0.01,0.003962528988421431,1.0,4999.9409239318375
100,1.0066073,99.99988079085256,2.7620803e-10,0.051142156,4999.946793891688,4999.946793891688,0.9978632,4999.9478,500.0,0.01,0.0100624785,99.99972544043739,0.0026428223650290664,2.764067e-06,4579.1367,1.0000012,0.009975068,0.0026428223650290664,1.0003572,4999.946793891688
100,1.1164474,99.22934856064587,1.5452268e-06,28.269371,4991.825222957285,4991.825222957285,0.3408397,4997.123,499.2,0.01,0.011385931,98.4932517571699,6592.976254125547,0.014857021,4574.6816,1.0077664,0.0034760055,6592.976254125547,0.98055,4991.825222957285
100,1.0,100.0,3.5044917e-18,0.055120397,4999.943192180135,4999.943192180135,1.0,4999.9434,500.0,0.009999998,0.01,100.0,0.0030695774808970726,,4579.133,1.0,0.01,0.0030695774808970726,1.0,4999.943192180135
100,1.0,100.0,3.5044917e-18,0.059632033,4999.9450328268,4999.9450328268,1.0,4999.9453,500.0,0.009999998,0.01,100.0,0.003590288282017334,,4579.135,1.0,0.01,0.003590288282017334,1.0,4999.9450328268
100,1.0,100.0,3.5044917e-18,0.06325828,4999.9370090081375,4999.9370090081375,1.0,4999.937,500.0,0.009999998,0.01,100.0,0.004043651111475704,,4579.1265,1.0,0.01,0.004043651111475704,1.0,4999.9370090081375
100,1.0,100.0,3.5044917e-18,0.05824553,4999.94304338825,4999.94304338825,1.0,4999.9434,500.0,0.009999998,0.01,100.0,0.003427541826290922,,4579.133,1.0,0.01,0.003427541826290922,1.0,4999.94304338825
100,1.0010607,99.99998807907247,1.37700615e-11,0.059739303,4999.939553439693,4999.939553439693,0.99911827,4999.94,500.0,0.01,0.010011073,99.99998092562869,0.0036063332120670633,1.3768832e-07,4579.1294,1.0000001,0.009991648,0.0036063332120670633,0.99995345,4999.939553439693
100,1.0003997,100.0,2.8831462e-12,0.058604833,4999.941752811958,4999.941752811958,0.99951124,4999.9424,500.0,0.01,0.010003931,99.99999237065654,0.003469069664944744,2.8831572e-08,4579.132,1.0,0.009995046,0.003469069664944744,1.0000067,4999.941752811958
100,1.0,100.0,3.5044917e-18,0.051128782,4999.952652177405,4999.952652177405,1.0,4999.952,500.0,0.009999998,0.01,100.0,0.002640065283746452,,4579.1416,1.0,0.01,0.002640065283746452,1.0,4999.952652177405
100,1.0,100.0,3.5044917e-18,0.055120617,4999.9420287205485,4999.9420287205485,1.0,4999.942,500.0,0.009999998,0.01,100.0,0.0030701458215097945,,4579.1313,1.0,0.01,0.0030701458215097945,1.0,4999.9420287205485
100,1.0,100.0,3.5044917e-18,0.059614424,4999.946281131174,4999.946281131174,1.0,4999.9463,500.0,0.009999998,0.01,100.0,0.0035916436811517655,,4579.1357,1.0,0.01,0.0035916436811517655,1.0,4999.946281131174
100,1.0010269,99.99997615814777,2.021026e-11,0.061131105,4999.944484761457,4999.944484761457,0.99878514,4999.9453,500.0,0.01,0.010010191,99.99997329733229,0.0037755917356527393,2.0210258e-07,4579.135,1.0000002,0.009987773,0.0037755917356527393,1.0000077,4999.944484761457
100,1.0006758,99.99998807907247,5.3009767e-11,0.13966727,4999.927431659364,4999.927431659364,0.9957197,4999.9277,500.0,0.010000002,0.010007483,99.99992370056822,0.019829692073265164,5.3002714e-07,4579.117,1.0000001,0.009957919,0.019829692073265164,0.9999275,4999.927431659364
100,1.0,100.0,3.5044917e-18,0.051085442,4999.952892577611,4999.952892577611,1.0,4999.953,500.0,0.009999998,0.01,100.0,0.00263972344393749,,4579.1426,1.0,0.01,0.00263972344393749,1.0,4999.952892577611
100,1.0006862,99.99998807907247,9.6520084e-11,0.08509259,4999.943610701634,4999.943610701634,0.9919386,4999.9443,500.0,0.010000002,0.010007512,99.99989318161867,0.007396368390596749,9.650739e-07,4579.134,1.0000001,0.009920031,0.007396368390596749,0.999935,4999.943610701634
100,1.0,100.0,3.5044917e-18,0.06365201,4999.942654409688,4999.942654409688,1.0,4999.943,500.0,0.009999998,0.01,100.0,0.004088410879058103,,4579.1323,1.0,0.01,0.004088410879058103,1.0,4999.942654409688
100,1.0,100.0,3.5044917e-18,0.054138962,4999.947598359466,4999.947598359466,1.0,4999.9478,500.0,0.009999998,0.01,100.0,0.0029614515644953415,,4579.137,1.0,0.01,0.0029614515644953415,1.0,4999.947598359466
100,1.0011528,99.99997615814777,8.833406e-11,0.06250109,4999.936070264337,4999.936070264337,0.99537635,4999.9365,500.0,0.01,0.010012802,99.99989699014453,0.003959849903316991,8.831076e-07,4579.126,1.0000002,0.00995503,0.003959849903316991,0.99987274,4999.936070264337
100,1.0012314,99.99998807907247,1.6091718e-11,0.050854072,4999.943985839369,4999.943985839369,0.998836,4999.9443,500.0,0.010000002,0.010012587,99.9999465928091,0.002613423176953207,1.609041e-07,4579.134,1.0000001,0.009988631,0.002613423176953207,0.9999728,4999.943985839369
100,1.0,100.0,3.5044917e-18,0.047835167,4999.950198078873,4999.950198078873,1.0,4999.95,500.0,0.009999998,0.01,100.0,0.0023103053091269718,,4579.1396,1.0,0.01,0.0023103053091269718,1.0,4999.950198078873
100,1.0,100.0,3.5044917e-18,0.053807482,4999.952522752442,4999.952522752442,1.0,4999.9526,500.0,0.009999998,0.01,100.0,0.0029226802400496117,,4579.142,1.0,0.01,0.0029226802400496117,1.0,4999.952522752442
100,1.0,100.0,3.5044917e-18,0.048793003,4999.944570433638,4999.944570433638,1.0,4999.9443,500.0,0.009999998,0.01,100.0,0.0024043421996537404,,4579.134,1.0,0.01,0.0024043421996537404,1.0,4999.944570433638
100,1.0,100.0,3.5044917e-18,0.057646453,4999.945729634237,4999.945729634237,1.0,4999.946,500.0,0.009999998,0.01,100.0,0.0033552535184323278,,4579.1353,1.0,0.01,0.0033552535184323278,1.0,4999.945729634237
100,1.0,100.0,3.5044917e-18,0.05043832,4999.942190992439,4999.942190992439,1.0,4999.9424,500.0,0.009999998,0.01,100.0,0.002570183141315055,,4579.132,1.0,0.01,0.002570183141315055,1.0,4999.942190992439
100,1.0,100.0,3.5044917e-18,0.16847935,4999.919794900445,4999.919794900445,1.0,4999.92,500.0,0.009999998,0.01,100.0,0.02867981815179038,,4579.1094,1.0,0.01,0.02867981815179038,1.0,4999.919794900445
100,1.0,100.0,3.5044917e-18,0.05781005,4999.9449948418005,4999.9449948418005,1.0,4999.945,500.0,0.009999998,0.01,100.0,0.003372554677804106,,4579.1343,1.0,0.01,0.003372554677804106,1.0,4999.9449948418005
100,1.0,100.0,3.5044917e-18,0.06306579,4999.94631702099,4999.94631702099,1.0,4999.9463,500.0,0.009999998,0.01,100.0,0.004017532618740228,,4579.1357,1.0,0.01,0.004017532618740228,1.0,4999.94631702099
100,1.00019,99.99980926550052,6.7285543e-13,0.060106326,4999.938768185508,4999.938768185508,0.9997649,4999.9395,500.0,0.009999998,0.010001858,100.0000381468235,0.0036466513787248374,6.728846e-09,4579.1284,1.0000019,0.009997607,0.0036466513787248374,1.0000042,4999.938768185508
100,1.001096,99.99998807907247,2.5629868e-11,0.06299285,4999.937733812747,4999.937733812747,0.99856955,4999.9385,500.0,0.01,0.010011271,99.99996948148122,0.004009826054233339,2.562855e-07,4579.128,1.0000001,0.009986006,0.004009826054233339,0.99996895,4999.937733812747
100,1.0,100.0,3.5044917e-18,0.053413797,4999.9432390203365,4999.9432390203365,1.0,4999.944,500.0,0.009999998,0.01,100.0,0.0028817564816906215,,4579.1333,1.0,0.01,0.0028817564816906215,1.0,4999.9432390203365
100,1.004471,99.99995231630692,7.806691e-11,0.061320994,4999.942043349665,4999.942043349665,0.99835604,4999.9424,500.0,0.01,0.010043849,99.99991608389635,0.003801282259256321,7.8079927e-07,4579.132,1.0000005,0.009982706,0.003801282259256321,1.0000856,4999.942043349665
100,1.0027064,99.99994039539075,1.5026823e-10,0.057155233,4999.944198012429,4999.944198012429,0.99509066,4999.945,500.0,0.01,0.010027582,99.99985503417388,0.003303069660999846,1.5025275e-06,4579.1343,1.0000006,0.009951421,0.003303069660999846,0.9999483,4999.944198012429
100,1.0014894,99.99996423722592,1.2787468e-10,0.057362255,4999.950895272645,4999.950895272645,0.9936317,4999.9517,500.0,0.01,0.0100159515,99.99986265653769,0.0033308189812791883,1.2784819e-06,4579.141,1.0000004,0.0099373665,0.0033308189812791883,0.9998944,4999.950895272645
100,1.0,100.0,3.5044917e-18,0.04349388,4999.95415384357,4999.95415384357,1.0,4999.954,500.0,0.009999998,0.01,100.0,0.001909694595897237,,4579.1436,1.0,0.01,0.001909694595897237,1.0,4999.95415384357
100,1.0006264,100.0,3.5015686e-12,0.056080673,4999.939446594973,4999.939446594973,0.9991795,4999.94,500.0,0.01,0.010006269,100.00000762939904,0.00317577891508055,3.501584e-08,4579.1294,1.0,0.0099918,0.00317577891508055,0.99999946,4999.939446594973
100,1.0001092,100.0,3.3036895e-13,0.061708473,4999.943558304062,4999.943558304062,0.9998239,4999.944,500.0,0.01,0.010000992,99.99999237068273,0.0038458700316747066,3.3041063e-09,4579.1333,1.0,0.009998139,0.0038458700316747066,1.00001,4999.943558304062
100,1.0,100.0,3.5044917e-18,0.06074978,4999.94641697785,4999.94641697785,1.0,4999.947,500.0,0.009999998,0.01,100.0,0.003726905025023382,,4579.136,1.0,0.01,0.003726905025023382,1.0,4999.94641697785
100,1.0002159,100.0,1.5563193e-12,0.049375508,4999.949837776395,4999.949837776395,0.99957454,4999.95,500.0,0.010000002,0.010001984,100.00000381463073,0.0024627695664816013,1.5563561e-08,4579.1396,1.0,0.00999557,0.0024627695664816013,1.0000175,4999.949837776395
100,1.0006456,100.0,3.8757986e-12,0.050333906,4999.951431425415,4999.951431425415,0.99955523,4999.952,500.0,0.01,0.010006032,99.9999771127912,0.002557475721081411,3.8761517e-08,4579.1416,1.0,0.009995128,0.002557475721081411,1.0000424,4999.951431425415
100,1.0035505,99.99994039539075,2.8248917e-10,0.059968676,4999.93650670346,4999.93650670346,0.9954389,4999.937,500.0,0.01,0.01003497,99.99971772805337,0.0036412157704592205,2.825195e-06,4579.1265,1.0000006,0.009953858,0.0036412157704592205,1.0000533,4999.93650670346
100,1.00048,99.99980926550052,8.8899537e-13,0.061284646,4999.939038447892,4999.939038447892,0.9997872,4999.9395,500.0,0.009999999,0.010004925,100.0000114442351,0.0037931168384103013,8.890452e-09,4579.1284,1.0000019,0.0099979965,0.0037931168384103013,0.99998754,4999.939038447892
