AvgRet,MinVanillaIw,VarDiscRet,ESSClassic,AvgEpLen,ESSRenyi,MaxVanillaIw,Bound,IterType,eRenyi2,VarJ,VarNormIw,VarRet,AvgDiscRet,AvgVanillaIw,AvgNormIw,MinNormIw,Delta,J,MaxNormIw,EpsThisIter,VarVanillaIw,VanillaAvgRet,BatchSize
-1743.3246030328082,1.710294e-07,4510235.975432037,46.52254187502595,200.0,41.03217495461744,3.4110541,-988.4169,1,2.4371119,213.9767,0.00011611068,4510235.975432037,-1743.3246030328082,1.1270704,0.01,1.5174686e-09,0.5,-89.3633,0.030264782,100,1.4749397,-1743.3246030328082,100
-239.31422860749808,0.0118053965,611414.6437400902,75.14065628867333,200.0,82.18337202503649,1.5265956,-360.88065,1,1.2167912,48.790913,3.341793e-05,611414.6437400902,-239.31422860749808,0.8879752,0.01,0.00013294736,0.5,-20.527798,0.017191872,100,0.26350042,-239.31422860749808,100
-10.703958469907029,0.19429444,240.66451620763863,95.50494849023492,200.0,94.4850330696174,1.2194,-24.004768,1,1.0583687,8.12182,4.7541553e-06,240.66451620763863,-10.703958469907029,1.0412238,0.01,0.00186602,0.5,-9.358387,0.01171122,100,0.051542036,-10.703958469907029,100
-9.451140580441763,0.001861405,72.79163884741934,77.26863313953642,200.0,76.50244638696233,1.685785,-11.664789,1,1.3071477,8.404594,2.9715806e-05,72.79163884741934,-9.451140580441763,1.0142659,0.01,1.8352239e-05,0.5,-8.32023,0.01662074,100,0.305697,-9.451140580441763,100
-8.898642885451642,0.81421894,61.69691672472498,93.15019847334887,200.0,92.72662738193051,2.4246182,-11.482384,1,1.0784389,7.9988794,7.4277687e-06,61.69691672472498,-8.898642885451642,0.98842216,0.010000002,0.008237562,0.5,-8.708082,0.02453019,100,0.07256769,-8.898642885451642,100
-7.425385094334059,0.15818797,51.77085074334616,90.00480063064057,200.0,88.34597009703556,1.3718371,-9.75363,1,1.1319135,7.0586123,1.1217368e-05,51.77085074334616,-7.425385094334059,1.0265198,0.01,0.0015410124,0.5,-7.0978,0.013363962,100,0.118202254,-7.425385094334059,100
-7.230634706743933,0.95478606,43.84109131612932,99.86639750264321,200.0,99.52928717018334,1.1377631,-9.639626,1,1.0047294,6.573763,1.3511907e-07,43.84109131612932,-7.230634706743933,0.9859027,0.01,0.009684384,0.5,-7.2181115,0.011540319,100,0.0013133627,-7.230634706743933,100
-9.093251271396332,0.0156996,67.685932852048,78.75895563057574,200.0,79.19098134096261,1.6696615,-11.572363,1,1.26277,8.3519535,2.7242115e-05,67.685932852048,-9.093251271396332,0.9866841,0.01,0.00015911476,0.5,-8.380945,0.016921947,100,0.2652144,-9.093251271396332,100
-9.32346772174152,0.29890195,58.62396450994634,93.27054612805495,200.0,93.31295606766679,1.3498868,-12.018902,1,1.0716625,7.356082,7.287868e-06,58.62396450994634,-9.32346772174152,0.96147555,0.01,0.0031087836,0.5,-9.067335,0.014039742,100,0.06737163,-9.32346772174152,100
-7.345476547692604,0.74673784,54.48845799392753,95.28818784842505,200.0,93.96231698670307,1.8533363,-9.788931,1,1.0642564,7.2973814,4.994749e-06,54.48845799392753,-7.345476547692604,0.990666,0.010000002,0.0075377356,0.5,-7.163313,0.018707985,100,0.049019415,-7.345476547692604,100
-8.003028503409261,0.031617302,55.58260179943925,84.30176173816807,200.0,79.24271072801278,1.6020591,-9.996908,1,1.2619457,7.6652446,1.8809571e-05,55.58260179943925,-8.003028503409261,1.1047426,0.010000002,0.0002861961,0.5,-7.346071,0.01450165,100,0.22956261,-8.003028503409261,100
-7.84294530168882,0.103260815,50.233436366301056,80.21448333072823,200.0,80.08552529451828,1.8064632,-9.90429,1,1.2486651,7.986647,2.49149e-05,50.233436366301056,-7.84294530168882,0.9652285,0.01,0.001069807,0.5,-7.1767473,0.018715395,100,0.23212367,-7.84294530168882,100
-8.384802345736494,0.66781616,54.641976607090065,91.73459474318193,200.0,91.87582198148247,1.9839193,-10.64571,1,1.0884256,7.4571147,9.101135e-06,54.641976607090065,-8.384802345736494,1.0409151,0.01,0.0064156638,0.5,-8.175927,0.019059375,100,0.09861118,-8.384802345736494,100
-7.469189061903968,0.8306992,48.38843268864376,99.76448243001587,200.0,99.69075289109563,1.0417814,-9.894397,1,1.0031021,6.9707265,2.3844441e-07,48.38843268864376,-7.469189061903968,1.0035766,0.01,0.008277386,0.5,-7.46311,0.010380686,100,0.0024015314,-7.469189061903968,100
-8.659418290123636,0.025011279,54.994748397431124,75.73087513125354,200.0,73.11887903668588,1.9337231,-10.683001,1,1.3676358,7.672658,3.2370248e-05,54.994748397431124,-8.659418290123636,1.0536345,0.01,0.00023738095,0.5,-7.7054605,0.018352883,100,0.35935694,-8.659418290123636,100
-8.194202034598986,2.5064457e-29,51.443103824825975,13.201443047639218,200.0,21.21196182973238,6.7300925,-9.810665,1,4.714321,11.932515,0.0006641345,51.443103824825975,-8.194202034598986,0.5777749,0.010000002,4.338101e-31,0.5,-4.7062483,0.11648295,100,2.2170386,-8.194202034598986,100
-8.478893589626756,0.6857942,45.99724782526213,90.57408236353042,200.0,89.23500464864934,2.8361745,-10.770525,1,1.1206365,7.1762877,1.051199e-05,45.99724782526213,-8.478893589626756,1.0045261,0.01,0.0068270415,0.5,-8.224257,0.028233955,100,0.10607361,-8.478893589626756,100
