VarianceInit,StdIW,J_sample_variance,MinIW,Bound,OptimizationReturnMean,MeanIW,InitialReturnStd,ESSRenyi,InitialReturnMin,StdIWNorm,EpLenMean,ReturnMeanIW,ReturnStepMaxmin,MinIWNorm,OptimizationReturnMin,MeanEntropy,MaxIW,TimestepsSoFar,InitialReturnMean,EmpiricalD2,ESSClassic,LearnableVariance,OptimizationReturnMax,EpRewMean,TimeElapsed,InitialBound,ReturnStepMax,EpThisIter,InitialReturnMax,MaxIWNorm,Weights,MeanIWNorm,EpisodesSoFar,Iteration
-1,0.2065384,8082.8613,0.60508054,47.092247,72.75877,1.0333431,49.44058,96.414856,63.134583,0.0020653838,14.87,142.17041,9.358133,0.006050805,,1.4060056,1.6689656,1487,135.89336,1.0371846,96.15849,True,248.05963,135.89335825835622,7.496041774749756,42.535095,9.358133,100,311.1942,0.016689656,[ 0.  0. -0.  0. -0.  0.  0. -0.  0.  0.  0.  0.],0.01033343,100,1
-1,0.22927077,6604.7485,0.77902013,32.650536,85.7258,1.030506,46.372265,96.51222,53.992744,0.0022927073,15.28,145.9885,9.359544,0.0077902013,,1.411011,2.4170966,3015,139.71854,1.0361382,95.283585,True,317.1537,139.71853775827248,15.283527612686157,28.374619,9.359544,100,371.14642,0.024170965,[ 0.033 -0.03   0.045 -0.023 -0.01   0.015 -0.02  -0.027  0.     0.  0.    -0.013],0.010305059,200,2
-1,1.424839,58537.547,0.05643048,86.331345,62.226707,1.2195067,43.8035,46.65424,81.145905,0.01424839,15.68,207.84178,9.359854,0.0005643048,,1.3327671,9.789525,4583,143.37262,2.1434278,42.28158,True,195.5087,143.37261493062417,21.721020460128784,60.376244,9.359854,100,276.6546,0.09789525,[ 0.034 -0.023  0.043 -0.007  0.007  0.035 -0.029 -0.045  0.     0.  0.    -0.008],0.012195067,300,3
-1,0.22091082,10298.587,0.4499946,60.623573,97.6124,1.0657969,53.45509,92.93119,72.2666,0.0022091079,18.54,183.66666,9.359829,0.004499946,,1.3276509,1.6192732,6437,169.87898,1.076065,95.88075,True,323.11523,169.87898611188706,31.172009468078613,51.264442,9.359829,100,395.38184,0.016192732,[ 0.006  0.023 -0.002  0.005  0.008  0.062 -0.034 -0.101  0.     0.  0.    -0.086],0.010657969,400,4
-1,0.80540264,54066.965,0.14397773,71.66257,98.17096,1.1145118,57.470005,72.761536,72.06673,0.008054026,18.57,221.18942,9.359634,0.0014397773,,1.2495575,5.0613647,8294,170.23766,1.3743526,65.69336,True,353.08984,170.23767059088365,40.35978317260742,42.690712,9.359634,100,425.15656,0.050613645,[ 0.015  0.018  0.014  0.025  0.025  0.05  -0.007 -0.088  0.     0.  0.    -0.091],0.011145119,500,5
-1,3.0186155,414281.22,0.00017384827,154.03662,116.058685,1.5274795,55.62491,20.135902,63.207577,0.030186156,19.54,358.45026,9.359956,1.7384826e-06,,1.0964829,16.438389,10248,179.26625,4.9662538,20.385727,True,242.54785,179.2662555801713,50.294859170913696,87.53963,9.359956,100,305.75543,0.16438389,[ 0.028  0.017  0.025  0.019  0.016  0.051  0.007 -0.104  0.     0.  0.    -0.169],0.015274796,600,6
-1,0.7056892,35706.99,0.08659279,127.4821,124.35942,1.1418382,57.071228,69.59472,99.451355,0.007056891,24.3,274.24915,9.359736,0.0008659279,,1.048214,4.143671,12678,223.81078,1.4368906,72.361,True,308.67578,223.81078233530124,61.06090998649597,101.37264,9.359736,100,408.12714,0.04143671,[ 0.019  0.044  0.027  0.027  0.019  0.066  0.047 -0.142  0.     0.  0.    -0.322],0.011418382,700,7
-1,0.24546745,22572.648,0.45003626,109.95584,119.83511,1.0206882,66.852165,92.9822,117.75098,0.0024546746,25.78,250.50276,9.359887,0.0045003626,,1.0369408,1.4837039,15256,237.58609,1.0754746,94.53255,True,334.00095,237.58609264161555,73.44643449783325,102.0605,9.359887,100,451.75192,0.014837038,[ 0.018  0.043  0.026  0.016 -0.003  0.077  0.041 -0.169  0.     0.  0.    -0.371],0.010206882,800,8
-1,0.24975862,29966.86,0.46743855,114.38098,98.54892,1.020366,64.93126,93.52108,144.98389,0.0024975862,26.4,255.50926,9.359226,0.0046743853,,1.008342,1.6455783,17896,243.5328,1.0692776,94.347275,True,309.94922,243.53280875816893,85.62383794784546,107.05287,9.359226,100,454.9331,0.016455783,[ 0.02   0.048  0.021  0.022 -0.005  0.078  0.051 -0.178  0.     0.  0.    -0.382],0.010203659,900,9
-1,0.29600903,27189.902,0.37635943,80.43059,123.29877,1.0212027,77.017456,93.40352,118.04996,0.0029600903,26.18,255.94708,9.359509,0.0037635942,,0.98978716,1.938943,20514,241.34872,1.0706235,92.24916,True,447.37936,241.34873008643058,94.81414842605591,71.719925,9.359509,100,565.4293,0.01938943,[ 0.015  0.061  0.015  0.031 -0.003  0.091  0.057 -0.18   0.     0.  0.    -0.411],0.010212028,1000,10
-1,0.8725176,131083.33,0.12518124,143.60597,125.014824,1.1450992,83.0486,63.989822,144.65704,0.008725176,29.19,348.81198,9.359962,0.0012518124,,0.9943848,5.690279,23433,269.67184,1.5627486,63.267902,True,402.5155,269.6718763860967,105.75274395942688,105.520096,9.359962,100,547.17255,0.05690279,[-0.006  0.075  0.005  0.022 -0.012  0.075  0.054 -0.181  0.     0.  0.    -0.429],0.011450992,1100,11
-1,0.4271034,54881.223,0.25119323,101.35095,117.63108,1.0339696,82.176025,85.00686,165.16516,0.0042710337,30.59,315.34857,9.359847,0.0025119323,,0.96856296,2.5743947,26492,282.79623,1.1763756,85.42424,True,492.5149,282.79623440472324,119.70778036117554,85.49226,9.359847,100,657.68005,0.025743946,[-0.034  0.086 -0.006  0.018 -0.015  0.08   0.041 -0.221  0.     0.  0.    -0.425],0.010339695,1200,12
-1,0.22059464,48962.793,0.48681396,82.431244,110.965195,1.0346541,91.44984,95.29427,184.77632,0.0022059462,31.98,309.7528,9.359895,0.0048681395,,0.96549547,1.6529903,29690,295.74152,1.049381,95.65196,True,554.9189,295.7415154135866,140.14168000221252,73.83298,9.359895,100,739.6952,0.016529903,[-0.031  0.086 -0.007  0.014 -0.017  0.08   0.043 -0.242  0.     0.  0.    -0.45 ],0.010346541,1300,13
-1,0.91056365,182036.89,0.12223306,173.364,159.31906,1.116029,99.209526,75.78885,144.66757,0.009105636,32.92,373.78247,9.359691,0.0012223306,,0.97707,8.613447,32982,303.98663,1.3194554,60.03531,True,436.92538,303.9866327895578,157.07032585144043,129.50873,9.359691,100,581.59296,0.08613447,[-0.025  0.081 -0.013  0.014 -0.019  0.078  0.028 -0.251  0.     0.  0.    -0.453],0.01116029,1400,14
-1,0.55773777,60886.62,0.23324779,123.86299,127.89229,1.0903635,84.198296,81.50071,163.76595,0.0055773775,31.54,331.1006,9.359853,0.0023324778,,0.99741656,4.1594634,36136,291.65823,1.2269832,79.2614,True,459.86548,291.65823081311913,173.26716494560242,104.56879,9.359853,100,623.6314,0.041594632,[ 0.026  0.077 -0.016  0.02  -0.02   0.099  0.041 -0.255  0.     0.  0.    -0.442],0.010903635,1500,15
-1,0.24318881,59643.67,0.23744386,130.45416,120.90185,1.041319,100.226746,92.7609,192.85423,0.0024318884,33.92,338.2296,9.359326,0.0023744386,,0.9937325,1.8109591,39528,313.75607,1.0780404,94.828026,True,474.19128,313.7560925204104,189.0746705532074,113.642426,9.359326,100,667.04553,0.01810959,[ 0.022  0.083 -0.023  0.025 -0.018  0.104  0.042 -0.28   0.     0.  0.    -0.422],0.01041319,1600,16
-1,0.6425296,77993.9,0.021879993,165.26572,116.42345,1.0702062,82.2351,76.4585,192.65102,0.0064252955,33.41,356.68594,9.3595915,0.00021879993,,0.9460851,3.6241248,42869,309.07446,1.307899,73.50481,True,365.2787,309.0744570484128,203.51305556297302,141.69554,9.3595915,100,557.9297,0.03624125,[ 0.007  0.105 -0.034  0.033 -0.016  0.123  0.058 -0.286  0.     0.  0.    -0.425],0.0107020615,1700,17
-1,0.99083024,240678.27,0.19907396,133.30374,132.19019,1.1170996,100.91417,71.17964,184.80704,0.009908303,34.28,396.7952,9.35973,0.0019907395,,0.8971346,7.611137,46297,316.99725,1.4048961,55.968796,True,556.2014,316.99723049210905,220.94614267349243,94.69469,9.35973,100,741.0085,0.07611137,[ 0.034  0.099 -0.028  0.032 -0.024  0.15   0.077 -0.3    0.     0.  0.    -0.473],0.011170995,1800,18
-1,0.2864951,55243.953,0.3642069,149.74095,120.24567,1.031856,84.384,93.09632,201.08447,0.0028649506,34.72,337.63547,9.359989,0.003642069,,0.87610406,1.9730604,49769,321.33017,1.0741563,92.84278,True,403.2246,321.3301464904335,236.80072355270386,140.03743,9.359989,100,604.3091,0.019730603,[ 0.007  0.091 -0.026  0.009 -0.05   0.148  0.073 -0.303  0.     0.  0.    -0.522],0.01031856,1900,19
-1,0.34218746,61170.918,0.21437125,168.48192,138.8157,1.0436208,88.34841,89.126915,192.11087,0.0034218745,35.75,357.65784,9.359899,0.0021437125,,0.8511917,1.9824046,53344,330.92657,1.1219956,90.29276,True,403.20718,330.92657235443914,250.86039090156555,152.33116,9.359899,100,595.31805,0.019824045,[ 0.023  0.096 -0.029  0.005 -0.051  0.146  0.08  -0.31   0.     0.  0.    -0.543],0.010436207,2000,20
-1,0.46682662,91607.72,0.48728564,166.92957,120.65596,1.0583264,108.9223,88.62157,221.00113,0.004668266,36.9,377.71765,9.359937,0.004872856,,0.87516487,3.56785,57034,341.65707,1.1283935,83.71225,True,440.44504,341.65709291376623,265.2449266910553,143.22324,9.359937,100,661.44617,0.035678502,[ 0.003  0.096 -0.038  0.008 -0.046  0.145  0.07  -0.328  0.     0.  0.    -0.568],0.010583263,2100,21
-1,0.72087866,213826.16,0.29024205,169.102,144.3308,1.0823985,112.399155,85.85261,200.86304,0.0072087864,37.3,406.50455,9.359731,0.0029024205,,0.8663547,7.2344513,60764,345.19382,1.1647869,69.27331,True,532.36804,345.1938361225431,279.8686833381653,125.22453,9.359731,100,733.2311,0.07234451,[-0.024  0.115 -0.051  0.018 -0.042  0.142  0.075 -0.321  0.     0.  0.    -0.544],0.010823984,2200,22
-1,0.425744,80006.375,0.29115543,117.28201,153.19957,1.034464,123.3667,90.391075,203.38885,0.0042574396,38.51,384.81537,9.359726,0.0029115542,,0.8442431,3.6546907,64615,356.58844,1.1063039,85.5153,True,644.462,356.5884247025538,295.2216262817383,102.23317,9.359726,100,847.8508,0.03654691,[-0.055  0.105 -0.059  0.021 -0.041  0.122  0.045 -0.341  0.     0.  0.    -0.553],0.0103446385,2300,23
