InitialReturnStd,StdIWNorm,MinIWNorm,TimeElapsed,OptimizationReturnMin,OptimizationReturnMean,EpisodesSoFar,ESSClassic,Weights,StdIW,EpThisIter,VarianceInit,OptimizationReturnMax,InitialReturnMax,EpRewMean,ReturnMeanIW,EmpiricalD2,J_sample_variance,MeanIW,ESSRenyi,LearnableVariance,MinIW,Bound,MeanEntropy,MaxIWNorm,TimestepsSoFar,InitialReturnMin,ReturnStepMax,Iteration,ReturnStepMaxmin,InitialBound,EpLenMean,InitialReturnMean,MeanIWNorm,MaxIW
48.198395,0.0024236485,0.0040096384,3.35549259185791,,71.407005,100,94.840065,[-0. -0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.],0.24236487,100,-1,288.72467,360.69116,143.3734819990187,155.18568,1.0714355,10886.078,1.039066,93.33273,True,0.40096387,43.180084,1.4005585,0.017071674,1568,71.96648,9.359357,1,9.359357,35.166145,15.68,143.37347,0.010390658,1.7071674
51.090126,0.023811296,1.9136902e-05,7.670311450958252,,79.601974,200,25.111166,[ 0.025 -0.003  0.031 -0.02  -0.019 -0.004  0.027  0.007  0.     0.  0.    -0.018],2.3811297,100,-1,259.36053,322.14636,142.38779243970805,253.61568,2.9456275,180610.77,1.3788214,33.948624,True,0.0019136902,87.747375,1.2471924,0.15181231,3124,62.78582,9.359431,2,9.359431,45.743866,15.56,142.38779,0.013788214,15.1812315
55.03684,0.009312772,0.0030082203,11.338338375091553,,98.12287,300,56.129547,[ 0.034 -0.03   0.042 -0.019 -0.015 -0.023  0.013 -0.055  0.     0.  0.    -0.172],0.93127716,100,-1,258.92444,321.9702,161.1686448704951,190.53526,1.3518779,39779.86,1.0533888,73.971176,True,0.30082205,78.22856,1.2007288,0.06595416,4883,63.04577,9.359728,3,9.359728,64.57758,17.59,161.16864,0.010533888,6.5954165
55.50755,0.010646594,0.0001408848,15.749366998672485,,98.7432,400,53.26693,[ 0.049 -0.037  0.041 -0.008 -0.001  0.015 -0.008 -0.098  0.     0.  0.    -0.218],1.0646595,100,-1,271.02106,352.47034,180.19248778995475,241.44345,1.7583565,57676.277,1.1366515,56.87129,True,0.014088481,101.227554,1.1074841,0.05978563,6845,81.44928,9.359605,4,9.359605,74.45139,19.62,180.19247,0.011366515,5.9785633
65.070625,0.004950238,0.003062403,20.061476945877075,,97.80501,500,83.88173,[ 0.048 -0.028  0.051  0.001  0.006  0.009  0.009 -0.118  0.     0.  0.    -0.311],0.49502385,100,-1,382.82343,500.82385,215.80542271412978,256.15173,1.205902,39043.85,1.1292777,82.925476,True,0.30624032,91.15999,1.0814164,0.036230624,9190,118.00042,9.359943,5,9.359943,65.55827,23.45,215.8054,0.011292776,3.6230626
57.1936,0.020441925,0.0009544433,23.80504846572876,,126.8766,600,29.136559,[ 0.054 -0.016  0.055  0.024  0.027  0.037  0.032 -0.123  0.     0.  0.    -0.338],2.0441926,100,-1,304.4739,385.6648,208.06748801681468,294.13687,1.8480705,224350.84,1.31078,54.11049,True,0.09544433,136.85071,1.0852845,0.14457798,11451,81.19089,9.359744,6,9.359744,92.36806,22.61,208.06747,0.013107799,14.457798
56.52146,0.18748169,3.636226e-05,27.95643448829651,,115.56306,700,2.0372722,[ 0.06   0.009  0.058 -0.001 -0.007  0.103  0.047 -0.125  0.     0.  0.    -0.334],18.748173,100,-1,270.91077,361.67908,206.33137008554317,765.8163,13.724242,15891443.0,2.7036657,7.286377,True,0.0036362263,363.85077,1.0895858,1.8897213,13694,90.76831,9.359721,7,9.359721,97.82766,22.43,206.33139,0.02703666,188.97214
61.28745,0.0035335382,0.003921431,32.124064207077026,,113.06584,800,90.12521,[ 0.062  0.008  0.052 -0.003 -0.002  0.143  0.055 -0.198  0.     0.  0.    -0.329],0.35335383,100,-1,316.79807,444.41516,240.68292409637107,260.8364,1.123201,27303.412,1.0675025,89.03126,True,0.39214313,119.53746,1.0540915,0.021642718,16305,127.617096,9.359194,8,9.359194,107.35838,26.11,240.68292,0.010675025,2.1642718
72.693184,0.002226229,0.004298788,35.867016315460205,,119.600685,900,95.39229,[ 0.056  0.025  0.043 -0.013 -0.011  0.156  0.056 -0.196  0.     0.  0.    -0.365],0.2226229,100,-1,426.2324,543.806,237.17431896005098,246.70789,1.040633,24953.2,1.01294,96.09536,True,0.4298788,80.28461,1.0297083,0.017684786,18877,117.57364,9.35995,9,9.35995,74.0325,25.72,237.17432,0.010129401,1.7684786
75.96502,0.008686532,0.001582903,39.897950410842896,,133.69643,1000,65.65319,[ 0.043  0.03   0.038 -0.019 -0.017  0.149  0.048 -0.202  0.     0.  0.    -0.389],0.8686532,100,-1,430.4521,548.6136,251.85793910348556,313.0376,1.369701,49647.36,1.2009671,73.00864,True,0.1582903,120.41789,1.06189,0.073061034,21608,118.1615,9.359362,10,9.359362,87.27388,27.31,251.85796,0.012009669,7.306103
75.42799,0.0027015172,0.0031021233,44.298826456069946,,143.07085,1100,93.68585,[ 0.043  0.033  0.04  -0.017 -0.014  0.14   0.064 -0.21   0.     0.  0.    -0.357],0.27015173,100,-1,381.40237,499.04327,260.7117346725899,278.17218,1.0861882,27316.773,1.0406078,92.06508,True,0.31021234,122.14079,1.0701116,0.017213784,24432,117.64089,9.35981,11,9.35981,110.998764,28.24,260.71173,0.010406078,1.7213784
76.17,0.0039177425,0.0014386676,48.51745867729187,,103.32393,1200,88.15384,[ 0.04   0.048  0.036 -0.001 -0.006  0.156  0.078 -0.215  0.     0.  0.    -0.349],0.39177424,100,-1,391.67834,547.47797,259.12353257298196,284.28387,1.1416364,43727.105,1.0687301,87.59357,True,0.14386676,108.79411,1.0347888,0.023759415,27239,155.7996,9.359956,12,9.359956,94.88013,28.07,259.12357,0.0106873,2.3759415
62.268547,0.0034194603,0.0046090833,52.99009990692139,,117.34069,1300,90.73332,[ 0.022  0.06   0.026  0.01   0.01   0.145  0.057 -0.23   0.     0.  0.    -0.384],0.341946,100,-1,324.06003,460.0215,253.30218695900902,275.17676,1.1248266,28904.945,1.0699883,88.902596,True,0.46090835,128.8101,1.0490721,0.018984968,29983,135.96149,9.359324,13,9.359324,115.29573,27.44,253.30219,0.010699882,1.8984969
75.3489,0.24422155,4.0422612e-05,58.36032700538635,,128.59764,1400,2.0466158,[ 0.01   0.068  0.018 -0.006 -0.009  0.145  0.059 -0.24   0.     0.  0.    -0.37 ],24.422155,100,-1,352.87424,488.58978,264.3131802077742,1286.902,31.263681,39264960.0,3.530144,3.1985996,True,0.0040422613,467.33264,1.0956241,2.45568,32846,135.71555,9.359838,14,9.359838,117.73625,28.63,264.31317,0.035301436,245.568
86.89779,0.004603806,0.0044355765,65.5272843837738,,113.54074,1500,84.14735,[ 0.046  0.037  0.033 -0.021 -0.024  0.162  0.095 -0.324  0.     0.  0.    -0.323],0.46038058,100,-1,551.4861,725.3653,287.4199358123409,300.0555,1.0777767,42938.54,1.0606842,92.7836,True,0.44355768,74.14189,1.0895535,0.046810765,35955,173.8792,9.359598,15,9.359598,69.81035,31.09,287.41995,0.010606841,4.6810765
79.43778,0.0025995204,0.0045729605,71.3935112953186,,130.4207,1600,94.32229,[ 0.033  0.035  0.035 -0.035 -0.032  0.148  0.091 -0.316  0.     0.  0.    -0.329],0.25995204,100,-1,493.03955,647.23914,284.6202917092536,303.72327,1.0783248,37307.062,1.0595298,92.736435,True,0.45729607,102.09064,1.0712454,0.017708521,39034,154.1996,9.359609,16,9.359609,90.44855,30.79,284.6203,0.0105952965,1.7708522
91.46655,0.018873021,0.00034853024,77.71222376823425,,124.335495,1700,34.076897,[ 0.033  0.028  0.03  -0.048 -0.046  0.139  0.087 -0.326  0.     0.  0.    -0.348],1.8873022,100,-1,384.8969,576.3885,315.8270707485817,494.6159,2.498084,508146.5,1.356915,40.030678,True,0.034853026,221.31564,1.0061485,0.17304638,42448,191.49158,9.35986,17,9.35986,142.91052,34.14,315.82706,0.013569149,17.304638
106.113754,0.004539228,0.0033976918,84.61068558692932,,157.07236,1800,84.46484,[ 0.005  0.043  0.023 -0.035 -0.03   0.174  0.092 -0.371  0.     0.  0.    -0.413],0.45392284,100,-1,521.8853,715.8134,351.0004391699213,385.31958,1.1671861,77735.766,1.0584304,85.67614,True,0.33976918,153.31792,1.0211194,0.033837203,46239,193.92809,9.359796,18,9.359796,136.25644,37.91,351.00043,0.010584303,3.3837204
111.629944,0.0018131932,0.007201857,90.82800126075745,,156.03076,1900,96.98686,[ 2.173e-04  4.426e-02  1.182e-02 -3.240e-02 -2.970e-02  1.746e-01  7.162e-02 -3.979e-01  0.000e+00  0.000e+00  0.000e+00 -3.978e-01],0.18131931,100,-1,456.36804,638.6725,338.3352009096644,349.68842,1.034355,51568.496,1.0287066,96.678604,True,0.7201857,154.82324,1.0224183,0.018298572,49897,182.30443,9.359933,19,9.359933,146.73344,36.58,338.3352,0.010287065,1.8298572
122.76335,0.0039431243,0.002987173,97.94650769233704,,157.09094,2000,87.374405,[ 0.007  0.052  0.012 -0.024 -0.024  0.185  0.086 -0.391  0.     0.  0.    -0.397],0.3943124,100,-1,684.24976,878.20435,351.0455234405915,377.7839,1.1097274,80378.266,1.0373054,90.11222,True,0.2987173,100.24429,0.9940236,0.03326271,53690,193.95459,9.359937,20,9.359937,87.58426,37.93,351.04553,0.010373053,3.326271
108.51681,0.0073450096,0.0013132002,105.35877633094788,,150.9546,2100,69.28568,[ 0.002  0.046  0.009 -0.023 -0.021  0.171  0.063 -0.405  0.     0.  0.    -0.425],0.7345009,100,-1,534.2135,727.0267,343.7677532116836,414.4885,1.3846042,127275.13,1.1031729,72.2228,True,0.13132003,157.84253,0.982955,0.0372554,57407,192.81314,9.359863,21,9.359863,125.659775,37.17,343.76773,0.011031729,3.72554
