OptimizationReturnMean,WReturnMean,StdIW,EmpiricalD2Harmonic,EpLenMean,Weights,EpisodesSoFar,VarianceInitializer,Penalization,MinTargetPdf,ESSRenyiArithmetic,InitialReturnMax,InitialReturnMean,InitialReturnStd,MinBehavPdf,MaxIW,ReturnStepMax,InitialReturnMin,TimeElapsed,MeanEntropy,Iteration,OptimizationReturnMin,EpThisIter,OptimizationReturnMax,MinIW,EpRewMean,TimestepsSoFar,ReturnStepMaxmin,Inner Iteration,InitialBound,ReturnMeanIW,DivergenceHarmonic,Bound,StdWReturnMean,MeanIW,EmpiricalD2Arithmetic,MeanD2-0,LearnableVariance,Epsilon,ESSRenyiHarmonic
85.78327,30280.49,11557204.0,1.0,18.22,[ 0.  0. -0. -0.  0. -0.  0. -0. -0.  0. -0.],100,-1.0,True,-19.63976,100.0,305.9579,167.21149,48.174797,-19.63976,116052510.0,9.359921,81.42821,1.7273683547973633,0.4189424,1,,100,224.52968,0.039524898,167.21147904068667,1822,9.359921,1,-31221.309,23630776000.0,5.5017627e+19,-7002043400000.0,,1238674.8,1.0,1.0,,2.0,100.0
117.763885,51291.1,2033.4891,1.0,23.65,[-0.003  0.003 -0.004 -0.001  0.001 -0.017  0.033 -0.05   0.     0.  0.   ],200,-1.0,True,-22.864815,100.0,437.4478,217.716,62.37672,-22.864815,12854.443,9.359849,99.952095,4.592637777328491,0.4189424,2,,100,337.49573,0.07077627,217.71598208188357,4187,9.359849,1,-53214.35,23469350.0,72844190000.0,-542547000.0,,619.3156,1.0,1.0,,2.0,100.0
137.86908,70073.13,44424410000.0,1.0,27.69,[-0.     0.01  -0.01   0.005  0.007 -0.008  0.054 -0.107  0.     0.  0.   ],300,-1.0,True,-27.04984,100.0,585.4026,255.68825,68.532166,-27.04984,446483760000.0,9.3598385,117.81916,6.690938472747803,0.4189424,3,,100,467.58344,0.011853015,255.68823664392937,6956,9.3598385,1,-73517.37,198022820000000.0,1.8995134e+32,-4.74695e+19,,4466397000.0,1.0,1.0,,2.0,100.0
85.57742,92650.91,191184.73,1.0,32.12,[-0.006  0.018 -0.011 -0.028 -0.023 -0.057  0.134 -0.175  0.     0.  0.   ],400,-1.0,True,-32.803574,100.0,568.33057,297.16415,65.91193,-32.803574,1474265.5,9.359722,211.58672,9.331157684326172,0.4189424,4,,100,356.74384,0.05085102,297.1641327310824,10168,9.359722,1,-95897.18,3364286500.0,2.0745421e+23,-1478585800000000.0,,40119.42,1.0,1.0,,2.0,100.0
105.96694,101599.35,224.91086,1.0,33.14,[-0.01   0.029 -0.026  0.051  0.055 -0.029  0.101 -0.208  0.     0.  0.   ],500,-1.0,True,-34.715874,100.0,732.91364,306.67096,86.90378,-34.715874,2254.0627,9.359992,200.70403,12.17685866355896,0.4189424,5,,100,532.2096,0.085570395,306.670972025913,13482,9.359992,1,-106998.05,13174694.0,1.6196256e+32,-6.87061e+19,,30.506392,1.0,1.0,,2.0,100.0
98.29945,102315.95,12211.853,1.0,33.56,[ 0.015  0.036 -0.026  0.065  0.07   0.002  0.13  -0.239  0.     0.  0.   ],600,-1.0,True,-29.719574,100.0,640.5308,310.5616,76.59919,-29.719574,122742.27,9.359924,212.26218,15.428528785705566,0.4189424,6,,100,428.26865,0.09252718,310.5616259995314,16838,9.359924,1,-106439.43,137488420.0,468721200000.0,-2960546300.0,,1236.4022,1.0,1.0,,2.0,100.0
93.12996,117089.35,2473.7844,1.0,35.81,[ 0.005  0.033 -0.023  0.044  0.047 -0.039  0.161 -0.248  0.     0.  0.   ],700,-1.0,True,-34.25,100.0,650.93207,331.83398,83.519775,-34.25,20880.188,9.359931,238.70403,19.259462594985962,0.4189424,7,,100,412.22803,0.021907281,331.83399543849765,20419,9.359931,1,-121347.83,78713080.0,6.227052e+17,-3360509400000.0,,676.70593,1.0,1.0,,2.0,100.0
130.1341,120119.16,12815.728,1.0,35.98,[-0.005  0.033 -0.031 -0.038 -0.036 -0.025  0.118 -0.247  0.     0.  0.   ],800,-1.0,True,-33.537537,100.0,694.66113,333.47372,94.4164,-33.537537,128832.67,9.359926,203.3396,22.85374355316162,0.4189424,8,,100,491.32153,0.119484454,333.4736929608931,24017,9.359926,1,-124969.016,482722100.0,4.2825897e+20,-100365340000000.0,,1339.5881,1.0,1.0,,2.0,100.0
107.85363,112646.01,476.31195,1.0,35.48,[-0.013  0.028 -0.028 -0.007 -0.005 -0.064  0.133 -0.233  0.     0.  0.   ],900,-1.0,True,-22.441326,100.0,513.06946,328.63696,68.14512,-22.441326,4700.272,9.359821,220.78333,26.223511934280396,0.4189424,9,,100,292.28613,0.11481508,328.6369580472071,27565,9.359821,1,-115291.68,5520549.0,166931810000.0,-1086467200.0,,76.00794,1.0,1.0,,2.0,100.0
106.806755,123968.36,748.473,1.0,36.38,[-0.014  0.037 -0.036 -0.038 -0.039 -0.052  0.137 -0.272  0.     0.  0.   ],1000,-1.0,True,-32.68015,100.0,951.44275,337.007,101.954056,-32.68015,7236.164,9.359896,230.20026,29.79101848602295,0.4189424,10,,100,721.2425,0.06437226,337.007017139981,31203,9.359896,1,-133066.4,15389272.0,3593022000000.0,-17260964000.0,,161.34648,1.0,1.0,,2.0,100.0
123.448105,139872.61,147.14128,1.0,39.27,[-0.007  0.039 -0.043 -0.008 -0.008 -0.021  0.124 -0.301  0.     0.  0.   ],1100,-1.0,True,-41.31421,100.0,735.79553,364.32172,84.51223,-41.31421,1040.9443,9.359983,240.87358,33.84328842163086,0.4189424,11,,100,494.92194,0.035932858,364.3216961087891,35130,9.359983,1,-145313.84,5081023.0,19344695000.0,-761874940.0,,34.526363,1.0,1.0,,2.0,100.0
126.30849,132506.11,68513.22,1.0,38.41,[-0.015  0.042 -0.041  0.009  0.009 -0.059  0.161 -0.321  0.     0.  0.   ],1200,-1.0,True,-35.77997,100.0,707.17926,356.15085,75.250595,-35.77997,517964.22,9.359905,229.84239,38.0888090133667,0.4189424,12,,100,477.33685,0.043807313,356.1508797687227,38971,9.359905,1,-137532.34,2281017600.0,2.1716267e+21,-234227700000000.0,,15669.735,1.0,1.0,,2.0,100.0
131.53082,134768.98,586373.4,1.0,38.15,[-0.033  0.047 -0.052 -0.041 -0.055 -0.028  0.074 -0.322  0.     0.  0.   ],1300,-1.0,True,-34.287388,100.0,708.2555,353.79678,97.9634,-34.287388,5880298.5,9.35988,222.26596,42.35731649398804,0.4189424,13,,100,485.98953,0.0122494865,353.79678769045097,42786,9.35988,1,-139810.53,3498125000.0,7.045781e+17,-4235315000000.0,,65577.78,1.0,1.0,,2.0,100.0
125.02141,171404.11,6524.7876,1.0,43.31,[-3.266e-02  5.622e-02 -5.594e-02  1.191e-02  3.672e-04 -1.660e-02  1.288e-01 -4.031e-01  0.000e+00  0.000e+00  0.000e+00],1400,-1.0,True,-37.323288,100.0,742.94763,401.76242,99.955505,-37.323288,64967.24,9.359955,276.74097,47.822808265686035,0.4189424,14,,100,466.20667,0.018038286,401.7623778874015,47117,9.359955,1,-176951.64,370854140.0,4.908993e+29,-3.886825e+18,,884.4736,1.0,1.0,,2.0,100.0
198.1585,230798.95,400.64246,1.0,49.29,[-0.019  0.064 -0.06  -0.011 -0.023  0.025  0.128 -0.432  0.     0.  0.   ],1500,-1.0,True,-47.109993,100.0,1033.2788,457.3682,147.01459,-47.109993,3910.3618,9.359941,259.20972,53.769628047943115,0.4189424,15,,100,774.0691,0.11068732,457.3682053456178,52046,9.359941,1,-241529.42,20666840.0,1.918692e+24,-1.4863466e+16,,65.55468,1.0,1.0,,2.0,100.0
171.23027,229358.97,2.3520417,1.0,49.46,[-0.001  0.073 -0.065  0.006 -0.006  0.062  0.136 -0.47   0.     0.  0.   ],1600,-1.0,True,-40.969025,100.0,986.5402,458.97366,136.75575,-40.969025,12.328543,9.359963,287.7434,58.891541481018066,0.4189424,16,,100,698.7968,0.32789972,458.97367471947405,56992,9.359963,1,-239140.64,572697.7,209308380.0,-142088640.0,,1.954405,1.0,1.0,,2.0,100.0
224.1025,265387.75,247.92291,1.0,51.89,[-0.043  0.087 -0.075  0.023  0.011  0.068  0.12  -0.501  0.     0.  0.   ],1700,-1.0,True,-54.523163,100.0,1314.7753,481.25125,183.80695,-54.523163,2485.198,9.359897,257.14874,64.9015805721283,0.4189424,17,,100,1057.6265,0.07845434,481.2512545324312,62181,9.359897,1,-282761.22,33316904.0,289233000.0,-328784130.0,,30.580421,1.0,1.0,,2.0,100.0
223.67587,296869.16,486.09695,1.0,55.97,[-0.04   0.085 -0.077  0.011 -0.001  0.088  0.104 -0.505  0.     0.  0.   ],1800,-1.0,True,-62.82845,100.0,1035.2302,519.0853,165.58867,-62.82845,4880.0576,9.359972,295.40942,71.77709674835205,0.4189424,18,,100,739.8208,0.14867586,519.0853174404876,67778,9.359972,1,-307640.2,47071252.0,1.2673278e+18,-12125579000000.0,,55.12833,1.0,1.0,,2.0,100.0
249.4732,293572.0,4083.6604,1.0,54.67,[-0.031  0.087 -0.078  0.008 -0.004  0.112  0.09  -0.497  0.     0.  0.   ],1900,-1.0,True,-50.26261,100.0,1031.1755,506.9541,191.23166,-50.26261,33930.44,9.359973,257.4809,79.47706007957458,0.4189424,19,,100,773.69464,0.29333487,506.9541045831466,73245,9.359973,1,-304258.8,487862980.0,9.95e+27,-1.0660048e+18,,722.52936,1.0,1.0,,2.0,100.0
167.85133,248765.0,61.02656,1.0,51.1,[-0.038  0.085 -0.081 -0.012 -0.023  0.059  0.103 -0.507  0.     0.  0.   ],2000,-1.0,True,-50.965004,100.0,1008.30383,474.3139,154.24434,-50.965004,564.96155,9.359943,306.4626,84.54932904243469,0.4189424,20,,100,701.84125,0.0132789,474.31392080797656,78355,9.359943,1,-258983.02,6597051.0,1.0646809e+16,-1054332800000.0,,14.439121,1.0,1.0,,2.0,100.0
165.75676,218831.0,23.686502,1.0,48.6,[-0.079  0.088 -0.082  0.013  0.002  0.032  0.109 -0.52   0.     0.  0.   ],2100,-1.0,True,-52.61869,100.0,855.6813,450.77167,125.04363,-52.61869,178.64388,9.359856,285.01492,90.39798092842102,0.4189424,21,,100,570.6664,0.17440617,450.77167747787047,83215,9.359856,1,-226189.81,2429433.2,19110063000000.0,-32171424000.0,,8.054281,1.0,1.0,,2.0,100.0
186.39195,248343.28,27771.664,1.0,51.08,[-0.072  0.091 -0.085  0.014  0.004  0.059  0.097 -0.526  0.     0.  0.   ],2200,-1.0,True,-49.55682,100.0,1035.4294,473.36877,155.77312,-49.55682,279144.8,9.359782,286.97684,97.47385287284851,0.4189424,22,,100,748.45264,0.06689597,473.3688037856917,88323,9.359782,1,-259118.45,1354109300.0,6.768213e+24,-2.8032412e+16,,2856.021,1.0,1.0,,2.0,100.0
240.69379,314542.0,161.12198,1.0,56.78,[-0.056  0.092 -0.087  0.007 -0.004  0.082  0.088 -0.531  0.     0.  0.   ],2300,-1.0,True,-65.93909,100.0,1508.3562,526.62366,192.89767,-65.93909,1094.8608,9.359878,285.92987,105.81219553947449,0.4189424,23,,100,1222.4263,0.08412556,526.6236640449612,94001,9.359878,1,-337408.06,40973824.0,4.92876e+22,-5076438000000000.0,,42.70947,1.0,1.0,,2.0,100.0
235.94061,307588.03,4136.727,1.0,57.49,[-8.733e-02  9.795e-02 -8.947e-02  1.060e-02  2.922e-04  1.314e-01  6.891e-02 -5.325e-01  0.000e+00  0.000e+00  0.000e+00],2400,-1.0,True,-53.827606,100.0,950.09985,532.9757,153.37848,-53.827606,40986.67,9.359873,297.03506,115.01827049255371,0.4189424,24,,100,653.0648,0.087574236,532.9756970031386,99750,9.359873,1,-316660.44,465876930.0,8.784804e+21,-850329400000000.0,,570.2628,1.0,1.0,,2.0,100.0
158.18588,242851.97,258.68314,1.0,50.75,[-0.106  0.096 -0.096 -0.011 -0.02   0.085  0.077 -0.554  0.     0.  0.   ],2500,-1.0,True,-45.57833,100.0,1172.9396,470.7024,145.91525,-45.57833,2294.928,9.359893,312.51648,122.92642092704773,0.4189424,25,,100,860.4231,0.15523638,470.7023645506073,104825,9.359893,1,-256679.19,20727204.0,2746339000000.0,-22935249000.0,,38.577877,1.0,1.0,,2.0,100.0
243.34607,289327.34,2.484407,1.0,54.1,[-0.092  0.096 -0.097 -0.008 -0.016  0.105  0.06  -0.546  0.     0.  0.   ],2600,-1.0,True,-69.59892,100.0,1317.9547,501.56485,194.31947,-69.59892,24.344234,9.359921,258.21875,131.86947917938232,0.4189424,26,,100,1059.736,0.27433544,501.5648293885295,110235,9.359921,1,-306784.94,660730.94,1.1835785e+16,-1899249500000.0,,1.5776194,1.0,1.0,,2.0,100.0
255.91824,298865.84,27.97628,1.0,55.3,[-0.122  0.1   -0.098 -0.01  -0.019  0.099  0.062 -0.547  0.     0.  0.   ],2700,-1.0,True,-59.02539,100.0,1186.0798,512.9794,188.99214,-59.02539,266.24054,9.359944,257.06113,141.22590160369873,0.4189424,27,,100,929.0187,0.10588806,512.9793483217227,115765,9.359944,1,-313004.6,1883502.6,50900960.0,-102756104.0,,6.2523546,1.0,1.0,,2.0,100.0
234.72557,285845.4,20.978779,1.0,54.16,[-0.104  0.097 -0.099  0.002 -0.007  0.114  0.05  -0.549  0.     0.  0.   ],2800,-1.0,True,-56.798164,100.0,1201.2312,502.31985,183.08511,-56.798164,172.64961,9.359668,267.5943,149.12309956550598,0.4189424,28,,100,933.6369,0.10793657,502.3198651092888,121181,9.359668,1,-300347.7,1883439.2,321113820.0,-261758820.0,,5.3408184,1.0,1.0,,2.0,100.0
262.32947,323074.38,493.7653,1.0,58.07,[-0.093  0.1   -0.1   -0.002 -0.012  0.139  0.04  -0.542  0.     0.  0.   ],2900,-1.0,True,-61.685356,100.0,1130.7095,538.33905,182.388,-61.685356,4903.3457,9.359961,276.00958,157.01228094100952,0.4189424,29,,100,854.6999,0.042351205,538.3390835323681,126988,9.359961,1,-335923.88,59870164.0,5.549728e+19,-95723930000000.0,,73.87857,1.0,1.0,,2.0,100.0
