J_sample_variance,MaxIW,EpRewMean,OptimizationReturnMean,InitialReturnMax,ESSRenyi,MeanEntropy,MaxIWNorm,ESSClassic,InitialBound,EpThisIter,MeanIWNorm,LearnableVariance,StdIWNorm,InitialReturnMin,Iteration,TimestepsSoFar,ReturnStepMaxmin,MinIW,EpLenMean,MinIWNorm,MeanIW,Bound,InitialReturnStd,InitialReturnMean,EmpiricalD2,ReturnMeanIW,OptimizationReturnMax,Weights,OptimizationReturnMin,ReturnStepMax,StdIW,VarianceInit,EpisodesSoFar,TimeElapsed
17613.518,1.5995505,207.5164986388909,89.30586,332.81888,95.64438,0.4189424,0.015995504,95.45393,107.67084,100,0.010207882,,0.0022277008,118.21063,30,62494,9.359991,0.5087396,22.56,0.0050873957,1.0207882,110.63371,47.388184,207.51648,1.0455397,212.72754,214.60825,[ 0.044  0.066  0.065 -0.008 -0.005  0.128 -0.024 -0.1    0.     0.  0.   ],,9.359991,0.22277008,-1.0,3000,299.89738273620605
24027.844,2.0620306,210.4026683296971,92.57244,348.8735,82.1878,0.4189424,0.020620305,84.94299,105.7406,100,0.010609652,,0.004466903,117.83023,31,64781,9.359903,0.20748807,22.87,0.0020748808,1.0609651,118.84486,57.963093,210.40265,1.2167256,234.29263,231.04327,[ 0.043  0.067  0.064 -0.012 -0.013  0.125 -0.034 -0.107  0.     0.  0.   ],,9.359903,0.4466903,-1.0,3100,312.66366934776306
25742.13,3.6165135,213.1194449041193,113.401794,406.59622,82.13652,0.4189424,0.036165133,81.340515,91.14057,100,0.010608511,,0.005081019,99.71765,32,67097,9.3595,0.09440076,23.16,0.0009440076,1.0608511,104.457245,62.4093,213.11943,1.2174852,239.04837,306.87857,[ 0.043  0.068  0.065  0.003  0.001  0.121 -0.037 -0.114  0.     0.  0.   ],,9.3595,0.50810194,-1.0,3200,322.44232201576233
16569.984,1.5506573,226.6131704780061,117.77575,455.52145,97.29347,0.4189424,0.015506572,97.40447,89.95674,100,0.010310926,,0.0016831433,108.83742,33,69557,9.359974,0.5549843,24.6,0.0055498425,1.0310925,93.535095,60.675365,226.61316,1.0278182,232.07927,346.68402,[ 0.044  0.061  0.066  0.007  0.01   0.114 -0.04  -0.127  0.     0.  0.   ],,9.359974,0.16831432,-1.0,3300,333.4293141365051
15561.38,2.2108314,225.46571052159055,135.08864,350.98734,90.35494,0.4189424,0.022108313,91.20315,120.1695,100,0.010526658,,0.0032692577,90.37706,34,72004,9.359935,0.34040156,24.47,0.0034040154,1.0526658,128.66815,54.613083,225.4657,1.1067463,239.44188,260.6103,[ 0.047  0.057  0.065  0.009  0.012  0.112 -0.048 -0.129  0.     0.  0.   ],,9.359935,0.32692578,-1.0,3400,342.7206470966339
20012.99,2.1728616,223.99891882910703,124.15862,360.30118,85.249596,0.4189424,0.021728614,86.56652,115.90857,100,0.0104518365,,0.004117297,99.840294,35,74436,9.359751,0.15820272,24.32,0.0015820272,1.0451838,125.540405,54.957867,223.9989,1.1730261,242.6091,260.46088,[ 0.049  0.058  0.069  0.019  0.018  0.111 -0.038 -0.127  0.     0.  0.   ],,9.359751,0.41172972,-1.0,3500,352.5051050186157
19640.076,2.2930608,226.76539252587904,117.748665,436.149,93.262505,0.4189424,0.022930607,92.40811,95.920715,100,0.010189208,,0.0029205205,109.01672,36,76898,9.359517,0.48344922,24.62,0.004834492,1.0189208,101.27684,59.51705,226.76541,1.0722423,236.76538,327.13226,[ 0.05   0.056  0.068  0.021  0.016  0.112 -0.034 -0.136  0.     0.  0.   ],,9.359517,0.29205203,-1.0,3600,362.09263277053833
19503.295,2.490076,236.6448995264197,145.96286,395.2654,90.99225,0.4189424,0.02490076,92.36086,118.065285,100,0.010440252,,0.0030025446,90.68204,37,79467,9.359186,0.50166184,25.69,0.0050166184,1.0440252,130.85185,58.367714,236.6449,1.0989947,255.16237,304.58337,[ 0.045  0.067  0.064  0.022  0.02   0.119 -0.029 -0.141  0.     0.  0.   ],,9.359186,0.30025446,-1.0,3700,372.3243842124939
42645.617,4.2489133,245.97333842643044,118.31585,437.49127,77.65175,0.4189424,0.042489134,76.9772,114.72595,100,0.010836383,,0.0059262807,127.657486,38,82134,9.359831,0.116419345,26.67,0.0011641934,1.0836383,131.38298,57.64391,245.97334,1.287801,280.32425,309.8338,[ 0.061  0.079  0.064  0.022  0.018  0.143 -0.004 -0.135  0.     0.  0.   ],,9.359831,0.59262806,-1.0,3800,383.26637601852417
25872.059,2.9407792,248.5446688671718,121.03274,415.2371,88.93275,0.4189424,0.029407792,85.376305,123.97354,100,0.010591655,,0.0043835295,127.51194,39,84830,9.359967,0.6137858,26.96,0.0061378577,1.0591655,132.63766,56.672134,248.54466,1.1244452,264.7327,287.72516,[ 0.062  0.076  0.065  0.017  0.013  0.14  -0.001 -0.145  0.     0.  0.   ],,9.359967,0.43835294,-1.0,3900,394.45172595977783
13501.443,2.1799216,241.98307816763096,151.46565,546.47754,92.84755,0.4189424,0.021799216,92.43232,78.03981,100,0.010752579,,0.0030766772,90.51742,40,87455,9.359747,0.2958475,26.25,0.002958475,1.0752579,83.667694,64.24607,241.9831,1.0770344,253.80844,455.9601,[ 0.064  0.074  0.064  0.006  0.001  0.139  0.002 -0.139  0.     0.  0.   ],,9.359747,0.30766773,-1.0,4000,406.3876738548279
31693.38,2.7523656,244.69258959419062,99.548485,420.86517,92.374115,0.4189424,0.027523655,90.7764,118.43304,100,0.010613833,,0.0033832628,145.1441,41,90110,9.359797,0.48534727,26.55,0.0048534726,1.0613832,128.12178,59.512817,244.69258,1.0825543,259.48962,275.72107,[ 0.063  0.076  0.064 -0.002 -0.005  0.142 -0.004 -0.142  0.     0.  0.   ],,9.359797,0.33832628,-1.0,4100,417.6232018470764
23301.719,2.3646584,247.99730836995099,138.91174,444.58762,90.13384,0.4189424,0.023646584,86.58022,114.62102,100,0.010103116,,0.003977576,109.08557,42,92800,9.359552,0.12503085,26.9,0.0012503085,1.0103115,120.30908,65.19956,247.99733,1.1094612,260.7956,335.50204,[ 0.065  0.083  0.064 -0.005 -0.005  0.153  0.001 -0.138  0.     0.  0.   ],,9.359552,0.39775756,-1.0,4200,429.36403012275696
76481.336,7.391336,271.50003408795715,135.45201,469.51813,59.733685,0.4189424,0.07391336,51.779736,130.6446,100,0.01157864,,0.011173584,136.04802,43,95743,9.359923,0.10241725,29.43,0.0010241725,1.1578641,152.63422,69.13228,271.50003,1.6740973,334.88272,333.4701,[ 0.064  0.069  0.07   0.    -0.004  0.137 -0.013 -0.151  0.     0.  0.   ],,9.359923,1.1173583,-1.0,4300,441.0207345485687
38578.62,1.5475378,270.88917723295395,96.60962,547.29156,95.59219,0.4189424,0.015475377,97.05631,106.70174,100,0.010311063,,0.0017957125,174.27956,44,98677,9.3598175,0.5564097,29.34,0.005564097,1.0311065,113.9117,68.52614,270.8892,1.0461105,281.8419,373.01202,[ 0.057  0.075  0.065 -0.002 -0.004  0.131 -0.002 -0.156  0.     0.  0.   ],,9.3598175,0.17957126,-1.0,4400,452.3240647315979
23819.645,1.446229,265.100239780869,128.43106,512.0606,98.61902,0.4189424,0.014462289,98.85998,111.48204,100,0.01014228,,0.0010891461,136.66919,45,101548,9.3599205,0.7605731,28.71,0.0076057306,1.0142281,114.58116,60.343834,265.10025,1.0140032,269.27118,375.39142,[ 0.059  0.079  0.068 -0.001  0.001  0.137  0.    -0.161  0.     0.  0.   ],,9.3599205,0.10891461,-1.0,4500,464.1087806224823
50395.6,3.953146,264.4234294531107,90.08569,462.44604,78.61564,0.4189424,0.03953146,72.36638,125.68962,100,0.010992998,,0.0067930785,174.33774,46,104411,9.359948,0.2128894,28.63,0.002128894,1.0992998,140.6079,54.975906,264.42343,1.2720115,297.07672,288.1083,[ 0.064  0.079  0.064 -0.    -0.004  0.142  0.01  -0.156  0.     0.  0.   ],,9.359948,0.6793079,-1.0,4600,476.47536277770996
34117.918,2.6972575,275.6615977589247,121.800995,437.42688,89.849174,0.4189424,0.026972575,90.59153,144.43353,100,0.010382651,,0.0033459812,153.8606,47,107392,9.35993,0.33042538,29.81,0.0033042538,1.038265,154.22316,64.82126,275.6616,1.1129763,292.66574,283.56628,[ 0.055  0.076  0.064 -0.009 -0.011  0.123  0.003 -0.161  0.     0.  0.   ],,9.35993,0.33459812,-1.0,4700,489.2758369445801
44389.97,2.5635629,285.4445600006729,112.56327,565.3829,88.56604,0.4189424,0.025635628,90.86011,115.8297,100,0.010697387,,0.003392826,172.88129,48,110479,9.359916,0.3230775,30.87,0.003230775,1.0697387,131.64294,72.52242,285.44455,1.1291009,311.87427,392.5016,[ 0.06   0.078  0.064 -0.009 -0.01   0.132  0.009 -0.171  0.     0.  0.   ],,9.359916,0.3392826,-1.0,4800,502.2739779949188
30767.992,1.8605839,282.69325205996824,128.58829,520.36145,97.20101,0.4189424,0.01860584,96.253746,126.58481,100,0.010290432,,0.002030127,154.10497,49,113537,9.359983,0.7367016,30.58,0.007367016,1.0290432,130.72632,67.370636,282.69324,1.0287958,289.06644,366.25647,[ 0.063  0.08   0.06  -0.01  -0.011  0.132  0.01  -0.183  0.     0.  0.   ],,9.359983,0.20301269,-1.0,4900,515.8204696178436
56188.848,2.6362743,292.93299455611947,108.637566,576.496,86.444115,0.4189424,0.026362743,90.98844,119.98424,100,0.010920528,,0.0034367675,184.29543,50,116704,9.359871,0.44481605,31.67,0.0044481605,1.0920528,142.86224,70.36398,292.93298,1.1568167,328.87802,392.20056,[ 0.062  0.088  0.058 -0.012 -0.013  0.136  0.019 -0.174  0.     0.  0.   ],,9.359871,0.34367675,-1.0,5000,529.1055324077606
47089.055,1.8962306,296.94375918070347,112.58494,565.8277,91.55519,0.4189424,0.018962305,94.68959,127.19545,100,0.010521002,,0.0024915498,184.35883,51,119916,9.359645,0.33280075,32.12,0.0033280074,1.0521002,140.16862,67.31578,296.94376,1.0922374,317.57285,381.46887,[ 0.062  0.094  0.054 -0.016 -0.015  0.152  0.022 -0.186  0.     0.  0.   ],,9.359645,0.24915498,-1.0,5100,540.2781398296356
158250.23,13.544718,284.7228637079135,120.81622,509.58337,63.637886,0.4189424,0.13544717,39.138405,131.84787,100,0.011030976,,0.013755743,163.90665,52,122997,9.359975,0.029020939,30.81,0.00029020937,1.1030976,156.1975,66.97705,284.72284,1.571391,347.83417,345.67673,[ 0.063  0.093  0.05  -0.01  -0.01   0.15   0.012 -0.197  0.     0.  0.   ],,9.359975,1.3755744,-1.0,5200,551.4979288578033
75769.91,5.5341883,309.77133567081427,116.202194,483.73624,79.71802,0.4189424,0.05534188,72.9228,164.65047,100,0.0107941115,,0.006577446,193.56914,53,126346,9.359636,0.1725491,33.49,0.0017254909,1.0794111,185.37216,70.39773,309.77133,1.2544216,347.90894,290.1671,[ 0.044  0.1    0.044 -0.016 -0.011  0.156  0.014 -0.218  0.     0.  0.   ],,9.359636,0.6577446,-1.0,5300,563.9317219257355
54503.29,1.4574033,333.58379708906995,121.72432,639.9312,98.664734,0.4189424,0.014574032,99.02957,141.60442,100,0.010082926,,0.0009981273,211.85948,54,129951,9.359949,0.75522625,36.05,0.0075522624,1.0082926,144.52182,83.77188,333.58383,1.0135334,337.79587,428.07172,[ 0.036  0.097  0.039 -0.019 -0.015  0.151  0.002 -0.24   0.     0.  0.   ],,9.359949,0.09981272,-1.0,5400,576.5246045589447
15427824.0,135.97108,331.00086855299344,137.86002,707.06335,12.614326,0.4189424,1.3597108,2.9598691,118.88187,100,0.023517339,,0.13465653,193.14085,55,133528,9.359819,0.0019148322,35.77,1.9148321e-05,2.3517334,408.40344,101.47667,331.00085,7.927495,1005.64166,513.9225,[ 0.04   0.093  0.04  -0.02  -0.015  0.155  0.002 -0.245  0.     0.  0.   ],,9.359819,13.465654,-1.0,5500,588.9754726886749
46948.71,2.3711448,341.6224158717438,148.69032,697.8524,96.25511,0.4189424,0.023711447,94.47893,132.26672,100,0.010214881,,0.0024693182,192.9321,56,137216,9.359914,0.7040969,36.88,0.007040969,1.0214881,136.04558,83.03733,341.62247,1.0389059,349.43503,504.92032,[ 0.041  0.11   0.035 -0.009  0.001  0.195  0.028 -0.278  0.     0.  0.   ],,9.359914,0.24693185,-1.0,5600,603.1953377723694
571556.06,53.260967,343.0847106297359,131.14752,625.77734,33.215252,0.4189424,0.53260964,10.389592,155.3515,100,0.019318923,,0.056736536,211.9372,57,140920,9.35978,0.04926407,37.04,0.0004926407,1.9318924,296.60748,91.74561,343.0847,3.010665,622.3484,413.84015,[ 0.039  0.11   0.036 -0.003  0.005  0.192  0.03  -0.277  0.     0.  0.   ],,9.35978,5.6736546,-1.0,5700,615.5638847351074
266190.5,10.669436,333.4667634601698,122.068756,624.08844,54.42201,0.4189424,0.10669436,50.80196,146.24025,100,0.012610762,,0.012410091,211.39801,58,144521,9.35993,0.14045116,36.01,0.0014045116,1.2610761,214.24371,93.098656,333.46677,1.8374919,468.037,412.69043,[ 0.039  0.122  0.045 -0.025 -0.012  0.199  0.06  -0.238  0.     0.  0.   ],,9.35993,1.2410092,-1.0,5800,630.9534158706665
57661.555,1.5971713,354.86374537567,161.11337,720.89526,93.36784,0.4189424,0.015971713,94.88147,138.59517,100,0.010398264,,0.0024151427,193.75037,59,148351,9.3599825,0.39016134,38.3,0.0039016132,1.0398264,151.14374,106.49277,354.86374,1.0710325,374.9616,527.1449,[ 0.033  0.117  0.042 -0.005  0.01   0.196  0.052 -0.256  0.     0.  0.   ],,9.3599825,0.24151427,-1.0,5900,646.4389004707336
1287079.0,68.89447,338.1523098648623,134.55708,577.1057,30.694807,0.4189424,0.6889447,5.9939656,165.02061,100,0.017287742,,0.06846349,203.59521,60,152003,9.3599415,0.09835772,36.52,0.0009835772,1.7287741,269.39154,80.77883,338.1523,3.25788,581.8873,373.5105,[ 0.038  0.119  0.041 -0.002  0.01   0.199  0.061 -0.259  0.     0.  0.   ],,9.3599415,6.8463483,-1.0,6000,660.7300419807434
54814.535,1.8992631,330.7955673393784,127.422966,603.1065,94.09324,0.4189424,0.01899263,94.243774,149.86362,100,0.010396327,,0.0025693458,203.37259,61,155575,9.359626,0.3315949,35.72,0.003315949,1.0396327,158.36598,85.616554,330.7956,1.0627756,344.89056,399.73392,[-0.014  0.124  0.029 -0.015 -0.017  0.163  0.043 -0.245  0.     0.  0.   ],,9.359626,0.2569346,-1.0,6100,676.4372744560242
51028.016,1.9136518,341.46404402411963,149.0666,742.8628,96.23602,0.4189424,0.019136518,96.019714,118.605194,100,0.010416526,,0.0021208033,192.39743,62,159263,9.359992,0.5547919,36.88,0.0055479193,1.0416527,126.34715,97.18399,341.46405,1.039112,353.5224,550.46533,[-0.006  0.119  0.028 -0.015 -0.017  0.166  0.036 -0.255  0.     0.  0.   ],,9.359992,0.21208034,-1.0,6200,690.3408205509186
