MinIW,ReturnStepMax,MeanIW,InitialReturnMean,LearnableVariance,VarianceInitializer,InitialBound,MinTargetPdf,Weights,MeanEntropy,MeanD2-0,ESSRenyiArithmetic,StdIW,EmpiricalD2Harmonic,EpRewMean,TimeElapsed,Epsilon,EpThisIter,TimestepsSoFar,OptimizationReturnMax,InitialReturnMax,ReturnStepMaxmin,MaxIW,Inner Iteration,WReturnMean,InitialReturnMin,ESSRenyiHarmonic,ReturnMeanIW,OptimizationReturnMin,EmpiricalD2Arithmetic,DivergenceHarmonic,InitialReturnStd,EpLenMean,Penalization,StdWReturnMean,Iteration,MinBehavPdf,Bound,OptimizationReturnMean,EpisodesSoFar
0.06710811,9.359921,54194.0,530.4031,,-1.0,-317006.53,-64.46831,[ 0.054  0.071 -0.083  0.007 -0.004  0.146  0.169 -0.647  0.     0.  0.   ],0.4189424,1.0,100.0,321887.97,1.0,530.403056916221,371.6110064983368,2.0,100,106046,846.2055,1142.7535,9.359921,2531870.0,1,303881.84,296.54803,100.0,30837975000.0,,1.0,4.35529e+35,150.18141,57.15,True,,24,-64.46831,-8.661559e+21,233.85504,2400
0.02629626,9.359821,24.803448,372.81183,,-1.0,-149107.03,-33.862602,[ 0.056  0.078 -0.081 -0.074 -0.086  0.138  0.217 -0.646  0.     0.  0.   ],0.4189424,1.0,100.0,60.356586,1.0,372.8118081984716,383.82075595855713,2.0,100,110068,450.7235,680.16394,9.359821,342.161,1,144457.48,229.44044,100.0,3643765.5,,1.0,170113250.0,73.95167,40.22,True,,25,-33.862602,-64286484.0,143.37135,2500
0.072846554,9.359937,29.253796,448.8792,,-1.0,-228057.2,-45.623222,[ 0.058  0.075 -0.084 -0.034 -0.046  0.152  0.196 -0.652  0.     0.  0.   ],0.4189424,1.0,100.0,190.73293,1.0,448.8791982854575,398.09376549720764,2.0,100,114907,758.0332,1053.3826,9.359937,1856.6611,1,216905.12,295.34937,100.0,11179712.0,,1.0,4.8101933e+16,124.14757,48.39,True,,26,-45.623222,-2445895800000.0,153.52983,2600
0.07716469,9.359933,543.818,481.4909,,-1.0,-257987.36,-49.552834,[ 0.06   0.067 -0.084 -0.007 -0.018  0.107  0.211 -0.661  0.     0.  0.   ],0.4189424,1.0,100.0,5231.181,1.0,481.4908473737254,415.8891201019287,2.0,100,120096,648.6918,933.53796,9.359933,52583.18,1,249228.5,284.84616,100.0,219544620.0,,1.0,2.0269739e+17,131.89038,51.89,True,,27,-49.552834,-3943615400000.0,196.64468,2700
0.108060166,9.359972,43.357162,531.25446,,-1.0,-329623.94,-58.80472,[ 8.819e-03  7.590e-02 -8.634e-02  9.094e-03 -5.802e-04  8.227e-02  2.103e-01 -6.600e-01  0.000e+00  0.000e+00  0.000e+00],0.4189424,1.0,100.0,353.0213,1.0,531.2544406557066,435.86729550361633,2.0,100,125820,883.1828,1198.907,9.359972,3551.7432,1,315177.72,315.72418,100.0,27067410.0,,1.0,1.5485096e+18,181.51158,57.24,True,,28,-58.80472,-17976740000000.0,215.53027,2800
0.048161127,9.359834,11.775241,517.63086,,-1.0,-310586.97,-47.751648,[-0.044  0.086 -0.091  0.002 -0.009  0.073  0.215 -0.687  0.     0.  0.   ],0.4189424,1.0,100.0,49.21768,1.0,517.6308864652153,452.5436210632324,2.0,100,131399,775.97217,1099.5344,9.359834,387.03058,1,298436.28,323.56226,100.0,6748180.5,,1.0,16556829000.0,174.62689,55.79,True,,29,-47.751648,-1570214900.0,194.06863,2900
0.022078808,9.359983,150.32518,496.246,,-1.0,-294438.84,-53.270508,[-3.290e-02  8.535e-02 -9.209e-02  5.484e-04 -1.040e-02  9.778e-02  2.006e-01 -6.862e-01  0.000e+00  0.000e+00  0.000e+00],0.4189424,1.0,100.0,680.44415,1.0,496.2460546068162,467.7581946849823,2.0,100,136749,968.81055,1254.6343,9.359983,6626.272,1,278618.44,285.82376,100.0,84751270.0,,1.0,8.010707e+26,179.88411,53.5,True,,30,-53.270508,-4.47767e+17,210.4223,3000
0.073626004,9.359957,3.3043232,501.82507,,-1.0,-290717.12,-44.973183,[-0.031  0.061 -0.095 -0.011 -0.02   0.054  0.102 -0.63   0.     0.  0.   ],0.4189424,1.0,100.0,5.410142,1.0,501.8250931002068,485.6328372955322,2.0,100,142157,768.19385,1046.1411,9.359957,33.803135,1,279717.84,277.94727,100.0,1030083.75,,1.0,460645540.0,167.0012,54.08,True,,31,-44.973183,-237103100.0,223.8778,3100
0.35553282,9.359941,59.26627,483.41736,,-1.0,-270463.94,-53.82841,[-0.043  0.063 -0.095 -0.012 -0.021  0.032  0.118 -0.64   0.     0.  0.   ],0.4189424,1.0,100.0,553.49585,1.0,483.41736083412894,502.4861295223236,2.0,100,147372,720.842,1025.9625,9.359941,5565.4253,1,259884.89,305.12054,100.0,48393420.0,,1.0,843147800000000.0,161.84108,52.15,True,,32,-53.82841,-307231460000.0,178.29681,3200
0.038811058,9.359943,7.694321,451.4149,,-1.0,-223461.4,-45.847202,[-0.056  0.066 -0.096 -0.005 -0.014  0.015  0.13  -0.656  0.     0.  0.   ],0.4189424,1.0,100.0,40.663567,1.0,451.4148854279371,518.1010746955872,2.0,100,152237,535.34247,832.3406,9.359943,400.45728,1,216498.58,296.9981,100.0,3650457.5,,1.0,1.159378e+19,112.79708,48.65,True,,33,-45.847202,-23708120000000.0,154.41678,3300
0.09622369,9.359963,3869.0398,471.2201,,-1.0,-251887.73,-54.670727,[-0.081  0.063 -0.097  0.007 -0.002 -0.003  0.088 -0.627  0.     0.  0.   ],0.4189424,1.0,100.0,26656.766,1.0,471.2201091298885,534.139077425003,2.0,100,157314,740.4757,1035.2369,9.359963,249365.22,1,241116.56,294.76123,100.0,1819134600.0,,1.0,2.3539566e+34,138.08752,50.77,True,,34,-54.670727,-1.6525748e+21,176.45886,3400
0.039046727,9.36,45898460.0,454.1511,,-1.0,-229454.39,-39.744232,[-0.061  0.068 -0.1    0.029  0.021  0.038  0.09  -0.655  0.     0.  0.   ],0.4189424,1.0,100.0,456446500.0,1.0,454.1510952460215,550.1096193790436,2.0,100,162208,591.0594,866.3727,9.36,4587483000.0,1,221910.55,275.3133,100.0,12325065000000.0,,1.0,1.4106428e+24,125.12936,48.94,True,,35,-39.744232,-8972168400000000.0,178.8378,3500
0.093948424,9.359932,645.33655,379.77548,,-1.0,-165720.53,-48.669434,[-0.022  0.072 -0.089  0.091  0.086  0.014  0.161 -0.635  0.     0.  0.   ],0.4189424,1.0,100.0,1849.657,1.0,379.7754884044139,563.7216992378235,2.0,100,166307,692.4327,951.1222,9.359932,16356.696,1,156628.61,258.6895,100.0,67978104.0,,1.0,2538672200000000.0,111.35166,40.99,True,,36,-48.669434,-458165940000.0,121.085976,3600
0.14842765,9.359958,8.623257,476.2934,,-1.0,-262366.6,-50.71841,[ 0.023  0.06  -0.093  0.016  0.01   0.023  0.175 -0.677  0.     0.  0.   ],0.4189424,1.0,100.0,50.974274,1.0,476.2933928450373,580.7202422618866,2.0,100,171442,804.73157,1110.9587,9.359958,513.2097,1,249962.11,306.22717,100.0,4296778.5,,1.0,1.2428059e+16,152.00894,51.35,True,,37,-50.71841,-1382869800000.0,170.06621,3700
0.20576896,9.3599415,2.0646517,481.51816,,-1.0,-263119.06,-51.497784,[ 0.046  0.056 -0.094  0.011  0.005  0.039  0.168 -0.686  0.     0.  0.   ],0.4189424,1.0,100.0,5.089257,1.0,481.5181602731728,597.9791171550751,2.0,100,176632,757.79944,1051.1997,9.3599415,46.607727,1,252013.16,293.40027,100.0,1022777.1,,1.0,91531470.0,141.96275,51.9,True,,38,-51.497784,-107275010.0,188.11789,3800
0.24591833,9.359991,3.1230009,509.44797,,-1.0,-313761.62,-56.79423,[ 0.033  0.056 -0.096 -0.004 -0.009  0.026  0.159 -0.695  0.     0.  0.   ],0.4189424,1.0,100.0,5.0031967,1.0,509.4479857309194,615.7556505203247,2.0,100,182121,1065.2393,1380.6399,9.359991,27.864527,1,294603.9,315.40067,100.0,1362633.8,,1.0,2.246737e+21,187.261,54.89,True,,39,-56.79423,-908070100000000.0,194.04732,3900
0.114951365,9.359803,126131.18,469.53143,,-1.0,-249071.8,-53.2317,[ 0.048  0.058 -0.096 -0.015 -0.021  0.048  0.162 -0.698  0.     0.  0.   ],0.4189424,1.0,100.0,1246996.1,1.0,469.53140645475054,632.2337608337402,2.0,100,187180,717.8118,1015.16345,9.359803,12533575.0,1,238714.28,297.35162,100.0,13445401000.0,,1.0,9.747164e+24,135.10936,50.59,True,,40,-53.2317,-3.2336547e+16,172.17978,4000
0.03841527,9.359878,626.2305,452.27432,,-1.0,-224531.7,-37.954155,[ 0.027  0.074 -0.102  0.043  0.04   0.082  0.19  -0.775  0.     0.  0.   ],0.4189424,1.0,100.0,4676.144,1.0,452.27430543970235,648.8194229602814,2.0,100,192055,582.32086,877.8965,9.359878,46466.664,1,216785.84,295.57562,100.0,126980984.0,,1.0,2.305612e+17,110.60651,48.75,True,,41,-37.954155,-3719434900000.0,156.69868,4100
0.11397025,9.359798,42.18483,433.40372,,-1.0,-214304.16,-41.99759,[ 0.004  0.082 -0.1    0.057  0.054  0.045  0.227 -0.789  0.     0.  0.   ],0.4189424,1.0,100.0,252.6838,1.0,433.4037010939812,665.2567028999329,2.0,100,196729,698.38074,967.0263,9.359798,2506.1902,1,204905.64,268.6456,100.0,6085941.0,,1.0,5073152000.0,130.64027,46.74,True,,42,-41.99759,-675504700.0,164.7581,4200
0.10913976,9.359944,300.8297,481.7853,,-1.0,-270828.47,-52.449944,[ 0.01   0.09  -0.105  0.026  0.022  0.075  0.239 -0.817  0.     0.  0.   ],0.4189424,1.0,100.0,2642.0317,1.0,481.7853037586736,682.9390649795532,2.0,100,201921,773.83875,1061.4734,9.359944,26562.3,1,259504.44,287.63464,100.0,301286620.0,,1.0,2.641183e+24,165.49126,51.92,True,,43,-52.449944,-1.8403475e+16,194.15067,4300
0.06848576,9.3599825,14248.282,447.9752,,-1.0,-219064.34,-40.31672,[-0.016  0.089 -0.107 -0.004 -0.009  0.048  0.243 -0.843  0.     0.  0.   ],0.4189424,1.0,100.0,136213.08,1.0,447.9752165188443,699.2251210212708,2.0,100,206747,559.28796,856.50134,9.3599825,1369263.6,1,211691.44,297.21335,100.0,8610758000.0,,1.0,1.1786776e+28,104.92683,48.26,True,,44,-40.31672,-8.004533e+17,150.76187,4400
0.13486116,9.359868,5.2602434,511.6695,,-1.0,-316471.44,-60.736137,[-3.409e-04  9.197e-02 -1.097e-01 -1.723e-04 -4.983e-03  9.911e-02  2.132e-01 -8.293e-01  0.000e+00  0.000e+00  0.000e+00],0.4189424,1.0,100.0,21.101316,1.0,511.6694993963484,714.4043724536896,2.0,100,212262,1081.9371,1405.3423,9.359868,211.3484,1,296622.06,323.40515,100.0,1863194.0,,1.0,1719437800000.0,186.59158,55.15,True,,45,-60.736137,-26029806000.0,188.26434,4500
0.040426295,9.359998,16.313503,535.48315,,-1.0,-333634.12,-69.23848,[ 0.015  0.092 -0.11   0.002 -0.003  0.123  0.204 -0.822  0.     0.  0.   ],0.4189424,1.0,100.0,55.162342,1.0,535.4831493985848,730.5865306854248,2.0,100,218035,919.8957,1207.1682,9.359998,373.68896,1,318988.12,287.27252,100.0,9834725.0,,1.0,2651573200000.0,179.57156,57.73,True,,46,-69.23848,-23858815000.0,248.21063,4600
0.119976826,9.359896,824.858,566.41736,,-1.0,-363950.3,-49.29064,[-0.025  0.106 -0.114 -0.005 -0.011  0.145  0.17  -0.804  0.     0.  0.   ],0.4189424,1.0,100.0,7317.4126,1.0,566.4173855220987,750.8852860927582,2.0,100,224141,844.2158,1187.508,9.359896,73547.63,1,349777.5,343.2922,100.0,765537300.0,,1.0,3.1571328e+22,170.14359,61.06,True,,47,-49.29064,-2518268700000000.0,223.12518,4700
0.0160168,9.359788,5.8655787,555.27954,,-1.0,-362778.75,-63.76575,[-0.037  0.104 -0.118  0.016  0.009  0.183  0.132 -0.807  0.     0.  0.   ],0.4189424,1.0,100.0,16.625195,1.0,555.279598955435,772.2326984405518,2.0,100,230124,1018.0993,1303.3569,9.359788,109.6595,1,345705.75,285.25763,100.0,3282816.5,,1.0,15421343000.0,193.31401,59.83,True,,48,-63.76575,-2123450600.0,270.02194,4800
0.17306279,9.359803,143.36761,595.5818,,-1.0,-418496.66,-61.590164,[-0.058  0.093 -0.121  0.009  0.003  0.133  0.105 -0.8    0.     0.  0.   ],0.4189424,1.0,100.0,1340.313,1.0,595.5817587664285,794.3143284320831,2.0,100,236544,1054.0715,1357.4802,9.359803,13476.738,1,399976.25,303.4087,100.0,147605740.0,,1.0,1.7797814e+17,212.74075,64.2,True,,49,-61.590164,-7813416400000.0,292.17303,4900
0.019262217,9.359962,68.8274,490.7464,,-1.0,-277533.72,-59.721657,[-0.018  0.089 -0.12   0.042  0.037  0.135  0.11  -0.793  0.     0.  0.   ],0.4189424,1.0,100.0,195.08731,1.0,490.74639329347787,814.4896912574768,2.0,100,241833,862.80945,1159.7883,9.359962,1371.3787,1,264014.84,296.97888,100.0,26392890.0,,1.0,4.296353e+16,152.25905,52.89,True,,50,-59.721657,-2802166800000.0,193.7675,5000
0.008415248,9.359994,34.28215,490.76715,,-1.0,-273274.56,-50.186665,[-0.024  0.096 -0.122  0.047  0.043  0.175  0.076 -0.761  0.     0.  0.   ],0.4189424,1.0,100.0,178.18768,1.0,490.76710453734864,835.7985372543335,2.0,100,247123,723.5473,980.77686,9.359994,1576.5696,1,263606.84,257.22955,100.0,11508157.0,,1.0,72806380000000.0,150.84589,52.9,True,,51,-50.186665,-82502690000.0,233.53755,5100
0.03770201,9.359965,83.9864,595.7725,,-1.0,-426975.62,-72.83743,[-0.042  0.097 -0.124  0.014  0.01   0.143  0.088 -0.777  0.     0.  0.   ],0.4189424,1.0,100.0,558.41614,1.0,595.7724751547227,860.6744737625122,2.0,100,253545,1221.0889,1535.7053,9.359965,5541.993,1,403272.84,314.61642,100.0,98649880.0,,1.0,1.4642563e+35,219.83644,64.22,True,,52,-72.83743,-9.069988e+21,281.15607,5200
0.15852264,9.359703,32.369072,577.32983,,-1.0,-406410.5,-75.19968,[-0.058  0.097 -0.127 -0.006 -0.011  0.09   0.089 -0.772  0.     0.  0.   ],0.4189424,1.0,100.0,220.82819,1.0,577.3297534201677,884.5426280498505,2.0,100,259773,1256.9177,1542.7891,9.359703,2210.3135,1,382488.56,285.87128,100.0,30837156.0,,1.0,1.5909156e+26,221.76326,62.28,True,,53,-75.19968,-3.017304e+17,291.4585,5300
0.080104314,9.359992,9227420.0,570.7034,,-1.0,-391184.5,-55.76054,[-0.097  0.098 -0.13   0.024  0.019  0.097  0.066 -0.777  0.     0.  0.   ],0.4189424,1.0,100.0,91728984.0,1.0,570.7034676464045,907.81445479393,2.0,100,265928,938.10974,1243.1877,9.359992,921918900.0,1,375651.44,305.078,100.0,6796797000000.0,,1.0,5.1637005e+32,223.49269,61.55,True,,54,-55.76054,-3.5296885e+20,265.62546,5400
0.17147578,9.359794,18.480976,560.1654,,-1.0,-366501.38,-54.83159,[-0.084  0.097 -0.13  -0.012 -0.018  0.129  0.062 -0.787  0.     0.  0.   ],0.4189424,1.0,100.0,113.17948,1.0,560.1654088205647,933.1215100288391,2.0,100,271971,890.00415,1168.0431,9.359794,944.8017,1,352789.38,278.03894,100.0,18070134.0,,1.0,7887291400000000.0,197.49452,60.43,True,,55,-54.83159,-1217784700000.0,282.12646,5500
0.116447106,9.359939,15.991461,574.45886,,-1.0,-401522.03,-81.966835,[-0.095  0.097 -0.13  -0.017 -0.025  0.101  0.066 -0.784  0.     0.  0.   ],0.4189424,1.0,100.0,50.74126,1.0,574.4588785903416,961.2516310214996,2.0,100,278168,1047.6504,1350.6776,9.359939,467.64832,1,383186.78,303.02716,100.0,4743568.5,,1.0,2.48831e+24,230.61612,61.97,True,,56,-81.966835,-2.8922647e+16,271.43173,5600
0.13918883,9.3599825,193.48444,634.3088,,-1.0,-478458.72,-66.62805,[-0.117  0.096 -0.133  0.008  0.002  0.111  0.024 -0.769  0.     0.  0.   ],0.4189424,1.0,100.0,1307.626,1.0,634.3087841623145,987.7155039310455,2.0,100,285018,952.8542,1286.2275,9.3599825,12102.61,1,461831.5,333.37335,100.0,247298850.0,,1.0,8.908145e+17,243.8931,68.5,True,,57,-66.62805,-15693453000000.0,300.93546,5700
