MinIW,VarianceInitializer,TimestepsSoFar,OptimizationReturnMax,OptimizationReturnMean,MinTargetPdf,EpLenMean,Epsilon,Penalization,ReturnStepMax,StdWReturnMean,MaxIW,LearnableVariance,StdIW,Inner Iteration,Bound,DivergenceHarmonic,ReturnStepMaxmin,MeanD2-0,WReturnMean,EpThisIter,MeanEntropy,InitialReturnMax,EpRewMean,Iteration,InitialReturnMean,InitialBound,MinBehavPdf,EpisodesSoFar,ESSRenyiHarmonic,MeanIW,TimeElapsed,EmpiricalD2Arithmetic,OptimizationReturnMin,EmpiricalD2Harmonic,InitialReturnMin,ESSRenyiArithmetic,Weights,InitialReturnStd,ReturnMeanIW
0.15795462,-1.0,86121,364.57312,109.26975,-32.95314,39.64,2.0,True,9.359885,,6653.196,,673.4469,1,-871716160000000.0,5.0024746e+22,9.359885,1.0,139392.86,100,0.4189424,622.73047,367.4271020942267,25,367.42712,-143290.33,-32.95314,2500,100.0,118.46503,130.9735472202301,1.0,,1.0,258.15735,100.0,[-0.041  0.159 -0.03   0.005  0.051 -0.14   0.51  -0.604  0.     0.  0.   ],66.25843,19239498.0
0.045275647,-1.0,90099,382.8534,90.41175,-31.456074,39.78,2.0,True,9.359977,,20514.56,,2134.5461,1,-1.4217823e+17,1.0471554e+27,9.359977,1.0,140954.78,100,0.4189424,661.1843,368.7426749002862,26,368.74265,-145348.45,-31.456074,2600,100.0,294.9368,137.54121327400208,1.0,,1.0,278.33093,100.0,[-0.031  0.16  -0.037  0.016  0.063 -0.115  0.508 -0.657  0.     0.  0.   ],70.5947,76014930.0
0.021664985,-1.0,94185,457.5455,119.467255,-35.76529,40.86,2.0,True,9.3598995,,9621895.0,,976077.06,1,-1.2813794e+19,6.1613207e+30,9.3598995,1.0,150433.33,100,0.4189424,716.6865,378.6082801925423,27,378.6083,-155595.61,-35.76529,2700,100.0,153340.92,144.03050994873047,1.0,,1.0,259.14102,100.0,[-0.047  0.16  -0.033  0.037  0.085 -0.148  0.501 -0.618  0.     0.  0.   ],84.196754,15648301000.0
0.0131006865,-1.0,98495,603.24603,112.56652,-40.478283,43.1,2.0,True,9.359722,,717116.9,,71344.5,1,-1.6738519e+21,4.4123213e+34,9.359722,1.0,168500.11,100,0.4189424,890.4315,399.7520000363962,28,399.75198,-176468.73,-40.478283,2800,100.0,7253.746,149.90402030944824,1.0,,1.0,287.1855,100.0,[-0.033  0.164 -0.048 -0.007  0.043 -0.091  0.41  -0.623  0.     0.  0.   ],93.265465,2947195400.0
0.029962156,-1.0,103278,482.5807,137.55902,-38.43358,47.83,2.0,True,9.35998,,97.42683,,14.87601,1,-76084960.0,141019540.0,9.35998,1.0,209482.25,100,0.4189424,789.00244,443.98076093273664,29,443.98077,-215738.86,-38.43358,2900,100.0,7.9159236,157.45761704444885,1.0,,1.0,306.42175,100.0,[-0.018  0.171 -0.053 -0.018  0.034 -0.046  0.416 -0.659  0.     0.  0.   ],111.19051,1786681.6
0.028118081,-1.0,107598,428.67432,114.02145,-35.371857,43.2,2.0,True,9.359907,,1233.0859,,129.81686,1,-1585236100000.0,9.487685e+16,9.359907,1.0,166632.14,100,0.4189424,715.5908,400.9379376717077,30,400.93793,-171778.64,-35.371857,3000,100.0,25.402664,164.42347025871277,1.0,,1.0,286.9165,100.0,[-0.012  0.174 -0.053  0.014  0.065 -0.027  0.393 -0.627  0.     0.  0.   ],76.68722,7089677.0
0.017420128,-1.0,112001,365.6914,112.92159,-42.46221,44.03,2.0,True,9.359897,,70803.766,,8090.861,1,-36373034000000.0,6.853176e+19,9.359897,1.0,174149.83,100,0.4189424,661.1856,408.4157989929193,31,408.41583,-178543.52,-42.46221,3100,100.0,1765.0413,172.12863039970398,1.0,,1.0,295.4942,100.0,[-0.018  0.163 -0.053 -0.007  0.044 -0.073  0.403 -0.652  0.     0.  0.   ],85.71091,370481860.0
0.049558926,-1.0,116261,417.73434,99.00993,-41.24521,42.6,2.0,True,9.359899,,4324.085,,467.55173,1,-1162096800.0,49789297000.0,9.359899,1.0,161621.19,100,0.4189424,713.9706,395.2461628252247,32,395.2462,-166744.4,-41.24521,3200,100.0,95.65977,180.08067440986633,1.0,,1.0,296.23624,100.0,[-0.014  0.174 -0.052 -0.053 -0.005 -0.091  0.476 -0.726  0.     0.  0.   ],73.496056,18926266.0
0.018057805,-1.0,120434,411.53268,99.280525,-36.870125,41.73,2.0,True,9.359829,,10836.013,,1077.4673,1,-2301656000000.0,2.1921699e+17,9.359829,1.0,154730.5,100,0.4189424,699.3719,387.1197317937916,33,387.1197,-159646.36,-36.870125,3300,100.0,137.9669,188.9147984981537,1.0,,1.0,287.8392,100.0,[-0.005  0.178 -0.059 -0.061 -0.012 -0.061  0.47  -0.777  0.     0.  0.   ],69.7769,24454232.0
0.12056913,-1.0,124590,327.03485,125.642654,-31.794346,41.56,2.0,True,9.35964,,635165.5,,98241.48,1,-277658340000.0,6246382500000000.0,9.35964,1.0,154006.12,100,0.4189424,586.7296,385.33742916216937,34,385.33743,-157465.98,-31.794346,3400,100.0,19041.873,196.3150646686554,1.0,,1.0,259.69476,100.0,[-0.02   0.178 -0.053 -0.076 -0.026 -0.102  0.481 -0.741  0.     0.  0.   ],74.304695,4211637000.0
0.26976103,-1.0,128570,324.7738,119.00465,-36.417572,39.8,2.0,True,9.359959,,478600.22,,48504.156,1,-4658469700000000.0,1.9687596e+24,9.359959,1.0,140962.5,100,0.4189424,574.7543,368.9851349858207,35,368.98517,-144282.56,-36.417572,3500,100.0,8725.551,203.38014101982117,1.0,,1.0,249.98048,100.0,[-0.026  0.201 -0.041 -0.111 -0.066 -0.127  0.574 -0.795  0.     0.  0.   ],69.37209,853347460.0
0.011319938,-1.0,132931,561.88824,117.11337,-36.23472,43.61,2.0,True,9.359957,,33.374924,,5.180267,1,-347849700000.0,2305854000000000.0,9.359957,1.0,172665.5,100,0.4189424,848.97754,404.20266536736045,36,404.2026,-179909.44,-36.23472,3600,100.0,3.262729,210.93128514289856,1.0,,1.0,287.0893,100.0,[-0.01   0.197 -0.052 -0.07  -0.02  -0.072  0.488 -0.765  0.     0.  0.   ],96.362465,715956.3
0.11162569,-1.0,137254,420.11417,122.92519,-43.02689,43.23,2.0,True,9.359859,,1494.8029,,194.34401,1,-1884714200.0,146913500000.0,9.359859,1.0,168544.98,100,0.4189424,698.32245,401.13348013228494,37,401.13348,-173446.1,-43.02689,3700,100.0,46.702328,219.22825002670288,1.0,,1.0,278.20828,100.0,[ 0.001  0.199 -0.052 -0.077 -0.027 -0.047  0.48  -0.756  0.     0.  0.   ],87.38955,6153483.0
0.15208031,-1.0,141453,438.46008,130.38168,-32.878853,41.99,2.0,True,9.359875,,174015.94,,17468.678,1,-111689100000.0,518293330000000.0,9.359875,1.0,161111.4,100,0.4189424,697.3773,389.2989234793095,38,389.29892,-165999.25,-32.878853,3800,100.0,2509.6245,225.93663334846497,1.0,,1.0,258.91724,100.0,[ 0.002  0.204 -0.048 -0.107 -0.057 -0.064  0.488 -0.715  0.     0.  0.   ],97.76375,411993820.0
0.0900079,-1.0,146044,579.8153,147.82042,-35.570778,45.91,2.0,True,9.359967,,1980227.0,,197523.98,1,-1.2117974e+19,2.6829836e+30,9.359967,1.0,192971.89,100,0.4189424,857.9645,425.9695972416485,39,425.9696,-200370.02,-35.570778,3900,100.0,25781.45,233.84419202804565,1.0,,1.0,278.14917,100.0,[ 0.012  0.207 -0.049 -0.041  0.01  -0.025  0.448 -0.654  0.     0.  0.   ],107.33963,5249107500.0
0.1203635,-1.0,150092,429.84137,126.24397,-37.881912,40.48,2.0,True,9.359972,,9597242.0,,1182194.2,1,-7.1813673e+21,2.4034663e+36,9.359972,1.0,147727.77,100,0.4189424,678.8954,375.2979917385983,40,375.298,-152359.98,-37.881912,4000,100.0,206846.86,240.81642746925354,1.0,,1.0,249.05402,100.0,[-0.006  0.222 -0.04  -0.092 -0.041 -0.04   0.438 -0.557  0.     0.  0.   ],82.94081,25695540000.0
0.08041232,-1.0,154937,710.4374,143.17094,-47.120907,48.45,2.0,True,9.359858,,210573.77,,20950.46,1,-2.5738962e+19,6.1403476e+30,9.359858,1.0,216891.67,100,0.4189424,1016.61395,449.34750683161707,41,449.3475,-227278.78,-47.120907,4100,100.0,2120.999,249.24257254600525,1.0,,1.0,306.17657,100.0,[ 2.736e-02  2.174e-01 -4.959e-02 -2.662e-02  2.482e-02  4.228e-05  4.360e-01 -6.220e-01  0.000e+00  0.000e+00  0.000e+00],122.3867,1744000000.0
0.0024614334,-1.0,159643,581.2178,149.34366,-39.694195,47.06,2.0,True,9.359992,,2616997.8,,271554.88,1,-1.1419704e+19,2.2708151e+30,9.359992,1.0,203145.36,100,0.4189424,868.3419,436.46776942239575,42,436.46774,-210723.53,-39.694195,4200,100.0,38037.883,257.53373169898987,1.0,,1.0,287.1241,100.0,[-0.009  0.223 -0.049 -0.034  0.018 -0.014  0.41  -0.582  0.     0.  0.   ],112.43329,15509592000.0
0.069161534,-1.0,164041,442.0003,120.24383,-38.464043,43.98,2.0,True,9.359874,,623905.25,,62072.668,1,-146569200000000.0,7.5120886e+20,9.359874,1.0,173515.78,100,0.4189424,729.4352,407.6787036226483,43,407.6787,-178863.34,-38.464043,4300,100.0,6514.4346,265.189457654953,1.0,,1.0,287.43488,100.0,[-0.031  0.238 -0.05  -0.017  0.037 -0.052  0.469 -0.679  0.     0.  0.   ],85.52111,2195433500.0
0.04704009,-1.0,168551,446.97467,122.92792,-39.300056,45.1,2.0,True,9.359544,,70.995674,,7.6322203,1,-223433280.0,1616742700.0,9.359544,1.0,184053.62,100,0.4189424,742.3152,418.26843027510773,44,418.2684,-189591.7,-39.300056,4400,100.0,3.648664,273.75627303123474,1.0,,1.0,295.3405,100.0,[-0.021  0.245 -0.054 -0.052  0.003 -0.02   0.449 -0.681  0.     0.  0.   ],95.42087,754136.9
0.0061854473,-1.0,173006,435.65118,99.56532,-47.575737,44.55,2.0,True,9.359948,,13464888.0,,1410344.2,1,-1.8920258e+19,1.1238045e+31,9.359948,1.0,177813.28,100,0.4189424,749.37573,413.2898710754904,45,413.2899,-183457.22,-47.575737,4500,100.0,199481.92,281.00364232063293,1.0,,1.0,313.72455,100.0,[-0.013  0.243 -0.057 -0.054  0.001  0.001  0.43  -0.688  0.     0.  0.   ],83.69452,36409940000.0
0.16392383,-1.0,177770,429.40738,172.99982,-37.25781,47.64,2.0,True,9.359875,,44915.91,,5881.049,1,-11185392000000.0,5.196507e+18,9.359875,1.0,204649.83,100,0.4189424,698.7163,442.3087592525756,46,442.30875,-209556.47,-37.25781,4600,100.0,884.97266,289.57920002937317,1.0,,1.0,269.30893,100.0,[ 0.02   0.245 -0.064 -0.045  0.012  0.037  0.467 -0.795  0.     0.  0.   ],94.93576,291788600.0
0.12886323,-1.0,182571,501.18707,151.31303,-37.720207,48.01,2.0,True,9.359876,,92.11843,,10.64014,1,-58917176.0,83194320.0,9.359876,1.0,208394.0,100,0.4189424,795.069,445.19493193531105,47,445.19492,-214747.2,-37.720207,4700,100.0,3.3664248,298.1520857810974,1.0,,1.0,293.8819,100.0,[ 0.026  0.269 -0.072 -0.046  0.013  0.087  0.457 -0.82   0.     0.  0.   ],100.97266,969125.7
0.07900876,-1.0,187121,425.6057,116.245895,-44.938667,45.5,2.0,True,9.359947,,75855480.0,,7889060.5,1,-1.8102956e+21,1.1345229e+35,9.359947,1.0,183598.69,100,0.4189424,731.2742,421.91434272878354,48,421.91437,-188973.25,-44.938667,4800,100.0,1187390.2,304.46460151672363,1.0,,1.0,305.66846,100.0,[ 0.007  0.27  -0.072 -0.036  0.022  0.067  0.455 -0.817  0.     0.  0.   ],74.74607,299246030000.0
0.16174419,-1.0,191309,514.9187,110.70745,-38.81711,41.88,2.0,True,9.359669,,67615410.0,,6731717.5,1,-1.08638325e+18,2.9610263e+28,9.359669,1.0,160962.67,100,0.4189424,792.57385,388.362589905495,49,388.36258,-167276.06,-38.81711,4900,100.0,746019.5,311.8823826313019,1.0,,1.0,277.65515,100.0,[ 0.021  0.27  -0.077 -0.118 -0.06   0.094  0.452 -0.852  0.     0.  0.   ],100.683495,121319320000.0
0.046306208,-1.0,196170,764.1418,172.84677,-50.283142,48.61,2.0,True,9.359559,,1971.5786,,237.33452,1,-32119912000.0,8643669400000.0,9.359559,1.0,216170.16,100,0.4189424,1042.3022,451.007246134888,50,451.00723,-227088.84,-50.283142,5000,100.0,57.85482,320.90791630744934,1.0,,1.0,278.16046,100.0,[ 0.024  0.263 -0.085 -0.039  0.019  0.126  0.409 -0.865  0.     0.  0.   ],112.971855,18894476.0
0.026309203,-1.0,201043,626.0578,145.70363,-42.45189,48.73,2.0,True,9.359945,,152730.17,,21410.654,1,-1.2894179e+17,2.1775186e+26,9.359945,1.0,216681.36,100,0.4189424,932.42773,452.07354992732564,51,452.07355,-225419.38,-42.45189,5100,100.0,5417.7637,330.0880198478699,1.0,,1.0,306.36993,100.0,[ 0.006  0.275 -0.087 -0.011  0.048  0.109  0.434 -0.895  0.     0.  0.   ],110.95435,2590738700.0
0.24925414,-1.0,205981,712.709,161.84367,-45.296425,49.38,2.0,True,9.359897,,4565.4717,,453.84552,1,-2575994000000.0,6.337825e+16,9.359897,1.0,225469.73,100,0.4189424,1009.0073,458.1420162413355,52,458.14203,-235701.98,-45.296425,5200,100.0,52.784634,339.0881266593933,1.0,,1.0,296.29834,100.0,[-0.002  0.289 -0.083 -0.007  0.049  0.12   0.392 -0.779  0.     0.  0.   ],124.802345,21694516.0
0.22703853,-1.0,211181,666.47815,205.16188,-48.58088,52.0,2.0,True,9.359395,,550.3721,,55.720573,1,-1211287200.0,18260953000.0,9.359395,1.0,250058.16,100,0.4189424,943.5354,482.2191111304196,53,482.21912,-259005.61,-48.58088,5300,100.0,12.876886,347.8909339904785,1.0,,1.0,277.05725,100.0,[ 0.046  0.286 -0.085 -0.005  0.052  0.15   0.395 -0.804  0.     0.  0.   ],132.37402,2191841.8
0.14767313,-1.0,216434,750.26746,190.1583,-45.935043,52.53,2.0,True,9.359797,,1031966.94,,103475.88,1,-3.9863148e+21,1.3078089e+35,9.359797,1.0,255897.31,100,0.4189424,1047.2697,487.16053057405514,54,487.16055,-266920.3,-45.935043,5400,100.0,14042.093,355.84139037132263,1.0,,1.0,297.00223,100.0,[ 0.029  0.286 -0.093 -0.015  0.04   0.175  0.359 -0.841  0.     0.  0.   ],136.27885,7154054000.0
0.09633755,-1.0,221198,1248.3696,165.9779,-68.322495,47.64,2.0,True,9.359924,,8323.137,,934.1425,1,-2454248200.0,10827171000.0,9.359924,1.0,219887.3,100,0.4189424,1524.2917,441.90000035572115,55,441.9,-243239.02,-68.322495,5500,100.0,147.90518,363.8771960735321,1.0,,1.0,275.9221,100.0,[ 0.068  0.275 -0.09  -0.094 -0.044  0.172  0.383 -0.826  0.     0.  0.   ],156.88116,24417360.0
0.0011903985,-1.0,226118,587.7071,159.2395,-37.023746,49.2,2.0,True,9.359961,,5395623.0,,568095.75,1,-1.4526917e+21,3.4058739e+34,9.359961,1.0,221592.67,100,0.4189424,884.99005,456.5224543397723,56,456.52246,-229464.2,-37.023746,5600,100.0,77807.56,372.5389497280121,1.0,,1.0,297.28296,100.0,[ 0.045  0.277 -0.095 -0.065 -0.016  0.195  0.348 -0.82   0.     0.  0.   ],114.803856,37049426000.0
0.09938766,-1.0,231215,611.0912,186.38309,-53.551926,50.97,2.0,True,9.359584,,2759.8503,,321.73666,1,-4059777500.0,250119450000.0,9.359584,1.0,241699.34,100,0.4189424,897.3187,472.61063277209774,57,472.61063,-249791.72,-53.551926,5700,100.0,57.661636,381.5500440597534,1.0,,1.0,286.22754,100.0,[ 0.038  0.279 -0.096  0.014  0.063  0.162  0.387 -0.842  0.     0.  0.   ],135.41988,12625261.0
