OptimizationReturnMin,TimestepsSoFar,MaxIWNorm,MaxIW,InitialReturnMean,ReturnStepMax,EpThisIter,TimeElapsed,EpLenMean,LearnableVariance,EpRewMean,MeanIWNorm,Weights,InitialReturnMax,MinIWNorm,StdIWNorm,EmpiricalD2,MeanEntropy,VarianceInit,InitialReturnMin,ESSRenyi,MeanIW,ESSClassic,Iteration,OptimizationReturnMean,ReturnStepMaxmin,EpisodesSoFar,J_sample_variance,InitialReturnStd,InitialBound,StdIW,ReturnMeanIW,MinIW,Bound,OptimizationReturnMax
,1559439,0.015492815,1.5492815,444.5003,9.359983,100,2375.1659529209137,47.91,,444.50030701186006,0.01025203,[-0.39   0.528  0.009  0.039 -0.04   0.279  0.747 -0.805  0.     0.  0.   ],943.08325,0.0063267704,0.0015929253,1.0247777,0.4189424,-1.0,277.52853,97.582146,1.025203,97.64272,376,166.97177,9.359983,37600,93461.89,103.70887,161.57538,0.15929253,453.565,0.6326771,167.15637,665.5547
,1564155,0.03156908,3.156908,437.30396,9.359707,100,2379.8774445056915,47.16,,437.3039767622632,0.010380804,[-0.391  0.529  0.006  0.04  -0.039  0.276  0.74  -0.813  0.     0.  0.   ],822.4809,0.0047881263,0.0029957537,1.0648274,0.4189424,-1.0,257.67902,93.91193,1.0380805,92.312096,377,179.62495,9.359707,37700,99065.695,96.31226,190.55974,0.29957542,463.28757,0.47881266,208.67097,564.8019
,1568954,0.13916391,13.916391,445.32144,9.359587,100,2384.64931845665,47.99,,445.3214097558396,0.012680915,[-0.371  0.527  0.005  0.039 -0.041  0.274  0.735 -0.811  0.     0.  0.   ],994.66345,0.00095066056,0.016724871,1.7422631,0.4189424,-1.0,278.43207,57.396614,1.2680916,36.503014,378,166.88936,9.359587,37800,285732.28,124.92071,146.92242,1.672487,580.3894,0.095066056,186.51816,716.2314
,1573582,0.042421836,4.2421837,429.31247,9.359754,100,2389.5939655303955,46.28,,429.31247060267066,0.01081898,[-0.369  0.519  0.002  0.042 -0.038  0.279  0.71  -0.802  0.     0.  0.   ],890.722,0.0037156208,0.0049399077,1.1734732,0.4189424,-1.0,268.4805,85.21711,1.081898,82.74855,379,160.83197,9.359754,37900,120858.25,103.109535,162.09589,0.4939908,472.28262,0.3715621,182.815,622.24146
,1578427,0.8561598,85.61598,449.3236,9.35987,100,2394.509741306305,48.45,,449.32357837099306,0.019682275,[-0.36   0.509  0.001  0.05  -0.032  0.274  0.702 -0.815  0.     0.  0.   ],846.8124,0.00016660945,0.08521455,6.2241797,0.4189424,-1.0,266.4237,16.066374,1.9682277,5.064669,380,182.89986,9.35987,38000,13851855.0,112.6519,195.27988,8.521454,1101.6165,0.016660945,467.82037,580.3887
,1583102,0.28955144,28.955145,433.57755,9.359913,100,2399.4493844509125,46.75,,433.5774924563112,0.014660351,[-0.388  0.522 -0.013  0.049 -0.033  0.266  0.692 -0.874  0.     0.  0.   ],765.5076,0.00017824597,0.03315794,3.2637196,0.4189424,-1.0,284.41528,30.639887,1.4660351,16.351942,381,149.1622,9.359913,38100,1995230.0,90.26683,203.9252,3.3157942,755.63855,0.017824598,340.7541,481.09235
,1587991,0.014316301,1.4316301,453.522,9.3595295,100,2404.4941849708557,48.89,,453.52199259418114,0.0100872265,[-0.391  0.53  -0.013  0.071 -0.01   0.28   0.685 -0.872  0.     0.  0.   ],1229.5101,0.0078008138,0.000969343,1.013313,0.4189424,-1.0,278.3438,98.68619,1.0087227,99.085014,382,175.17818,9.3595295,38200,105077.15,127.39709,84.668945,0.0969343,462.31757,0.7800814,91.017365,951.1663
,1592751,1.9812564,198.12564,441.48288,9.359985,100,2409.204581975937,47.6,,441.4829164967277,0.030498145,[-0.396  0.531 -0.013  0.069 -0.011  0.279  0.683 -0.871  0.     0.  0.   ],716.4953,2.3808709e-05,0.19642682,10.090506,0.4189424,-1.0,257.14645,9.910306,3.0498137,2.353963,383,184.33647,9.359985,38300,15616961.0,98.87749,226.53433,19.642681,1371.7513,0.002380871,688.9552,459.34885
,1597500,0.35618088,35.618088,440.50778,9.359841,100,2414.210172891617,47.49,,440.50776601613524,0.01593749,[-0.402  0.533 -0.009  0.055 -0.023  0.254  0.691 -0.84   0.     0.  0.   ],787.8953,1.4853936e-05,0.036334272,2.8876438,0.4189424,-1.0,296.8943,34.63031,1.5937493,16.13559,384,143.61346,9.359841,38400,2320595.2,98.93793,204.1392,3.633427,785.1345,0.0014853936,383.47177,491.00104
,1602306,0.02934925,2.934925,445.76077,9.35988,100,2419.135413646698,48.06,,445.76078611015123,0.010834093,[-0.384  0.532 -0.013  0.039 -0.037  0.258  0.672 -0.846  0.     0.  0.   ],981.0779,0.0031728558,0.0043850215,1.1454976,0.4189424,-1.0,303.62967,87.29831,1.0834095,85.924194,385,142.13112,9.35988,38500,133370.5,118.51136,151.43744,0.43850216,480.39676,0.3172856,165.38858,677.44824
,1607123,0.014832329,1.483233,446.58347,9.359394,100,2423.922101020813,48.17,,446.58349711897324,0.010049801,[-0.386  0.532 -0.015  0.042 -0.032  0.257  0.679 -0.857  0.     0.  0.   ],862.87177,0.004181172,0.001139185,1.0145442,0.4189424,-1.0,287.9386,98.56643,1.0049801,98.731384,386,158.6449,9.359394,38600,102221.78,116.36225,187.72198,0.113918506,451.15802,0.41811717,190.4208,574.93317
,1611937,0.016106134,1.6106135,446.43768,9.359945,100,2428.7387516498566,48.14,,446.4376738602804,0.010150008,[-0.391  0.529 -0.012  0.042 -0.033  0.255  0.676 -0.856  0.     0.  0.   ],708.8241,0.0068820324,0.0015347622,1.0255866,0.4189424,-1.0,287.77484,97.50517,1.0150008,97.764725,387,158.66284,9.359945,38700,98320.76,94.48022,233.79047,0.15347621,455.3379,0.6882033,239.9874,421.04926
,1616681,0.03213953,3.213953,440.15054,9.359895,100,2433.448565006256,47.44,,440.150550281595,0.011265681,[-0.398  0.534 -0.01   0.041 -0.034  0.262  0.678 -0.851  0.     0.  0.   ],779.444,0.0029563878,0.0045512407,1.1907624,0.4189424,-1.0,306.3546,83.97981,1.1265682,85.96905,388,133.79594,9.359895,38800,139469.56,94.6983,206.31734,0.45512405,498.2028,0.2956388,243.0392,473.08936
,1621504,0.01898105,1.898105,447.1668,9.359733,100,2438.3161091804504,48.23,,447.1668097432981,0.010425004,[-0.407  0.54  -0.009  0.045 -0.03   0.256  0.682 -0.841  0.     0.  0.   ],920.9884,0.003972191,0.0025647888,1.0623683,0.4189424,-1.0,305.45837,94.12932,1.0425004,94.29274,389,141.70844,9.359733,38900,118990.98,117.08094,170.87033,0.25647888,466.7102,0.39721912,181.92795,615.53
,1626416,0.02478875,2.4788752,455.62253,9.359974,100,2443.214962720871,49.12,,455.6225678543843,0.010720825,[-0.406  0.537 -0.011  0.05  -0.027  0.25   0.674 -0.849  0.     0.  0.   ],987.9372,0.005199892,0.003875703,1.123638,0.4189424,-1.0,275.25952,88.99663,1.0720826,88.44151,390,180.36302,9.359974,39000,120211.875,126.610374,159.24142,0.38757035,493.6824,0.5199892,179.51306,712.6777
,1631515,0.4417417,44.17417,472.79733,9.359756,100,2448.2670607566833,50.99,,472.7973650160287,0.019183077,[-0.404  0.538 -0.01   0.049 -0.028  0.244  0.68  -0.854  0.     0.  0.   ],904.5634,0.00013770399,0.059187315,5.1534514,0.4189424,-1.0,296.86343,19.40447,1.9183079,9.506027,391,175.93393,9.359756,39100,3940828.5,116.666626,201.42834,5.9187317,1005.7718,0.0137704,389.73114,607.69995
,1636337,0.041050635,4.1050634,447.09003,9.359435,100,2453.3627877235413,48.22,,447.09007072070284,0.011428904,[-0.397  0.539 -0.009  0.068 -0.01   0.256  0.669 -0.833  0.     0.  0.   ],984.68304,0.0022156355,0.007662692,1.2841972,0.4189424,-1.0,287.22345,77.86966,1.1428905,68.98813,392,159.86662,9.359435,39200,180793.88,118.96131,151.68515,0.76626927,525.42395,0.22156356,190.66394,697.4596
,1641503,0.025599841,2.5599842,478.98572,9.359494,100,2458.662662267685,51.66,,478.98570500625215,0.010613679,[-0.386  0.533 -0.015  0.061 -0.018  0.25   0.647 -0.84   0.     0.  0.   ],1013.54205,0.0028017962,0.0034407994,1.110741,0.4189424,-1.0,268.69406,90.02999,1.061368,90.489876,393,210.29163,9.359494,39300,129447.51,150.19894,174.9231,0.34407994,518.1405,0.28017962,197.68378,744.848
,1646241,0.038291287,3.8291287,439.39444,9.359611,100,2463.506420850754,47.38,,439.3944952283177,0.010793244,[-0.392  0.541 -0.015  0.054 -0.025  0.251  0.656 -0.839  0.     0.  0.   ],721.3154,0.002251591,0.0050806636,1.1925395,0.4189424,-1.0,287.9575,83.85467,1.0793244,81.86099,394,151.437,9.359611,39400,129330.875,90.81418,222.99988,0.50806636,485.70706,0.22515911,249.39664,433.35794
,1651253,0.025961595,2.5961595,464.5283,9.359803,100,2468.392215013504,50.12,,464.5282743561119,0.010361919,[-0.407  0.545 -0.015  0.052 -0.028  0.244  0.654 -0.837  0.     0.  0.   ],1055.3113,0.006018016,0.002616319,1.0624352,0.4189424,-1.0,277.49048,94.12339,1.036192,94.00679,395,187.03781,9.359803,39500,132901.97,145.87793,147.93494,0.2616319,490.15427,0.60180163,163.82724,777.8208
,1656134,0.014933618,1.4933618,452.61343,9.359995,100,2473.343246936798,48.81,,452.6134043775026,0.010238852,[-0.413  0.548 -0.014  0.05  -0.031  0.242  0.657 -0.838  0.     0.  0.   ],1074.6818,0.0068945414,0.0015636414,1.0216984,0.4189424,-1.0,286.89426,97.87624,1.0238853,97.72091,396,165.71915,9.359995,39600,100263.04,119.639694,130.20886,0.15636413,460.42496,0.68945414,134.54138,787.7875
,1660911,0.013776222,1.3776222,443.19632,9.359826,100,2478.1254127025604,47.77,,443.19631562996386,0.010224099,[-0.417  0.553 -0.015  0.05  -0.031  0.239  0.652 -0.836  0.     0.  0.   ],772.3125,0.0061024246,0.0016903789,1.0320398,0.4189424,-1.0,297.12393,96.89549,1.0224099,97.339226,397,146.07239,9.359826,39700,104066.875,96.70391,211.50258,0.1690379,452.4859,0.6102425,217.10973,475.18857
,1665670,0.019162208,1.9162209,441.4738,9.359883,100,2482.8627059459686,47.59,,441.4738044590897,0.010361173,[-0.417  0.551 -0.019  0.054 -0.029  0.237  0.646 -0.843  0.     0.  0.   ],704.5187,0.0058337734,0.0024679315,1.0602094,0.4189424,-1.0,296.86252,94.32099,1.0361174,94.63115,398,144.61128,9.359883,39800,109624.51,87.38721,230.1182,0.24679314,461.32086,0.58337736,243.69547,407.65616
,1670458,0.12147544,12.147545,444.2432,9.359731,100,2487.568069458008,47.88,,444.24318145903885,0.012486813,[-0.422  0.558 -0.017  0.051 -0.031  0.248  0.654 -0.836  0.     0.  0.   ],777.5519,0.001449984,0.013683613,1.7494822,0.4189424,-1.0,278.15204,57.15977,1.2486814,45.436443,399,166.09113,9.359731,39900,280707.44,102.944244,210.97762,1.3683614,570.2046,0.1449984,261.6689,499.39984
,1675325,0.08265002,8.265002,451.15292,9.359864,100,2492.4377381801605,48.67,,451.15295221810493,0.010978874,[-0.429  0.564 -0.02   0.058 -0.026  0.251  0.657 -0.865  0.     0.  0.   ],847.8668,0.0019151213,0.008876316,1.2590837,0.4189424,-1.0,259.25116,79.42284,1.0978875,60.47204,400,191.9018,9.359864,40000,249686.08,119.53113,196.79292,0.8876317,520.7117,0.19151214,235.29706,588.61566
,1680090,0.04283806,4.283806,441.90784,9.359724,100,2497.3836929798126,47.65,,441.9078577692492,0.010883952,[-0.402  0.561 -0.019  0.057 -0.024  0.251  0.674 -0.866  0.     0.  0.   ],949.81226,0.0018081708,0.005081176,1.1619618,0.4189424,-1.0,287.88098,86.06135,1.0883951,82.10523,401,154.02687,9.359724,40100,128403.31,117.17063,156.96417,0.5081176,480.87747,0.18081708,173.72437,661.9313
,1684768,0.36995137,36.995136,433.7885,9.359987,100,2502.1644134521484,46.78,,433.7884957503635,0.013651272,[-0.402  0.559 -0.021  0.065 -0.017  0.241  0.659 -0.866  0.     0.  0.   ],996.0981,0.0008740399,0.036368035,2.0133097,0.4189424,-1.0,257.73022,49.669456,1.3651274,12.349792,402,176.05826,9.359987,40200,2349034.8,116.28091,134.95905,3.6368036,667.8179,0.08740399,243.80539,738.36786
,1689488,0.21296221,21.29622,437.4901,9.359795,100,2507.1815836429596,47.2,,437.4901006209461,0.011548111,[-0.401  0.548 -0.025  0.057 -0.027  0.217  0.636 -0.881  0.     0.  0.   ],782.8031,0.0015202814,0.020770365,1.5386337,0.4189424,-1.0,267.8656,64.99273,1.1548111,23.613081,403,169.6245,9.359795,40300,1093732.2,105.38203,202.64917,2.0770364,562.77826,0.15202814,271.47763,514.9375
,1694266,0.020828439,2.082844,443.20898,9.359923,100,2512.177386045456,47.78,,443.20895773515576,0.010896738,[-0.42   0.552 -0.025  0.053 -0.03   0.205  0.629 -0.885  0.     0.  0.   ],945.0245,0.0035573726,0.0032039902,1.1047128,0.4189424,-1.0,296.8882,90.52126,1.0896736,92.04248,404,146.32074,9.359923,40400,128535.27,106.45669,159.70163,0.32039902,483.4025,0.35573727,185.42123,648.1362
,1699194,11.079337,1107.9337,456.78003,9.359427,100,2517.045909643173,49.28,,456.7800584721463,0.1170576,[-0.426  0.558 -0.025  0.045 -0.038  0.205  0.628 -0.884  0.     0.  0.   ],938.831,2.8601294e-06,1.1017772,111.40677,0.4189424,-1.0,306.45422,0.8976115,11.705763,1.1161876,405,150.32584,9.359427,40500,4920771600.0,107.38985,175.13074,110.17772,10670.32,0.00028601295,7697.529,632.3768
,1703773,0.025492549,2.549255,424.72415,9.359744,100,2522.2450366020203,45.79,,424.724180211533,0.0105714835,[-0.485  0.576 -0.019  0.074 -0.006  0.216  0.657 -0.892  0.     0.  0.   ],718.5129,0.0050792387,0.0029001513,1.0816232,0.4189424,-1.0,268.8556,92.453636,1.0571485,93.00069,406,155.86859,9.359744,40600,102265.445,90.448616,209.1703,0.29001513,454.33438,0.5079239,230.15596,449.6573
,1708576,0.04482009,4.482009,445.47617,9.359766,100,2527.043067932129,48.03,,445.47617208366313,0.0120715685,[-0.491  0.569 -0.021  0.078 -0.001  0.209  0.644 -0.895  0.     0.  0.   ],902.7495,0.0016613359,0.007351983,1.3662617,0.4189424,-1.0,268.9507,73.19242,1.2071569,72.943665,407,176.52545,9.359766,40700,169274.31,124.234764,174.6513,0.7351983,539.44464,0.1661336,222.88507,633.7988
,1713174,0.09135076,9.135076,426.24396,9.359957,100,2531.761419057846,45.98,,426.2439638398595,0.012029553,[-0.5    0.574 -0.022  0.088  0.009  0.22   0.635 -0.89   0.     0.  0.   ],698.6726,0.001866048,0.009579668,1.3860376,0.4189424,-1.0,295.18304,72.14812,1.2029554,61.193356,408,131.06093,9.359957,40800,181678.67,97.220665,216.64218,0.95796674,523.97034,0.1866048,277.20596,403.48956
,1717808,0.04763745,4.7637453,429.80444,9.359861,100,2536.5691335201263,46.34,,429.8044694056314,0.011830925,[-0.496  0.559 -0.027  0.085  0.004  0.199  0.608 -0.9    0.     0.  0.   ],800.0471,0.0010623495,0.007631777,1.3731495,0.4189424,-1.0,284.8753,72.82528,1.1830924,70.6157,409,144.92915,9.359861,40900,174596.39,106.11809,189.79036,0.76317775,511.0846,0.10623495,229.83252,515.1718
,1722187,0.027759293,2.7759295,406.04114,9.359941,100,2541.020691394806,43.79,,406.04113942153833,0.010542001,[-0.489  0.563 -0.025  0.099  0.017  0.2    0.616 -0.906  0.     0.  0.   ],752.2623,0.0038000091,0.002909997,1.0738547,0.4189424,-1.0,240.43384,93.12247,1.0541999,92.91977,410,165.6073,9.359941,41000,79384.266,93.20871,180.36246,0.2909997,428.85608,0.38000092,194.99211,511.8285
,1726485,0.01683847,1.6838471,398.39804,9.359375,100,2545.6135804653168,42.98,,398.39805400402685,0.010321668,[-0.496  0.553 -0.027  0.101  0.021  0.189  0.603 -0.913  0.     0.  0.   ],827.7599,0.005888465,0.0021293426,1.0563246,0.4189424,-1.0,257.5406,94.66787,1.032167,95.91784,411,140.85747,9.359375,41100,84397.125,92.19929,150.07011,0.21293427,416.94217,0.5888465,161.71652,570.2193
,1730979,0.016379794,1.6379795,416.45544,9.359888,100,2550.195138692856,44.94,,416.4554297513242,0.010371644,[-0.499  0.553 -0.029  0.098  0.021  0.185  0.593 -0.91   0.     0.  0.   ],1003.04913,0.004975376,0.0019012042,1.0292249,0.4189424,-1.0,249.42877,97.1605,1.0371644,96.74907,412,167.02666,9.359888,41200,84800.664,116.634346,115.54068,0.19012043,430.36703,0.49753764,125.08688,753.62036
,1735611,3.2791147,327.91147,429.39987,9.359947,100,2554.813301563263,46.32,,429.3998538115544,0.043830518,[-0.513  0.554 -0.029  0.104  0.025  0.189  0.588 -0.914  0.     0.  0.   ],841.7864,3.0132684e-05,0.3258151,28.833967,0.4189424,-1.0,238.85403,3.4681318,4.383052,1.7775487,413,190.54582,9.359947,41300,391395700.0,116.60079,176.86394,32.58151,3202.3428,0.0030132683,1846.294,602.9324
,1739857,0.020576544,2.0576544,393.72586,9.359666,100,2559.723647594452,42.46,,393.72587763733895,0.0107341455,[-0.54   0.57  -0.024  0.121  0.05   0.178  0.627 -0.933  0.     0.  0.   ],829.69867,0.0033851536,0.0027414486,1.083386,0.4189424,-1.0,259.4726,92.30321,1.0734146,93.87674,414,134.25328,9.359666,41400,100224.39,99.82818,144.81624,0.27414486,425.19916,0.33851537,166.11954,570.2261
,1743862,0.01825342,1.8253419,371.2738,9.359796,100,2563.897504091263,40.05,,371.27374677098436,0.010529741,[-0.562  0.571 -0.023  0.129  0.062  0.182  0.619 -0.944  0.     0.  0.   ],658.8922,0.0054480443,0.0030127247,1.0784135,0.4189424,-1.0,240.2548,92.72881,1.052974,92.4332,415,131.01894,9.359796,41500,73781.914,85.47199,173.60606,0.30127248,387.00583,0.54480445,181.73451,418.6374
,1748010,7.960422,796.04224,384.5763,9.35971,100,2568.138965368271,41.48,,384.57630773209263,0.08831308,[-0.557  0.568 -0.023  0.135  0.07   0.18   0.623 -0.943  0.     0.  0.   ],763.7195,6.70591e-05,0.7917885,89.124306,0.4189424,-1.0,259.19092,1.1220284,8.831309,1.2287465,416,125.38539,9.35971,41600,226630270.0,90.75992,155.46046,79.17885,3892.8665,0.0067059104,1729.883,504.52856
,1752341,0.50024146,50.024147,401.557,9.359338,100,2573.2169427871704,43.31,,401.55698736759723,0.014874756,[-0.535  0.582 -0.009  0.11   0.049  0.166  0.674 -0.883  0.     0.  0.   ],754.00684,0.00031430667,0.04944805,2.539198,0.4189424,-1.0,239.5498,39.382515,1.4874754,8.298116,417,162.00717,9.359338,41700,3453385.8,106.76344,175.35493,4.944805,694.5712,0.03143067,334.1214,514.45703
,1756707,0.017796874,1.7796875,404.834,9.359941,100,2577.971902370453,43.66,,404.8339835205987,0.010435989,[-0.567  0.579 -0.014  0.113  0.048  0.149  0.643 -0.92   0.     0.  0.   ],752.18164,0.0048408858,0.0027382246,1.0680218,0.4189424,-1.0,257.44064,93.63105,1.0435989,93.55895,418,147.39334,9.359941,41800,84374.27,99.09621,179.1795,0.2738225,421.58594,0.4840886,188.383,494.741
,1761061,0.02696907,2.696907,403.74078,9.359856,100,2582.3683321475983,43.54,,403.74081680661124,0.010496609,[-0.564  0.575 -0.017  0.112  0.046  0.146  0.63  -0.919  0.     0.  0.   ],781.6321,0.0032679974,0.0031340194,1.0785983,0.4189424,-1.0,267.77985,92.71293,1.0496609,91.81498,419,135.96097,9.359856,41900,99278.95,108.31657,169.2512,0.31340197,424.4443,0.32679975,180.91374,513.85223
,1765390,2.959704,295.9704,401.30038,9.359764,100,2586.7582626342773,43.29,,401.3004326237725,0.04211506,[-0.569  0.58  -0.017  0.112  0.049  0.158  0.634 -0.914  0.     0.  0.   ],842.3246,3.00251e-05,0.29478595,32.233654,0.4189424,-1.0,258.994,3.1023476,4.211506,2.0002587,420,142.30644,9.359764,42000,162608180.0,102.08353,148.60306,29.478594,2519.2456,0.00300251,1084.5641,583.33057
,1769493,0.025963299,2.59633,380.53995,9.359793,100,2591.583361387253,41.03,,380.53994417965185,0.010523093,[-0.585  0.587 -0.01   0.135  0.065  0.157  0.631 -0.857  0.     0.  0.   ],670.42554,0.0052009583,0.0034882594,1.1033504,0.4189424,-1.0,250.48257,90.63304,1.0523092,90.09959,421,130.05737,9.359793,42100,84443.54,88.02796,179.4123,0.34882593,402.1659,0.5200958,190.90044,419.94296
,1773699,0.06506459,6.5064588,389.6968,9.359865,100,2595.8268048763275,42.06,,389.6967946116503,0.011748868,[-0.582  0.589 -0.007  0.133  0.061  0.155  0.635 -0.843  0.     0.  0.   ],823.96356,0.0010725956,0.010852403,1.4948653,0.4189424,-1.0,239.82951,66.89566,1.1748868,53.9602,422,149.86728,9.359865,42200,221301.92,94.92128,142.50772,1.0852405,480.01828,0.10725956,177.79333,584.13403
,1777687,1.2651442,126.51443,369.7447,9.359527,100,2600.102323293686,39.88,,369.7446481398602,0.030027347,[-0.575  0.584 -0.008  0.141  0.061  0.151  0.636 -0.87   0.     0.  0.   ],717.5411,5.249803e-06,0.13438092,9.74711,0.4189424,-1.0,238.60626,10.259451,3.0027347,4.755525,423,131.13838,9.359527,42300,3678816.0,86.82167,154.48235,13.438093,1123.3949,0.0005249803,451.33813,478.9348
,1781667,0.017559959,1.7559959,368.94522,9.359983,100,2604.6224994659424,39.8,,368.94522852793074,0.010280852,[-0.577  0.59  -0.004  0.162  0.084  0.174  0.624 -0.837  0.     0.  0.   ],744.13745,0.0044293446,0.0024471947,1.0567749,0.4189424,-1.0,240.36356,94.62753,1.0280852,94.63779,424,128.58167,9.359983,42400,75548.43,95.495125,145.704,0.24471949,383.85764,0.44293448,154.36664,503.7739
,1785549,0.020067584,2.0067585,359.61624,9.35995,100,2608.6603066921234,38.82,,359.6162134692993,0.010153362,[-0.571  0.591 -0.004  0.158  0.08   0.171  0.635 -0.835  0.     0.  0.   ],848.6662,0.007171352,0.0019653933,1.0295118,0.4189424,-1.0,249.23904,97.133415,1.0153362,96.38836,425,110.37716,9.35995,42500,78042.2,92.869576,105.01637,0.19653934,371.33676,0.7171352,113.007385,599.4271
,1789474,9.081547,908.15466,363.8451,9.359893,100,2612.664883852005,39.25,,363.8450796658911,0.09817315,[-0.557  0.582 -0.004  0.153  0.077  0.176  0.64  -0.827  0.     0.  0.   ],661.584,1.3218819e-06,0.90306026,175.48415,0.4189424,-1.0,239.45883,0.56985205,9.817313,1.168018,426,124.38625,9.359893,42600,575265900.0,72.26325,165.3699,90.30601,4815.662,0.00013218819,2186.453,422.12515
,1793430,0.023045305,2.3045306,366.47137,9.359678,100,2617.2348124980927,39.56,,366.47136771428035,0.010576049,[-0.543  0.573 -0.004  0.156  0.076  0.176  0.669 -0.912  0.     0.  0.   ],856.2152,0.004022305,0.0036806236,1.1215632,0.4189424,-1.0,229.96149,89.16127,1.057605,89.19697,427,136.50989,9.359678,42700,81693.51,85.97336,109.60681,0.36806235,401.69992,0.4022305,129.67041,626.2537
,1797552,0.06866675,6.8666754,381.76767,9.359808,100,2621.4838140010834,41.22,,381.767635897766,0.011063462,[-0.55   0.578 -0.004  0.147  0.066  0.177  0.672 -0.915  0.     0.  0.   ],786.8584,0.003325772,0.0090698525,1.3450797,0.4189424,-1.0,257.2029,74.34504,1.1063462,59.805897,428,124.56472,9.359808,42800,134192.78,93.996864,145.71013,0.9069852,445.28137,0.3325772,171.5076,529.6555
,1801759,0.026170196,2.6170197,389.69836,9.359825,100,2625.803144454956,42.07,,389.6983621526059,0.010666413,[-0.555  0.584 -0.001  0.133  0.047  0.186  0.679 -0.903  0.     0.  0.   ],785.91034,0.004267556,0.004301912,1.1372949,0.4189424,-1.0,248.96304,87.92794,1.0666413,86.009514,429,140.73532,9.359825,42900,87664.46,97.64405,153.92528,0.4301912,421.68466,0.4267556,170.24673,536.94727
,1806073,0.034405496,3.4405496,399.9997,9.359355,100,2630.21187543869,43.14,,399.99967681945367,0.010460503,[-5.470e-01  5.848e-01 -5.776e-04  1.231e-01  3.959e-02  1.845e-01  6.810e-01 -9.087e-01  0.000e+00  0.000e+00  0.000e+00],798.26733,0.0056961076,0.0031369166,1.0589782,0.4189424,-1.0,231.40468,94.43065,1.0460504,91.74908,430,168.595,9.359355,43000,72122.78,93.76207,160.51949,0.31369168,419.42072,0.5696108,172.97963,566.8627
,1810355,0.053398546,5.3398547,397.15613,9.3599415,100,2634.5803821086884,42.82,,397.15616147251376,0.010654989,[-0.55   0.576 -0.003  0.122  0.037  0.178  0.669 -0.918  0.     0.  0.   ],816.35095,0.005223352,0.0050484077,1.1074735,0.4189424,-1.0,248.33136,90.295616,1.0654988,81.66645,431,148.8248,9.3599415,43100,161748.95,97.66664,152.25089,0.5048408,443.16678,0.52233523,185.43689,568.0196
,1814670,0.022639696,2.2639697,400.1017,9.359646,100,2639.0686671733856,43.15,,400.10170848703683,0.01065144,[-0.523  0.569 -0.002  0.114  0.028  0.18   0.679 -0.911  0.     0.  0.   ],846.1626,0.0056020026,0.0032415488,1.0968099,0.4189424,-1.0,258.976,91.17351,1.0651438,91.5234,432,141.12569,9.359646,43200,104870.39,99.81318,146.25291,0.32415488,433.46484,0.5602003,167.61234,587.1866
,1819024,0.047458872,4.7458873,403.62784,9.359225,100,2643.4747161865234,43.54,,403.62784419722027,0.010918506,[-0.528  0.575  0.002  0.113  0.027  0.189  0.7   -0.911  0.     0.  0.   ],872.31934,0.00094055466,0.0056209913,1.2105308,0.4189424,-1.0,277.96338,82.60839,1.0918506,79.04935,433,125.66446,9.359225,43300,168659.66,104.22104,141.93207,0.56209916,458.33444,0.09405547,170.40594,594.35596
,1823489,0.040046778,4.004678,414.19214,9.359766,100,2648.0221486091614,44.65,,414.19212359376075,0.010898267,[-0.536  0.577  0.002  0.107  0.022  0.184  0.707 -0.915  0.     0.  0.   ],800.712,0.004706277,0.005378775,1.1805186,0.4189424,-1.0,266.4314,84.708534,1.0898267,80.412636,434,147.76073,9.359766,43400,138149.1,102.44288,173.97853,0.5378775,460.47144,0.4706277,199.47537,534.2806
,1827811,1.8208532,182.08533,400.77795,9.359769,100,2652.5401663780212,43.22,,400.7779849496219,0.031013317,[-0.519  0.589  0.005  0.108  0.021  0.195  0.718 -0.899  0.     0.  0.   ],902.2524,6.417537e-05,0.18196473,14.573584,0.4189424,-1.0,249.00731,6.86173,3.1013317,2.8228395,435,151.77069,9.359769,43500,21941576.0,99.101654,130.10226,18.196472,1404.9037,0.006417537,371.58923,653.24506
,1832080,0.12612675,12.612676,395.6993,9.359849,100,2657.1654601097107,42.69,,395.69930449955865,0.014389622,[-0.515  0.588  0.006  0.093  0.007  0.182  0.758 -0.932  0.     0.  0.   ],753.4424,0.0013426439,0.01938871,2.0977104,0.4189424,-1.0,278.08002,47.671024,1.4389621,35.517517,436,117.619286,9.359849,43600,742832.5,79.485596,169.66658,1.938871,642.03125,0.1342644,314.65735,475.36237
,1836339,0.013335288,1.3335288,395.0374,9.359896,100,2661.720141887665,42.59,,395.03741472186556,0.010064567,[-0.526  0.615  0.013  0.087  0.008  0.205  0.795 -0.946  0.     0.  0.   ],640.02136,0.0068084626,0.0012157491,1.01752,0.4189424,-1.0,269.2864,98.27817,1.0064567,98.56182,437,125.751015,9.359896,43700,81157.836,77.24986,203.03105,0.121574916,399.97208,0.6808463,206.29102,370.73495
,1840792,0.18015933,18.015934,412.98083,9.359971,100,2666.2460174560547,44.53,,412.9808207371298,0.015481236,[-0.527  0.607  0.013  0.085  0.005  0.204  0.794 -0.949  0.     0.  0.   ],900.2503,0.00059135444,0.024576789,2.9891324,0.4189424,-1.0,250.18114,33.454525,1.5481236,28.407288,438,162.79968,9.359971,43800,1817273.4,100.58211,142.9057,2.4576788,757.0913,0.05913545,290.1556,650.06915
