LearnableVariance,Iteration,OptimizationReturnMax,InitialReturnStd,MinIW,ESSClassic,ESSRenyi,J_sample_variance,MeanEntropy,MaxIWNorm,VarianceInit,InitialReturnMax,Bound,ReturnStepMaxmin,TimestepsSoFar,MeanIWNorm,ReturnMeanIW,MeanIW,OptimizationReturnMin,ReturnStepMax,InitialReturnMean,EmpiricalD2,MinIWNorm,InitialReturnMin,EpLenMean,StdIWNorm,MaxIW,TimeElapsed,EpRewMean,OptimizationReturnMean,EpThisIter,StdIW,EpisodesSoFar,InitialBound,Weights
,117,574.48926,109.119064,0.0034334767,5.435329,21.226488,11131357.0,0.4189424,0.7939882,-1.0,813.74023,463.68634,9.359865,439600,0.018999932,993.5546,1.8999934,,9.359865,435.34665,4.711095,3.4334767e-05,239.25096,46.93,0.0792508,79.39883,577.9371945858002,435.3466348296562,196.09566,100,7.9250803,11700,191.2246,[ 0.474  0.013  0.005  0.012 -0.015  0.101  0.385 -0.406  0.     0.  0.   ]
,118,486.08258,98.396965,0.010948747,4.520666,24.905617,4703971.5,0.4189424,0.81295353,-1.0,773.56946,381.37015,9.359927,444191,0.017484639,846.39044,1.7484639,,9.359927,426.0411,4.0151587,0.000109487475,287.48688,45.91,0.08035448,81.29536,583.8129382133484,426.04110156651046,138.55421,100,8.035449,11800,193.97026,[ 0.476  0.012  0.001  0.013 -0.016  0.11   0.38  -0.457  0.     0.  0.   ]
,119,556.51013,104.78818,0.00019255989,1.0203308,0.057770666,53653955000.0,0.4189424,73.42649,-1.0,825.71826,32853.867,9.359694,448901,0.74169266,43160.09,74.16925,,9.359694,436.99442,1730.9823,1.9255988e-06,269.20813,47.1,7.3051043,7342.649,588.8516025543213,436.99441021462883,167.78629,100,730.5104,11900,189.27892,[ 5.056e-01 -7.287e-05  8.744e-03  2.312e-02 -1.009e-02  1.206e-01  3.803e-01 -4.296e-01  0.000e+00  0.000e+00  0.000e+00]
,120,523.7144,104.95484,0.1921021,61.571377,72.74071,207251.67,0.4189424,0.078250796,-1.0,811.2363,234.88031,9.359904,453668,0.011351432,520.2316,1.135143,,9.359904,442.25226,1.3747461,0.001921021,287.5219,47.67,0.008967853,7.82508,595.859393119812,442.25230368369876,154.7304,100,0.8967853,12000,198.88141,[ 0.459  0.003 -0.013  0.035 -0.013  0.097  0.31  -0.487  0.     0.  0.   ]
,121,447.02188,101.51122,0.06807721,80.44985,81.46751,137138.39,0.4189424,0.038387477,-1.0,716.2886,252.5124,9.359921,458338,0.010867468,490.5892,1.0867468,,9.359921,433.31488,1.2274833,0.00068077206,269.2667,46.7,0.0053572366,3.8387477,601.5182347297668,433.3148888625206,164.0482,100,0.5357237,12100,218.42831,[ 0.45  -0.002 -0.018  0.031 -0.012  0.095  0.283 -0.487  0.     0.  0.   ]
,122,432.8654,98.40333,0.047154702,11.909897,36.392536,1832565.9,0.4189424,0.38072318,-1.0,711.24365,351.92493,9.359968,463199,0.014104597,705.62366,1.4104599,,9.359968,450.82367,2.747816,0.000471547,278.37827,48.61,0.038359266,38.07232,607.1022100448608,450.8236482532949,172.44537,100,3.8359268,12200,237.45059,[ 0.429  0.006 -0.026  0.032 -0.014  0.09   0.266 -0.502  0.     0.  0.   ]
,123,521.791,119.39594,0.18701941,62.83935,76.4732,267121.5,0.4189424,0.07168258,-1.0,806.9828,246.61005,9.359898,468124,0.010852852,523.45135,1.0852852,,9.359898,456.90182,1.3076477,0.001870194,285.19177,49.25,0.008345834,7.168258,613.0414710044861,456.90181195938027,171.71004,100,0.83458334,12300,214.80698,[ 0.408  0.012 -0.033  0.038 -0.013  0.091  0.243 -0.531  0.     0.  0.   ]
,124,566.6777,108.753006,0.4043808,95.86125,95.02591,99166.32,0.4189424,0.018929737,-1.0,844.3679,213.48682,9.359928,473018,0.010395096,473.34235,1.0395095,,9.359928,454.03845,1.0523446,0.0040438077,277.69025,48.94,0.002159939,1.8929737,618.4811019897461,454.0384530104909,176.34822,100,0.21599391,12400,200.72809,[ 0.402  0.018 -0.032  0.037 -0.01   0.104  0.252 -0.553  0.     0.  0.   ]
,125,469.51422,102.29987,0.20296267,82.19691,78.812065,139148.75,0.4189424,0.03163644,-1.0,745.6743,258.2182,9.359901,477739,0.0116180135,510.20285,1.1618016,,9.359901,438.20215,1.2688413,0.0020296266,276.1601,47.21,0.0054069473,3.163644,623.9526410102844,438.2021351931924,162.04204,100,0.5406947,12500,214.49983,[ 0.403  0.012 -0.034  0.035 -0.013  0.097  0.246 -0.561  0.     0.  0.   ]
,126,626.12854,114.344635,0.09474597,26.346563,53.338737,1823422.2,0.4189424,0.20950198,-1.0,912.52234,265.90634,9.359991,482583,0.012178488,640.74414,1.2178487,,9.359991,449.3185,1.87481,0.0009474597,286.3938,48.44,0.02036235,20.9502,629.3892047405243,449.31849696188846,162.9247,100,2.0362349,12600,175.5618,[ 0.384  0.016 -0.039  0.046 -0.001  0.096  0.231 -0.563  0.     0.  0.   ]
,127,634.01935,130.10538,0.0015060761,1.6012598,4.569904,125597336.0,0.4189424,2.702682,-1.0,881.7885,914.13257,9.359924,487521,0.034247085,2151.5955,3.4247088,,9.359924,458.00525,21.882298,1.506076e-05,247.76917,49.38,0.26846486,270.26822,634.4995319843292,458.00516334164195,210.23602,100,26.846489,12700,193.46866,[ 0.362  0.021 -0.048  0.056  0.001  0.103  0.219 -0.591  0.     0.  0.   ]
,128,619.8074,128.61462,0.13022457,72.5298,81.72273,135075.44,0.4189424,0.05881742,-1.0,876.8894,224.76959,9.359979,492577,0.011125215,515.7707,1.1125216,,9.359979,469.25296,1.2236497,0.0013022457,257.08206,50.56,0.006846697,5.881742,640.4246208667755,469.25297669027225,212.17091,100,0.6846697,12800,206.18616,[ 0.362  0.026 -0.04   0.016 -0.034  0.105  0.247 -0.564  0.     0.  0.   ]
,129,809.89624,125.70041,0.6576163,92.2727,92.62507,149478.22,0.4189424,0.027498342,-1.0,1095.4685,144.26785,9.359943,497450,0.010417214,485.74124,1.0417215,,9.359943,452.0863,1.0796213,0.006576163,285.57224,48.73,0.0030145922,2.7498343,648.0264668464661,452.0862723225803,166.51404,100,0.30145922,12900,123.44574,[ 0.348  0.023 -0.044  0.01  -0.041  0.094  0.243 -0.568  0.     0.  0.   ]
,130,653.60114,134.42775,0.34420413,89.52906,90.520164,113490.51,0.4189424,0.020341076,-1.0,910.87683,213.88348,9.359883,502485,0.010600599,501.0992,1.0600599,,9.359883,467.1503,1.1047262,0.003442041,257.2757,50.35,0.0036252777,2.0341077,655.5819897651672,467.1503066272043,209.8746,100,0.3625278,13000,193.88724,[ 0.361  0.02  -0.041  0.014 -0.036  0.094  0.248 -0.56   0.     0.  0.   ]
,131,672.0591,112.35521,0.39790183,86.55627,91.92859,80636.266,0.4189424,0.03215564,-1.0,902.04926,201.63052,9.359887,507500,0.010434047,483.87552,1.0434047,,9.359887,465.2122,1.0878009,0.0039790184,229.99014,50.15,0.004112096,3.2155643,663.4909555912018,465.2122153633768,235.22208,100,0.4112096,13100,194.59747,[ 0.379  0.019 -0.04   0.012 -0.037  0.103  0.26  -0.564  0.     0.  0.   ]
,132,454.69073,96.634796,0.5378764,86.67593,86.367004,128944.1,0.4189424,0.03557027,-1.0,739.71655,247.2947,9.359988,512263,0.010762963,486.0828,1.0762963,,9.359988,441.7236,1.1578496,0.005378764,285.02582,47.63,0.0042198882,3.5570273,670.6469116210938,441.7235838455988,156.69778,100,0.42198884,13200,219.80865,[ 0.384  0.022 -0.036  0.008 -0.037  0.114  0.267 -0.562  0.     0.  0.   ]
,133,459.98584,107.10402,0.41187593,94.52474,94.176346,109658.664,0.4189424,0.017982125,-1.0,754.6727,235.65651,9.359927,517156,0.010284602,468.95343,1.02846,,9.359927,453.9835,1.0618378,0.004118759,294.6869,48.93,0.0024752382,1.7982126,678.4752781391144,453.98350115579063,159.2966,100,0.24752381,13300,227.58165,[ 0.388  0.02  -0.037  0.01  -0.035  0.103  0.261 -0.545  0.     0.  0.   ]
,134,444.33215,102.78884,0.25014174,43.337933,59.051537,277037.1,0.4189424,0.1146314,-1.0,739.6165,276.024,9.359838,521948,0.012285032,564.7675,1.2285035,,9.359838,444.55334,1.693436,0.0025014174,295.28436,47.92,0.014047157,11.4631405,685.9124245643616,444.55335693970875,149.269,100,1.4047159,13400,222.6684,[ 0.39   0.023 -0.037  0.006 -0.039  0.111  0.27  -0.551  0.     0.  0.   ]
,135,589.91296,117.20705,0.00062387384,4.442076,8.991437,23993214.0,0.4189424,1.1472057,-1.0,904.78577,575.73755,9.359976,527183,0.024862135,1480.9541,2.4862134,,9.359976,485.73126,11.121693,6.2387385e-06,314.8728,52.35,0.11531312,114.72057,694.2543752193451,485.7312329635772,170.85844,100,11.531312,13500,214.29553,[ 0.417  0.011 -0.033  0.022 -0.028  0.101  0.285 -0.561  0.     0.  0.   ]
,136,700.1007,128.06912,0.4584455,92.07228,92.86288,124522.02,0.4189424,0.024554756,-1.0,995.01196,178.92944,9.359771,532168,0.01047989,488.69168,1.0479891,,9.359771,462.71347,1.0768566,0.004584455,294.91125,49.85,0.0030751505,2.4554756,702.6245427131653,462.71347431080693,167.8022,100,0.30751508,13600,164.20987,[ 0.406  0.028 -0.034  0.037 -0.01   0.109  0.316 -0.595  0.     0.  0.   ]
,137,640.39105,119.708176,0.37907273,90.36632,93.11081,122344.44,0.4189424,0.025510408,-1.0,936.4751,200.5513,9.359939,537287,0.0102031985,491.70172,1.0203199,,9.359939,475.04886,1.0739892,0.0037907271,296.08405,51.19,0.0033314223,2.551041,710.0601727962494,475.0488677765464,178.96483,100,0.33314225,13700,194.10635,[ 0.414  0.019 -0.035  0.037 -0.01   0.109  0.305 -0.602  0.     0.  0.   ]
,138,719.34924,121.15403,0.3762778,86.72215,87.177,141337.27,0.4189424,0.026301963,-1.0,1015.43677,181.21393,9.359867,542264,0.010871342,507.48096,1.0871341,,9.359867,461.85565,1.1470915,0.003762778,296.0875,49.77,0.0042538485,2.6301963,716.9865431785583,461.8557106387192,165.7682,100,0.42538485,13800,157.2247,[ 0.415  0.029 -0.032  0.038 -0.016  0.108  0.314 -0.591  0.     0.  0.   ]
,139,491.89307,104.29967,0.21177602,52.6262,67.035835,252873.33,0.4189424,0.084666595,-1.0,788.32074,256.61713,9.359956,547118,0.01160574,545.466,1.1605738,,9.359956,450.3389,1.4917395,0.0021177602,296.42767,48.54,0.011011358,8.46666,723.9276864528656,450.3388771288843,153.9112,100,1.1011356,13900,213.84264,[ 0.427  0.028 -0.031  0.036 -0.018  0.112  0.328 -0.601  0.     0.  0.   ]
,140,522.02014,109.62156,0.5258818,95.381775,94.999146,98793.8,0.4189424,0.01895332,-1.0,798.11975,232.94186,9.359972,552116,0.010333473,478.59903,1.0333472,,9.359972,464.00388,1.052641,0.005258818,276.0996,49.98,0.0022737898,1.895332,731.3935699462891,464.00386498582776,187.90428,100,0.22737898,14000,224.56796,[ 0.402  0.032 -0.041  0.04  -0.012  0.109  0.299 -0.599  0.     0.  0.   ]
,141,502.76965,128.60522,0.35818875,87.8306,89.04441,147356.75,0.4189424,0.02737236,-1.0,825.02795,260.24228,9.359856,557342,0.010615102,522.5352,1.0615102,,9.359856,484.84363,1.1230351,0.0035818873,322.2583,52.26,0.0039512645,2.737236,738.3366239070892,484.84365310140424,162.58536,100,0.39512646,14100,237.33525,[ 0.397  0.027 -0.044  0.043 -0.011  0.11   0.29  -0.606  0.     0.  0.   ]
,142,684.605,129.68546,0.19729164,25.229486,70.70241,2028115.5,0.4189424,0.20357418,-1.0,963.22424,279.784,9.359866,562258,0.011544672,623.44604,1.1544672,,9.359866,456.34308,1.414379,0.0019729163,278.61926,49.16,0.019874332,20.357418,745.6915225982666,456.34307942327075,177.72383,100,1.9874334,14200,167.3758,[ 0.376  0.035 -0.047  0.036 -0.014  0.115  0.286 -0.6    0.     0.  0.   ]
,143,705.28564,137.78864,0.5245775,94.968124,94.38775,125981.83,0.4189424,0.020971157,-1.0,1001.7997,221.45605,9.359726,567713,0.0103655495,530.80194,1.036555,,9.359726,506.42902,1.0594596,0.005245775,296.514,54.55,0.002385995,2.0971158,753.3632402420044,506.4290240898443,209.91502,100,0.23859951,14300,205.88913,[ 0.347  0.04  -0.054  0.027 -0.019  0.101  0.268 -0.601  0.     0.  0.   ]
,144,714.782,125.423775,0.35282844,90.918564,90.46977,130132.01,0.4189424,0.021853454,-1.0,1012.0663,201.60861,9.359925,572911,0.010582448,520.82007,1.0582448,,9.359925,482.15475,1.1053416,0.0035282844,297.28433,51.98,0.003344546,2.1853454,760.9213688373566,482.1547459941249,184.87042,100,0.33445463,14400,178.53488,[ 0.366  0.038 -0.053  0.021 -0.02   0.1    0.27  -0.606  0.     0.  0.   ]
,145,621.98004,122.29192,0.051452115,11.59053,24.661594,1132498.2,0.4189424,0.5144758,-1.0,927.2216,453.98688,9.359726,578160,0.022636037,1014.12384,2.263604,,9.359726,487.26294,4.054888,0.00051452115,305.24158,52.49,0.062517,51.447582,768.2849841117859,487.2629547626798,182.0214,100,6.2517004,14500,209.0965,[ 0.384  0.032 -0.053  0.022 -0.02   0.103  0.269 -0.622  0.     0.  0.   ]
,146,495.3424,106.93255,0.0055105556,2.2782824,3.954715,79549490.0,0.4189424,2.5269487,-1.0,782.37585,1029.8704,9.359952,583090,0.038382277,2210.1343,3.8382266,,9.359952,457.49716,25.286272,5.5105556e-05,287.03345,49.3,0.25137517,252.69487,776.0051717758179,457.49714319190224,170.46368,100,25.137518,14600,222.78442,[ 0.394  0.01  -0.047  0.004 -0.035  0.072  0.264 -0.61   0.     0.  0.   ]
,147,638.3229,116.59229,0.2880949,75.12091,79.08295,134984.08,0.4189424,0.032650385,-1.0,904.7074,209.66113,9.359876,588016,0.011144366,514.8635,1.1144366,,9.359876,456.88672,1.2644951,0.002880949,266.38452,49.26,0.006413457,3.2650387,783.7610783576965,456.8867467516586,190.50221,100,0.64134574,14700,185.47452,[ 0.424  0.008 -0.036  0.011 -0.037  0.063  0.313 -0.589  0.     0.  0.   ]
,148,705.4796,127.33218,0.17435578,77.72086,84.8309,168723.48,0.4189424,0.041250724,-1.0,956.0684,208.30115,9.359999,592915,0.010992768,519.7116,1.0992768,,9.359999,454.67322,1.1788157,0.0017435577,250.5888,48.99,0.005885555,4.1250725,791.0753057003021,454.673142017303,204.08432,100,0.5885556,14800,167.85263,[ 0.427  0.014 -0.037  0.012 -0.035  0.069  0.32  -0.61   0.     0.  0.   ]
,149,533.82184,97.33153,0.21994802,94.07745,94.96815,89694.93,0.4189424,0.024744995,-1.0,802.19275,209.43977,9.359985,597689,0.010307634,456.3909,1.0307634,,9.359985,443.0836,1.0529846,0.00219948,268.3709,47.74,0.002586251,2.4744995,798.1925413608551,443.08355830778265,174.71266,100,0.2586251,14900,202.42572,[ 0.4    0.023 -0.042  0.011 -0.035  0.062  0.309 -0.611  0.     0.  0.   ]
,150,835.58765,135.87389,0.5315373,91.87053,93.81104,122399.664,0.4189424,0.021837248,-1.0,1132.8103,128.66983,9.359982,602636,0.010392103,479.54404,1.0392102,,9.359982,459.1725,1.0659726,0.0053153727,297.22266,49.47,0.0030913327,2.1837249,805.3758060932159,459.17250767800795,161.94984,100,0.30913326,15000,119.32941,[ 0.391  0.025 -0.044  0.012 -0.033  0.055  0.307 -0.612  0.     0.  0.   ]
,151,578.5613,110.78969,0.35979903,80.00765,82.88152,152079.0,0.4189424,0.03798684,-1.0,875.61255,208.21182,9.359897,607341,0.011211935,496.7507,1.1211935,,9.359897,436.787,1.2065415,0.0035979901,297.05124,47.05,0.0056046266,3.7986844,812.0523142814636,436.78699278236013,139.73575,100,0.56046265,15100,174.10324,[ 0.394  0.027 -0.045  0.014 -0.031  0.054  0.317 -0.611  0.     0.  0.   ]
,152,488.02155,100.47743,0.31894985,85.807434,88.71464,118263.72,0.4189424,0.038423453,-1.0,783.3944,216.08752,9.359899,612110,0.010505392,465.60678,1.0505394,,9.359899,442.54636,1.1272097,0.0031894983,295.37286,47.69,0.0042724856,3.8423452,819.2065141201019,442.54635128974166,147.1735,100,0.4272486,15200,207.52805,[ 0.416  0.014 -0.041  0.022 -0.024  0.049  0.308 -0.604  0.     0.  0.   ]
,153,552.4195,116.228546,0.025179682,7.058181,28.381311,3259577.2,0.4189424,0.6067479,-1.0,857.79755,356.7194,9.359834,617065,0.016541556,839.76685,1.6541556,,9.359834,459.78925,3.5234454,0.00025179682,305.37805,49.55,0.060025472,60.674793,826.4842813014984,459.78922631743336,154.41118,100,6.002547,15300,202.44998,[ 0.422  0.013 -0.04   0.014 -0.029  0.056  0.307 -0.611  0.     0.  0.   ]
,154,682.77905,118.032074,0.00087475235,1.7155713,4.81337,819409860.0,0.4189424,4.188921,-1.0,951.3729,3276.2776,9.359959,622136,0.05504825,4577.188,5.5048246,,9.359959,470.54236,20.775463,8.747524e-06,268.5939,50.71,0.4166597,418.8921,833.6880376338959,470.54236954500504,201.94847,100,41.66597,15400,185.1305,[ 0.441  0.008 -0.038  0.024 -0.015  0.07   0.299 -0.598  0.     0.  0.   ]
,155,511.0882,112.1764,0.006176634,3.7797358,5.251928,11980999.0,0.4189424,1.6150553,-1.0,808.15076,608.55835,9.359949,627104,0.03483982,1666.4818,3.4839816,,9.359949,460.8637,19.040627,6.176634e-05,297.06256,49.68,0.1757836,161.50554,841.976640701294,460.8636955796881,163.80113,100,17.578363,15500,218.41847,[ 0.512 -0.033 -0.044  0.011 -0.022  0.041  0.29  -0.677  0.     0.  0.   ]
,156,687.6201,129.9494,0.2538519,91.19519,91.03476,123726.32,0.4189424,0.023764934,-1.0,964.4573,207.18808,9.359955,632245,0.0105112465,510.43793,1.0511247,,9.359955,477.09183,1.0984815,0.0025385187,276.83713,51.41,0.0032660947,2.3764935,849.7751429080963,477.0918740523107,200.25475,100,0.32660946,15600,187.7547,[ 0.489 -0.039 -0.058  0.013 -0.023  0.015  0.201 -0.672  0.     0.  0.   ]
,157,534.60864,128.79977,0.47607532,89.60888,89.486984,130054.13,0.4189424,0.026524605,-1.0,839.3131,238.69534,9.359975,637359,0.0107093295,504.86914,1.0709329,,9.359975,474.65402,1.117481,0.004760753,304.70444,51.14,0.0036468476,2.6524606,857.7179048061371,474.6540422947839,169.94962,100,0.36468476,15700,222.86014,[ 0.478 -0.03  -0.061  0.013 -0.02   0.019  0.201 -0.682  0.     0.  0.   ]
,158,557.5545,120.63946,0.11915083,69.15793,79.48232,224754.83,0.4189424,0.062057856,-1.0,862.813,226.78568,9.359908,642407,0.010884332,517.12286,1.088433,,9.359908,468.42776,1.2581414,0.0011915083,305.25848,50.48,0.0072686276,6.2057858,865.4760193824768,468.4277811194141,163.16931,100,0.7268628,15800,209.5839,[ 0.477 -0.031 -0.064  0.014 -0.024  0.016  0.188 -0.676  0.     0.  0.   ]
,159,575.1132,116.29407,0.10662069,65.26511,75.58861,201946.78,0.4189424,0.061255824,-1.0,872.2908,231.69464,9.359792,647372,0.011248293,532.6862,1.1248293,,9.359792,460.7221,1.3229507,0.0010662068,297.17755,49.65,0.008205955,6.1255827,873.7966628074646,460.72212885309784,163.54457,100,0.8205955,15900,199.03491,[ 0.477 -0.034 -0.065  0.007 -0.03  -0.002  0.172 -0.673  0.     0.  0.   ]
,160,476.95837,116.871956,0.37676007,86.45885,88.16721,134798.36,0.4189424,0.0302816,-1.0,773.71155,244.13942,9.359958,652316,0.010428973,491.33844,1.0428972,,9.359958,458.91376,1.1342084,0.0037676005,296.75317,49.44,0.0041272882,3.02816,881.9938950538635,458.9137593906468,162.1606,100,0.41272882,16000,226.80031,[ 0.478 -0.04  -0.067  0.002 -0.038  0.002  0.163 -0.7    0.     0.  0.   ]
,161,512.4142,126.26501,0.26401597,71.5213,73.300285,150390.14,0.4189424,0.040542126,-1.0,790.5765,248.71759,9.359881,657169,0.011630061,525.73834,1.163006,,9.359881,450.35706,1.3642511,0.0026401596,278.16226,48.53,0.007338785,4.0542126,890.404513835907,450.35706505037206,172.19482,100,0.7338785,16100,213.18413,[ 0.484 -0.031 -0.071  0.008 -0.034 -0.01   0.163 -0.706  0.     0.  0.   ]
,162,486.31726,105.668976,0.00053573784,1.3628124,2.9271142,149608600.0,0.4189424,6.829678,-1.0,774.3907,2303.5925,9.359753,661937,0.07978723,3661.473,7.9787245,,9.359753,442.48312,34.16334,5.357378e-06,288.07343,47.68,0.67879057,682.96783,898.2338943481445,442.48309119067727,154.40967,100,67.87905,16200,210.16591,[ 0.477 -0.027 -0.072 -0.003 -0.045 -0.008  0.168 -0.723  0.     0.  0.   ]
,163,648.3467,130.3301,0.18992989,37.527245,70.242226,573726.9,0.4189424,0.14776328,-1.0,914.5127,240.96286,9.359995,667004,0.011254239,568.3125,1.1254239,,9.359995,470.2965,1.423645,0.0018992989,266.16602,50.67,0.014520719,14.776329,907.8116602897644,470.2965239128002,204.13051,100,1.452072,16300,195.94272,[ 0.41   0.007 -0.072 -0.003 -0.045 -0.025  0.183 -0.67   0.     0.  0.   ]
,164,692.4806,145.45155,0.19052428,73.793976,76.10794,244091.75,0.4189424,0.049626503,-1.0,989.521,226.76712,9.359977,671961,0.01174042,567.0431,1.174042,,9.359977,460.22437,1.3139234,0.0019052428,297.0404,49.57,0.0069963858,4.9626503,916.0577516555786,460.2243760283277,163.18398,100,0.6996386,16400,163.36807,[ 0.371  0.031 -0.077 -0.002 -0.047 -0.031  0.177 -0.662  0.     0.  0.   ]
,165,664.2044,112.98997,0.3760001,92.35534,94.0766,128860.92,0.4189424,0.025842832,-1.0,932.6428,202.61887,9.359889,676717,0.010913322,491.08563,1.0913321,,9.359889,441.33234,1.0629636,0.003760001,268.43842,47.56,0.003139823,2.5842834,923.8198721408844,441.3323591941035,172.89395,100,0.3139823,16500,161.53952,[ 0.377  0.021 -0.08   0.003 -0.043 -0.053  0.163 -0.681  0.     0.  0.   ]
,166,671.1416,127.238495,0.2748081,79.32418,82.9635,155504.7,0.4189424,0.038799368,-1.0,977.7929,182.78003,9.359973,681590,0.01104953,504.831,1.104953,,9.359973,452.42197,1.2053493,0.002748081,306.6513,48.73,0.0056412094,3.8799367,932.0585758686066,452.42193443319263,145.77063,100,0.56412095,16600,159.08408,[ 0.402  0.009 -0.077  0.006 -0.04  -0.067  0.158 -0.683  0.     0.  0.   ]
,167,633.1421,123.09758,0.22555713,82.43906,80.81565,166806.8,0.4189424,0.033839587,-1.0,921.01666,244.19748,9.359987,686575,0.011442658,551.553,1.1442658,,9.359987,462.61755,1.2373841,0.0022555713,287.8746,49.85,0.005281221,3.3839588,939.9111974239349,462.6175253756476,174.7429,100,0.5281221,16700,186.31253,[ 0.399  0.018 -0.078  0.003 -0.044 -0.051  0.163 -0.688  0.     0.  0.   ]
,168,759.723,138.74806,0.29911557,80.71561,83.34903,185333.6,0.4189424,0.0422488,-1.0,1056.6077,187.51505,9.36,691575,0.010876758,534.71906,1.0876758,,9.36,463.94034,1.199774,0.0029911557,296.88464,50.0,0.005316472,4.22488,948.9671628475189,463.9403047761349,167.05566,100,0.53164726,16800,146.95804,[ 0.394  0.013 -0.082  0.007 -0.039 -0.062  0.136 -0.702  0.     0.  0.   ]
,169,613.7361,127.757195,0.35429198,75.80602,77.10001,141077.22,0.4189424,0.053525418,-1.0,879.93134,237.34326,9.359959,696512,0.011759582,537.9805,1.1759582,,9.359959,458.31583,1.2970166,0.0035429196,266.19525,49.37,0.00664345,5.352542,957.332240819931,458.31578189814826,192.12051,100,0.66434497,16900,194.33643,[ 0.385  0.026 -0.084  0.018 -0.028 -0.053  0.143 -0.698  0.     0.  0.   ]
,170,625.2919,140.13129,0.48799384,87.32117,84.8077,169318.58,0.4189424,0.025441714,-1.0,931.9046,239.38962,9.359905,701648,0.011301986,542.97095,1.1301985,,9.359905,476.67133,1.1791382,0.0048799384,306.61273,51.36,0.0043065976,2.5441713,965.9519338607788,476.6713179293889,170.05858,100,0.43065974,17000,197.09998,[ 0.387  0.031 -0.086  0.019 -0.026 -0.055  0.15  -0.718  0.     0.  0.   ]
,171,653.53705,140.25916,0.5911628,98.42132,98.4886,120172.96,0.4189424,0.016375674,-1.0,957.8361,192.19312,9.359914,706759,0.0101302825,481.7404,1.0130283,,9.359914,474.38043,1.0153459,0.005911628,304.29907,51.11,0.001282989,1.6375675,974.6444764137268,474.38041709114265,170.08134,100,0.12829892,17100,187.02957,[ 0.393  0.032 -0.085  0.014 -0.03  -0.056  0.148 -0.702  0.     0.  0.   ]
,172,587.2693,121.077675,0.08711603,45.28137,57.579655,596574.25,0.4189424,0.11937948,-1.0,874.90186,271.8526,9.3599615,711503,0.012572191,617.749,1.2572191,,9.3599615,440.32306,1.7367245,0.0008711603,287.63257,47.44,0.013820344,11.937948,982.2870109081268,440.3230568197729,152.69049,100,1.3820343,17200,177.85248,[ 0.404  0.035 -0.085  0.013 -0.033 -0.06   0.147 -0.701  0.     0.  0.   ]
,173,640.0234,145.55981,0.07913896,20.187178,56.700867,2013759.4,0.4189424,0.255617,-1.0,946.33527,333.78238,9.359774,716580,0.012589552,710.8085,1.2589552,,9.359774,470.97073,1.7636415,0.00079138955,306.3119,50.77,0.025032766,25.561699,989.6721894741058,470.97074160748065,164.65884,100,2.5032766,17300,187.07016,[ 0.367  0.056 -0.09   0.014 -0.036 -0.043  0.134 -0.681  0.     0.  0.   ]
,174,871.6591,165.76022,0.29290506,69.344,81.97873,549291.44,0.4189424,0.071927935,-1.0,1159.2886,239.23141,9.359927,721877,0.011344313,623.3472,1.1344312,,9.359927,491.6636,1.2198286,0.0029290505,287.62946,52.97,0.007542778,7.192794,996.991792678833,491.6636224151171,204.03416,100,0.75427777,17400,143.87708,[ 0.335  0.063 -0.096  0.019 -0.031 -0.039  0.11  -0.695  0.     0.  0.   ]
,175,697.2168,144.99667,0.1271159,51.78864,62.06589,473312.44,0.4189424,0.10901514,-1.0,994.19885,296.92776,9.359871,727245,0.012516404,675.5168,1.2516403,,9.359871,497.98755,1.6111909,0.001271159,296.9821,53.68,0.012076384,10.901514,1003.6309802532196,497.9875510322882,201.0055,100,1.2076385,17500,199.7279,[ 0.308  0.075 -0.099  0.024 -0.026 -0.036  0.105 -0.697  0.     0.  0.   ]
,176,645.145,149.27632,0.21653175,82.22797,83.46559,178397.52,0.4189424,0.038818054,-1.0,932.3959,271.1791,9.359948,732769,0.010931795,577.3528,1.0931796,,9.359948,512.6028,1.1980985,0.0021653175,287.25082,55.24,0.0050821835,3.8818054,1009.6408531665802,512.6028466612476,225.352,100,0.50821835,17600,232.8841,[ 0.298  0.075 -0.104  0.025 -0.02  -0.027  0.086 -0.71   0.     0.  0.   ]
,177,561.05054,124.03888,0.5096295,92.611786,93.024864,107709.27,0.4189424,0.020257926,-1.0,838.38434,218.32925,9.359883,737721,0.010357643,479.1036,1.0357642,,9.359883,459.1324,1.0749815,0.005096295,277.33383,49.52,0.0029254784,2.0257926,1016.0148799419403,459.1323701779783,181.79854,100,0.29254782,17700,207.61707,[ 0.304  0.081 -0.104  0.03  -0.017 -0.016  0.097 -0.714  0.     0.  0.   ]
,178,546.3418,133.08994,0.45377278,89.617966,92.04639,153492.22,0.4189424,0.02913708,-1.0,862.2766,235.29947,9.359883,742858,0.010454422,504.92715,1.0454421,,9.359883,476.24042,1.0864087,0.0045377277,315.9348,51.37,0.0035583086,2.9137082,1021.9686417579651,476.2404133591652,160.3056,100,0.35583088,17800,217.55746,[ 0.307  0.084 -0.103  0.028 -0.019 -0.017  0.108 -0.708  0.     0.  0.   ]
