LearnableVariance,Iteration,OptimizationReturnMax,InitialReturnStd,MinIW,ESSClassic,ESSRenyi,J_sample_variance,MeanEntropy,MaxIWNorm,VarianceInit,InitialReturnMax,Bound,ReturnStepMaxmin,TimestepsSoFar,MeanIWNorm,ReturnMeanIW,MeanIW,OptimizationReturnMin,ReturnStepMax,InitialReturnMean,EmpiricalD2,MinIWNorm,InitialReturnMin,EpLenMean,StdIWNorm,MaxIW,TimeElapsed,EpRewMean,OptimizationReturnMean,EpThisIter,StdIW,EpisodesSoFar,InitialBound,Weights
,384,2229.8174,444.27026,0.45770085,87.19828,88.713875,812246.94,0.4189424,0.028846115,-1.0,2534.2441,535.2649,9.359992,2467054,0.010616052,1342.4514,1.0616051,,9.359992,1220.6683,1.1272194,0.0045770085,304.4268,133.25,0.0040676496,2.8846116,2836.359323978424,1220.66833180475,916.2416,100,0.40676495,38400,460.39502,[ 0.006  0.464 -0.351  0.019 -0.022 -0.021 -0.415 -1.125 -0.067  0.  0.   ]
,385,2430.0796,418.98312,0.47638184,88.90388,91.743164,634106.0,0.4189424,0.027312392,-1.0,2764.0469,463.6872,9.359912,2480464,0.010598581,1329.4119,1.059858,,9.359912,1236.0709,1.0899994,0.0047638183,333.96732,134.1,0.003744321,2.7312393,2848.406270265579,1236.0709570064587,902.1037,100,0.3744321,38500,406.8568,[ 0.004  0.467 -0.353  0.019 -0.022 -0.02  -0.413 -1.131 -0.068  0.  0.   ]
,386,2779.6228,436.01236,0.17238395,65.80405,80.94805,2341962.2,0.4189424,0.05946996,-1.0,3084.8105,537.0487,9.359962,2495004,0.01100876,1565.6488,1.100876,,9.359962,1334.7869,1.2353601,0.0017238394,305.1878,145.4,0.007935959,5.946996,2861.4145731925964,1334.7868235040678,1029.599,100,0.79359597,38600,409.34375,[ 0.007  0.467 -0.353  0.02  -0.021 -0.026 -0.412 -1.125 -0.067  0.  0.   ]
,387,2093.976,418.54037,0.019258948,1.7568817,10.311739,434741820.0,0.4189424,2.8372324,-1.0,2387.293,1885.7463,9.359927,2508845,0.0377003,4116.0347,3.77003,,9.359927,1272.5885,9.697685,0.00019258948,293.31693,138.41,0.28191912,283.72324,2873.9401848316193,1272.5884930206655,979.27155,100,28.191916,38700,556.40063,[ 0.006  0.471 -0.354  0.016 -0.025 -0.023 -0.41  -1.121 -0.06   0.  0.   ]
,388,2574.8179,481.03732,9.159116e-05,1.1013532,0.46871504,54818746000.0,0.4189424,14.8055,-1.0,2932.9023,16793.357,9.359892,2522401,0.1553852,29645.17,15.538521,,9.359892,1243.9734,213.34924,9.159116e-07,358.08453,135.56,1.4724534,1480.55,2886.4741265773773,1243.973385120068,885.88885,100,147.24533,38800,364.10272,[ 9.677e-04  4.768e-01 -3.547e-01  2.576e-02 -1.495e-02 -6.986e-03 -4.016e-01 -1.123e+00 -6.170e-02  0.000e+00  0.000e+00]
,389,2824.5735,496.90356,0.6348175,94.14666,94.57126,531100.3,0.4189424,0.023761258,-1.0,3109.0723,278.75568,9.35997,2535103,0.010363494,1237.8746,1.0363495,,9.35997,1168.5924,1.0574037,0.0063481745,284.49875,127.02,0.002584075,2.3761258,2898.5141954421997,1168.5924803200865,884.09375,100,0.2584075,38900,235.87079,[ 0.015  0.479 -0.356  0.02  -0.022 -0.033 -0.391 -1.113 -0.054  0.  0.   ]
,390,1886.0308,418.182,0.11426034,21.724228,39.453068,11282692.0,0.4189424,0.25077423,-1.0,2367.8086,823.1282,9.359981,2548310,0.014858632,1954.0366,1.4858633,,9.359981,1212.388,2.5346572,0.0011426033,481.77786,132.07,0.02820463,25.077423,2910.391768217087,1212.3879030309408,730.61,100,2.8204627,39000,502.0453,[ 0.016  0.481 -0.356  0.019 -0.022 -0.034 -0.394 -1.108 -0.051  0.  0.   ]
,391,1941.8704,424.35706,0.0038013367,2.2801867,11.1031685,857061000.0,0.4189424,1.8608364,-1.0,2216.954,2551.2607,9.35998,2560848,0.028162394,4547.233,2.8162394,,9.35998,1153.7928,9.006438,3.8013368e-05,275.08377,125.38,0.18436383,186.08365,2921.786778450012,1153.7929213809764,878.70905,100,18.436382,39100,488.7068,[ 0.016  0.482 -0.357  0.024 -0.017 -0.026 -0.399 -1.108 -0.053  0.  0.   ]
,392,2558.0796,502.19327,0.5750326,97.32478,96.64432,438907.8,0.4189424,0.017338986,-1.0,2815.7734,461.33453,9.359972,2574676,0.010344498,1320.6068,1.0344498,,9.359972,1267.5192,1.034722,0.005750326,257.69373,138.28,0.0017150461,1.7338986,2934.3927545547485,1267.5192225552514,1009.82544,100,0.17150462,39200,422.78717,[ 0.003  0.486 -0.358  0.03  -0.011 -0.021 -0.4   -1.112 -0.056  0.  0.   ]
,393,2402.096,452.4737,0.3373499,59.018894,79.12478,1299973.8,0.4189424,0.07795372,-1.0,2706.1475,465.28674,9.359915,2587497,0.011602239,1377.9624,1.1602237,,9.359915,1180.4636,1.2638266,0.0033734988,304.05157,128.21,0.009668033,7.795372,2945.858419895172,1180.4636584769644,876.41205,100,0.9668032,39300,368.61945,[ 0.005  0.485 -0.359  0.031 -0.01  -0.024 -0.403 -1.114 -0.055  0.  0.   ]
,394,2904.2246,517.28644,0.27087322,73.77554,78.35035,1750722.2,0.4189424,0.039368995,-1.0,3179.1885,511.81763,9.359966,2601287,0.011828537,1589.3171,1.1828536,,9.359966,1265.3333,1.2763186,0.0027087322,274.96384,137.9,0.007052254,3.9368997,2958.3975780010223,1265.3332559950566,990.36945,100,0.7052254,39400,311.57678,[ 0.005  0.484 -0.359  0.03  -0.011 -0.027 -0.399 -1.117 -0.061  0.  0.   ]
,395,2627.4517,480.9459,0.53499335,95.51152,95.40177,428495.22,0.4189424,0.02305767,-1.0,2912.8423,386.38464,9.359958,2614665,0.010403198,1281.0487,1.0403198,,9.359958,1229.5308,1.0481986,0.005349933,285.39056,133.78,0.0022552125,2.305767,2970.448625564575,1229.5306887961672,944.14014,100,0.22552127,39500,355.67798,[ 0.002  0.488 -0.36   0.027 -0.014 -0.024 -0.392 -1.122 -0.058  0.  0.   ]
,396,2875.9463,478.57013,0.0024735688,31.335096,49.98172,23572586.0,0.4189424,0.14897794,-1.0,3206.629,835.8367,9.359882,2628553,0.013980648,2196.5427,1.3980649,,9.359882,1276.4246,2.0007315,2.4735687e-05,330.68262,138.88,0.020695657,14.897794,2982.6338987350464,1276.4245723538347,945.74194,100,2.0695658,39600,314.43585,[ 0.004  0.487 -0.36   0.027 -0.014 -0.025 -0.391 -1.123 -0.059  0.  0.   ]
,397,2319.332,485.49908,0.464783,85.24618,91.10688,671174.1,0.4189424,0.044734858,-1.0,2708.1497,538.56226,9.359902,2642538,0.010655949,1389.7362,1.0655949,,9.359902,1285.9498,1.0976119,0.00464783,388.8175,139.85,0.004433093,4.473486,2995.1667833328247,1285.9499095789085,897.13245,100,0.4433093,39700,473.50513,[-0.002  0.489 -0.361  0.033 -0.008 -0.019 -0.391 -1.123 -0.051  0.  0.   ]
,398,2297.6118,452.8575,0.7682802,98.92827,98.69687,313821.78,0.4189424,0.0131025,-1.0,2555.915,478.8532,9.359974,2656008,0.010066483,1250.6731,1.0066483,,9.359974,1234.4844,1.0132034,0.0076828017,258.3031,134.7,0.0010477579,1.31025,3007.2429752349854,1234.4843180426135,976.18115,100,0.104775794,39800,467.7099,[-0.001  0.49  -0.362  0.031 -0.011 -0.019 -0.394 -1.125 -0.059  0.  0.   ]
,399,2185.942,474.91238,0.40987074,84.85253,90.71317,785389.25,0.4189424,0.0345343,-1.0,2471.1133,520.5023,9.359897,2668938,0.010638695,1298.8591,1.0638695,,9.359897,1186.0247,1.1023757,0.0040987073,285.1713,129.3,0.004494964,3.4534302,3018.8575727939606,1186.024673659442,900.85345,100,0.44949633,39900,444.69073,[-0.001  0.491 -0.363  0.032 -0.009 -0.019 -0.395 -1.125 -0.059  0.  0.   ]
,400,2257.856,428.9762,0.48678333,94.37061,92.98313,390122.75,0.4189424,0.018563708,-1.0,2551.455,529.14264,9.359972,2682471,0.0106166685,1322.9353,1.0616668,,9.359972,1242.1887,1.0754639,0.004867833,293.599,135.33,0.002592988,1.8563709,3030.0263311862946,1242.188771183551,948.5898,100,0.25929883,40000,476.75226,[-0.005  0.492 -0.363  0.031 -0.011 -0.016 -0.393 -1.128 -0.062  0.  0.   ]
,401,2629.9995,480.47025,0.5235695,88.477104,91.96655,743924.9,0.4189424,0.035210483,-1.0,2933.7827,391.98505,9.359978,2695731,0.010328162,1309.7559,1.0328163,,9.359978,1217.6821,1.0873518,0.0052356953,303.78326,132.6,0.003727248,3.5210483,3041.713855266571,1217.6821211581905,913.8988,100,0.37272483,40100,337.54736,[-0.008  0.49  -0.363  0.032 -0.009 -0.013 -0.394 -1.129 -0.065  0.  0.   ]
,402,3165.6587,499.57877,0.59193456,96.712166,97.550934,432028.56,0.4189424,0.021153817,-1.0,3461.9556,288.61414,9.35998,2709823,0.010303706,1340.1571,1.0303706,,9.35998,1294.527,1.0251055,0.0059193457,296.29678,140.92,0.0018998006,2.1153817,3054.3678805828094,1294.526961923847,998.23016,100,0.18998006,40200,255.9403,[-0.011  0.492 -0.364  0.03  -0.011 -0.011 -0.397 -1.129 -0.067  0.  0.   ]
,403,2645.753,525.55444,0.2562618,51.84459,78.034515,2403934.2,0.4189424,0.09908794,-1.0,3003.1714,577.7848,9.359927,2724017,0.0117204245,1597.6858,1.1720425,,9.359927,1303.5598,1.2814842,0.0025626179,357.41858,141.94,0.011295725,9.908794,3066.2874507904053,1303.559857445834,946.14136,100,1.1295724,40300,402.60846,[-0.01   0.494 -0.366  0.029 -0.012 -0.013 -0.397 -1.128 -0.071  0.  0.   ]
,404,2874.318,511.18237,0.7900257,98.87724,99.00544,439344.56,0.4189424,0.014040061,-1.0,3177.7808,337.77753,9.359957,2737889,0.010119162,1295.8882,1.0119162,,9.359957,1273.4678,1.0100455,0.007900257,303.4626,138.72,0.0010783045,1.4040061,3076.7622785568237,1273.4677886950367,970.00525,100,0.10783044,40400,320.13373,[-0.009  0.497 -0.37   0.027 -0.013 -0.016 -0.409 -1.132 -0.086  0.  0.   ]
,405,2618.8591,479.68655,0.2275559,88.820656,90.236916,704890.56,0.4189424,0.02602959,-1.0,2921.578,544.38153,9.359954,2752508,0.010749286,1467.0519,1.0749286,,9.359954,1342.312,1.1081939,0.002275559,302.71875,146.19,0.003813561,2.6029592,3088.2657403945923,1342.3119180485153,1039.5931,100,0.38135612,40500,465.83844,[-0.009  0.499 -0.372  0.028 -0.012 -0.016 -0.409 -1.131 -0.088  0.  0.   ]
,406,2834.5054,481.30457,0.27270776,70.93315,80.74938,1360528.5,0.4189424,0.05759545,-1.0,3146.4229,472.75696,9.359929,2766763,0.011229973,1523.1908,1.1229972,,9.359929,1308.0697,1.2383996,0.0027270776,311.91742,142.55,0.0071887416,5.7595453,3099.3384704589844,1308.0696747580314,996.1523,100,0.7188742,40600,364.14288,[-0.012  0.504 -0.374  0.03  -0.01  -0.013 -0.404 -1.133 -0.088  0.  0.   ]
,407,2630.261,457.67282,0.21638645,54.96532,73.62815,2204774.2,0.4189424,0.07473185,-1.0,2969.9897,575.0908,9.359891,2781095,0.012093883,1613.4658,1.2093884,,9.359891,1316.0878,1.3581761,0.0021638644,339.72876,143.32,0.010946996,7.473185,3111.0600476264954,1316.0877290981998,976.359,100,1.0946995,40700,425.09076,[-0.014  0.507 -0.376  0.027 -0.013 -0.011 -0.41  -1.131 -0.091  0.  0.   ]
,408,4093.5693,595.4425,0.54756624,81.72183,88.02949,3855156.8,0.4189424,0.04394089,-1.0,4395.8516,190.36841,9.359952,2795284,0.010828797,1595.931,1.0828797,,9.359952,1303.2192,1.135983,0.005475662,302.28217,141.89,0.0051212693,4.394089,3123.936233997345,1303.2191851756904,1000.937,100,0.512127,40800,-15.536377,[-0.013  0.509 -0.376  0.021 -0.02  -0.008 -0.41  -1.136 -0.095  0.  0.   ]
,409,2576.733,484.6502,0.34208873,66.91187,77.53374,1624393.5,0.4189424,0.057954434,-1.0,2907.6895,487.89276,9.359997,2808722,0.011416519,1478.5511,1.1416519,,9.359997,1233.31,1.2897611,0.0034208873,330.9566,134.38,0.008028201,5.7954435,3134.098418712616,1233.3099660093076,902.35333,100,0.8028201,40900,361.00317,[-0.01   0.51  -0.378  0.021 -0.019 -0.014 -0.412 -1.13  -0.099  0.  0.   ]
,410,2517.6987,478.99042,0.09714681,9.294284,36.333183,21561372.0,0.4189424,0.47909424,-1.0,2905.1633,743.8203,9.359872,2822994,0.017537432,2189.7263,1.7537432,,9.359872,1308.0151,2.752305,0.00097146805,387.46472,142.72,0.05478672,47.909424,3144.0758666992188,1308.0151146564262,920.5504,100,5.478672,41000,436.46606,[-0.006  0.512 -0.379  0.023 -0.018 -0.019 -0.411 -1.133 -0.103  0.  0.   ]
,411,2895.1462,502.68988,0.22790758,65.380615,71.567444,2478660.8,0.4189424,0.047735564,-1.0,3253.8071,542.5657,9.359906,2837164,0.012347308,1696.4315,1.2347308,,9.359906,1297.8009,1.3972833,0.0022790758,358.6609,141.7,0.00898478,4.7735567,3154.31466960907,1297.8008368973738,939.14,100,0.89847803,41100,321.6587,[-0.005  0.519 -0.383  0.016 -0.025 -0.013 -0.411 -1.135 -0.104  0.  0.   ]
,412,2292.3347,449.24713,0.14858285,64.83676,71.20678,1610994.9,0.4189424,0.048891306,-1.0,2606.4402,623.92566,9.3598995,2851091,0.01173296,1550.5599,1.1732961,,9.3598995,1277.8348,1.4043607,0.0014858284,314.10547,139.27,0.008640548,4.8891306,3163.9648218154907,1277.8348751081749,963.7293,100,0.8640549,41200,495.90283,[-0.006  0.519 -0.383  0.022 -0.018 -0.01  -0.414 -1.132 -0.102  0.  0.   ]
,413,3552.9766,609.8646,0.38027877,83.04793,88.11425,2755020.5,0.4189424,0.03548941,-1.0,3828.312,309.974,9.359989,2865609,0.010481157,1533.4783,1.0481157,,9.359989,1332.8728,1.1348902,0.0038027875,275.33533,145.18,0.004735394,3.5489411,3174.3638079166412,1332.872722373606,1057.5375,100,0.47353938,41300,184.37903,[-0.011  0.519 -0.383  0.022 -0.019 -0.01  -0.413 -1.133 -0.1    0.  0.   ]
,414,2429.8162,480.1955,0.44375932,91.58913,90.56252,613720.2,0.4189424,0.02191254,-1.0,2735.1018,527.3214,9.359987,2879790,0.010453973,1389.5461,1.0453973,,9.359987,1299.9486,1.1042095,0.0044375933,305.28555,141.81,0.0031679613,2.191254,3184.7567923069,1299.94857930025,994.663,100,0.31679612,41400,479.4181,[-0.007  0.523 -0.384  0.025 -0.016 -0.015 -0.415 -1.135 -0.095  0.  0.   ]
,415,3259.8013,622.74817,0.05794596,41.622574,71.45731,6168770.5,0.4189424,0.13206598,-1.0,3572.4424,408.7649,9.359721,2894348,0.011450358,1676.6011,1.1450357,,9.359721,1336.841,1.399437,0.0005794596,312.64124,145.58,0.013560543,13.206598,3195.0507962703705,1336.8408584162455,1024.1996,100,1.3560544,41500,265.10815,[-0.008  0.525 -0.386  0.026 -0.015 -0.017 -0.415 -1.134 -0.092  0.  0.   ]
,416,2246.6045,490.71603,0.36043072,84.472275,95.23714,661806.8,0.4189424,0.05016236,-1.0,2514.3545,636.2009,9.359872,2908870,0.010536327,1409.1388,1.0536329,,9.359872,1330.7861,1.0500106,0.003604307,267.75006,145.22,0.0045173764,5.0162363,3205.559201002121,1330.7861436355795,1063.0361,100,0.45173764,41600,576.47986,[-0.013  0.533 -0.388  0.022 -0.02  -0.016 -0.414 -1.134 -0.095  0.  0.   ]
,417,2328.2476,483.80988,0.468587,86.975525,89.8515,976750.3,0.4189424,0.03303218,-1.0,2622.3237,641.3383,9.359952,2923765,0.010336003,1471.2748,1.0336003,,9.359952,1366.797,1.1129475,0.00468587,294.0763,148.95,0.003999764,3.3032181,3215.896441936493,1366.7969931665457,1072.7207,100,0.3999764,41700,580.0998,[-0.012  0.537 -0.39   0.023 -0.019 -0.016 -0.413 -1.134 -0.087  0.  0.   ]
,418,2328.4902,485.5152,0.6392701,94.97027,95.524086,411476.78,0.4189424,0.016993552,-1.0,2596.5186,472.23083,9.35994,2937191,0.010232636,1269.227,1.0232636,,9.35994,1230.3138,1.0468564,0.006392701,268.02838,134.26,0.0023548647,1.6993554,3225.160457134247,1230.313905049686,962.2855,100,0.23548648,41800,451.35834,[-0.011  0.538 -0.391  0.025 -0.018 -0.014 -0.41  -1.137 -0.085  0.  0.   ]
,419,2723.7869,516.33875,0.5414273,96.277,96.01901,472522.75,0.4189424,0.016943103,-1.0,3016.9712,443.84637,9.359871,2951474,0.010366247,1367.5099,1.0366247,,9.359871,1310.5522,1.0414604,0.005414273,293.1844,142.83,0.0020384854,1.6943103,3234.83717417717,1310.5522711844171,1017.3679,100,0.20384853,41900,405.46082,[-0.011  0.537 -0.391  0.023 -0.02  -0.013 -0.412 -1.136 -0.084  0.  0.   ]
,420,2348.8474,524.8899,0.28618577,59.90768,79.827934,2031054.0,0.4189424,0.07178097,-1.0,2661.3193,717.5751,9.359962,2965267,0.012409148,1611.1703,1.2409148,,9.359962,1264.1846,1.2526944,0.0028618576,312.47202,137.93,0.010151523,7.1780977,3244.1621425151825,1264.1847042831164,951.71265,100,1.0151525,42000,465.78882,[-0.009  0.537 -0.391  0.023 -0.02  -0.017 -0.411 -1.133 -0.083  0.  0.   ]
,421,2673.4817,540.64124,0.34311888,68.54643,83.22087,2193112.5,0.4189424,0.062443007,-1.0,2985.3691,538.6764,9.3599825,2980210,0.010449247,1520.4315,1.0449247,,9.3599825,1370.0046,1.2016217,0.0034311886,311.88745,149.43,0.007078275,6.244301,3254.181460618973,1370.0046360596682,1058.1172,100,0.70782757,42100,474.39392,[-0.012  0.539 -0.391  0.025 -0.018 -0.016 -0.41  -1.135 -0.072  0.  0.   ]
,422,2712.2527,492.1911,0.37131065,91.43919,90.89784,611577.44,0.4189424,0.021891193,-1.0,3015.8677,574.0139,9.359926,2995550,0.010748556,1522.9932,1.0748558,,9.359926,1405.3093,1.1001362,0.0037131065,303.615,153.4,0.003288835,2.1891193,3265.8675034046173,1405.3093162893897,1101.6943,100,0.32888353,42200,500.54895,[-0.008  0.54  -0.392  0.027 -0.016 -0.021 -0.41  -1.136 -0.069  0.  0.   ]
,423,3092.5361,563.7299,0.008947543,1.3132081,3.2490478,10892959000.0,0.4189424,6.098632,-1.0,3424.3901,8091.097,9.359789,3010633,0.06991329,13790.462,6.9913306,,9.359789,1385.317,30.778248,8.947543e-05,331.85403,150.83,0.6060697,609.8632,3275.0817818641663,1385.3171026302768,1053.4631,100,60.60697,42300,358.00012,[-0.007  0.538 -0.391  0.024 -0.02  -0.023 -0.413 -1.138 -0.063  0.  0.   ]
,424,4349.6226,676.63116,0.76641977,97.67914,97.50074,659772.7,0.4189424,0.015847193,-1.0,4597.451,-32.313354,9.359976,3025021,0.010263387,1364.4872,1.0263387,,9.359976,1317.3013,1.0256332,0.0076641976,247.8288,143.88,0.0015820218,1.5847194,3285.4796941280365,1317.3012064529385,1069.4724,100,0.1582022,42400,-61.934082,[-9.166e-05  5.399e-01 -3.928e-01  2.877e-02 -1.453e-02 -1.857e-02 -4.196e-01 -1.139e+00 -7.761e-02  0.000e+00  0.000e+00]
,425,3344.719,701.8584,0.46550858,74.25171,81.83837,2720993.5,0.4189424,0.045484994,-1.0,3693.8901,522.9647,9.359902,3040577,0.011236331,1747.9384,1.1236331,,9.359902,1425.7512,1.2219207,0.0046550855,349.17114,155.56,0.006616758,4.5484996,3294.960170984268,1425.75139104936,1076.5802,100,0.6616759,42500,317.58423,[-3.274e-04  5.422e-01 -3.942e-01  2.649e-02 -1.651e-02 -1.814e-02 -4.194e-01 -1.140e+00 -7.814e-02  0.000e+00  0.000e+00]
,426,2676.1028,613.2088,0.38283113,94.60636,94.964035,576022.75,0.4189424,0.02026749,-1.0,2971.044,516.72736,9.359983,3055469,0.010496038,1431.3685,1.0496039,,9.359983,1362.5363,1.0530303,0.003828311,294.94125,148.92,0.002506144,2.0267491,3304.8691511154175,1362.536249117449,1067.595,100,0.2506144,42600,471.22302,[-0.003  0.544 -0.395  0.023 -0.02  -0.019 -0.419 -1.14  -0.077  0.  0.   ]
,427,2822.4497,562.3839,0.5413795,95.4914,95.04525,610731.06,0.4189424,0.019673381,-1.0,3127.6475,474.89496,9.359882,3070291,0.01040807,1437.3353,1.040807,,9.359882,1359.7437,1.0521305,0.005413795,305.19788,148.22,0.0022615695,1.9673381,3314.431889772415,1359.7435674183182,1054.5458,100,0.22615694,42700,421.44934,[-0.002  0.545 -0.396  0.023 -0.02  -0.02  -0.417 -1.14  -0.083  0.  0.   ]
,428,2533.4224,536.0296,0.38296518,94.20977,88.7609,691877.2,0.4189424,0.019034095,-1.0,2817.9634,638.6879,9.359902,3085087,0.010959353,1536.0046,1.0959353,,9.359902,1359.2985,1.1266222,0.0038296517,284.54114,147.96,0.0027169671,1.9034096,3324.3664722442627,1359.2983507522565,1074.7572,100,0.27169672,42800,513.90936,[-0.003  0.545 -0.397  0.024 -0.019 -0.02  -0.418 -1.145 -0.083  0.  0.   ]
,429,4343.7114,706.68024,0.24216421,70.71696,81.265205,3594670.2,0.4189424,0.054615464,-1.0,4646.8774,185.27515,9.359988,3100345,0.011554851,1731.7047,1.1554852,,9.359988,1399.3202,1.230539,0.002421642,303.16608,152.58,0.0074355095,5.4615464,3334.9042003154755,1399.320100513818,1096.154,100,0.74355096,42900,5.256958,[-7.901e-04  5.458e-01 -3.972e-01  2.060e-02 -2.227e-02 -2.434e-02 -4.178e-01 -1.143e+00 -8.039e-02  0.000e+00  0.000e+00]
,430,2402.4792,525.45294,0.19347966,80.33932,86.547874,1838601.0,0.4189424,0.043202832,-1.0,2734.003,611.7375,9.359878,3115218,0.0104744425,1493.3789,1.0474442,,9.359878,1363.1127,1.1554298,0.0019347966,331.52368,148.73,0.005181627,4.3202834,3342.6817841529846,1363.11271696619,1031.589,100,0.5181627,43000,542.91187,[ 0.003  0.552 -0.4    0.025 -0.017 -0.028 -0.419 -1.143 -0.074  0.  0.   ]
,431,2303.081,456.4132,0.54951024,93.463554,93.39253,656893.4,0.4189424,0.02166737,-1.0,2809.478,685.4777,9.359951,3131151,0.010552471,1557.627,1.0552471,,9.359951,1462.3141,1.0707494,0.005495102,506.3969,159.33,0.0027906394,2.166737,3350.745969057083,1462.3140195810663,955.9171,100,0.27906397,43100,619.4706,[ 0.007  0.553 -0.401  0.025 -0.017 -0.035 -0.423 -1.143 -0.072  0.  0.   ]
,432,3710.7246,553.7011,0.022292554,5.236059,29.810102,747231360.0,0.4189424,0.7376794,-1.0,3967.7246,2066.3318,9.359885,3145008,0.017186316,4246.455,1.7186317,,9.359885,1270.0881,3.3545675,0.00022292553,256.99988,138.57,0.07311425,73.767944,3359.3558938503265,1270.0881133484422,1013.08826,100,7.3114266,43200,79.77075,[ 0.006  0.554 -0.401  0.025 -0.017 -0.035 -0.421 -1.145 -0.076  0.  0.   ]
,433,2899.7537,664.6915,0.36030072,80.86777,87.849686,1652946.1,0.4189424,0.032760818,-1.0,3202.6606,576.06995,9.359867,3160526,0.010824317,1601.1602,1.0824317,,9.359867,1421.9426,1.138308,0.0036030072,302.90707,155.18,0.005264967,3.2760818,3368.175164461136,1421.94270148534,1119.0355,100,0.52649677,43300,461.14447,[ 0.008  0.566 -0.405  0.029 -0.014 -0.043 -0.412 -1.125 -0.095  0.  0.   ]
,434,2475.802,493.7014,0.025807364,12.025363,32.348724,63212860.0,0.4189424,0.34830564,-1.0,2750.8477,1310.3732,9.359696,3174392,0.01752738,2761.3457,1.7527382,,9.359696,1269.8375,3.091312,0.00025807365,275.0456,138.66,0.047407463,34.830566,3376.414426803589,1269.8376140737494,994.79193,100,4.7407465,43400,444.58325,[ 0.011  0.566 -0.405  0.024 -0.019 -0.044 -0.411 -1.127 -0.096  0.  0.   ]
,435,2589.0896,549.1745,0.25049004,73.36197,69.477516,2052706.8,0.4189424,0.041216217,-1.0,2920.1047,686.18066,9.359967,3188914,0.0124988165,1737.1681,1.2498816,,9.359967,1335.0631,1.4393146,0.0025049003,331.01508,145.22,0.007531552,4.1216216,3385.922134876251,1335.06318848801,1004.0481,100,0.75315523,43500,459.03174,[ 0.019  0.569 -0.406  0.026 -0.016 -0.053 -0.424 -1.11  -0.101  0.  0.   ]
,436,2896.7014,518.98047,0.7062801,97.449425,96.75577,412771.97,0.4189424,0.014579681,-1.0,3191.5579,458.56006,9.359843,3203794,0.010487441,1431.947,1.0487441,,9.359843,1367.6323,1.0335301,0.007062801,294.85654,148.8,0.0016966714,1.4579681,3394.404782772064,1367.632470440994,1072.7759,100,0.16966714,43600,410.16516,[ 0.019  0.568 -0.407  0.031 -0.012 -0.056 -0.434 -1.104 -0.102  0.  0.   ]
,437,2832.1,598.06384,0.20729284,64.021774,75.057686,2915872.2,0.4189424,0.06359105,-1.0,3172.2405,654.9021,9.359984,3219834,0.011220181,1753.376,1.1220182,,9.359984,1469.5878,1.3323085,0.0020729282,340.14038,160.4,0.008411163,6.3591046,3401.990162372589,1469.587825743125,1129.4474,100,0.84111625,43700,517.9157,[ 0.02   0.568 -0.408  0.03  -0.013 -0.057 -0.438 -1.105 -0.105  0.  0.   ]
,438,2747.77,516.53204,0.8429187,99.68666,99.564835,359103.2,0.4189424,0.011444011,-1.0,3022.7498,475.42096,9.359915,3234764,0.01006816,1384.2255,1.0068159,,9.359915,1373.8154,1.0043707,0.008429186,274.9797,149.3,0.00056445797,1.1444011,3408.7507317066193,1373.8154175520922,1098.8357,100,0.056445796,43800,466.99054,[ 0.023  0.571 -0.41   0.026 -0.018 -0.059 -0.443 -1.102 -0.102  0.  0.   ]
,439,2854.828,587.8912,0.20607021,84.93001,83.35511,1367080.8,0.4189424,0.035386577,-1.0,3112.6533,647.68744,9.359929,3250666,0.011145242,1670.4761,1.1145241,,9.359929,1458.6792,1.1996865,0.002060702,257.8255,159.02,0.0046947836,3.5386577,3417.4671397209167,1458.6791633748635,1200.8538,100,0.4694784,43900,524.88324,[ 0.023  0.569 -0.41   0.025 -0.017 -0.059 -0.445 -1.102 -0.104  0.  0.   ]
,440,3935.829,639.22015,0.3520111,93.89835,95.17211,818986.2,0.4189424,0.019733379,-1.0,4212.0186,241.53906,9.359896,3266469,0.010491716,1536.7983,1.0491716,,9.359896,1449.5077,1.050728,0.003520111,276.18958,158.03,0.0026744881,1.9733379,3425.329493045807,1449.507705314242,1173.3181,100,0.26744884,44000,185.90234,[ 0.027  0.574 -0.413  0.025 -0.018 -0.061 -0.441 -1.099 -0.098  0.  0.   ]
,441,3239.495,592.5242,0.3422106,88.020325,91.743225,1049693.9,0.4189424,0.02769781,-1.0,3598.0522,436.72095,9.359961,3281875,0.010751753,1563.6633,1.0751752,,9.359961,1415.157,1.0899987,0.003422106,358.55725,154.06,0.0039665285,2.769781,3432.781205892563,1415.1571010983012,1056.5999,100,0.39665285,44100,335.74146,[ 0.026  0.575 -0.414  0.027 -0.016 -0.061 -0.442 -1.104 -0.098  0.  0.   ]
,442,2768.2695,579.79895,0.23232554,82.30886,89.197845,1727137.6,0.4189424,0.043871213,-1.0,3091.2544,479.1101,9.359932,3296614,0.01035062,1461.0363,1.0350621,,9.359932,1352.6128,1.1211033,0.0023232554,322.985,147.39,0.004798671,4.387121,3440.2726418972015,1352.6128125762882,1029.6278,100,0.4798671,44200,425.2364,[ 0.025  0.576 -0.416  0.029 -0.014 -0.059 -0.444 -1.109 -0.105  0.  0.   ]
