DivergenceHarmonic,InitialReturnStd,EpRewMean,MinIW,OptimizationReturnMax,InitialReturnMean,ESSRenyiHarmonic,MeanIW,Weights,OptimizationReturnMean,Bound,StdIW,EmpiricalD2Harmonic,Inner Iteration,EmpiricalD2Arithmetic,MeanEntropy,LearnableVariance,WReturnMean,Epsilon,Iteration,InitialReturnMin,ReturnStepMax,VarianceInitializer,EpThisIter,MeanD2-0,ESSRenyiArithmetic,InitialReturnMax,MinTargetPdf,MinBehavPdf,Penalization,ReturnStepMaxmin,OptimizationReturnMin,EpisodesSoFar,TimestepsSoFar,MaxIW,InitialBound,TimeElapsed,EpLenMean,ReturnMeanIW,StdWReturnMean
3.8746518e+24,98.83368,383.78796761280705,0.041508377,427.0137,383.788,100.0,205621.58,[-0.08   0.079 -0.052 -0.024 -0.031  0.028  0.098 -0.366  0.     0.  0.   ],134.02847,-9061266000000000.0,2043725.8,1.0,1,1.0,0.4189424,,157061.28,2.0,11,249.75949,9.359855,-1.0,100,1.0,100.0,676.7732,-33.43467,-33.43467,True,9.359855,,1100,36835,20540434.0,-161664.58,13.200619220733643,41.39,80473920000.0,
6.5568905e+19,73.333534,354.29297084992294,0.038505353,411.06006,354.29297,100.0,72.888855,[-0.091  0.084 -0.047 -0.031 -0.039 -0.012  0.139 -0.347  0.     0.  0.   ],106.31078,-35347460000000.0,550.7368,1.0,1,1.0,0.4189424,,130901.305,2.0,12,247.9822,9.359884,-1.0,100,1.0,100.0,659.04224,-32.3484,-32.3484,True,9.359884,,1200,40657,5501.173,-135266.56,14.679406642913818,38.22,26293670.0,
1.4139953e+18,88.14693,367.5000588251384,0.11276156,483.51862,367.50003,100.0,1216.4131,[-0.108  0.084 -0.043 -0.008 -0.016 -0.053  0.153 -0.322  0.     0.  0.   ],109.10327,-6578594000000.0,8023.4126,1.0,1,1.0,0.4189424,,142826.16,2.0,13,258.3968,9.359962,-1.0,100,1.0,100.0,741.9154,-36.09886,-36.09886,True,9.359962,,1300,44620,64852.836,-148358.28,15.968905687332153,39.63,272184670.0,
1085818400000000.0,92.97181,385.7313956093304,0.071546935,561.4364,385.7314,100.0,180.37997,[-0.102  0.092 -0.047 -0.024 -0.035 -0.01   0.146 -0.357  0.     0.  0.   ],135.85405,-218021530000.0,1102.2783,1.0,1,1.0,0.4189424,,157432.47,2.0,14,249.87733,9.359901,-1.0,100,1.0,100.0,811.3137,-47.520134,-47.520134,True,9.359901,,1400,48778,10613.42,-164047.94,17.34906506538391,41.58,30503328.0,
3.4227996e+35,80.49726,360.2590189784606,0.027373632,411.17206,360.25897,100.0,24943.668,[-0.07   0.096 -0.051 -0.046 -0.057  0.031  0.141 -0.369  0.     0.  0.   ],119.10272,-2.502106e+21,88245.67,1.0,1,1.0,0.4189424,,136266.38,2.0,15,241.1563,9.359973,-1.0,100,1.0,100.0,652.32837,-38.630707,-38.630707,True,9.359973,,1500,52664,645350.06,-140543.14,18.951815366744995,38.86,2467058400.0,
248332510.0,134.81207,417.67856685119614,0.15752678,901.31213,417.67856,100.0,8.584776,[-0.057  0.1   -0.055  0.032  0.022  0.079  0.115 -0.365  0.     0.  0.   ],197.38866,-200667780.0,15.658215,1.0,1,1.0,0.4189424,,192629.67,2.0,16,220.28993,9.359953,-1.0,100,1.0,100.0,1121.602,-54.20175,-54.20175,True,9.359953,,1600,57169,102.46589,-205272.98,20.001796007156372,45.05,1427675.9,
2.1621198e+23,178.24673,449.1266879161457,0.04387095,1025.7609,449.1267,100.0,172.497,[-0.054  0.102 -0.059 -0.008 -0.018  0.068  0.119 -0.388  0.     0.  0.   ],199.82895,-7597707500000000.0,1688.7136,1.0,1,1.0,0.4189424,,233486.67,2.0,17,249.29773,9.359788,-1.0,100,1.0,100.0,1275.0586,-60.251774,-60.251774,True,9.359788,,1700,62012,16974.826,-249826.36,21.87601613998413,48.43,276728000.0,
134660620.0,131.54634,430.6216286657514,0.057771638,775.6606,430.62164,100.0,4.3469067,[-0.039  0.102 -0.061 -0.004 -0.013  0.091  0.106 -0.394  0.     0.  0.   ],182.2929,-123297080.0,6.097164,1.0,1,1.0,0.4189424,,202739.42,2.0,18,248.32875,9.359961,-1.0,100,1.0,100.0,1023.9893,-48.362434,-48.362434,True,9.359961,,1800,66653,37.063786,-213277.81,23.99326992034912,46.41,1006345.25,
61486520000.0,121.47756,403.08333578791246,0.07341762,578.9679,403.08337,100.0,16.063501,[-0.064  0.113 -0.06   0.033  0.024  0.092  0.116 -0.377  0.     0.  0.   ],162.61287,-1675806600.0,40.788204,1.0,1,1.0,0.4189424,,177232.97,2.0,19,240.47046,9.359969,-1.0,100,1.0,100.0,819.43835,-41.808434,-41.808434,True,9.359969,,1900,70999,327.8727,-183981.61,25.804824113845825,43.46,2386718.0,
76391440000.0,142.28914,441.6230791739682,0.035042208,822.12274,441.62305,100.0,22.110828,[-0.064  0.119 -0.063 -0.008 -0.018  0.11   0.12  -0.385  0.     0.  0.   ],193.39009,-3187163100.0,132.15381,1.0,1,1.0,0.4189424,,215277.14,2.0,20,248.23299,9.3599205,-1.0,100,1.0,100.0,1070.3557,-49.271427,-49.271427,True,9.3599205,,2000,75760,1277.89,-226791.5,27.373942375183105,47.61,4717526.5,
404705840000000.0,150.89156,426.8910382277704,0.09151708,792.4689,426.89105,100.0,9.947467,[-0.075  0.124 -0.065  0.029  0.019  0.091  0.141 -0.4    0.     0.  0.   ],186.9013,-215529400000.0,51.139942,1.0,1,1.0,0.4189424,,205004.2,2.0,21,239.98975,9.359931,-1.0,100,1.0,100.0,1032.4586,-53.050583,-53.050583,True,9.359931,,2100,80362,493.46988,-215717.64,29.32090950012207,46.02,4509990.0,
12486872000.0,117.222786,421.64375624230195,0.062472943,747.2757,421.64374,100.0,24.84981,[-0.106  0.121 -0.066  0.009 -0.001  0.049  0.128 -0.383  0.     0.  0.   ],152.58429,-1163786400.0,72.81321,1.0,1,1.0,0.4189424,,191524.64,2.0,22,269.05945,9.359972,-1.0,100,1.0,100.0,1016.33514,-44.36876,-44.36876,True,9.359972,,2200,84907,633.4659,-201906.08,31.062559843063354,45.45,3719223.0,
8.711356e+21,121.67036,409.08566440106523,0.010556295,661.726,409.08566,100.0,383.814,[-0.101  0.127 -0.069 -0.031 -0.041  0.066  0.13  -0.403  0.     0.  0.   ],150.29367,-794858600000000.0,3062.579,1.0,1,1.0,0.4189424,,182154.75,2.0,23,258.792,9.359984,-1.0,100,1.0,100.0,920.518,-47.039616,-47.039616,True,9.359984,,2300,89316,30775.92,-190670.98,32.99839377403259,44.09,78793090.0,
256326940000000.0,186.84459,479.9222192550969,0.030732656,1249.1165,479.92224,100.0,2.4816303,[-0.088  0.123 -0.071 -0.008 -0.018  0.102  0.094 -0.394  0.     0.  0.   ],211.94096,-370345930000.0,4.1862836,1.0,1,1.0,0.4189424,,265236.22,2.0,24,267.98126,9.35993,-1.0,100,1.0,100.0,1517.0977,-49.597984,-49.597984,True,9.35993,,2400,94486,35.459316,-288368.1,35.18301844596863,51.7,842232.4,
3934499500000000.0,144.30931,436.30521430816617,0.102137335,765.3187,436.30524,100.0,29.0391,[-0.128  0.116 -0.074 -0.002 -0.015  0.089  0.052 -0.379  0.     0.  0.   ],186.89813,-649125400000.0,122.38529,1.0,1,1.0,0.4189424,,211187.42,2.0,25,249.40709,9.359967,-1.0,100,1.0,100.0,1014.7258,-40.386654,-40.386654,True,9.359967,,2500,99190,1086.4193,-221536.0,37.19400668144226,47.04,6025165.0,
2863841500.0,143.5432,417.424609936468,0.1419904,991.72754,417.42462,100.0,4.0734925,[-0.134  0.11  -0.077  0.032  0.018  0.061  0.053 -0.406  0.     0.  0.   ],168.13185,-829416900.0,11.917123,1.0,1,1.0,0.4189424,,194847.95,2.0,26,249.29276,9.359978,-1.0,100,1.0,100.0,1241.0203,-47.013332,-47.013332,True,9.359978,,2600,103692,95.31926,-210326.89,39.32394814491272,45.02,1065510.2,
401153740000000.0,162.92343,466.5058545139711,0.043808904,704.37146,466.50583,100.0,32.262604,[-0.128  0.113 -0.079  0.023  0.008  0.083  0.056 -0.42   0.     0.  0.   ],235.74756,-176040130000.0,180.30922,1.0,1,1.0,0.4189424,,244171.73,2.0,27,230.75829,9.35997,-1.0,100,1.0,100.0,935.12976,-48.681034,-48.681034,True,9.35997,,2700,108726,1769.6931,-252960.48,41.64355993270874,50.34,12207663.0,
1.9379991e+22,103.45407,384.9723967490325,0.056054242,635.2743,384.97238,100.0,492.98007,[-0.09   0.109 -0.079  0.05   0.039  0.103  0.061 -0.44   0.     0.  0.   ],154.30827,-1049139400000000.0,1399.5022,1.0,1,1.0,0.4189424,,158906.5,2.0,28,230.66412,9.359903,-1.0,100,1.0,100.0,865.9384,-39.286217,-39.286217,True,9.359903,,2800,112878,7973.1367,-166442.78,43.4370481967926,41.52,62431440.0,
2.0953758e+16,122.81342,406.74370150452603,0.055978067,633.2318,406.7437,100.0,226.97783,[-0.12   0.128 -0.083 -0.03  -0.046  0.091  0.085 -0.449  0.     0.  0.   ],148.83919,-1155348700000.0,1094.6404,1.0,1,1.0,0.4189424,,180523.56,2.0,29,257.9045,9.359597,-1.0,100,1.0,100.0,891.13635,-48.38903,-48.38903,True,9.359597,,2900,117266,8692.379,-188504.83,45.83816599845886,43.88,30293162.0,
174325780.0,224.9267,533.1997488052571,0.06091296,940.0471,533.1997,100.0,4.5782833,[-0.118  0.124 -0.084  0.006 -0.009  0.116  0.061 -0.454  0.     0.  0.   ],237.3392,-205247630.0,10.22278,1.0,1,1.0,0.4189424,,334893.97,2.0,30,295.86057,9.359946,-1.0,100,1.0,100.0,1235.9077,-60.552547,-60.552547,True,9.359946,,3000,123014,78.564674,-350245.62,48.639796018600464,57.48,2556259.0,
1.0751692e+27,172.33693,488.39084694771134,0.044769004,902.5189,488.3909,100.0,456.7312,[-0.086  0.12  -0.086  0.004 -0.015  0.123  0.087 -0.499  0.     0.  0.   ],240.1907,-4.363746e+17,2763.882,1.0,1,1.0,0.4189424,,268225.62,2.0,31,248.20016,9.359808,-1.0,100,1.0,100.0,1150.7191,-48.122387,-48.122387,True,9.359808,,3100,128278,24846.117,-281533.9,51.16734457015991,52.64,151414620.0,
7.622733e+23,162.42719,486.9524141307761,0.11717342,978.718,486.9524,100.0,8803.084,[-0.076  0.122 -0.088  0.003 -0.017  0.179  0.062 -0.493  0.     0.  0.   ],238.03046,-1.3224519e+16,77225.85,1.0,1,1.0,0.4189424,,263505.25,2.0,32,248.92197,9.35995,-1.0,100,1.0,100.0,1227.64,-46.891106,-46.891106,True,9.35995,,3200,133529,771005.2,-278652.22,53.78794312477112,52.51,2477597400.0,
1.96006e+17,142.81003,440.14383826421096,0.028619662,794.0978,440.14383,100.0,607.76227,[-0.086  0.118 -0.093  0.011 -0.009  0.199  0.008 -0.475  0.     0.  0.   ],210.19926,-4666395500000.0,3174.2632,1.0,1,1.0,0.4189424,,214121.28,2.0,33,229.94456,9.359796,-1.0,100,1.0,100.0,1024.0424,-47.2191,-47.2191,True,9.359796,,3300,138278,24280.65,-224660.77,56.075263023376465,47.49,307178270.0,
1684582500.0,166.12442,444.8123943419011,0.13488045,756.1415,444.81238,100.0,24.35718,[-0.095  0.112 -0.091  0.046  0.028  0.172  0.029 -0.486  0.     0.  0.   ],214.35045,-409651550.0,63.03986,1.0,1,1.0,0.4189424,,225455.39,2.0,34,230.46194,9.359942,-1.0,100,1.0,100.0,986.6034,-45.042435,-45.042435,True,9.359942,,3400,143075,507.8347,-235238.31,58.89253520965576,47.97,8125457.0,
1.4012824e+22,147.4092,475.25423584613776,0.15934414,664.1621,475.2542,100.0,77.86064,[-0.08   0.111 -0.095  0.006 -0.014  0.173  0.011 -0.485  0.     0.  0.   ],227.14996,-990121600000000.0,576.4034,1.0,1,1.0,0.4189424,,247596.06,2.0,35,248.10428,9.3599415,-1.0,100,1.0,100.0,912.26636,-60.446976,-60.446976,True,9.3599415,,3500,148201,5773.3447,-255960.31,61.46111178398132,51.26,28702082.0,
1.6605016e+31,188.43251,527.4594475026164,0.003399575,776.4427,527.4595,100.0,25036.098,[-0.098  0.102 -0.097  0.003 -0.018  0.114  0.012 -0.48   0.     0.  0.   ],241.55254,-4.622075e+19,185230.12,1.0,1,1.0,0.4189424,,313720.25,2.0,36,285.90692,9.35995,-1.0,100,1.0,100.0,1062.3496,-59.12653,-59.12653,True,9.35995,,3600,153896,1839441.4,-325063.0,64.73449230194092,56.95,11306096000.0,
7.7739304e+28,131.97852,409.44068786404665,0.06280963,789.35803,409.4407,100.0,27001.082,[-0.073  0.11  -0.104 -0.049 -0.077  0.14   0.059 -0.557  0.     0.  0.   ],161.13748,-3.0172683e+18,254973.22,1.0,1,1.0,0.4189424,,185060.0,2.0,37,248.3032,9.359933,-1.0,100,1.0,100.0,1037.6613,-43.368797,-43.368797,True,9.359933,,3700,158313,2562868.2,-195881.67,67.24549269676208,44.17,3517591600.0,
1.5234224e+18,185.53903,529.70990142634,0.2049433,807.8313,529.7099,100.0,8.804861,[-0.111  0.111 -0.113  0.018 -0.008  0.093  0.038 -0.603  0.     0.  0.   ],252.10982,-14614960000000.0,46.76515,1.0,1,1.0,0.4189424,,315017.3,2.0,38,277.60007,9.359865,-1.0,100,1.0,100.0,1085.4314,-49.633804,-49.633804,True,9.359865,,3800,164029,436.71332,-326858.3,70.24179649353027,57.16,8054073.5,
898823400.0,237.66637,584.3218703252638,0.13673013,1083.2274,584.3219,100.0,1.0726658,[-0.096  0.11  -0.114  0.004 -0.022  0.11   0.032 -0.61  -0.001  0.  0.   ],315.95224,-550854000.0,0.31535092,1.0,1,1.0,0.4189424,,397917.3,2.0,39,268.36966,9.359961,-1.0,100,1.0,100.0,1351.597,-66.671005,-66.671005,True,9.359961,,3900,170331,2.174026,-416277.53,73.73459029197693,63.02,408806.03,
241592590.0,226.90952,564.5155900281385,0.09628354,1221.8793,564.51556,100.0,21.046015,[-0.11   0.11  -0.114  0.003 -0.023  0.106  0.028 -0.609  0.005  0.  0.   ],334.94827,-343889570.0,90.811325,1.0,1,1.0,0.4189424,,370165.78,2.0,40,229.56729,9.359853,-1.0,100,1.0,100.0,1451.4465,-63.200653,-63.200653,True,9.359853,,4000,176424,661.1246,-391338.94,77.0193223953247,60.93,14790772.0,
2.1739108e+21,196.39343,551.5074989956631,0.17425321,869.59625,551.5075,100.0,6.5320764,[-0.108  0.11  -0.114  0.012 -0.014  0.086  0.044 -0.62   0.005  0.  0.   ],254.54149,-637703900000000.0,20.21561,1.0,1,1.0,0.4189424,,342730.88,2.0,41,296.966,9.359977,-1.0,100,1.0,100.0,1166.5623,-63.824566,-63.824566,True,9.359977,,4100,182371,166.86157,-356408.16,81.03216624259949,59.47,4386291.0,
4369554000.0,197.11331,535.7529139535807,0.027644372,1055.0562,535.75287,100.0,12.770225,[-0.13   0.111 -0.115  0.008 -0.017  0.064  0.044 -0.623  0.005  0.  0.   ],223.37946,-1250975200.0,44.44388,1.0,1,1.0,0.4189424,,325884.84,2.0,42,312.37347,9.359898,-1.0,100,1.0,100.0,1367.4297,-57.29329,-57.29329,True,9.359898,,4200,188150,415.7811,-344677.75,84.62871360778809,57.79,8719661.0,
16468993000.0,132.10062,452.2341232924742,0.16813444,663.327,452.23413,100.0,4.2676997,[-0.142  0.126 -0.115  0.039  0.015  0.067  0.08  -0.636  0.005  0.  0.   ],195.06772,-1093791500.0,12.726914,1.0,1,1.0,0.4189424,,221966.27,2.0,43,257.1664,9.359939,-1.0,100,1.0,100.0,920.4934,-46.414642,-46.414642,True,9.359939,,4300,193025,123.769905,-230482.05,87.90474963188171,48.75,949662.7,
3.0010837e+18,206.72333,530.0409960029879,0.03176039,797.12756,530.041,100.0,4.7005944,[-0.134  0.126 -0.117  0.032  0.007  0.09   0.064 -0.636  0.005  0.  0.   ],232.91125,-20847811000000.0,21.56751,1.0,1,1.0,0.4189424,,323677.97,2.0,44,297.12973,9.35982,-1.0,100,1.0,100.0,1094.2573,-68.83975,-68.83975,True,9.35982,,4400,198742,213.60492,-335712.3,91.4460141658783,57.17,3552028.8,
4.1732195e+35,151.2696,516.3230172626054,0.12022652,774.74054,516.32306,100.0,8026.252,[-0.149  0.124 -0.117  0.017 -0.008  0.073  0.061 -0.636  0.005  0.  0.   ],219.00473,-7.4620007e+21,47456.375,1.0,1,1.0,0.4189424,,289471.94,2.0,45,297.3183,9.359784,-1.0,100,1.0,100.0,1072.0588,-42.052216,-42.052216,True,9.359784,,4500,204306,394286.97,-301022.97,95.10113668441772,55.64,4664677400.0,
5.456344e+16,203.34015,539.3997103136203,0.1994267,976.3839,539.39966,100.0,5.5551214,[-0.124  0.126 -0.121  0.026  0.002  0.115  0.065 -0.672  0.005  0.  0.   ],290.70828,-3523379200000.0,23.976362,1.0,1,1.0,0.4189424,,332299.25,2.0,46,248.6914,9.359953,-1.0,100,1.0,100.0,1225.0753,-57.916496,-57.916496,True,9.359953,,4600,210126,215.06683,-347383.0,99.09007549285889,58.2,4374649.0,
7.4297846e+20,192.55199,537.8352739913963,0.15894105,922.6595,537.83527,100.0,402.62268,[-0.144  0.125 -0.122  0.021 -0.003  0.093  0.062 -0.676  0.005  0.  0.   ],244.38757,-405148660000000.0,1234.5769,1.0,1,1.0,0.4189424,,326343.06,2.0,47,293.4477,9.359866,-1.0,100,1.0,100.0,1216.1072,-88.89151,-88.89151,True,9.359866,,4700,215929,8845.951,-341206.78,103.36089515686035,58.03,204420960.0,
8917350000.0,201.458,529.8882128282404,0.09750513,944.9102,529.8882,100.0,10.811876,[-0.163  0.124 -0.129 -0.017 -0.043  0.102  0.082 -0.784  0.005  0.  0.   ],262.46725,-1402580200.0,39.448536,1.0,1,1.0,0.4189424,,321366.84,2.0,48,267.42096,9.359778,-1.0,100,1.0,100.0,1212.3312,-58.011375,-58.011375,True,9.359778,,4800,221643,375.48654,-336138.38,107.235600233078,57.14,7681005.0,
37773636000.0,196.35785,556.9218885216848,0.09886772,917.9097,556.9219,100.0,200.09145,[-0.182  0.141 -0.129  0.009 -0.016  0.126  0.104 -0.813  0.005  0.  0.   ],253.0881,-3106209300.0,1977.1879,1.0,1,1.0,0.4189424,,348718.4,2.0,49,303.8338,9.359985,-1.0,100,1.0,100.0,1221.7435,-63.54203,-63.54203,True,9.359985,,4900,227656,19872.855,-363720.22,112.09840440750122,60.13,190549170.0,
1.825269e+27,207.09961,569.1789934486015,0.025637181,1040.867,569.17896,100.0,187326.55,[-0.173  0.141 -0.13   0.005 -0.02   0.137  0.101 -0.815  0.004  0.  0.   ],329.71164,-7.038704e+17,1843927.0,1.0,1,1.0,0.4189424,,366854.97,2.0,50,239.46735,9.359985,-1.0,100,1.0,100.0,1280.3342,-67.12579,-67.12579,True,9.359985,,5000,233798,18533390.0,-383330.16,117.30903697013855,61.42,212143400000.0,
9.953559e+24,218.96745,613.4965423854982,0.02884787,1273.3696,613.4965,100.0,426.49765,[-0.172  0.142 -0.132  0.007 -0.018  0.181  0.06  -0.799  0.004  0.  0.   ],282.28192,-8.16388e+16,2876.1582,1.0,1,1.0,0.4189424,,424324.75,2.0,51,331.2146,9.359992,-1.0,100,1.0,100.0,1604.5842,-59.424187,-59.424187,True,9.359992,,5100,240414,28204.752,-450201.44,122.88140845298767,66.16,830929600.0,
2.3550498e+32,226.78958,593.7355616334411,0.08756923,1022.0927,593.73553,100.0,1676.6127,[-0.171  0.143 -0.137 -0.006 -0.029  0.142  0.077 -0.84   0.004  0.  0.   ],249.74295,-2.8783135e+20,16632.682,1.0,1,1.0,0.4189424,,403955.4,2.0,52,343.9926,9.359868,-1.0,100,1.0,100.0,1366.0853,-64.25541,-64.25541,True,9.359868,,5200,246822,167169.56,-422711.34,128.13042068481445,64.08,2253602800.0,
1230118000.0,234.84373,615.4210451053069,0.15322983,1128.6195,615.421,100.0,1.7389752,[-0.19   0.141 -0.138 -0.005 -0.029  0.126  0.062 -0.829  0.004  0.  0.   ],319.70703,-716233800.0,3.595721,1.0,1,1.0,0.4189424,,433894.62,2.0,53,295.714,9.359964,-1.0,100,1.0,100.0,1424.3335,-64.646484,-64.646484,True,9.359964,,5300,253469,29.357698,-454284.12,135.66645908355713,66.47,1113330.0,
4488446300000.0,228.31618,587.5954470641972,0.012274137,1259.8964,587.59546,100.0,4.306299,[-0.18   0.142 -0.138 -0.004 -0.028  0.136  0.064 -0.835  0.003  0.  0.   ],272.96106,-52791194000.0,14.032415,1.0,1,1.0,0.4189424,,397396.66,2.0,54,314.63437,9.359623,-1.0,100,1.0,100.0,1574.5308,-56.65359,-56.65359,True,9.359623,,5400,259812,118.82557,-422313.1,141.63330602645874,63.43,3500922.5,
3.6027634e+30,213.39832,593.8768636573474,0.08757925,987.13904,593.87683,100.0,12.032429,[-0.19   0.138 -0.138  0.005 -0.018  0.111  0.058 -0.828  0.003  0.  0.   ],282.3068,-3.2175407e+19,64.82577,1.0,1,1.0,0.4189424,,398228.56,2.0,55,311.57007,9.35993,-1.0,100,1.0,100.0,1298.7091,-62.334267,-62.334267,True,9.35993,,5500,266214,556.8374,-415180.03,147.13094925880432,64.02,14040101.0,
1.5044382e+17,199.73727,566.5561863823543,0.16828747,1206.5455,566.55615,100.0,94.31122,[-0.207  0.136 -0.139  0.012 -0.011  0.089  0.05  -0.825  0.003  0.  0.   ],253.26653,-9004613000000.0,611.5428,1.0,1,1.0,0.4189424,,360880.84,2.0,56,313.28967,9.35987,-1.0,100,1.0,100.0,1519.8352,-83.49057,-83.49057,True,9.35987,,5600,272322,5535.0005,-384096.25,153.29762244224548,61.08,51006348.0,
2.524987e+27,232.0506,606.625486072779,0.09028971,1247.4758,606.6255,100.0,2914.1462,[-0.194  0.138 -0.14   0.007 -0.017  0.115  0.044 -0.828  0.003  0.  0.   ],272.21432,-1.2637549e+18,25049.076,1.0,1,1.0,0.4189424,,421841.97,2.0,57,334.41116,9.359989,-1.0,100,1.0,100.0,1581.887,-74.13725,-74.13725,True,9.359989,,5700,278869,250704.36,-446991.78,160.49333381652832,65.47,3034507800.0,
1.2277853e+36,263.69943,687.2864345613041,0.067690454,1230.1392,687.2865,100.0,122.73196,[-0.18   0.138 -0.142  0.015 -0.009  0.136  0.038 -0.841  0.003  0.  0.   ],347.43518,-2.7449699e+22,938.93005,1.0,1,1.0,0.4189424,,541900.0,2.0,58,339.85126,9.35991,-1.0,100,1.0,100.0,1569.9904,-73.310425,-73.310425,True,9.35991,,5800,286289,9325.24,-566672.94,168.26587677001953,74.2,197681580.0,
