EpLenMean,VarianceInit,J_sample_variance,InitialBound,StdIW,ReturnMeanIW,MaxIWNorm,OptimizationReturnMean,EpRewMean,ReturnStepMax,Iteration,EmpiricalD2,InitialReturnMin,TimestepsSoFar,Weights,MeanIWNorm,ESSRenyi,Bound,TimeElapsed,MeanIW,ReturnStepMaxmin,MinIWNorm,ESSClassic,MaxIW,MeanEntropy,InitialReturnStd,InitialReturnMax,LearnableVariance,EpThisIter,StdIWNorm,OptimizationReturnMax,InitialReturnMean,MinIW,OptimizationReturnMin,EpisodesSoFar
44.85,-1,97919.34,116.51819,0.46876994,449.54602,0.03720407,159.09401,415.9335995271716,9.359911,115,1.1096137,256.8396,379880,[-0.098  0.343  0.022  0.005  0.009 -0.028  0.123 -0.337  0.     0.  0.    -1.268],0.0108780945,90.12146,134.14722,1673.951390504837,1.0878094,9.359911,0.0031161695,84.33831,3.7204068,0.15897213,105.665344,998.0514,True,100,0.0046876995,741.2118,415.93362,0.31161696,,11500
44.59,-1,8757421.0,200.7208,7.4774485,921.9321,0.7554064,155.14745,413.2533506551421,9.359986,116,3.7921102,258.1059,384339,[-0.096  0.342  0.023  0.003  0.009 -0.036  0.116 -0.33   0.     0.  0.    -1.26 ],0.018245548,26.370543,508.06027,1692.3351333141327,1.8245548,9.359986,0.00030329957,5.6193976,75.54064,0.13211058,93.498886,708.44183,True,100,0.074774474,450.33594,413.25336,0.03032996,,11600
46.05,-1,259080.36,195.51707,1.6468666,522.1513,0.17032146,161.23221,427.35221102842564,9.359892,117,1.4315193,266.12,388944,[-0.088  0.34   0.02   0.008  0.014 -0.033  0.128 -0.363  0.     0.  0.    -1.287],0.011848725,69.85585,244.76956,1710.796059846878,1.1848726,9.359892,0.0026389214,34.108154,17.032146,0.15777601,97.3997,772.7838,True,100,0.016468666,506.66382,427.35223,0.26389214,,11700
46.92,-1,150008.92,202.92624,0.6096625,489.8902,0.051159963,177.13016,435.0864857317713,9.359959,118,1.2573755,257.9563,393636,[-0.088  0.333  0.018  0.002  0.004 -0.046  0.118 -0.37   0.     0.  0.    -1.261],0.010825196,79.53074,229.5625,1729.6724824905396,1.0825197,9.359959,0.0026611164,75.9197,5.1159964,0.17106584,112.41145,773.86755,True,100,0.0060966252,515.91125,435.0865,0.26611164,,11800
46.27,-1,73650.22,215.69888,0.13823317,433.95953,0.016525125,180.42664,428.7954750686177,9.359933,119,1.0189881,248.36884,398263,[-9.079e-02  3.309e-01  1.534e-02 -8.419e-04 -3.287e-03 -5.676e-02  1.103e-01 -3.903e-01  0.000e+00  0.000e+00  0.000e+00 -1.248e+00],0.010070947,98.136566,218.8493,1749.025060892105,1.0070949,9.359933,0.0059556738,98.150856,1.6525126,0.17166938,88.57668,710.322,True,100,0.0013823317,461.9532,428.7955,0.5955674,,11900
47.54,-1,106919.375,243.10944,0.38738987,468.15527,0.036252365,165.74402,440.8939191387973,9.35996,120,1.1289414,275.1499,403017,[-8.794e-02  3.338e-01  1.560e-02 -3.813e-04 -4.923e-03 -5.374e-02  1.158e-01 -3.900e-01  0.000e+00  0.000e+00  0.000e+00 -1.247e+00],0.010496846,88.57855,258.00598,1766.9765474796295,1.0496846,9.35996,0.0036837556,88.012634,3.6252365,0.1602024,86.151405,659.2817,True,100,0.0038738986,384.13177,440.89392,0.36837557,,12000
48.48,-1,103675.75,175.84439,0.22948077,467.68365,0.024086114,173.35004,449.6114561946586,9.359947,121,1.0466558,276.2614,407865,[-8.589e-02  3.342e-01  1.276e-02 -3.476e-04 -5.074e-03 -4.834e-02  1.128e-01 -3.899e-01  0.000e+00  0.000e+00  0.000e+00 -1.259e+00],0.010282887,95.5424,187.60303,1787.091110944748,1.0282887,9.359947,0.0056862254,95.25589,2.4086115,0.15630344,111.89596,912.5568,True,100,0.0022948077,636.2954,449.61145,0.5686225,,12100
47.88,-1,108325.42,200.6609,0.45979792,511.54553,0.02819972,205.14455,444.00519957271774,9.359963,122,1.1951665,238.86064,412653,[-9.183e-02  3.397e-01  1.302e-02  2.285e-04 -3.775e-03 -4.357e-02  1.230e-01 -3.917e-01  0.000e+00  0.000e+00  0.000e+00 -1.263e+00],0.01131019,83.67035,245.5126,1808.8235187530518,1.131019,9.359963,0.0031909018,85.81702,2.819972,0.15311444,99.56718,811.14764,True,100,0.004597979,572.287,444.00525,0.3190902,,12200
48.87,-1,89035.96,225.88795,0.13546677,468.60568,0.016470741,185.10533,453.49485527591474,9.359944,123,1.0176392,268.38953,417540,[-9.547e-02  3.361e-01  9.559e-03  2.164e-03 -1.206e-03 -4.736e-02  1.071e-01 -4.074e-01  0.000e+00  0.000e+00  0.000e+00 -1.266e+00],0.010260489,98.266655,239.0002,1831.5845742225647,1.026049,9.359944,0.0058748173,98.28675,1.6470742,0.15317726,97.166756,758.6896,True,100,0.0013546676,490.30005,453.49484,0.58748174,,12300
48.02,-1,129083.62,222.5925,0.3605515,486.30356,0.02402069,140.14084,445.42556909111585,9.359968,124,1.1354007,305.28473,422342,[-1.095e-01  3.410e-01  7.176e-03  2.040e-03 -5.579e-04 -4.621e-02  9.938e-02 -4.113e-01  0.000e+00  0.000e+00  0.000e+00 -1.266e+00],0.010845213,88.07464,248.8634,1852.7012231349945,1.0845213,9.359968,0.0036198779,90.04754,2.402069,0.14419009,96.56962,742.77686,True,100,0.0036055148,437.49213,445.42554,0.3619878,,12400
46.91,-1,98917.266,139.35153,0.18818957,448.90784,0.016835727,158.85141,435.1028939699314,9.359893,125,1.0320662,276.2515,427033,[-0.113  0.342  0.005 -0.002 -0.005 -0.044  0.09  -0.411  0.     0.  0.    -1.275],0.010232164,96.893005,148.45206,1872.228319644928,1.0232164,9.359893,0.005849952,96.728035,1.6835728,0.14088453,115.4971,985.838,True,100,0.0018818956,709.58655,435.1029,0.5849952,,12500
51.52,-1,139201.89,234.9288,0.3981083,519.15796,0.02763694,171.59962,478.02670104158767,9.359946,126,1.1486193,306.4271,432185,[-1.203e-01  3.437e-01  5.097e-03 -9.921e-04 -4.034e-03 -4.291e-02  9.236e-02 -4.199e-01  0.000e+00  0.000e+00  0.000e+00 -1.278e+00],0.010686397,87.06105,258.62106,1895.581826210022,1.0686396,9.359946,0.0038281416,87.81295,2.763694,0.13316873,102.26175,810.3263,True,100,0.003981083,503.8992,478.02673,0.38281417,,12600
49.51,-1,89020.08,153.29108,0.21717815,473.88757,0.019310463,211.09062,459.6149021393819,9.359963,127,1.0413853,248.52428,437136,[-1.185e-01  3.458e-01  2.995e-03  2.457e-03 -9.765e-04 -3.994e-02  8.738e-02 -4.217e-01  0.000e+00  0.000e+00  0.000e+00 -1.286e+00],0.010202178,96.02594,161.28937,1916.931270122528,1.0202179,9.359963,0.0043404475,95.66491,1.9310464,0.13701041,133.02141,1021.07947,True,100,0.0021717816,772.5552,459.61487,0.43404475,,12700
49.13,-1,154595.83,212.17184,0.7325827,532.62866,0.04674496,160.44229,455.62581840380017,9.359997,128,1.3214307,295.18353,442049,[-1.212e-01  3.485e-01  1.282e-03  2.689e-03  6.666e-04 -3.740e-02  8.460e-02 -4.264e-01  0.000e+00  0.000e+00  0.000e+00 -1.282e+00],0.011616634,75.67555,252.76978,1935.0725836753845,1.1616635,9.359997,0.0011544105,71.54625,4.674496,0.1462092,96.04077,811.5133,True,100,0.0073258267,516.3298,455.62582,0.11544106,,12800
49.52,-1,3340353000.0,196.97415,97.16736,9009.991,9.771896,175.05014,459.5511143801999,9.359924,129,127.25565,284.50098,447001,[-1.245e-01  3.503e-01  1.409e-04  2.489e-03 -4.503e-04 -2.826e-02  7.795e-02 -4.239e-01  0.000e+00  0.000e+00  0.000e+00 -1.273e+00],0.10786403,0.7858197,6047.922,1952.8345413208008,10.786404,9.359924,7.397026e-05,1.2172885,977.18964,0.18819287,117.6935,875.25665,True,100,0.9716735,590.7557,459.55106,0.007397026,,12900
48.58,-1,106484.41,218.50165,0.3322258,482.62473,0.0236833,184.39912,450.77752656729785,9.359954,130,1.113958,266.37842,451859,[-1.223e-01  3.512e-01 -5.195e-04 -1.127e-02 -1.212e-02 -3.001e-02  1.176e-01 -4.912e-01  0.000e+00  0.000e+00  0.000e+00 -1.231e+00],0.0105358865,89.76999,237.47096,1972.0287771224976,1.0535887,9.359954,0.0036521887,90.95609,2.36833,0.19462067,102.23555,774.253,True,100,0.0033222581,507.87457,450.77753,0.36521888,,13000
50.73,-1,4643653.0,236.76788,5.255063,913.24023,0.4608415,176.35315,470.6175331108889,9.359962,131,3.5176196,294.2644,456932,[-1.211e-01  3.570e-01 -4.930e-04 -1.005e-02 -9.847e-03 -2.053e-02  1.216e-01 -4.850e-01  0.000e+00  0.000e+00  0.000e+00 -1.224e+00],0.016400756,28.428316,474.64777,1989.3901481628418,1.640076,9.359962,0.00021038443,8.875768,46.084152,0.21710639,105.35741,779.49884,True,100,0.05255063,485.23444,470.61755,0.021038443,,13100
48.15,-1,388493.34,213.90619,1.4365747,658.7183,0.08074331,180.36426,446.48894964875166,9.359996,132,2.0286078,266.1247,461747,[-0.091  0.357  0.007 -0.003 -0.006 -0.004  0.147 -0.45   0.     0.  0.    -1.202],0.013897173,49.29489,327.4525,2007.2778174877167,1.3897175,9.359996,0.00040208074,48.342537,8.074331,0.2004453,94.97605,775.27594,True,100,0.014365748,509.15125,446.4889,0.040208075,,13200
49.4,-1,114271.68,252.82553,0.6788002,519.26556,0.038570683,200.87318,458.5586980352184,9.359946,133,1.3125731,257.68552,466687,[-0.087  0.348  0.003 -0.006 -0.008 -0.009  0.149 -0.493  0.     0.  0.    -1.218],0.011353676,76.18623,283.56207,2027.5142703056335,1.1353678,9.359946,0.0027209057,73.66773,3.8570683,0.21682277,88.8212,685.7772,True,100,0.0067880023,428.0917,458.55872,0.27209058,,13300
49.47,-1,329975.1,170.82397,0.82310444,546.13336,0.07479583,192.72871,459.1041936307005,9.359949,134,1.4124901,266.3755,471634,[-0.087  0.345  0.002 -0.001 -0.005 -0.01   0.144 -0.471  0.     0.  0.    -1.202],0.011195633,70.79695,203.51746,2046.0932998657227,1.1195632,9.359949,0.0022975658,64.913086,7.479583,0.21377426,124.358955,960.93396,True,100,0.008231045,694.5585,459.1042,0.2297566,,13400
50.02,-1,118746.79,203.92282,0.32035235,495.5149,0.020783646,167.47636,464.0720310850374,9.359949,135,1.1049193,296.59567,476636,[-8.100e-02  3.364e-01  1.167e-03 -5.066e-03 -9.499e-03 -2.661e-02  1.411e-01 -4.818e-01  0.000e+00  0.000e+00  0.000e+00 -1.205e+00],0.010541666,90.50435,222.05869,2064.2174010276794,1.0541667,9.359949,0.005627215,91.54574,2.0783646,0.21582174,106.82303,867.16406,True,100,0.0032035236,570.56836,464.07202,0.5627215,,13500
49.16,-1,178161.38,154.5028,0.7751669,533.18286,0.053963203,153.42914,456.3539728595021,9.359961,136,1.3136377,302.92484,481552,[-8.108e-02  3.368e-01  7.675e-04 -7.061e-03 -1.177e-02 -2.934e-02  1.481e-01 -4.915e-01  0.000e+00  0.000e+00  0.000e+00 -1.203e+00],0.011389835,76.12449,187.21912,2082.944141149521,1.1389836,9.359961,0.003478652,68.34402,5.3963203,0.20012957,113.4885,1006.1705,True,100,0.007751669,703.2456,456.35394,0.34786522,,13600
50.68,-1,94677.89,203.43741,0.20562893,494.3331,0.015857056,203.5515,470.02465347691873,9.359936,137,1.0560352,266.47314,486620,[-8.783e-02  3.422e-01  9.109e-05 -5.221e-03 -8.985e-03 -2.880e-02  1.638e-01 -5.062e-01  0.000e+00  0.000e+00  0.000e+00 -1.219e+00],0.01047777,94.69382,220.37854,2100.47257232666,1.047777,9.359936,0.005176862,96.29133,1.5857056,0.19198485,110.49728,888.6242,True,100,0.0020562892,622.15106,470.02466,0.5176862,,13700
52.38,-1,3851022.8,208.95288,3.745697,877.9497,0.36495605,218.30196,486.0020876971441,9.359898,138,2.7131882,267.70013,491858,[-0.09   0.343 -0.002 -0.003 -0.008 -0.032  0.159 -0.517  0.     0.  0.    -1.227],0.015180442,36.85701,421.60098,2118.6033141613007,1.5180441,9.359898,0.00026659112,14.107745,36.495605,0.14663483,130.75307,923.4973,True,100,0.03745697,655.7972,486.00208,0.026659112,,13800
53.13,-1,108332.9,241.21248,0.23807505,516.9038,0.017872652,207.99408,493.04588708011636,9.359935,139,1.0570583,285.05182,497171,[-8.486e-02  3.528e-01  1.737e-03  3.331e-04 -8.803e-03 -1.906e-02  2.031e-01 -5.222e-01  0.000e+00  0.000e+00  0.000e+00 -1.272e+00],0.010483785,94.60216,257.98547,2138.672477722168,1.0483785,9.359935,0.006076473,95.09596,1.7872652,0.13559005,118.02939,839.4447,True,100,0.0023807506,554.3929,493.0459,0.6076473,,13900
51.35,-1,202426.92,193.51837,0.98494697,576.9961,0.073044285,198.96582,476.30070560912964,9.359974,140,1.3163135,277.33487,502306,[-0.09   0.357  0.003  0.002 -0.007 -0.012  0.212 -0.523  0.     0.  0.    -1.283],0.011821985,75.96974,252.55789,2157.6661806106567,1.1821985,9.359974,0.0030711954,59.027126,7.3044286,0.14732529,119.418396,942.60785,True,100,0.00984947,665.27295,476.30075,0.30711955,,14000
51.26,-1,85317.11,227.70097,0.24238858,490.65607,0.018209582,227.54741,475.4957335536822,9.3599615,141,1.0488503,247.94833,507432,[-8.444e-02  3.561e-01  9.848e-04 -3.074e-05 -9.901e-03 -1.434e-02  2.174e-01 -5.421e-01  0.000e+00  0.000e+00  0.000e+00 -1.272e+00],0.010334372,95.34249,236.88103,2176.6673736572266,1.0334373,9.3599615,0.0052479426,94.78568,1.8209583,0.15587768,110.62315,825.98254,True,100,0.0024238857,578.0342,475.49573,0.5247943,,14100
51.84,-1,127446.79,251.88876,0.40996975,529.3142,0.022729646,187.21986,480.88581002558766,9.359945,142,1.1669736,293.66595,512616,[-8.923e-02  3.589e-01  1.040e-03  3.764e-04 -9.755e-03 -1.506e-02  2.218e-01 -5.457e-01  0.000e+00  0.000e+00  0.000e+00 -1.263e+00],0.010935821,85.69174,281.93665,2194.9703238010406,1.0935822,9.359945,0.002911716,87.677765,2.2729647,0.15287624,106.83943,763.3234,True,100,0.0040996973,469.65747,480.88586,0.2911716,,14200
54.85,-1,132593.02,203.76755,0.45890787,543.31555,0.041751947,213.08365,508.73299218184115,9.359864,143,1.1008208,295.64935,518101,[-9.783e-02  3.672e-01  8.193e-04 -5.580e-03 -1.453e-02 -1.238e-02  2.314e-01 -5.511e-01  0.000e+00  0.000e+00  0.000e+00 -1.266e+00],0.010789585,90.84131,223.3458,2216.793236732483,1.0789585,9.359864,0.0032565289,84.68109,4.1751947,0.1488576,128.60619,1016.5515,True,100,0.004589079,720.90216,508.733,0.3256529,,14300
51.38,-1,118639.21,217.44571,0.14374793,488.24487,0.015193217,164.1475,476.56022100592855,9.359939,144,1.0242417,312.41272,523239,[-8.602e-02  3.623e-01  2.437e-05 -4.463e-03 -1.248e-02 -2.258e-02  2.276e-01 -5.473e-01  0.000e+00  0.000e+00  0.000e+00 -1.270e+00],0.010174461,97.63321,226.00848,2239.5501413345337,1.017446,9.359939,0.0066797403,98.04296,1.5193218,0.1467818,107.17167,863.7151,True,100,0.0014374792,551.30237,476.56018,0.66797405,,14400
52.74,-1,488632.88,167.92755,1.2995466,619.3585,0.10828983,185.36766,489.59014445725415,9.359933,145,1.6244606,304.22247,528513,[-9.248e-02  3.631e-01 -1.145e-03 -4.122e-03 -1.216e-02 -2.436e-02  2.241e-01 -5.541e-01  0.000e+00  0.000e+00  0.000e+00 -1.272e+00],0.011664811,61.558895,209.38559,2259.2353558540344,1.1664811,9.359933,0.0004365836,44.61972,10.828983,0.15173392,120.332054,1072.2087,True,100,0.012995466,767.98627,489.59015,0.04365836,,14500
53.74,-1,162083.47,219.0047,0.6903203,582.1938,0.051710203,240.87572,498.0329844175261,9.359993,146,1.29833,257.15726,533887,[-0.092  0.367 -0.001 -0.006 -0.015 -0.021  0.238 -0.576  0.     0.  0.    -1.267],0.0117161535,77.022026,264.25702,2280.2017266750336,1.1716154,9.359993,0.0005305944,74.23017,5.1710205,0.1311852,127.29641,930.09436,True,100,0.0069032027,672.93713,498.03302,0.05305944,,14600
51.71,-1,123548.61,179.36292,0.2718451,510.15903,0.016698167,184.60756,479.5895005415329,9.359756,147,1.0643394,294.98193,539058,[-9.145e-02  3.718e-01 -1.271e-03 -3.513e-03 -1.008e-02 -2.347e-02  2.323e-01 -5.610e-01  0.000e+00  0.000e+00  0.000e+00 -1.288e+00],0.010551367,93.954994,200.42477,2302.179257631302,1.0551366,9.359756,0.005745958,93.77535,1.6698167,0.14251713,120.23664,1000.7553,True,100,0.002718451,705.7734,479.58954,0.5745958,,14700
52.35,-1,162239.05,175.24191,0.4821417,554.9552,0.032802477,199.84744,485.74586336310045,9.359837,148,1.1728237,285.89844,544293,[-9.610e-02  3.757e-01 -1.485e-03  3.376e-04 -6.885e-03 -2.205e-02  2.362e-01 -5.636e-01  0.000e+00  0.000e+00  0.000e+00 -1.276e+00],0.011163533,85.26431,218.68878,2322.712418794632,1.1163533,9.359837,0.004828499,84.279465,3.2802477,0.14382921,129.53238,1035.0132,True,100,0.0048214174,749.11475,485.74585,0.48284993,,14800
51.41,-1,1007985.1,218.44745,4.140848,840.963,0.35650846,190.13322,476.7402477031984,9.359929,149,3.8677042,286.60703,549434,[-1.154e-01  3.790e-01 -4.862e-03  5.249e-04 -6.899e-03 -2.339e-02  2.145e-01 -5.734e-01  0.000e+00  0.000e+00  0.000e+00 -1.275e+00],0.017374903,25.855131,332.992,2343.301132917404,1.7374905,9.359929,0.00024556552,14.970489,35.65085,0.146256,105.018654,860.976,True,100,0.041408483,574.369,476.74026,0.024556551,,14900
52.39,-1,126118.0,142.06702,0.4104794,521.97034,0.03162558,200.51842,486.24680071952577,9.35988,150,1.0948229,285.7284,554673,[-0.107  0.379 -0.005 -0.006 -0.01  -0.042  0.23  -0.594  0.     0.  0.    -1.273],0.010613766,91.338974,161.84201,2365.2809765338898,1.0613767,9.35988,0.003007511,86.98907,3.162558,0.13633715,119.08585,1147.266,True,100,0.0041047935,861.5376,486.2468,0.3007511,,15000
52.64,-1,182522.05,205.95569,0.66483414,577.11,0.042435512,174.70076,488.64300856649163,9.359894,151,1.286951,313.94223,559937,[-0.111  0.386 -0.004 -0.007 -0.014 -0.035  0.244 -0.59   0.     0.  0.    -1.283],0.011511806,77.70304,256.41858,2385.1144847869873,1.1511807,9.359894,0.0023013076,74.98874,4.2435513,0.13820638,118.9397,942.2911,True,100,0.006648341,628.3489,488.64304,0.23013076,,15100
51.93,-1,102154.195,222.50317,0.10494549,488.5701,0.012374582,187.16107,481.4895212352335,9.359945,152,1.0146856,294.32843,565130,[-1.197e-01  3.893e-01 -2.840e-03  1.129e-03 -4.448e-03 -2.905e-02  2.440e-01 -5.816e-01  0.000e+00  0.000e+00  0.000e+00 -1.281e+00],0.0101304855,98.55269,227.68896,2404.641224384308,1.0130485,9.359945,0.0071727526,98.93823,1.2374582,0.13436316,105.49238,863.28796,True,100,0.0010494549,568.95953,481.48953,0.71727526,,15200
50.47,-1,258177.61,194.456,0.9045671,610.4707,0.0566667,201.9769,468.3779517456496,9.35967,153,1.5047804,266.40106,570177,[-0.12   0.39  -0.004 -0.002 -0.005 -0.03   0.241 -0.584  0.     0.  0.    -1.285],0.012413188,66.45488,274.452,2423.903846025467,1.2413188,9.35967,0.0023901758,65.31573,5.66667,0.13200615,119.98754,913.0733,True,100,0.009045671,646.67224,468.37793,0.23901759,,15300
52.12,-1,142627.53,259.94064,0.5388086,524.5996,0.039965305,206.32088,483.51013195204695,9.359928,154,1.1622583,277.18924,575389,[-1.220e-01  3.961e-01 -4.515e-03  2.469e-03 -7.016e-05 -2.695e-02  2.564e-01 -6.002e-01  0.000e+00  0.000e+00  0.000e+00 -1.287e+00],0.010625155,86.0394,283.5736,2446.2573041915894,1.0625155,9.359928,0.0017040501,79.544556,3.9965305,0.13877158,101.34863,745.2317,True,100,0.005388086,468.04245,483.51016,0.17040502,,15400
51.22,-1,165223.6,196.91873,0.82518107,550.8119,0.06100829,198.4392,474.89341996587945,9.359977,155,1.3122083,276.4542,580511,[-1.206e-01  3.912e-01 -5.193e-03  6.443e-03  8.830e-04 -3.644e-02  2.418e-01 -6.019e-01  0.000e+00  0.000e+00  0.000e+00 -1.280e+00],0.011588395,76.20741,232.38727,2465.4677958488464,1.1588395,9.359977,0.0024668456,66.35474,6.100829,0.14405075,110.68926,926.5823,True,100,0.00825181,650.12805,474.8934,0.24668455,,15500
51.79,-1,114135.18,192.41919,0.12856093,493.49503,0.01334288,175.105,480.5397453601718,9.359707,156,1.0204177,305.43475,585690,[-1.149e-01  3.978e-01 -7.810e-04  1.093e-02  4.242e-03 -2.921e-02  2.563e-01 -5.847e-01  0.000e+00  0.000e+00  0.000e+00 -1.275e+00],0.0102219535,97.999084,202.44794,2484.623342514038,1.0221953,9.359707,0.0060144863,98.44284,1.334288,0.13662674,113.55483,960.40186,True,100,0.0012856092,654.9671,480.53973,0.60144866,,15600
53.24,-1,7509675.5,229.01569,4.413459,861.117,0.45081702,216.85956,493.55998491603344,9.359974,157,2.2427852,276.70044,591014,[-0.122  0.396 -0.002  0.011  0.003 -0.028  0.252 -0.589  0.     0.  0.    -1.282],0.014227804,44.587418,464.93723,2501.139825820923,1.4227803,9.359974,0.00035979078,9.414086,45.081703,0.13859385,124.511055,881.81445,True,100,0.044134587,605.114,493.56,0.035979077,,15700
52.21,-1,160701.22,232.54701,0.6620272,576.85364,0.040492706,198.69678,484.6121601295849,9.359957,158,1.3399478,285.91537,596235,[-0.113  0.399 -0.002  0.003 -0.005 -0.021  0.259 -0.589  0.     0.  0.    -1.28 ],0.011688793,74.62977,285.07285,2520.0701484680176,1.1688793,9.359957,0.0011864712,75.71262,4.0492706,0.1000755,100.56881,840.2171,True,100,0.006620271,554.30176,484.61218,0.11864712,,15800
53.12,-1,136414.7,265.06274,0.25496513,513.3595,0.019399928,159.18446,492.1978658441782,9.35923,159,1.0670193,333.0134,601547,[-1.228e-01  4.074e-01  2.295e-04  3.509e-03 -5.663e-03 -7.856e-03  2.658e-01 -5.750e-01  0.000e+00  0.000e+00  0.000e+00 -1.319e+00],0.010321297,93.71902,278.7366,2538.9224829673767,1.0321298,9.35923,0.005717027,94.24868,1.9399928,0.11039252,97.011,757.117,True,100,0.0025496513,424.1036,492.19788,0.5717027,,15900
52.99,-1,150031.27,214.41724,0.3390492,535.4039,0.023148501,175.2593,490.98000494331757,9.359964,160,1.1230888,315.7207,606846,[-1.220e-01  4.089e-01 -1.173e-03  3.149e-03 -5.118e-03 -1.024e-02  2.569e-01 -5.715e-01  0.000e+00  0.000e+00  0.000e+00 -1.309e+00],0.010678956,89.04015,242.31403,2557.063951253891,1.0678955,9.359964,0.0040075374,90.84287,2.31485,0.09469915,116.059906,921.8759,True,100,0.0033904917,606.1552,490.98,0.40075377,,16000
54.58,-1,1445176.6,232.00845,2.0173168,734.87994,0.17373882,194.66342,506.8441316579876,9.359932,161,1.897922,312.18073,612304,[-1.229e-01  4.110e-01 -2.504e-03  6.811e-03 -1.322e-03 -1.286e-02  2.576e-01 -5.809e-01  0.000e+00  0.000e+00  0.000e+00 -1.324e+00],0.012543695,52.6892,356.25232,2577.024247407913,1.2543696,9.359932,0.0007582964,27.883047,17.373882,0.10161062,117.2596,916.11896,True,100,0.020173166,603.93823,506.84412,0.07582964,,16100
53.74,-1,198956.27,207.68814,0.7601513,568.07056,0.0589992,213.6879,498.57818494906246,9.359982,162,1.3045269,284.8903,617678,[-0.106  0.404 -0.006  0.004 -0.006 -0.017  0.245 -0.601  0.     0.  0.    -1.317],0.010960329,76.65614,235.82794,2595.8602685928345,1.096033,9.359982,0.0029262083,67.52155,5.89992,0.1102018,114.605095,969.6334,True,100,0.007601514,684.74316,498.57816,0.29262084,,16200
55.17,-1,944106.56,243.54535,1.9741588,706.04816,0.20029996,216.70834,511.988339541284,9.359989,163,1.6582532,295.28,623195,[-0.1    0.398 -0.009  0.007 -0.002 -0.026  0.236 -0.619  0.     0.  0.    -1.309],0.012773067,60.30442,360.36554,2617.002559185028,1.2773068,9.359989,0.0015594487,29.50926,20.029997,0.113607116,123.84568,894.81006,True,100,0.019741587,599.53,511.98837,0.15594487,,16300
53.67,-1,118131.414,203.96591,0.26763424,526.2366,0.017844308,202.70276,497.7115106844015,9.359946,164,1.07471,295.00876,628562,[-0.108  0.4   -0.011  0.005 -0.004 -0.035  0.224 -0.612  0.     0.  0.    -1.305],0.010525881,93.048355,221.7157,2636.758261680603,1.0525881,9.359946,0.004154076,93.927605,1.7844309,0.10531913,113.49079,979.1521,True,100,0.0026763424,684.1433,497.7115,0.4154076,,16400
53.99,-1,133997.92,233.63846,0.42350656,542.12317,0.029016398,196.04672,500.76924954662877,9.359993,165,1.1453805,304.72253,633961,[-0.107  0.396 -0.014  0.008 -0.002 -0.038  0.213 -0.618  0.     0.  0.    -1.314],0.01071463,87.30723,256.23328,2656.7681982517242,1.071463,9.359993,0.002434892,86.48796,2.90164,0.095473476,106.23584,890.4359,True,100,0.0042350655,585.7134,500.76926,0.2434892,,16500
54.84,-1,128605.46,237.7869,0.4448386,547.0349,0.02562614,212.14433,508.80565092607657,9.359952,166,1.1383123,296.66132,639445,[-0.107  0.398 -0.017  0.007 -0.005 -0.048  0.195 -0.624  0.     0.  0.    -1.323],0.010632945,87.84935,257.88034,2676.363891363144,1.0632946,9.359952,0.0046671713,85.104645,2.562614,0.09690836,100.50191,903.3959,True,100,0.004448386,606.73456,508.80566,0.46671715,,16600
54.23,-1,153405.19,229.89856,0.2795125,531.0801,0.02098638,159.7359,503.0619664049464,9.359927,167,1.0700203,343.32605,644868,[-0.103  0.401 -0.017  0.005 -0.005 -0.045  0.204 -0.631  0.     0.  0.    -1.322],0.0105163865,93.45617,248.51501,2697.4072732925415,1.0516386,9.359927,0.0029673527,93.40181,2.098638,0.09231588,115.67467,910.54456,True,100,0.002795125,567.2185,503.06195,0.2967353,,16700
55.2,-1,121451.35,189.91846,0.20068844,535.8739,0.016087463,209.23297,512.0871664712776,9.359909,168,1.0408281,302.8542,650388,[-0.107  0.401 -0.018  0.003 -0.007 -0.049  0.194 -0.633  0.     0.  0.    -1.327],0.0104444595,96.07735,207.19421,2718.0066084861755,1.044446,9.359909,0.006478042,96.43938,1.6087464,0.10486601,120.29001,1073.8958,True,100,0.0020068844,771.04156,512.08716,0.6478042,,16800
53.78,-1,188006.33,236.15845,0.6489987,559.1889,0.04198846,155.49754,498.90184150408857,9.359984,169,1.2398757,343.4043,655766,[-0.107  0.401 -0.019  0.002 -0.007 -0.051  0.189 -0.639  0.     0.  0.    -1.314],0.0109099625,80.653244,266.62494,2737.3067548274994,1.0909963,9.359984,0.002127241,73.862465,4.198846,0.09135444,101.527954,875.8113,True,100,0.006489986,532.407,498.9018,0.21272412,,16900
55.27,-1,10526924.0,238.60208,8.270528,1138.2803,0.83636075,196.78273,512.8479171052294,9.3599615,170,4.8990054,316.0652,661293,[-0.11   0.4   -0.021  0.003 -0.006 -0.052  0.187 -0.657  0.     0.  0.    -1.328],0.01914448,20.412306,531.2729,2757.3730204105377,1.9144481,9.3599615,0.00046844434,5.0857177,83.63608,0.15795086,117.64835,914.1528,True,100,0.08270527,598.0876,512.8479,0.046844434,,17000
51.13,-1,126422.13,197.68326,0.25228643,498.8089,0.019679127,153.56589,474.7183560584911,9.359984,171,1.0578856,321.15247,666406,[-0.078  0.388 -0.024 -0.009 -0.012 -0.057  0.178 -0.652  0.     0.  0.    -1.261],0.010496544,94.528175,213.86841,2775.589527130127,1.0496544,9.359984,0.005299319,94.53859,1.9679128,0.13900009,98.198395,923.4504,True,100,0.0025228641,602.2979,474.71838,0.5299319,,17100
