Bound,EpLenMean,EpThisIter,ESSRenyi,EpRewMean,InitialReturnMax,LearnableVariance,EmpiricalD2,StdIWNorm,ReturnMeanIW,Weights,ReturnStepMaxmin,MinIWNorm,MeanIWNorm,MaxIWNorm,MinIW,TimeElapsed,InitialReturnMin,TimestepsSoFar,ESSClassic,StdIW,EpisodesSoFar,OptimizationReturnMean,J_sample_variance,InitialReturnMean,OptimizationReturnMin,MaxIW,InitialBound,MeanEntropy,Iteration,MeanIW,ReturnStepMax,VarianceInit,InitialReturnStd,OptimizationReturnMax
92.39409,20.51,100,87.34503,188.3618172279569,352.44116,True,1.1448848,0.004245401,205.52695,[-0.014  0.076  0.051 -0.008  0.002 -0.021  0.09  -0.066  0.     0.  0.    -0.101],9.359822,0.0035007629,0.010713901,0.031941738,0.3500763,33.8427050113678,90.716515,19918,86.42927,0.42454007,1100,97.6453,16052.613,188.36182,,3.194174,82.62947,1.2809604,11,1.0713903,9.359822,-1,51.83095,261.72464
85.33667,21.16,100,84.119316,194.3394972788593,406.0194,True,1.1887876,0.00489174,218.14342,[-0.024  0.081  0.049  0.025  0.025 -0.021  0.066 -0.086  0.     0.  0.    -0.138],9.359759,0.0026543236,0.010790957,0.042451438,0.26543236,37.72287845611572,90.80748,22034,82.953285,0.489174,1200,103.53201,27257.98,194.33951,,4.245144,72.533676,1.2735018,12,1.0790957,9.359759,-1,55.788403,315.2119
80.50029,22.51,100,86.418846,206.9866273048734,463.03192,True,1.157155,0.004021511,229.9269,[ 0.012  0.081  0.088  0.06   0.037 -0.025  0.12  -0.069  0.     0.  0.    -0.145],9.359743,0.0027660301,0.010668823,0.025887936,0.276603,41.60879635810852,99.512955,24285,87.559235,0.4021511,1300,107.47367,22244.629,206.98662,,2.5887938,68.07706,1.2379272,13,1.0668824,9.359743,-1,64.353035,363.51898
96.417114,22.66,100,82.887856,208.3485530321999,434.4932,True,1.2064494,0.0042504184,239.58934,[ 0.017  0.083  0.08   0.055  0.021 -0.034  0.121 -0.084  0.     0.  0.    -0.181],9.359362,0.0010237782,0.010966259,0.028025376,0.102377824,46.43110799789429,99.4535,26551,86.939415,0.42504182,1400,108.89505,23068.336,208.34854,,2.8025377,78.000595,1.237198,14,1.0966259,9.359362,-1,62.46892,335.0397
2290.9683,24.54,100,3.635437,225.7857699998024,444.02484,True,27.50701,0.7370247,2989.603,[ 0.002  0.087  0.086  0.058  0.022 -0.064  0.149 -0.088  0.     0.  0.    -0.182],9.359802,8.3409174e-07,0.08152353,7.4116616,8.340918e-05,51.14255499839783,108.57324,29005,1.2087058,73.70248,1500,117.21253,397168800.0,225.78578,,741.1662,92.57832,0.9838253,15,8.152353,9.359802,-1,61.55486,335.4516
330.1015,27.42,100,8.248734,252.76036467799878,508.55588,True,12.123072,0.22347163,861.3115,[ 0.033  0.155  0.095  0.004 -0.044  0.023  0.238 -0.066  0.     0.  0.    -0.435],9.359941,0.00016043171,0.031105764,2.2518764,0.016043171,55.95595836639404,135.67932,31747,1.9006535,22.347162,1600,117.08105,13142426.0,252.76035,,225.18764,100.1936,0.9556717,16,3.1105762,9.359941,-1,72.38801,372.87656
70.82739,23.82,100,99.69561,219.12216626986046,499.90314,True,1.0030532,0.00050702447,221.0271,[ 0.035  0.165  0.095 -0.019 -0.061  0.052  0.218 -0.005  0.     0.  0.    -0.463],9.359301,0.008772082,0.010064474,0.012034721,0.8772082,59.751054525375366,117.76126,34129,99.74684,0.050702445,1700,101.36091,20180.924,219.12216,,1.2034721,69.151245,0.961226,17,1.0064474,9.359301,-1,74.71012,382.14188
108.99281,23.81,100,70.39543,219.25897502085107,426.12164,True,1.4205468,0.00862257,261.3569,[ 3.328e-02  1.733e-01  9.076e-02 -1.567e-02 -6.357e-02  5.779e-02  2.267e-01 -3.749e-04  0.000e+00  0.000e+00  0.000e+00 -4.577e-01],9.3597765,0.0013614394,0.010904722,0.058513295,0.13614394,63.28125619888306,90.2908,36510,61.529514,0.86225706,1800,128.96817,47079.547,219.25899,,5.85133,91.422485,0.90584046,18,1.0904722,9.3597765,-1,58.34145,335.83084
102.25267,24.32,100,85.49915,223.95546725551117,445.1192,True,1.1696023,0.0049064965,246.66913,[ 0.033  0.185  0.108 -0.003 -0.053  0.084  0.249 -0.011  0.     0.  0.    -0.513],9.359832,0.0015490518,0.010572638,0.033395905,0.15490519,67.01498031616211,117.730644,38942,82.279785,0.49064967,1900,106.22482,27638.225,223.95547,,3.3395905,90.41972,0.86875284,19,1.0572639,9.359832,-1,59.927032,327.38855
76.49165,26.91,100,90.858505,248.07542735550132,613.32446,True,1.1006124,0.0030492162,269.5234,[ 0.039  0.201  0.107  0.006 -0.035  0.112  0.265 -0.008  0.     0.  0.    -0.55 ],9.359936,0.0024185781,0.010536706,0.025903406,0.24185783,71.17201209068298,99.8716,41633,92.27251,0.30492166,2000,148.20383,27285.32,248.07545,,2.5903406,64.078094,0.8724183,20,1.0536705,9.359936,-1,81.03002,513.4529
93.32948,26.1,100,93.625824,240.6337525478315,520.6897,True,1.0680814,0.002708696,254.76624,[ 0.041  0.201  0.11  -0.004 -0.039  0.104  0.284 -0.01   0.     0.  0.    -0.547],9.359964,0.0031152193,0.010249513,0.021398213,0.31152195,75.2105655670166,135.67114,44243,93.47179,0.2708696,2100,104.962616,28704.438,240.63374,,2.1398213,84.426865,0.8688749,21,1.0249513,9.359964,-1,65.35853,385.01855
109.91246,28.35,100,92.60892,261.5517941381341,545.23706,True,1.0798097,0.0028345007,279.88556,[ 0.032  0.2    0.109 -0.001 -0.027  0.082  0.278 -0.018  0.     0.  0.    -0.55 ],9.359981,0.0044802013,0.010326414,0.019273609,0.44802016,80.69488406181335,126.33437,47078,92.99342,0.28345007,2200,135.21742,31749.988,261.5518,,1.9273609,97.98068,0.83872265,22,1.0326414,9.359981,-1,83.31583,418.90268
124.026,27.2,100,94.555374,251.0233367787103,446.0232,True,1.0575813,0.0032166194,261.63144,[ 0.032  0.208  0.104  0.006 -0.024  0.083  0.29  -0.018  0.     0.  0.    -0.58 ],9.35941,0.0055419086,0.010539718,0.031056928,0.5541909,85.53131556510925,154.8239,49798,91.47951,0.32166195,2300,96.19943,31612.977,251.02335,,3.1056929,117.21637,0.8420425,23,1.0539719,9.35941,-1,57.880306,291.19928
106.11986,26.64,100,91.88664,245.757297310575,501.69995,True,1.0882975,0.0034701948,263.13412,[ 0.037  0.188  0.109  0.006 -0.031  0.057  0.273 -0.022  0.     0.  0.    -0.577],9.359951,0.0046184775,0.01053815,0.023796782,0.46184778,89.26635146141052,155.8028,52462,90.2171,0.3470195,2400,89.9545,35852.867,245.75731,,2.3796782,95.247314,0.8775461,24,1.0538151,9.359951,-1,65.109985,345.89716
141.97308,27.41,100,92.55966,252.84826330733003,418.22324,True,1.0803843,0.003321947,272.38538,[ 0.032  0.197  0.107  0.007 -0.033  0.055  0.274 -0.026  0.     0.  0.    -0.541],9.359935,0.005595836,0.010649302,0.023491604,0.5595836,93.1557879447937,126.9933,55203,91.13222,0.33219472,2500,125.85496,25938.055,252.84824,,2.3491604,127.38129,0.870793,25,1.0649302,9.359935,-1,62.443016,291.22992
169.75452,27.36,100,43.09352,252.35991035368377,444.07568,True,2.3205345,0.028595127,372.69666,[ 0.035  0.222  0.109  0.011 -0.028  0.095  0.311 -0.011  0.     0.  0.    -0.548],9.359563,0.0007534815,0.016088976,0.22921051,0.07534815,97.45252728462219,156.01572,57939,24.04518,2.8595128,2600,96.34419,87116.445,252.35992,,22.921051,119.13722,0.80245376,26,1.6088976,9.359563,-1,61.203552,288.05997
28.9431,26.72,100,92.80365,246.52786018787953,771.605,True,1.0775439,0.0022774998,269.23203,[ 0.037  0.233  0.108  0.042  0.002  0.121  0.299  0.009  0.     0.  0.    -0.616],9.359712,0.0040332177,0.010734298,0.01603793,0.40332177,101.59530448913574,163.57062,60611,95.69229,0.22774996,2700,82.957245,42246.676,246.52788,,1.603793,15.046387,0.7865552,27,1.0734298,9.359712,-1,84.00527,608.03436
128.8473,27.06,100,92.408875,249.6257998597755,445.49344,True,1.0821471,0.0034971836,267.8764,[ 3.775e-02  2.324e-01  1.079e-01  5.392e-02  7.721e-03  1.226e-01  3.011e-01 -5.894e-04  0.000e+00  0.000e+00  0.000e+00 -6.324e-01],9.359804,0.0056599206,0.010771339,0.025748953,0.56599206,106.01757526397705,156.34415,63317,90.46388,0.34971836,2800,93.28165,34065.57,249.6258,,2.5748954,115.97777,0.7714597,28,1.077134,9.359804,-1,64.65569,289.1493
127.04477,26.04,100,92.459854,240.14383392326104,398.88553,True,1.0815505,0.0027660336,251.4942,[ 0.062  0.199  0.114  0.048 -0.002  0.101  0.293 -0.003  0.     0.  0.    -0.647],9.359934,0.0034332974,0.010313191,0.01773585,0.34332976,110.89297270774841,137.1737,65921,93.28939,0.27660337,2900,102.97012,24543.012,240.14384,,1.773585,120.47818,0.77807575,29,1.0313191,9.359934,-1,52.01728,261.71182
168.61287,28.33,100,50.243137,261.3677651961258,566.13837,True,1.9903216,0.020814065,408.22314,[ 0.058  0.204  0.109  0.043 -0.01   0.09   0.304 -0.005  0.     0.  0.    -0.641],9.359727,0.0007407149,0.013598612,0.20438693,0.07407149,115.43044209480286,155.23947,68754,29.91554,2.0814066,3000,106.12829,467672.5,261.36777,,20.438694,91.52626,0.7529035,30,1.359861,9.359727,-1,71.11236,410.8989
132.57393,28.14,100,80.82262,259.69623634620916,510.1267,True,1.2372774,0.0053713205,302.80264,[ 0.052  0.205  0.117  0.045 -0.012  0.05   0.343 -0.006  0.     0.  0.    -0.666],9.359828,0.004135395,0.011580164,0.034975536,0.4135395,121.2114691734314,135.47914,71568,82.29465,0.5371321,3100,124.2171,42755.23,259.69626,,3.4975536,106.65822,0.7962445,31,1.1580162,9.359828,-1,70.10839,374.64758
156.83852,28.17,100,57.523746,259.9632015334885,510.90662,True,1.7384125,0.016024897,358.9259,[ 0.039  0.213  0.106  0.041 -0.025  0.063  0.337 -0.009  0.     0.  0.    -0.623],9.359788,0.001943319,0.014017706,0.102835536,0.1943319,128.0664598941803,145.2352,74385,43.34855,1.6024897,3200,114.728004,83920.85,259.96323,,10.283554,106.69122,0.79211295,32,1.4017708,9.359788,-1,65.96654,365.67142
67.21866,27.37,100,88.48961,252.2989447907235,678.37915,True,1.1300762,0.0039340304,283.56403,[ 0.054  0.224  0.125  0.005 -0.05   0.086  0.376  0.015  0.     0.  0.    -0.627],9.359948,0.005006408,0.011307406,0.021885488,0.5006408,132.82402753829956,164.73611,77122,89.202415,0.39340305,3300,87.562836,41140.766,252.29895,,2.1885488,48.785202,0.7528703,33,1.1307406,9.359948,-1,66.82516,513.64307
145.94276,29.2,100,85.00753,269.63544804150064,483.0205,True,1.1763663,0.0054119923,303.10858,[ 0.045  0.224  0.121 -0.002 -0.057  0.08   0.37   0.018  0.     0.  0.    -0.666],9.359533,0.0026124232,0.011030964,0.03769753,0.26124233,139.8819444179535,163.80534,80042,80.599266,0.54119927,3400,105.83011,45122.105,269.63544,,3.7697532,124.729294,0.7241558,34,1.1030964,9.359533,-1,70.69075,319.21515
158.05418,28.6,100,74.335335,263.854371696709,514.316,True,1.3452553,0.006409213,337.0132,[ 0.044  0.243  0.125  0.01  -0.044  0.102  0.395  0.035  0.     0.  0.    -0.695],9.35957,0.0022605006,0.01215101,0.052928198,0.22605006,146.49747586250305,145.76666,82902,78.23393,0.6409213,3500,118.087715,74583.79,263.85437,,5.29282,109.559586,0.6916559,35,1.2151011,9.35957,-1,65.187294,368.54932
129.03093,28.9,100,96.66523,266.7711578672743,473.4657,True,1.0344981,0.0018528759,273.4999,[ 0.036  0.241  0.118  0.028 -0.021  0.083  0.387  0.027  0.     0.  0.    -0.727],9.359715,0.005154037,0.010165232,0.015366721,0.5154037,151.72348475456238,174.05884,85792,96.78441,0.18528758,3600,92.712326,37400.86,266.77112,,1.5366721,124.731445,0.6745587,36,1.0165234,9.359715,-1,65.091095,299.40686
157.10104,29.51,100,84.15344,272.5723268883954,472.0465,True,1.1883055,0.0039783577,311.4736,[ 0.042  0.238  0.119  0.031 -0.019  0.089  0.394  0.025  0.     0.  0.    -0.744],9.359912,0.0033564123,0.01116936,0.02108877,0.33564124,158.33450150489807,173.46056,88743,88.74156,0.3978358,3700,99.11177,47518.41,272.57236,,2.108877,130.95839,0.65512073,37,1.1169361,9.359912,-1,60.10049,298.58594
174.42708,31.73,100,70.40238,293.2012785585201,539.82904,True,1.4204065,0.007778927,367.43884,[ 0.047  0.239  0.122  0.032 -0.017  0.103  0.414  0.018  0.     0.  0.    -0.764],9.359889,0.0028075704,0.012049768,0.041579876,0.28075704,165.71933436393738,183.44116,91916,70.583786,0.77789277,3800,109.76012,88035.41,293.2013,,4.1579876,131.25256,0.63074476,38,1.2049769,9.359889,-1,78.182236,356.38788
187.55432,30.34,100,57.837803,280.29603486470734,611.95514,True,1.728973,0.02130414,428.95303,[ 0.068  0.227  0.12   0.005 -0.037  0.091  0.405  0.009  0.     0.  0.    -0.788],9.3598795,0.0008444534,0.012448729,0.20679332,0.08444534,170.34382390975952,174.2022,94950,25.453575,2.130414,3900,106.09384,876405.0,280.29602,,20.679333,96.70949,0.65340614,39,1.2448729,9.3598795,-1,90.87606,437.75293
196.94434,32.08,100,39.53299,296.4163351879275,614.3204,True,2.529533,0.030757293,490.05817,[ 0.045  0.239  0.125  0.022 -0.018  0.079  0.437  0.013  0.     0.  0.    -0.766],9.359781,0.00047157682,0.01627815,0.21190102,0.047157682,177.20252203941345,164.01004,98158,21.88113,3.0757294,4000,132.4063,394052.7,296.41635,,21.190104,112.120224,0.5989669,40,1.6278149,9.359781,-1,78.10454,450.31033
138.89436,29.75,100,88.22182,274.9217877960929,538.4039,True,1.1335064,0.0037845834,310.8599,[ 0.013  0.227  0.091  0.021 -0.024  0.068  0.333 -0.015  0.     0.  0.    -0.82 ],9.359904,0.002870715,0.011198911,0.027941909,0.2870715,183.4527416229248,163.62418,101133,89.75009,0.37845838,4100,111.29761,43410.31,274.92178,,2.794191,113.400635,0.58200276,41,1.1198909,9.359904,-1,65.38527,374.7797
127.59564,30.37,100,90.60354,280.6153077479984,548.8148,True,1.1037097,0.00323518,300.5671,[-0.002  0.221  0.081  0.012 -0.028  0.06   0.298 -0.025  0.     0.  0.    -0.837],9.359967,0.004995853,0.010559392,0.024178695,0.49958533,190.01506972312927,182.08292,104170,91.41868,0.323518,4200,98.532394,47827.562,280.61533,,2.4178696,115.970856,0.5870276,42,1.0559392,9.359967,-1,72.18508,366.7319
133.04776,29.36,100,94.954735,270.972925720549,492.39038,True,1.0531334,0.002203098,284.63843,[ 0.003  0.214  0.08   0.024 -0.016  0.053  0.292 -0.031  0.     0.  0.    -0.832],9.359695,0.0053601973,0.010354633,0.017565496,0.53601974,195.10841059684753,154.93059,107106,95.66918,0.22030982,4300,116.042336,34239.22,270.9729,,1.7565496,123.25583,0.58190864,43,1.0354633,9.359695,-1,66.35132,337.45978
109.92908,33.06,100,87.26552,305.69153154191173,739.18634,True,1.145928,0.0035844354,347.3144,[ 0.023  0.213  0.083  0.025 -0.01   0.06   0.315 -0.022  0.     0.  0.    -0.837],9.359966,0.002928072,0.010987894,0.022546157,0.2928072,200.66217827796936,184.01785,110412,90.38181,0.35844356,4400,121.67368,58358.55,305.69153,,2.2546158,83.93561,0.56725246,44,1.0987896,9.359966,-1,93.57881,555.16846
136.10457,31.49,100,83.08325,291.0555775495419,614.2529,True,1.203612,0.0043998784,338.27225,[ 0.031  0.219  0.087  0.019 -0.02   0.057  0.335 -0.025  0.     0.  0.    -0.852],9.359694,0.0021515759,0.0113111315,0.025795205,0.21515758,205.70573210716248,183.89276,113561,86.85753,0.43998784,4500,107.16282,59571.633,291.05554,,2.5795205,106.77974,0.56130314,45,1.1311132,9.359694,-1,80.878555,430.36017
143.52544,32.19,100,90.31625,297.67030771800273,567.90393,True,1.1072204,0.003344044,322.79773,[ 0.049  0.221  0.095  0.03  -0.012  0.061  0.376 -0.019  0.     0.  0.    -0.858],9.359882,0.0048096296,0.010683708,0.023743598,0.480963,210.8122055530548,174.29138,116780,91.07704,0.3344044,4600,123.37893,47670.098,297.67032,,2.3743598,127.29912,0.5888056,46,1.0683707,9.359882,-1,80.48644,393.61255
103.229095,32.02,100,96.58464,296.0350362193366,666.1342,True,1.0353613,0.0018359233,306.57196,[ 0.067  0.214  0.094  0.037 -0.015  0.06   0.372 -0.026  0.     0.  0.    -0.83 ],9.359994,0.005545164,0.0101833,0.016382957,0.55451643,215.65468835830688,192.3239,119982,96.85195,0.18359233,4700,103.711136,48752.367,296.03503,,1.6382958,96.19475,0.59155947,47,1.01833,9.359994,-1,82.146614,473.8103
123.0361,31.71,100,99.26964,293.0662954429612,572.6128,True,1.0073574,0.0009651981,295.4507,[ 0.066  0.222  0.095  0.041 -0.019  0.063  0.389 -0.028  0.     0.  0.    -0.827],9.359855,0.00828809,0.010085106,0.012811948,0.828809,221.82377195358276,163.47617,123153,99.09236,0.09651981,4800,129.59013,35924.176,293.06628,,1.2811948,121.282455,0.59691745,48,1.0085106,9.359855,-1,86.87232,409.13663
98.41858,32.08,100,91.878395,296.5029210677066,715.4985,True,1.0883951,0.0031723634,322.35425,[ 0.063  0.227  0.092  0.033 -0.016  0.061  0.385 -0.028  0.     0.  0.    -0.822],9.359829,0.004165701,0.010646753,0.022432577,0.4165701,228.00946712493896,191.37827,126361,91.84565,0.31723633,4900,105.124664,61032.688,296.50293,,2.2432578,81.85339,0.57009834,49,1.0646753,9.359829,-1,79.62654,524.12024
119.54964,31.23,100,87.95497,288.7566059226658,614.73413,True,1.1369454,0.004099684,316.1926,[ 0.044  0.225  0.087  0.04  -0.014  0.055  0.365 -0.034  0.     0.  0.    -0.849],9.359882,0.0029417286,0.01081357,0.024125345,0.29417285,234.3732945919037,192.97382,129484,87.43283,0.40996835,5000,95.78279,55494.293,288.7566,,2.4125345,104.336365,0.5824873,50,1.081357,9.359882,-1,67.40177,421.7603
112.147675,31.69,100,90.40469,293.03159569974537,670.6261,True,1.1061373,0.0033411656,323.74307,[ 0.05   0.23   0.083  0.044 -0.012  0.074  0.362 -0.033  0.     0.  0.    -0.836],9.359963,0.002187905,0.010694735,0.023634592,0.21879049,239.79030561447144,193.26205,132653,91.107765,0.33411658,5100,99.76954,56776.188,293.03162,,2.3634593,91.843765,0.5767195,51,1.0694734,9.359963,-1,77.80624,477.36404
191.09265,32.47,100,67.5364,300.43931534574074,481.80447,True,1.4806831,0.008107602,366.97534,[ 0.066  0.226  0.087  0.037 -0.019  0.085  0.379 -0.036  0.     0.  0.    -0.842],9.35982,0.0007457825,0.011895994,0.040581718,0.074578255,244.6101655960083,183.38354,135900,68.28279,0.8107602,5200,117.05577,74529.84,300.43933,,4.0581717,155.898,0.5506282,52,1.1895993,9.35982,-1,62.894276,298.42093
140.31738,34.52,100,85.000015,319.39725281082326,660.01056,True,1.1764704,0.0051144045,355.08194,[ 0.067  0.236  0.096  0.049 -0.016  0.078  0.427 -0.035  0.     0.  0.    -0.868],9.359867,0.0019430859,0.010827955,0.028020443,0.1943086,249.64277267456055,174.14429,139352,81.75954,0.5114405,5300,145.25296,57364.695,319.39725,,2.8020444,121.39412,0.54926276,53,1.0827954,9.359867,-1,90.397644,485.86627
216.61516,33.06,100,41.904064,305.8771730584585,462.99222,True,2.3864033,0.04095746,431.1841,[ 0.078  0.234  0.106  0.056 -0.02   0.086  0.466 -0.037  0.     0.  0.    -0.87 ],9.359499,0.00027981226,0.015079355,0.40065628,0.027981227,255.87886571884155,201.26828,142658,11.936949,4.095746,5400,104.608894,149602.73,305.8772,,40.065628,166.9795,0.5504152,54,1.5079356,9.359499,-1,63.69353,261.72394
158.45448,32.2,100,76.77546,297.79398019401725,549.5046,True,1.3024995,0.006201769,346.59457,[ 0.073  0.246  0.111  0.068 -0.008  0.118  0.446 -0.02   0.     0.  0.    -0.869],9.359602,0.0024940406,0.011107402,0.03422065,0.24940407,262.20059037208557,192.00522,145878,76.23405,0.620177,5500,105.78876,71094.086,297.79398,,3.422065,132.94258,0.53775036,55,1.1107402,9.359602,-1,67.62226,357.49936
162.2423,33.21,100,92.44397,307.21787642519286,521.337,True,1.0817363,0.003129732,324.90967,[ 0.084  0.25   0.117  0.053 -0.025  0.13   0.479 -0.016  0.     0.  0.    -0.881],9.359772,0.004624412,0.010467383,0.01850331,0.4624412,267.1686725616455,220.1972,149199,91.79364,0.3129732,5600,87.020676,61716.26,307.2179,,1.8503311,150.81679,0.50601196,56,1.0467383,9.359772,-1,66.35247,301.13977
179.25165,31.64,100,79.244225,292.7776566987943,473.4798,True,1.2619216,0.0065417,338.8171,[ 0.086  0.262  0.117  0.053 -0.021  0.137  0.495 -0.013  0.     0.  0.    -0.913],9.359949,0.003355947,0.011608247,0.05258092,0.3355947,273.91958260536194,202.30038,152363,75.896935,0.65417,5700,90.47727,65048.312,292.77768,,5.258092,150.73372,0.49949118,57,1.1608248,9.359949,-1,60.962646,271.1794
150.70715,32.72,100,96.63673,302.8152350884626,546.0169,True,1.0348033,0.0019437148,317.33832,[ 0.092  0.248  0.114  0.057 -0.016  0.144  0.474 -0.026  0.     0.  0.    -0.919],9.359742,0.006168841,0.01034483,0.017005637,0.6168841,279.09428882598877,202.82222,155635,96.590034,0.19437148,5800,99.99302,51325.43,302.81525,,1.7005638,139.01018,0.48413083,58,1.0344831,9.359742,-1,63.91411,343.1947
134.42853,33.87,100,94.672775,313.57165114636865,633.0801,True,1.0562699,0.0020641293,329.62292,[ 0.109  0.231  0.115  0.056 -0.023  0.139  0.477 -0.027  0.     0.  0.    -0.935],9.359871,0.0042358274,0.010368437,0.01767072,0.42358276,283.9394688606262,184.23691,159022,96.18785,0.20641294,5900,129.33475,44640.938,313.57166,,1.7670722,123.647644,0.47090632,59,1.0368437,9.359871,-1,75.420876,448.84317
169.31956,32.89,100,80.72702,304.45659183992467,521.4332,True,1.2387426,0.0055563985,343.42426,[ 0.1    0.23   0.111  0.055 -0.022  0.13   0.474 -0.034  0.     0.  0.    -0.948],9.359885,0.0015274012,0.011198418,0.03461058,0.15274012,289.2909152507782,193.43977,162311,80.24446,0.5556399,6000,111.016815,60660.746,304.4566,,3.4610581,148.02661,0.4612096,60,1.1198418,9.359885,-1,66.68638,327.99347
171.73883,35.44,100,88.86819,327.9396945678685,566.0934,True,1.125262,0.0038868338,351.88962,[ 0.118  0.212  0.122  0.063 -0.016  0.13   0.513 -0.035  0.     0.  0.    -0.958],9.359939,0.0053552925,0.0107196,0.026862254,0.53552926,294.7289068698883,193.24939,165855,88.3804,0.3886834,6100,134.6903,54840.566,327.93973,,2.6862254,158.1117,0.4924337,61,1.07196,9.359939,-1,76.63604,372.844
