EpThisIter,Weights,MaxIW,OptimizationReturnMin,OptimizationReturnMax,MeanD2-0,EpRewMean,ESSRenyiHarmonic,MeanIW,EmpiricalD2Arithmetic,StdIW,MinTargetPdf,ReturnMeanIW,EpisodesSoFar,EpLenMean,OptimizationReturnMean,EmpiricalD2Harmonic,InitialReturnMean,InitialReturnMax,TimestepsSoFar,StdWReturnMean,TimeElapsed,DivergenceHarmonic,WReturnMean,VarianceInitializer,Epsilon,Penalization,MeanEntropy,MinBehavPdf,Iteration,ESSRenyiArithmetic,ReturnStepMax,InitialBound,MinIW,Inner Iteration,Bound,ReturnStepMaxmin,LearnableVariance,InitialReturnStd,InitialReturnMin
100,[-0. -0. -0.  0. -0. -0.  0. -0.  0.  0. -0.],5890575.5,,308.56308,1.0,171.05400195927126,100.0,68103.125,1.0,586528.9,-23.334446,1343121800.0,100,18.63,89.76329,1.0,171.054,389.8538,1863,,0.9555182456970215,5.0814473e+17,32707.312,-1.0,2.0,True,0.4189424,-23.334446,1,100.0,9.3597975,-34234.832,0.02026328,1,-1090222160000.0,9.3597975,,58.71834,81.29071
100,[ 9.951e-06  3.365e-03 -3.355e-03  2.959e-03  2.114e-03 -1.062e-02  3.101e-02 -5.288e-02  0.000e+00  0.000e+00  0.000e+00],10484.97,,328.76816,1.0,222.1152128589982,100.0,366.99216,1.0,1326.1779,-20.989458,10480816.0,200,24.13,104.256454,1.0,222.11519,446.62692,4276,,2.548311710357666,35914530000.0,52847.137,-1.0,2.0,True,0.4189424,-20.989458,2,100.0,9.35984,-54851.945,0.07954919,1,-390414080.0,9.35984,,59.261833,117.858765
100,[-0.     0.01  -0.007 -0.002 -0.003 -0.018  0.066 -0.103  0.     0.  0.   ],106601.695,,299.83588,1.0,262.6880152487097,100.0,1591.6566,1.0,11205.368,-23.82721,71592584.0,300,28.45,135.49796,1.0,262.68802,427.02594,7121,,3.5216336250305176,9793570000.0,71763.016,-1.0,2.0,True,0.4189424,-23.82721,3,100.0,9.359922,-73595.72,0.034592297,1,-252960900.0,9.359922,,52.51697,127.19005
100,[ 0.001  0.017 -0.015  0.004  0.004 -0.008  0.079 -0.162  0.     0.  0.   ],23702848.0,,346.25714,1.0,301.61861536672063,100.0,250614.02,1.0,2359382.2,-24.502304,15342793000.0,400,32.57,127.58169,1.0,301.61862,520.29407,10378,,4.517345190048218,9.922354e+16,95373.78,-1.0,2.0,True,0.4189424,-24.502304,4,100.0,9.359827,-98094.484,0.11230673,1,-872355900000.0,9.359827,,66.332466,174.03693
100,[ 0.001  0.03  -0.016 -0.028 -0.033 -0.035  0.156 -0.242  0.     0.  0.   ],4473350.5,,746.91425,1.0,343.0646604937875,100.0,46622.887,1.0,445071.56,-40.703445,2482385400.0,500,37.04,114.36611,1.0,343.06464,975.6128,14082,,5.52667236328125,2.4301902e+21,129764.85,-1.0,2.0,True,0.4189424,-40.703445,5,100.0,9.35986,-139331.03,0.024016563,1,-471584800000000.0,9.35986,,109.87032,228.69855
100,[-0.004  0.049 -0.018  0.02   0.015 -0.034  0.23  -0.313  0.     0.  0.   ],3054507.2,,512.4962,1.0,371.13204216349993,100.0,30604.848,1.0,303913.75,-36.873405,16565804000.0,600,40.02,123.06078,1.0,371.13202,760.5675,18084,,6.503778457641602,9.286743e+20,146245.17,-1.0,2.0,True,0.4189424,-36.873405,6,100.0,9.359925,-152058.95,0.1933666,1,-177186340000000.0,9.359925,,92.22901,248.07126
100,[-0.007  0.062 -0.026  0.022  0.016  0.016  0.196 -0.315  0.     0.  0.   ],20903.94,,373.62048,1.0,388.0097823631576,100.0,250.97733,1.0,2082.0725,-35.02259,60619456.0,700,41.83,147.03128,1.0,388.00977,614.599,22267,,7.782330751419067,1.1066328e+18,158265.88,-1.0,2.0,True,0.4189424,-35.02259,7,100.0,9.359982,-162062.23,0.037377942,1,-3993691200000.0,9.359982,,87.83106,240.9785
100,[ 0.003  0.077 -0.028  0.01   0.004  0.072  0.197 -0.327  0.     0.  0.   ],32416.693,,749.1843,1.0,402.65296104396606,100.0,474.6271,1.0,3279.0637,-49.46135,358812160.0,800,43.41,153.35934,1.0,402.65292,998.4779,26608,,8.590232849121094,4.487055e+25,176604.5,-1.0,2.0,True,0.4189424,-49.46135,8,100.0,9.359941,-186624.33,0.0013121035,1,-6.711816e+16,9.359941,,120.31257,249.29361
100,[ 0.014  0.082 -0.031  0.027  0.021  0.123  0.173 -0.335  0.     0.  0.   ],14862.237,,632.8793,1.0,403.21791598258795,100.0,184.95934,1.0,1481.2195,-50.177795,38392040.0,900,43.49,144.36519,1.0,403.2179,891.732,30957,,9.811349868774414,5899912000000.0,180205.83,-1.0,2.0,True,0.4189424,-50.177795,9,100.0,9.359953,-188197.77,0.07989283,1,-19450552000.0,9.359953,,132.74464,258.85272
100,[ 0.019  0.084 -0.037  0.019  0.012  0.168  0.156 -0.372  0.     0.  0.   ],13458316.0,,645.77826,1.0,438.7541576795294,100.0,209696.4,1.0,1485744.1,-43.67188,62122516000.0,1000,47.29,227.6982,1.0,438.7541,856.8342,35686,,10.869693279266357,1.5153956e+36,210289.44,-1.0,2.0,True,0.4189424,-43.67188,10,100.0,9.359689,-217668.1,0.018623594,1,-9.083203e+21,9.359689,,133.35754,211.05595
