StdWReturnMean,ReturnMeanIW,DivergenceHarmonic,MinBehavPdf,OptimizationReturnMin,InitialBound,MeanD2-0,Iteration,InitialReturnStd,Weights,EpisodesSoFar,MinIW,Epsilon,ESSRenyiHarmonic,OptimizationReturnMean,EmpiricalD2Harmonic,EpThisIter,VarianceInitializer,ESSRenyiArithmetic,MaxIW,EmpiricalD2Arithmetic,Inner Iteration,ReturnStepMaxmin,EpRewMean,TimeElapsed,MeanIW,StdIW,InitialReturnMax,EpLenMean,OptimizationReturnMax,InitialReturnMean,Penalization,ReturnStepMax,MinTargetPdf,WReturnMean,InitialReturnMin,MeanEntropy,Bound,TimestepsSoFar,LearnableVariance
,192393720000.0,1.4500267e+31,-28.470665,,-110950.41,1.0,11,81.26912,[ 0.001  0.073  0.003 -0.035 -0.034  0.007  0.158 -0.152  0.     0.  0.   ],1100,0.08230386,2.0,100.0,112.88019,1.0,100,-1.0,100.0,91163660.0,1.0,1,9.359835,315.147430624751,22.474190711975098,1286908.1,9203684.0,707.2919,34.05,505.02463,315.14743,True,9.359835,-28.470665,105922.58,202.26724,0.4189424,-1.9145545e+19,28801,
,10284217.0,1.2836518e+26,-30.06103,,-122769.8,1.0,12,83.47747,[-0.019  0.081 -0.015  0.034  0.031  0.023  0.14  -0.226  0.     0.  0.   ],1200,0.05006675,2.0,100.0,121.60679,1.0,100,-1.0,100.0,4006.8826,1.0,1,9.359759,333.04201447610154,24.456909656524658,72.45273,412.7241,697.1248,35.95,485.68958,333.04202,True,9.359759,-30.06103,117885.48,211.43523,0.4189424,-5.533846e+16,32396,
,151667680.0,588604100000.0,-31.236843,,-143803.03,1.0,13,108.35149,[ 0.003  0.084 -0.016  0.013  0.008  0.068  0.119 -0.22   0.     0.  0.   ],1300,0.1867568,2.0,100.0,143.85204,1.0,100,-1.0,100.0,73248.04,1.0,1,9.359855,355.85404793332566,27.602704286575317,773.88135,7287.4614,735.0959,38.4,523.0939,355.85406,True,9.359855,-31.236843,138372.14,212.002,0.4189424,-4318269400.0,36236,
,1471642900.0,4.327341e+17,-34.316685,,-156981.62,1.0,14,99.26294,[ 1.372e-02  9.102e-02 -2.253e-02  5.973e-03 -1.315e-05  1.090e-01  1.178e-01 -2.640e-01  0.000e+00  0.000e+00  0.000e+00],1400,0.010426665,2.0,100.0,165.82861,1.0,100,-1.0,100.0,501815.62,1.0,1,9.35988,377.4699843673493,31.385074377059937,5303.273,49919.05,679.82336,40.71,468.182,377.47,True,9.35988,-34.316685,152336.73,211.64137,0.4189424,-3056991500000.0,40307,
,26873377000.0,7.52276e+33,-43.109856,,-193075.78,1.0,15,130.38486,[ 0.018  0.103 -0.03  -0.032 -0.037  0.135  0.161 -0.365  0.     0.  0.   ],1500,0.023249697,2.0,100.0,176.4372,1.0,100,-1.0,100.0,4599952.5,1.0,1,9.359944,406.40140391387916,35.198394536972046,132763.44,541631.25,1042.0521,43.81,812.0879,406.40137,True,9.359944,-43.109856,182162.33,229.96422,0.4189424,-9.4656375e+20,44688,
,358228350.0,3.6512703e+21,-35.12896,,-161657.03,1.0,16,115.06452,[ 0.007  0.104 -0.041  0.044  0.041  0.159  0.106 -0.371  0.     0.  0.   ],1600,0.01332355,2.0,100.0,144.87498,1.0,100,-1.0,100.0,111098.836,1.0,1,9.359943,376.02795984351377,38.87664747238159,2953.6035,12513.636,835.76135,40.58,604.6084,376.02795,True,9.359943,-35.12896,154636.86,231.15295,0.4189424,-424198720000000.0,48746,
,3910056000.0,2.8750674e+22,-36.30272,,-169614.84,1.0,17,105.51416,[-0.005  0.117 -0.05  -0.032 -0.041  0.181  0.121 -0.417  0.     0.  0.   ],1700,0.029480202,2.0,100.0,152.95914,1.0,100,-1.0,100.0,2824160.2,1.0,1,9.359974,391.75587644344625,42.20959687232971,28621.318,280966.12,705.9612,42.26,467.16443,391.7559,True,9.359974,-36.30272,164605.9,238.79675,0.4189424,-849317400000000.0,52972,
,458671680.0,2.8593583e+20,-57.110016,,-228505.98,1.0,18,161.85324,[-0.055  0.14  -0.065  0.042  0.036  0.182  0.115 -0.448  0.     0.  0.   ],1800,0.14546522,2.0,100.0,225.56229,1.0,100,-1.0,100.0,389466.0,1.0,1,9.359744,436.70781325560563,46.124611139297485,4203.2,38768.715,1074.1345,47.12,862.989,436.70786,True,9.359744,-57.110016,216910.19,211.14552,0.4189424,-196080810000000.0,57684,
,5091174.5,1729172200000000.0,-65.78016,,-246044.27,1.0,19,171.80255,[-0.055  0.141 -0.065  0.015  0.009  0.222  0.092 -0.431  0.     0.  0.   ],1900,0.17022572,2.0,100.0,214.52544,1.0,100,-1.0,100.0,216.38185,1.0,1,9.359923,445.16411359487984,50.364070415496826,14.398864,37.36379,1351.4811,48.0,1120.8424,445.16415,True,9.359923,-65.78016,227687.19,230.63869,0.4189424,-763351200000.0,62484,
,8055835.0,621290700000.0,-42.12171,,-213965.19,1.0,20,131.8219,[-0.056  0.144 -0.079 -0.016 -0.021  0.232  0.051 -0.439  0.     0.  0.   ],2000,0.08541027,2.0,100.0,203.97908,1.0,100,-1.0,100.0,473.41537,1.0,1,9.359998,433.6185143268224,54.32091426849365,27.185728,81.52256,923.0504,46.78,693.411,433.61853,True,9.359998,-42.12171,205402.02,229.63943,0.4189424,-6757696500.0,67162,
,56713780000.0,1.395644e+31,-42.56727,,-221455.14,1.0,21,136.88835,[-0.053  0.145 -0.087  0.019  0.014  0.265  0.032 -0.44   0.     0.  0.   ],2100,0.022816103,2.0,100.0,210.57645,1.0,100,-1.0,100.0,16992928.0,1.0,1,9.359984,441.0688381870657,59.03981971740723,208823.05,1703635.4,901.8865,47.59,671.3941,441.06882,True,9.359984,-42.56727,213280.16,230.49239,0.4189424,-3.0540312e+19,71921,
,43192464.0,152199820000000.0,-32.11889,,-178843.17,1.0,22,123.382996,[-0.019  0.135 -0.081 -0.051 -0.056  0.324  0.042 -0.473  0.     0.  0.   ],2200,0.014208515,2.0,100.0,184.88579,1.0,100,-1.0,100.0,7327.93,1.0,1,9.35988,397.2594363810425,63.614784240722656,230.5178,936.2559,759.976,42.85,547.60236,397.25946,True,9.35988,-32.11889,173038.42,212.37364,0.4189424,-71655760000.0,76206,
,2923459600.0,1.647544e+20,-41.374016,,-175028.75,1.0,23,114.307236,[-0.023  0.142 -0.087 -0.021 -0.026  0.359  0.013 -0.47   0.     0.  0.   ],2300,0.021395352,2.0,100.0,173.81894,1.0,100,-1.0,100.0,1027214.6,1.0,1,9.359914,394.92396392063836,67.96214771270752,10476.657,102189.54,772.50183,42.61,551.39685,394.92395,True,9.359914,-41.374016,169031.08,221.10501,0.4189424,-76986836000000.0,80467,
,1373846.6,122044024.0,-39.2475,,-191008.19,1.0,24,115.756424,[-0.033  0.137 -0.094 -0.016 -0.021  0.315  0.03  -0.509  0.     0.  0.   ],2400,0.16771518,2.0,100.0,174.72375,1.0,100,-1.0,100.0,140.1994,1.0,1,9.359928,414.29800701675515,72.58350372314453,5.239426,18.052755,770.4477,44.69,530.8734,414.298,True,9.359928,-39.2475,185042.38,239.57425,0.4189424,-67280150.0,84936,
,111405270000.0,2.1578902e+36,-53.593338,,-219712.03,1.0,25,144.80214,[-0.027  0.131 -0.093 -0.017 -0.021  0.336  0.01  -0.503  0.     0.  0.   ],2500,0.0043979166,2.0,100.0,196.18373,1.0,100,-1.0,100.0,38862200.0,1.0,1,9.359941,434.89405403139773,76.89335656166077,424879.3,3874008.0,977.9236,46.91,739.21326,434.89407,True,9.359941,-53.593338,210100.48,238.71031,0.4189424,-1.4119097e+22,89627,
,1056323600.0,1.3359719e+24,-41.419666,,-158045.62,1.0,26,115.23476,[-0.041  0.131 -0.108  0.048  0.045  0.369 -0.037 -0.559  0.     0.  0.   ],2600,0.01983697,2.0,100.0,161.5686,1.0,100,-1.0,100.0,695310.75,1.0,1,9.35979,372.7366039060585,80.67520070075989,7566.037,69299.28,761.8888,40.26,550.7208,372.7366,True,9.35979,-41.419666,152211.62,211.168,0.4189424,-6743173000000000.0,93653,
,2804256.8,9529619000000000.0,-34.276157,,-179900.53,1.0,27,103.389534,[-0.041  0.133 -0.108  0.028  0.023  0.332  0.003 -0.554  0.     0.  0.   ],2700,0.046475388,2.0,100.0,184.75772,1.0,100,-1.0,100.0,194.09888,1.0,1,9.359951,406.0412403189212,85.47662115097046,11.528159,31.817017,657.25793,43.81,435.97443,406.0412,True,9.359951,-34.276157,175558.88,221.28352,0.4189424,-423832980000.0,98034,
,33291414.0,167222240000000.0,-39.603603,,-197820.05,1.0,28,132.03114,[-0.053  0.126 -0.115  0.044  0.04   0.344 -0.052 -0.556  0.     0.  0.   ],2800,0.04037328,2.0,100.0,205.1689,1.0,100,-1.0,100.0,11732.222,1.0,1,9.359764,416.55053253119,90.25901770591736,133.19704,1166.2545,826.9833,44.95,615.6017,416.55054,True,9.359764,-39.603603,190946.56,211.38162,0.4189424,-88917140000.0,102529,
,17584520000.0,2.1660116e+34,-38.185947,,-162174.81,1.0,29,104.58421,[-0.044  0.127 -0.113  0.009  0.004  0.366 -0.063 -0.529  0.     0.  0.   ],2900,0.05314301,2.0,100.0,170.43799,1.0,100,-1.0,100.0,4726927.0,1.0,1,9.359725,382.0269015025584,94.58923673629761,49602.305,470305.16,725.66284,41.24,514.0739,382.0269,True,9.359725,-38.185947,156882.4,211.58891,0.4189424,-7.789016e+20,106653,
,229586480.0,2707017200000.0,-41.395645,,-169060.36,1.0,30,114.36451,[-0.053  0.124 -0.12   0.019  0.014  0.387 -0.117 -0.513  0.     0.  0.   ],3000,0.050163966,2.0,100.0,172.95753,1.0,100,-1.0,100.0,126221.83,1.0,1,9.359927,384.10796311010154,98.56872963905334,1294.5159,12556.491,916.50757,41.55,705.3572,384.10797,True,9.359927,-41.395645,160618.16,211.15042,0.4189424,-14119515000.0,110808,
,4006995.5,1008414360000.0,-47.481636,,-175687.81,1.0,31,117.43543,[-0.054  0.123 -0.119  0.017  0.012  0.366 -0.095 -0.52   0.     0.  0.   ],3100,0.019015994,2.0,100.0,190.03598,1.0,100,-1.0,100.0,436.65005,1.0,1,9.359938,392.30942549588656,103.1220908164978,16.203283,55.451187,891.6277,42.4,689.35425,392.30942,True,9.359938,-47.481636,167697.75,202.27347,0.4189424,-8027602000.0,115048,
,5261082600.0,2.0855714e+36,-36.458385,,-192561.2,1.0,32,127.096176,[-0.059  0.124 -0.122  0.026  0.021  0.345 -0.08  -0.531  0.     0.  0.   ],3200,0.030382954,2.0,100.0,173.557,1.0,100,-1.0,100.0,1268010.2,1.0,1,9.359971,412.2780234966449,108.3411192893982,17934.992,131574.9,800.1476,44.48,561.4266,412.278,True,9.359971,-36.458385,186126.58,238.72101,0.4189424,-9.292554e+21,119496,
,1734178.9,108366340.0,-34.476814,,-168230.0,1.0,33,100.1702,[-0.056  0.125 -0.126  0.001 -0.004  0.382 -0.115 -0.52   0.     0.  0.   ],3300,0.07871784,2.0,100.0,179.9521,1.0,100,-1.0,100.0,121.505226,1.0,1,9.3599205,391.2668394751274,113.64475965499878,7.4938807,17.941603,712.78284,42.29,501.4681,391.26685,True,9.3599205,-34.476814,163123.8,211.31473,0.4189424,-54889176.0,123725,
,174876180.0,73153675000.0,-35.785366,,-144692.12,1.0,34,108.043495,[-0.047  0.128 -0.125  0.041  0.035  0.408 -0.11  -0.522  0.     0.  0.   ],3400,0.054596193,2.0,100.0,155.11064,1.0,100,-1.0,100.0,117767.98,1.0,1,9.359644,357.2102483864872,119.20410346984863,1240.371,11724.085,734.32935,38.63,532.22974,357.21024,True,9.359644,-35.785366,139272.56,202.09961,0.4189424,-1640701400.0,127588,
,24427338.0,33694962000.0,-42.912846,,-172970.94,1.0,35,113.4122,[-0.049  0.129 -0.127  0.037  0.031  0.396 -0.094 -0.544  0.     0.  0.   ],3500,0.05812754,2.0,100.0,158.9762,1.0,100,-1.0,100.0,7237.8345,1.0,1,9.35993,389.86344350445825,125.09482192993164,75.283066,719.8887,898.5774,42.13,667.6902,389.86346,True,9.35993,-42.912846,164855.83,230.88724,0.4189424,-1514048600.0,131801,
,98916500.0,1.1365145e+23,-39.08657,,-209709.61,1.0,36,132.95927,[-0.045  0.111 -0.126  0.029  0.018  0.341 -0.103 -0.53   0.     0.  0.   ],3600,0.0017205351,2.0,100.0,180.44421,1.0,100,-1.0,100.0,8356.828,1.0,1,9.359933,429.9354141047547,131.430655002594,298.68146,1253.7255,845.63293,46.43,596.1417,429.93542,True,9.359933,-39.08657,202522.62,249.49118,0.4189424,-2422889800000000.0,136444,
,53599416.0,8.194787e+21,-36.34723,,-166294.0,1.0,37,103.814445,[-0.041  0.106 -0.13   0.001 -0.012  0.369 -0.137 -0.544  0.     0.  0.   ],3700,0.13297155,2.0,100.0,148.45789,1.0,100,-1.0,100.0,8972.239,1.0,1,9.359863,387.6086233008335,137.62707614898682,150.91669,961.0215,724.54645,41.9,485.39572,387.60864,True,9.359863,-36.34723,161017.88,239.15073,0.4189424,-477621400000000.0,140634,
,4195119.5,13614324000.0,-36.31177,,-158946.28,1.0,38,101.07158,[-0.048  0.117 -0.136  0.002 -0.012  0.424 -0.155 -0.564  0.     0.  0.   ],3800,0.14767483,2.0,100.0,168.28906,1.0,100,-1.0,100.0,850.6512,1.0,1,9.359814,379.27927322286456,143.0113663673401,28.531883,106.03829,696.6778,40.98,485.6876,379.2793,True,9.359814,-36.31177,154068.22,210.9902,0.4189424,-573368260.0,144732,
,17602428.0,45769236000.0,-31.596237,,-149601.03,1.0,39,86.33588,[-0.048  0.119 -0.136 -0.001 -0.014  0.409 -0.131 -0.576  0.     0.  0.   ],3900,0.14905179,2.0,100.0,151.31953,1.0,100,-1.0,100.0,7195.3022,1.0,1,9.35921,372.12910773285205,148.63577222824097,148.02824,959.4951,604.0443,40.21,383.23474,372.1291,True,9.35921,-31.596237,145933.95,220.80959,0.4189424,-802127500.0,148753,
,1697106300.0,4.6988412e+19,-56.67291,,-210204.23,1.0,40,148.1053,[-0.049  0.122 -0.138 -0.002 -0.015  0.4   -0.107 -0.594  0.     0.  0.   ],4000,0.008709312,2.0,100.0,177.46133,1.0,100,-1.0,100.0,500326.62,1.0,1,9.359974,416.58667041078394,155.25227570533752,7907.034,52861.035,1210.4031,44.99,971.2777,416.58667,True,9.359974,-56.67291,195479.64,239.12534,0.4189424,-100935775000000.0,153252,
,45911904.0,1.5590475e+16,-48.40575,,-196476.47,1.0,41,131.32669,[-0.05   0.127 -0.139  0.029  0.016  0.396 -0.069 -0.618  0.     0.  0.   ],4100,0.1580809,2.0,100.0,161.98993,1.0,100,-1.0,100.0,10509.958,1.0,1,9.359994,410.4343594060034,161.29679942131042,126.4668,1048.3132,1035.3452,44.3,786.90076,410.43433,True,9.359994,-48.40575,185703.05,248.44443,0.4189424,-1345232200000.0,157682,
,2245077.0,1624802600.0,-38.044773,,-204736.16,1.0,42,139.29276,[-0.042  0.125 -0.141 -0.004 -0.017  0.425 -0.098 -0.623  0.     0.  0.   ],4200,0.16901188,2.0,100.0,209.1197,1.0,100,-1.0,100.0,241.0877,1.0,1,9.359914,420.65370467177394,167.58933401107788,8.271649,31.341839,913.35046,45.4,701.81647,420.6537,True,9.359914,-38.044773,196352.02,211.53401,0.4189424,-340199100.0,162222,
,1117135400.0,3.88569e+22,-44.394005,,-205610.9,1.0,43,135.32445,[-0.043  0.123 -0.141 -0.007 -0.022  0.414 -0.082 -0.646  0.     0.  0.   ],4300,0.04493822,2.0,100.0,203.3693,1.0,100,-1.0,100.0,493308.78,1.0,1,9.359801,423.80630072166497,175.10322332382202,5104.4707,49077.914,874.5211,45.72,654.0841,423.80634,True,9.359801,-44.394005,197924.48,220.43701,0.4189424,-1515156100000000.0,166794,
,17868788.0,3009191000000.0,-46.514477,,-233986.89,1.0,44,150.28752,[-0.059  0.122 -0.147 -0.027 -0.041  0.368 -0.067 -0.668  0.     0.  0.   ],4400,0.0029928442,2.0,100.0,202.57985,1.0,100,-1.0,100.0,1618.402,1.0,1,9.359741,450.9378529981591,181.91739082336426,43.468796,182.82918,895.2767,48.63,646.9187,450.93787,True,9.359741,-46.514477,225931.28,248.358,0.4189424,-13991902000.0,171657,
,1385161.2,280190140.0,-37.58859,,-211773.56,1.0,45,130.17049,[-0.058  0.12  -0.148  0.013 -0.001  0.377 -0.086 -0.655  0.     0.  0.   ],4500,0.15829904,2.0,100.0,203.90703,1.0,100,-1.0,100.0,177.48235,1.0,1,9.359963,433.31377952541885,188.7454183101654,5.6066694,20.185879,838.62537,46.76,609.2186,433.31384,True,9.359963,-37.58859,204705.19,229.40675,0.4189424,-119701530.0,176333,
,3197030.2,98901610.0,-56.618164,,-262900.03,1.0,46,177.11853,[-0.057  0.12  -0.147  0.017  0.003  0.365 -0.064 -0.672  0.     0.  0.   ],4600,0.037755407,2.0,100.0,239.75343,1.0,100,-1.0,100.0,194.65427,1.0,1,9.359928,469.4224060181329,195.30425238609314,7.9451876,22.128315,1054.3065,50.66,824.6376,469.42242,True,9.359928,-56.618164,251728.38,229.66898,0.4189424,-114298000.0,181399,
,1534016100.0,2.2693777e+23,-55.94968,,-266451.38,1.0,47,181.65575,[-0.063  0.115 -0.151 -0.021 -0.034  0.336 -0.076 -0.663  0.     0.  0.   ],4700,0.006164106,2.0,100.0,223.92604,1.0,100,-1.0,100.0,167945.52,1.0,1,9.359961,472.101338802266,201.52075719833374,3204.2507,17318.398,1025.6633,50.9,777.48804,472.10132,True,9.359961,-55.94968,255878.48,248.1753,0.4189424,-5036694700000000.0,186489,
,483064600000.0,4.2631945e+24,-53.227673,,-277728.22,1.0,48,175.13277,[-0.099  0.132 -0.169  0.035  0.021  0.312 -0.106 -0.585  0.     0.  0.   ],4800,0.062340822,2.0,100.0,238.31712,1.0,100,-1.0,100.0,83073570.0,1.0,1,9.359963,486.87488485589137,208.89560961723328,1092273.2,8635885.0,997.9654,52.53,749.40765,486.87488,True,9.359963,-53.227673,267718.66,248.55775,0.4189424,-2.0667649e+16,191742,
,33355457000.0,5.2635893e+24,-50.27372,,-284374.53,1.0,49,173.30164,[-0.109  0.138 -0.18   0.018  0.005  0.304 -0.084 -0.636  0.     0.  0.   ],4900,0.04420171,2.0,100.0,245.63748,1.0,100,-1.0,100.0,3752381.8,1.0,1,9.35985,493.53219663115885,215.78150367736816,40150.246,373408.72,1035.0388,53.23,787.1441,493.53223,True,9.35985,-50.27372,273607.47,247.89471,0.4189424,-2.4702294e+16,197065,
,271456260.0,17797282000.0,-40.1901,,-229192.19,1.0,50,142.34618,[-0.135  0.111 -0.187  0.051  0.038  0.244 -0.168 -0.598  0.     0.  0.   ],5000,0.26964888,2.0,100.0,225.69377,1.0,100,-1.0,100.0,148870.98,1.0,1,9.359953,446.6626238275655,221.51311826705933,1541.1511,14810.953,968.2461,48.24,747.2772,446.66263,True,9.359953,-40.1901,219769.92,220.96886,0.4189424,-1528443100.0,201889,
,55784150000.0,6.944225e+30,-50.804535,,-325778.88,1.0,51,200.87318,[-0.142  0.113 -0.19   0.049  0.037  0.231 -0.152 -0.62   0.     0.  0.   ],5100,0.13847941,2.0,100.0,290.6457,1.0,100,-1.0,100.0,18199552.0,1.0,1,9.359866,520.5184863977344,229.1650002002716,188564.58,1810613.2,1200.6941,56.16,970.8213,520.5185,True,9.359866,-50.804535,311289.53,229.87282,0.4189424,-3.8182032e+19,207505,
,7329484.5,32509740000.0,-57.462303,,-396359.9,1.0,52,219.83568,[-0.189  0.111 -0.205 -0.019 -0.034  0.194 -0.189 -0.647  0.     0.  0.   ],5200,0.034796774,2.0,100.0,318.47614,1.0,100,-1.0,100.0,591.7788,1.0,1,9.35998,576.9901455219035,238.26854467391968,17.510393,67.79288,1226.3262,62.28,967.81213,576.9901,True,9.35998,-57.462303,381245.34,258.51404,0.4189424,-2732546800.0,213733,
,6793216.0,187075070000.0,-66.890366,,-478221.38,1.0,53,226.89922,[-0.197  0.113 -0.207 -0.015 -0.029  0.177 -0.174 -0.666  0.     0.  0.   ],5300,0.22520125,2.0,100.0,391.59357,1.0,100,-1.0,100.0,558.0793,1.0,1,9.359967,639.9004012205509,250.02622151374817,11.395419,57.538292,1310.6866,69.12,1062.3798,639.9004,True,9.359967,-66.890366,460955.78,248.30688,0.4189424,-7474514000.0,220645,
,24308853000.0,3.517998e+29,-70.292366,,-581042.4,1.0,54,248.30415,[-0.207  0.108 -0.206 -0.004 -0.019  0.152 -0.169 -0.665  0.     0.  0.   ],5400,0.08131582,2.0,100.0,371.39294,1.0,100,-1.0,100.0,1694831.5,1.0,1,9.359969,705.4676546440319,262.20215249061584,29218.182,179044.81,1469.4854,76.18,1135.4106,705.46765,True,9.359969,-70.292366,559339.6,334.0747,0.4189424,-1.2872436e+19,228263,
,120522390.0,1074717800000.0,-89.71909,,-539151.4,1.0,55,234.71638,[-0.209  0.106 -0.204  0.024  0.01   0.117 -0.136 -0.664  0.     0.  0.   ],5500,0.03544709,2.0,100.0,388.0512,1.0,100,-1.0,100.0,10829.607,1.0,1,9.359921,682.0976840528075,272.86613845825195,177.41875,1085.1891,1367.7723,73.67,1073.7258,682.09766,True,9.359921,-89.71909,520349.03,294.04645,0.4189424,-19612561000.0,235630,
,6035768000.0,5.1887047e+35,-66.956764,,-549295.25,1.0,56,238.6353,[-0.216  0.108 -0.206 -0.013 -0.029  0.126 -0.158 -0.643  0.     0.  0.   ],5600,0.30605265,2.0,100.0,403.97418,1.0,100,-1.0,100.0,420168.06,1.0,1,9.359975,688.9725237207041,283.7140734195709,4332.13,41797.027,1325.7705,74.53,1040.7722,688.9725,True,9.359975,-66.956764,531629.94,284.99835,0.4189424,-1.2724729e+22,243083,
,143301680.0,6370199300000.0,-65.33557,,-625068.7,1.0,57,269.5084,[-0.231  0.11  -0.21  -0.001 -0.018  0.106 -0.153 -0.651  0.     0.  0.   ],5700,0.11816678,2.0,100.0,471.20038,1.0,100,-1.0,100.0,9837.477,1.0,1,9.359935,728.1093073451926,294.47599720954895,134.05235,981.88043,1489.2599,78.63,1232.351,728.1093,True,9.359935,-65.33557,602777.94,256.9089,0.4189424,-56403325000.0,250946,
,1530703600.0,1.9723438e+22,-70.335144,,-538132.0,1.0,58,234.5201,[-0.246  0.115 -0.212  0.003 -0.014  0.091 -0.137 -0.667  0.     0.  0.   ],5800,0.108106345,2.0,100.0,384.7218,1.0,100,-1.0,100.0,86448.97,1.0,1,9.35972,679.990737900982,305.162486076355,998.62866,8639.323,1436.6914,73.38,1141.4225,679.9907,True,9.35972,-70.335144,517387.1,295.26895,0.4189424,-2913405700000000.0,258284,
