eRenyi2,VarNormIw,VarJ,MinVanillaIw,AvgDiscRet,ESSClassic,MaxVanillaIw,VarVanillaIw,Bound,AvgNormIw,MaxNormIw,AvgRet,AvgVanillaIw,J,ESSRenyi,MinNormIw,VarRet,AvgEpLen,VarDiscRet,BatchSize
1.0,3.5044917e-18,9.737742,1.0,-2.4336088699783433e-15,100.0,1.0,,-0.8230993,0.009999998,0.01,-12.604487580638988,1.0,8.195639e-08,100.0,0.01,95.78143298269234,200.0,95.78143298269234,100
1.0,3.5044917e-18,9.824413,1.0,1.438849039914203e-15,100.0,1.0,,-0.8304254,0.009999998,0.01,-11.938862870002522,1.0,-2.9802322e-08,100.0,0.01,97.49403259307945,200.0,97.49403259307945,100
1.0,3.5044917e-18,10.138302,1.0,2.5135449277513545e-15,100.0,1.0,,-0.8569573,0.009999998,0.01,-12.32776664620173,1.0,4.4703484e-08,100.0,0.01,103.8234139315817,200.0,103.8234139315817,100
1.0,3.5044917e-18,9.660947,1.0,-1.7408297026122454e-15,100.0,1.0,,-0.81660813,0.009999998,0.01,-10.51381353167503,1.0,4.4703484e-08,100.0,0.01,94.27667333281346,200.0,94.27667333281347,100
1.0,3.5044917e-18,8.717156,1.0,3.375077994860476e-16,100.0,1.0,,-0.7368325,0.009999998,0.01,-9.715160965286447,1.0,4.4703484e-08,100.0,0.01,76.75638153123731,200.0,76.75638153123731,100
1.0,3.5044917e-18,9.732359,1.0,9.414691248821328e-16,100.0,1.0,,-0.8226441,0.009999998,0.01,-12.523760722248431,1.0,-5.9604645e-08,100.0,0.01,95.67557171228445,200.0,95.67557171228445,100
1.0,3.5044917e-18,9.703537,1.0,1.509903313490213e-16,100.0,1.0,,-0.820208,0.009999998,0.01,-10.9388895266796,1.0,3.1664968e-08,100.0,0.01,95.10971569330445,200.0,95.10971569330445,100
1.0,3.5044917e-18,9.2512455,1.0,-8.881784197001252e-16,100.0,1.0,,-0.7819772,0.009999998,0.01,-10.807466150886828,1.0,-1.8626451e-08,100.0,0.01,86.45004783188772,200.0,86.45004783188772,100
1.0,3.5044917e-18,9.96445,1.0,-7.105427357601002e-17,100.0,1.0,,-0.8422621,0.009999998,0.01,-12.476009794063202,1.0,7.450581e-09,100.0,0.01,100.29319970730874,200.0,100.29319970730874,100
1.0,3.5044917e-18,9.471325,1.0,7.815970093361102e-16,100.0,1.0,,-0.80057997,0.009999998,0.01,-11.321809891325678,1.0,-7.4505806e-08,100.0,0.01,90.61211660528372,200.0,90.61211660528372,100
1.0,3.5044917e-18,10.069669,1.0,-1.1723955140041654e-15,100.0,1.0,,-0.851156,0.009999998,0.01,-10.076195253202167,1.0,1.7881393e-07,100.0,0.01,102.42245666308007,200.0,102.42245666308007,100
1.0,3.5044917e-18,9.820575,1.0,-1.6342482922482305e-15,100.0,1.0,,-0.83010095,0.009999998,0.01,-10.782873689010836,1.0,-5.9604645e-08,100.0,0.01,97.41785868262444,200.0,97.41785868262446,100
1.0,3.5044917e-18,9.425606,1.0,-4.796163466380677e-16,100.0,1.0,,-0.79671544,0.009999998,0.01,-10.98147790394886,1.0,-9.126961e-08,100.0,0.01,89.73943805298505,200.0,89.73943805298505,100
1.0,3.5044917e-18,10.1206455,1.0,-3.019806626980426e-16,100.0,1.0,,-0.8554649,0.009999998,0.01,-11.740183881588631,1.0,-8.940697e-08,100.0,0.01,103.4620978603022,200.0,103.4620978603022,100
1.0,3.5044917e-18,9.484379,1.0,1.2434497875801754e-16,100.0,1.0,,-0.80168325,0.009999998,0.01,-11.391652554538064,1.0,-1.4901161e-08,100.0,0.01,90.86206160498162,200.0,90.86206160498162,100
1.0,3.5044917e-18,10.002767,1.0,-2.6290081223123707e-15,100.0,1.0,,-0.845501,0.009999998,0.01,-11.264644209613696,1.0,-8.195639e-08,100.0,0.01,101.06599792147355,200.0,101.06599792147352,100
1.0,3.5044917e-18,9.366687,1.0,-6.394884621840901e-16,100.0,1.0,,-0.7917353,0.009999998,0.01,-11.948037493422213,1.0,-2.9802322e-08,100.0,0.01,88.62103555072487,200.0,88.62103555072487,100
1.0,3.5044917e-18,9.433098,1.0,-3.268496584496461e-15,100.0,1.0,,-0.79734874,0.009999998,0.01,-12.820416532108903,1.0,-2.9802322e-08,100.0,0.01,89.88216581693317,200.0,89.88216581693317,100
1.0,3.5044917e-18,9.147983,1.0,-5.329070518200751e-16,100.0,1.0,,-0.77324873,0.009999998,0.01,-10.63742499216139,1.0,-1.3411045e-07,100.0,0.01,84.53089305496412,200.0,84.53089305496412,100
1.0,3.5044917e-18,9.943573,1.0,9.059419880941278e-16,100.0,1.0,,-0.8404975,0.009999998,0.01,-12.079109073043185,1.0,,100.0,0.01,99.8733743208592,200.0,99.87337432085921,100
1.0,3.5044917e-18,9.873194,1.0,-1.1368683772161603e-15,100.0,1.0,,-0.8345487,0.009999998,0.01,-13.338520031526004,1.0,-5.9604645e-08,100.0,0.01,98.46460353373318,200.0,98.4646035337332,100
1.0,3.5044917e-18,10.179957,1.0,2.291500322826323e-15,100.0,1.0,,-0.8604781,0.009999998,0.01,-12.070758582012175,1.0,-7.4505806e-08,100.0,0.01,104.67831635331225,200.0,104.67831635331225,100
1.0,3.5044917e-18,9.542523,1.0,-2.3980817331903383e-15,100.0,1.0,,-0.80659807,0.009999998,0.01,-11.937833456058,1.0,8.940697e-08,100.0,0.01,91.97954243399815,200.0,91.97954243399816,100
1.0,3.5044917e-18,9.600209,1.0,-1.0036416142611414e-15,100.0,1.0,,-0.8114739,0.009999998,0.01,-12.237298989136029,1.0,-1.3783574e-07,100.0,0.01,93.09498076928315,200.0,93.09498076928317,100
1.0,3.5044917e-18,9.22472,1.0,6.750155989720952e-16,100.0,1.0,,-0.77973527,0.009999998,0.01,-9.95191603489521,1.0,5.9604645e-08,100.0,0.01,85.95501675301051,200.0,85.95501675301051,100
1.0,3.5044917e-18,9.564529,1.0,-2.877698079828406e-15,100.0,1.0,,-0.8084582,0.009999998,0.01,-11.756095982150825,1.0,-8.940697e-08,100.0,0.01,92.40426603677506,200.0,92.40426603677506,100
1.0,3.5044917e-18,9.118416,1.0,3.907985046680551e-16,100.0,1.0,,-0.7707497,0.009999998,0.01,-9.671936053101804,1.0,8.940697e-08,100.0,0.01,83.98536802515247,200.0,83.98536802515247,100
1.0,3.5044917e-18,9.751861,1.0,1.3500311979441904e-15,100.0,1.0,,-0.8242926,0.009999998,0.01,-11.643017915578953,1.0,1.3411045e-07,100.0,0.01,96.0593738101339,200.0,96.0593738101339,100
1.0,3.5044917e-18,9.463484,1.0,6.927791673660977e-16,100.0,1.0,,-0.79991716,0.009999998,0.01,-11.859114177021468,1.0,4.4703484e-08,100.0,0.01,90.46213647032528,200.0,90.46213647032528,100
1.0,3.5044917e-18,9.798834,1.0,1.723066134218243e-15,100.0,1.0,,-0.8282632,0.009999998,0.01,-10.96985598463772,1.0,-5.9604645e-08,100.0,0.01,96.98703255978849,200.0,96.98703255978845,100
1.0,3.5044917e-18,9.801165,1.0,-7.105427357601002e-16,100.0,1.0,,-0.82846,0.009999998,0.01,-11.833760727125345,1.0,-5.9604645e-08,100.0,0.01,97.03317000293433,200.0,97.03317000293433,100
1.0,3.5044917e-18,9.555702,1.0,-1.7053025658242404e-15,100.0,1.0,,-0.8077121,0.009999998,0.01,-11.201329742085552,1.0,-4.4703484e-08,100.0,0.01,92.23378503861223,200.0,92.23378503861223,100
1.0,3.5044917e-18,10.188658,1.0,-3.606004383982508e-15,100.0,1.0,,-0.8612137,0.009999998,0.01,-12.693097621949862,1.0,-1.4901161e-08,100.0,0.01,104.85731453825633,200.0,104.85731453825633,100
1.0,3.5044917e-18,10.216726,1.0,-2.415845301584341e-15,100.0,1.0,,-0.8635862,0.009999998,0.01,-11.44513715876295,1.0,3.7252903e-08,100.0,0.01,105.43585680992899,200.0,105.43585680992899,100
1.0,3.5044917e-18,9.488425,1.0,1.4210854715202004e-16,100.0,1.0,,-0.8020254,0.009999998,0.01,-11.88126082002767,1.0,-5.9604645e-08,100.0,0.01,90.93962301833656,200.0,90.93962301833656,100
