eRenyi2,VarNormIw,VarJ,MinVanillaIw,AvgDiscRet,ESSClassic,MaxVanillaIw,VarVanillaIw,Bound,AvgNormIw,MaxNormIw,AvgRet,AvgVanillaIw,J,ESSRenyi,MinNormIw,VarRet,AvgEpLen,VarDiscRet,BatchSize
699.9625,0.0049621076,51.018803,,-1.0913936421275138e-13,1.995017175891385,664.88763,7959.1035,16752.988,0.01,0.52498794,-1704.5819581729843,12.664817,1697.7007,0.1428647913453793,,4553425.762000742,200.0,4553425.762000742,100
9.323524e+16,0.0100000035,,,2.3270274596143282e-15,1.0,1.3185495e+17,1.738572e+32,1.5295375e+16,0.01,1.0,-12.623754393443226,1318549500000000.0,11.600153,1.0725558740680616e-15,,100.60849968634703,200.0,100.608499686347,100
1.0,3.5044917e-18,10.279853,1.0,-8.881784197001252e-16,100.0,1.0,,-0.8689221,0.009999998,0.01,-12.584397944046245,1.0,-9.685755e-08,100.0,0.01,106.74280793916203,200.0,106.74280793916208,100
1.0,3.5044917e-18,9.416642,1.0,-1.2079226507921704e-15,100.0,1.0,,-0.7959579,0.009999998,0.01,-11.089982299463195,1.0,-5.9604645e-08,100.0,0.01,89.56884926803859,200.0,89.56884926803858,100
1.0,3.5044917e-18,9.817246,1.0,-1.8118839761882555e-15,100.0,1.0,,-0.82981956,0.009999998,0.01,-12.678393003117662,1.0,2.9802322e-08,100.0,0.01,97.35183973989653,200.0,97.35183973989655,100
1.0,3.5044917e-18,9.906184,1.0,9.947598300641404e-16,100.0,1.0,,-0.8373371,0.009999998,0.01,-12.715279631093553,1.0,5.9604645e-08,100.0,0.01,99.12372599727075,200.0,99.12372599727077,100
1.0,3.5044917e-18,9.919217,1.0,-2.1316282072803005e-16,100.0,1.0,,-0.8384388,0.009999998,0.01,-11.747435587677511,1.0,1.3411045e-07,100.0,0.01,99.38471860397006,200.0,99.38471860397006,100
1.0,3.5044917e-18,10.1135235,1.0,1.8562928971732616e-15,100.0,1.0,,-0.8548627,0.009999998,0.01,-13.472172599119036,1.0,-1.4901161e-08,100.0,0.01,103.3165268004618,200.0,103.3165268004618,100
1.0,3.5044917e-18,9.947382,1.0,2.9487523534044156e-15,100.0,1.0,,-0.84081936,0.009999998,0.01,-11.415234380857774,1.0,2.9802322e-08,100.0,0.01,99.94990896273201,200.0,99.94990896273202,100
1.0,3.5044917e-18,9.889066,1.0,1.0480505352461477e-15,100.0,1.0,,-0.83589005,0.009999998,0.01,-11.981176096473273,1.0,-8.940697e-08,100.0,0.01,98.78143429764032,200.0,98.78143429764032,100
1.0,3.5044917e-18,10.364869,1.0,6.927791673660977e-16,100.0,1.0,,-0.8761083,0.009999998,0.01,-12.733163703268596,1.0,,100.0,0.01,108.51567040877828,200.0,108.51567040877828,100
1.0,3.5044917e-18,10.340255,1.0,3.783640067922533e-15,100.0,1.0,,-0.8740278,0.009999998,0.01,-11.583239601361672,1.0,1.1920929e-07,100.0,0.01,108.00087721705982,200.0,108.00087721705985,100
1.0,3.5044917e-18,9.955507,1.0,8.881784197001252e-16,100.0,1.0,,-0.84150636,0.009999998,0.01,-12.351554765466451,1.0,1.0430813e-07,100.0,0.01,100.11326700696826,200.0,100.11326700696826,100
1.0,3.5044917e-18,9.961127,1.0,7.105427357601002e-16,100.0,1.0,,-0.8419813,0.009999998,0.01,-11.7421737546609,1.0,-2.0116568e-07,100.0,0.01,100.22631080313813,200.0,100.22631080313813,100
1.0,3.5044917e-18,10.1028595,1.0,-7.105427357601002e-16,100.0,1.0,,-0.85396147,0.009999998,0.01,-11.856462404423164,1.0,-1.1920929e-07,100.0,0.01,103.09876382123974,200.0,103.09876382123974,100
1.0,3.5044917e-18,10.219553,1.0,8.348877145181177e-16,100.0,1.0,,-0.863825,0.009999998,0.01,-11.560744279853134,1.0,8.940697e-08,100.0,0.01,105.49419742310442,200.0,105.4941974231044,100
1.0,3.5044917e-18,9.653846,1.0,5.329070518200751e-16,100.0,1.0,,-0.81600773,0.009999998,0.01,-12.35071730995765,1.0,2.2351742e-08,100.0,0.01,94.13812198190136,200.0,94.13812198190136,100
1.0,3.5044917e-18,9.993969,1.0,-6.039613253960852e-16,100.0,1.0,,-0.8447573,0.009999998,0.01,-11.898593754064088,1.0,-8.940697e-08,100.0,0.01,100.88829691547768,200.0,100.88829691547768,100
1.0,3.5044917e-18,9.863388,1.0,-1.0835776720341528e-15,100.0,1.0,,-0.8337197,0.009999998,0.01,-12.509702205791138,1.0,-1.2665987e-07,100.0,0.01,98.269117900697,200.0,98.269117900697,100
1.0,3.5044917e-18,10.160281,1.0,1.6875389974302379e-15,100.0,1.0,,-0.85881513,0.009999998,0.01,-10.384263601302465,1.0,2.9802322e-08,100.0,0.01,104.27405350578063,200.0,104.27405350578063,100
1.0,3.5044917e-18,9.894172,1.0,3.126388037344441e-15,100.0,1.0,,-0.8363217,0.009999998,0.01,-13.150183302667124,1.0,-5.9604645e-08,100.0,0.01,98.88346531766898,200.0,98.88346531766898,100
1.0,3.5044917e-18,9.954926,1.0,2.9487523534044156e-15,100.0,1.0,,-0.8414571,0.009999998,0.01,-13.431239004450225,1.0,-1.7881393e-07,100.0,0.01,100.10155858069353,200.0,100.10155858069352,100
1.0,3.5044917e-18,8.937103,1.0,-1.5099033134902129e-15,100.0,1.0,,-0.75542396,0.009999998,0.01,-9.94885740876296,1.0,,100.0,0.01,80.6786054417333,200.0,80.67860544173332,100
1.0,3.5044917e-18,9.9734535,1.0,-1.900701818158268e-15,100.0,1.0,,-0.843023,0.009999998,0.01,-11.696268965926896,1.0,,100.0,0.01,100.4745277945724,200.0,100.4745277945724,100
1.0,3.5044917e-18,9.61148,1.0,-1.3855583347321954e-15,100.0,1.0,,-0.81242675,0.009999998,0.01,-11.953891628544559,1.0,2.9802322e-08,100.0,0.01,93.3136775758357,200.0,93.31367757583571,100
1.0,3.5044917e-18,9.247467,1.0,8.348877145181177e-16,100.0,1.0,,-0.78165793,0.009999998,0.01,-9.695227371086688,1.0,-2.9802322e-08,100.0,0.01,86.37944244476007,200.0,86.37944244476007,100
1.0,3.5044917e-18,9.938584,1.0,6.750155989720952e-16,100.0,1.0,,-0.8400758,0.009999998,0.01,-12.097042708405207,1.0,-2.6077032e-08,100.0,0.01,99.77319854615872,200.0,99.77319854615872,100
1.0,3.5044917e-18,9.906578,1.0,-1.8474111129762605e-15,100.0,1.0,,-0.8373705,0.009999998,0.01,-11.304311730748113,1.0,-7.4505806e-08,100.0,0.01,99.13161721018056,200.0,99.13161721018056,100
1.0,3.5044917e-18,9.302191,1.0,-3.517186542012496e-15,100.0,1.0,,-0.7862837,0.009999998,0.01,-12.000900716728928,1.0,,100.0,0.01,87.40480319798806,200.0,87.40480319798804,100
1.0,3.5044917e-18,9.25626,1.0,5.151434834260726e-16,100.0,1.0,,-0.78240114,0.009999998,0.01,-10.992099854555626,1.0,1.4901161e-08,100.0,0.01,86.54378794522916,200.0,86.54378794522916,100
1.0,3.5044917e-18,10.534055,1.0,6.394884621840901e-16,100.0,1.0,,-0.89040893,0.009999998,0.01,-13.286116917912342,1.0,,100.0,0.01,112.08717757332393,200.0,112.08717757332393,100
1.0,3.5044917e-18,10.206205,1.0,-2.3270274596143282e-15,100.0,1.0,,-0.86269695,0.009999998,0.01,-13.549603798823139,1.0,-7.4505806e-08,100.0,0.01,105.2188232415517,200.0,105.2188232415517,100
1.0,3.5044917e-18,9.837069,1.0,-1.2434497875801752e-15,100.0,1.0,,-0.83149487,0.009999998,0.01,-11.102531688274299,1.0,8.195639e-08,100.0,0.01,97.74536644288061,200.0,97.74536644288064,100
1.0,3.5044917e-18,9.690645,1.0,3.019806626980426e-16,100.0,1.0,,-0.8191182,0.009999998,0.01,-12.88161437034887,1.0,2.2351742e-08,100.0,0.01,94.85716762841422,200.0,94.85716762841422,100
1.0,3.5044917e-18,10.089891,1.0,1.8829382497642656e-15,100.0,1.0,,-0.8528653,0.009999998,0.01,-11.55440063050537,1.0,6.7055225e-08,100.0,0.01,102.83425766869307,200.0,102.8342576686931,100
1.0,3.5044917e-18,9.374799,1.0,9.414691248821328e-16,100.0,1.0,,-0.7924209,0.009999998,0.01,-11.834967033831331,1.0,8.195639e-08,100.0,0.01,88.77459844243228,200.0,88.77459844243228,100
1.0,3.5044917e-18,9.988224,1.0,5.000444502911705e-15,100.0,1.0,,-0.8442718,0.009999998,0.01,-11.303278898215451,1.0,-4.4703484e-08,100.0,0.01,100.77235423186633,200.0,100.77235423186632,100
1.0,3.5044917e-18,9.487329,1.0,-2.9487523534044156e-15,100.0,1.0,,-0.80193275,0.009999998,0.01,-11.989906581501456,1.0,-4.0978193e-08,100.0,0.01,90.91859073353847,200.0,90.91859073353842,100
1.0,3.5044917e-18,9.626966,1.0,-2.3092638912203257e-16,100.0,1.0,,-0.8137358,0.009999998,0.01,-11.780205120250162,1.0,5.9604645e-08,100.0,0.01,93.61462229975463,200.0,93.61462229975463,100
1.0,3.5044917e-18,8.794852,1.0,-1.723066134218243e-15,100.0,1.0,,-0.74339986,0.009999998,0.01,-9.683220089270215,1.0,4.8428774e-08,100.0,0.01,78.13074675461321,200.0,78.13074675461323,100
1.0,3.5044917e-18,9.496798,1.0,-1.0658141036401502e-15,100.0,1.0,,-0.80273306,0.009999998,0.01,-11.687534755132404,1.0,7.4505806e-08,100.0,0.01,91.10016430195606,200.0,91.10016430195606,100
1.0,3.5044917e-18,8.578455,1.0,-1.2256862191861727e-15,100.0,1.0,,-0.72510856,0.009999998,0.01,-11.246336611902855,1.0,-6.7055225e-08,100.0,0.01,74.33322531089638,200.0,74.33322531089637,100
1.0,3.5044917e-18,9.3308325,1.0,-7.283063041541026e-16,100.0,1.0,,-0.78870434,0.009999998,0.01,-9.93317012568818,1.0,1.0803342e-07,100.0,0.01,87.94386442612516,200.0,87.94386442612516,100
1.0,3.5044917e-18,9.52147,1.0,1.6253665080512292e-15,100.0,1.0,,-0.8048185,0.009999998,0.01,-12.199452303346323,1.0,-5.2154064e-08,100.0,0.01,91.57414127478125,200.0,91.57414127478125,100
1.0,3.5044917e-18,10.186784,1.0,-2.3092638912203257e-16,100.0,1.0,,-0.8610553,0.009999998,0.01,-11.58843226885951,1.0,-2.2351742e-08,100.0,0.01,104.81875868319185,200.0,104.81875868319185,100
1.0,3.5044917e-18,10.035963,1.0,-3.552713678800501e-16,100.0,1.0,,-0.84830695,0.009999998,0.01,-10.51985512839917,1.0,-2.0861626e-07,100.0,0.01,101.7379343730159,200.0,101.7379343730159,100
1.0,3.5044917e-18,9.440075,1.0,-3.232969447708456e-15,100.0,1.0,,-0.7979384,0.009999998,0.01,-11.566367452470265,1.0,5.9604645e-08,100.0,0.01,90.0151641889695,200.0,90.0151641889695,100
1.0,3.5044917e-18,9.340189,1.0,9.14823772291129e-16,100.0,1.0,,-0.78949565,0.009999998,0.01,-10.591082814082238,1.0,4.4703484e-08,100.0,0.01,88.12033910342934,200.0,88.12033910342933,100
1.0,3.5044917e-18,10.211987,1.0,9.414691248821328e-16,100.0,1.0,,-0.8631856,0.009999998,0.01,-11.628488352040717,1.0,-5.9604645e-08,100.0,0.01,105.33805569785261,200.0,105.33805569785261,100
1.0,3.5044917e-18,10.519156,1.0,-3.268496584496461e-15,100.0,1.0,,-0.88914967,0.009999998,0.01,-13.17752927570893,1.0,7.4505806e-08,100.0,0.01,111.77035874810407,200.0,111.77035874810407,100
1.0,3.5044917e-18,9.388643,1.0,-3.641531520770513e-16,100.0,1.0,,-0.7935911,0.009999998,0.01,-10.912888223893315,1.0,-1.4901161e-08,100.0,0.01,89.03699880636192,200.0,89.03699880636192,100
1.0,3.5044917e-18,10.206707,1.0,8.526512829121202e-16,100.0,1.0,,-0.8627393,0.009999998,0.01,-12.285796750744462,1.0,4.8428774e-08,100.0,0.01,105.22915647986396,200.0,105.22915647986396,100
1.0,3.5044917e-18,8.897192,1.0,-1.7763568394002505e-15,100.0,1.0,,-0.7520504,0.009999998,0.01,-11.391142601881265,1.0,-1.359731e-07,100.0,0.01,79.95961732733986,200.0,79.95961732733986,100
1.0,3.5044917e-18,9.894304,1.0,-3.1974423109204507e-16,100.0,1.0,,-0.83633304,0.009999998,0.01,-13.681104875421651,1.0,-7.4505806e-08,100.0,0.01,98.88611519929509,200.0,98.88611519929509,100
1.0,3.5044917e-18,10.2181835,1.0,-1.5631940186722204e-15,100.0,1.0,,-0.8637092,0.009999998,0.01,-12.62363848744566,1.0,1.4901161e-08,100.0,0.01,105.46592631487427,200.0,105.46592631487427,100
1.0,3.5044917e-18,9.633013,1.0,2.0250467969162854e-15,100.0,1.0,,-0.81424683,0.009999998,0.01,-11.089816976373976,1.0,-1.4901161e-08,100.0,0.01,93.73225646585449,200.0,93.73225646585449,100
1.0,3.5044917e-18,9.59525,1.0,-1.1368683772161603e-15,100.0,1.0,,-0.811055,0.009999998,0.01,-11.527400967403642,1.0,-5.2154064e-08,100.0,0.01,92.99881889466327,200.0,92.99881889466326,100
1.0,3.5044917e-18,9.1490345,1.0,-3.552713678800501e-15,100.0,1.0,,-0.7733377,0.009999998,0.01,-10.992044866350854,1.0,,100.0,0.01,84.55034107607055,200.0,84.55034107607055,100
1.0,3.5044917e-18,9.927369,1.0,-2.930988785010413e-15,100.0,1.0,,-0.8391278,0.009999998,0.01,-12.454135636522416,1.0,1.7881393e-07,100.0,0.01,99.54814205449235,200.0,99.54814205449237,100
1.0,3.5044917e-18,9.749613,1.0,-7.815970093361102e-16,100.0,1.0,,-0.8241027,0.009999998,0.01,-12.374947204682288,1.0,-5.9604645e-08,100.0,0.01,96.01510563803903,200.0,96.01510563803902,100
1.0,3.5044917e-18,9.990107,1.0,7.815970093361102e-16,100.0,1.0,,-0.84443086,0.009999998,0.01,-11.468501114119022,1.0,8.940697e-08,100.0,0.01,100.81034704071344,200.0,100.81034704071344,100
1.0,3.5044917e-18,9.512861,1.0,2.113864638886298e-15,100.0,1.0,,-0.8040908,0.009999998,0.01,-12.596003235228999,1.0,,100.0,0.01,91.40861467901573,200.0,91.40861467901571,100
1.0,3.5044917e-18,9.91579,1.0,-2.415845301584341e-15,100.0,1.0,,-0.83814895,0.009999998,0.01,-12.665656495703166,1.0,-1.1175871e-08,100.0,0.01,99.31604759976852,200.0,99.31604759976852,100
1.0,3.5044917e-18,9.990885,1.0,1.723066134218243e-15,100.0,1.0,,-0.8444966,0.009999998,0.01,-12.832046076933679,1.0,-1.4901161e-08,100.0,0.01,100.82604162201443,200.0,100.82604162201443,100
1.0,3.5044917e-18,9.184187,1.0,-1.8474111129762605e-15,100.0,1.0,,-0.7763091,0.009999998,0.01,-9.875509115478023,1.0,2.9802322e-08,100.0,0.01,85.20129397008796,200.0,85.20129397008797,100
