MinVanillaIw,ESSClassic,J,VarJ,MaxVanillaIw,Bound,AvgRet,VarNormIw,AvgDiscRet,VarDiscRet,BatchSize,AvgNormIw,ESSRenyi,MinNormIw,AvgEpLen,eRenyi2,VanillaAvgRet,VarVanillaIw,AvgVanillaIw,MaxNormIw,VarRet
3.4635614e-09,3.1764663157595274,362.54453,663.64825,85.578354,213.73431,97.23881347052911,0.003078942,97.23881347052911,8461.533767404411,100,0.01,7.3652056099061545,2.1954619e-11,10.73,13.5773535,97.23881347052911,76.62942,1.5776004,0.542459,8461.533767404411
1.0673109e-10,3.037816439926673,4197.613,4949.59,99.335365,2185.6953,507.32929646082454,0.0032240797,507.32929646082454,636703.1752693742,100,0.01,4.374729024267077,5.0517067e-13,51.73,22.858559,507.32929646082454,143.91678,2.112773,0.47016582,636703.1752693742
4.3142204e-10,17.77212864289394,4668.519,1211.9589,14.210457,3666.4595,2302.664779741035,0.0004673524,2302.664779741035,3464160.866994447,100,0.01,17.63543825386665,3.710265e-12,231.04,5.6704006,2302.664779741035,6.3188663,1.1627796,0.1222111,3464160.866994447
4.0154577e-05,56.148291064249314,4925.126,253.31465,3.055963,4391.319,4346.434595728201,7.88887e-05,4346.434595728201,1766602.7137575469,100,0.01,62.144755819851646,4.2005706e-07,434.92,1.6091462,4346.434595728201,0.7208888,0.9559315,0.031968433,1766602.7137575469
0.11873244,91.65838128688482,4986.111,81.24873,1.4545343,4549.132,4909.294521064977,9.192699e-06,4909.294521064977,328886.09100741235,100,0.01,92.73674512310608,0.0012192321,490.97,1.0783212,4909.294521064977,0.08717842,0.9738296,0.014936229,328886.09100741235
0.3019094,94.78460231080211,4979.6284,156.99458,1.3118194,4548.5156,4952.8756724984405,5.5579712e-06,4952.8756724984405,114472.4603410399,100,0.01,95.2776794365622,0.0030468148,495.32,1.0495638,4952.8756724984405,0.05457296,0.99090165,0.013238644,114472.4603410399
1.0,100.0,4999.902,0.11865277,1.0,4579.0913,4999.901358853705,3.5044917e-18,4999.901358853705,0.014226406267496581,100,0.009999998,100.0,0.01,500.0,1.0,4999.901358853705,,1.0,0.01,0.014226406267496581
0.17175281,92.81687425048696,4983.673,115.21662,1.3689573,4548.6416,4934.022431149259,7.817216e-06,4934.022431149259,246481.69884083615,100,0.01,93.5690966841819,0.0018059395,493.44,1.0687289,4934.022431149259,0.07070554,0.9510441,0.014394257,246481.69884083615
0.9950141,99.99983592431887,4999.868,0.39107114,1.001387,4579.0576,4999.867609518241,1.4582038e-10,4999.867609518241,0.15577512418193878,100,0.010000002,99.99997615814777,0.009952804,500.0,1.0000002,4999.867609518241,1.4574181e-06,0.99973243,0.01001655,0.15577512418193878
0.26472452,97.72800056005721,4992.907,54.186356,1.2109001,4567.0728,4977.015975382184,2.3482924e-06,4977.015975382184,28798.238674072392,100,0.010000002,97.65432409200169,0.0025859023,497.73,1.0240202,4977.015975382184,0.024610264,1.023722,0.011828407,28798.238674072392
