J,AvgRet,AvgVanillaIw,eRenyi2,MaxNormIw,AvgNormIw,VarNormIw,VarDiscRet,Bound,VarJ,ESSRenyi,ESSClassic,MinNormIw,MaxVanillaIw,BatchSize,VarVanillaIw,AvgEpLen,MinVanillaIw,AvgDiscRet,VarRet
-7.966654,-8.282802217086664,1.0277175,1.1118767,0.012970673,0.01,1.1780428e-05,53.209980669662485,-10.095787,7.5840063,89.93802788391416,89.55549771248855,0.00025926196,1.3330187,100,0.12442524,200.0,0.026644804,-8.282802217086664,53.209980669662485
-8.161306,-8.954794204414407,0.9601267,1.3293147,0.017942911,0.009999999,3.3795743e-05,50.964678679291794,-10.492596,7.2261224,75.22673099514846,74.93007004472244,0.00015056059,1.7227468,100,0.3115438,200.0,0.0144557245,-8.954794204414407,50.964678679291794
-7.1966057,-7.39977888625245,1.0394007,1.1059179,0.034166485,0.01,1.3493596e-05,52.30874847081471,-9.314699,7.6877112,90.42262290247224,88.21559960237677,0.006639118,3.551267,100,0.14577858,200.0,0.6900704,-7.39977888625245,52.30874847081471
-6.481694,-8.547045082968731,0.87948173,2.317649,0.036061946,0.010000002,0.00014581156,50.5996830471293,-9.554038,9.033187,43.147174075221656,40.924324740161026,1.3905624e-18,3.1715822,100,1.1278349,200.0,1.2229742e-16,-8.547045082968731,50.5996830471293
-8.115337,-8.432547235665918,1.0062282,1.1243523,0.013489441,0.010000002,1.29852015e-05,52.85444263701857,-10.261902,7.639042,88.94009182388297,88.60899129726764,0.0003271042,1.3573456,100,0.13147454,200.0,0.032914147,-8.432547235665918,52.85444263701857
-7.641794,-8.418656977842474,0.9480589,1.3306508,0.02626729,0.010000002,3.98648e-05,52.69661320044163,-9.971961,7.548781,75.15119632964796,71.70198708040911,0.0005771118,2.490294,100,0.35831112,200.0,0.0547136,-8.418656977842474,52.69661320044163
-8.314361,-8.438076769396185,1.01919,1.0411825,0.011550582,0.01,3.6272074e-06,59.37975530996078,-10.327763,7.7601557,96.04463988847355,96.53353851303889,0.003084722,1.1772237,100,0.03767755,200.0,0.31439176,-8.438076769396185,59.37975530996078
-9.194389,-9.606067884863306,1.0044001,1.3090609,0.03431913,0.01,2.3048548e-05,58.166414647874475,-11.426439,8.02655,76.39063821719286,81.42125417729207,0.0048732096,3.4470139,100,0.23251827,200.0,0.48946527,-9.606067884863306,58.166414647874475
-7.349134,-8.670998183880856,0.9338431,1.885957,0.027997503,0.010000002,8.968114e-05,56.35181275849808,-10.054997,9.169335,53.023478191724514,52.97049202304665,1.5183497e-08,2.6145275,100,0.7820758,200.0,1.4179004e-06,-8.670998183880856,56.35181275849808
-7.7795925,-8.146812252498394,1.0376054,1.214629,0.014689844,0.009999998,1.6675127e-05,49.84220746158982,-9.958023,7.672013,82.32966243064735,85.83075727507241,0.0009096712,1.5242262,100,0.17952858,200.0,0.09438798,-8.146812252498394,49.84220746158982
-8.429178,-9.609707237902306,1.0253435,1.7358121,0.030250408,0.01,7.9791826e-05,58.13823606096669,-11.121521,8.944739,57.60992324247013,55.86782641223013,0.00013615104,3.101706,100,0.838875,200.0,0.013960158,-9.609707237902306,58.13823606096669
-8.770229,-8.837153201738964,0.9850009,1.0253717,0.013275676,0.01,2.834172e-06,49.70110856196033,-10.7755165,6.881849,97.52561227822176,97.27074154267108,0.0060039517,1.3076553,100,0.027497891,200.0,0.5913898,-8.837153201738964,49.70110856196033
-6.6786156,-6.932295273191665,0.9551925,1.405825,0.029266223,0.010000002,1.3487418e-05,41.31543036391896,-8.746716,6.3677974,71.13260801082684,88.22032193455566,0.0073028645,2.7954876,100,0.12305822,200.0,0.6975641,-6.932295273191665,41.31543036391896
-6.339267,-6.510426686293069,0.9956643,1.0685432,0.014785424,0.01,7.990741e-06,40.928699651968515,-8.310607,6.3599887,93.58536032995708,92.66909933239971,0.0020965473,1.4721318,100,0.079216,200.0,0.20874572,-6.510426686293069,40.928699651968515
-8.014185,-8.307175540291368,0.9725118,1.1332592,0.01459458,0.01,1.394216e-05,51.553086962950054,-10.092048,7.796082,88.24106789620161,87.87135929023238,0.0017546462,1.4193401,100,0.13186206,200.0,0.17064142,-8.307175540291368,51.553086962950054
-6.7552714,-7.249639877213753,1.0019461,3.2529483,0.04471131,0.01,3.1901902e-05,51.971052938004,-8.912238,7.5682116,30.74134331839083,75.99773449341154,0.0071273022,4.479832,100,0.32026187,200.0,0.7141173,-7.249639877213753,51.971052938004
-4.812629,-7.317825794679627,1.1015569,3.854357,0.049022485,0.009999999,0.0002607517,48.3957429062449,-8.639458,10.2985525,25.944664672193994,27.921721636432906,4.526854e-37,5.4001055,100,3.164033,200.0,4.986587e-35,-7.317825794679627,48.3957429062449
-6.7389765,-6.955004937059248,1.0098332,1.1499077,0.022912122,0.01,1.1985655e-05,40.05275677222929,-8.77675,6.627386,86.96350088766215,89.39283680792599,0.0050050667,2.3137422,100,0.1222253,200.0,0.50542825,-6.955004937059248,40.05275677222929
-7.5709877,-8.094351409565359,0.9403365,1.8542429,0.02868135,0.010000002,3.2712618e-05,49.058048639635004,-9.809654,7.0053635,53.93036633667249,75.53697483562054,0.0040952195,2.6970122,100,0.28925565,200.0,0.38508844,-8.094351409565359,49.058048639635004
-7.950391,-9.067030522262858,1.0675331,1.6910362,0.02130038,0.01,6.1946164e-05,53.03533065018213,-10.477249,8.514163,59.135338769893636,61.98601281759065,9.9272555e-08,2.273886,100,0.7059552,200.0,1.0597674e-05,-9.067030522262858,53.03533065018213
-7.997194,-8.579836180801902,1.1865344,1.7058178,0.019471534,0.01,4.4405046e-05,53.70226030542158,-10.37328,8.308614,58.62290738622351,69.46327010860193,3.5419123e-07,2.3103642,100,0.62516254,200.0,4.2026008e-05,-8.579836180801902,53.70226030542158
-6.761691,-7.26134611323597,0.76381713,nan,0.04442942,0.01,2.8440723e-05,51.277490182849505,-9.044674,7.559489,nan,78.02971392655132,0.0067807925,3.3935955,100,0.16592795,200.0,0.51792854,-7.26134611323597,51.277490182849505
-7.1126966,-7.389626670382593,0.93578935,1.0997092,0.015930967,0.010000002,1.3836353e-05,48.74965692251138,-9.26738,6.90866,90.93313419394129,87.95230248393483,0.0022435135,1.490803,100,0.12116518,200.0,0.20994559,-7.389626670382593,48.74965692251138
-6.6693163,-7.093656008119757,1.0480877,1.2080115,0.0144126285,0.01,1.577945e-05,51.68836875155045,-8.8288765,7.6102867,82.78066834525168,86.48898794179932,1.5581223e-06,1.5105699,100,0.17333533,200.0,0.0001633049,-7.093656008119757,51.68836875155045
-6.7843337,-7.193516212831103,1.0398381,1.1643485,0.027600178,0.009999999,2.3657976e-05,52.656017071673816,-8.992609,7.6960917,85.88494033589554,81.02323192036131,0.0023002552,2.8699718,100,0.25580502,200.0,0.2391893,-7.193516212831103,52.656017071673816
-6.1507525,-6.697995448759074,0.8752259,1.2038902,0.018008158,0.01,2.6992464e-05,44.61917927940373,-8.393291,7.5130644,83.06405321021575,78.91255397122224,0.0014113125,1.5761206,100,0.2067678,200.0,0.12352173,-6.697995448759074,44.61917927940373
-7.8633404,-8.330031354627769,1.011174,1.2943276,0.016482046,0.009999998,2.5419315e-05,48.55489273250138,-10.075673,7.5746245,77.26019186363993,79.89447637463115,0.00010722513,1.6666214,100,0.25990555,200.0,0.010842326,-8.330031354627769,48.55489273250138
-5.112175,-7.345699070599763,0.8372389,2.5946488,0.044298228,0.009999999,0.00020054197,44.91160443317081,-8.473713,8.372119,38.54086091874238,33.49673633153827,5.150561e-10,3.70882,100,1.405737,200.0,4.31225e-08,-7.345699070599763,44.91160443317081
-8.438956,-9.582597884232602,0.8371317,1.4138031,0.022574248,0.01,5.5569115e-05,56.482184968921345,-10.842499,8.573321,70.73120716636987,64.51054539641044,3.6053866e-06,1.8897618,100,0.38942248,200.0,0.00030181833,-9.582597884232602,56.482184968921345
-6.649137,-7.66889732027931,0.43320933,nan,0.052914917,0.010000002,6.4440916e-05,49.41659348674051,-9.164126,7.8941493,nan,61.051354008220294,0.005628755,2.2923236,100,0.1209365,200.0,0.24384291,-7.66889732027931,49.41659348674051
-6.9747176,-7.115789200576177,0.94671386,1.3927748,0.024540873,0.01,9.506599e-06,53.40164615962982,-9.007655,7.3408833,71.79911536343485,91.39804096185867,0.008098017,2.3233185,100,0.08520452,200.0,0.76665056,-7.115789200576177,53.40164615962982
-7.8624954,-7.927687732960589,1.0148143,1.0318042,0.013549809,0.010000002,3.1115385e-06,57.14105072654802,-9.8600235,7.644554,96.91761248265678,97.0116085303027,0.0055830632,1.3750539,100,0.032044105,200.0,0.5665772,-7.927687732960589,57.14105072654802
-7.770792,-7.829477676714182,0.97589034,1.0157856,0.011296628,0.01,2.1810083e-06,45.73705467145057,-9.748365,6.7736845,98.44597370715995,97.88645421610565,0.004684448,1.102427,100,0.020771092,200.0,0.45715076,-7.829477676714182,45.73705467145057
-7.1456213,-7.358285183404871,1.02126,1.1315775,0.013666905,0.01,1.1355753e-05,52.366966620617205,-9.237161,7.5405283,88.37220670096794,89.89394432319291,0.0008698819,1.3957465,100,0.118437335,200.0,0.088837564,-7.358285183404871,52.366966620617205
-7.2801957,-7.4997137988609675,1.0309757,1.1331803,0.013332659,0.01,1.1717531e-05,48.81553523167764,-9.394752,7.323287,88.24721315028027,89.60545593442664,0.0017061263,1.3745648,100,0.124546915,200.0,0.17589748,-7.4997137988609675,48.81553523167764
-7.9786367,-8.610527935166685,0.9433109,nan,0.0446157,0.009999999,3.507701e-05,55.41641041087323,-10.29716,7.580827,nan,74.22459808910386,0.006976747,4.2086477,100,0.31212765,200.0,0.65812415,-8.610527935166685,55.41641041087323
-9.031467,-9.114458300508097,0.9853519,1.047969,0.012382458,0.010000002,5.1908632e-06,52.86056425580534,-11.085566,7.5142474,95.42267143411769,95.11220384730542,0.0024558746,1.2201079,100,0.050399054,200.0,0.24199009,-9.114458300508097,52.86056425580534
-5.6756973,-7.92662220976739,0.94667983,2.2815368,0.045160383,0.009999998,0.00013505088,50.06671078383673,-8.746042,7.563874,43.83010575623972,42.78983521619215,1.2188674e-05,4.2752423,100,1.2103299,200.0,0.0011538772,-7.92662220976739,50.06671078383673
-8.186104,-8.231758936931463,0.9982312,1.0252968,0.013839054,0.01,2.4300964e-06,48.1756775780088,-10.113784,6.98149,97.532733242776,97.65072990182225,0.006737648,1.3814576,100,0.024215076,200.0,0.67257303,-8.231758936931463,48.1756775780088
-7.2847824,-7.554824153159956,0.93594956,1.1310539,0.022346357,0.010000002,1.4174158e-05,53.3920180788142,-9.413908,7.4476967,88.41311437812607,87.6943679166938,0.0031071818,2.0915062,100,0.12416584,200.0,0.29081655,-7.554824153159956,53.3920180788142
-7.182566,-7.269242238487904,0.9682557,1.0713938,0.018039819,0.010000002,4.5780052e-06,50.0957225622196,-9.097017,6.909136,93.33635827437276,95.66426901158316,0.0067758127,1.7467158,100,0.04291967,200.0,0.6560719,-7.269242238487904,50.0957225622196
-6.705365,-7.107007761816202,1.057498,1.237194,0.014743899,0.010000002,1.9762307e-05,40.15693721047663,-8.830176,6.576524,80.82807116941206,83.63672907650336,0.00016959525,1.5591643,100,0.22100225,200.0,0.017934663,-7.107007761816202,40.15693721047663
-7.5500216,-7.65790962277414,0.9832158,1.0611885,0.017109115,0.01,5.2716478e-06,56.2305340025291,-9.564272,7.4140854,94.2339686363374,95.03993422749778,0.0055563548,1.6821952,100,0.050961714,200.0,0.5463096,-7.65790962277414,56.2305340025291
-6.9298015,-7.302717947952223,0.99156904,1.7464608,0.032398917,0.01,2.6690532e-05,55.551546277842704,-9.166184,7.8302884,57.25865720160747,79.09914476596097,0.0063159615,3.2125764,100,0.26242378,200.0,0.6262712,-7.302717947952223,55.551546277842704
-7.1340055,-8.124386588233248,0.9199407,13694.567,0.049848147,0.009999999,6.5928645e-05,56.0529182145184,-9.663165,8.30091,0.007302165684000063,60.507290767545726,0.005367226,4.585734,100,0.5579481,200.0,0.49375296,-8.124386588233248,56.0529182145184
-7.4120097,-7.910785148328905,1.0519625,1.4719795,0.037765738,0.01,3.16308e-05,49.00334565633715,-9.729314,7.147072,67.9357287769483,76.15306279152811,0.006126013,3.9728138,100,0.3500344,200.0,0.6444336,-7.910785148328905,49.00334565633715
-6.3199215,-7.480049289277064,1.0375162,2.0647104,0.027753929,0.01,0.00011594401,44.60023616739075,-9.167797,8.932272,48.43294296100599,46.55827948199572,1.1966682e-09,2.8795152,100,1.2480677,200.0,1.2415627e-07,-7.480049289277064,44.60023616739075
-5.8790054,-7.896409155794289,1.1188964,3.2390199,0.040553495,0.01,0.00017385771,47.20002071332936,-9.215546,9.792634,30.873537054465835,36.74861074147508,9.859181e-31,4.5375156,100,2.176575,200.0,1.1031402e-28,-7.896409155794289,47.20002071332936
-7.20859,-8.374606808043469,0.97798073,1.9139624,0.026082862,0.010000002,9.382629e-05,57.23525391622529,-9.920599,9.914002,52.24763133833432,51.84354283670616,2.0854051e-08,2.5508537,100,0.89739805,200.0,2.039486e-06,-8.374606808043469,57.23525391622529
-7.913809,-8.814703864100244,1.0561244,2.1003754,0.026627034,0.01,8.795212e-05,54.207987445200466,-10.654622,8.422475,47.610536353867076,53.45518353628348,1.9238802e-13,2.8121462,100,0.981017,200.0,2.031857e-11,-8.814703864100244,54.207987445200466
-5.1932797,-6.474348724173954,0.72458565,8.012331,0.027803786,0.010000002,9.41511e-05,47.0947518118905,-7.8545504,8.182671,12.480762450875066,51.75725704963731,0.00084218464,2.0146224,100,0.49431625,200.0,0.061023492,-6.474348724173954,47.0947518118905
-7.4794083,-8.195411264443617,0.91013837,1.2513084,0.017396763,0.010000002,3.9009785e-05,48.47792443292125,-9.826284,7.178086,79.91634732930312,72.13982474460713,0.00033483602,1.5833461,100,0.3231382,200.0,0.030474711,-8.195411264443617,48.47792443292125
-8.025402,-8.40181134702709,1.0641791,1.0913024,0.051988933,0.009999999,2.3100443e-05,57.63385958013271,-10.258614,8.522747,91.63363011971806,81.38722056564107,0.007940679,5.5325537,100,0.2616073,200.0,0.8450304,-8.40181134702709,57.63385958013271
-6.245866,-6.8903456811897925,1.0261554,1.2337334,0.015139572,0.009999999,3.8695074e-05,40.08641414830134,-8.602548,6.4381166,81.05478763503562,72.30235655279323,1.9919209e-05,1.5535553,100,0.40745705,200.0,0.0020440202,-6.8903456811897925,40.08641414830134
-8.582882,-8.586032401708417,0.9935975,1.0005304,0.010232039,0.009999998,1.631602e-07,54.555294623949834,-10.559016,7.377246,99.94699190056734,99.8387689332954,0.009303876,1.0166528,100,0.0016107754,200.0,0.92443085,-8.586032401708417,54.555294623949834
-7.2008295,-7.834312953179558,1.0509863,1.3531935,0.023888057,0.01,3.7109796e-05,52.884928581285834,-9.561883,7.837027,73.8992600919181,73.13219955021134,0.007354655,2.5106022,100,0.40990457,200.0,0.7729642,-7.834312953179558,52.884928581285834
-8.234384,-8.330403739865755,1.060843,1.0610484,0.012646961,0.010000002,4.918034e-06,47.555304651424294,-10.297819,7.1467643,94.24640863283068,95.35719294706291,0.008160587,1.341644,100,0.05534698,200.0,0.8657102,-8.330403739865755,47.555304651424294
-7.550216,-8.078434067837799,0.9145592,1.1646005,0.015660949,0.010000002,3.5216806e-05,49.335415578385444,-9.770148,8.338129,85.86635565399922,74.14842053354396,6.326466e-05,1.4322864,100,0.29455987,200.0,0.0057859276,-8.078434067837799,49.335415578385444
-7.38952,-8.569798232185553,1.2771106,nan,0.025472756,0.009999999,8.0608144e-05,51.56886453317994,-10.064603,6.469604,nan,55.61672776006102,0.004842413,3.2531526,100,1.3147278,200.0,0.6184297,-8.569798232185553,51.56886453317994
-7.6155977,-8.077824910594023,1.0859709,1.032523,0.052133195,0.009999999,2.4283716e-05,48.759164660854495,-9.834174,7.6751847,96.85013942846165,80.61859780668937,0.008239455,5.6615133,100,0.28638586,200.0,0.8947808,-8.077824910594023,48.759164660854495
-8.224504,-8.25361329008597,1.0034405,1.0153874,0.014967071,0.01,1.6484471e-06,48.2233594286523,-10.231014,6.908218,98.4845768575436,98.39425323568045,0.009199829,1.5018566,100,0.016598098,200.0,0.9231481,-8.25361329008597,48.2233594286523
-8.204619,-8.338468516648534,0.9986327,1.0859619,0.018663418,0.01,6.503402e-06,59.057473856769064,-10.273276,7.8335147,92.08425867390496,93.95107789586963,0.008493696,1.8637899,100,0.06485632,200.0,0.8482083,-8.338468516648534,59.057473856769064
-7.947199,-8.995274827282548,1.022648,63.125355,0.041807525,0.01,9.972326e-05,56.23520528339523,-10.756325,9.584531,1.584149512812265,50.320529611231294,0.003836278,4.2754383,100,1.0429149,200.0,0.39231622,-8.995274827282548,56.23520528339523
-6.558607,-7.905505349800632,1.0067072,1.6495249,0.02647453,0.009999999,6.848858e-05,50.38717928820385,-9.159628,7.536028,60.62351550723563,59.59345930529045,9.336198e-05,2.6652098,100,0.6941039,200.0,0.009398817,-7.905505349800632,50.38717928820385
-8.241681,-8.2577740682109,1.0128769,1.0155927,0.01086685,0.009999999,9.663526e-07,50.670592812565474,-10.215382,7.075046,98.46467049533601,99.05238054127274,0.0072978977,1.100678,100,0.009913995,200.0,0.7391871,-8.2577740682109,50.670592812565474
-7.825668,-7.85404673095443,0.99963653,1.013352,0.010926657,0.01,1.4617774e-06,47.198667179446716,-9.842932,6.8394265,98.68238914064197,98.57349614830979,0.004057584,1.0922686,100,0.014607147,200.0,0.40561092,-7.85404673095443,47.198667179446716
-6.5362463,-6.600461044635313,0.99378234,1.0398712,0.011811738,0.01,4.5941456e-06,41.453436096023765,-8.483345,6.4926553,96.1657544498085,95.64966749651387,0.0042246627,1.1738297,100,0.045371927,200.0,0.41983953,-6.600461044635313,41.453436096023765
-7.251697,-7.708390027453833,0.28266162,nan,0.017220985,0.010000002,2.5423486e-05,47.932404335297775,-9.457057,7.319937,nan,79.89182388362583,0.005216532,0.48677117,100,0.02031275,200.0,0.14745134,-7.708390027453833,47.932404335297775
-7.8969574,-9.071840995302995,0.89517105,1.6485872,0.025239255,0.01,8.205868e-05,59.69704417839214,-10.540294,9.750129,60.657997569228115,55.176038259460135,3.501828e-06,2.259345,100,0.6575618,200.0,0.0003134735,-9.071840995302995,59.69704417839214
-7.980781,-8.965705946672848,1.0342858,2.8792708,0.07521491,0.01,6.516278e-05,51.58149218614192,-10.542552,9.330155,34.731016018913365,60.78615302482761,0.006945612,7.7793713,100,0.6970772,200.0,0.7183748,-8.965705946672848,51.58149218614192
-7.0664897,-8.604886467132307,0.95875853,2.189068,0.03138558,0.01,0.0001233506,48.695695233637615,-10.067586,9.123523,45.68153953709896,45.02130071535067,3.1754946e-22,3.009119,100,1.1338608,200.0,3.0445326e-20,-8.604886467132307,48.695695233637615
-5.0971627,-6.557931615604048,0.9362371,nan,0.06945183,0.01,0.00016533358,37.6025423945021,-8.137263,7.112219,nan,37.92472337371557,0.0042559905,6.5023384,100,1.4492146,200.0,0.39846164,-6.557931615604048,37.6025423945021
-7.854401,-8.37775328948999,0.9313242,1.1779914,0.015638,0.01,2.33149e-05,49.56467622474285,-10.086859,7.4371343,84.8902639098423,81.24681464519594,0.0008231272,1.4564047,100,0.20222521,200.0,0.07665983,-8.37775328948999,49.56467622474285
-8.361355,-8.449391693903504,0.9850849,1.0343561,0.011765851,0.010000002,3.792577e-06,46.90603331496679,-10.245792,6.7898846,96.67850204821865,96.3812390746194,0.0017374998,1.1590362,100,0.03680287,200.0,0.1711585,-8.449391693903504,46.90603331496679
-7.3311415,-8.154400350130233,0.8295394,202.72968,0.021434601,0.01,6.337624e-05,61.83229600569171,-9.905537,9.688286,0.49326769677644866,61.44677617461248,0.0029199899,1.7780846,100,0.43611434,200.0,0.24222466,-8.154400350130233,61.83229600569171
-6.333626,-7.413999122624728,0.79674417,nan,0.041871622,0.01,7.374154e-05,55.03204780031063,-8.90431,8.003457,nan,57.80210067756874,0.0057040816,3.336097,100,0.46811217,200.0,0.45446938,-7.413999122624728,55.03204780031063
-7.459757,-8.646342047394693,1.053171,2.0005314,0.025238795,0.009999999,8.9237365e-05,57.211514686343655,-10.207773,9.645731,49.986717654031416,53.094070412602164,2.7325418e-12,2.658077,100,0.98979324,200.0,2.877834e-10,-8.646342047394693,57.211514686343655
-6.416113,-8.092591746455781,1.5784292,2.7692106,0.02438896,0.01,0.00014533006,59.22040948037959,-9.547055,10.576615,36.11137442206832,41.00431729353807,,3.8496249,100,3.6208093,200.0,,-8.092591746455781,59.22040948037959
-7.8074584,-8.29534160373627,0.9960984,1.0157709,0.04629257,0.01,2.7152139e-05,61.39133415736131,-10.069391,8.225466,98.44739478346429,78.81424629102453,0.009259335,4.6111956,100,0.2694069,200.0,0.9223209,-8.29534160373627,61.39133415736131
-8.250686,-8.62652233747175,1.0028281,1.0153913,0.035692748,0.01,2.0622225e-05,52.27363783262223,-10.460177,7.5862584,98.48419530108997,83.04546307882975,0.009205378,3.579369,100,0.20739028,200.0,0.92314106,-8.62652233747175,52.27363783262223
-8.693752,-8.76136876127629,0.9826671,1.0056617,0.020456072,0.009999998,3.4154787e-06,61.49033113019305,-10.724421,8.068957,99.43701486776713,96.72928784396342,0.009676615,2.010151,100,0.032981046,200.0,0.9508891,-8.76136876127629,61.49033113019305
-7.338381,-7.452579103052304,1.0163188,1.0060339,0.018742288,0.01,5.8107216e-06,50.551505825869526,-9.4047165,7.0731144,99.40022921538758,94.56028909651356,0.009341979,1.904814,100,0.06001916,200.0,0.9494429,-7.452579103052304,50.551505825869526
-8.418896,-8.4532165187791,1.00191,1.0025935,0.01477793,0.009999998,1.7356415e-06,48.02338870322859,-10.454769,7.0279217,99.74131916288046,98.31078313947621,0.009640369,1.4806156,100,0.017422775,200.0,0.9658782,-8.4532165187791,48.02338870322859
-8.255564,-8.257912159382517,1.0039761,1.0002365,0.0111839175,0.009999997,1.7498934e-07,52.30403611287413,-10.254335,7.17951,99.97635446938666,99.82707350357244,0.009853671,1.1228386,100,0.0017638357,200.0,0.9892851,-8.257912159382517,52.30403611287413
-6.701577,-7.119466074841277,1.0323634,1.0329996,0.027785651,0.010000002,2.4050236e-05,52.43707323961602,-8.91803,7.5399585,96.80545533290966,80.76907458692973,0.008661297,2.8684888,100,0.2563212,200.0,0.8941606,-7.119466074841277,52.43707323961602
-8.912632,-8.966146844281546,1.0231057,1.0048603,0.014135026,0.009999999,2.8115862e-06,59.28238634482396,-10.9555235,7.645718,99.51632261403836,97.29195812810096,0.009326854,1.4461627,100,0.029430151,200.0,0.9542358,-8.966146844281546,59.28238634482396
-8.112854,-8.558453187403787,7.418186,5.849842,0.0111111095,0.009999997,1.1223341e-05,52.43390195814164,-10.214261,7.474264,17.094478582015924,90.00002829420725,,8.242428,100,6.1761475,200.0,,-8.558453187403787,52.43390195814164
-9.085377,-9.085377151179237,1.0,1.0,0.01,0.009999998,3.5044917e-18,60.98759443816297,-11.07515,7.7703094,100.0,100.0,0.01,1.0,100,,200.0,1.0,-9.085377151179237,60.98759443816297
-6.939028,-6.939027848674011,1.0,1.0,0.01,0.009999998,3.5044917e-18,42.38435171567105,-8.879926,6.477693,100.0,100.0,0.01,1.0,100,,200.0,1.0,-6.939027848674011,42.38435171567105
-8.272209,-8.272209228688492,1.0,1.0,0.01,0.009999998,3.5044917e-18,56.22409164041153,-10.245914,7.460687,100.0,100.0,0.01,1.0,100,,200.0,1.0,-8.272209228688492,56.22409164041153
