AvgEpLen,MaxNormIw,ESSRenyi,VarRet,VanillaAvgRet,J,MaxVanillaIw,VarDiscRet,EpsThisIter,AvgRet,AvgVanillaIw,AvgDiscRet,Bound,VarVanillaIw,ESSClassic,VarNormIw,IterType,BatchSize,MinNormIw,AvgNormIw,MinVanillaIw,eRenyi2,VarJ
500.0,0.010022616,199.99957084747848,0.04896882491873323,4999.8595616611365,4999.8433,1.0023704,0.04255091601139741,100,4999.8595616611365,1.0001085,4999.84317400475,4579.032,3.3147018e-07,99.99997330002117,3.313941e-11,,200,0.009989575,0.01,0.9990658,1.0000021,0.20522746
497.08,0.0064146616,192.32207256261822,86775.70842189464,4970.547107234348,4992.8584,1.274047,86775.70842189464,100,4970.547107234348,0.9930742,4970.547107234348,4689.419,0.04520724,191.27574165292447,1.1460002e-06,1,200,0.00088319817,0.005000001,0.17541626,1.0399222,71.28147
500.0,0.01,200.0,0.013314946866207869,4999.881583501421,4999.8813,1.0,0.013314946866207869,100,4999.881583501421,1.0,4999.881583501421,4579.071,,100.0,3.5044917e-18,2,200,0.01,0.009999998,1.0,1.0,0.11481345
497.08,0.026171487,282.3867151864432,86775.70842189464,4970.547107234348,4973.4556,5.700726,100320.15679481323,100,4970.547107234348,1.0891101,4968.371995157205,4666.7583,0.21725653,169.16986865092323,4.578985e-06,,300,0.0036034023,0.005,0.78490037,1.0623729,267.86942
496.74666666666667,0.004688185,284.0355038962323,83329.0368616529,4967.178816805636,4991.7207,1.403022,83329.0368616529,100,4967.178816805636,0.9975588,4967.178816805636,4742.0312,0.062070943,282.4414034259323,6.930568e-07,1,300,0.0003305909,0.0033333334,0.09893516,1.056206,74.11997
500.0,0.01,300.0,0.09259307670510525,4999.857163410072,4999.857,1.0,0.09259307670510525,100,4999.857163410072,1.0,4999.857163410072,4579.0464,,100.0,3.5044917e-18,2,300,0.01,0.009999998,1.0,1.0,0.30275482
500.0,0.005,300.0,0.058550176650300566,4999.866443282688,4999.866,1.0,0.058550176650300566,100,4999.866443282688,1.0,4999.866443282688,4702.308,,200.00000010221265,2.179301e-19,2,300,0.005,0.0049999994,1.0,1.0,0.24135658
500.0,0.00334034,299.99960660986034,0.041831552504341986,4999.87692647365,4999.8774,1.0021052,0.041831552504341986,100,4999.87692647365,1.0000032,4999.87692647365,4756.9224,1.9400302e-06,299.9994779187031,2.1555728e-11,1,300,0.003311538,0.0033333334,0.9934646,1.0000013,0.20326841
494.6,0.01,300.0,156832.9340791234,4945.669783982941,4945.67,1.0,156832.9340791234,100,4945.669783982941,1.0,4945.669783982941,4524.8594,,100.0,3.5044917e-18,2,300,0.01,0.009999998,1.0,1.0,394.0363
497.3,0.005,300.0,78759.89635398237,4972.757383456309,4972.7573,1.0,78759.89635398237,100,4972.757383456309,1.0,4972.757383456309,4675.199,,200.00000010221265,2.179301e-19,2,300,0.005,0.0049999994,1.0,1.0,279.93942
500.0,0.0033552656,399.99871254381674,0.041831552504341986,4999.87692647365,4978.3447,1.0065784,56061.713996654704,100,4999.87692647365,0.9999988,4978.328022103234,4735.389,1.9467911e-06,299.999435269347,2.1630994e-11,,400,0.0033263348,0.0033333332,0.99789923,1.0000032,236.26881
500.0,0.0025,400.0,0.035262258439168345,4999.880469007045,4999.881,1.0,0.035262258439168345,100,4999.880469007045,1.0,4999.880469007045,4789.4756,,400.0,5.434597e-20,1,400,0.0025,0.0024999997,1.0,1.0,0.18754409
500.0,0.01,400.0,0.018209147207390163,4999.881102028487,4999.8813,1.0,0.018209147207390163,100,4999.881102028487,1.0,4999.881102028487,4579.071,,100.0,3.5044917e-18,2,400,0.01,0.009999998,1.0,1.0,0.13425574
500.0,0.005,400.0,0.0240374877993666,4999.880988444664,4999.881,1.0,0.0240374877993666,100,4999.880988444664,1.0,4999.880988444664,4702.3228,,200.00000010221265,2.179301e-19,2,400,0.005,0.0049999994,1.0,1.0,0.15465413
500.0,0.0033333334,400.0,0.021304441869043678,4999.886523413695,4999.886,1.0,0.021304441869043678,100,4999.886523413695,1.0,4999.886523413695,4756.931,,299.999969473632,5.4391416e-20,2,400,0.0033333334,0.0033333336,1.0,1.0,0.14572051
500.0,0.0025,400.0,0.025861970545215277,4999.887382458018,4999.8877,1.0,0.025861970545215277,100,4999.887382458018,1.0,4999.887382458018,4789.4824,,400.0,5.434597e-20,1,400,0.0025,0.0024999997,1.0,1.0,0.16062255
498.15,0.01,400.0,34676.92006896292,4981.270881220498,4981.271,1.0,34676.92006896292,100,4981.270881220498,1.0,4981.270881220498,4560.4604,,100.0,3.5044917e-18,2,400,0.01,0.009999998,1.0,1.0,185.28398
499.075,0.005,400.0,17338.186891441914,4990.566310381359,4990.5664,1.0,17338.186891441914,100,4990.566310381359,1.0,4990.566310381359,4693.0083,,200.00000010221265,2.179301e-19,2,400,0.005,0.0049999994,1.0,1.0,131.34496
497.91,0.0033333334,400.0,76802.38744786853,4978.910392377159,4978.91,1.0,76802.38744786853,100,4978.910392377159,1.0,4978.910392377159,4735.955,,299.999969473632,5.4391416e-20,2,400,0.0033333334,0.0033333336,1.0,1.0,276.67017
500.0,0.0025,500.0,0.025861970545215277,4999.887382458018,4984.1562,1.0,57636.43339013767,100,4999.887382458018,1.0,4984.156179948491,4773.751,,400.0,5.434597e-20,,500,0.0025,0.0024999997,1.0,1.0,239.77562
500.0,0.002,500.0,0.023961130072099275,4999.88782280728,4999.888,1.0,0.023961130072099275,100,4999.88782280728,1.0,4999.88782280728,4811.696,,500.00000664260017,5.431875e-20,1,500,0.002,0.0020000003,1.0,1.0,0.15465008
500.0,0.01,500.0,0.03595924583805525,4999.880943203197,4999.881,1.0,0.03595924583805525,100,4999.880943203197,1.0,4999.880943203197,4579.0703,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.1886895
500.0,0.005,500.0,0.024892364225596767,4999.882471797982,4999.8823,1.0,0.024892364225596767,100,4999.882471797982,1.0,4999.882471797982,4702.324,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.15738675
500.0,0.0033333334,500.0,0.021570055094012892,4999.887917761755,4999.888,1.0,0.021570055094012892,100,4999.887917761755,1.0,4999.887917761755,4756.933,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,0.14663133
499.515,0.0025,500.0,9506.248707355264,4995.0060877590195,4995.006,1.0,9506.248707355264,100,4995.0060877590195,1.0,4995.0060877590195,4784.6006,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,97.37804
499.612,0.0022186479,495.82679805163883,7605.021521696462,4995.98366229418,4998.2554,1.1130294,7605.021521696462,100,4995.98366229418,1.0033402,4995.98366229418,4809.273,0.0074428543,496.33770574096127,2.9573526e-08,1,500,0.00083509396,0.0019999999,0.41894168,1.0084167,36.41939
500.0,0.01,500.0,0.021626862374230234,4999.875838561447,4999.876,1.0,0.021626862374230234,100,4999.875838561447,1.0,4999.875838561447,4579.0654,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.14634572
500.0,0.005,500.0,0.035118372980262755,4999.861052810556,4999.861,1.0,0.035118372980262755,100,4999.861052810556,1.0,4999.861052810556,4702.3027,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.18694717
500.0,0.0033333334,500.0,0.033176843044871764,4999.857151254237,4999.8574,1.0,0.033176843044871764,100,4999.857151254237,1.0,4999.857151254237,4756.9023,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,0.1818555
499.885,0.0025,500.0,559.4243002811387,4998.682870598931,4998.6826,1.0,559.4243002811387,100,4998.682870598931,1.0,4998.682870598931,4788.2773,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,23.62256
499.908,0.0020859572,499.6772109501197,447.5472723790501,4998.921579050194,4999.0405,1.0435526,447.5472723790501,100,4998.921579050194,1.0005504,4998.921579050194,4810.7876,0.0007225624,499.64009872125087,2.8870708e-09,1,500,0.0017081471,0.002,0.8545436,1.000646,18.528847
500.0,0.01,500.0,0.011506660215028457,4999.878891285951,4999.879,1.0,0.011506660215028457,100,4999.878891285951,1.0,4999.878891285951,4579.0684,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.10675203
500.0,0.005,500.0,0.013978024202062157,4999.886001773136,4999.8857,1.0,0.013978024202062157,100,4999.886001773136,1.0,4999.886001773136,4702.3276,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.11794803
499.8066666666667,0.0033333334,500.0,1163.5995322900221,4997.917888433573,4997.918,1.0,1163.5995322900221,100,4997.917888433573,1.0,4997.917888433573,4754.963,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,34.054672
499.855,0.0025,500.0,872.6943040176964,4998.402906470754,4998.403,1.0,872.6943040176964,100,4998.402906470754,1.0,4998.402906470754,4787.9976,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,29.504454
499.884,0.0020973096,498.8523896437472,698.1583608186561,4998.698263075605,4999.259,1.0494162,698.1583608186561,100,4998.698263075605,1.0007261,4998.698263075605,4810.85,0.0024326178,498.79081845576064,9.716356e-09,1,500,0.0010546529,0.002,0.5277093,1.0023005,13.933285
500.0,0.01,500.0,0.010281512773987716,4999.905194254368,4999.9053,1.0,0.010281512773987716,100,4999.905194254368,1.0,4999.905194254368,4579.0947,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.10088841
500.0,0.005,500.0,0.012513922604559212,4999.895333111164,4999.8955,1.0,0.012513922604559212,100,4999.895333111164,1.0,4999.895333111164,4702.3374,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.1115762
500.0,0.0033333334,500.0,0.014403786424672351,4999.890394292198,4999.8906,1.0,0.014403786424672351,100,4999.890394292198,1.0,4999.890394292198,4756.9355,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,0.1198138
499.685,0.0025,500.0,4043.8896066956613,4996.70448610823,4996.704,1.0,4043.8896066956613,100,4996.70448610823,1.0,4996.70448610823,4786.299,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,63.512043
499.748,0.002195516,497.85270586598665,3235.1075505443523,4997.3365283443745,4998.338,1.094892,3235.1075505443523,100,4997.3365283443745,0.99738926,4997.3365283443745,4809.74,0.004767942,497.61976005125837,1.917174e-08,1,500,0.001216282,0.002,0.6065533,1.0043131,34.582935
500.0,0.01,500.0,0.012330224510984037,4999.886779747156,4999.8867,1.0,0.012330224510984037,100,4999.886779747156,1.0,4999.886779747156,4579.076,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.11051789
500.0,0.005,500.0,0.01978478633628143,4999.877150104299,4999.877,1.0,0.01978478633628143,100,4999.877150104299,1.0,4999.877150104299,4702.319,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.1403149
500.0,0.0033333334,500.0,0.01816169561281128,4999.881637437289,4999.882,1.0,0.01816169561281128,100,4999.881637437289,1.0,4999.881637437289,4756.927,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,0.1345452
500.0,0.0025,500.0,0.03915872746825859,4999.87612165747,4999.876,1.0,0.03915872746825859,100,4999.87612165747,1.0,4999.87612165747,4789.4707,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,0.1976416
500.0,0.002,500.0,0.037074198310189405,4999.874463929511,4999.875,1.0,0.037074198310189405,100,4999.874463929511,1.0,4999.874463929511,4811.6826,,500.00000664260017,5.431875e-20,1,500,0.002,0.0020000003,1.0,1.0,0.19235775
500.0,0.01,500.0,0.014779465910140574,4999.899075990031,4999.8994,1.0,0.014779465910140574,100,4999.899075990031,1.0,4999.899075990031,4579.089,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.12095909
500.0,0.005,500.0,0.07303277807073466,4999.880466379516,4999.881,1.0,0.07303277807073466,100,4999.880466379516,1.0,4999.880466379516,4702.3228,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.26956004
500.0,0.0033333334,500.0,0.05516549718087795,4999.872889673349,4999.873,1.0,0.05516549718087795,100,4999.872889673349,1.0,4999.872889673349,4756.918,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,0.23447362
500.0,0.0025,500.0,0.045302448033996474,4999.875883096191,4999.876,1.0,0.045302448033996474,100,4999.875883096191,1.0,4999.875883096191,4789.4707,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,0.21257459
499.378,0.0023091866,493.4240772556222,19477.879090679355,4993.642149185368,4998.4287,1.1458107,19477.879090679355,100,4993.642149185368,0.9923934,4993.642149185368,4808.987,0.01634737,491.85206423451973,6.6395735e-08,1,500,0.00046691575,0.002,0.23168205,1.0133271,32.60064
500.0,0.01,500.0,0.012793542859531472,4999.896897805063,4999.897,1.0,0.012793542859531472,100,4999.896897805063,1.0,4999.896897805063,4579.0864,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.1125525
499.94,0.005,500.0,86.4260858293725,4999.234142362686,4999.2344,1.0,86.4260858293725,100,4999.234142362686,1.0,4999.234142362686,4701.6763,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,9.273281
499.96,0.0033333334,500.0,57.627258488092004,4999.448288812985,4999.4487,1.0,57.627258488092004,100,4999.448288812985,1.0,4999.448288812985,4756.4937,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,7.578589
499.97,0.0025,500.0,43.2262742036738,4999.560340061763,4999.5605,1.0,43.2262742036738,100,4999.560340061763,1.0,4999.560340061763,4789.1553,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,6.5664363
499.976,0.0020323757,499.9490432224327,34.58340784339412,4999.625665514508,4999.6484,1.0161815,34.58340784339412,100,4999.625665514508,0.9999938,4999.625665514508,4811.447,0.00012003143,499.9401328486782,4.8013177e-10,1,500,0.0018357062,0.002,0.9178474,1.0001019,5.3934326
500.0,0.01,500.0,0.016265138753926555,4999.891772016713,4999.8916,1.0,0.016265138753926555,100,4999.891772016713,1.0,4999.891772016713,4579.081,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.12689283
500.0,0.005,500.0,0.02178989065294939,4999.883791773704,4999.884,1.0,0.02178989065294939,100,4999.883791773704,1.0,4999.883791773704,4702.3257,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.1472412
500.0,0.0033333334,500.0,0.017977316340754564,4999.886754899966,4999.8867,1.0,0.017977316340754564,100,4999.886754899966,1.0,4999.886754899966,4756.9316,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,0.13385846
500.0,0.0025,500.0,0.015698910758592106,4999.890754592767,4999.8906,1.0,0.015698910758592106,100,4999.890754592767,1.0,4999.890754592767,4789.4854,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,0.12514246
500.0,0.002,500.0,0.01591614171951505,4999.886567138011,4999.8867,1.0,0.01591614171951505,100,4999.886567138011,1.0,4999.886567138011,4811.6943,,500.00000664260017,5.431875e-20,1,500,0.002,0.0020000003,1.0,1.0,0.12603924
500.0,0.01,500.0,0.05478357965615068,4999.850302743436,4999.8506,1.0,0.05478357965615068,100,4999.850302743436,1.0,4999.850302743436,4579.04,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.23287334
500.0,0.005,500.0,0.032818549475269264,4999.871601192993,4999.8716,1.0,0.032818549475269264,100,4999.871601192993,1.0,4999.871601192993,4702.3135,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.18070339
500.0,0.0033333334,500.0,0.026571416474502726,4999.880060767165,4999.8804,1.0,0.026571416474502726,100,4999.880060767165,1.0,4999.880060767165,4756.9253,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,0.16273583
500.0,0.0025,500.0,0.024827734235507846,4999.883162844129,4999.8833,1.0,0.024827734235507846,100,4999.883162844129,1.0,4999.883162844129,4789.478,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,0.15737498
500.0,0.002,500.0,0.02218878165610386,4999.88270778488,4999.884,1.0,0.02218878165610386,100,4999.88270778488,1.0,4999.88270778488,4811.6914,,500.00000664260017,5.431875e-20,1,500,0.002,0.0020000003,1.0,1.0,0.14881821
500.0,0.01,500.0,0.013851692539397978,4999.888559041785,4999.888,1.0,0.013851692539397978,100,4999.888559041785,1.0,4999.888559041785,4579.0776,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.11710507
500.0,0.005,500.0,0.014633745927569788,4999.895512390936,4999.8955,1.0,0.014633745927569788,100,4999.895512390936,1.0,4999.895512390936,4702.3374,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.120671734
500.0,0.0033333334,500.0,0.012689716525391193,4999.90161450599,4999.902,1.0,0.012689716525391193,100,4999.90161450599,1.0,4999.90161450599,4756.947,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,0.11246183
500.0,0.0025,500.0,0.016198589823233137,4999.889994106606,4999.89,1.0,0.016198589823233137,100,4999.889994106606,1.0,4999.889994106606,4789.485,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,0.1271143
500.0,0.002,500.0,0.01795416162811026,4999.88611310108,4999.8867,1.0,0.01795416162811026,100,4999.88611310108,1.0,4999.88611310108,4811.6943,,500.00000664260017,5.431875e-20,1,500,0.002,0.0020000003,1.0,1.0,0.13386035
500.0,0.01,500.0,0.024646338840776973,4999.875355781419,4999.875,1.0,0.024646338840776973,100,4999.875355781419,1.0,4999.875355781419,4579.0645,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.15620752
500.0,0.005,500.0,0.019450810628962752,4999.882101816827,4999.882,1.0,0.019450810628962752,100,4999.882101816827,1.0,4999.882101816827,4702.3237,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.13911639
500.0,0.0033333334,500.0,0.01872772617902148,4999.880293903616,4999.8804,1.0,0.01872772617902148,100,4999.880293903616,1.0,4999.880293903616,4756.9253,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,0.1366215
500.0,0.0025,500.0,0.016374926547059358,4999.8875901963065,4999.8877,1.0,0.016374926547059358,100,4999.8875901963065,1.0,4999.8875901963065,4789.4824,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,0.12780233
499.932,0.0020591319,499.6975107241324,248.19316455602296,4999.185393482868,4999.317,1.0303961,248.19316455602296,100,4999.185393482868,1.0008063,4999.185393482868,4811.068,0.0005108371,499.74560736324725,2.0400575e-09,1,500,0.0016293435,0.002,0.81532866,1.0006053,12.82659
500.0,0.01,500.0,0.01305315325299842,4999.900939256149,4999.9004,1.0,0.01305315325299842,100,4999.900939256149,1.0,4999.900939256149,4579.09,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.11365327
500.0,0.005,500.0,0.02183433435901519,4999.881664907191,4999.881,1.0,0.02183433435901519,100,4999.881664907191,1.0,4999.881664907191,4702.3228,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.14738491
498.77,0.0033333334,500.0,45656.170056886476,4987.549325004225,4987.55,1.0,45656.170056886476,100,4987.549325004225,1.0,4987.549325004225,4744.5947,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,213.31664
499.0775,0.0025,500.0,34242.17419395964,4990.635732177733,4990.6357,1.0,34242.17419395964,100,4990.635732177733,1.0,4990.635732177733,4780.2305,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,184.81496
499.262,0.0023692062,491.5986557849256,27393.801536192954,4992.490281015413,4996.953,1.1787099,27393.801536192954,100,4992.490281015413,0.99502516,4992.490281015413,4807.1597,0.018162085,491.01081455904097,7.3376604e-08,1,500,0.0007954511,0.002,0.39574692,1.0170898,65.84277
500.0,0.01,500.0,0.011664875570012619,4999.8809562738525,4999.8804,1.0,0.011664875570012619,100,4999.8809562738525,1.0,4999.8809562738525,4579.07,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.107455425
500.0,0.005,500.0,0.011044335074700096,4999.893023211983,4999.893,1.0,0.011044335074700096,100,4999.893023211983,1.0,4999.893023211983,4702.335,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.10482054
500.0,0.0033333334,500.0,0.014726216285621064,4999.888022844627,4999.8887,1.0,0.014726216285621064,100,4999.888022844627,1.0,4999.888022844627,4756.9336,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,0.12115048
500.0,0.0025,500.0,0.014225739109759826,4999.889850039585,4999.8896,1.0,0.014225739109759826,100,4999.889850039585,1.0,4999.889850039585,4789.4844,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,0.11912189
500.0,0.002,500.0,0.013266205009229369,4999.895233397338,4999.8965,1.0,0.013266205009229369,100,4999.895233397338,1.0,4999.895233397338,4811.704,,500.00000664260017,5.431875e-20,1,500,0.002,0.0020000003,1.0,1.0,0.115073614
500.0,0.01,500.0,0.025583176246311977,4999.884326041885,4999.8843,1.0,0.025583176246311977,100,4999.884326041885,1.0,4999.884326041885,4579.0737,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.15911789
500.0,0.005,500.0,0.01985801232956351,4999.888771492162,4999.8887,1.0,0.01985801232956351,100,4999.888771492162,1.0,4999.888771492162,4702.3306,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.14055872
500.0,0.0033333334,500.0,0.021471096897997515,4999.880270828638,4999.8804,1.0,0.021471096897997515,100,4999.880270828638,1.0,4999.880270828638,4756.9253,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,0.14628544
500.0,0.0025,500.0,0.020923038069701964,4999.883864422155,4999.884,1.0,0.020923038069701964,100,4999.883864422155,1.0,4999.883864422155,4789.4785,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,0.14446326
500.0,0.002,500.0,0.030932247261476167,4999.881638057922,4999.882,1.0,0.030932247261476167,100,4999.881638057922,1.0,4999.881638057922,4811.6895,,500.00000664260017,5.431875e-20,1,500,0.002,0.0020000003,1.0,1.0,0.17569432
500.0,0.01,500.0,0.017000292377508584,4999.879236191326,4999.879,1.0,0.017000292377508584,100,4999.879236191326,1.0,4999.879236191326,4579.0684,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.12974195
500.0,0.005,500.0,0.013830222588820716,4999.882495505265,4999.8823,1.0,0.013830222588820716,100,4999.882495505265,1.0,4999.882495505265,4702.324,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.11732451
500.0,0.0033333334,500.0,0.012450813767585125,4999.890877200343,4999.891,1.0,0.012450813767585125,100,4999.890877200343,1.0,4999.890877200343,4756.936,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,0.11140434
500.0,0.0025,500.0,0.012624625124962638,4999.88910743091,4999.889,1.0,0.012624625124962638,100,4999.88910743091,1.0,4999.88910743091,4789.484,,400.0,5.434597e-20,2,500,0.0025,0.0024999997,1.0,1.0,0.11221972
500.0,0.002,500.0,0.012880827154350554,4999.888288960906,4999.8887,1.0,0.012880827154350554,100,4999.888288960906,1.0,4999.888288960906,4811.6963,,500.00000664260017,5.431875e-20,1,500,0.002,0.0020000003,1.0,1.0,0.11338039
500.0,0.01,500.0,0.00856967547404284,4999.914936758651,4999.9146,1.0,0.00856967547404284,100,4999.914936758651,1.0,4999.914936758651,4579.104,,100.0,3.5044917e-18,2,500,0.01,0.009999998,1.0,1.0,0.092110045
500.0,0.005,500.0,0.011857044196333622,4999.901986522088,4999.902,1.0,0.011857044196333622,100,4999.901986522088,1.0,4999.901986522088,4702.3438,,200.00000010221265,2.179301e-19,2,500,0.005,0.0049999994,1.0,1.0,0.10862424
500.0,0.0033333334,500.0,0.012509726157496492,4999.898914811474,4999.8994,1.0,0.012509726157496492,100,4999.898914811474,1.0,4999.898914811474,4756.9443,,299.999969473632,5.4391416e-20,2,500,0.0033333334,0.0033333336,1.0,1.0,0.111660056
