VarNormIw,VarJ,VarDiscRet,VarVanillaIw,AvgDiscRet,MaxNormIw,MinVanillaIw,ESSRenyi,ESSClassic,AvgEpLen,Delta,AvgVanillaIw,MaxVanillaIw,eRenyi2,BatchSize,AvgRet,AvgNormIw,IterType,Bound,J,EpsThisIter,MinNormIw,VanillaAvgRet,VarRet
0.0001250451,481.03104,5627599.829885766,1.1763302,-2380.1889555037224,0.030207474,5.2030153e-08,47.37055443362013,44.683825321644,200.0,0.2,0.96990967,2.929852,2.111016,100,-2380.1889555037224,0.01,1,-1863.7365,-190.12846,100,5.364433e-10,-2380.1889555037224,5627599.829885766
8.038079e-06,181.51521,231411.71050632172,0.07986475,-98.00662906826848,0.012936659,0.35163063,91.91198126306045,92.62890139207066,200.0,0.2,0.9967849,1.2895067,1.0879974,100,-98.00662906826848,0.009999998,1,-635.3966,-43.151863,100,0.003527648,-98.00662906826848,231411.71050632172
1.6665655e-06,129.9756,85149.78868392996,0.016948903,-39.37048429455337,0.011176595,0.44786447,97.74043476193982,98.37687217628356,200.0,0.2,1.0084621,1.1271173,1.023118,100,-39.37048429455337,0.010000002,1,-614.81805,-22.77441,100,0.0044410643,-39.37048429455337,85149.78868392996
2.894426e-06,115.533066,78513.10451980667,0.02780975,-38.31112858212961,0.01149731,0.40266192,97.73244083410013,97.2143212519621,200.0,0.2,0.9802059,1.1269732,1.0232017,100,-38.31112858212961,0.01,1,-590.35535,-21.699081,100,0.004107932,-38.31112858212961,78513.10451980667
9.935067e-06,7.2070394,57.781355527568465,0.10782583,-8.223506381695588,0.01689094,0.26202023,90.63698552949481,91.0450732855626,200.0,0.2,1.04178,1.7596642,1.1033024,100,-8.223506381695588,0.01,1,-13.3004,-7.6853333,100,0.0025151207,-8.223506381695588,57.781355527568465
1.7286435e-05,511.5765,81868.01409233385,0.20233214,-37.79966930387286,0.035276495,0.56829023,177.9241753919303,85.3872181997921,200.0,0.2,1.0818815,3.816499,1.1240743,200,-8.223506381695588,0.01,,-669.1065,-60.66569,100,0.0052527953,-8.223506381695588,57.781355527568465
4.353494e-07,86.748276,82481.8878135701,0.016868066,-37.56772543563387,0.005585463,0.4186752,197.01372514021062,196.5936587027549,200.0,0.2,0.9842007,1.0994433,1.0151577,200,-37.56772543563387,0.005,1,-425.02414,-14.709085,100,0.0021269808,-37.56772543563387,82481.8878135701
3.5044917e-18,8.378446,70.90742724926191,,-9.991678464231036,0.01,1.0,200.0,100.0,200.0,0.2,1.0,1.0,1.0,200,-9.991678464231036,0.009999998,2,-15.545008,-9.991678,100,0.01,-9.991678464231036,70.90742724926191
2.951451e-06,8.219388,83.49174221267704,0.11311494,-10.647303619441287,0.0067023444,0.055559713,181.92483912757444,178.97609403431056,200.0,0.2,0.97884107,1.312106,1.0993551,200,-10.647303619441287,0.005,1,-16.617825,-9.76042,100,0.00028380353,-10.647303619441287,83.49174221267704
3.5044917e-18,7.7025795,59.92902358137382,,-8.492772276030797,0.01,1.0,200.0,100.0,200.0,0.2,1.0,1.0,1.0,200,-8.492772276030797,0.009999998,2,-14.054912,-8.492771,100,0.01,-8.492772276030797,59.92902358137382
8.681302e-06,7.837096,60.669767535139215,0.33969355,-8.338642965360604,0.008797348,0.00328229,149.64995455791393,148.6418981566075,200.0,0.2,0.9890568,1.7402153,1.3364521,200,-8.338642965360604,0.005,1,-11.976809,-7.430032,100,1.659303e-05,-8.338642965360604,60.669767535139215
3.5044917e-18,6.934716,48.57605110956946,,-6.8102298226775675,0.01,1.0,200.0,100.0,200.0,0.2,1.0,1.0,1.0,200,-6.8102298226775675,0.009999998,2,-11.563751,-6.81023,100,0.01,-6.8102298226775675,48.57605110956946
6.049826e-08,7.3332686,60.03191759450897,0.0024218855,-8.839345943244643,0.0051807133,0.6638912,199.53245997033395,199.51956211768444,200.0,0.2,1.0004039,1.0365611,1.0023432,200,-8.839345943244643,0.005,1,-11.381168,-7.817711,100,0.0033181158,-8.839345943244643,60.03191759450897
3.5044917e-18,7.2076488,52.47495062026613,,-9.498587841817477,0.01,1.0,200.0,100.0,200.0,0.2,1.0,1.0,1.0,200,-9.498587841817477,0.009999998,2,-14.758671,-9.498588,100,0.01,-9.498587841817477,52.47495062026613
3.8619714e-06,7.382444,54.57308761973855,0.1599298,-7.90524337871387,0.0071629733,0.062201023,171.09935811796188,173.35431064220904,200.0,0.2,1.01749,1.4576509,1.1689115,200,-7.90524337871387,0.005,1,-12.162668,-8.14135,100,0.0003056591,-7.90524337871387,54.57308761973855
3.5044917e-18,7.366517,54.81370473678476,,-8.65883790755699,0.01,1.0,200.0,100.0,200.0,0.2,1.0,1.0,1.0,200,-8.65883790755699,0.009999998,2,-13.4697895,-8.658838,100,0.01,-8.65883790755699,54.81370473678476
5.4547995e-06,8.014073,58.17587768232781,0.23707603,-8.665643384233524,0.031015798,0.8361473,183.65388699317674,164.3248913382641,200.0,0.2,1.042376,6.4660254,1.089005,200,-8.665643384233524,0.0049999994,1,-11.90151,-8.35149,100,0.0040107756,-8.665643384233524,58.17587768232781
3.5044917e-18,6.9743485,49.13286745691732,,-7.384358535918381,0.01,1.0,200.0,100.0,200.0,0.2,1.0,1.0,1.0,200,-7.384358535918381,0.009999998,2,-12.575384,-7.3843584,100,0.01,-7.384358535918381,49.13286745691732
1.4188752e-06,6.9534783,49.824571903924024,0.057200696,-7.5526475743998525,0.0060864016,0.10929834,188.7718801592473,189.30943020058666,200.0,0.2,1.0039186,1.2220504,1.0594798,200,-7.5526475743998525,0.005,1,-11.000463,-7.222266,100,0.0005443585,-7.5526475743998525,49.824571903924024
3.5044917e-18,6.68843,45.186967268999936,,-7.960672759610662,0.01,1.0,200.0,100.0,200.0,0.2,1.0,1.0,1.0,200,-7.960672759610662,0.009999998,2,-12.5857315,-7.9606733,100,0.01,-7.960672759610662,45.186967268999936
7.752456e-07,6.9462647,52.647375947375004,0.03065055,-7.688558974570027,0.0057739317,0.34966248,194.49806072499763,194.0137346582519,200.0,0.2,0.9941902,1.1480772,1.0282879,200,-7.688558974570027,0.005,1,-11.201682,-7.725067,100,0.0017585291,-7.688558974570027,52.647375947375004
