TimeElapsed,ReturnStepMax,InitialReturnMin,StdIWNorm,Iteration,MaxIWNorm,TimestepsSoFar,OptimizationReturnMax,StdIW,VarianceInit,InitialReturnMax,EmpiricalD2,EpLenMean,J_sample_variance,EpThisIter,InitialReturnStd,ReturnMeanIW,EpRewMean,MaxIW,ESSClassic,ESSRenyi,LearnableVariance,InitialReturnMean,Bound,Weights,MinIWNorm,MeanEntropy,InitialBound,EpisodesSoFar,MinIW,MeanIW,OptimizationReturnMean,OptimizationReturnMin,ReturnStepMaxmin,MeanIWNorm
34.4703311920166,0.8422575,-416.60825,0.0016765841,1,0.013617954,50000,1.7483826,0.16765842,-1.0,-414.85986,1.0239577,500.0,173529.12,100,0.29861107,-414.1015,-416.1875411452353,1.3617954,97.23855,97.66028,,-416.18753,-428.1538,[-0.  0.],0.005217131,0.4189424,-430.0745,100,0.52171314,0.99489194,0.42070252,,0.8422575,0.0099489195
79.62906742095947,0.84197557,-416.57883,0.010149413,2,0.07085847,100000,1.0803528,1.0149413,-1.0,-415.49847,6.1182494,500.0,121245.27,100,0.21803555,-346.21967,-416.18988271161913,7.085847,40.17226,16.344545,,-416.1899,-380.5667,[-0.026 -0.014],9.2278446e-05,0.4189424,-430.0758,200,0.009227845,0.8316734,0.38894713,,0.84197557,0.008316733
128.37352085113525,0.8419662,-416.6066,0.0116886655,3,0.08957605,150000,0.95401,1.1688665,-1.0,-415.6526,11.778219,500.0,118452.73,100,0.17786774,-342.26025,-416.33712865650654,8.957605,33.0896,8.490248,,-416.33716,-389.91922,[ 0.262 -0.128],1.4369974e-05,0.4189424,-430.22403,300,0.0014369974,0.8219849,0.26947325,,0.8419662,0.008219848
192.1870036125183,0.8419392,-416.62668,0.008511368,4,0.053592857,200000,0.69589233,0.8511368,-1.0,-415.9308,19.585365,500.0,55255.477,100,0.14733426,-233.7261,-416.33706618189814,5.359286,30.314932,5.105853,,-416.33707,-295.18597,[-0.468 -0.123],2.2558903e-05,0.4189424,-430.2246,400,0.0022558903,0.56138116,0.28961152,,0.8419392,0.005613812
251.96352767944336,0.8419389,-416.63638,0.025319593,5,0.25406793,250000,0.6642456,2.5319595,-1.0,-415.97214,25.707644,500.0,70419.68,100,0.11959351,-263.7478,-416.3811069643497,25.406794,5.895161,3.8898938,,-416.38113,-334.16312,[-1.278 -0.08 ],5.6220553e-05,0.4189424,-430.26898,500,0.0056220554,0.6337218,0.25527832,,0.8419389,0.0063372185
314.0691554546356,0.8419692,-416.55573,0.0037522083,6,0.024325259,300000,3.1495972,0.37522084,-1.0,-413.40613,1.178713,500.0,171356.34,100,0.57695407,-411.1896,-415.90106534972784,2.4325259,87.41197,84.838295,,-415.90106,-426.26456,[-1.236  0.105],0.0025469027,0.4189424,-429.78625,600,0.2546903,0.9887658,0.6546622,,0.8419692,0.009887658
370.684330701828,0.84197056,-416.6078,0.007741741,7,0.0339829,350000,3.201294,0.77417415,-1.0,-413.4065,3.788701,500.0,129645.625,100,0.5561707,-357.87503,-415.83771431818604,3.3982902,55.234146,26.39427,,-415.83774,-384.90536,[-1.376  0.111],6.642179e-06,0.4189424,-429.72464,700,0.0006642179,0.8599418,0.7700794,,0.84197056,0.008599417
430.75675988197327,0.84185904,-416.6271,0.008621201,8,0.042293534,400000,1.7946777,0.86212003,-1.0,-414.83243,5.0688114,500.0,129382.8,100,0.27711067,-357.6435,-416.1782957269251,4.2293534,49.820465,19.72849,,-416.17828,-388.91,[-1.493  0.043],3.8571875e-06,0.4189424,-430.06586,800,0.00038571874,0.85902995,0.44881195,,0.84185904,0.008590299
509.1339371204376,0.8419913,-416.65912,0.009702146,9,0.05809594,450000,0.7972107,0.9702146,-1.0,-415.8619,6.0868487,500.0,126172.65,100,0.14196382,-353.24384,-416.3579906839132,5.809594,43.322506,16.428862,,-416.35797,-387.50925,[-1.515 -0.058],4.122784e-05,0.4189424,-430.2466,900,0.004122784,0.848241,0.30113006,,0.8419913,0.00848241
575.2847385406494,0.84184957,-416.6731,0.012702246,10,0.08335923,500000,0.6357727,1.2702247,-1.0,-416.03732,36.67731,500.0,66843.49,100,0.11575207,-257.0692,-416.43335298150777,8.335923,19.109118,2.7264812,,-416.43335,-341.1841,[-1.733 -0.181],0.00012888032,0.4189424,-430.32245,1000,0.012888032,0.6173779,0.23974091,,0.84184957,0.0061737783
