MeanEntropy,ReturnStepMaxmin,InitialReturnMax,VarianceInit,J_sample_variance,LearnableVariance,MaxIW,ESSRenyi,MinIW,TimeElapsed,EpLenMean,OptimizationReturnMax,MaxIWNorm,EmpiricalD2,Weights,Iteration,ReturnStepMax,Bound,MinIWNorm,InitialBound,InitialReturnMean,ReturnMeanIW,OptimizationReturnMin,InitialReturnStd,EpThisIter,MeanIWNorm,MeanIW,ESSClassic,EpisodesSoFar,StdIWNorm,TimestepsSoFar,EpRewMean,OptimizationReturnMean,StdIW,InitialReturnMin
0.4189424,0.8615392,-101.60536,-1.0,100874.52,,4.8128185,55.99899,0.10729879,4508.784749746323,252.92,188.9677,0.048128184,1.7857466,[-0.684  0.658],72,0.8615392,-183.1286,0.0010729879,-190.1616,-180.47585,-170.18533,,43.600273,100,0.009990141,0.99901396,57.759697,7200,0.008543239,3346043,-180.47584734499455,110.0972,0.854324,-290.57306
0.4189424,0.86407775,-100.635605,-1.0,85903.25,,12.408634,17.86174,0.008003994,4544.567754983902,234.41,189.10768,0.12408634,5.598559,[-0.681  0.672],73,0.86407775,-157.2396,8.0039936e-05,-178.55116,-168.89307,-134.38728,,39.93024,100,0.0076450617,0.76450616,20.960539,7300,0.014845734,3369484,-168.89306337222456,120.85021,1.4845735,-289.7433
0.4189424,0.8659592,-111.64665,-1.0,57293.09,,4.2966943,7.8668437,0.00080015743,4584.873260498047,271.48,223.63399,0.042966943,12.711578,[-0.725  0.65 ],74,0.8659592,-142.39212,8.001574e-06,-207.74025,-196.56422,-102.545906,,48.116486,100,0.005755772,0.57557726,34.056973,7400,0.008009126,3396632,-196.5642211662233,138.71643,0.8009126,-335.28064
0.4189424,0.8592037,-101.26674,-1.0,88658.98,,7.142491,12.544947,0.0015973249,4616.660504579544,225.1,184.49873,0.07142491,7.9713373,[-0.653  0.671],75,0.8592037,-138.90173,1.5973248e-05,-170.75047,-161.22496,-112.00781,,38.417076,100,0.007630001,0.76300013,26.556625,7500,0.012688624,3419142,-161.22496313095093,124.540504,1.2688624,-285.76547
0.4189424,0.8626988,-79.57011,-1.0,115244.336,,6.7486615,44.438606,0.07881501,4650.027848005295,219.0,226.92685,0.067486614,2.2502956,[-0.552  0.681],76,0.8626988,-154.47313,0.0007881501,-166.63539,-156.41882,-139.14728,,38.629593,100,0.009397586,0.93975866,45.603203,7600,0.0102637345,3441042,-156.41882006540894,150.07812,1.0263735,-306.49695
0.4189424,0.8613678,-92.33922,-1.0,46617.52,,5.272531,9.793573,0.0047905855,4681.279617071152,205.5,174.65273,0.052725308,10.210777,[-0.57  0.7 ],77,0.8613678,-121.14406,4.7905854e-05,-155.51971,-146.61996,-92.70558,,29.92126,100,0.006524477,0.65244764,30.121105,7700,0.009937638,3461592,-146.6199730542302,120.37197,0.9937638,-266.99194
0.4189424,0.86344963,-79.50074,-1.0,81433.86,,7.3831196,19.270733,0.010383416,4709.730986356735,209.47,188.57434,0.07383119,5.189216,[-0.668  0.723],78,0.86344963,-141.48573,0.00010383416,-159.13593,-150.20009,-121.130035,,32.891323,100,0.008528212,0.8528213,32.755333,7800,0.012219288,3482539,-150.20008373767138,117.87499,1.2219288,-268.07507
0.4189424,0.86374605,-79.70247,-1.0,71607.11,,10.842602,19.358273,0.006365088,4737.685846328735,205.14,164.93538,0.10842601,5.16575,[-0.696  0.75 ],79,0.86374605,-133.21194,6.365088e-05,-156.2903,-148.13573,-114.67795,,39.769478,100,0.008344524,0.8344524,26.544222,7900,0.013881279,3503053,-148.13571417167782,96.50214,1.3881279,-244.63785
0.4189424,0.8616952,-79.976555,-1.0,71471.98,,2.3012953,83.521095,0.26806056,4762.276752233505,186.04,170.3125,0.023012953,1.1973023,[-0.777  0.771],80,0.8616952,-138.13496,0.0026806055,-141.5752,-133.23224,-129.00598,,34.01555,100,0.0101495525,1.0149554,82.33751,8000,0.0047008246,3521657,-133.23222966745496,117.05681,0.47008243,-250.28905
0.4189424,0.8639793,-79.97829,-1.0,182990.16,,16.374727,26.246851,0.039599877,4790.662692785263,186.92,233.73845,0.16374727,3.8099809,[-0.781  0.781],81,0.8639793,-124.295166,0.00039599877,-144.69556,-134.23833,-103.88353,,36.898407,100,0.008001822,0.8001821,18.328943,8100,0.016890954,3540349,-134.23833236679434,179.4784,1.6890954,-313.71674
0.4189424,0.86033416,-80.06769,-1.0,64294.645,,7.3813863,12.123281,0.012910962,4817.075182914734,191.73,183.73401,0.07381386,8.248592,[-0.769  0.755],82,0.86033416,-119.66961,0.00012910961,-146.18114,-137.38774,-94.41467,,36.233524,100,0.0073829065,0.7382907,28.611725,8200,0.011661886,3559522,-137.38773326531052,126.41396,1.1661886,-263.8017
0.4189424,0.8686593,-79.388916,-1.0,56611.902,,5.1397257,9.362855,0.0050140168,4836.9104244709015,190.18,196.76672,0.051397257,10.680503,[-0.77   0.786],83,0.8686593,-117.02417,5.0140166e-05,-146.2504,-137.04521,-86.94066,,36.789043,100,0.006525652,0.65256524,32.62288,8300,0.00937819,3578540,-137.04521833837032,139.11041,0.937819,-276.15564
0.4189424,0.8622736,-80.31297,-1.0,96816.05,,13.943398,16.088568,0.0061548543,4864.9924902915955,195.37,185.35371,0.13943398,6.215594,[-0.77   0.752],84,0.8622736,-135.68259,6.154854e-05,-148.80637,-139.95082,-113.60472,,37.78062,100,0.00865924,0.86592406,24.5806,8400,0.015167887,3598077,-139.95080969274045,125.71588,1.5167888,-265.6667
0.4189424,0.8676307,-89.31508,-1.0,50077.6,,2.994586,9.206575,0.0067137172,4896.546813964844,198.58,198.64449,0.02994586,10.861802,[-0.842  0.777],85,0.8676307,-110.84157,6.7137174e-05,-151.84286,-142.2442,-79.207054,,40.12363,100,0.0062717707,0.62717706,43.35924,8500,0.007168261,3617935,-142.2442180685699,145.71535,0.71682614,-287.95956
0.4189424,0.85637444,-79.63634,-1.0,34612.848,,11.17662,33.511642,0.02537464,4919.767193555832,179.54,132.8404,0.11176619,2.9840374,[-0.887  0.809],86,0.85637444,-121.09001,0.0002537464,-135.83037,-128.7478,-108.85534,,32.103035,100,0.0079426635,0.79426646,29.507355,8600,0.012276456,3635889,-128.747809856534,83.72891,1.2276456,-212.47673
0.4189424,0.86327213,-70.58548,-1.0,63529.688,,1.8809686,91.96746,0.41300568,4939.9790580272675,188.2,179.83437,0.018809685,1.0873411,[-0.849  0.786],87,0.86327213,-141.32211,0.0041300566,-143.27023,-134.9229,-132.61789,,37.454422,100,0.009808512,0.98085123,90.2224,8700,0.003228958,3654709,-134.92289819717408,115.496956,0.3228958,-250.41985
0.4189424,0.8588915,-90.195015,-1.0,22345.295,,4.448778,6.085226,0.0026492067,4966.030205011368,189.82,130.13437,0.04448778,16.433243,[-0.873  0.784],88,0.8588915,-118.7162,2.6492065e-05,-143.40207,-136.05774,-88.94388,,29.853577,100,0.006080302,0.6080302,30.097088,8800,0.0092663895,3673691,-136.05774463430046,84.27163,0.92663896,-220.32938
0.4189424,0.8648853,-89.08046,-1.0,85371.39,,4.1806335,12.477152,0.0023356616,4987.506847381592,200.2,236.36192,0.041806333,8.014649,[-0.979  0.763],89,0.8648853,-122.45584,2.3356615e-05,-153.3809,-142.53284,-91.74476,,36.614685,100,0.007056173,0.70561737,40.43297,8900,0.008564547,3693711,-142.5328261819482,182.90958,0.8564547,-325.44238
0.4189424,0.864181,-78.08512,-1.0,26112.611,,5.1558323,10.746183,0.004194167,5013.728391885757,188.09,151.30405,0.051558323,9.30563,[-0.982  0.792],90,0.864181,-95.373795,4.194167e-05,-142.10138,-134.45508,-72.04864,,30.84738,100,0.0055480944,0.5548095,32.514256,9000,0.007993059,3712520,-134.4550728340447,94.934105,0.7993059,-229.38918
0.4189424,0.86334956,-80.525505,-1.0,53001.414,,1.9430783,97.22553,0.63923997,5042.990993738174,192.07,151.0441,0.019430783,1.0285364,[-1.098  0.782],91,0.86334956,-142.85796,0.0063923993,-143.9111,-136.19212,-135.0296,,30.05638,100,0.009803707,0.9803707,96.24383,9100,0.0019367636,3731727,-136.19211352527142,95.37749,0.19367635,-231.56961
0.4189424,0.86828333,-89.612755,-1.0,26725.602,,9.421417,7.050617,0.010365631,5069.510464191437,189.58,122.47895,0.09421417,14.183155,[-1.111  0.781],92,0.86828333,-121.02065,0.00010365631,-141.38799,-134.31827,-94.3957,,25.26492,100,0.0066211605,0.662116,21.812098,9200,0.012535888,3750685,-134.31826997756957,77.77343,1.2535888,-212.0917
0.4189424,0.86358076,-89.27619,-1.0,59663.895,,6.9485073,8.199648,0.002497862,5101.313506364822,222.11,189.11884,0.06948507,12.195645,[-1.154  0.75 ],93,0.86358076,-135.70938,2.497862e-05,-167.4712,-158.19139,-103.30209,,36.770203,100,0.0068277996,0.6827799,28.959274,9300,0.01069401,3772896,-158.19138766616584,120.203636,1.069401,-278.39502
0.4189424,0.86442155,-89.08034,-1.0,55276.61,,8.113884,10.231029,0.005811901,5130.403068065643,202.09,160.89308,0.081138834,9.774188,[-1.147  0.78 ],94,0.86442155,-122.01863,5.8119007e-05,-152.59174,-144.2593,-95.968315,,32.470387,100,0.0070096017,0.7009602,25.678053,9400,0.011925344,3793105,-144.25929642036556,105.71412,1.1925346,-249.97342
0.4189424,0.85991836,-80.19038,-1.0,67039.68,,2.671561,88.76688,0.38013232,5158.518848657608,185.65,168.698,0.02671561,1.1265464,[-1.164  0.812],95,0.85991836,-138.24034,0.003801323,-140.14333,-131.84705,-129.43477,,31.526121,100,0.010031842,1.0031843,86.69978,9500,0.003929172,3811670,-131.8470486406982,117.04132,0.39291722,-248.88837
0.4189424,0.86213183,-79.01454,-1.0,102163.35,,15.290825,11.608719,0.014122757,5186.850005149841,190.91,166.94792,0.15290825,8.614215,[-1.174  0.819],96,0.86213183,-114.90097,0.00014122757,-144.68517,-136.48639,-90.837654,,32.051388,100,0.007744479,0.77444786,18.231583,9600,0.016401093,3830761,-136.4864038912952,109.47607,1.6401094,-245.96246
0.4189424,0.8623782,-78.37416,-1.0,66312.33,,7.1990733,38.95286,0.06089787,5208.082416296005,173.95,158.67928,0.07199073,2.5672054,[-1.145  0.849],97,0.8623782,-120.645676,0.0006089787,-131.4488,-123.54702,-107.98505,,28.72664,100,0.009196247,0.9196246,41.26355,9700,0.010971881,3848156,-123.54702630788088,113.50641,1.0971881,-237.05344
0.4189424,0.8657191,-80.2457,-1.0,46347.656,,8.833284,9.752062,0.00073729287,5232.143312931061,178.03,149.87126,0.08833284,10.254242,[-1.142  0.87 ],98,0.8657191,-102.63827,7.3729284e-06,-134.97826,-127.30768,-78.07539,,28.523418,100,0.0064937724,0.6493773,22.793585,9800,0.011951363,3865959,-127.30768338486553,102.80928,1.1951363,-230.11696
0.4189424,0.86338323,-69.00426,-1.0,8991.094,,4.102983,4.8950515,0.003253526,5251.4833307266235,159.39,95.57805,0.04102983,20.428795,[-1.183  0.904],99,0.86338323,-81.77239,3.253526e-05,-118.961876,-113.47581,-56.976295,,20.930687,100,0.0050874837,0.50874835,31.134867,9900,0.0075662243,3881898,-113.4758073733747,51.1065,0.7566225,-164.5823
0.4189424,0.8634643,-69.42432,-1.0,23175.604,,7.354669,7.0610213,0.010787236,5269.965101242065,171.37,141.30716,0.07354669,14.162257,[-1.305  0.882],100,0.8634643,-93.52943,0.00010787235,-129.1315,-122.10712,-67.09473,,29.3782,100,0.005617864,0.5617864,28.22287,10000,0.008959085,3899035,-122.10711859226227,88.62436,0.89590853,-210.73148
0.4189424,0.86360574,-78.12703,-1.0,45601.02,,7.1921525,10.840295,0.013398398,5293.191944360733,191.78,161.5273,0.07192152,9.224841,[-1.333  0.847],101,0.86360574,-126.8062,0.00013398398,-144.40062,-136.41216,-102.54325,,30.218576,100,0.0073880907,0.73880905,31.74843,10100,0.010832467,3918213,-136.41215125709772,103.242165,1.0832467,-239.65433
0.4189424,0.862227,-89.749344,-1.0,53851.625,,2.4524252,75.29371,0.21429078,5316.9544932842255,199.56,144.65047,0.024524251,1.3281323,[-1.329  0.816],102,0.862227,-144.39476,0.0021429078,-148.83792,-141.0246,-135.39032,,32.22596,100,0.009600597,0.96005976,80.94383,10200,0.0046582636,3938169,-141.024593988657,93.37521,0.4658264,-234.39981
0.4189424,0.8630293,-88.28605,-1.0,33242.84,,5.782038,12.351884,0.019429833,5343.78572010994,193.82,131.0047,0.05782038,8.095931,[-1.285  0.813],103,0.8630293,-116.85643,0.00019429832,-144.52248,-137.21278,-96.05791,,32.85685,100,0.0073511573,0.73511577,37.581512,10300,0.009473822,3957551,-137.21278257906437,82.07796,0.94738215,-219.29074
0.4189424,0.861011,-79.732834,-1.0,25464.404,,7.6641006,7.1146626,0.0067600785,5368.7872948646545,190.82,158.51077,0.07664101,14.05548,[-1.167  0.805],104,0.861011,-101.00921,6.7600784e-05,-142.9436,-135.00215,-71.23619,,30.27882,100,0.005416516,0.54165155,26.012165,10400,0.009135071,3976633,-135.00215444594622,103.241455,0.9135071,-238.2436
0.4189424,0.8651225,-99.546234,-1.0,57260.246,,5.6680894,10.713033,0.002872584,5396.683273553848,209.6,188.78622,0.05668089,9.334425,[-1.254  0.782],105,0.8651225,-122.34752,2.8725839e-05,-158.99976,-149.38869,-92.98346,,36.273003,100,0.0065213535,0.6521354,30.626291,10500,0.009814949,3997593,-149.38868774056434,138.94376,0.9814949,-288.33246
0.4189424,0.8659494,-79.025314,-1.0,61585.445,,7.129745,56.613846,0.12964456,5422.916928768158,188.17,162.81804,0.07129745,1.7663524,[-1.261  0.813],106,0.8659494,-129.87177,0.0012964455,-141.92422,-133.86278,-119.15777,,30.725481,100,0.009023372,0.90233725,50.062073,10600,0.009012177,4016410,-133.86278347492217,107.980576,0.90121764,-241.84335
0.4189424,0.8638111,-88.00064,-1.0,33103.67,,4.8243265,12.387613,0.009635192,5450.448457479477,194.18,148.88933,0.048243266,8.07258,[-1.324  0.82 ],107,0.8638111,-119.83161,9.635192e-05,-146.04057,-138.14423,-97.396324,,33.530544,100,0.0068175183,0.68175185,41.393116,10700,0.0081121605,4035828,-138.14424010902644,98.74572,0.81121606,-236.88997
0.4189424,0.8659394,-98.6107,-1.0,104277.04,,4.669259,17.189018,0.008960343,5472.180777311325,213.36,256.5465,0.04669259,5.817668,[-1.419  0.804],108,0.8659394,-130.86742,8.9603425e-05,-162.67194,-150.83336,-102.312965,,42.094845,100,0.0073041823,0.73041826,40.754047,10800,0.008806748,4057164,-150.833366638422,204.32387,0.88067484,-355.15723
0.4189424,0.86551356,-77.88988,-1.0,71054.05,,5.7858343,37.039593,0.021262698,5500.563649892807,194.8,176.19228,0.05785834,2.6998136,[-1.38   0.827],109,0.86551356,-128.51605,0.00021262697,-146.50148,-138.03207,-114.599884,,30.829351,100,0.008868949,0.886895,42.97036,10900,0.010217346,4076644,-138.03208212018012,116.05008,1.0217346,-254.08215
0.4189424,0.86661214,-88.65541,-1.0,48681.777,,1.6478635,95.63981,0.49873757,5526.246897220612,193.13,130.57301,0.016478635,1.0455897,[-1.343  0.844],110,0.86661214,-143.38509,0.004987376,-144.10616,-136.79854,-135.91275,,30.866983,100,0.0098908935,0.98908937,95.16469,11000,0.0022295073,4095957,-136.79854486480355,82.429886,0.22295071,-219.22842
0.4189424,0.8654125,-89.76419,-1.0,48372.85,,6.525653,10.513594,0.0031541025,5554.878805398941,191.62,149.95686,0.06525653,9.511496,[-1.33   0.841],111,0.8654125,-126.67667,3.1541025e-05,-144.12859,-136.13788,-102.03277,,30.92216,100,0.007708175,0.7708176,32.50324,11100,0.011107843,4115119,-136.13788105800748,103.583176,1.1107844,-239.72105
0.4189424,0.863333,-79.56665,-1.0,51841.96,,5.0594845,51.36419,0.04827062,5576.010271072388,174.54,136.5217,0.050594844,1.9468818,[-1.324  0.871],112,0.863333,-125.042496,0.0004827062,-130.98958,-123.78665,-114.99217,,27.417673,100,0.009653654,0.96536547,54.672173,11200,0.008790042,4132573,-123.78664080888034,92.30171,0.87900424,-216.08835
0.4189424,0.8645124,-77.714745,-1.0,51066.523,,3.7307158,74.07128,0.24035904,5592.944048404694,168.49,138.29193,0.037307158,1.3500509,[-1.314  0.889],113,0.8645124,-121.97964,0.0024035904,-126.76111,-119.56088,-113.61358,,28.172918,100,0.00985092,0.985092,72.20017,11300,0.0061126365,4149422,-119.56088587597013,96.44579,0.61126375,-216.00668
0.4189424,0.86076164,-78.0294,-1.0,60132.35,,10.253314,10.348456,0.0023958422,5611.408807754517,170.55,166.80556,0.10253314,9.663277,[-1.294  0.899],114,0.86076164,-108.18314,2.3958422e-05,-129.31726,-121.1561,-82.8135,,29.268257,100,0.006987887,0.6987887,22.79664,11400,0.012859632,4166477,-121.15609591335058,123.67886,1.2859632,-244.83496
0.4189424,0.86619884,-78.946045,-1.0,21070.291,,4.4383287,6.187604,0.003909481,5634.002180099487,182.07,129.78513,0.044383287,16.161345,[-1.349  0.871],115,0.86619884,-107.39887,3.909481e-05,-135.85857,-128.90086,-79.42808,,25.904135,100,0.0060611265,0.60611266,33.170685,11500,0.008603192,4184684,-128.90087187975644,79.83029,0.8603192,-208.73117
0.4189424,0.8654275,-87.94905,-1.0,59745.465,,7.89199,21.577097,0.018770155,5663.079669475555,188.88,142.652,0.0789199,4.634544,[-1.32   0.835],116,0.8654275,-126.93965,0.00018770155,-142.02286,-134.33614,-110.39172,,31.006239,100,0.008672141,0.867214,31.959589,11600,0.012653457,4203572,-134.33615361317993,96.26489,1.2653457,-230.60104
0.4189424,0.86674535,-77.92935,-1.0,101940.41,,5.816138,58.403233,0.13541313,5689.42467880249,190.06,222.46545,0.058161378,1.712234,[-1.262  0.855],117,0.86674535,-135.53029,0.0013541313,-145.68805,-135.67488,-122.427826,,36.150948,100,0.009258884,0.9258884,54.5813,11700,0.008446057,4222578,-135.67488414257764,164.71992,0.84460574,-300.3948
0.4189424,0.86639196,-78.72636,-1.0,60411.12,,8.477606,26.400166,0.019056015,5711.677996635437,171.88,147.7443,0.08477606,3.7878551,[-1.238  0.869],118,0.86639196,-120.30981,0.00019056014,-130.12184,-122.57283,-105.61759,,28.247772,100,0.009064468,0.90644675,38.482338,11800,0.01146071,4239766,-122.57282986879349,103.89781,1.146071,-226.47064
0.4189424,0.86554796,-69.576065,-1.0,23162.412,,10.379604,5.9783163,0.0018912093,5730.088943243027,168.49,118.05208,0.10379604,16.727118,[-1.262  0.895],119,0.86554796,-111.31108,1.8912093e-05,-126.46911,-120.214836,-85.73186,,25.458761,100,0.006979962,0.6979962,21.69972,11900,0.013258905,4256615,-120.21483954310418,67.41331,1.3258905,-187.62814
0.4189424,0.86317366,-77.323715,-1.0,23600.412,,4.8754663,8.334693,0.009344298,5748.006879806519,177.09,136.17387,0.048754662,11.998042,[-1.298  0.86 ],120,0.86317366,-93.89602,9.3442985e-05,-132.22215,-125.10557,-69.24545,,27.685751,100,0.0058588064,0.58588064,31.788433,12000,0.008582298,4274324,-125.10556259214879,88.39202,0.8582298,-213.49759
0.4189424,0.86279464,-89.696335,-1.0,39718.324,,3.1620703,77.45532,0.20040247,5766.544025421143,186.72,110.65819,0.031620704,1.2910669,[-1.186  0.837],121,0.86279464,-135.73517,0.0020040246,-139.57893,-132.90045,-128.14673,,26.77071,100,0.0096426075,0.9642607,79.31586,12100,0.0049241697,4292996,-132.90045533105732,67.45407,0.49241698,-200.35452
0.4189424,0.8627757,-87.31636,-1.0,48342.72,,4.4700766,9.499368,0.0013053974,5784.244216918945,184.27,151.63033,0.044700764,10.527017,[-1.226  0.834],122,0.8627757,-121.32196,1.3053974e-05,-138.55208,-130.58717,-95.47958,,33.080597,100,0.007592218,0.7592218,36.22018,12200,0.010074766,4311423,-130.5871765758097,108.35951,1.0074768,-238.94669
0.4189424,0.8631967,-79.28092,-1.0,19692.447,,4.210992,8.361676,0.0014397705,5801.696975469589,176.89,123.369255,0.042109918,11.959325,[-1.193  0.864],123,0.8631967,-98.9289,1.4397704e-05,-133.28413,-126.5291,-75.568565,,29.702015,100,0.006026902,0.6026902,37.314617,12300,0.0078115603,4329112,-126.52911285161971,76.12107,0.78115606,-202.65018
0.4189424,0.86669785,-79.15379,-1.0,64781.484,,4.055522,47.38006,0.02613828,5819.709383010864,175.29,190.23586,0.04055522,2.1105926,[-1.082  0.841],124,0.86669785,-110.686226,0.00026138278,-132.92926,-123.9496,-97.64069,,32.163784,100,0.0083733145,0.83733153,57.787975,12400,0.0071564363,4346641,-123.94960409849882,145.44003,0.71564364,-269.38965
0.4189424,0.8656709,-79.42868,-1.0,41830.055,,5.600778,18.495813,0.008417697,5843.3042187690735,175.21,139.4927,0.05600778,5.406629,[-1.021  0.85 ],125,0.8656709,-101.82904,8.4176965e-05,-131.5655,-124.26813,-84.86105,,27.601755,100,0.007351793,0.7351793,31.642658,12500,0.01080561,4364162,-124.26812755763531,94.65326,1.080561,-218.92139
0.4189424,0.86148214,-69.72426,-1.0,20029.23,,7.2271495,9.094113,0.005961167,5863.283881902695,165.3,121.532364,0.072271496,10.996124,[-1.041  0.879],126,0.86148214,-80.51436,5.961167e-05,-123.76642,-117.39118,-59.373867,,27.683834,100,0.0052972753,0.5297276,18.842014,12600,0.010993971,4380692,-117.3911928640306,73.86543,1.0993971,-191.25662
0.4189424,0.8635212,-67.893684,-1.0,44656.74,,8.56744,11.568984,0.012282492,5885.191266298294,177.61,154.5181,0.0856744,8.643802,[-1.162  0.865],127,0.8635212,-110.76975,0.00012282492,-133.9901,-126.57637,-88.973145,,31.856567,100,0.007522819,0.7522819,28.629463,12700,0.0118777305,4398453,-126.57636765003204,95.83541,1.1877732,-222.41177
0.4189424,0.8620855,-78.84315,-1.0,23726.744,,5.244637,7.3913474,0.0020489793,5904.680264234543,162.58,108.88906,0.05244637,13.529333,[-1.171  0.898],128,0.8620855,-103.89399,2.0489791e-05,-121.0719,-114.81415,-80.87662,,22.013582,100,0.007160187,0.7160186,34.91816,12800,0.009775264,4414711,-114.81415744915604,72.918045,0.97752637,-187.73221
0.4189424,0.8601473,-60.161945,-1.0,40415.47,,7.9139714,15.100605,0.012338322,5920.138601064682,158.97,144.03493,0.07913971,6.622251,[-1.149  0.933],129,0.8601473,-101.84887,0.00012338322,-119.95384,-113.147285,-84.33304,,27.512852,100,0.007942512,0.7942512,30.7854,12900,0.011909246,4430608,-113.14728482171893,91.04958,1.1909248,-204.19687
0.4189424,0.8630569,-68.78159,-1.0,22289.69,,5.1181045,8.678065,0.0040942887,5940.859298706055,157.03,114.803185,0.051181044,11.523306,[-1.023  0.933],130,0.8630569,-93.44103,4.0942887e-05,-118.30243,-112.18294,-72.66781,,25.405823,100,0.0066905324,0.66905326,27.977236,13000,0.010734781,4446311,-112.18294470801949,71.401825,1.0734781,-183.58478
0.4189424,0.86304355,-68.619774,-1.0,44073.535,,5.675915,13.955426,0.017213468,5957.781883239746,149.0,130.91248,0.056759145,7.1656713,[-0.906  0.952],131,0.86304355,-104.412186,0.00017213468,-112.88935,-106.23828,-86.60808,,24.989162,100,0.008549517,0.8549518,34.80978,13100,0.011699902,4461211,-106.23827945023775,93.29398,1.1699901,-199.53226
0.4189424,0.85967505,-68.768166,-1.0,47374.83,,12.902674,20.23268,0.041201808,5974.107253551483,145.89,133.06201,0.12902674,4.942499,[-0.943  0.986],132,0.85967505,-100.27085,0.00041201807,-110.19478,-103.46711,-85.31407,,22.666622,100,0.008381603,0.83816034,25.982323,13200,0.014146724,4475800,-103.4671091069281,98.36306,1.4146724,-201.83017
0.4189424,0.8665385,-68.87662,-1.0,19453.541,,7.0301847,6.148041,0.014186675,5987.475599527359,141.52,85.02223,0.070301846,16.265345,[-1.03   1.011],133,0.8665385,-91.75505,0.00014186674,-105.45379,-100.32383,-71.06576,,19.592,100,0.007267648,0.72676474,22.468502,13300,0.013500377,4489952,-100.32382862642407,53.57502,1.3500377,-153.89885
0.4189424,0.8668565,-68.56181,-1.0,55027.805,,5.8893166,28.071985,0.014880756,6004.415080070496,154.45,148.17268,0.058893163,3.5622704,[-1.054  0.971],134,0.8668565,-110.41464,0.00014880755,-116.9438,-109.719315,-96.77917,,27.172081,100,0.009097481,0.90974814,41.320293,13400,0.010841352,4505397,-109.7193158173561,107.01518,1.0841353,-216.7345
0.4189424,0.8605032,-68.51216,-1.0,23592.748,,5.876403,39.79076,0.023791976,6020.561895847321,146.79,99.656296,0.058764026,2.5131462,[-1.069  0.998],135,0.8605032,-93.663376,0.00023791975,-109.87905,-104.273445,-84.77685,,23.238058,100,0.008129219,0.81292176,40.08498,13500,0.009938612,4520076,-104.2734364335239,63.89502,0.9938612,-168.16846
0.4189424,0.86071754,-59.844612,-1.0,23435.826,,6.997159,12.953786,0.0020312027,6035.353888750076,145.45,107.54009,0.06997159,7.719751,[-1.153  1.012],136,0.86071754,-95.95411,2.0312025e-05,-108.19991,-102.62043,-80.451805,,21.957556,100,0.007741103,0.77411026,29.002851,13600,0.01211164,4534621,-102.6204214784503,64.76428,1.2111639,-167.3847
0.4189424,0.85947824,-68.895454,-1.0,27333.64,,5.343401,9.027237,0.0018564942,6049.0360407829285,148.79,116.06878,0.053434007,11.077587,[-1.102  0.978],137,0.85947824,-97.76381,1.8564942e-05,-111.54898,-105.38351,-77.243256,,26.2731,100,0.0074253366,0.7425338,31.269073,13700,0.01100867,4549500,-105.38351450428367,79.58072,1.100867,-184.96423
0.4189424,0.86466825,-69.14385,-1.0,39394.28,,8.794451,26.42854,0.024105733,6065.221075773239,156.26,134.04361,0.08794451,3.7837884,[-1.126  0.943],138,0.86466825,-94.75289,0.00024105732,-117.90554,-111.13263,-81.57824,,27.621645,100,0.007634701,0.76347005,30.05625,13800,0.011646599,4565126,-111.1326253309846,92.05483,1.1646597,-203.18747
0.4189424,0.8610403,-68.80116,-1.0,28143.727,,7.2442393,8.140349,0.010085555,6080.847172737122,153.87,152.8843,0.07244239,12.284485,[-1.233  0.94 ],139,0.8610403,-99.21763,0.00010085555,-116.54846,-109.15894,-73.31795,,28.471865,100,0.0060084034,0.60084033,25.37777,13900,0.010303064,4580513,-109.15894539639353,112.52651,1.0303065,-221.68546
0.4189424,0.8624934,-78.757965,-1.0,47042.746,,5.7776966,12.1576805,0.008925188,6096.7166223526,164.01,147.9169,0.057776965,8.225253,[-1.206  0.903],140,0.8624934,-112.287,8.925188e-05,-124.17832,-116.62249,-90.61711,,29.774294,100,0.007798016,0.7798015,32.807487,14000,0.011159839,4596914,-116.62248528808355,110.052376,1.115984,-226.67487
0.4189424,0.85706586,-78.041435,-1.0,25688.277,,6.15425,7.02166,0.0012792591,6114.836950778961,173.5,124.708336,0.0615425,14.241647,[-1.237  0.872],141,0.85706586,-99.076294,1.27925905e-05,-130.08812,-123.329796,-73.571655,,27.717394,100,0.00620695,0.620695,26.281939,14100,0.0103952885,4614264,-123.32979667320848,79.41997,1.0395288,-202.74977
0.4189424,0.8630592,-78.28485,-1.0,29600.691,,4.6640263,8.599393,0.007622573,6132.121618270874,172.08,146.63141,0.046640262,11.628728,[-1.27   0.908],142,0.8630592,-98.568214,7.6225726e-05,-130.0446,-122.54739,-73.002045,,31.938087,100,0.006195694,0.6195694,34.019875,14200,0.008628398,4631472,-122.54738922029733,102.36887,0.8628399,-224.91626
0.4189424,0.86341274,-78.72188,-1.0,28651.766,,9.606065,12.269879,0.0029856702,6150.9985473155975,178.13,127.1481,0.09606065,8.15004,[-1.407  0.908],143,0.86341274,-109.60346,2.9856701e-05,-133.6269,-126.76458,-90.01269,,26.6072,100,0.0069904844,0.6990484,24.909565,14300,0.012137143,4649285,-126.76457753911615,79.1054,1.2137142,-205.86998
