Bound,ReturnStepMaxmin,EpRewMean,StdIW,EmpiricalD2,MaxIWNorm,EpThisIter,TimeElapsed,MinIW,MeanIWNorm,MeanIW,Iteration,OptimizationReturnMean,Weights,MeanEntropy,StdIWNorm,EpLenMean,InitialReturnStd,MaxIW,OptimizationReturnMax,InitialReturnMin,TimestepsSoFar,InitialReturnMax,J_sample_variance,ESSRenyi,VarianceInit,InitialBound,ReturnStepMax,EpisodesSoFar,InitialReturnMean,ESSClassic,OptimizationReturnMin,ReturnMeanIW,LearnableVariance,MinIWNorm
-72.84375,0.86514944,-91.28530887633562,0.9556634,10.23753,0.060744442,100,2014.152915239334,0.009111557,0.006550598,0.6550598,70,74.01135,[-0.239  1.051 -0.955],0.48138446,0.009556634,129.61,20.72805,6.0744443,114.592316,-165.29666,2421927,-50.704346,19374.406,9.767982,-1,-96.7952,0.86514944,7000,-91.2853,31.965488,,-55.21423,True,9.111557e-05
-75.67514,0.86305916,-93.04630945637822,1.2171074,8.392717,0.07068917,100,2024.7628109455109,0.0007981142,0.0067786616,0.6778662,71,63.43895,[-0.237  1.091 -0.938],0.38831848,0.012171074,130.9,21.137352,7.0689173,96.44977,-156.48526,2435017,-60.035492,19627.746,11.915092,-1,-98.26249,0.86305916,7100,-93.04631,23.675287,,-60.563786,True,7.9811425e-06
-95.499435,0.86793125,-91.81778299957514,0.34089744,1.107768,0.018462546,100,2035.6616048812866,0.2790082,0.009689936,0.96899366,72,85.43085,[-0.245  1.08  -1.031],0.3732293,0.0034089745,128.44,23.340227,1.8462547,116.9933,-177.24863,2447861,-60.25532,31272.422,90.27161,-1,-97.72607,0.86793125,7200,-91.817795,88.98639,,-89.28093,True,0.002790082
-74.319305,0.86364484,-89.68189570069313,0.9476421,18.724281,0.056190543,100,2045.7010633945465,0.0011072922,0.005709849,0.5709849,73,74.72927,[-0.26   1.077 -1.046],0.32844567,0.0094764205,126.57,22.169994,5.6190543,104.91286,-164.41116,2460518,-59.498302,15427.655,5.340659,-1,-95.162254,0.86364484,7300,-89.68189,26.63486,,-50.604877,True,1.10729225e-05
-84.54007,0.86456656,-91.42910340234637,1.3754054,14.387607,0.08975824,100,2055.9672060012817,0.00018730518,0.0069557144,0.6955714,74,93.38519,[-0.306  1.039 -1.09 ],0.25955206,0.013754054,129.7,21.05999,8.975824,124.64213,-184.8143,2473488,-60.172173,38067.39,6.950426,-1,-97.589584,0.86456656,7400,-91.42911,20.366554,,-61.172764,True,1.8730518e-06
-85.26198,0.86257344,-94.32608597368002,1.2441998,13.7275,0.05974758,100,2067.2822527885437,0.0019523773,0.0070673614,0.70673615,75,69.77,[-0.263  1.008 -1.159],0.21172014,0.012441998,132.78,24.719631,5.974758,113.771385,-164.09608,2486766,-50.3247,23465.543,7.2846475,-1,-99.79595,0.86257344,7500,-94.32608,24.394323,,-64.99576,True,1.9523772e-05
-91.21497,0.86657786,-97.99557268366217,0.9129662,5.1289353,0.0565831,100,2080.585209131241,0.040148243,0.007879553,0.78795534,76,134.66064,[-0.35   0.987 -1.207],0.27761844,0.009129661,136.93,31.009954,5.65831,172.41467,-232.65622,2500459,-60.241547,51046.36,19.497223,-1,-105.75078,0.86657786,7600,-97.99557,42.689888,,-73.651634,True,0.00040148242
-73.1183,0.8666578,-100.24062772765755,0.68375725,17.69371,0.03652626,100,2092.3400444984436,0.00053775747,0.004865527,0.4865527,77,88.81791,[-0.374  0.993 -1.141],0.21998039,0.0068375724,139.48,25.943941,3.652626,128.59143,-189.05853,2514407,-60.467102,13764.755,5.651726,-1,-106.54257,0.8666578,7700,-100.24062,33.614616,,-46.609844,True,5.377575e-06
-81.100266,0.86944455,-92.22202418908476,0.97784805,5.794249,0.06318747,100,2104.7269990444183,0.018563075,0.0076427325,0.7642733,78,62.80404,[-0.324  1.023 -1.199],0.2257535,0.00977848,130.17,22.217688,6.3187475,104.72646,-155.02606,2527424,-50.2996,18835.723,17.258492,-1,-97.38955,0.86944455,7800,-92.22202,37.922062,,-68.66136,True,0.00018563075
-86.95361,0.85952365,-94.65044295921922,1.537192,16.255669,0.113578066,100,2117.266323328018,0.001268908,0.00759691,0.759691,79,70.22509,[-0.429  1.019 -1.193],0.16290271,0.01537192,133.29,23.21331,11.357807,105.665985,-164.87553,2540753,-59.20955,35216.48,6.1517,-1,-100.146286,0.85952365,7900,-94.65045,19.629684,,-64.795265,True,1.268908e-05
-80.17486,0.8650654,-92.51207981109619,0.8200347,11.045226,0.04709465,100,2128.555408716202,0.018447613,0.0064919414,0.6491941,80,76.92881,[-0.407  0.988 -1.256],0.23344319,0.0082003465,130.81,20.347635,4.709465,109.706085,-169.44089,2553834,-59.734806,15533.612,9.053685,-1,-98.16011,0.8650654,8000,-92.51208,38.52721,,-61.403996,True,0.00018447613
-97.41894,0.8663833,-103.65009375363589,1.2078495,4.5787597,0.09309835,100,2141.80752325058,0.02482725,0.007866266,0.7866265,81,94.71401,[-0.402  0.971 -1.185],0.2245134,0.012078494,144.87,28.694225,9.309835,148.10785,-198.3641,2568321,-50.256264,35980.547,21.839975,-1,-110.26222,0.8663833,8100,-103.6501,29.782293,,-83.27026,True,0.0002482725
-61.43875,0.8658654,-97.23516198441386,0.48655468,15.335127,0.021958472,100,2153.84782910347,0.00019600306,0.0038013747,0.38013747,82,90.969894,[-0.437  0.947 -1.194],0.18165727,0.0048655467,136.23,22.013968,2.1958473,127.80727,-188.20506,2581944,-60.3978,7501.518,6.5209765,-1,-103.50865,0.8658654,8200,-97.23515,37.903828,,-36.871662,True,1.9600307e-06
-82.298065,0.8631679,-98.02100811257958,1.094776,9.444412,0.06307926,100,2165.9567396640778,0.002313624,0.006303195,0.6303194,83,64.944695,[-0.349  0.969 -1.237],0.1783686,0.010947761,137.41,23.688038,6.307926,101.74516,-162.9657,2595685,-61.220535,13699.195,10.588271,-1,-103.45319,0.8631679,8300,-98.02102,24.896183,,-65.60399,True,2.313624e-05
-85.17569,0.8603959,-94.80838595479727,1.0008118,3.2403052,0.067640685,100,2178.778232574463,0.010640966,0.008390711,0.83907104,84,81.32829,[-0.23   0.961 -1.241],0.11389178,0.010008118,133.18,23.77119,6.7640686,116.37157,-176.13667,2609003,-59.765102,31608.87,30.86129,-1,-100.6796,0.8603959,8400,-94.80839,41.276596,,-74.606995,True,0.00010640966
-76.65238,0.8589449,-94.30557973280548,1.0582327,6.992465,0.07122871,100,2192.265656709671,0.0054308083,0.006210761,0.6210761,85,114.22921,[-0.25   0.97  -1.305],0.067479074,0.010582327,133.56,23.035288,7.1228714,149.76978,-208.53479,2622359,-58.765022,32772.35,14.301108,-1,-101.25673,0.8589449,8500,-94.30559,25.62019,,-58.27124,True,5.4308082e-05
-97.92817,0.862716,-94.89307517841458,0.34389302,1.1936269,0.021078454,100,2204.2079174518585,0.38299426,0.009423752,0.94237524,86,85.345085,[-0.331  0.983 -1.351],0.08677943,0.0034389303,133.28,22.708294,2.1078455,120.095764,-180.23816,2635687,-60.142395,30283.098,83.778275,-1,-100.90102,0.862716,8600,-94.89307,88.24818,,-91.3643,True,0.0038299426
-92.87656,0.856202,-97.81477765128017,1.0809398,10.136977,0.05032024,100,2215.8616704940796,0.00034239024,0.006918505,0.6918504,87,114.35847,[-0.312  0.984 -1.332],0.039550792,0.010809397,136.91,27.339018,5.0320244,152.1654,-212.17325,2649378,-60.007835,36899.69,9.864874,-1,-104.88721,0.856202,8700,-97.81477,29.060808,,-70.35888,True,3.4239024e-06
-86.82577,0.86711526,-98.608005258888,1.0569952,5.949711,0.07623948,100,2228.6811287403107,0.020265669,0.0072147287,0.72147286,88,86.29204,[-0.332  0.959 -1.379],0.07556256,0.010569952,138.75,25.008162,7.623948,124.43039,-184.90004,2663253,-60.469654,25972.3,16.807539,-1,-104.77135,0.86711526,8800,-98.60801,31.782585,,-71.792145,True,0.00020265668
-80.27489,0.86226857,-99.44887263312935,0.8086767,9.776452,0.03762331,100,2242.1428184509277,0.013832993,0.0062045087,0.6204508,89,100.48357,[-0.295  0.94  -1.343],0.12830111,0.008086767,140.1,26.27069,3.7623308,139.46613,-199.93243,2677263,-60.46631,23706.068,10.22866,-1,-106.11328,0.86226857,8900,-99.448875,37.053883,,-59.437054,True,0.00013832992
-91.73702,0.8702538,-100.09520255982876,0.8205824,11.96901,0.038206685,100,2255.3649406433105,0.002787388,0.0067598308,0.6759831,90,83.76001,[-0.315  0.96  -1.291],0.16972399,0.008205824,140.75,27.605684,3.8206687,124.27147,-183.85521,2691338,-59.58374,20186.455,8.35491,-1,-106.22372,0.8702538,9000,-100.09521,40.427288,,-70.53468,True,2.7873879e-05
-94.67645,0.8634197,-97.14567894041538,1.6024214,5.447302,0.13330592,100,2268.027563095093,0.030452617,0.008833755,0.88337564,91,81.63317,[-0.319  0.935 -1.249],0.15216826,0.016024213,136.09,23.782103,13.330593,118.8388,-178.77885,2704947,-59.940056,51710.016,18.357712,-1,-103.10497,0.8634197,9100,-97.145676,23.307281,,-80.767784,True,0.00030452615
-78.6186,0.8572404,-95.64371555209159,0.8037151,9.560748,0.043036584,100,2279.557668685913,0.025461396,0.0066014174,0.66014177,92,82.091515,[-0.327  0.962 -1.267],0.18297824,0.00803715,134.62,23.352558,4.3036585,118.417786,-177.73523,2718409,-59.317444,19052.656,10.459433,-1,-101.56822,0.8572404,9200,-95.64372,40.285564,,-60.299747,True,0.00025461396
-86.000725,0.85424143,-96.3803848606348,1.2466897,6.5510798,0.069463305,100,2292.7652938365936,0.00042080734,0.0077845776,0.7784578,93,95.05119,[-0.396  0.944 -1.236],0.12534285,0.012466895,135.19,25.60424,6.946331,130.98407,-191.43158,2731928,-60.44751,39518.344,15.264659,-1,-102.76143,0.85424143,9300,-96.380394,28.052387,,-69.66837,True,4.2080733e-06
-71.850525,0.86333007,-97.184581464082,0.9424782,13.350546,0.065180086,100,2304.1560909748077,0.000284968,0.005378053,0.5378053,94,70.85743,[-0.482  0.944 -1.294],0.054386415,0.009424781,136.03,24.301971,6.5180087,108.17367,-168.042,2745531,-59.86834,12902.775,7.49033,-1,-102.78599,0.86333007,9400,-97.18458,24.563452,,-51.383907,True,2.84968e-06
-94.34451,0.8641963,-104.96364298984409,0.9879494,9.81766,0.052754354,100,2317.089686870575,0.004755985,0.00716736,0.7167359,95,116.44232,[-0.541  0.928 -1.365],0.041479062,0.009879494,146.01,29.562965,5.2754354,162.1954,-221.40596,2760132,-59.21056,41113.117,10.185726,-1,-112.34384,0.8641963,9500,-104.963646,34.48289,,-71.22003,True,4.755985e-05
-106.14488,0.86003363,-109.62645958825946,0.6945398,1.5938234,0.048673138,100,2330.1238112449646,0.11857685,0.008953132,0.8953132,96,113.32245,[-0.519  0.9   -1.377],0.025585888,0.0069453977,151.33,32.660694,4.867314,153.07431,-222.94891,2775265,-69.8746,49111.277,62.742207,-1,-117.05809,0.86003363,9600,-109.626465,62.430183,,-96.76269,True,0.0011857684
-86.36836,0.8614871,-105.2072704167664,1.0693194,13.68896,0.078498326,100,2343.968661546707,0.0010735039,0.0057203327,0.5720333,97,106.64652,[-0.562  0.899 -1.393],-0.017961519,0.010693193,147.02,31.928818,7.849833,141.88513,-211.85379,2789967,-69.96866,31638.412,7.3051567,-1,-112.26906,0.8614871,9700,-105.207275,22.249928,,-60.240715,True,1.0735039e-05
-106.12335,0.86049443,-112.45641430541873,1.1039312,5.917106,0.05928896,100,2357.6924242973328,0.027115453,0.0083506955,0.8350696,98,122.21317,[-0.604  0.877 -1.437],-0.00021767616,0.011039311,156.5,33.698814,5.928896,164.78635,-234.66959,2805617,-69.88325,64670.617,16.900152,-1,-120.27873,0.86049443,9800,-112.456406,36.395584,,-87.09548,True,0.00027115454
-101.93796,0.85752416,-109.60475890398025,0.87348664,8.781335,0.043471504,100,2371.541615962982,0.0048954063,0.0075934078,0.7593409,99,119.796776,[-0.579  0.896 -1.419],0.029285474,0.008734866,152.15,33.20687,4.3471503,160.9385,-229.40154,2820832,-68.46302,44629.914,11.387791,-1,-117.25147,0.85752416,9900,-109.60476,43.043324,,-79.2782,True,4.895406e-05
-95.30899,0.8694893,-104.12505530640483,1.0786794,7.2335634,0.061858233,100,2384.3783252239227,0.01319104,0.0075787692,0.757877,100,105.53358,[-0.589  0.918 -1.39 ],0.022262588,0.010786794,145.69,28.323975,6.1858234,149.17554,-209.65863,2835401,-60.483086,42540.574,13.824445,-1,-111.113686,0.8694893,10000,-104.125046,33.04958,,-76.51289,True,0.00013191039
-93.39047,0.8594297,-103.34532274782657,0.95123583,6.69536,0.059212197,100,2397.5618975162506,0.026247678,0.0073252004,0.73252004,101,131.5947,[-0.495  0.913 -1.397],0.05902131,0.009512358,143.89,31.630922,5.92122,174.80295,-234.94003,2849790,-60.137077,50929.844,14.935717,-1,-111.17665,0.8594297,10100,-103.34532,37.225784,,-73.12659,True,0.00026247677
-78.57651,0.86272657,-110.57121196255088,0.7822624,12.639277,0.06507587,100,2410.7230360507965,0.0028570942,0.0050036963,0.5003696,102,106.70108,[-0.423  0.902 -1.36 ],0.044412866,0.007822624,153.71,29.96034,6.5075865,146.75491,-217.2723,2865161,-70.51738,21653.662,7.9118447,-1,-117.81362,0.86272657,10200,-110.57121,29.034962,,-52.828465,True,2.8570941e-05
-78.042786,0.85941947,-97.43180102691055,0.97941715,14.214922,0.060576133,100,2423.2992799282074,0.0009970536,0.0057542496,0.57542497,103,86.36083,[-0.509  0.922 -1.375],-0.03872451,0.009794172,136.92,25.35992,6.0576134,123.88104,-183.79263,2878853,-59.91159,19569.879,7.034861,-1,-103.55822,0.85941947,10300,-97.43181,25.660345,,-54.94454,True,9.970536e-06
-94.357925,0.8698356,-105.39008078560234,1.0274397,13.674712,0.06429578,100,2436.8910920619965,0.0028928106,0.006444228,0.6444228,104,92.280945,[-0.44   0.925 -1.458],-0.053314492,0.010274398,146.54,28.877457,6.4295783,137.79117,-197.67102,2893507,-59.87986,25340.906,7.312768,-1,-111.97912,0.8698356,10400,-105.390076,28.232859,,-69.99212,True,2.8928105e-05
-84.22899,0.8662046,-96.74411093622446,1.0826613,10.600461,0.05954243,100,2448.6329078674316,0.005501206,0.0069500147,0.6950016,105,114.52512,[-0.443  0.951 -1.472],-0.10602846,0.010826612,136.03,26.93617,5.954243,151.86655,-211.26924,2907110,-59.402695,44647.434,9.433552,-1,-103.786415,0.8662046,10500,-96.74411,29.182718,,-61.300392,True,5.501206e-05
-82.545616,0.8658404,-97.38673713803291,0.997497,10.977747,0.049125083,100,2459.705904006958,0.009840585,0.006752248,0.67522484,106,92.29003,[-0.516  0.943 -1.525],-0.10993199,0.0099749705,137.19,26.606762,4.9125085,130.01749,-189.67676,2920829,-59.659264,27803.559,9.109337,-1,-103.70929,0.8658404,10600,-97.38673,31.423218,,-61.597282,True,9.840585e-05
-86.48738,0.85788167,-96.34846213266253,1.0478945,7.17519,0.06980004,100,2473.0214433670044,0.030841356,0.0073104547,0.73104537,107,92.48857,[-0.526  0.966 -1.529],-0.071590364,0.010478945,135.98,22.115793,6.9800043,129.11964,-188.83704,2934427,-59.717392,29251.285,13.9369135,-1,-102.64302,0.85788167,10700,-96.348465,32.736534,,-69.62641,True,0.00030841355
-87.16516,0.86218464,-101.52675722718239,0.99451303,12.227905,0.0644233,100,2486.056639432907,0.0051821955,0.00684042,0.684042,108,85.272575,[-0.489  0.95  -1.491],-0.07248776,0.00994513,141.37,29.400963,6.44233,126.34645,-186.79933,2948564,-60.452885,26546.11,8.178016,-1,-107.7534,0.86218464,10800,-101.52675,32.115524,,-65.39157,True,5.1821953e-05
-70.777054,0.85941803,-105.0214922440052,0.87380725,15.108301,0.05629285,100,2498.1323580741882,0.0006791266,0.004984209,0.49842086,109,80.45611,[-0.514  0.926 -1.491],-0.12792018,0.008738073,146.17,28.542364,5.6292853,125.748856,-185.4776,2963181,-59.728745,16264.756,6.618878,-1,-111.20408,0.85941803,10900,-105.02149,24.548672,,-46.745716,True,6.7912656e-06
-90.51343,0.8646185,-105.50695252105594,0.8268765,5.270476,0.04891973,100,2511.9682800769806,0.031117808,0.0065256422,0.6525642,110,176.80804,[-0.443  0.911 -1.547],-0.0802421,0.008268765,146.95,33.88652,4.891973,221.97351,-282.315,2977876,-60.341488,59323.22,18.97362,-1,-114.91746,0.8646185,11000,-105.50695,38.379017,,-68.909256,True,0.00031117807
-90.13434,0.86180556,-101.70409620583058,0.9700303,7.8355794,0.03659093,100,2526.0391981601715,0.0028567468,0.0070707547,0.70707536,111,119.53108,[-0.393  0.912 -1.499],-0.11110139,0.009700303,142.21,29.128046,3.6590931,161.75992,-221.23518,2992097,-59.475273,39789.895,12.762298,-1,-109.078606,0.86180556,11100,-101.704094,34.6971,,-69.49154,True,2.8567467e-05
-105.84035,0.8644948,-111.08410527631641,0.6322653,1.7254301,0.029924521,100,2540.5149829387665,0.13026783,0.008699752,0.86997527,112,211.45966,[-0.431  0.895 -1.53 ],-0.1367928,0.0063226535,152.87,41.48879,2.9924521,262.3213,-322.54376,3007384,-60.22247,102279.59,57.956562,-1,-121.835556,0.8644948,11200,-111.084114,65.43716,,-91.717705,True,0.0013026783
-94.92151,0.8667192,-104.89314384177327,0.9049884,6.510835,0.048389666,100,2554.0421805381775,0.011233956,0.007072549,0.70725495,113,126.83089,[-0.467  0.898 -1.556],-0.14355302,0.009049883,145.94,29.888302,4.838967,170.94025,-231.72403,3021978,-60.78379,40253.98,15.359013,-1,-112.61728,0.8667192,11300,-104.89314,37.91726,,-75.21235,True,0.000112339556
-86.57855,0.8636857,-104.31782851517201,1.1744062,9.845938,0.09599912,100,2567.3061034679413,0.0004025878,0.0061693317,0.6169332,114,119.300095,[-0.451  0.878 -1.562],-0.22401394,0.011744061,145.32,30.27417,9.599913,163.35658,-223.61794,3036510,-60.261356,41435.895,10.156473,-1,-111.77176,0.8636857,11400,-104.317825,21.627388,,-63.18943,True,4.025878e-06
-101.59238,0.8584433,-110.24685307994486,0.97977275,3.8253825,0.04874621,100,2580.5906550884247,0.06301579,0.008182808,0.8182807,115,127.94302,[-0.466  0.868 -1.643],-0.17629828,0.009797727,152.94,35.772827,4.874621,177.97977,-238.18988,3051804,-60.210106,57489.414,26.141176,-1,-118.18652,0.8584433,11500,-110.24685,41.090378,,-86.06352,True,0.0006301579
-103.64912,0.8627077,-111.19329434990883,0.83039963,6.107982,0.043910313,100,2596.2384810447693,0.0053922394,0.0069714184,0.6971419,116,232.66809,[-0.501  0.866 -1.595],-0.17640828,0.008303997,153.88,42.922066,4.3910313,274.1919,-343.8614,3067192,-69.66949,96262.15,16.372019,-1,-122.65534,0.8627077,11600,-111.1933,41.342213,,-75.321434,True,5.3922395e-05
-93.7157,0.8587104,-108.81813599631191,0.98222286,13.403195,0.06309357,100,2610.0752444267273,0.0028430473,0.006552401,0.6552402,117,87.81749,[-0.503  0.885 -1.595],-0.1724225,0.009822228,150.74,32.76168,6.3093576,127.96138,-196.63562,3082266,-68.67424,27897.95,7.4609075,-1,-115.37266,0.8587104,11700,-108.81814,30.796873,,-69.71935,True,2.8430472e-05
-69.27909,0.8634956,-106.57986612766982,0.59776956,11.134652,0.03159658,100,2623.6468126773834,0.0007050864,0.00455637,0.45563698,118,80.88617,[-0.465  0.863 -1.591],-0.24161254,0.0059776953,148.48,26.295033,3.159658,126.80526,-187.46603,3097114,-60.660774,9902.3125,8.980972,-1,-112.828735,0.8634956,11800,-106.579865,36.74858,,-48.42748,True,7.0508636e-06
-101.93175,0.8594397,-109.10074882775545,1.1665258,7.847843,0.06691891,100,2636.6268289089203,0.005723738,0.007772082,0.77720815,119,145.08975,[-0.417  0.871 -1.661],-0.31198445,0.011665259,150.92,33.98641,6.691891,184.32596,-254.1905,3112206,-69.86455,74902.49,12.742354,-1,-117.57376,0.8594397,11900,-109.10075,30.743166,,-78.195435,True,5.723738e-05
-96.48201,0.8620465,-112.09546433091164,0.8068531,7.1057463,0.054884534,100,2650.5499725341797,0.0134588,0.0063346773,0.63346773,120,211.35344,[-0.385  0.861 -1.731],-0.300706,0.008068531,154.97,43.12146,5.4884534,262.13184,-323.4489,3127703,-61.317078,77373.27,14.073117,-1,-122.87709,0.8620465,12000,-112.09547,38.133984,,-67.741844,True,0.00013458799
-95.22981,0.8646337,-116.09746779456735,0.843473,8.27683,0.04545006,100,2665.6391372680664,0.008605605,0.0067307283,0.6730728,121,136.51163,[-0.393  0.845 -1.72 ],-0.27430755,0.008434731,160.28,40.742893,4.5450063,191.60736,-252.60909,3143731,-61.00172,48098.133,12.081921,-1,-124.51777,0.8646337,12100,-116.09747,38.90401,,-71.005035,True,8.605605e-05
-122.36331,0.86617655,-114.05643677115441,0.32088715,1.1124623,0.02047999,100,2678.9575958251953,0.4158883,0.009825199,0.98252,122,225.96472,[-0.331  0.845 -1.693],-0.26047805,0.0032088712,157.78,43.382217,2.0479991,280.41946,-340.02118,3159509,-59.601723,120569.625,89.890686,-1,-125.390465,0.86617655,12200,-114.056435,90.36159,,-110.40892,True,0.004158883
-110.1156,0.86336654,-113.66046803593636,1.1343082,5.5131116,0.06307866,100,2692.9239304065704,0.019097878,0.008232316,0.8232315,123,136.7578,[-0.324  0.842 -1.679],-0.24693805,0.0113430815,157.79,36.74918,6.3078656,180.85391,-250.41826,3175288,-69.56435,72336.73,18.138577,-1,-122.007744,0.86336654,12300,-113.66047,34.500206,,-90.51618,True,0.00019097877
-100.28218,0.869016,-113.7591897970438,0.9290554,8.478086,0.045217674,100,2707.2468621730804,0.0010926102,0.00706066,0.70606613,124,168.78395,[-0.317  0.826 -1.666],-0.32414338,0.009290554,157.81,37.75722,4.5217676,212.56546,-282.54312,3191069,-69.97767,70228.5,11.7951145,-1,-123.17729,0.869016,12400,-113.75918,36.611526,,-72.859344,True,1.0926102e-05
-112.65399,0.86190325,-117.45459663972258,0.76400787,2.974955,0.03317627,100,2723.276707649231,0.049689308,0.0076093543,0.7609354,125,299.14102,[-0.308  0.818 -1.743],-0.37127367,0.007640079,161.9,46.22771,3.317627,344.20135,-416.5956,3207259,-72.39427,157284.75,33.613953,-1,-131.34113,0.86190325,12500,-117.45459,49.798527,,-88.70244,True,0.0004968931
-108.87071,0.85996735,-128.45558970123528,0.8382639,8.490937,0.060466316,100,2738.4949600696564,0.0141195785,0.0057807374,0.5780738,126,227.345,[-0.305  0.81  -1.79 ],-0.3664519,0.008382639,175.42,53.508125,6.046632,295.31577,-355.8006,3224801,-60.48484,81758.27,11.777263,-1,-140.31561,0.85996735,12600,-128.45558,32.229103,,-74.31155,True,0.00014119578
-129.8222,0.8618642,-122.75222247287631,0.49396712,1.2476255,0.031587813,100,2754.0031411647797,0.3273807,0.009656338,0.96563387,127,224.86115,[-0.315  0.794 -1.785],-0.34431297,0.004939671,169.78,49.749443,3.1587813,276.16302,-347.61337,3241779,-71.45034,127306.94,80.15226,-1,-134.33932,0.8618642,12700,-122.75223,79.25939,,-116.87972,True,0.0032738068
-124.26015,0.86247176,-127.11873258367181,0.9051613,4.433311,0.053649828,100,2767.109783887863,0.014270438,0.00773773,0.77377313,128,272.23215,[-0.323  0.793 -1.763],-0.3723317,0.0090516135,174.47,57.066063,5.364983,327.83102,-399.35086,3259226,-71.519844,162153.36,22.556505,-1,-140.43044,0.86247176,12800,-127.11873,42.22195,,-96.231804,True,0.00014270438
-119.666466,0.86836934,-114.54756315812469,1.1173614,3.7595735,0.07195221,100,2781.6553750038147,0.010510126,0.009313527,0.9313526,129,181.76251,[-0.311  0.805 -1.791],-0.36318994,0.011173615,159.52,35.87748,7.195221,224.70366,-296.3101,3275178,-71.60643,127174.78,26.598763,-1,-124.42457,0.86836934,12900,-114.54757,40.994926,,-100.515335,True,0.00010510126
-117.1583,0.8637392,-118.9667092525959,0.737132,2.2632985,0.04696852,100,2796.422044992447,0.04960964,0.0077672238,0.77672243,130,286.08493,[-0.321  0.818 -1.782],-0.3490601,0.0073713195,163.88,51.71052,4.696852,344.52493,-405.05164,3291566,-60.526695,137632.12,44.1833,-1,-132.46843,0.8637392,13000,-118.9667,52.61342,,-96.845955,True,0.0004960964
-114.796074,0.85601306,-122.18111778110266,1.1150036,4.352084,0.069003254,100,2812.9108147621155,0.011997917,0.008014606,0.80146056,131,230.14183,[-0.284  0.82  -1.768],-0.39077777,0.011150035,166.38,51.138866,6.900326,281.951,-352.32297,3308204,-70.37198,161925.84,22.977497,-1,-133.9252,0.85601306,13100,-122.18112,34.066006,,-90.295944,True,0.000119979166
-114.04501,0.8639637,-116.96204932153225,1.0440346,2.4475863,0.06959443,100,2825.7891092300415,0.068826675,0.009174835,0.91748345,132,198.8838,[-0.278  0.808 -1.81 ],-0.3990965,0.010440345,161.44,52.718708,6.959443,254.25992,-315.84586,3324348,-61.585945,146687.5,40.85658,-1,-127.49024,0.8639637,13200,-116.96204,43.575047,,-97.5739,True,0.00068826677
-101.77848,0.86838347,-115.65812608107925,1.0100881,6.0357575,0.056088135,100,2839.6293613910675,0.063307084,0.007089163,0.7089163,133,206.76117,[-0.248  0.814 -1.818],-0.3957818,0.010100881,159.24,49.81756,5.608814,262.27255,-322.4193,3340272,-60.146755,108029.164,16.567928,-1,-126.40544,0.86838347,13300,-115.65813,33.001648,,-75.374725,True,0.0006330708
-123.357895,0.8686118,-124.23527534395457,0.9973122,4.1915264,0.071030654,100,2855.055829524994,0.005925072,0.0075259046,0.7525905,134,282.23425,[-0.245  0.799 -1.815],-0.43057245,0.009973122,170.77,55.82562,7.1030655,336.3401,-406.4695,3357349,-70.12944,192827.1,23.857656,-1,-137.78426,0.8686118,13400,-124.235275,36.28339,,-95.61877,True,5.9250717e-05
-117.83501,0.85974973,-126.20450216814875,1.0402834,4.8601494,0.052354183,100,2871.2336490154266,0.020805035,0.008133986,0.81339866,135,272.07697,[-0.267  0.81  -1.85 ],-0.44547564,0.010402834,172.43,61.69419,5.2354183,337.83096,-398.28146,3374592,-60.450512,210509.81,20.575499,-1,-139.48056,0.85974973,13500,-126.2045,37.94098,,-88.56696,True,0.00020805035
-104.4801,0.85790783,-121.84549445211887,0.8875375,5.8869905,0.052995346,100,2886.692838907242,0.0021504024,0.0064929663,0.64929664,136,291.0956,[-0.242  0.821 -1.864],-0.48891205,0.008875375,167.04,61.042416,5.299535,342.03128,-412.9411,3391296,-70.90983,153310.22,16.986609,-1,-135.6102,0.85790783,13600,-121.84549,34.861736,,-71.082634,True,2.1504024e-05
-98.06928,0.85859454,-118.03626392811537,0.6370413,4.0411224,0.026452111,100,2901.2164158821106,0.00072853325,0.0065258252,0.6525825,137,276.5954,[-0.234  0.832 -1.908],-0.5523071,0.006370412,163.6,50.759956,2.6452112,324.2283,-394.63165,3407656,-70.40336,102459.73,24.7456,-1,-131.19064,0.85859454,13700,-118.03627,51.204926,,-71.62562,True,7.2853322e-06
-100.25496,0.8692696,-114.58261163637042,0.86315495,4.08767,0.04220678,100,2915.6129007339478,0.0070185475,0.00751077,0.75107694,138,281.71262,[-0.229  0.83  -1.971],-0.61145824,0.008631549,158.54,54.960674,4.220678,333.96158,-396.29523,3423510,-62.33365,163095.6,24.463816,-1,-127.79245,0.8692696,13800,-114.58262,43.09019,,-73.54732,True,7.018547e-05
-115.309784,0.85888505,-122.51870531842113,0.8634732,4.2624235,0.047790054,100,2930.015417098999,0.007398038,0.0077811764,0.77811766,139,294.1245,[-0.217  0.833 -2.03 ],-0.6221028,0.008634732,166.18,74.10362,4.7790055,356.9374,-416.64322,3440128,-59.7058,185648.0,23.46083,-1,-136.40681,0.85888505,13900,-122.5187,44.81446,,-86.6369,True,7.398038e-05
