EpisodesSoFar,StdIW,ESSRenyi,J_sample_variance,ESSClassic,LearnableVariance,OptimizationReturnMin,MaxIWNorm,InitialBound,OptimizationReturnMean,MinIWNorm,Iteration,ReturnStepMaxmin,EmpiricalD2,TimestepsSoFar,InitialReturnMin,InitialReturnMax,MeanEntropy,MaxIW,TimeElapsed,MeanIWNorm,Weights,EpLenMean,ReturnStepMax,InitialReturnMean,StdIWNorm,OptimizationReturnMax,InitialReturnStd,ReturnMeanIW,MeanIW,EpRewMean,Bound,VarianceInit,EpThisIter,MinIW
21000,0.64646226,10.812068,16523.111,37.766617,True,,0.025200548,-94.40257,115.83354,6.377748e-05,210,0.8576013,9.248924,4153305,-203.45432,-57.92524,-0.5265217,2.5200548,3509.581690788269,0.005035998,[-1.294  1.193 -1.939],123.94,0.8576013,-87.62076,0.006464622,145.52908,23.624863,-44.4236,0.50359976,-87.62076764240861,-65.04848,-1,100,0.006377748
21100,0.66657454,39.239883,74697.06,57.775578,True,,0.033432208,-104.51249,199.51208,0.0004727485,211,0.8634211,2.5484276,4166560,-294.21735,-57.76209,-0.56281185,3.343221,3520.7542130947113,0.0077972068,[-1.276  1.177 -1.945],132.55,0.8634211,-94.70525,0.0066657453,236.45526,40.868145,-70.34868,0.7797206,-94.70525699540973,-86.00476,-1,100,0.04727485
21200,0.49029392,83.131905,43540.21,78.79838,True,,0.02868976,-94.7818,121.49031,0.0023517953,212,0.86419594,1.2029076,4179015,-209.2956,-58.453312,-0.5590121,2.868976,3532.704624891281,0.009452152,[-1.244  1.177 -1.982],124.55,0.86419594,-87.80528,0.00490294,150.84229,24.101637,-83.680244,0.9452152,-87.80528140947223,-91.331894,-1,100,0.23517954
21300,0.9323937,21.811907,92517.76,41.511406,True,,0.04667972,-99.59703,202.59792,0.00015213636,213,0.864801,4.584652,4191693,-292.44672,-57.327682,-0.5571589,4.667972,3544.043134212494,0.007855024,[-1.247  1.173 -1.978],126.78,0.864801,-89.8488,0.009323938,235.11903,32.13006,-67.98126,0.7855023,-89.84880623877048,-88.853966,-1,100,0.015213637
21400,0.9478757,30.027494,87009.92,45.91237,True,,0.04725165,-101.15682,180.79828,0.00041793546,214,0.86244273,3.3302813,4204679,-272.85977,-58.539284,-0.5577387,4.725165,3556.4784791469574,0.008733077,[-1.215  1.163 -1.976],129.86,0.86244273,-92.0615,0.009478756,214.3205,30.641874,-79.00908,0.8733077,-92.06150084614754,-95.60719,-1,100,0.041793548
21500,0.81942606,19.76805,90204.875,44.77083,True,,0.03970176,-106.22318,218.75815,0.00022764766,215,0.8590357,5.058668,4218083,-314.49805,-57.42473,-0.55623496,3.970176,3568.806612253189,0.007377735,[-1.23   1.154 -1.977],134.04,0.8590357,-95.73992,0.00819426,257.0733,39.4896,-68.775444,0.73777354,-95.73991701498628,-92.35387,-1,100,0.022764767
21600,0.46575275,78.99125,143143.28,80.01881,True,,0.02775429,-108.90703,278.2297,0.0016656492,216,0.86355865,1.2659631,4231566,-374.64847,-57.987335,-0.5758062,2.775429,3581.6887657642365,0.009320528,[-1.245  1.143 -1.975],134.83,0.86355865,-96.41874,0.0046575274,316.66113,41.564034,-87.00472,0.9320529,-96.41874425634742,-101.055916,-1,100,0.16656493
21700,0.7793489,20.954798,132666.2,43.18424,True,,0.056023676,-105.57387,300.91324,0.00014128638,217,0.8640039,4.7721767,4244592,-393.37463,-57.630043,-0.5862428,5.602368,3593.2322795391083,0.0067945416,[-1.251  1.139 -1.995],130.26,0.8640039,-92.46139,0.0077934894,335.7446,42.31879,-64.256165,0.6794542,-92.46138539105654,-92.9008,-1,100,0.0141286375
21800,0.8626039,29.696976,123693.98,45.562744,True,,0.03939024,-102.475716,253.63448,0.00022705553,218,0.8598933,3.3673463,4257406,-344.62277,-58.81124,-0.60329413,3.9390242,3605.197165966034,0.007891659,[-1.287  1.133 -2.005],128.14,0.8598933,-90.98829,0.008626038,285.81152,35.39658,-70.246216,0.78916585,-90.98829170659184,-91.32602,-1,100,0.022705553
21900,1.2339908,30.232456,47866.656,33.822083,True,,0.094421744,-99.21568,101.216896,0.00045916677,219,0.862051,3.3077035,4270549,-193.96701,-57.286247,-0.62792987,9.442175,3617.2553536891937,0.008821766,[-1.316  1.127 -2.022],131.43,0.862051,-92.75011,0.012339909,136.68076,24.289425,-79.90796,0.8821766,-92.75011781156063,-91.66695,-1,100,0.045916677
22000,0.62344646,67.75545,168193.47,67.03162,True,,0.03210685,-113.78592,299.43008,0.001991767,220,0.8629805,1.4758961,4284621,-399.88644,-57.321507,-0.62075967,3.2106853,3629.867479801178,0.008889762,[-1.339  1.135 -2.047],140.72,0.8629805,-100.456375,0.0062344647,342.56494,49.704098,-88.66527,0.8889762,-100.45637012809514,-104.858864,-1,100,0.1991767
22100,0.8909598,49.097855,94887.375,53.020073,True,,0.047919963,-107.59259,170.91481,0.0011919729,221,0.8571525,2.036749,4298375,-269.5233,-58.212673,-0.6098333,4.7919965,3642.210694551468,0.009465033,[-1.347  1.14  -2.04 ],137.54,0.8571525,-98.6085,0.008909597,211.31061,38.01352,-89.006386,0.9465032,-98.6084839181602,-101.82803,-1,100,0.11919729
22200,0.95589143,24.954123,90095.695,41.084145,True,,0.06089793,-103.966934,192.06836,0.0005080733,222,0.8585174,4.007354,4311613,-286.48578,-58.523525,-0.6008543,6.089793,3655.0293412208557,0.007982328,[-1.316  1.139 -2.029],132.38,0.8585174,-94.417404,0.009558914,227.96225,35.630222,-73.46177,0.7982328,-94.41740469664336,-92.57837,-1,100,0.05080733
22300,0.6092799,9.169401,15434.535,32.842148,True,,0.030411283,-100.97614,121.77682,5.0274615e-05,223,0.86355114,10.905837,4324838,-215.56738,-57.41503,-0.63189846,3.0411284,3667.419638156891,0.004260732,[-1.326  1.129 -2.02 ],132.25,0.86355114,-93.79056,0.006092799,158.15234,27.207506,-37.212772,0.4260732,-93.79056404232979,-60.94242,-1,100,0.005027462
22400,0.92857456,26.664576,123792.484,46.292896,True,,0.056844395,-102.67971,222.2943,5.447807e-05,224,0.86443186,3.7502942,4337832,-314.49097,-57.698246,-0.61795235,5.6844397,3679.0643281936646,0.008621009,[-1.277  1.134 -2.051],129.94,0.86443186,-92.19668,0.009285746,256.79272,35.00918,-77.2506,0.8621009,-92.19668075904251,-97.551704,-1,100,0.0054478073
22500,0.809452,43.312263,155979.81,55.004997,True,,0.048447583,-108.22594,262.3611,0.00041121856,225,0.8649479,2.308815,4351339,-358.6326,-58.043877,-0.5982036,4.8447585,3690.2473974227905,0.008949731,[-1.263  1.143 -2.037],135.07,0.8649479,-96.271515,0.008094519,300.5887,39.165245,-84.34502,0.89497316,-96.27150801464916,-102.5095,-1,100,0.041121855
22600,0.9034202,29.505562,118336.695,42.447773,True,,0.049297195,-102.62726,238.20499,0.000341665,226,0.8629373,3.3891916,4364247,-329.83765,-58.627045,-0.6224304,4.9297194,3702.4581129550934,0.007758649,[-1.279  1.137 -2.017],129.08,0.8629373,-91.63267,0.009034202,271.2106,37.100506,-65.13426,0.775865,-91.63266830220819,-85.37503,-1,100,0.0341665
22700,1.0307899,19.23398,109047.63,37.484276,True,,0.06885252,-105.50571,204.74297,0.000115499366,227,0.86240494,5.199132,4377602,-300.24066,-57.397697,-0.6253947,6.885252,3714.842341899872,0.007981785,[-1.242  1.139 -2.041],133.55,0.86240494,-95.497696,0.010307898,242.84296,37.548935,-71.570175,0.7981785,-95.49768858730793,-94.390076,-1,100,0.011549937
22800,0.78268456,17.58232,115692.18,48.05435,True,,0.031781454,-115.165825,252.05376,0.00021099615,228,0.8619775,5.687532,4391976,-355.37378,-58.116707,-0.6287553,3.1781454,3727.6706693172455,0.007527982,[-1.25   1.128 -2.044],143.74,0.8619775,-103.32003,0.007826845,297.25708,44.70943,-74.339294,0.75279826,-103.32003061994911,-102.58979,-1,100,0.021099616
22900,1.1256069,22.04613,206708.0,37.8906,True,,0.078911774,-117.93264,254.14479,0.00012388462,229,0.8571137,4.5359435,4406609,-360.07492,-57.848816,-0.6488585,7.8911777,3742.1050384044647,0.00879172,[-1.234  1.138 -2.048],146.33,0.8571137,-105.93017,0.011256068,302.2261,55.045853,-85.37541,0.87917197,-105.9301515762508,-110.938034,-1,100,0.012388461
23000,0.7964152,62.14232,96572.516,59.759735,True,,0.04972141,-105.90289,176.99742,0.0014672307,230,0.8589754,1.6092093,4420153,-273.7745,-57.823074,-0.65195286,4.972141,3753.4827060699463,0.009705404,[-1.218  1.148 -2.068],135.44,0.8589754,-96.77708,0.007964152,215.95143,34.10101,-88.83132,0.9705403,-96.77707653492689,-100.407845,-1,100,0.14672308
23100,0.70847213,61.67363,207993.9,63.869137,True,,0.053665604,-110.06579,315.21005,0.001919851,231,0.8574661,1.6214385,4433623,-411.55725,-57.971394,-0.6452336,5.3665605,3763.9482073783875,0.009419529,[-1.211  1.154 -2.071],134.7,0.8574661,-96.34721,0.0070847212,353.58585,47.09027,-87.514465,0.9419528,-96.34721966072917,-104.98311,-1,100,0.19198512
23200,0.8801112,50.351902,120746.69,51.59915,True,,0.053547103,-99.91062,219.83844,0.00083034195,232,0.8584838,1.9860222,4446322,-309.43457,-58.108215,-0.6485004,5.3547106,3774.0736651420593,0.009087247,[-1.19   1.149 -2.064],126.99,0.8584838,-89.59613,0.008801113,251.32635,32.902344,-80.60582,0.9087247,-89.59614190727473,-95.14164,-1,100,0.083034195
23300,0.69939226,33.47886,48363.67,52.139088,True,,0.041697893,-103.51539,153.61795,0.00025318848,233,0.8661834,2.9869595,4459712,-248.83871,-57.853798,-0.7117032,4.1697893,3785.6561708450317,0.0072998186,[-1.185  1.142 -2.067],133.9,0.8661834,-95.22077,0.006993923,190.98492,34.757053,-63.081306,0.72998184,-95.22076701238751,-77.416756,-1,100,0.02531885
23400,0.38811028,88.62463,75542.766,86.02672,True,,0.029126925,-105.15643,175.21301,0.0030625027,234,0.8626087,1.1283544,4473193,-271.32526,-57.9146,-0.70395654,2.9126925,3797.2102184295654,0.009629921,[-1.187  1.139 -2.131],134.81,0.8626087,-96.11224,0.0038811027,213.41066,35.78063,-90.742935,0.9629922,-96.1122578908503,-100.35002,-1,100,0.30625027
23500,0.7023957,54.572205,71358.695,60.89099,True,,0.032556143,-104.98858,168.81473,0.00049806753,235,0.8639812,1.8324347,4486570,-264.97095,-57.940376,-0.72265095,3.2556145,3808.6988728046417,0.008764355,[-1.197  1.139 -2.123],133.77,0.8639812,-96.15621,0.0070239566,207.03058,40.061962,-80.4183,0.8764355,-96.1562056389451,-92.37444,-1,100,0.04980675
23600,0.8827041,45.453613,186110.61,47.790092,True,,0.05862448,-105.37329,299.71674,0.0006654342,236,0.8560019,2.200045,4499479,-392.02258,-57.75623,-0.73348033,5.862448,3821.0847260951996,0.008445154,[-1.191  1.132 -2.142],129.09,0.8560019,-92.30587,0.00882704,334.26636,43.57301,-76.23242,0.8445154,-92.30587147086858,-95.61473,-1,100,0.06654342
23700,1.1047866,29.37418,210370.33,35.531322,True,,0.087827496,-119.145546,280.82373,0.00033556257,237,0.8615687,3.4043503,4514169,-387.06705,-57.6727,-0.7439558,8.78275,3833.8592581748962,0.00820181,[-1.201  1.126 -2.152],146.9,0.8615687,-106.24331,0.011047865,329.39435,62.533833,-81.817505,0.82018095,-106.24330570846796,-105.62327,-1,100,0.033556256
23800,0.9988167,28.257017,203638.22,38.78644,True,,0.0761072,-111.495636,299.37048,0.00020277797,238,0.8610991,3.538944,4527953,-397.61237,-58.36365,-0.7482923,7.6107197,3846.1532397270203,0.007950638,[-1.196  1.116 -2.163],137.84,0.8610991,-98.2419,0.009988166,339.24872,51.168182,-74.33438,0.7950638,-98.24188785076142,-99.26743,-1,100,0.020277798
23900,0.7627243,40.73443,180934.28,55.206398,True,,0.046060886,-111.4658,309.47678,0.00055319053,239,0.8595723,2.4549258,4541678,-407.3638,-59.15425,-0.7463593,4.6060886,3857.3005199432373,0.008467485,[-1.196  1.125 -2.167],137.25,0.8595723,-97.887,0.0076272427,348.20953,44.908733,-82.07963,0.8467484,-97.88700847730041,-103.355156,-1,100,0.055319056
24000,0.69634795,21.885056,136694.69,49.609375,True,,0.04698134,-111.4445,312.98196,0.00026590726,240,0.86896753,4.5693283,4555346,-410.73532,-48.400436,-0.7324825,4.698134,3868.4018852710724,0.0069092875,[-1.218  1.132 -2.165],136.68,0.86896753,-97.75333,0.006963479,362.3349,56.935722,-65.75026,0.6909288,-97.7533362519741,-95.0165,-1,100,0.026590727
24100,0.25059375,94.28772,164285.84,93.38859,True,,0.016030211,-105.72682,324.94556,0.0046574967,241,0.85552037,1.0605835,4568152,-416.77972,-57.920204,-0.7477401,1.6030211,3878.3635489940643,0.009418235,[-1.18   1.131 -2.151],128.06,0.85552037,-91.83416,0.0025059376,358.85953,40.760365,-86.26221,0.9418235,-91.83416690468788,-100.56951,-1,100,0.46574968
24200,0.977029,19.066114,100437.0,37.08221,True,,0.07182495,-108.35156,203.4666,0.00017548972,242,0.8612621,5.2449074,4581853,-301.75952,-57.461887,-0.76023376,7.1824956,3889.7695376873016,0.007500729,[-1.18   1.131 -2.167],137.01,0.8612621,-98.29292,0.00977029,244.29764,43.054153,-66.62945,0.75007296,-98.29291752144694,-89.66553,-1,100,0.017548973
24300,0.33999723,87.2873,180577.95,89.031296,True,,0.02185195,-118.99493,311.7159,0.0021388747,243,0.85672367,1.145642,4596351,-416.81693,-58.71735,-0.7773679,2.185195,3903.172342300415,0.009686551,[-1.176  1.142 -2.179],144.98,0.85672367,-105.101036,0.0033999723,358.09958,64.88438,-100.20816,0.96865517,-105.1010349304974,-115.079445,-1,100,0.21388748
24400,0.8972173,35.066177,197926.53,43.236988,True,,0.043451555,-112.77876,317.3239,0.00032024152,244,0.85625076,2.8517509,4610061,-416.2284,-57.57229,-0.78682446,4.3451557,3914.8869190216064,0.007830557,[-1.168  1.141 -2.196],137.1,0.85625076,-98.90447,0.008972174,358.6561,59.82107,-75.53286,0.7830558,-98.90447708562016,-98.96253,-1,100,0.032024153
24500,0.7986089,28.289366,43905.633,44.76407,True,,0.034164842,-98.38157,152.22919,0.00012978818,245,0.8593367,3.534897,4622718,-242.52654,-58.257275,-0.7855428,3.4164844,3924.1063570976257,0.0071893246,[-1.171  1.133 -2.206],126.57,0.8593367,-90.29736,0.007986089,184.26926,30.873838,-66.95987,0.7189324,-90.29734662652015,-82.15927,-1,100,0.012978818
24600,0.87733525,32.63815,171962.36,48.51132,True,,0.04857336,-102.65364,283.56946,0.000350684,246,0.8642817,3.0638993,4635440,-373.7643,-57.68881,-0.77233267,4.857336,3935.60728764534,0.008515909,[-1.195  1.127 -2.204],127.22,0.8642817,-90.194824,0.008773352,316.0755,37.4988,-72.61295,0.8515911,-90.19483304023743,-94.42085,-1,100,0.0350684
24700,0.5149059,27.072052,113688.76,64.67961,True,,0.026100907,-130.83125,294.86093,0.00038884548,247,0.8638103,3.6938462,4651360,-411.9602,-58.701595,-0.7199929,2.6100907,3949.0484001636505,0.0069678496,[-1.197  1.119 -2.191],159.2,0.8638103,-117.09925,0.0051490595,353.2586,80.39825,-69.9731,0.69678503,-117.09925122067332,-96.365166,-1,100,0.03888455
24800,0.79464674,14.531796,53546.76,42.420876,True,,0.044363994,-100.26961,170.95857,0.00010768092,248,0.8647827,6.8814616,4664277,-262.47888,-57.734806,-0.71263945,4.4363995,3960.0121743679047,0.006820739,[-1.191  1.12  -2.139],129.17,0.8647827,-91.5203,0.007946468,204.74408,29.998726,-60.97967,0.6820739,-91.5203112924099,-83.9313,-1,100,0.010768092
24900,0.49238536,54.697304,137212.62,72.22579,True,,0.019760298,-110.94626,319.8922,0.0011288774,249,0.8639554,1.8282437,4677898,-416.94046,-58.67729,-0.7154926,1.9760298,3971.7470755577087,0.007940181,[-1.228  1.128 -2.132],136.21,0.8639554,-97.04825,0.004923853,358.26318,41.017303,-78.22611,0.79401815,-97.04825690940022,-97.017975,-1,100,0.11288774
25000,0.6958559,33.252216,143850.98,52.885666,True,,0.032057412,-116.398285,306.6669,0.00028617485,250,0.86592114,3.0073185,4692189,-409.4179,-57.586964,-0.71865404,3.2057412,3982.812179327011,0.007372449,[-1.203  1.125 -2.134],142.91,0.86592114,-102.751015,0.0069585587,351.83093,56.215992,-76.93389,0.73724496,-102.75102422118186,-100.600464,-1,100,0.028617484
25100,0.8830643,26.27745,48409.35,43.180504,True,,0.049315732,-101.76262,135.15546,1.8333052e-05,251,0.86327106,3.8055441,4705492,-229.27554,-58.18174,-0.7596176,4.9315734,3993.176075220108,0.007698169,[-1.237  1.125 -2.138],133.03,0.86327106,-94.12009,0.008830643,171.09381,28.735525,-70.946526,0.7698169,-94.12009340673686,-85.8554,-1,100,0.0018333052
25200,1.0360649,21.099556,128771.92,32.1906,True,,0.07746925,-109.5049,240.60175,0.00012074363,252,0.86211216,4.739436,4719160,-338.81287,-57.683323,-0.7623641,7.7469254,4004.275224208832,0.0071384935,[-1.242  1.118 -2.179],136.68,0.86211216,-98.21114,0.010360648,281.12955,45.027786,-68.16136,0.7138493,-98.21114151105284,-92.74816,-1,100,0.012074363
25300,0.9633915,35.820595,209711.08,43.247414,True,,0.061814513,-117.59791,299.83536,0.00022083598,253,0.8655983,2.79169,4733655,-403.96768,-58.143528,-0.7603709,6.1814513,4015.8819668293,0.008409884,[-1.242  1.108 -2.181],144.95,0.8655983,-104.132324,0.0096339155,345.82416,57.9398,-81.46117,0.84098846,-104.13232469782233,-103.959946,-1,100,0.0220836
25400,0.89400244,28.67924,90578.516,40.976585,True,,0.056563128,-105.38193,218.98175,0.0008167706,254,0.8594569,3.4868429,4746984,-313.90033,-58.979263,-0.7355076,5.656313,4027.4129214286804,0.0074489387,[-1.245  1.116 -2.179],133.29,0.8594569,-94.918594,0.008940024,254.92107,36.803448,-74.295685,0.74489385,-94.91858669668436,-93.833984,-1,100,0.081677064
25500,0.7662142,12.6917925,50809.02,42.266655,True,,0.03454538,-99.74953,174.81293,4.5082725e-05,255,0.859756,7.8791075,4759810,-265.7056,-57.81907,-0.7576905,3.454538,4038.520481824875,0.006555951,[-1.264  1.11  -2.154],128.26,0.859756,-90.89268,0.0076621417,207.88654,30.32875,-59.26947,0.6555952,-90.89266623586417,-84.13043,-1,100,0.0045082727
25600,0.8728456,24.133179,172388.3,40.09111,True,,0.07149507,-127.43412,303.0141,0.00017058471,256,0.86515576,4.143673,4775348,-416.56277,-67.9075,-0.72257435,7.149507,4051.3696689605713,0.0071402895,[-1.227  1.102 -2.177],155.38,0.86515576,-113.54869,0.008728456,348.65527,77.55186,-71.62181,0.71402895,-113.54869333446025,-99.887,-1,100,0.017058471
25700,1.0243583,24.748941,135223.3,37.706257,True,,0.06314428,-117.825806,231.00914,6.6149594e-05,257,0.8585514,4.040577,4790032,-337.5822,-57.836765,-0.7367947,6.3144283,4063.427043199539,0.007969597,[-1.208  1.107 -2.142],146.84,0.8585514,-106.573074,0.010243583,279.74545,55.839344,-83.55365,0.7969598,-106.57306511610746,-106.173,-1,100,0.0066149593
25800,0.70583826,38.03289,128395.336,50.256477,True,,0.04183828,-120.612,300.73755,0.0005043836,258,0.86241573,2.6293032,4804829,-407.75763,-57.92254,-0.75031143,4.1838284,4076.087596178055,0.0070946817,[-1.245  1.105 -2.156],147.97,0.86241573,-107.02009,0.007058383,349.83508,56.995052,-75.20014,0.70946825,-107.02008187070489,-97.23962,-1,100,0.05043836
25900,0.7967487,26.547335,155603.88,42.88274,True,,0.043536637,-115.87886,313.98282,0.00028621775,259,0.8623132,3.7668564,4818959,-415.99518,-57.733917,-0.7419989,4.353664,4087.5312745571136,0.006903651,[-1.249  1.113 -2.169],141.3,0.8623132,-102.01236,0.007967486,358.26126,55.35317,-67.33391,0.6903652,-102.01235485553741,-94.24657,-1,100,0.028621776
26000,0.80713713,21.944366,157311.1,43.905563,True,,0.037783843,-114.25491,307.6443,0.00031091378,260,0.8601803,4.556978,4832992,-408.28958,-57.692818,-0.74774307,3.7783842,4099.590392589569,0.0071408045,[-1.286  1.113 -2.161],140.33,0.8601803,-100.64526,0.008071371,350.59677,51.605488,-68.534996,0.7140805,-100.64526471480727,-97.58763,-1,100,0.031091379
26100,0.6870903,56.757183,197163.08,63.48864,True,,0.050501015,-110.20975,317.75015,0.0014527653,261,0.8615439,1.7618915,4846579,-414.15475,-57.835167,-0.74094117,5.0501018,4109.436509609222,0.009060408,[-1.3    1.123 -2.167],135.87,0.8615439,-96.4046,0.0068709017,356.31958,41.71541,-84.5626,0.9060408,-96.40458860784769,-102.887054,-1,100,0.14527653
26200,0.7640272,56.22204,218383.81,60.022495,True,,0.04122755,-120.235146,310.4444,0.0005573679,262,0.85956323,1.778662,4861295,-416.78665,-58.073395,-0.7447853,4.122755,4120.309233903885,0.009361769,[-1.276  1.122 -2.16 ],147.16,0.85956323,-106.342255,0.007640271,358.71326,54.7104,-96.3413,0.936177,-106.34225576981902,-114.86976,-1,100,0.055736795
26300,0.7641165,30.47128,197878.84,56.220936,True,,0.036132388,-110.253456,320.45383,0.00059309514,263,0.86107785,3.2817788,4874746,-416.8135,-58.045914,-0.73725,3.6132388,4130.5240886211395,0.008659151,[-1.266  1.128 -2.164],134.51,0.86107785,-96.359665,0.0076411655,358.76758,52.863914,-77.34841,0.86591524,-96.35967389792204,-102.517944,-1,100,0.059309516
26400,1.0136651,46.93852,244241.47,39.933086,True,,0.0721297,-111.59328,317.1565,0.00045728503,264,0.86566085,2.1304464,4888347,-414.91913,-48.468163,-0.7445014,7.21297,4142.2797219753265,0.008265007,[-1.271  1.136 -2.156],136.01,0.86566085,-97.76265,0.010136651,366.45096,55.53104,-75.661156,0.8265008,-97.76264691367746,-95.84842,-1,100,0.045728505
26500,0.6930682,12.326246,21429.738,33.430443,True,,0.032887913,-99.00449,137.92438,2.5699566e-05,265,0.8615242,8.11277,4901223,-229.28601,-57.998405,-0.77832013,3.2887914,4152.8197474479675,0.0049114446,[-1.245  1.138 -2.163],128.76,0.8615242,-91.36163,0.0069306814,171.2876,28.922098,-45.933838,0.49114445,-91.36162611231208,-67.70296,-1,100,0.0025699567
26600,0.43567735,82.79679,185282.08,83.17916,True,,0.024599923,-115.09385,312.63684,0.0027065733,266,0.8634548,1.2077763,4915276,-413.93292,-57.70024,-0.7823072,2.4599924,4163.970459938049,0.009688319,[-1.204  1.142 -2.197],140.53,0.8634548,-101.296074,0.0043567736,356.23267,55.384514,-97.42998,0.96883196,-101.29607691407203,-112.59357,-1,100,0.27065733
26700,0.6734195,61.09208,207673.23,65.7426,True,,0.032819454,-105.25079,325.53302,0.0009900833,267,0.86507106,1.6368734,4928079,-416.88754,-57.674126,-0.7696122,3.2819455,4174.556918382645,0.009328935,[-1.201  1.145 -2.201],128.03,0.86507106,-91.35455,0.0067341942,359.2134,44.31943,-81.21682,0.93289346,-91.35454821482301,-98.995735,-1,100,0.09900834
26800,0.385199,86.33273,99541.195,85.51331,True,,0.022023495,-109.064,220.9591,0.002095218,268,0.85434294,1.1583092,4941774,-319.3772,-59.026337,-0.7699589,2.2023497,4186.453241109848,0.009358741,[-1.215  1.141 -2.189],136.95,0.85434294,-98.4181,0.00385199,260.35086,46.009277,-92.68616,0.9358741,-98.41809998691082,-104.14379,-1,100,0.2095218
26900,0.6787616,19.163588,67820.164,42.215076,True,,0.034576382,-106.22204,238.01035,0.0003781307,269,0.8593122,5.21823,4954978,-333.1281,-57.428795,-0.7698105,3.4576383,4196.197133541107,0.005801546,[-1.227  1.141 -2.189],132.04,0.8593122,-95.117775,0.006787616,275.6993,48.95914,-51.354782,0.58015466,-95.11777373835444,-76.720764,-1,100,0.03781307
27000,0.9968631,26.813864,194426.64,42.591053,True,,0.06109036,-111.76236,273.5663,0.00042358635,270,0.85471815,3.729414,4968817,-372.89874,-57.45204,-0.76385623,6.1090364,4207.04599237442,0.008586279,[-1.268  1.14  -2.189],138.39,0.85471815,-99.33241,0.009968631,315.44672,51.23275,-77.821396,0.85862786,-99.33241173401476,-101.825745,-1,100,0.042358637
27100,0.32654426,88.05182,94088.73,89.959145,True,,0.023032585,-107.766716,202.53537,0.0039197505,271,0.8692095,1.1356949,4982518,-300.29236,-58.211258,-0.7685192,2.3032587,4218.5874083042145,0.009774158,[-1.236  1.134 -2.183],137.01,0.8692095,-97.75699,0.0032654426,242.0811,43.632336,-92.946,0.9774158,-97.75698858648539,-103.61328,-1,100,0.39197505
27200,0.6551801,23.07734,132550.62,52.843452,True,,0.03746658,-122.33812,308.3756,0.00021666421,272,0.8580413,4.3332553,4997398,-416.81973,-58.012222,-0.72873265,3.7466578,4229.578198194504,0.0069356193,[-1.226  1.133 -2.187],148.8,0.8580413,-108.44412,0.006551801,358.8075,72.20461,-72.95993,0.69356203,-108.44412646979093,-101.88232,-1,100,0.02166642
27300,0.7748428,37.65688,188090.56,53.35462,True,,0.057625387,-119.75188,309.62326,0.0012929232,273,0.8581577,2.6555572,5012019,-415.52432,-57.838333,-0.6916232,5.762539,4241.762909412384,0.008286962,[-1.254  1.132 -2.148],146.21,0.8581577,-105.90106,0.0077484283,357.68597,53.804634,-83.179825,0.8286962,-105.90106657892466,-105.750946,-1,100,0.12929232
27400,0.80519557,30.641918,155299.58,48.86955,True,,0.04173818,-107.519005,296.63232,0.00013005946,274,0.8633991,3.2635033,5025305,-391.1142,-57.98785,-0.6930559,4.173818,4251.938667297363,0.00787192,[-1.248  1.127 -2.111],132.86,0.8633991,-94.481865,0.008051955,333.12634,42.71437,-76.98406,0.787192,-94.48187061503529,-100.53587,-1,100,0.013005947
27500,0.8142005,58.097065,103417.07,57.484367,True,,0.0409222,-112.35102,185.21074,0.0011041965,275,0.8644604,1.7212573,5039601,-287.963,-57.95652,-0.7038506,4.09222,4264.2578909397125,0.009467429,[-1.262  1.136 -2.112],142.96,0.8644604,-102.752266,0.008142005,230.0065,44.003635,-94.02916,0.9467427,-102.75225667640566,-106.62242,-1,100,0.11041965
27600,0.91347206,56.334274,164120.95,51.169262,True,,0.07198321,-111.06195,244.09514,0.0006333697,276,0.8680254,1.7751182,5053547,-343.7004,-58.719124,-0.7199166,7.1983213,4275.501378059387,0.009350895,[-1.267  1.142 -2.123],139.46,0.8680254,-99.60527,0.00913472,284.9813,42.953163,-90.9158,0.93508947,-99.60527716159821,-106.17995,-1,100,0.063336976
27700,1.0735368,24.99532,94294.34,35.93488,True,,0.0782786,-105.03492,182.76474,0.0005281723,277,0.85996485,4.000749,5066944,-278.5158,-58.411655,-0.7171285,7.8278604,4286.342383623123,0.0080401525,[-1.255  1.147 -2.139],133.97,0.85996485,-95.75105,0.010735367,220.10416,36.482567,-76.832245,0.8040151,-95.75106160745025,-95.4017,-1,100,0.052817233
27800,0.66838807,54.838444,194894.83,64.885,True,,0.03522515,-108.31646,322.46158,0.0010460599,278,0.8628674,1.8235383,5080202,-416.882,-48.004425,-0.7134939,3.5225148,4295.908668994904,0.009085621,[-1.247  1.137 -2.136],132.58,0.8628674,-94.4204,0.006683881,368.87756,46.42867,-85.68226,0.90856206,-94.42039894163608,-104.44729,-1,100,0.10460599
27900,0.64370906,38.037968,142184.52,57.448166,True,,0.0463452,-113.21442,316.0924,0.00020053524,279,0.86377954,2.6289523,5093980,-415.45822,-58.815186,-0.67486763,4.63452,4307.273645401001,0.0074794334,[-1.269  1.141 -2.132],137.78,0.86377954,-99.365814,0.006437091,356.64304,50.30311,-68.05784,0.7479433,-99.3658102042973,-90.51203,-1,100,0.020053525
