EpLenMean,Bound,MeanEntropy,LearnableVariance,OptimizationReturnMean,OptimizationReturnMax,StdWReturnMean,DivergenceHarmonic,MeanD2-0,InitialReturnMin,MinBehavPdf,WReturnMean,MinIW,EmpiricalD2Arithmetic,ReturnStepMaxmin,InitialReturnMax,ESSRenyiHarmonic,InitialBound,EpisodesSoFar,MaxIW,OptimizationReturnMin,Weights,InitialReturnStd,MeanIW,Inner Iteration,Iteration,ReturnMeanIW,Penalization,EpThisIter,StdIW,EmpiricalD2Harmonic,ReturnStepMax,InitialReturnMean,Epsilon,TimeElapsed,EpRewMean,MinTargetPdf,VarianceInitializer,TimestepsSoFar,ESSRenyiArithmetic
106.58,-1.1711978e+19,0.4189424,,39.188866,63.895615,,7.406598e+33,1.0,-113.771286,-80.3228,1747.3068,0.13392706,1.0,0.86263007,-49.87567,100.0,-1883.3938,6800,94194810000.0,,[-0.257  1.51 ],14.544413,944849300.0,1,68,349612380000.0,True,100,9371988000.0,1.0,0.86263007,-74.58243,2.0,348.74509382247925,-74.58242353439331,-80.3228,-1.0,1075742,100.0
103.95,-12795538.0,0.4189424,,54.117508,77.71711,,3434731500.0,1.0,-126.61067,-81.82408,3191.992,0.06692583,1.0,0.8687141,-48.893562,100.0,-3393.3228,6900,20934.902,,[-0.263  1.635],16.226128,349.57217,1,69,996179.5,True,100,2171.8784,1.0,0.8687141,-72.49316,2.0,352.6798768043518,-72.49316258788109,-81.82408,-1.0,1086137,100.0
101.83,-3510643.0,0.4189424,,52.193527,73.01961,,363213730.0,1.0,-123.162865,-71.4904,2936.7273,0.08588269,1.0,0.8604595,-50.14326,100.0,-3114.4548,7000,971.8819,,[-0.271  1.697],14.57956,37.272243,1,70,123458.586,True,100,111.07002,1.0,0.8604595,-70.96934,2.0,356.95531010627747,-70.96934149205684,-71.4904,-1.0,1096320,100.0
103.91,-116448470000000.0,0.4189424,,58.888916,82.193184,,2.674021e+23,1.0,-131.41917,-77.72788,3701.3184,0.022649257,1.0,0.8556685,-49.22599,100.0,-3926.5078,7100,3022124.5,,[-0.277  1.635],15.277894,59794.21,1,71,265490200.0,True,100,315996.03,1.0,0.8556685,-72.530266,2.0,361.0749499797821,-72.53025988608599,-77.72788,-1.0,1106711,100.0
98.07,-1.6187343e+20,0.4189424,,58.123123,76.14166,,7.016235e+35,1.0,-126.34466,-64.82184,3555.6914,0.23084448,1.0,0.85695857,-50.20299,100.0,-3748.9407,7200,54902412.0,,[-0.2    1.734],13.318922,1163077.2,1,72,3856765400.0,True,100,5950443.0,1.0,0.85695857,-68.22153,2.0,364.89402651786804,-68.22152879416943,-64.82184,-1.0,1116518,100.0
99.61,-5.349461e+19,0.4189424,,36.147884,55.72925,,2.6701135e+35,1.0,-104.61203,-68.91256,1449.6045,0.4763693,1.0,0.8603519,-48.88278,100.0,-1553.1278,7300,10359607000.0,,[-0.229  1.856],11.955543,184618300.0,1,73,136380450000.0,True,100,1293027000.0,1.0,0.8603519,-68.46414,2.0,368.09761095046997,-68.46414508491755,-68.91256,-1.0,1126479,100.0
99.29,-1.3927757e+20,0.4189424,,60.82727,79.699615,,4.3269312e+35,1.0,-129.91269,-77.16508,3902.9607,0.37295213,1.0,0.8632356,-50.213078,100.0,-4114.693,7400,343708320.0,,[-0.241  1.731],14.247938,5116892.5,1,74,18113892000.0,True,100,34534796.0,1.0,0.8632356,-69.08542,2.0,371.91990900039673,-69.08541839152575,-77.16508,-1.0,1136408,100.0
107.94,-8.346866e+19,0.4189424,,56.427715,82.490234,,1.3541889e+35,1.0,-131.87155,-73.86642,3479.478,0.036659185,1.0,0.8612212,-49.38132,100.0,-3706.297,7500,3199501800.0,,[-0.253  1.607],17.186956,33749270.0,1,75,3562263000.0,True,100,318245820.0,1.0,0.8612212,-75.44384,2.0,375.4543426036835,-75.44383827388286,-73.86642,-1.0,1147202,100.0
97.9,-1.2130177e+17,0.4189424,,38.83815,57.206146,,1.2365333e+30,1.0,-106.95986,-71.70158,1677.8898,0.036251307,1.0,0.8642666,-49.753716,100.0,-1786.9735,7600,1162227000.0,,[-0.244  1.731],13.018747,16939574.0,1,76,22044973000.0,True,100,118645336.0,1.0,0.8642666,-68.12171,2.0,378.8723804950714,-68.12171063527465,-71.70158,-1.0,1156992,100.0
101.2,-823877300.0,0.4189424,,57.65676,78.56961,,15788448000000.0,1.0,-128.25186,-106.46429,3521.479,0.04512908,1.0,0.8625991,-49.68225,100.0,-3727.25,7700,100349.14,,[-0.234  1.607],14.041962,1846.6893,1,77,6245675.0,True,100,10262.161,1.0,0.8625991,-70.5951,2.0,383.47726464271545,-70.59509901508689,-106.46429,-1.0,1167112,100.0
101.24,-8.173836e+16,0.4189424,,41.750057,62.327938,,3.984402e+29,1.0,-112.17845,-75.74498,1912.7203,0.17294201,1.0,0.86182725,-49.850513,100.0,-2042.2113,7800,340150080.0,,[-0.328  1.689],13.02509,6593993.5,1,78,6467856000.0,True,100,37516950.0,1.0,0.86182725,-70.42839,2.0,387.6242277622223,-70.428391969949,-75.74498,-1.0,1177236,100.0
98.72,-3.892135e+17,0.4189424,,52.914093,72.091705,,5.0475083e+30,1.0,-121.335495,-73.23715,2942.471,0.61325437,1.0,0.8593073,-49.243793,100.0,-3115.7097,7900,660168900.0,,[-0.295  1.809],11.940267,7359060.0,1,79,18697673000.0,True,100,65665510.0,1.0,0.8593073,-68.42141,2.0,391.8312966823578,-68.42140397921204,-73.23715,-1.0,1187108,100.0
93.71,-1646911200000.0,0.4189424,,34.498486,49.857857,,3.9501245e+20,1.0,-99.340195,-71.48346,1320.7494,0.015935257,1.0,0.8571049,-49.482338,100.0,-1403.6083,8000,6332763.5,,[-0.257  1.928],11.428209,136058.38,1,80,71239520.0,True,100,712090.3,1.0,0.8571049,-64.841705,2.0,396.1357877254486,-64.84170881092548,-71.48346,-1.0,1196479,100.0
98.44,-178692060.0,0.4189424,,47.116276,65.93579,,1510963200000.0,1.0,-115.36444,-69.81067,2377.7651,0.016995637,1.0,0.8604938,-49.428646,100.0,-2522.6807,8100,8109.4546,,[-0.337  1.832],12.562728,255.33308,1,81,557524.06,True,100,935.9864,1.0,0.8604938,-68.24817,2.0,400.3729393482208,-68.24816754966974,-69.81067,-1.0,1206323,100.0
99.22,-1.4176691e+17,0.4189424,,44.03912,62.92495,,1.1537203e+30,1.0,-112.95641,-60.543224,2114.8572,0.022116657,1.0,0.8558345,-50.031464,100.0,-2246.8403,8200,713927200.0,,[-0.232  1.9  ],13.244371,15307533.0,1,82,23156523000.0,True,100,80309650.0,1.0,0.8558345,-68.9173,2.0,405.06932187080383,-68.91729539036751,-60.543224,-1.0,1216245,100.0
95.2,-7.108654e+16,0.4189424,,40.94104,67.17966,,2.2328837e+29,1.0,-106.88922,-69.111725,1837.321,0.7739142,1.0,0.86369926,-39.709564,100.0,-1987.7563,8300,10771982.0,,[-0.251  2.023],12.694571,185593.69,1,83,97027660.0,True,100,1145994.6,1.0,0.86369926,-65.94818,2.0,408.8048748970032,-65.94817948296667,-69.111725,-1.0,1225765,100.0
93.07,-5.948573e+17,0.4189424,,38.285736,53.222748,,3.9689796e+31,1.0,-102.554825,-63.946266,1598.3098,0.14730461,1.0,0.8666999,-49.332077,100.0,-1692.73,8400,324358100.0,,[-0.187  2.13 ],11.511391,5517024.5,1,84,2986426000.0,True,100,34983776.0,1.0,0.8666999,-64.26909,2.0,412.8882682323456,-64.26908722355962,-63.946266,-1.0,1235072,100.0
97.57,-2.7256624e+17,0.4189424,,35.777107,53.725994,,8.025026e+30,1.0,-103.21403,-66.1742,1437.5627,0.017571563,1.0,0.86287254,-49.488033,100.0,-1533.7766,8500,33240270000.0,,[-0.211  2.253],12.552342,542918800.0,1,85,726638700000.0,True,100,3737239000.0,1.0,0.86287254,-67.43692,2.0,416.96450090408325,-67.43692051231861,-66.1742,-1.0,1244829,100.0
96.06,-2.874345e+18,0.4189424,,29.609303,47.07496,,1.5141204e+33,1.0,-96.00037,-77.38769,997.0241,0.015120385,1.0,0.8655819,-48.925407,100.0,-1070.8912,8600,16778778000.0,,[-0.209  2.128],10.968745,173941710.0,1,86,115440680000.0,True,100,1669891600.0,1.0,0.8655819,-66.39106,2.0,420.9383056163788,-66.39106351733207,-77.38769,-1.0,1254435,100.0
97.4,-2.365682e+17,0.4189424,,38.27497,56.598015,,4.9085184e+30,1.0,-105.74528,-64.30409,1585.386,0.14594099,1.0,0.8661622,-49.147263,100.0,-1692.1621,8700,190129710.0,,[-0.247  2.009],10.973282,3224810.0,1,87,3463700200.0,True,100,19577854.0,1.0,0.8661622,-67.47031,2.0,424.9038076400757,-67.47030896395445,-64.30409,-1.0,1264175,100.0
98.18,-9.615649e+16,0.4189424,,22.465103,41.08432,,2.9207563e+30,1.0,-90.33421,-71.92904,624.9772,0.17151633,1.0,0.85702443,-49.249893,100.0,-681.24054,8800,64438156.0,,[-0.256  1.884],10.967968,2205562.2,1,88,605596500.0,True,100,8522124.0,1.0,0.85702443,-67.86911,2.0,429.1649720668793,-67.86910997256636,-71.92904,-1.0,1273993,100.0
98.19,-1.9337933e+18,0.4189424,,39.373978,57.2281,,3.1378e+32,1.0,-107.30588,-64.19867,1682.3396,0.003246026,1.0,0.85934806,-50.077778,100.0,-1791.5068,8900,191428060.0,,[-0.277  1.761],11.490401,7515693.5,1,89,9387997000.0,True,100,30902050.0,1.0,0.85934806,-67.9319,2.0,433.2044277191162,-67.93189755439758,-64.19867,-1.0,1283812,100.0
101.55,-1.2808134e+18,0.4189424,,35.916286,57.115902,,1.3873501e+32,1.0,-106.74202,-80.93297,1451.9884,0.20292377,1.0,0.857781,-49.626118,100.0,-1560.7288,9000,189200740.0,,[-0.278  1.636],12.728265,3599836.2,1,90,2098630000.0,True,100,20392204.0,1.0,0.857781,-70.82573,2.0,438.3362159729004,-70.82573350191116,-80.93297,-1.0,1293967,100.0
102.93,-228296700000.0,0.4189424,,34.689808,56.323204,,4.661008e+18,1.0,-105.807884,-72.36023,1357.8451,0.009346009,1.0,0.8647294,-49.48468,100.0,-1463.5873,9100,95228.55,,[-0.246  1.757],12.428291,4483.0093,1,91,3288187.5,True,100,13030.426,1.0,0.8647294,-71.11807,2.0,443.5137429237366,-71.11807614803314,-72.36023,-1.0,1304260,100.0
103.66,-1.2916386e+19,0.4189424,,46.443535,68.38518,,6.86557e+33,1.0,-118.647484,-91.82005,2375.3215,0.0001153452,1.0,0.85793316,-50.26231,100.0,-2531.2046,9200,308761730.0,,[-0.339  1.674],14.775615,6345774.5,1,92,12560690000.0,True,100,38534028.0,1.0,0.85793316,-72.20394,2.0,447.6657259464264,-72.20394245937467,-91.82005,-1.0,1314626,100.0
100.04,-227441400000.0,0.4189424,,45.25506,64.957306,,2.6128014e+18,1.0,-114.339485,-75.55587,2219.8354,0.1225828,1.0,0.8572105,-49.38218,100.0,-2360.4822,9300,2841016.8,,[-0.376  1.793],13.107831,72753.11,1,93,95043140.0,True,100,362634.97,1.0,0.8572105,-69.08443,2.0,452.2554783821106,-69.08442757844925,-75.55587,-1.0,1324630,100.0
103.28,-1291171200000000.0,0.4189424,,55.084072,77.330055,,4.1958092e+25,1.0,-127.137695,-78.243286,3224.2576,0.09326178,1.0,0.86433566,-49.80764,100.0,-3423.5867,9400,128823030.0,,[-0.297  1.696],13.784138,1913111.6,1,94,1738956800.0,True,100,13272078.0,1.0,0.86433566,-72.05362,2.0,456.4443507194519,-72.0536205354333,-78.243286,-1.0,1334958,100.0
100.92,-1.6494687e+19,0.4189424,,37.313213,58.154705,,2.1408744e+34,1.0,-107.46245,-70.89936,1549.201,0.3023855,1.0,0.8640097,-49.307743,100.0,-1661.9319,9500,2687394000.0,,[-0.365  1.801],12.526977,35166524.0,1,95,12508350000.0,True,100,270663940.0,1.0,0.8640097,-70.14923,2.0,459.91279649734497,-70.14923548668622,-70.89936,-1.0,1345050,100.0
99.54,-1.8980038e+19,0.4189424,,30.716425,49.532482,,5.3861236e+34,1.0,-99.6205,-64.584915,1074.374,0.17273368,1.0,0.86383057,-50.088017,100.0,-1156.155,9600,268922200000.0,,[-0.333  1.922],11.440074,2695413000.0,1,96,919389000000.0,True,100,26756830000.0,1.0,0.86383057,-68.904076,2.0,463.947105884552,-68.90407205164432,-64.584915,-1.0,1355004,100.0
98.42,-1.3044979e+20,0.4189424,,55.38717,74.263916,,5.035213e+35,1.0,-123.35666,-75.55208,3262.9858,0.5108903,1.0,0.8582268,-49.092743,100.0,-3446.8208,9700,416957760.0,,[-0.33   2.046],13.973101,11449759.0,1,97,24495983000.0,True,100,57922776.0,1.0,0.8582268,-67.96949,2.0,467.581924200058,-67.96948996037244,-75.55208,-1.0,1364846,100.0
96.79,-1.2193712e+20,0.4189424,,47.414295,64.37776,,7.790601e+35,1.0,-113.916534,-64.77499,2392.6062,0.29178137,1.0,0.8637795,-49.538773,100.0,-2530.7527,9800,72286890.0,,[-0.335  2.171],12.020433,1370001.2,1,98,1602646700.0,True,100,8208657.0,1.0,0.8637795,-66.502235,2.0,471.99136328697205,-66.50223945856095,-64.77499,-1.0,1374525,100.0
91.15,-2.680053e+17,0.4189424,,36.233322,58.35855,,5.573285e+30,1.0,-98.90543,-60.72778,1416.7921,0.012285192,1.0,0.85721135,-40.546883,100.0,-1530.3141,9900,175309460.0,,[-0.365  2.293],10.195031,3758582.5,1,99,2208793900.0,True,100,19713712.0,1.0,0.85721135,-62.672115,2.0,476.27936720848083,-62.672113987356425,-60.72778,-1.0,1383640,100.0
93.31,-1.5115588e+17,0.4189424,,37.77447,51.97209,,2.8184425e+30,1.0,-101.89749,-69.85311,1532.1259,0.22055082,1.0,0.8606275,-49.9254,100.0,-1622.1604,10000,60671220000.0,,[-0.388  2.17 ],10.257438,886968800.0,1,100,447306430000.0,True,100,6617565700.0,1.0,0.8606275,-64.12302,2.0,480.31200551986694,-64.12301917374134,-69.85311,-1.0,1392971,100.0
95.78,-1.40384244e+17,0.4189424,,28.884182,45.736153,,4.0535984e+30,1.0,-95.05897,-64.37263,935.81165,0.056729928,1.0,0.8616679,-49.322815,100.0,-1005.5371,10100,100254024.0,,[-0.383  2.045],10.075504,1975330.9,1,101,920319600.0,True,100,11257789.0,1.0,0.8616679,-66.17478,2.0,483.74601340293884,-66.17478585422039,-64.37263,-1.0,1402549,100.0
98.01,-9.323366e+19,0.4189424,,38.562008,56.1895,,7.848151e+35,1.0,-106.23585,-72.83435,1610.074,0.014752215,1.0,0.8646653,-50.04635,100.0,-1715.3146,10200,381691870.0,,[-0.361  1.922],11.092596,6893988.0,1,102,10911909000.0,True,100,41635100.0,1.0,0.8646653,-67.67385,2.0,487.827734708786,-67.67384247228503,-72.83435,-1.0,1412350,100.0
94.64,-6.183836e+16,0.4189424,,29.57225,55.104355,,3.7326272e+29,1.0,-95.02097,-69.95676,993.3248,0.37520534,1.0,0.86111593,-39.91662,100.0,-1094.54,10300,1941869700.0,,[-0.335  2.044],10.899852,22678246.0,1,103,3699181000.0,True,100,193552660.0,1.0,0.86111593,-65.448715,2.0,491.8427360057831,-65.44872137129306,-69.95676,-1.0,1421814,100.0
93.91,-3.67645e+16,0.4189424,,36.531734,61.171223,,8.687828e+28,1.0,-101.08202,-76.02887,1438.3304,0.010831392,1.0,0.8580071,-39.9108,100.0,-1563.0582,10400,160225040.0,,[-0.352  2.168],10.186408,1918072.1,1,104,1888896400.0,True,100,15983091.0,1.0,0.8580071,-64.55029,2.0,495.17114543914795,-64.55029057428241,-76.02887,-1.0,1431205,100.0
95.31,-5.4641646e+17,0.4189424,,48.070385,64.266815,,1.5752262e+31,1.0,-114.00208,-73.95053,2482.9653,0.0026038017,1.0,0.86668485,-49.735268,100.0,-2620.6372,10500,13802510.0,,[-0.395  2.285],13.122634,613260.0,1,105,1069568300.0,True,100,2040407.1,1.0,0.86668485,-65.9317,2.0,499.22695231437683,-65.93169652447105,-73.95053,-1.0,1440736,100.0
97.07,-1.3257095e+20,0.4189424,,40.871735,68.37356,,7.237466e+35,1.0,-107.773224,-74.501724,1813.0024,0.0033599685,1.0,0.8632384,-39.399666,100.0,-1968.8304,10600,316249540000.0,,[-0.39   2.161],11.937509,3165029600.0,1,106,2394612600000.0,True,100,31466180000.0,1.0,0.8632384,-66.9015,2.0,503.4243314266205,-66.90149275094271,-74.501724,-1.0,1450443,100.0
96.97,-7844979000000.0,0.4189424,,37.753883,55.71022,,5.7501926e+21,1.0,-104.728386,-63.2211,1605.7336,0.0135647915,1.0,0.8691817,-49.018166,100.0,-1709.1866,10700,1665096.5,,[-0.366  2.038],13.430477,45409.496,1,107,37374070.0,True,100,222433.98,1.0,0.8691817,-66.9745,2.0,507.20488810539246,-66.9745007519424,-63.2211,-1.0,1460140,100.0
97.8,-9.093729e+17,0.4189424,,48.803955,66.19033,,3.877468e+31,1.0,-116.4416,-68.66107,2545.3928,0.21354674,1.0,0.855962,-50.251266,100.0,-2691.4292,10800,8663175000.0,,[-0.124  2.1  ],12.7893305,88722910.0,1,108,170292070000.0,True,100,861824450.0,1.0,0.855962,-67.63764,2.0,511.05216217041016,-67.63764251545072,-68.66107,-1.0,1469920,100.0
98.64,-180025460000.0,0.4189424,,41.919292,60.468487,,2.1815593e+18,1.0,-110.164566,-74.0775,1929.7268,0.1808701,1.0,0.85855937,-49.69608,100.0,-2051.6072,10900,467196.12,,[-0.152  1.979],13.133921,9161.848,1,109,5574020.0,True,100,48518.7,1.0,0.85855937,-68.24527,2.0,514.9092364311218,-68.24527425065637,-74.0775,-1.0,1479784,100.0
96.31,-3.6158935e+17,0.4189424,,46.86635,64.040405,,6.996124e+30,1.0,-113.72312,-69.26046,2365.2517,0.06461681,1.0,0.8587434,-49.682713,100.0,-2501.956,11000,66016610.0,,[-0.24   1.889],12.992194,822815.1,1,110,635683400.0,True,100,6590941.0,1.0,0.8587434,-66.85677,2.0,519.0051121711731,-66.85677498936653,-69.26046,-1.0,1489415,100.0
100.07,-3500766.0,0.4189424,,51.449825,70.81792,,398028770.0,1.0,-120.812744,-73.21125,2833.4197,0.023033857,1.0,0.86791736,-49.994827,100.0,-3000.59,11100,1487.5615,,[-0.274  1.769],13.650485,56.5078,1,111,165562.92,True,100,189.99751,1.0,0.86791736,-69.36292,2.0,523.1877746582031,-69.3629226590693,-73.21125,-1.0,1499422,100.0
104.07,-7.452159e+17,0.4189424,,44.320114,67.084694,,2.4678134e+31,1.0,-116.92465,-80.12923,2161.7598,0.41386735,1.0,0.8567835,-49.83996,100.0,-2311.7705,11200,26940980000.0,,[-0.285  1.708],14.05302,281581000.0,1,112,582174700000.0,True,100,2681625000.0,1.0,0.8567835,-72.60454,2.0,527.4576914310455,-72.60453781202436,-80.12923,-1.0,1509829,100.0
102.27,-4.736586e+18,0.4189424,,41.749325,63.4927,,1.2424476e+33,1.0,-112.8991,-75.36039,1938.2214,0.043932244,1.0,0.8631311,-49.406403,100.0,-2072.5977,11300,18249077000.0,,[-0.317  1.828],13.97194,191610980.0,1,113,344109550000.0,True,100,1816696400.0,1.0,0.8631311,-71.14977,2.0,531.7580478191376,-71.14977507352829,-75.36039,-1.0,1520056,100.0
102.14,-3530878400000000.0,0.4189424,,42.10111,63.526527,,6.889481e+26,1.0,-113.14127,-65.439575,1967.682,0.4188705,1.0,0.8655986,-49.614746,100.0,-2102.2014,11400,153965870.0,,[-0.338  1.705],13.970637,2262235.2,1,114,4203569200.0,True,100,15566298.0,1.0,0.8655986,-71.04016,2.0,535.5137157440186,-71.04016510382294,-65.439575,-1.0,1530270,100.0
99.48,-2.7738464e+16,0.4189424,,41.8979,61.954647,,4.7001506e+28,1.0,-111.04053,-84.29178,1908.3644,0.032415856,1.0,0.8610449,-49.08588,100.0,-2036.3092,11500,15176566.0,,[-0.393  1.818],12.366492,631317.2,1,115,758468400.0,True,100,2288905.8,1.0,0.8610449,-69.142624,2.0,539.540030002594,-69.14262349769473,-84.29178,-1.0,1540218,100.0
100.44,-1.8228712e+19,0.4189424,,44.352398,65.27067,,1.6477154e+34,1.0,-114.561295,-68.52075,2173.7605,0.04144849,1.0,0.86249244,-49.290627,100.0,-2315.7673,11600,1781674400.0,,[-0.44   1.702],14.374464,21604806.0,1,116,23242349000.0,True,100,179557620.0,1.0,0.86249244,-70.20889,2.0,542.664785861969,-70.20889586046339,-68.52075,-1.0,1550262,100.0
102.8,-2.8904792e+18,0.4189424,,33.854576,55.57732,,7.881188e+32,1.0,-105.302376,-94.8414,1326.7446,0.007395446,1.0,0.8639245,-49.725056,100.0,-1429.705,11700,3442740700.0,,[-0.441  1.577],13.439205,43208436.0,1,117,76374170000.0,True,100,345091680.0,1.0,0.8639245,-71.4478,2.0,546.3584432601929,-71.44779939681291,-94.8414,-1.0,1560542,100.0
101.59,-2136802.5,0.4189424,,41.703312,63.439445,,163269820.0,1.0,-112.70548,-72.13281,1905.4167,0.044328522,1.0,0.8579875,-49.266037,100.0,-2039.5682,11800,13048.158,,[-0.429  1.701],12.893827,168.0417,1,118,422645.97,True,100,1302.1256,1.0,0.8579875,-71.002174,2.0,549.7353005409241,-71.00217283710838,-72.13281,-1.0,1570701,100.0
102.99,-4223780.5,0.4189424,,42.974743,65.11182,,526002780.0,1.0,-114.46717,-96.91176,2037.3862,0.019396009,1.0,0.8696176,-49.35535,100.0,-2178.7036,11900,40456.04,,[-0.43   1.639],13.8042755,545.6422,1,119,982680.56,True,100,4036.11,1.0,0.8696176,-71.49243,2.0,553.6950416564941,-71.4924310183525,-96.91176,-1.0,1581000,100.0
102.82,-3.4495055e+18,0.4189424,,56.82342,79.64308,,2.6617297e+32,1.0,-128.59836,-81.267395,3417.2754,0.10784602,1.0,0.86792356,-48.955276,100.0,-3628.7078,12000,42743364.0,,[-0.414  1.699],13.724931,1435089.8,1,120,3522297900.0,True,100,5935032.0,1.0,0.86792356,-71.77493,2.0,557.3627853393555,-71.77493204832076,-81.267395,-1.0,1591282,100.0
98.4,-1.1742195e+18,0.4189424,,32.416336,50.91635,,1.846341e+32,1.0,-100.38476,-72.34233,1192.5392,0.070616074,1.0,0.8660978,-49.468407,100.0,-1278.954,12100,94794130.0,,[-0.436  1.823],11.904625,3143232.0,1,121,1838844500.0,True,100,13420406.0,1.0,0.8660978,-67.968414,2.0,561.3526260852814,-67.96841800361872,-72.34233,-1.0,1601122,100.0
96.79,-175258460000000.0,0.4189424,,40.345142,57.87462,,2.4640267e+24,1.0,-107.14131,-61.653034,1761.1891,0.015006839,1.0,0.8656865,-49.266693,100.0,-1872.8367,12200,120887010.0,,[-0.454  1.946],11.552428,1399439.9,1,122,487254050.0,True,100,12090173.0,1.0,0.8656865,-66.796165,2.0,565.3585951328278,-66.79616892144084,-61.653034,-1.0,1610801,100.0
96.2,-2.9186753e+17,0.4189424,,32.972794,49.244186,,1.3037494e+31,1.0,-99.44038,-69.94939,1207.6022,0.017049665,1.0,0.8667471,-50.19619,100.0,-1288.434,12300,36936588.0,,[-0.215  2.017],10.972556,714680.6,1,123,701265860.0,True,100,4146592.0,1.0,0.8667471,-66.467575,2.0,568.9752812385559,-66.46758138373494,-69.94939,-1.0,1620421,100.0
97.82,-37861336000000.0,0.4189424,,50.566227,68.3793,,5.901095e+22,1.0,-118.40711,-84.07324,2719.665,0.25796413,1.0,0.85557985,-50.027813,100.0,-2875.52,12400,2164566.0,,[-0.252  1.898],12.756264,59740.09,1,124,134009464.0,True,100,255942.47,1.0,0.85557985,-67.84089,2.0,572.8421394824982,-67.84089069247246,-84.07324,-1.0,1630203,100.0
100.79,-3080517.2,0.4189424,,46.587296,66.97434,,384664960.0,1.0,-116.57161,-67.804855,2352.6067,0.12548499,1.0,0.86961955,-49.597267,100.0,-2502.123,12500,2258.883,,[-0.327  1.798],13.499302,70.80055,1,125,148024.3,True,100,253.06442,1.0,0.86961955,-69.98432,2.0,576.5602333545685,-69.98431916177273,-67.804855,-1.0,1640282,100.0
100.43,-8.656002e+16,0.4189424,,37.941288,58.114655,,5.9120016e+29,1.0,-107.64323,-72.07663,1595.4353,0.020603828,1.0,0.8634435,-49.528572,100.0,-1708.011,12600,58786760.0,,[-0.315  1.86 ],12.485753,1353606.9,1,126,1226602900.0,True,100,6511306.0,1.0,0.8634435,-69.70194,2.0,580.3796775341034,-69.70193816319107,-72.07663,-1.0,1650325,100.0
97.73,-59857416.0,0.4189424,,55.43764,73.89429,,102175740000.0,1.0,-123.23253,-68.95536,3274.2651,0.16011128,1.0,0.8670279,-49.33824,100.0,-3456.2744,12700,56040.52,,[-0.35  1.98],14.175113,686.47565,1,127,1677326.0,True,100,5570.433,1.0,0.8670279,-67.79489,2.0,584.1022617816925,-67.79489228367805,-68.95536,-1.0,1660098,100.0
96.9,-3117346300000000.0,0.4189424,,31.92462,50.05437,,1.393299e+27,1.0,-99.002106,-69.21155,1163.7457,0.17173894,1.0,0.85889906,-48.947735,100.0,-1247.2585,12800,110390970.0,,[-0.597  2.018],12.02349,2070658.9,1,128,1196168000.0,True,100,12214459.0,1.0,0.85889906,-67.077484,2.0,587.9784641265869,-67.07748528823257,-69.21155,-1.0,1669788,100.0
99.58,-1.7648038e+17,0.4189424,,32.538937,51.80664,,3.8912904e+30,1.0,-101.08469,-66.055244,1211.9763,0.4463789,1.0,0.86342806,-49.278046,100.0,-1301.439,12900,457031000.0,,[-0.656  1.908],12.377153,5749888.5,1,129,4381265400.0,True,100,46055330.0,1.0,0.86342806,-68.545746,2.0,591.8305778503418,-68.54574737727643,-66.055244,-1.0,1679746,100.0
97.54,-1603420300000000.0,0.4189424,,33.184097,51.65431,,3.250196e+26,1.0,-100.95813,-59.69036,1232.9353,0.029074239,1.0,0.86106133,-49.30382,100.0,-1321.8732,13000,274101340.0,,[-0.619  1.789],11.478293,3304744.0,1,130,3001637400.0,True,100,27501822.0,1.0,0.86106133,-67.77403,2.0,595.907735824585,-67.77403498321772,-59.69036,-1.0,1689500,100.0
99.7,-1498123200000000.0,0.4189424,,37.340183,57.08526,,1.9021268e+26,1.0,-106.64875,-66.36774,1509.0934,0.086941466,1.0,0.853454,-49.56349,100.0,-1617.7162,13100,191816930.0,,[-0.673  1.901],10.714663,2722939.8,1,131,3884980700.0,True,100,19552880.0,1.0,0.853454,-69.30856,2.0,600.1813054084778,-69.3085657851398,-66.36774,-1.0,1699470,100.0
100.57,-6480450.0,0.4189424,,36.356136,57.301903,,3224281300.0,1.0,-106.260864,-73.96748,1491.7849,0.09125649,1.0,0.86560845,-48.95896,100.0,-1601.234,13200,6943.9023,,[-0.731  1.791],13.039025,204.97084,1,132,265562.1,True,100,856.67676,1.0,0.86560845,-69.90473,2.0,604.2771596908569,-69.90472813054919,-73.96748,-1.0,1709527,100.0
101.52,-4599117.0,0.4189424,,40.674778,62.350014,,1229260700.0,1.0,-111.57159,-69.70239,1831.9283,0.00991067,1.0,0.8606721,-49.221573,100.0,-1961.5111,13300,1459.1123,,[-0.981  1.779],13.322564,49.494984,1,133,55791.65,True,100,168.87971,1.0,0.8606721,-70.896805,2.0,608.1553587913513,-70.89680755838752,-69.70239,-1.0,1719679,100.0
103.25,-2405389000000.0,0.4189424,,56.101616,79.09515,,1.3304726e+20,1.0,-128.343,-85.319244,3316.6975,0.035023965,1.0,0.86130756,-49.247845,100.0,-3525.2305,13400,377761.4,,[-0.964  1.719],13.011766,12596.549,1,134,21188834.0,True,100,56528.45,1.0,0.86130756,-72.24138,2.0,611.787362575531,-72.24138506650925,-85.319244,-1.0,1730004,100.0
