VarianceInitializer,MinTargetPdf,EpThisIter,Epsilon,EpRewMean,LearnableVariance,OptimizationReturnMin,MeanD2-0,MaxIW,TimeElapsed,EpLenMean,OptimizationReturnMean,EmpiricalD2Arithmetic,InitialReturnMax,ESSRenyiHarmonic,TimestepsSoFar,StdWReturnMean,InitialReturnMin,StdIW,ReturnMeanIW,InitialReturnStd,Weights,OptimizationReturnMax,WReturnMean,MinIW,InitialBound,ESSRenyiArithmetic,MinBehavPdf,EpisodesSoFar,ReturnStepMaxmin,Iteration,DivergenceHarmonic,MeanEntropy,Penalization,MeanIW,InitialReturnMean,Inner Iteration,ReturnStepMax,Bound,EmpiricalD2Harmonic
-1.0,-69.334564,100,2.0,-62.56495009183884,,,1.0,19015066.0,1348.54070520401,91.46,30.243423,1.0,-49.284435,100.0,1548378,,-92.80837,1931675.5,274836300.0,9.795578,[-0.99   3.002],43.523937,1010.618,0.002402544,-1073.7607,100.0,-69.334564,13600,0.8626316,136,2.5941821e+20,0.4189424,True,255582.88,-62.564945,1,0.8626316,-1017308600000.0,1.0
-1.0,-70.20705,100,2.0,-61.32923559173942,,,1.0,6466.7524,1359.5130445957184,89.84,28.349522,1.0,-49.06649,100.0,1557362,,-89.67876,674.6649,69825.58,9.553663,[-0.911  3.099],40.612267,894.9678,0.047938604,-949.9443,100.0,-70.20705,13700,0.8621445,137,699162600.0,0.4189424,True,135.63628,-61.32924,1,0.8621445,-1523550.8,1.0
-1.0,-67.48387,100,2.0,-62.0885901735723,,,1.0,944833500.0,1370.4450812339783,90.5,35.256996,1.0,-39.638435,100.0,1566412,,-97.34558,94175840.0,7256200700.0,10.283289,[-0.799  3.155],57.707146,1348.8014,0.0019787606,-1459.7985,100.0,-67.48387,13800,0.8635961,138,9.084357e+27,0.4189424,True,10514580.0,-62.088593,1,0.8635961,-1.0579993e+16,1.0
-1.0,-59.936684,100,2.0,-61.437886594384906,,,1.0,2854807300.0,1381.4238023757935,89.5,24.205696,1.0,-39.543713,100.0,1575362,,-85.643585,284032220.0,4827808000.0,8.645373,[-0.769  3.034],46.099873,660.65826,0.1606619,-731.496,100.0,-59.936684,13900,0.8631196,139,1.2156917e+32,0.4189424,True,31145638.0,-61.43789,1,0.8631196,-7.8107004e+17,1.0
-1.0,-62.27584,100,2.0,-63.10137893930077,,,1.0,1169440500.0,1391.0188791751862,91.78,26.608843,1.0,-40.279945,100.0,1584540,,-89.71022,116417360.0,3995787000.0,9.759013,[-0.781  2.909],49.430275,803.2687,0.017888218,-884.71124,100.0,-62.27584,14000,0.86311024,140,3.8843536e+30,0.4189424,True,12880710.0,-63.101376,1,0.86311024,-1.6051817e+17,1.0
-1.0,-61.022446,100,2.0,-61.391630485355854,,,1.0,1036549100.0,1400.597638130188,88.97,25.103138,1.0,-48.680405,100.0,1593437,,-86.49477,127463450.0,7578934000.0,9.048439,[-0.769  3.034],37.81436,712.0417,0.0485383,-759.7037,100.0,-61.022446,14100,0.8542946,141,6.4655414e+30,0.4189424,True,19034698.0,-61.391632,1,0.8542946,-1.2119781e+17,1.0
-1.0,-56.722767,100,2.0,-60.79620568811893,,,1.0,25255530.0,1410.7331743240356,88.64,27.206196,1.0,-39.339737,100.0,1602301,,-88.0024,3343847.2,331559460.0,9.694323,[-0.784  3.158],48.662666,834.1571,0.023713414,-913.08923,100.0,-56.722767,14200,0.8592891,142,2.721824e+29,0.4189424,True,691559.8,-60.796207,1,0.8592891,-4.118135e+16,1.0
-1.0,-62.3128,100,2.0,-61.21819904908538,,,1.0,2461373200.0,1421.0652685165405,89.17,26.405787,1.0,-49.12273,100.0,1611218,,-87.623985,245465380.0,9122607000.0,9.305335,[-0.764  3.034],38.501255,783.85474,0.3706516,-833.2642,100.0,-62.3128,14300,0.86980385,143,5.5284855e+30,0.4189424,True,28278984.0,-61.218197,1,0.86980385,-1.1618008e+17,1.0
-1.0,-61.994827,100,2.0,-61.398571774810556,,,1.0,193881180.0,1431.5197365283966,89.0,22.64293,1.0,-39.763275,100.0,1620118,,-84.041504,23431266.0,1105451500.0,9.418653,[-0.783  2.911],44.27823,601.4133,0.8635745,-666.7635,100.0,-61.994827,14400,0.8563148,144,2.2141836e+30,0.4189424,True,4558585.5,-61.398575,1,0.8563148,-9.7244725e+16,1.0
-1.0,-74.41232,100,2.0,-62.72395866125822,,,1.0,1268505600.0,1441.8565855026245,91.53,30.334558,1.0,-50.073586,100.0,1629271,,-93.05852,126297550.0,5927746600.0,10.409249,[-0.795  2.787],42.984932,1028.5378,0.16627611,-1090.1259,100.0,-74.41232,14500,0.8631607,145,2.1242942e+31,0.4189424,True,14448422.0,-62.723953,1,0.8631607,-2.8386937e+17,1.0
-1.0,-65.03758,100,2.0,-62.73778257831931,,,1.0,10083197.0,1453.3973648548126,91.82,25.509836,1.0,-49.645115,100.0,1638453,,-88.24762,1428676.4,115262500.0,9.13364,[-0.75   2.903],38.602505,734.1752,0.21174915,-783.84546,100.0,-65.03758,14600,0.8564285,146,2.8398617e+28,0.4189424,True,328494.75,-62.73778,1,0.8564285,-8370633000000000.0,1.0
-1.0,-60.557243,100,2.0,-63.024117851108315,,,1.0,64476016.0,1465.3622481822968,91.79,28.386124,1.0,-49.36835,100.0,1647632,,-91.41024,6532080.0,355835600.0,10.099415,[-0.707  2.785],42.04189,907.7702,0.007803642,-966.6843,100.0,-60.557243,14700,0.85920966,147,3.8432478e+27,0.4189424,True,960839.8,-63.024117,1,0.85920966,-3652518300000000.0,1.0
-1.0,-60.770912,100,2.0,-62.663148965835575,,,1.0,68311355000.0,1477.516010761261,90.82,23.208881,1.0,-39.786964,100.0,1656714,,-85.87203,6796191000.0,10587201000.0,10.653303,[-0.748  2.904],46.085068,652.14514,0.009430961,-722.93726,100.0,-60.770912,14800,0.8613531,148,1.9003531e+33,0.4189424,True,691038200.0,-62.66315,1,0.8613531,-3.0861455e+18,1.0
-1.0,-63.244278,100,2.0,-61.80643076106906,,,1.0,1621366800.0,1488.7666335105896,89.93,37.130962,1.0,-49.21202,100.0,1665707,,-98.93739,171048580.0,11148745000.0,10.522685,[-0.521  3.008],49.725372,1489.4352,0.21080299,-1571.8518,100.0,-63.244278,14900,0.86053896,149,6.1303347e+30,0.4189424,True,23948002.0,-61.806435,1,0.86053896,-2.0406896e+17,1.0
-1.0,-56.325184,100,2.0,-60.85720388874412,,,1.0,161101460.0,1498.754061460495,88.55,27.62386,1.0,-49.129025,100.0,1674562,,-88.481064,16064526.0,438876860.0,8.297149,[-0.531  2.883],39.35204,831.9203,0.03853856,-883.53827,100.0,-56.325184,15000,0.86181766,150,5.3475244e+26,0.4189424,True,1892441.9,-60.85721,1,0.86181766,-1193685100000000.0,1.0
-1.0,-56.92827,100,2.0,-61.85237597465515,,,1.0,1228268300.0,1510.3203313350677,90.1,22.239971,1.0,-39.66649,100.0,1683572,,-84.09235,131331210.0,3122729500.0,8.607361,[-0.571  3.002],44.425858,568.70294,0.0131581845,-634.48944,100.0,-56.92827,15100,0.85945684,151,1.00742e+29,0.4189424,True,18168268.0,-61.85237,1,0.85945684,-2.0881212e+16,1.0
-1.0,-66.666695,100,2.0,-64.23827406406403,,,1.0,25225104.0,1524.363209247589,93.79,45.41794,1.0,-49.375786,100.0,1692951,,-109.65621,2553281.8,102158520.0,10.07085,[-0.542  2.88 ],60.280426,2164.2112,0.27062887,-2285.3313,100.0,-66.666695,15200,0.85753876,152,1.100506e+24,0.4189424,True,321033.12,-64.23827,1,0.85753876,-127065576000000.0,1.0
-1.0,-63.8899,100,2.0,-62.975626282691955,,,1.0,1801855.1,1537.7439682483673,92.13,48.632915,1.0,-49.364388,100.0,1702164,,-111.60854,351601.16,318388480.0,11.29469,[-0.6    2.991],62.244156,2492.7307,0.7962665,-2621.8696,100.0,-63.8899,15300,0.86304617,153,2.9935762e+34,0.4189424,True,144839.1,-62.975624,1,0.86304617,-2.2344522e+19,1.0
-1.0,-65.68425,100,2.0,-61.546081263273955,,,1.0,2395919.5,1548.6580743789673,89.7,22.853655,1.0,-39.909523,100.0,1711134,,-84.399734,238383.42,4933644.5,9.40516,[-0.626  2.868],44.49021,610.7465,0.10619469,-676.72327,100.0,-65.68425,15400,0.85908115,154,3113174800000000.0,0.4189424,True,24912.43,-61.546078,1,0.85908115,-3686303500.0,1.0
-1.0,-68.54335,100,2.0,-61.70526363328099,,,1.0,3138623500.0,1560.3235549926758,90.25,53.125416,1.0,-48.81487,100.0,1720159,,-114.83068,312247740.0,100348820000.0,11.314893,[-0.868  2.93 ],66.01581,2950.337,0.051564198,-3095.5996,100.0,-68.54335,15500,0.8613914,155,1.1246642e+32,0.4189424,True,31854320.0,-61.705265,1,0.8613914,-1.5405866e+18,1.0
-1.0,-60.11942,100,2.0,-60.58795699343085,,,1.0,289659.62,1571.2358169555664,88.27,28.94742,1.0,-39.366722,100.0,1728986,,-89.53538,38567.277,4886289.0,10.232924,[-0.874  3.055],50.168655,942.6659,0.16702946,-1026.5588,100.0,-60.11942,15600,0.8638587,156,4.429328e+18,0.4189424,True,9493.293,-60.587948,1,0.8638587,-176573140000.0,1.0
-1.0,-63.38221,100,2.0,-62.94859032481909,,,1.0,213192020.0,1585.1798536777496,90.94,22.147478,1.0,-39.852715,100.0,1738080,,-85.09607,21219454.0,1460339200.0,9.73169,[-0.798  2.956],45.243355,585.21655,0.0046987874,-653.4463,100.0,-63.38221,15700,0.85959643,157,2.946466e+24,0.4189424,True,2231459.8,-62.948593,1,0.85959643,-117123616000000.0,1.0
-1.0,-63.249874,100,2.0,-62.2933052919805,,,1.0,13735142000.0,1598.7414257526398,90.66,27.728859,1.0,-39.868805,100.0,1747146,,-90.02216,1366537600.0,825410000.0,10.306392,[-0.728  3.059],50.15336,875.11127,0.2811713,-958.9533,100.0,-63.249874,15800,0.8562104,158,6.3174262e+29,0.4189424,True,138302860.0,-62.2933,1,0.8562104,-6.6642134e+16,1.0
-1.0,-69.794075,100,2.0,-60.769227976948024,,,1.0,32558892.0,1612.7974257469177,88.25,35.022682,1.0,-48.48468,100.0,1755971,,-95.79191,4434623.5,554096060.0,9.268623,[-0.751  2.936],47.307228,1312.4955,0.67665964,-1387.0917,100.0,-69.794075,15900,0.8624292,159,4.0152013e+25,0.4189424,True,693821.5,-60.76923,1,0.8624292,-472702560000000.0,1.0
-1.0,-73.14509,100,2.0,-62.581645947545766,,,1.0,567341100.0,1626.5858204364777,91.02,20.512165,1.0,-49.15381,100.0,1765073,,-83.09381,78796910.0,843103600.0,8.770835,[-0.706  2.819],33.940002,497.67642,0.13468994,-536.07227,100.0,-73.14509,16000,0.8594074,160,3.615782e+29,0.4189424,True,13485452.0,-62.581646,1,0.8594074,-2.308892e+16,1.0
-1.0,-70.15704,100,2.0,-64.70523799926042,,,1.0,152740900.0,1643.1171555519104,94.29,39.53875,1.0,-39.721153,100.0,1774502,,-104.24399,21322418.0,6983701000.0,11.20634,[-0.732  2.942],64.522835,1688.8948,0.13040511,-1827.6633,100.0,-70.15704,16100,0.86339873,161,1.5636273e+28,0.4189424,True,4305660.0,-64.70524,1,0.86339873,-1.7352916e+16,1.0
-1.0,-59.9869,100,2.0,-62.82986537620425,,,1.0,1985.3372,1654.9736123085022,91.25,21.715727,1.0,-49.96109,100.0,1783627,,-84.54559,292.5509,35151.58,9.02522,[-0.775  2.825],34.584503,553.0274,0.029499436,-592.896,100.0,-59.9869,16200,0.860688,162,381389380.0,0.4189424,True,94.929756,-62.829865,1,0.860688,-813772.7,1.0
-1.0,-66.02992,100,2.0,-62.47558261305094,,,1.0,8231.694,1669.495362997055,90.84,21.573488,1.0,-49.482864,100.0,1792711,,-84.04907,877.38153,98182.99,9.91807,[-0.67   2.757],34.566208,563.7835,0.051108304,-603.6098,100.0,-66.02992,16300,0.86330754,163,1586661500.0,0.4189424,True,203.90248,-62.475582,1,0.86330754,-1684625.6,1.0
-1.0,-63.960278,100,2.0,-63.459712982177734,,,1.0,1060693100.0,1680.1053624153137,92.77,35.19916,1.0,-49.343933,100.0,1801988,,-98.658875,105538570.0,8127294500.0,10.405779,[-0.42   2.772],49.31494,1347.2611,0.055198047,-1428.3237,100.0,-63.960278,16400,0.86602896,164,2.3183129e+33,0.4189424,True,11740009.0,-63.459717,1,0.86602896,-3.9032088e+18,1.0
-1.0,-62.32377,100,2.0,-62.42473367646337,,,1.0,190036910.0,1690.6787598133087,90.85,28.132448,1.0,-49.926193,100.0,1811073,,-90.55718,19778982.0,995003500.0,9.1354685,[-0.416  2.897],40.63099,874.8914,0.0025893596,-929.91943,100.0,-62.32377,16500,0.8602528,165,7.539852e+29,0.4189424,True,2938407.0,-62.424732,1,0.8602528,-4.778317e+16,1.0
-1.0,-59.112774,100,2.0,-62.43916008502245,,,1.0,381684.0,1701.2638263702393,90.54,25.43716,1.0,-40.013916,100.0,1820127,,-87.87632,49652.863,7898832.0,10.236762,[-0.418  2.772],47.862404,751.8404,0.014955975,-828.1979,100.0,-59.112774,16600,0.86515623,166,8.626312e+22,0.4189424,True,12327.044,-62.439156,1,0.86515623,-22427482000000.0,1.0
-1.0,-77.38138,100,2.0,-61.24793640241027,,,1.0,5882.8364,1711.635681629181,89.13,39.519928,1.0,-40.35682,100.0,1829040,,-100.76787,657.78546,87188.98,10.692571,[-0.34  2.87],60.41105,1676.156,0.11627266,-1797.8021,100.0,-77.38138,16700,0.8692749,167,424067800.0,0.4189424,True,126.192245,-61.247936,1,0.8692749,-2592312.8,1.0
-1.0,-58.34561,100,2.0,-60.99358383461833,,,1.0,1300684400.0,1722.5513660907745,88.58,24.036787,1.0,-39.808372,100.0,1837898,,-85.03037,132580660.0,10412691000.0,9.131606,[-0.338  2.933],45.222,661.15344,0.26852077,-729.3182,100.0,-58.34561,16800,0.8590479,168,6.043741e+31,0.4189424,True,19233568.0,-60.993584,1,0.8590479,-5.299455e+17,1.0
-1.0,-61.6642,100,2.0,-60.17781514599919,,,1.0,56714.95,1732.7930164337158,87.66,36.261757,1.0,-39.19049,100.0,1846664,,-96.43957,8432.661,2603591.8,10.0013485,[-0.36  2.81],57.249077,1414.9417,0.012969513,-1524.1864,100.0,-61.6642,16900,0.8696739,169,6.819386e+17,0.4189424,True,2665.5415,-60.17782,1,0.8696739,-90219600000.0,1.0
-1.0,-64.405495,100,2.0,-63.06162831246853,,,1.0,600682600.0,1746.3442072868347,92.28,28.716175,1.0,-49.45814,100.0,1855892,,-91.7778,59902410.0,2290352400.0,9.640885,[-0.438  2.907],42.31966,917.5652,0.06348314,-977.2611,100.0,-64.405495,17000,0.855955,170,6.2808608e+29,0.4189424,True,7808269.0,-63.061626,1,0.855955,-4.7312153e+16,1.0
-1.0,-64.62648,100,2.0,-63.12038660436869,,,1.0,1519674100.0,1760.4093713760376,92.39,29.183691,1.0,-49.80814,100.0,1865131,,-92.30408,151176290.0,6160067600.0,9.440308,[-0.443  2.782],42.495937,940.8072,0.14427485,-1001.0017,100.0,-64.62648,17100,0.85942936,171,1.07647145e+30,0.4189424,True,16002493.0,-63.120384,1,0.85942936,-6.2456104e+16,1.0
-1.0,-59.103848,100,2.0,-63.87146951973438,,,1.0,1127758800.0,1773.1776759624481,92.45,30.711645,1.0,-49.967823,100.0,1874376,,-94.583115,117369970.0,8391252000.0,10.774599,[-0.428  2.658],44.61529,1059.297,0.058674693,-1125.646,100.0,-59.103848,17200,0.8606355,172,5.49988e+30,0.4189424,True,17507102.0,-63.87147,1,0.8606355,-1.5560474e+17,1.0
-1.0,-62.04628,100,2.0,-62.79004834368825,,,1.0,170993820.0,1784.8468506336212,91.4,30.111084,1.0,-49.56275,100.0,1883516,,-92.90113,18156128.0,1048894850.0,10.356109,[-0.423  2.533],43.33838,1013.9263,0.09358751,-1076.5317,100.0,-62.04628,17300,0.85965955,173,3.3522774e+32,0.4189424,True,2784152.8,-62.79005,1,0.85965955,-1.14628884e+18,1.0
-1.0,-62.725822,100,2.0,-63.360335272699594,,,1.0,569731140.0,1797.486029624939,92.05,24.818588,1.0,-49.779755,100.0,1892721,,-88.178925,58511750.0,2284279800.0,10.11304,[-0.452  2.655],38.39917,718.23596,0.07472099,-767.3839,100.0,-62.725822,17400,0.8577084,174,6.7447775e+31,0.4189424,True,7898779.5,-63.360332,1,0.8577084,-4.036512e+17,1.0
-1.0,-65.90079,100,2.0,-63.645832401663064,,,1.0,829232100.0,1808.5623745918274,93.2,26.026117,1.0,-49.927345,100.0,1902041,,-89.67195,106193200.0,3980567800.0,9.790778,[-0.474  2.531],39.744606,773.2182,0.8649526,-825.87085,100.0,-65.90079,17500,0.866737,175,1.7074293e+33,0.4189424,True,16415889.0,-63.64583,1,0.866737,-2.1757374e+18,1.0
-1.0,-74.37288,100,2.0,-62.424373066872356,,,1.0,182330540.0,1819.0382137298584,91.21,48.20347,1.0,-40.55284,100.0,1911162,,-110.62784,18817448.0,5757175300.0,10.554383,[-0.481  2.656],70.075,2434.969,0.060350463,-2598.6465,100.0,-74.37288,17600,0.8574199,176,2.0612997e+33,0.4189424,True,2574063.2,-62.424374,1,0.8574199,-7.431483e+18,1.0
-1.0,-60.432446,100,2.0,-61.69635691389441,,,1.0,14776524000.0,1830.0360119342804,89.67,29.065264,1.0,-49.757195,100.0,1920129,,-90.76162,1470084100.0,49804980000.0,9.178054,[-0.465  2.78 ],41.004425,929.0261,0.010253743,-985.0696,100.0,-60.432446,17700,0.8594462,177,1.2511048e+29,0.4189424,True,151304130.0,-61.696354,1,0.8594462,-1.9823855e+16,1.0
-1.0,-67.402565,100,2.0,-62.14044519230723,,,1.0,135616530.0,1841.2090430259705,90.35,29.08537,1.0,-40.19467,100.0,1929164,,-91.225815,19833964.0,1484761600.0,9.63296,[-0.469  2.905],51.031143,938.7526,0.14013073,-1025.5544,100.0,-67.402565,17800,0.86903083,178,3.2236135e+29,0.4189424,True,3781142.5,-62.140446,1,0.86903083,-4.9285686e+16,1.0
-1.0,-65.12927,100,2.0,-62.62797916084528,,,1.0,184053840.0,1851.3236718177795,91.47,34.02751,1.0,-49.11389,100.0,1938311,,-96.65549,23210232.0,2019315100.0,9.926284,[-0.435  3.025],47.541595,1256.4023,0.5260953,-1331.7395,100.0,-65.12927,17900,0.85905457,179,6.84058e+30,0.4189424,True,4797486.5,-62.62798,1,0.85905457,-1.9704832e+17,1.0
-1.0,-68.67699,100,2.0,-63.71146159157157,,,1.0,12044367.0,1862.059580564499,93.15,29.715588,1.0,-40.54726,100.0,1947626,,-93.42705,1550512.6,287867600.0,10.356548,[-0.439  2.9  ],52.879787,990.2742,0.08076986,-1083.4797,100.0,-68.67699,18000,0.8541963,180,1.0200567e+28,0.4189424,True,303221.03,-63.71146,1,0.8541963,-9413915000000000.0,1.0
-1.0,-66.69026,100,2.0,-63.193623750805855,,,1.0,81517760.0,1872.9992580413818,92.04,21.541908,1.0,-40.249718,100.0,1956830,,-84.735535,8404898.0,737395840.0,9.392002,[-0.4    2.782],44.485817,552.2636,0.028000126,-618.2278,100.0,-66.69026,18100,0.8589753,181,6.3073444e+25,0.4189424,True,1223658.8,-63.193623,1,0.8589753,-523896820000000.0,1.0
-1.0,-68.66072,100,2.0,-61.957218549400565,,,1.0,366663650.0,1884.3228430747986,90.57,25.217304,1.0,-40.178158,100.0,1965887,,-87.17452,36467870.0,978751500.0,9.345949,[-0.446  2.898],46.996365,723.2592,2.9110446,-796.8779,100.0,-68.66072,18200,0.8640244,182,4.268677e+31,0.4189424,True,3933310.8,-61.95722,1,0.8640244,-4.8100978e+17,1.0
-1.0,-56.051136,100,2.0,-59.504894887953995,,,1.0,249355140.0,1893.8891139030457,86.6,19.291004,1.0,-40.57548,100.0,1974547,,-78.7959,35202190.0,1123441500.0,7.8100715,[-0.441  3.023],38.220417,433.14,0.26093626,-481.83154,100.0,-56.051136,18300,0.8564593,183,1.6005484e+30,0.4189424,True,6020902.5,-59.504894,1,0.8564593,-6.1603304e+16,1.0
-1.0,-73.26066,100,2.0,-60.69609872996807,,,1.0,57696360.0,1904.1878345012665,88.18,27.308125,1.0,-39.821163,100.0,1983365,,-88.00423,6618307.0,502537400.0,9.842979,[-0.448  3.148],48.183064,842.6181,0.004572063,-920.00256,100.0,-73.26066,18400,0.8628341,184,7.202086e+25,0.4189424,True,1002610.56,-60.6961,1,0.8628341,-656745400000000.0,1.0
-1.0,-70.57641,100,2.0,-60.05261668369174,,,1.0,1891770100.0,1916.2188115119934,87.55,25.783327,1.0,-39.565712,100.0,1992120,,-85.835945,188420590.0,12599808000.0,8.510295,[-0.498  3.262],46.270233,737.20514,0.073078126,-808.56586,100.0,-70.57641,18500,0.868441,185,5.6151516e+30,0.4189424,True,20466454.0,-60.052616,1,0.868441,-1.6910752e+17,1.0
-1.0,-61.865936,100,2.0,-61.671154002398254,,,1.0,1633937.4,1927.92657995224,90.5,15.746998,1.0,-49.86029,100.0,2001170,,-77.41815,165446.48,1395703.6,7.571012,[-0.511  3.138],27.557861,305.28815,0.09428627,-330.60144,100.0,-61.865936,18600,0.85808384,186,1.0574556e+17,0.4189424,True,25461.502,-61.671154,1,0.85808384,-8233309700.0,1.0
-1.0,-65.23898,100,2.0,-62.78117020815611,,,1.0,7559.4194,1939.6173121929169,91.9,25.133059,1.0,-40.133247,100.0,2010360,,-87.91423,786.0706,93926.664,10.252452,[-0.422  3.226],47.780983,736.78345,0.11856955,-812.8806,100.0,-65.23898,18700,0.8582194,187,8810338000.0,0.4189424,True,166.50473,-62.781166,1,0.8582194,-7237001.0,1.0
-1.0,-66.43765,100,2.0,-61.646283531934024,,,1.0,1274364500.0,1951.7907140254974,90.11,22.672068,1.0,-40.107426,100.0,2019371,,-84.31835,142778380.0,12741530000.0,9.659476,[-0.671  3.206],44.210926,607.3282,0.47097394,-672.4786,100.0,-66.43765,18800,0.8697047,188,7.802485e+31,0.4189424,True,24059920.0,-61.646286,1,0.8697047,-5.7551208e+17,1.0
-1.0,-76.957535,100,2.0,-60.41944487780333,,,1.0,23255482.0,1963.256442785263,88.18,31.203577,1.0,-40.52929,100.0,2028189,,-91.623024,2387907.5,190231330.0,9.014562,[-0.674  3.331],51.093735,1054.9257,0.13769533,-1141.9403,100.0,-76.957535,18900,0.86140555,189,4.042924e+34,0.4189424,True,379099.47,-60.419445,1,0.86140555,-1.7496931e+19,1.0
-1.0,-61.58343,100,2.0,-61.02118129491806,,,1.0,10346337000.0,1973.7488417625427,88.95,25.798948,1.0,-39.30376,100.0,2037084,,-86.82013,1029983170.0,18928507000.0,9.374264,[-0.733  3.441],47.51637,753.4625,0.08737836,-828.7185,100.0,-61.58343,19000,0.85877407,190,8.7973154e+29,0.4189424,True,111680210.0,-61.021183,1,0.85877407,-7.0589553e+16,1.0
-1.0,-64.14367,100,2.0,-60.51900165826082,,,1.0,33008602.0,1984.0901079177856,88.54,29.275568,1.0,-39.86799,100.0,2045938,,-89.79457,3499792.2,233801120.0,9.67428,[-0.75   3.564],49.926582,950.65063,0.014808824,-1033.7351,100.0,-64.14367,19100,0.86888194,191,2.4399374e+35,0.4189424,True,596455.9,-60.519005,1,0.86888194,-4.1042306e+19,1.0
-1.0,-58.15988,100,2.0,-59.95196779921651,,,1.0,215023180.0,1994.7343075275421,87.32,29.072317,1.0,-39.364754,100.0,2054670,,-89.024284,21396348.0,1949280300.0,8.654019,[-0.739  3.689],49.65953,920.09155,0.5768292,-1002.2882,100.0,-58.15988,19200,0.85952765,192,5.4696214e+33,0.4189424,True,2416113.0,-59.95197,1,0.85952765,-6.079427e+18,1.0
-1.0,-66.01018,100,2.0,-60.44819601625204,,,1.0,416356960.0,2005.5962781906128,87.85,25.880775,1.0,-39.869324,100.0,2063455,,-86.32897,41446400.0,787191940.0,10.4174185,[-0.72   3.812],46.45965,778.33716,0.07654199,-850.2824,100.0,-66.01018,19300,0.8619252,193,6.2274063e+32,0.4189424,True,4682343.0,-60.448196,1,0.8619252,-1.7954949e+18,1.0
-1.0,-55.730213,100,2.0,-61.51226598918438,,,1.0,33213397000.0,2018.8365921974182,89.8,24.15529,1.0,-49.043247,100.0,2072435,,-85.66756,3304325600.0,68478353000.0,8.544155,[-0.759  3.693],36.62431,656.48065,0.1023952,-701.18964,100.0,-55.730213,19400,0.8584476,194,6.817822e+32,0.4189424,True,336642700.0,-61.51226,1,0.8584476,-1.1674558e+18,1.0
-1.0,-61.546093,100,2.0,-60.0394235804677,,,1.0,772465.44,2031.890522480011,88.14,17.469427,1.0,-49.440315,100.0,2081249,,-77.50885,87755.75,806210.1,7.179011,[-0.74   3.817],28.068535,356.71906,0.124794714,-382.97845,100.0,-61.546093,19500,0.859352,195,4.3343715e+16,0.4189424,True,14530.894,-60.039425,1,0.859352,-5468211700.0,1.0
-1.0,-79.317505,100,2.0,-60.7037787181139,,,1.0,4799285000.0,2042.5229651927948,88.86,32.121063,1.0,-49.637527,100.0,2090135,,-92.824844,477502800.0,21720009000.0,9.466438,[-0.5    3.745],43.187317,1121.3762,0.22179613,-1183.5433,100.0,-79.317505,19600,0.8606994,196,4.5629182e+33,0.4189424,True,48197530.0,-60.70378,1,0.8606994,-4.1996443e+18,1.0
-1.0,-61.786076,100,2.0,-61.04036487326026,,,1.0,817055200.0,2054.713650226593,89.23,24.518414,1.0,-49.630817,100.0,2099058,,-85.55878,85004750.0,5924323300.0,7.901199,[-0.277  3.632],35.92796,663.5815,0.0589403,-706.60535,100.0,-61.786076,19700,0.86267376,197,2.577619e+28,0.4189424,True,11613443.0,-61.04037,1,0.86267376,-6908020000000000.0,1.0
-1.0,-72.588425,100,2.0,-60.26743268579244,,,1.0,221962.69,2068.020033121109,88.24,39.71293,1.0,-39.881138,100.0,2107882,,-99.98036,22131.324,3791490.8,8.34171,[-0.243  3.753],60.099224,1646.7008,0.0059743198,-1767.0919,100.0,-72.588425,19800,0.8615575,198,480925650000.0,0.4189424,True,2681.3582,-60.267433,1,0.8615575,-87285520.0,1.0
-1.0,-66.323746,100,2.0,-58.565302763283256,,,1.0,32869378.0,2078.4676642417908,85.62,30.689259,1.0,-50.389984,100.0,2116444,,-89.25456,3438042.8,167201580.0,7.4517365,[-0.341  3.831],38.86458,997.359,0.0052536875,-1047.7048,100.0,-66.323746,19900,0.8617636,199,4.0619302e+21,0.4189424,True,489818.75,-58.565308,1,0.8617636,-3209043000000.0,1.0
-1.0,-61.667076,100,2.0,-59.78490934342146,,,1.0,2678755600.0,2087.5110278129578,87.62,21.250202,1.0,-49.933975,100.0,2125206,,-81.03511,266486720.0,2670222000.0,8.117138,[-0.408  3.936],31.101135,517.4589,0.27153993,-549.6987,100.0,-61.667076,20000,0.8544724,200,1.995862e+25,0.4189424,True,27407272.0,-59.784912,1,0.8544724,-144047110000000.0,1.0
-1.0,-65.41662,100,2.0,-59.656113773584366,,,1.0,2830588.5,2098.4566526412964,87.45,24.060959,1.0,-39.91337,100.0,2133951,,-83.71707,365075.44,29974416.0,8.134411,[-0.458  4.05 ],43.803703,645.09827,0.01049086,-709.0524,100.0,-65.41662,20100,0.8550382,201,1.6691753e+25,0.4189424,True,97569.52,-59.656116,1,0.8550382,-261307240000000.0,1.0
-1.0,-62.9606,100,2.0,-60.01061291053891,,,1.0,7902970000.0,2111.992933511734,87.97,29.587692,1.0,-40.717693,100.0,2142748,,-89.598305,786262340.0,67773362000.0,8.55344,[-0.407  3.937],48.88061,948.59283,0.09007298,-1028.2317,100.0,-62.9606,20200,0.8590889,202,3.4891193e+29,0.4189424,True,79836584.0,-60.01061,1,0.8590889,-4.7044684e+16,1.0
