ReturnMeanIW,OptimizationReturnMean,InitialReturnMin,ReturnStepMaxmin,MaxIW,OptimizationReturnMin,EpThisIter,EpRewMean,MeanIW,TimeElapsed,InitialReturnMax,OptimizationReturnMax,VarianceInit,Bound,ESSClassic,InitialReturnStd,EmpiricalD2,EpisodesSoFar,Iteration,MeanIWNorm,StdIW,MinIWNorm,MaxIWNorm,Weights,InitialReturnMean,InitialBound,MinIW,StdIWNorm,J_sample_variance,MeanEntropy,EpLenMean,LearnableVariance,ReturnStepMax,TimestepsSoFar,ESSRenyi
-346.3925,4.1709394,-415.69992,0.8467678,10.774407,,100,-411.5289821521938,0.83880705,235.2770495414734,-404.74634,10.953583,-1,-383.82648,25.682716,2.3524542,7.2981887,1100,11,0.008388069,1.4268771,1.2359395e-05,0.10774407,[-0.006  0.234  0.038],-411.529,-425.38562,0.0012359396,0.014268771,122829.25,1.4227403,500.0,True,0.8467678,550000,13.70203
-202.76668,2.837706,-416.1415,0.84737676,7.026101,,100,-413.3038018104434,0.49115315,271.939218044281,-409.20236,6.939148,-1,-317.1342,20.320068,1.5575213,67.97758,1200,12,0.0049115317,0.97258776,8.16951e-06,0.07026101,[-0.067  0.14   0.004],-413.3038,-427.17517,0.000816951,0.009725878,42208.05,1.4772916,500.0,True,0.84737676,600000,1.4710733
-273.94107,3.835409,-415.44617,0.8472177,8.017043,,100,-411.610759562701,0.66411775,316.16457438468933,-403.41254,12.03363,-1,-360.37177,15.770896,2.4040525,38.95373,1300,13,0.0066411765,1.5347866,5.2693426e-06,0.08017043,[-0.009  0.238  0.058],-411.61072,-425.45892,0.0005269343,0.015347865,76925.27,1.415814,500.0,True,0.8472177,650000,2.5671482
-236.82812,3.3524065,-416.04916,0.8472903,8.059149,,100,-412.69675758302213,0.5727165,361.11544966697693,-406.38202,9.667145,-1,-328.84363,18.389091,2.0909803,44.02257,1400,14,0.005727164,1.2065175,2.2576064e-06,0.080591485,[-0.068  0.181 -0.003],-412.69675,-426.56506,0.00022576065,0.012065174,57358.566,1.3524134,500.0,True,0.8472903,700000,2.271562
-347.68478,2.4204447,-415.90994,0.84725684,4.2521405,,100,-413.48950134843585,0.8387263,406.4398226737976,-408.26453,7.6454163,-1,-394.3859,46.812202,1.4456791,11.347455,1500,15,0.008387263,0.89401895,5.640169e-06,0.042521406,[-0.097  0.13  -0.067],-413.4895,-427.35315,0.0005640169,0.00894019,122915.94,1.3604884,500.0,True,0.84725684,750000,8.812549
-224.86821,1.1041992,-415.88263,0.8473668,11.190442,,100,-414.7784318694472,0.54226774,446.9486927986145,-411.2999,4.582733,-1,-319.56415,13.753285,0.72850347,46.662025,1600,16,0.005422677,1.3579438,2.5626914e-06,0.11190442,[-0.13  -0.027 -0.058],-414.77844,-428.64117,0.00025626915,0.013579438,51375.52,1.2991456,500.0,True,0.8473668,800000,2.1430702
-180.91875,1.458172,-415.83334,0.8473848,3.1670485,,100,-414.3751697075367,0.43766034,492.0295732021332,-410.70233,5.131012,-1,-253.94098,34.03214,1.1283586,27.753262,1700,17,0.004376603,0.6093387,0.0002938024,0.031670485,[-0.204  0.076 -0.12 ],-414.37515,-428.2363,0.029380241,0.0060933866,33461.3,1.3217736,500.0,True,0.8473848,850000,3.6031802
-216.04886,3.9881458,-415.97296,0.8469398,4.2665796,,100,-411.98481921210885,0.5268438,535.0971038341522,-400.9137,15.059265,-1,-279.4387,31.56021,2.4194252,20.900251,1800,18,0.005268438,0.7758294,7.5741926e-05,0.042665794,[-0.193  0.252 -0.097],-411.9848,-425.85052,0.0075741927,0.007758294,48569.125,1.3508781,500.0,True,0.8469398,900000,4.7846313
-202.7603,7.2718763,-415.16257,0.8473065,12.253694,,100,-407.890690869987,0.50188684,578.4236192703247,-397.69653,17.466034,-1,-279.3363,11.838508,3.7644932,30.619038,1900,19,0.0050188685,1.3696097,7.922397e-06,0.122536935,[-0.137  0.366 -0.068],-407.89066,-421.72943,0.0007922398,0.013696097,44220.28,1.3023187,500.0,True,0.8473065,950000,3.2659419
-106.81598,12.169984,-413.75024,0.8498196,2.6749074,,100,-401.58025797486306,0.2653252,622.0436437129974,-388.59702,25.153229,-1,-184.55576,27.059753,5.120286,31.77259,2000,20,0.002653252,0.43561235,5.0565163e-06,0.026749074,[-0.086  0.446 -0.117],-401.58023,-415.37192,0.00050565164,0.0043561235,12198.13,1.2536131,500.0,True,0.8498196,1000000,3.147367
-196.06383,7.651327,-414.10068,0.8496767,6.6605463,,100,-406.44935019508006,0.48317483,664.4442780017853,-396.11496,17.985718,-1,-285.258,16.739641,4.220236,41.754536,2100,21,0.0048317476,1.0775821,4.20711e-06,0.06660546,[-0.085  0.382 -0.165],-406.44937,-420.2527,0.00042071103,0.010775821,40546.824,1.1969446,500.0,True,0.8496767,1050000,2.3949494
-204.2425,10.083242,-414.86105,0.84928495,4.379797,,100,-404.7778129272163,0.50270563,708.9900794029236,-389.9844,24.876648,-1,-282.23007,26.566607,5.100878,31.804468,2200,22,0.005027057,0.835781,1.2570183e-05,0.04379797,[ 0.162  0.393 -0.222],-404.77777,-418.6065,0.0012570183,0.008357809,43987.246,1.2511445,500.0,True,0.84928495,1100000,3.1442122
-193.83148,8.446364,-415.38428,0.8490933,4.61581,,100,-406.9379121169448,0.47831696,749.6394808292389,-395.1322,20.252075,-1,-259.63574,30.661324,4.3473635,22.586565,2300,23,0.004783169,0.7192968,3.3703764e-05,0.046158098,[ 0.141  0.373 -0.168],-406.93793,-420.78403,0.0033703763,0.007192968,39957.395,1.3002316,500.0,True,0.8490933,1150000,4.4274106
-204.67189,9.794823,-414.43848,0.84944654,10.041868,,100,-404.64365549311043,0.5124614,789.927633523941,-392.45618,21.9823,-1,-293.5976,17.216057,5.298967,41.435932,2400,24,0.0051246136,1.1237439,0.00012393105,0.10041868,[ 0.075  0.412 -0.119],-404.64368,-418.45822,0.012393106,0.011237439,46103.746,1.2992545,500.0,True,0.84944654,1200000,2.4133644
-159.80014,16.473133,-412.21243,0.85049677,3.7325618,,100,-395.7393004605174,0.40733638,832.1835465431213,-374.4921,37.720337,-1,-254.07123,27.463533,6.407122,47.071434,2500,25,0.0040733637,0.6619928,1.1195965e-06,0.037325617,[ 0.143  0.515 -0.12 ],-395.7393,-409.47968,0.00011195965,0.0066199275,28698.482,1.2494023,500.0,True,0.85049677,1250000,2.1244307
-251.4582,23.745274,-407.80685,0.8522271,7.7178383,,100,-384.0615788331628,0.6504741,871.3740372657776,-224.08136,183.7255,-1,-298.24313,27.782429,19.255247,11.845276,2600,26,0.0065047406,1.0487365,9.3336734e-05,0.07717838,[ 0.152  0.578 -0.17 ],-384.06155,-397.65515,0.009333674,0.010487364,71490.336,1.2895539,497.65,True,0.8522271,1299765,8.442184
-187.45169,14.190139,-399.81586,0.8556794,2.7518034,,100,-385.62571340918544,0.47839016,912.8338849544525,-345.1476,54.668243,-1,-258.8715,41.256393,9.278891,28.718372,2700,27,0.0047839014,0.5708433,1.5250621e-05,0.027518034,[ 0.283  0.583 -0.129],-385.62573,-398.9529,0.0015250621,0.0057084328,36969.305,1.3008422,500.0,True,0.8556794,1349765,3.4820914
-370.70795,14.8095,-411.01898,0.850499,4.415867,,100,-396.2094789735973,0.9343177,955.5236711502075,-382.9722,28.046783,-1,-386.94705,66.07661,6.156265,1.4048921,2800,28,0.009343176,0.6694536,0.0016914606,0.044158667,[ 0.251  0.514 -0.118],-396.2095,-409.91013,0.16914606,0.0066945357,149084.22,1.282886,500.0,True,0.850499,1399765,71.17985
-267.29626,14.272647,-409.78943,0.85275006,9.887949,,100,-395.5167854048312,0.6816001,994.9960153102875,-380.53302,29.256409,-1,-343.42484,14.299363,6.3087053,31.061068,2900,29,0.0068160016,1.6686425,5.01428e-06,0.09887949,[ 0.223  0.509 -0.136],-395.51675,-409.17642,0.000501428,0.016686425,79802.734,1.2258263,500.0,True,0.85275006,1449765,3.2194643
-259.75192,24.002378,-414.8567,0.855971,4.9291577,,100,-390.85430683270096,0.6753665,1041.2733838558197,-364.50046,50.35623,-1,-321.84982,29.45568,8.72294,20.165094,3000,30,0.006753664,1.0451679,6.0337716e-05,0.049291577,[ 0.241  0.544 -0.193],-390.85434,-404.68286,0.0060337717,0.010451678,80638.08,1.2387571,500.0,True,0.855971,1499765,4.9590645
-272.82877,28.012117,-401.41296,0.85611,7.1931,,100,-373.4008498907089,0.7147179,1084.8150887489319,-237.87097,163.54199,-1,-317.82422,27.330557,27.479597,11.308297,3100,31,0.0071471795,1.1654305,0.00014627707,0.071931,[ 0.221  0.611 -0.18 ],-373.40082,-386.78128,0.014627707,0.011654305,84006.98,1.2790557,493.23,True,0.85611,1549088,8.843064
-188.66351,19.915268,-403.95447,0.8566182,4.292599,,100,-384.03919848531484,0.5012891,1125.8278222084045,-316.07297,87.8815,-1,-268.00757,25.36044,12.493949,34.722122,3200,32,0.0050128913,0.85999197,9.212229e-05,0.04292599,[ 0.31   0.589 -0.14 ],-384.0392,-397.50433,0.009212229,0.008599919,42267.14,1.2816734,499.41,True,0.8566182,1599029,2.8800082
-344.23157,44.967407,-402.27893,0.8561795,4.369256,,100,-357.3115237420797,1.0328753,1168.712426662445,-185.16919,217.10974,-1,-360.94083,62.65303,44.715275,1.5527544,3300,33,0.010328753,0.797452,0.0017430591,0.04369256,[ 0.336  0.661 -0.137],-357.31152,-370.72083,0.17430592,0.007974518,192766.19,1.276124,479.63,True,0.8561795,1646992,64.40169
-185.38184,60.23955,-394.74704,0.85890394,3.2271135,,100,-334.5074911889434,0.51297426,1203.2939889431,-118.457504,276.28955,-1,-253.83472,30.701475,60.01607,27.063757,3400,34,0.005129742,0.77068686,6.28573e-05,0.032271136,[ 0.35   0.685 -0.143],-334.5075,-347.66568,0.0062857303,0.007706868,41940.355,1.3234856,455.79,True,0.85890394,1692571,3.6949785
-195.9335,28.423409,-394.9959,0.85703856,3.5059206,,100,-366.57250276237727,0.5157983,1241.7366335391998,-167.13773,227.85818,-1,-268.15558,33.180817,39.256317,30.088276,3500,35,0.0051579834,0.7319592,8.040089e-05,0.035059206,[ 0.297  0.655 -0.095],-366.5725,-379.73904,0.008040089,0.0073195924,42056.797,1.36896,485.8,True,0.85703856,1741151,3.3235536
-169.78143,22.45392,-408.65414,0.851949,4.843223,,100,-386.20022357329725,0.4390624,1281.764586687088,-355.82074,52.833405,-1,-274.96912,22.33014,8.907871,59.629406,3600,36,0.0043906234,0.81885463,2.2998317e-06,0.04843223,[ 0.307  0.614 -0.05 ],-386.2003,-399.82202,0.00022998318,0.008188546,32839.977,1.3024302,500.0,True,0.851949,1791151,1.677025
-130.70943,17.916044,-403.2193,0.8537709,2.780588,,100,-385.303252171427,0.34520936,1325.4420866966248,-361.78882,41.43048,-1,-215.19882,28.286066,8.42168,39.51521,3700,37,0.0034520933,0.5496649,2.1962695e-05,0.027805878,[ 0.247  0.601 -0.117],-385.30325,-398.74387,0.0021962696,0.005496649,19821.79,1.2730861,500.0,True,0.8537709,1841151,2.5306711
-183.08286,52.376835,-398.693,0.8573853,9.2548895,,100,-346.31615641325715,0.60492027,1366.9861929416656,-148.22565,250.46735,-1,-258.67657,16.590628,53.492615,32.354664,3800,38,0.0060492028,1.3563575,1.4869902e-06,0.09254889,[ 0.222  0.672 -0.146],-346.31613,-359.60593,0.00014869902,0.013563574,94853.14,1.2164317,469.43,True,0.8573853,1888094,3.0907445
-233.94456,91.084816,-393.50266,0.85978895,11.675436,,100,-302.417839179039,0.9165455,1404.3740830421448,-151.29265,242.21,-1,-267.5729,23.730663,65.301445,6.5729103,3900,39,0.009165455,1.6431382,6.318319e-05,0.11675436,[ 0.135  0.698 -0.203],-302.41785,-315.5346,0.0063183196,0.01643138,225446.14,1.1723641,419.47,True,0.85978895,1930041,15.213961
-149.31958,107.72792,-378.78955,0.8607953,6.769056,,100,-271.06163962394,0.7117591,1437.199696302414,-94.26921,284.52032,-1,-189.95483,29.44293,69.033,10.357438,4000,40,0.007117591,1.1018255,1.8951145e-05,0.06769056,[ 0.189  0.712 -0.247],-271.0616,-283.68796,0.0018951145,0.011018254,140053.67,1.1627326,378.91,True,0.8607953,1967932,9.654897
-163.85248,155.35225,-356.102,0.85913587,8.134142,,100,-200.74972345873712,0.87847054,1464.0502562522888,-95.71753,260.38446,-1,-189.97208,38.35614,45.309612,4.842023,4100,41,0.008784705,1.1136653,0.0005104188,0.081341416,[ 0.176  0.762 -0.256],-200.74971,-212.6198,0.05104188,0.011136654,139148.11,1.1842493,282.58,True,0.85913587,1996190,20.652525
-120.37592,130.185,-314.49557,0.86608934,5.784692,,100,-184.3105696333945,0.60975534,1484.3479421138763,-98.04259,216.45299,-1,-161.1975,31.907984,45.89898,15.163272,4200,42,0.0060975524,0.8907463,0.00029359234,0.057846915,[ 0.218  0.801 -0.235],-184.31055,-194.79376,0.029359234,0.008907463,49099.484,1.2410309,258.04,True,0.86608934,2021994,6.594883
-148.71272,145.25969,-381.4505,0.85711956,8.763807,,100,-236.19080494508148,0.793835,1512.828046798706,-95.34721,286.10327,-1,-188.54756,28.532347,61.34421,9.815044,4300,43,0.007938351,1.2563661,7.845258e-06,0.08763807,[ 0.249  0.771 -0.178],-236.1908,-248.90582,0.00078452576,0.012563662,180444.28,1.1880945,330.4,True,0.85711956,2055034,10.188441
-111.40058,196.94699,-389.06506,0.86378324,5.3198767,,100,-192.1180558592081,0.68360215,1536.8647725582123,-84.95645,304.1086,-1,-151.80771,36.07089,55.10723,9.707648,4400,44,0.006836021,0.910069,2.4770838e-05,0.053198766,[ 0.231  0.798 -0.231],-192.11807,-205.08688,0.0024770838,0.00910069,123828.85,1.1276891,267.58,True,0.86378324,2081792,10.301156
-149.57265,166.17072,-352.15405,0.85838294,3.9313684,,100,-185.98333122149108,0.8831938,1557.55428981781,-96.582855,255.5712,-1,-165.81407,56.968983,45.908085,1.9143686,4500,45,0.008831939,0.76758677,0.00026728993,0.03931368,[ 0.133  0.807 -0.291],-185.98332,-197.7218,0.026728993,0.0076758675,123553.9,1.1086892,261.03,True,0.85838294,2107895,52.23654
-97.18435,101.10606,-259.5677,0.85972327,6.592648,,100,-158.4616345745325,0.64384216,1575.9720613956451,-103.05792,156.50977,-1,-127.40738,32.934704,33.56796,12.201612,4600,46,0.0064384216,0.91875863,0.00010099598,0.06592648,[ 0.07   0.831 -0.31 ],-158.46164,-167.11388,0.010099598,0.009187586,41303.83,1.1749107,221.3,True,0.85972327,2130025,8.195638
-79.16137,151.43149,-314.41776,0.8642783,6.206561,,100,-162.98627212211488,0.58953404,1595.3636152744293,-75.44668,238.97107,-1,-116.65944,28.429228,38.732456,12.801065,4700,47,0.0058953403,0.9353932,1.44975e-05,0.06206561,[ 0.081  0.844 -0.244],-162.98627,-173.46686,0.00144975,0.009353932,75665.01,1.103215,229.31,True,0.8642783,2152956,7.8118496
-103.29297,108.148506,-255.85434,0.86193234,5.116471,,100,-147.70582807794213,0.66296,1615.2735395431519,-73.01018,182.84416,-1,-132.72028,31.01641,33.368637,11.905783,4800,48,0.0066295997,0.9886998,0.00016242039,0.051164705,[ 0.134  0.864 -0.316],-147.70583,-156.23428,0.016242038,0.009886998,39607.895,1.1360465,206.67,True,0.86193234,2173623,8.39928
-128.09886,126.13376,-302.37512,0.85872245,10.679924,,100,-176.24136054292322,0.7995734,1638.2065734863281,-96.43273,205.94238,-1,-158.1559,23.564598,38.892067,8.892889,4900,49,0.007995735,1.4400434,5.2717704e-05,0.10679924,[ 0.129  0.807 -0.283],-176.24136,-186.32054,0.0052717705,0.014400435,109268.31,1.0692703,248.1,True,0.85872245,2198433,11.24494
-116.85253,129.45116,-283.31238,0.8567665,5.140848,,100,-153.86122013822197,0.76937807,1658.3785772323608,-83.5561,199.75629,-1,-137.68616,45.81414,34.463833,4.866773,5000,50,0.00769378,0.8367255,0.00046479507,0.05140848,[ 0.121  0.822 -0.35 ],-153.86124,-163.30495,0.04647951,0.008367254,60272.81,1.1215352,215.64,True,0.8567665,2219997,20.547495
-117.11042,92.11207,-259.43906,0.861075,9.037121,,100,-167.3269782294333,0.79601806,1679.2602469921112,-99.799,159.64005,-1,-137.7733,28.41284,35.707645,5.7089176,5100,51,0.00796018,1.2635231,5.5590688e-05,0.09037121,[ 0.185  0.825 -0.297],-167.32697,-175.97493,0.005559069,0.012635231,68297.414,1.122616,235.51,True,0.861075,2243548,17.516455
-144.13733,80.52925,-229.30327,0.8613295,2.0948665,,100,-148.77401530250907,0.96273005,1700.3821339607239,-106.15617,123.147095,-1,-152.44504,87.36488,28.046568,1.1813682,5200,52,0.0096273,0.36612204,0.0023776938,0.020948665,[ 0.106  0.876 -0.296],-148.77402,-156.41747,0.23776938,0.0036612202,50714.945,1.119338,208.39,True,0.8613295,2264387,84.64761
-88.191376,113.15817,-260.55496,0.8592895,6.1944714,,100,-147.39680174648763,0.6937368,1719.374137878418,-83.26494,177.29002,-1,-119.41261,30.79441,32.66975,12.9224205,5300,53,0.0069373683,1.0399904,3.3341006e-05,0.061944712,[ 0.162  0.864 -0.3  ],-147.39679,-156.08195,0.0033341008,0.010399904,56111.004,1.0710411,207.26,True,0.8592895,2285113,7.738488
-78.35943,89.23111,-216.6053,0.86076164,4.626708,,100,-127.37418884471059,0.5846065,1734.4371790885925,-72.57608,144.02922,-1,-106.60999,35.64461,27.591822,15.309418,5400,54,0.0058460645,0.78552365,0.000188983,0.04626708,[ 0.154  0.921 -0.348],-127.37419,-134.59438,0.0188983,0.007855236,20016.809,1.1324596,179.0,True,0.86076164,2303013,6.531927
-94.2266,113.87956,-258.7943,0.8592349,5.426761,,100,-144.91475591257213,0.71152735,1752.995450258255,-80.78672,178.0076,-1,-121.99184,34.042706,32.666035,10.3594265,5500,55,0.007115273,0.99040073,1.4188128e-05,0.05426761,[ 0.133  0.878 -0.286],-144.91475,-153.54123,0.0014188129,0.009904007,49970.145,1.09245,203.2,True,0.8592349,2323333,9.653044
-95.67785,93.72992,-225.29984,0.85620594,10.932301,,100,-131.56991435587406,0.7834189,1771.5410130023956,-72.70421,152.59563,-1,-116.860664,22.113672,28.84137,7.9558783,5600,56,0.007834189,1.4702604,7.018109e-06,0.109323,[ 0.218  0.931 -0.327],-131.5699,-139.07991,0.00070181093,0.014702603,59993.645,1.0154614,184.99,True,0.85620594,2341832,12.569323
-54.265804,52.948013,-177.18166,0.8655906,3.5585916,,100,-124.23364293903113,0.4752231,1787.3776853084564,-82.11396,95.067696,-1,-81.63664,29.617352,23.608171,21.477373,5700,57,0.004752231,0.73258364,7.334847e-06,0.035585914,[ 0.177  0.941 -0.403],-124.23364,-130.1397,0.0007334847,0.0073258365,9593.141,0.98132735,174.52,True,0.8655906,2359284,4.656063
-60.08293,77.64956,-188.7919,0.8585112,7.5235977,,100,-111.14234733328223,0.59817326,1802.0349006652832,-73.27281,115.51909,-1,-84.69883,25.067417,21.674995,15.3005495,5800,58,0.0059817326,1.0342071,6.8850977e-06,0.07523598,[ 0.19   1.012 -0.438],-111.14234,-117.43541,0.0006885098,0.010342071,22949.627,0.8900103,156.47,True,0.8585112,2374931,6.535713
-34.672268,64.291855,-167.00806,0.8628355,2.9751964,,100,-102.71620487481356,0.36894116,1815.682805299759,-64.49978,102.50828,-1,-64.480225,32.03731,21.529774,28.67029,5900,59,0.0036894113,0.5373588,3.0249264e-06,0.029751962,[ 0.183  1.042 -0.529],-102.71621,-108.28314,0.00030249264,0.005373588,5584.677,0.7962847,145.49,True,0.8628355,2389480,3.4879313
-50.488045,55.027573,-147.4194,0.8643741,5.0530777,,100,-92.39183123022318,0.5387772,1826.4421241283417,-61.633156,85.78625,-1,-71.67439,29.899015,18.496159,18.588535,6000,60,0.005387772,0.8249788,2.9179012e-06,0.050530776,[ 0.247  1.08  -0.623],-92.39182,-97.30581,0.00029179011,0.008249788,8950.3,0.7822672,131.16,True,0.8643741,2402596,5.37966
-71.27947,70.47394,-171.65852,0.8595016,8.118177,,100,-101.18458476573228,0.7224766,1840.8427357673645,-61.28699,110.37154,-1,-89.44769,25.184582,21.189384,10.081759,6100,61,0.007224766,1.2452369,3.6315319e-06,0.08118177,[ 0.193  1.018 -0.637],-101.18458,-106.90654,0.0003631532,0.012452367,23407.39,0.7026582,142.76,True,0.8595016,2416872,9.918903
-58.001152,84.74793,-184.117,0.8624563,5.21522,,100,-99.36907665252686,0.62580144,1853.9061214923859,-60.27043,123.84657,-1,-76.74338,31.780176,22.461329,9.32603,6200,62,0.0062580146,0.9168826,1.9183122e-05,0.052152198,[ 0.116  0.995 -0.716],-99.36908,-105.5063,0.0019183123,0.009168825,21560.48,0.6916826,140.32,True,0.8624563,2430904,10.722676
-45.21627,56.15044,-151.90005,0.8651427,6.797385,,100,-95.74960888564587,0.46663556,1866.4044871330261,-61.19368,90.706375,-1,-66.70045,25.237413,20.9689,18.0038,6300,63,0.0046663554,0.8031515,1.6697593e-05,0.06797385,[ 0.149  1.044 -0.727],-95.7496,-100.81294,0.0016697593,0.008031515,7184.7627,0.6924208,136.1,True,0.8651427,2444514,5.5543833
-71.91931,65.949455,-167.41815,0.859043,6.1237087,,100,-101.46869185283781,0.6955192,1879.8908905982971,-61.660717,105.75743,-1,-90.34497,29.53695,23.076748,10.901429,6400,64,0.0069551915,1.074254,0.0001270873,0.061237086,[ 0.085  0.992 -0.727],-101.468704,-107.04929,0.01270873,0.0107425405,20167.254,0.7524468,142.94,True,0.859043,2458808,9.173109
-75.16765,79.0642,-174.30103,0.8607654,5.2410197,,100,-95.2368301036954,0.79831564,1891.078271150589,-61.10199,113.199036,-1,-91.309845,41.034748,21.343687,7.7191205,6500,65,0.007983156,0.9569669,9.2217706e-05,0.052410197,[ 0.191  1.007 -0.666],-95.236824,-101.04687,0.009221771,0.009569668,25149.756,0.82601154,134.41,True,0.8607654,2472249,12.9548435
-51.388676,66.95196,-167.5924,0.8595194,6.4108086,,100,-100.64044702231884,0.5635238,1902.727694272995,-60.94257,106.64984,-1,-75.19833,24.900381,22.127373,18.165201,6600,66,0.0056352383,0.97865176,1.0539272e-06,0.06410808,[ 0.201  1.024 -0.593],-100.64045,-106.22685,0.000105392726,0.009786517,16277.283,0.72771674,142.51,True,0.8595194,2486500,5.505031
-64.900665,67.25622,-166.97444,0.8587875,6.008494,,100,-99.71822310522198,0.60056007,1914.4603745937347,-62.989265,103.985176,-1,-82.88445,24.770292,23.188305,10.4401,6700,67,0.0060056,1.0466117,0.00010932564,0.06008494,[ 0.291  1.007 -0.691],-99.71822,-105.28403,0.010932565,0.010466117,13064.796,0.7275336,140.62,True,0.8587875,2500562,9.578452
-64.201904,76.736115,-182.74667,0.8683835,4.757358,,100,-106.01055357351899,0.63289475,1927.85919713974,-62.21157,120.5351,-1,-89.261505,29.949137,23.262087,16.923561,6800,68,0.0063289474,0.96793485,1.8800921e-06,0.04757358,[ 0.247  0.955 -0.691],-106.01056,-112.1021,0.00018800922,0.009679348,20233.746,0.7030033,149.29,True,0.8683835,2515491,5.9089217
-91.09336,74.19295,-173.89972,0.8557075,5.6749077,,100,-99.70676944449544,0.985403,1941.4175753593445,-61.410652,112.48907,-1,-99.58391,51.418785,23.408073,2.1454377,6900,69,0.009854031,0.9578271,0.0011895202,0.056749076,[ 0.255  1.012 -0.716],-99.70678,-105.50342,0.11895203,0.009578272,37966.79,0.7333595,140.85,True,0.8557075,2529576,46.610535
