LearnableVariance,MaxIW,OptimizationReturnMax,InitialReturnStd,MinIW,ESSRenyi,EmpiricalD2,Iteration,InitialBound,StdIWNorm,EpLenMean,InitialReturnMin,EpisodesSoFar,InitialReturnMax,EpRewMean,ReturnStepMaxmin,OptimizationReturnMean,MeanIWNorm,InitialReturnMean,MinIWNorm,J_sample_variance,ReturnStepMax,TimeElapsed,MeanIW,OptimizationReturnMin,VarianceInit,MaxIWNorm,Bound,TimestepsSoFar,StdIW,MeanEntropy,ESSClassic,ReturnMeanIW,Weights,EpThisIter
,6.654746,1.2996826,0.2357829,0.022277083,3.6003397,27.775158,1,-430.09885,0.008135898,500.0,-416.63998,100,-415.3403,-416.2108487585187,0.8419744,0.4291327,0.005033278,-416.2109,0.00022277083,44421.47,0.8419744,7.704253673553467,0.5033277,,-1.0,0.06654746,-282.5983,50000,0.8135898,0.4189424,27.679222,-209.40556,[ 0. -0.],100
,7.8321314,5.648285,1.1231699,0.046747826,5.0527234,19.791307,2,-429.13763,0.011154112,500.0,-416.51752,200,-410.86923,-415.25371587485074,0.8429605,1.2637994,0.0069595957,-415.25372,0.00046747824,84890.86,0.8429605,16.395009517669678,0.69595957,,-1.0,0.078321315,-350.25464,100000,1.1154112,0.4189424,28.021933,-288.48868,[0.008 0.158],100
,2.287139,11.058319,2.6061082,0.063174345,63.001324,1.5872682,3,-426.7026,0.0053628744,500.0,-416.40134,300,-405.34302,-412.82258912071586,0.8439624,3.5787475,0.009696857,-412.82263,0.00063174346,164686.05,0.8439624,24.827430963516235,0.9696857,,-1.0,0.022871388,-418.90192,150000,0.5362874,0.4189424,76.577446,-401.4149,[-0.107  0.241],100
,9.139339,8.593262,2.0644567,0.0014147331,10.457912,9.562138,4,-428.00504,0.010118214,500.0,-416.4805,400,-407.88724,-414.1223381482065,0.84289825,2.3581629,0.007648506,-414.12234,1.4147331e-05,102517.54,0.84289825,33.19878101348877,0.7648506,,-1.0,0.09139339,-360.03857,200000,1.0118215,0.4189424,36.362755,-317.10956,[-0.111  0.215],100
,4.5951233,6.4229736,1.3834617,0.0011159971,12.259304,8.15707,5,-428.44025,0.007311003,500.0,-416.44446,500,-410.02148,-414.558809492439,0.8421783,1.8856497,0.0069499435,-414.55884,1.115997e-05,84614.15,0.8421783,43.39777660369873,0.69499433,,-1.0,0.045951232,-328.40244,250000,0.73110026,0.4189424,47.46982,-288.7561,[0.135 0.183],100
,4.291748,4.081909,0.7645274,0.0050465157,32.407158,3.0857382,6,-429.47495,0.007553838,500.0,-416.5399,600,-412.45798,-415.5902589058876,0.8421153,0.94962615,0.008923795,-415.59027,5.0465154e-05,139565.4,0.8421153,54.97811770439148,0.89237946,,-1.0,0.04291748,-395.59525,300000,0.7553838,0.4189424,58.256958,-371.20508,[0.034 0.123],100
,2.2906187,3.0838928,0.5205846,0.052127,76.25641,1.3113652,7,-429.89606,0.0046965564,500.0,-416.57538,700,-413.4915,-416.01022682145236,0.8419726,0.56515443,0.009570516,-416.01028,0.00052127,160554.62,0.8419726,69.926677942276,0.9570517,,-1.0,0.022906186,-414.20483,350000,0.46965563,0.4189424,80.59204,-398.30347,[-0.126  0.069],100
,3.6186,1.8188477,0.29850706,0.024179123,3.6300268,27.548006,8,-430.01224,0.005367928,500.0,-416.6071,800,-414.78824,-416.1253520427644,0.84187055,0.481734,0.004720298,-416.1253,0.00024179123,39062.31,0.84187055,84.49397230148315,0.47202983,,-1.0,0.036186,-269.3031,400000,0.5367928,0.4189424,43.606686,-196.41603,[-0.233  0.034],100
,5.264224,2.6930847,0.6301259,0.038255386,35.79003,2.794074,9,-429.53427,0.007689406,500.0,-416.46524,900,-413.77216,-415.65211806088683,0.8419721,0.8131253,0.009047883,-415.65216,0.00038255384,143422.28,0.8419721,102.93005108833313,0.90478826,,-1.0,0.05264224,-399.57318,450000,0.7689406,0.4189424,58.063354,-376.36844,[0.239 0.118],100
,2.059475,2.2051392,0.4194922,0.2251041,89.69385,1.1149037,10,-429.89337,0.0032807724,500.0,-416.4967,1000,-414.29156,-416.01013224214313,0.84206957,0.4865686,0.009801591,-416.01016,0.002251041,168337.56,0.84206957,123.95017147064209,0.98015904,,-1.0,0.02059475,-422.5265,500000,0.32807726,0.4189424,89.925125,-407.86734,[0.086 0.063],100
,8.510756,1.4440613,0.29978007,0.0031169637,2.871586,34.82396,11,-429.99326,0.011234213,500.0,-416.50317,1100,-415.0591,-416.10980101183054,0.8417834,0.39336884,0.0063591828,-416.1098,3.1169635e-05,70862.11,0.8417834,147.49211382865906,0.6359183,,-1.0,0.08510755,-346.42892,550000,1.1234212,0.4189424,24.266428,-264.5002,[0.086 0.033],100
,5.3901877,6.196869,0.9517381,0.014546014,7.8574247,12.726816,12,-429.43607,0.00938807,500.0,-416.4853,1200,-410.28842,-415.5532430741191,0.84201473,0.93205047,0.007553507,-415.5532,0.00014546014,99974.586,0.84201473,175.5901997089386,0.7553507,,-1.0,0.053901877,-363.09164,600000,0.93880695,0.4189424,39.296753,-313.56506,[-0.402  0.145],100
,6.624608,5.9138184,1.4103072,0.058738813,3.717595,26.89911,13,-428.73242,0.010604033,500.0,-416.46887,1300,-410.55505,-414.8501414810121,0.8433616,1.6187259,0.0057408623,-414.85016,0.0005873881,57769.105,0.8433616,209.33325004577637,0.57408625,,-1.0,0.06624608,-309.31442,650000,1.0604035,0.4189424,22.666313,-237.3148,[-0.69   0.201],100
,14.957093,15.749603,3.67418,0.009166077,4.354231,22.96617,14,-425.5015,0.019652108,500.0,-416.4783,1400,-400.7287,-411.6188722509146,0.8437128,4.859431,0.0073397732,-411.61884,9.166077e-05,95105.98,0.8437128,243.58029103279114,0.73397726,,-1.0,0.14957093,-365.6818,700000,1.9652108,0.4189424,12.241539,-299.15213,[-0.684  0.279],100
,12.281626,18.789917,4.721591,0.008220654,4.7893267,20.879763,15,-420.5673,0.016701099,500.0,-416.49982,1500,-397.7099,-406.68397343143823,0.8457992,9.815844,0.007246927,-406.68396,8.220654e-05,92830.86,0.8457992,288.1367435455322,0.7246926,,-1.0,0.12281626,-355.88303,750000,1.67011,0.4189424,15.8451605,-292.44403,[-0.671  0.329],100
,7.7222886,24.3237,5.5204844,0.013335971,11.557284,8.652552,16,-415.3766,0.012408528,500.0,-415.5383,1600,-391.2146,-401.5253212736547,0.851215,14.012981,0.008093732,-401.5253,0.0001333597,114602.65,0.851215,340.9861285686493,0.80937326,,-1.0,0.07722288,-367.2723,800000,1.2408527,0.4189424,29.847134,-326.52847,[-0.678  0.371],100
,6.355731,25.404205,5.76018,0.008900365,23.28042,4.295455,17,-417.07803,0.0106377015,500.0,-416.4452,1700,-391.041,-403.196573036015,0.8496803,13.248619,0.009019584,-403.19656,8.9003646e-05,142642.11,0.8496803,408.6831178665161,0.9019584,,-1.0,0.06355731,-395.03583,850000,1.06377,0.4189424,41.823753,-366.26575,[-0.808  0.362],100
,7.3315163,19.669525,5.0352654,0.0059961416,15.689885,6.373533,18,-419.15042,0.010827685,500.0,-416.22272,1800,-396.5532,-405.2763662342727,0.8500847,10.946355,0.008526584,-405.27637,5.9961414e-05,127310.445,0.8500847,472.9614517688751,0.8526586,,-1.0,0.07331516,-383.09134,900000,1.0827686,0.4189424,38.27636,-348.065,[-0.861  0.34 ],100
,6.064024,17.133698,4.3437862,0.005094749,9.78006,10.224886,19,-422.79587,0.010333583,500.0,-416.32315,1900,-399.18945,-408.91843646645543,0.85022485,7.4047127,0.007639704,-408.91843,5.094749e-05,102269.29,0.85022485,543.2615995407104,0.76397043,,-1.0,0.06064024,-357.59613,950000,1.0333583,0.4189424,35.341076,-313.2211,[-0.861  0.308],100
