Weights,MinIW,LearnableVariance,InitialReturnMax,InitialBound,ReturnStepMaxmin,MaxIW,EpRewMean,MeanEntropy,ESSRenyi,StdIW,ReturnMeanIW,Iteration,MaxIWNorm,InitialReturnMean,StdIWNorm,MeanIW,Bound,MeanIWNorm,J_sample_variance,MinIWNorm,ESSClassic,TimestepsSoFar,InitialReturnStd,TimeElapsed,InitialReturnMin,OptimizationReturnMean,VarianceInit,EpThisIter,EpLenMean,ReturnStepMax,OptimizationReturnMax,EpisodesSoFar,OptimizationReturnMin,EmpiricalD2
[1.173 1.277],0.0050722063,,-52.494633,-89.19284,0.8563654,11.029274,-84.2157806929946,0.4189424,16.592848,1.2915243,-61.323757,218,0.11029274,-84.21578,0.012915244,0.78211844,-73.5421,0.007821184,23275.994,5.072206e-05,26.832361,5015306,18.054739,6509.190437555313,-149.31174,65.095955,-1.0,100,120.94,0.8563654,96.81711,21800,,6.0266933
[1.099 1.311],0.0040382463,,-53.437325,-86.92113,0.8617228,6.0561714,-82.73586540147662,0.4189424,5.389879,1.0669001,-60.499405,219,0.060561713,-82.73586,0.010669,0.7238838,-78.526825,0.007238838,10670.681,4.0382463e-05,31.523363,5027270,15.422274,6520.262622594833,-125.55801,42.822144,-1.0,100,119.64,0.8617228,72.12068,21900,,18.553291
[1.177 1.266],0.34002227,,-52.300766,-90.93498,0.85921407,2.5412216,-85.31303612783552,0.4189424,83.52388,0.46267065,-83.03354,220,0.025412215,-85.313034,0.0046267067,0.99600893,-89.18504,0.009960088,30569.959,0.0034002226,82.25152,5039534,17.429573,6530.08784866333,-168.65848,83.345436,-1.0,100,122.64,0.85921407,116.35771,22000,,1.1972624
[1.177 1.278],0.0019066685,,-52.772747,-87.45509,0.86197805,6.344904,-82.86372568055987,0.4189424,7.8429766,1.1614283,-52.125572,221,0.06344904,-82.86373,0.011614283,0.68753195,-68.52025,0.0068753194,15495.392,1.9066685e-05,25.9495,5051482,17.295218,6539.513132095337,-137.74138,54.877655,-1.0,100,119.48,0.86197805,84.96863,22100,,12.750261
[1.166 1.323],0.0014799498,,-52.57757,-88.22898,0.86058295,3.8090904,-83.377853371948,0.4189424,6.6058006,0.71821934,-45.537937,222,0.038090903,-83.37785,0.007182193,0.54807633,-64.41263,0.0054807635,8924.34,1.4799498e-05,36.801994,5063425,17.44002,6550.353507757187,-145.53378,62.155933,-1.0,100,119.43,0.86058295,92.95621,22200,,15.13821
[1.014 1.348],0.6434946,,-52.68009,-84.227745,0.86505955,1.4355322,-80.05420436620712,0.4189424,97.175735,0.17621498,-79.85506,223,0.014355321,-80.05421,0.0017621497,0.99748313,-84.088806,0.009974832,16051.849,0.006434946,96.973595,5074925,14.573605,6561.072524547577,-125.20611,45.151905,-1.0,100,115.0,0.86505955,72.52602,22300,,1.0290635
[1.013 1.343],0.0017887868,,-52.612396,-85.590225,0.8645106,5.064083,-81.06040611818433,0.4189424,9.481404,1.0916312,-60.824463,224,0.05064083,-81.06041,0.010916312,0.7636833,-75.53555,0.0076368325,15026.807,1.7887867e-05,32.859417,5086625,16.653864,6571.941617488861,-135.89465,54.834244,-1.0,100,117.0,0.8645106,83.28226,22400,,10.546961
[1.089 1.377],0.0009883783,,-52.651474,-89.72378,0.8644297,9.741574,-84.43961489930749,0.4189424,11.266713,1.2021149,-65.50007,225,0.09741574,-84.43962,0.0120211495,0.77312243,-81.242714,0.0077312235,20820.475,9.883783e-06,29.259771,5098663,20.226696,6583.212887763977,-158.52492,74.085304,-1.0,100,120.38,0.8644297,105.87344,22500,,8.875703
[1.02  1.417],0.005715248,,-51.828583,-79.74185,0.85937953,7.4524956,-75.74698981761932,0.4189424,10.6673565,1.2764277,-61.531628,226,0.074524954,-75.746994,0.012764277,0.8023971,-73.762955,0.008023971,11972.542,5.715248e-05,28.324251,5109601,13.524228,6593.198817253113,-119.84595,44.098953,-1.0,100,109.38,0.85937953,68.017365,22600,,9.374393
[1.15  1.388],0.004748181,,-52.621635,-82.83967,0.86252606,7.683485,-77.79007284224033,0.4189424,13.261418,1.0913653,-57.768196,227,0.07683485,-77.79007,0.010913653,0.76628286,-71.63454,0.007662829,20507.885,4.7481808e-05,33.020306,5120809,17.767813,6603.215183496475,-151.48798,73.69791,-1.0,100,112.08,0.86252606,98.86634,22700,,7.5406713
[1.212 1.348],0.006821609,,-52.591473,-89.67996,0.8609177,5.3460903,-85.59737865835429,0.4189424,7.27056,1.0399703,-59.259197,228,0.053460903,-85.59738,0.010399703,0.695971,-74.40007,0.0069597103,9614.432,6.821609e-05,30.93246,5133107,16.654749,6614.952138900757,-122.47741,36.88003,-1.0,100,122.98,0.8609177,69.88594,22800,,13.754099
[1.347 1.368],0.013573539,,-52.61237,-87.75571,0.8584913,5.4356794,-82.87658650025725,0.4189424,8.174025,0.9675141,-53.19593,229,0.054356795,-82.87658,0.0096751405,0.64683425,-70.26163,0.006468343,13317.574,0.00013573539,30.889729,5145057,17.582058,6624.001519918442,-146.37375,63.497158,-1.0,100,119.5,0.8584913,93.76138,22900,,12.233875
[1.335 1.324],0.06888355,,-54.177967,-90.684715,0.8604659,7.11846,-85.25292169377208,0.4189424,37.685795,1.0370392,-70.51531,230,0.0711846,-85.25292,0.010370391,0.8076607,-79.3635,0.008076606,22524.697,0.0006888355,37.754868,5157373,17.677235,6635.247532367706,-162.95383,77.700905,-1.0,100,123.16,0.8604659,108.77586,23000,,2.6535196
[1.261 1.308],0.004148823,,-53.10431,-90.517136,0.86324906,3.9366772,-85.34781507223845,0.4189424,23.296125,0.7411118,-59.583176,231,0.03936677,-85.34781,0.007411118,0.67586875,-70.293236,0.006758687,13717.624,4.148823e-05,45.40537,5169664,19.54009,6645.6812427043915,-155.07974,69.731926,-1.0,100,122.91,0.86324906,101.97543,23100,,4.292559
[1.35  1.328],0.0049338485,,-52.67929,-87.73661,0.8571856,4.418187,-83.47535841435194,0.4189424,6.793799,0.8570193,-48.368942,232,0.044181872,-83.475365,0.008570192,0.5955611,-64.71757,0.005955611,8251.29,4.9338483e-05,32.565292,5181643,18.21399,6655.503373861313,-127.837685,44.362324,-1.0,100,119.79,0.8571856,75.158394,23200,,14.719305
[1.366 1.373],0.035926577,,-53.53013,-89.68804,0.86460775,6.686287,-84.90029600843788,0.4189424,41.714176,0.8899177,-74.37875,233,0.06686287,-84.90029,0.0088991765,0.8796845,-81.79168,0.008796845,20166.549,0.00035926574,49.421745,5193878,17.134348,6665.63662147522,-143.63255,58.73226,-1.0,100,122.35,0.86460775,90.102425,23300,,2.3972666
[1.46  1.372],0.003769029,,-53.669945,-90.354576,0.86602557,6.206523,-85.49569367140532,0.4189424,7.9670496,1.1362598,-55.70541,234,0.06206523,-85.49568,0.011362598,0.6657106,-72.91966,0.006657107,15584.306,3.769029e-05,25.553915,5206142,17.165804,6676.93351316452,-145.76663,60.27093,-1.0,100,122.64,0.86602557,92.09669,23400,,12.551698
[1.482 1.327],0.006110461,,-53.88363,-88.90379,0.86533594,8.20499,-84.17267989948392,0.4189424,4.9475856,1.0492316,-47.090233,235,0.0820499,-84.172676,0.0104923155,0.5668967,-68.36021,0.0056689666,10166.416,6.1104605e-05,22.59588,5218314,17.383877,6688.006763458252,-141.9335,57.760826,-1.0,100,121.72,0.86533594,88.04987,23500,,20.211878
[1.385 1.292],0.013998955,,-52.80733,-93.593445,0.86739016,8.82158,-87.68404461234807,0.4189424,11.036188,1.0768336,-59.374386,236,0.0882158,-87.684044,0.010768337,0.6801076,-77.16267,0.0068010767,25860.568,0.00013998954,28.514977,5230908,20.318726,6698.995879650116,-177.28203,89.59799,-1.0,100,125.94,0.86739016,124.4747,23600,,9.0611
[1.433 1.329],0.0042479695,,-52.190083,-91.77127,0.85741967,6.637893,-86.22201159000397,0.4189424,8.111173,1.0017096,-63.829605,237,0.06637893,-86.222015,0.010017096,0.74326414,-83.314285,0.0074326396,22987.602,4.2479693e-05,35.50707,5243338,19.898779,6710.329012155533,-166.47777,80.25576,-1.0,100,124.3,0.85741967,114.28769,23700,,12.328673
[1.344 1.296],0.03129537,,-53.848312,-90.44829,0.8576608,9.465643,-84.942418192029,0.4189424,16.166218,1.2162026,-61.489754,238,0.09465643,-84.94242,0.012162027,0.748118,-75.18348,0.007481179,28166.55,0.0003129537,27.451073,5255672,17.802895,6720.836632966995,-165.17607,80.23366,-1.0,100,123.34,0.8576608,111.32776,23800,,6.185739
[1.457 1.273],0.004226379,,-52.9638,-89.54412,0.8579701,4.8103805,-84.82053115084767,0.4189424,6.4940276,0.7525437,-45.120712,239,0.048103802,-84.820526,0.007525436,0.5252515,-63.656704,0.0052525145,7322.4526,4.226379e-05,32.757725,5267923,17.441122,6732.145820617676,-141.70793,56.887405,-1.0,100,122.51,0.8579701,88.74413,23900,,15.398765
[1.619 1.263],0.11954134,,-64.21776,-95.47302,0.86812794,2.9529972,-90.520129789114,0.4189424,75.88023,0.5288204,-87.652176,240,0.029529972,-90.52013,0.0052882037,0.9885472,-93.33801,0.009885472,23459.129,0.0011954134,77.75031,5280960,19.354975,6743.0345141887665,-148.58673,58.0666,-1.0,100,130.37,0.86812794,84.36897,24000,,1.3178663
[1.583 1.275],0.00929658,,-54.069054,-95.52678,0.8558872,4.274232,-89.92568453237415,0.4189424,23.209858,0.88695306,-67.09948,241,0.04274232,-89.92568,0.00886953,0.76065147,-78.725655,0.0076065147,22416.39,9.29658e-05,42.37902,5293837,18.605951,6754.255429029465,-168.0329,78.107216,-1.0,100,128.77,0.8558872,113.963844,24100,,4.308514
[1.647 1.301],0.021636574,,-53.783478,-91.90628,0.8589229,6.525118,-87.10638331472873,0.4189424,9.883585,1.2302922,-65.24725,242,0.06525118,-87.106384,0.012302921,0.76823705,-80.514984,0.00768237,18883.098,0.00021636573,28.053343,5306428,18.527456,6765.3198165893555,-143.99686,56.890472,-1.0,100,125.91,0.8589229,90.21338,24200,,10.117786
[1.527 1.281],0.015350882,,-53.531647,-93.89903,0.86129016,5.069257,-88.9845988060534,0.4189424,13.624566,1.0590886,-67.39483,243,0.050692566,-88.9846,0.010590886,0.8179949,-80.70892,0.008179949,20546.395,0.00015350882,37.364395,5319214,20.306599,6777.35365819931,-147.43286,58.44826,-1.0,100,127.86,0.86129016,93.901215,24300,,7.339683
[1.465 1.318],0.0070121186,,-53.177715,-92.33074,0.8636975,8.035573,-87.92620958656073,0.4189424,8.467916,1.3028313,-65.183426,244,0.080355726,-87.92622,0.0130283125,0.7923803,-80.31945,0.007923802,16242.116,7.012118e-05,27.002272,5331876,16.8306,6787.96323633194,-132.13608,44.20987,-1.0,100,126.62,0.8636975,78.95836,24400,,11.809282
[1.512 1.357],0.0039134277,,-53.747955,-87.85806,0.8610484,5.0800157,-83.79095491856337,0.4189424,6.5790067,1.0900967,-59.57254,245,0.050800156,-83.790955,0.010900967,0.69950294,-75.428986,0.0069950284,9290.639,3.9134276e-05,29.166664,5344016,15.445664,6798.99320936203,-122.013336,38.22238,-1.0,100,121.4,0.8610484,68.26538,24500,,15.1998625
[1.431 1.4  ],0.09913761,,-53.020393,-86.57549,0.8661268,5.618539,-82.19442375034095,0.4189424,54.62943,0.8447175,-78.04611,246,0.056185387,-82.19443,0.008447174,0.95873094,-83.97355,0.009587309,18868.842,0.0009913761,56.296803,5355940,17.08281,6809.917730093002,-131.43216,49.237736,-1.0,100,119.24,0.8661268,78.411766,24600,,1.8305153
[1.492 1.383],0.008063813,,-53.10253,-86.19093,0.86554545,9.251906,-81.96357589617372,0.4189424,7.446422,1.3674531,-54.920277,247,0.09251906,-81.96358,0.01367453,0.7026427,-70.41183,0.0070264256,13678.391,8.063813e-05,20.887611,5367821,15.369984,6820.574694156647,-126.82062,44.857037,-1.0,100,118.81,0.86554545,73.71809,24700,,13.429268
[1.475 1.429],0.49779585,,-53.532368,-86.903946,0.8590099,2.139714,-82.56811312198639,0.4189424,94.89293,0.26504332,-81.45183,248,0.02139714,-82.56811,0.0026504332,0.9941847,-85.90281,0.009941847,17346.703,0.0049779583,93.36438,5379729,15.458053,6830.186732292175,-130.07495,47.506836,-1.0,100,119.08,0.8590099,76.54259,24800,,1.0538193
[1.458 1.434],0.0038650031,,-53.73237,-83.88888,0.85581684,10.208793,-79.68534527599812,0.4189424,10.1772,1.3368845,-62.811157,249,0.10208792,-79.68535,0.013368845,0.7799464,-75.987656,0.007799463,13502.76,3.865003e-05,25.393314,5391273,14.807826,6841.396281957626,-126.10591,46.420567,-1.0,100,115.44,0.85581684,72.37354,24900,,9.825885
[1.462 1.391],0.0013778622,,-53.622078,-89.18863,0.86718655,4.7437105,-84.6609118539095,0.4189424,7.8971095,0.96273357,-51.79783,250,0.047437105,-84.66091,0.009627336,0.65061,-67.9097,0.0065061003,12202.078,1.3778622e-05,31.351599,5403541,17.783924,6851.657617092133,-135.83176,51.17084,-1.0,100,122.68,0.86718655,82.20968,25000,,12.662861
[1.446 1.348],0.002843351,,-53.442627,-90.71521,0.85997725,9.034456,-86.57274106830359,0.4189424,6.6718864,1.0589484,-46.736225,251,0.09034456,-86.57273,0.010589484,0.55634654,-62.773663,0.0055634654,8069.666,2.8433511e-05,21.63135,5416143,16.124113,6863.736952781677,-124.27408,37.701336,-1.0,100,126.02,0.85997725,70.83145,25100,,14.988265
[1.29  1.355],0.019330494,,-53.912952,-85.935455,0.85816395,7.1560946,-81.14678019970655,0.4189424,19.917788,1.2288898,-64.11394,252,0.07156094,-81.14678,0.012288898,0.802111,-74.84382,0.00802111,20199.162,0.00019330494,29.875387,5427815,17.923769,6874.416737318039,-143.66028,62.513496,-1.0,100,116.72,0.85816395,89.74733,25200,,5.020638
[1.268 1.32 ],0.0074530225,,-52.87566,-88.804436,0.8577798,9.427944,-84.4164631344378,0.4189424,25.864952,1.2673792,-63.78392,253,0.09427944,-84.416466,0.012673791,0.8160513,-72.411896,0.008160513,18243.475,7.4530224e-05,29.30828,5439993,17.95735,6886.227111339569,-131.63937,47.22291,-1.0,100,121.78,0.8577798,78.76372,25300,,3.8662357
[1.19  1.347],0.14847083,,-52.334312,-86.93851,0.866889,4.6380982,-82.46388015255332,0.4189424,66.707954,0.6862895,-78.66131,254,0.04638098,-82.463875,0.0068628946,0.977038,-84.1399,0.00977038,19415.402,0.0014847083,66.96168,5451856,18.099497,6897.892316818237,-134.23903,51.77515,-1.0,100,118.63,0.866889,81.90472,25400,,1.4990716
[1.247 1.354],0.11287805,,-52.236412,-84.64064,0.8592544,4.6298914,-80.65379664525389,0.4189424,56.610394,0.7763065,-77.00587,255,0.046298914,-80.65379,0.007763065,0.94738054,-82.30471,0.009473804,14046.4795,0.0011287804,59.828075,5463424,14.036358,6908.865920782089,-119.60538,38.951584,-1.0,100,115.68,0.8592544,67.368965,25500,,1.7664601
[1.305 1.367],0.006364575,,-53.945415,-85.92657,0.8560429,5.646845,-81.62032684355974,0.4189424,6.67284,0.83408856,-44.92398,256,0.056468446,-81.62033,0.008340884,0.57383364,-61.59427,0.0057383366,7801.7056,6.364575e-05,32.12573,5475202,15.791086,6920.888240337372,-129.18729,47.56696,-1.0,100,117.78,0.8560429,75.24187,25600,,14.986122
[1.141 1.375],0.002830319,,-52.579536,-87.3995,0.86246854,3.4489217,-82.93349956959486,0.4189424,4.678719,0.7295313,-45.0314,257,0.034489214,-82.933495,0.007295313,0.5363971,-65.6783,0.0053639705,6832.3667,2.830319e-05,35.090694,5487125,16.262604,6931.271571159363,-133.97989,51.04639,-1.0,100,119.23,0.86246854,81.40035,25700,,21.373371
[1.169 1.325],0.008313349,,-52.82022,-87.4038,0.86131537,9.413916,-83.02034865275026,0.4189424,9.491656,1.3414067,-63.532192,258,0.09413915,-83.02034,0.013414065,0.790201,-77.76025,0.00790201,15943.635,8.313349e-05,25.762043,5499040,16.511393,6941.965974807739,-131.50363,48.483288,-1.0,100,119.15,0.86131537,78.68341,25800,,10.535569
[1.146 1.369],0.0035414365,,-52.018505,-84.382866,0.85772973,5.0231767,-79.85281564518809,0.4189424,10.452184,0.79372144,-42.026653,259,0.050231766,-79.85281,0.007937215,0.54744905,-56.038628,0.0054744906,8383.596,3.5414363e-05,32.236454,5510548,13.672239,6952.189324378967,-135.90146,56.048637,-1.0,100,115.08,0.85772973,83.88295,25900,,9.567379
[1.089 1.332],0.008783122,,-53.064583,-87.89785,0.85923284,7.2447267,-82.4077090908587,0.4189424,13.493342,1.0110965,-58.540993,260,0.07244726,-82.40771,0.010110964,0.7518856,-73.48694,0.0075188554,25380.291,8.783121e-05,35.608147,5522433,18.95738,6962.85404419899,-164.70407,82.296364,-1.0,100,118.85,0.85923284,111.63949,26000,,7.4110622
[1.003 1.304],0.002858908,,-53.516125,-87.46151,0.86101615,8.479799,-82.93848782375454,0.4189424,7.9572964,1.1800283,-59.72437,261,0.08479799,-82.9385,0.011800283,0.7140898,-75.7585,0.0071408967,14343.013,2.8589078e-05,26.80439,5534295,18.619629,6973.750464677811,-135.69052,52.75203,-1.0,100,118.62,0.86101615,82.17439,26100,,12.567082
[1.024 1.258],0.090583086,,-53.57616,-90.39801,0.8625608,3.648676,-84.6844399023056,0.4189424,53.872974,0.7348919,-80.571045,262,0.03648676,-84.68443,0.0073489184,0.9360881,-88.3554,0.009360882,30273.326,0.0009058308,61.868546,5546405,19.73259,6983.695119142532,-171.40732,86.72287,-1.0,100,121.1,0.8625608,117.83116,26200,,1.8562182
[1.083 1.271],0.0025148075,,-51.98254,-88.27974,0.86471707,4.3529797,-83.66481313735247,0.4189424,6.17595,0.8557025,-45.57936,263,0.043529797,-83.66482,0.008557024,0.55440354,-64.149414,0.005544036,8508.141,2.5148074e-05,29.565823,5558367,17.068232,6995.21607875824,-138.44785,54.783035,-1.0,100,119.62,0.86471707,86.4653,26300,,16.191841
[1.079 1.319],0.0024525318,,-52.50206,-85.72499,0.86261564,8.468499,-80.22679578781128,0.4189424,12.983034,1.1098976,-47.906033,264,0.08468499,-80.2268,0.011098975,0.6162428,-63.16528,0.0061624283,21356.008,2.4525318e-05,23.563456,5569852,17.941185,7005.6903920173645,-164.94626,84.71946,-1.0,100,114.85,0.86261564,112.4442,26400,,7.7023597
[1.196 1.34 ],0.0050315917,,-52.886063,-85.98327,0.86089814,6.737112,-81.80882135316729,0.4189424,7.55552,1.2083235,-54.003212,265,0.06737112,-81.80882,0.012083235,0.6697338,-69.19002,0.006697338,10253.066,5.0315917e-05,23.501303,5581619,14.38645,7015.894092321396,-125.23329,43.424473,-1.0,100,117.67,0.86089814,72.34723,26500,,13.235356
[1.18  1.385],0.0065783546,,-53.192986,-85.77797,0.86658657,3.3569038,-81.30609091177583,0.4189424,6.6495986,0.7002512,-43.48048,266,0.033569038,-81.30609,0.0070025125,0.5460447,-60.822235,0.0054604467,7090.4507,6.578355e-05,37.81338,5593324,17.221016,7025.800435066223,-134.15659,52.850494,-1.0,100,117.05,0.86658657,80.9636,26600,,15.038502
[1.153 1.432],0.0014213521,,-52.52225,-84.68786,0.86634874,3.4789248,-80.18798590004444,0.4189424,6.7553215,0.7181432,-42.791172,267,0.034789246,-80.18798,0.007181431,0.53281003,-60.104343,0.0053280997,6957.786,1.4213521e-05,35.502846,5604870,16.983677,7036.831398487091,-134.996,54.808018,-1.0,100,115.46,0.86634874,82.473755,26700,,14.803144
[1.283 1.399],0.0027328897,,-52.62269,-86.562485,0.86274755,6.9855623,-81.95473936855792,0.4189424,7.7896085,0.9223397,-47.66087,268,0.06985562,-81.954735,0.009223396,0.60575604,-64.17022,0.0060575604,10366.978,2.7328897e-05,30.135109,5616682,18.152306,7048.511069536209,-138.23215,56.27741,-1.0,100,118.12,0.86274755,85.60946,26800,,12.837616
[1.129 1.392],0.0021433346,,-52.396675,-82.848976,0.8590112,6.0802927,-78.81501850262285,0.4189424,5.9600964,1.041781,-49.786663,269,0.060802925,-78.81502,0.01041781,0.63301635,-66.31027,0.0063301637,7948.1772,2.1433345e-05,26.965343,5628011,13.13371,7058.849607229233,-121.018814,42.2038,-1.0,100,113.29,0.8590112,68.62214,26900,,16.778252
[1.248 1.352],0.0043514785,,-52.23133,-87.93115,0.86652935,5.48687,-83.39935772821308,0.4189424,7.028618,0.826422,-45.736153,270,0.054868698,-83.39935,0.00826422,0.5572698,-62.829826,0.0055726976,8996.973,4.3514785e-05,31.257414,5640004,17.100267,7070.7378125190735,-135.95389,52.554527,-1.0,100,119.93,0.86652935,83.72256,27000,,14.227549
[1.397 1.364],0.18759203,,-53.49075,-89.77875,0.858194,2.6257784,-85.11137216746808,0.4189424,79.578575,0.46636078,-77.82947,271,0.026257783,-85.11137,0.0046636076,0.91059905,-83.061554,0.009105991,17235.38,0.0018759202,79.220795,5652329,17.296162,7081.947337150574,-140.0213,54.90993,-1.0,100,123.25,0.858194,86.53055,27100,,1.2566197
[1.442 1.367],0.00867009,,-52.867565,-89.32172,0.8636639,5.0291862,-84.69099996939302,0.4189424,5.7112503,0.8865123,-52.675587,272,0.050291862,-84.69101,0.008865123,0.63586193,-72.052414,0.0063586193,11613.483,8.670089e-05,33.970093,5664573,18.123508,7093.380857229233,-138.92151,54.230507,-1.0,100,122.44,0.8636639,86.05394,27200,,17.5093
[1.427 1.414],0.0035549924,,-54.030388,-86.24707,0.8625407,4.1583605,-82.29609456524253,0.4189424,5.7484674,0.8449869,-47.699417,273,0.041583605,-82.2961,0.008449869,0.58446187,-64.178345,0.0058446187,5981.686,3.554992e-05,32.360374,5676514,14.871461,7104.268379688263,-118.52946,36.23336,-1.0,100,119.41,0.8625407,64.49907,27300,,17.39594
[1.478 1.367],0.008118886,,-53.255173,-90.23068,0.86458933,8.765446,-85.75832221999764,0.4189424,12.614925,1.2926276,-55.48188,274,0.08765446,-85.75832,0.012926276,0.6547089,-68.07389,0.0065470897,13189.7295,8.118885e-05,20.41618,5688858,17.811056,7115.305176258087,-134.17102,48.4127,-1.0,100,123.44,0.86458933,80.91585,27400,,7.927118
[1.471 1.327],0.012168547,,-54.77034,-92.281784,0.8636454,8.514886,-87.87946503207087,0.4189424,13.378578,1.2653911,-67.28932,275,0.085148856,-87.87946,0.0126539115,0.8145051,-79.32517,0.00814505,17779.697,0.000121685465,29.29474,5701579,16.464674,7126.402187824249,-132.06964,44.190174,-1.0,100,127.21,0.8636454,77.2993,27500,,7.474636
[1.357 1.31 ],0.012081309,,-53.218945,-88.989105,0.85903573,5.9648385,-83.72815877363085,0.4189424,12.189286,1.0356663,-63.048435,276,0.059648383,-83.72816,0.010356663,0.80081105,-78.11713,0.008008109,23742.346,0.00012081309,37.417423,5713692,17.631569,7137.050534248352,-157.82864,74.10049,-1.0,100,121.13,0.85903573,104.609695,27600,,8.203926
[1.214 1.316],0.0052894014,,-53.36245,-87.04201,0.86438274,7.1690536,-82.35214664742351,0.4189424,7.198606,1.0862316,-53.686558,277,0.07169054,-82.35215,0.010862316,0.6830313,-71.16632,0.0068303137,15038.351,5.2894015e-05,28.335949,5725460,17.784962,7147.932506084442,-140.69577,58.343616,-1.0,100,117.68,0.86438274,87.33332,27700,,13.891579
[1.236 1.269],0.04621396,,-52.24219,-91.524315,0.8567751,8.652147,-86.41082269519568,0.4189424,24.876652,1.0937276,-66.397934,278,0.08652147,-86.41082,0.010937277,0.76463926,-76.650246,0.0076463926,18182.273,0.00046213958,32.829964,5737874,21.007917,7158.637105703354,-153.40485,66.994026,-1.0,100,124.14,0.8567751,101.16266,27800,,4.0198336
[1.275 1.236],0.008965061,,-54.207184,-92.77177,0.8569293,8.004889,-87.1535851174593,0.4189424,19.072208,1.2888222,-66.372925,279,0.08004888,-87.15359,0.012888223,0.82329696,-79.2375,0.008232969,35946.297,8.965061e-05,28.980436,5750366,18.702246,7168.852959394455,-168.5455,81.39192,-1.0,100,124.92,0.8569293,114.33832,27900,,5.2432313
[1.281 1.272],0.005653363,,-63.136475,-87.696495,0.86515146,6.3610835,-82.46628153964878,0.4189424,9.566825,0.9040377,-43.52145,280,0.06361084,-82.46628,0.009040377,0.5555894,-60.431152,0.0055558938,13264.562,5.653363e-05,27.4147,5762293,17.103275,7180.1166660785675,-156.90656,74.44028,-1.0,100,119.27,0.86515146,93.77008,28000,,10.452788
[1.312 1.229],0.0015077891,,-53.25798,-90.085045,0.86481595,6.392683,-85.52649143993854,0.4189424,5.6009784,0.82505655,-47.327225,281,0.06392683,-85.5265,0.008250564,0.5181605,-66.58897,0.0051816045,6018.9634,1.5077891e-05,28.285706,5774614,16.545486,7192.991506099701,-136.75674,51.230255,-1.0,100,123.21,0.86481595,83.498764,28100,,17.854023
[1.313 1.183],0.0056444686,,-53.546944,-96.39423,0.85797685,5.15222,-91.34249167725444,0.4189424,6.3756537,0.97969604,-54.20057,282,0.051522195,-91.34249,0.00979696,0.6063045,-74.207436,0.006063046,12553.324,5.6444685e-05,27.693422,5787695,18.005508,7204.72659945488,-151.55237,60.209877,-1.0,100,130.81,0.85797685,98.005424,28200,,15.684667
[1.28  1.228],0.030039335,,-54.575516,-95.40108,0.8571758,9.769827,-89.4551904425025,0.4189424,30.134148,1.1421463,-66.36343,283,0.097698264,-89.455185,0.011421462,0.74626106,-77.1949,0.0074626114,25872.008,0.00030039335,29.918581,5800579,20.693232,7217.006443500519,-178.37672,88.92153,-1.0,100,128.84,0.8571758,123.80121,28300,,3.3184943
[1.33  1.253],0.13307688,,-53.121197,-91.30573,0.85772675,7.029737,-85.99836841598153,0.4189424,68.13739,0.8076318,-79.214005,284,0.07029737,-85.99837,0.008076318,0.92652047,-85.64364,0.009265203,26734.19,0.0013307687,56.82365,5812937,18.187212,7228.804854393005,-159.22104,73.22267,-1.0,100,123.58,0.85772675,106.09984,28400,,1.467623
[1.285 1.267],0.38623792,,-53.287796,-90.424126,0.85539013,1.8957599,-85.92787641957402,0.4189424,93.433945,0.27017358,-85.33298,285,0.018957598,-85.92788,0.0027017356,1.0012348,-89.984535,0.010012346,18978.158,0.0038623791,93.21282,5825239,16.635231,7240.046795845032,-134.88757,48.959698,-1.0,100,123.02,0.85539013,81.59978,28500,,1.0702748
[1.289 1.275],0.0010832048,,-53.0211,-90.423706,0.86400175,3.1647873,-86.11974647611379,0.4189424,5.748663,0.60992604,-38.006466,286,0.031647872,-86.11974,0.0060992604,0.46471134,-55.957283,0.0046471134,4601.91,1.0832047e-05,36.729416,5837674,16.607862,7249.052688598633,-129.11862,42.99887,-1.0,100,124.35,0.86400175,76.09752,28600,,17.39535
[1.19  1.316],0.0028880804,,-52.59474,-86.75357,0.8597251,3.9682033,-82.49646650925278,0.4189424,5.4558535,0.8346528,-45.60098,287,0.03968203,-82.49647,0.008346528,0.5618878,-63.82662,0.005618878,7224.664,2.8880804e-05,31.18623,5849577,17.097076,7259.080468654633,-127.71307,45.216606,-1.0,100,119.03,0.8597251,75.11833,28700,,18.328938
[1.211 1.362],0.00026750157,,-52.496548,-89.225525,0.8567704,5.66262,-83.521698782444,0.4189424,9.954051,0.8840889,-51.96081,288,0.0566262,-83.5217,0.008840889,0.618066,-70.03949,0.006180661,17139.244,2.6750156e-06,32.829098,5861511,21.188599,7269.182870388031,-171.11491,87.59322,-1.0,100,119.34,0.8567704,118.61836,28800,,10.046161
[1.056 1.371],0.010694651,,-52.08029,-85.624626,0.8548932,5.51134,-81.49987682178616,0.4189424,9.987879,1.1358371,-54.5829,289,0.0551134,-81.49988,0.011358371,0.7015374,-67.63441,0.0070153736,11041.13,0.00010694651,27.613758,5873240,15.559271,7278.5435671806335,-123.74242,42.24254,-1.0,100,117.29,0.8548932,71.662125,28900,,10.0121355
