MeanD2-0,Epsilon,MaxIW,MinBehavPdf,StdIW,TimestepsSoFar,WReturnMean,LearnableVariance,Inner Iteration,Iteration,OptimizationReturnMin,EpThisIter,MeanEntropy,Weights,DivergenceHarmonic,StdWReturnMean,Penalization,EpisodesSoFar,OptimizationReturnMean,EmpiricalD2Arithmetic,ReturnStepMaxmin,ESSRenyiHarmonic,InitialReturnMean,InitialReturnMin,EpRewMean,MeanIW,ESSRenyiArithmetic,ReturnStepMax,MinTargetPdf,InitialReturnMax,InitialBound,TimeElapsed,EpLenMean,EmpiricalD2Harmonic,ReturnMeanIW,OptimizationReturnMax,InitialReturnStd,Bound,MinIW,VarianceInitializer
1.0,2.0,2060.2073,-80.276215,345.01385,1025982,2662.9607,,1,68,,100,0.4189424,[-0.516  1.278],252104500.0,,True,6800,48.770786,1.0,0.859341,100.0,-82.02538,-130.79616,-82.02537431195378,125.462166,100.0,0.859341,-80.276215,-50.117622,-2879.9277,372.44907784461975,116.64,1.0,290355.62,80.678535,16.863321,-3735322.5,0.018516699,-1.0
1.0,2.0,34346304.0,-96.5162,3798334.8,1037876,3041.0002,,1,69,,100,0.4189424,[-0.532  1.217],1.3842955e+29,,True,6900,52.115597,1.0,0.8632071,100.0,-83.604805,-135.7204,-83.60480606243014,600720.44,100.0,0.8632071,-96.5162,-49.110962,-3291.0398,376.6289722919464,118.94,1.0,1089645400.0,86.609436,18.026794,-9.303012e+16,0.44069397,-1.0
1.0,2.0,6963.001,-91.81514,998.3375,1050574,2979.5918,,1,70,,100,0.4189424,[-0.302  1.117],192731490.0,,True,7000,51.563114,1.0,0.8606951,100.0,-89.720955,-141.28407,-89.7209604626894,230.18799,100.0,0.8606951,-91.81514,-59.146976,-3204.475,380.9062807559967,126.98,1.0,734311.9,82.1371,17.911932,-3856318.5,0.0666817,-1.0
1.0,2.0,1258.1885,-96.49204,252.16856,1062903,10518.92,,1,71,,100,0.4189424,[-0.316  1.178],1245566500.0,,True,7100,100.448235,1.0,0.86316824,100.0,-87.05584,-187.50407,-87.05584050580859,107.11235,100.0,0.86316824,-96.49204,-59.77176,-11062.77,385.33969044685364,123.29,1.0,1194159.4,127.732315,20.714058,-20388084.0,0.008246,-1.0
1.0,2.0,2507603700.0,-91.730225,249475760.0,1075631,6711.5977,,1,72,,100,0.4189424,[-0.317  1.116],4.5609598e+30,,True,7200,78.87257,1.0,0.8592266,100.0,-90.345146,-169.21771,-90.34514432415367,26125136.0,100.0,0.8592266,-91.730225,-60.350674,-7106.665,389.65840339660645,127.28,1.0,153780860000.0,108.867035,22.152102,-8.437226e+17,0.19679454,-1.0
1.0,2.0,5806514700.0,-99.49368,633042750.0,1088884,5467.519,,1,73,,100,0.4189424,[-0.391  1.015],7.701516e+35,,True,7300,71.24572,1.0,0.8583974,100.0,-94.147766,-165.3935,-94.1477721171081,107532696.0,100.0,0.8583974,-99.49368,-60.245827,-5836.0537,394.4654176235199,132.53,1.0,450425400000.0,105.14767,19.788034,-3.2341946e+20,0.02136159,-1.0
1.0,2.0,3859.177,-84.67001,530.0787,1101476,5213.64,,1,74,,100,0.4189424,[-0.427  1.135],532684670.0,,True,7400,68.649124,1.0,0.8613213,100.0,-88.83235,-157.48148,-88.83235362499953,136.69418,100.0,0.8613213,-84.67001,-50.012802,-5598.623,399.34794306755066,125.92,1.0,373641.2,107.46867,22.381643,-9259054.0,0.022400422,-1.0
1.0,2.0,17803680.0,-99.74771,1771752.5,1113578,6618.083,,1,75,,100,0.4189424,[-0.426  1.197],5.9886747e+22,,True,7500,78.89922,1.0,0.86083317,100.0,-85.50013,-164.39935,-85.50012963458896,193039.4,100.0,0.86083317,-99.74771,-50.468887,-7050.7544,403.8084514141083,121.02,1.0,672493400.0,113.930466,19.82413,-105883100000000.0,0.05329893,-1.0
1.0,2.0,6501.5796,-79.885864,724.38635,1124846,4107.253,,1,76,,100,0.4189424,[-0.509  1.29 ],2928985300.0,,True,7600,62.375378,1.0,0.8599121,100.0,-78.81983,-141.1952,-78.81983166947961,160.43651,100.0,0.8599121,-79.885864,-49.74283,-4386.0366,408.13836121559143,112.68,1.0,489132.78,91.45238,14.716168,-15576983.0,0.012511831,-1.0
1.0,2.0,8693.473,-86.51306,964.41895,1136703,2238.0613,,1,77,,100,0.4189424,[-0.512  1.228],205585710.0,,True,7700,43.754765,1.0,0.8611579,100.0,-83.72939,-127.48415,-83.72939100086688,225.74016,100.0,0.8611579,-86.51306,-58.886646,-2394.9148,412.9371931552887,118.57,1.0,259157.12,68.5975,17.988382,-2508169.5,0.005012874,-1.0
1.0,2.0,192820540.0,-88.09775,21733292.0,1148653,4999.827,,1,78,,100,0.4189424,[-0.509  1.165],8.175189e+29,,True,7800,68.48689,1.0,0.85635865,100.0,-83.987015,-152.47389,-83.98700526446105,3284749.8,100.0,0.85635865,-88.09775,-49.943558,-5350.242,416.9778127670288,119.5,1.0,14177585000.0,102.530334,17.589025,-3.1683445e+17,0.04758696,-1.0
1.0,2.0,645511100.0,-83.88075,69152600.0,1161213,3974.396,,1,79,,100,0.4189424,[-0.446  1.057],3.7906427e+33,,True,7900,60.677177,1.0,0.8660655,100.0,-88.63093,-149.3081,-88.63093242108822,11362026.0,100.0,0.8660655,-83.88075,-59.606697,-4242.6074,421.20532751083374,125.6,1.0,21397785000.0,89.70141,17.107796,-1.6513294e+19,0.65924734,-1.0
1.0,2.0,1218080.6,-93.92671,130975.98,1173480,5456.6616,,1,80,,100,0.4189424,[-0.212  1.144],1.511374e+23,,True,8000,70.612785,1.0,0.8624377,100.0,-86.31877,-156.93156,-86.31877591565251,24221.645,100.0,0.8624377,-93.92671,-59.49466,-5773.126,425.23491168022156,122.67,1.0,152883940.0,97.436905,21.69092,-123030330000000.0,0.043127898,-1.0
1.0,2.0,3673.501,-85.42576,399.66592,1185331,4324.646,,1,81,,100,0.4189424,[-0.118  1.227],132166616.0,,True,8100,63.48131,1.0,0.86288387,100.0,-83.31811,-146.79942,-83.31811048403382,114.40659,100.0,0.86288387,-85.42576,-51.818035,-4625.3604,429.88362216949463,118.51,1.0,475020.8,94.981384,17.168827,-3932158.0,0.015388874,-1.0
1.0,2.0,4715239.0,-78.40117,506977.9,1196794,4430.5703,,1,82,,100,0.4189424,[-0.124  1.29 ],2.1565854e+18,,True,8200,64.67184,1.0,0.86522263,100.0,-80.44711,-145.11894,-80.44710757166148,72729.44,100.0,0.86522263,-78.40117,-50.375717,-4729.7783,434.2378921508789,114.63,1.0,316682370.0,94.743225,15.751948,-439714970000.0,0.31684893,-1.0
1.0,2.0,2454141.0,-73.10694,296020.06,1207582,2055.2188,,1,83,,100,0.4189424,[-0.209  1.381],1.9673238e+28,,True,8300,43.03034,1.0,0.8571276,100.0,-75.173904,-118.20424,-75.17390257909894,70376.1,100.0,0.8571276,-73.10694,-49.878147,-2210.834,438.2058072090149,107.88,1.0,103074760.0,68.326096,14.269165,-2.1826792e+16,0.05254472,-1.0
1.0,2.0,467969180.0,-73.446976,73844130.0,1218247,2663.7158,,1,84,,100,0.4189424,[-0.283  1.482],3.861511e+35,,True,8400,49.445312,1.0,0.8618027,100.0,-74.48779,-123.933105,-74.48779737845064,16712694.0,100.0,0.8618027,-73.446976,-49.94638,-2846.1829,442.29062390327454,106.65,1.0,26211030000.0,73.986725,14.794502,-1.13387444e+20,0.40132225,-1.0
1.0,2.0,30470026.0,-91.992386,3164289.0,1228776,5001.735,,1,85,,100,0.4189424,[-0.254  1.603],1.697785e+23,,True,8500,69.24319,1.0,0.859323,100.0,-73.62226,-142.86545,-73.62226186499,450671.47,100.0,0.859323,-91.992386,-50.435856,-5286.508,446.4610619544983,105.29,1.0,2012118800.0,92.429596,14.391524,-117340964000000.0,0.043045387,-1.0
1.0,2.0,10610.587,-67.33417,1075.4703,1239106,2965.212,,1,86,,100,0.4189424,[-0.18   1.704],221237740.0,,True,8600,52.649452,1.0,0.8646612,100.0,-71.70031,-124.34976,-71.70030777305365,167.65904,100.0,0.8646612,-67.33417,-49.746048,-3150.734,450.21091771125793,103.3,1.0,277147.66,74.603714,13.901325,-3036640.8,0.09911922,-1.0
1.0,2.0,990600060.0,-66.714355,106900540.0,1249039,1429.4467,,1,87,,100,0.4189424,[-0.189  1.766],7.421227e+29,,True,8700,35.924015,1.0,0.85800725,100.0,-69.26598,-105.19,-69.26598498255015,15883821.0,100.0,0.85800725,-66.714355,-50.16664,-1530.3647,454.1477723121643,99.33,1.0,15146973000.0,55.02336,11.786077,-8.693826e+16,0.08953173,-1.0
1.0,2.0,14358659000.0,-66.53488,1428615700.0,1259000,1350.7167,,1,88,,100,0.4189424,[-0.201  1.891],1.0929118e+27,,True,8800,34.923504,1.0,0.8626716,100.0,-69.254715,-104.17822,-69.25471686810255,144191020.0,100.0,0.8626716,-66.53488,-49.044254,-1452.0408,458.31206941604614,99.61,1.0,73596490000.0,55.13397,11.448383,-3349803600000000.0,0.3270415,-1.0
1.0,2.0,118480750000.0,-74.08685,11793014000.0,1268852,2046.9808,,1,89,,100,0.4189424,[-0.158  1.773],4.7318364e+33,,True,8900,43.29703,1.0,0.86240876,100.0,-67.785126,-111.08215,-67.7851229378581,1238581400.0,100.0,0.86240876,-74.08685,-39.922173,-2215.7703,462.5841770172119,98.52,1.0,238919270000.0,71.15998,13.1281395,-1.1610882e+19,0.034672752,-1.0
1.0,2.0,107438760.0,-84.788345,12887399.0,1279065,2844.0054,,1,90,,100,0.4189424,[-0.17   1.649],8.4906656e+30,,True,9000,51.36658,1.0,0.8656944,100.0,-71.401245,-122.76783,-71.40124656617641,2859101.8,100.0,0.8656944,-84.788345,-49.908424,-3020.9539,466.8195855617523,102.13,1.0,5322697000.0,72.859406,14.334557,-5.156095e+17,0.062288046,-1.0
1.0,2.0,4373434400.0,-65.3035,435115460.0,1288955,1227.5503,,1,91,,100,0.4189424,[-0.162  1.774],9.042833e+25,,True,9100,32.61272,1.0,0.8648696,100.0,-68.73883,-101.351555,-68.73883259400725,44168784.0,100.0,0.8648696,-65.3035,-49.28504,-1317.9136,470.3666305541992,98.9,1.0,16181358000.0,52.066513,12.804713,-859322500000000.0,0.027536806,-1.0
1.0,2.0,114706140.0,-74.62018,11411045.0,1299387,1732.7008,,1,92,,100,0.4189424,[-0.103  1.664],7.067995e+23,,True,9200,38.861027,1.0,0.8626616,100.0,-72.15212,-111.01315,-72.15212371602655,1278966.8,100.0,0.8626616,-74.62018,-49.63847,-1858.2616,474.3442437648773,104.32,1.0,1100986500.0,61.374683,14.917146,-105562560000000.0,0.039886177,-1.0
1.0,2.0,765330370.0,-72.98452,76416260.0,1309385,1271.5369,,1,93,,100,0.4189424,[0.136 1.74 ],2.4422903e+33,,True,9300,33.17575,1.0,0.8598127,100.0,-69.568275,-102.744026,-69.56827360212803,9262110.0,100.0,0.8598127,-72.98452,-50.42276,-1362.7865,478.0446352958679,99.98,1.0,6736621000.0,52.321266,13.073116,-4.509557e+18,0.0040294942,-1.0
1.0,2.0,1663797500.0,-78.36586,165528860.0,1319616,1068.1133,,1,94,,100,0.4189424,[0.162 1.862],2.2989817e+25,,True,9400,30.186462,1.0,0.8660854,100.0,-70.86575,-101.052216,-70.86575217887759,18109442.0,100.0,0.8660854,-78.36586,-50.89648,-1151.9653,481.71277594566345,102.31,1.0,4543783400.0,50.155735,12.525601,-402061600000000.0,0.0044257366,-1.0
1.0,2.0,457051940.0,-70.98835,67101720.0,1329693,4201.1895,,1,95,,100,0.4189424,[0.098 1.755],7.5577965e+32,,True,9500,63.265614,1.0,0.8581702,100.0,-69.44827,-132.71388,-69.44826821491122,12576148.0,100.0,0.8581702,-70.98835,-50.16358,-4428.3384,485.83714270591736,100.77,1.0,36733846000.0,82.5503,14.094384,-6.2447296e+18,0.02262577,-1.0
1.0,2.0,178824020000.0,-69.79367,17792459000.0,1340089,1688.668,,1,96,,100,0.4189424,[0.103 1.63 ],1.3194202e+36,,True,9600,38.92138,1.0,0.86327314,100.0,-72.002014,-110.92339,-72.00201296195388,1791348600.0,100.0,0.86327314,-69.79367,-50.89107,-1808.7961,489.00873494148254,103.96,1.0,416196530000.0,60.032322,13.183102,-1.3798776e+20,0.0018232466,-1.0
1.0,2.0,2400933.2,-79.48563,270835.94,1350565,2122.2231,,1,97,,100,0.4189424,[0.095 1.505],7.2445776e+20,,True,9700,44.160934,1.0,0.86097825,100.0,-72.796936,-116.95787,-72.79693434178829,58048.29,100.0,0.86097825,-79.48563,-50.92557,-2267.5645,492.60423517227173,104.76,1.0,121666420.0,66.0323,13.116201,-3912115400000.0,0.029828044,-1.0
1.0,2.0,644069760.0,-75.39786,70050920.0,1360686,1862.6903,,1,98,,100,0.4189424,[0.177 1.599],1.3460445e+28,,True,9800,41.24897,1.0,0.85981065,100.0,-69.85888,-111.10784,-69.85886963292957,9865981.0,100.0,0.85981065,-75.39786,-49.847656,-1987.7831,496.70823335647583,101.21,1.0,11383419000.0,61.260185,12.696953,-1.4513275e+16,0.17249662,-1.0
1.0,2.0,215229980.0,-66.53062,26195464.0,1370977,1639.7554,,1,99,,100,0.4189424,[0.129 1.715],2.2597326e+31,,True,9900,38.669987,1.0,0.8680965,100.0,-71.6967,-110.3667,-71.69670974075794,4528900.5,100.0,0.8680965,-66.53062,-50.144943,-1760.643,500.45276379585266,102.91,1.0,6814235000.0,60.221756,12.016129,-5.746641e+17,0.021330973,-1.0
1.0,2.0,336117980.0,-66.72125,34514296.0,1381362,2644.5564,,1,100,,100,0.4189424,[0.125 1.59 ],1.4278559e+32,,True,10000,49.661705,1.0,0.85806954,100.0,-72.28268,-121.94438,-72.28267652273178,4959710.5,100.0,0.85806954,-66.72125,-50.51673,-2814.6191,504.48153352737427,103.85,1.0,8162430000.0,71.42765,13.351838,-2.0321402e+18,0.008940028,-1.0
1.0,2.0,7904357000.0,-80.84802,786361660.0,1391353,5061.1973,,1,101,,100,0.4189424,[0.128 1.715],4.7608992e+32,,True,10100,69.67811,1.0,0.86649525,100.0,-69.44538,-139.12349,-69.44538107976318,81553940.0,100.0,0.86649525,-80.84802,-39.719196,-5390.569,508.4431734085083,99.91,1.0,107060050000.0,99.4043,14.358215,-7.1867664e+18,0.22469154,-1.0
1.0,2.0,33265893000.0,-86.88619,3309650400.0,1401629,4356.204,,1,102,,100,0.4189424,[0.131 1.59 ],2.5785405e+30,,True,10200,64.31208,1.0,0.86805624,100.0,-71.6142,-135.92627,-71.61419405564666,335617570.0,100.0,0.86805624,-86.88619,-50.523598,-4599.3228,512.6896619796753,102.76,1.0,723200250000.0,85.40267,14.83783,-3.9039968e+17,0.2650444,-1.0
1.0,2.0,16512763.0,-84.3206,1642885.9,1412276,4048.5828,,1,103,,100,0.4189424,[0.107 1.712],2.3451648e+17,,True,10300,61.87184,1.0,0.8596289,100.0,-74.08307,-135.95491,-74.08307441949844,176201.34,100.0,0.8596289,-84.3206,-50.859665,-4289.953,516.6437380313873,106.47,1.0,207214450.0,85.095245,14.847847,-117096860000.0,0.03098575,-1.0
1.0,2.0,17736.477,-66.18582,2229.951,1422538,2478.662,,1,104,,100,0.4189424,[0.196 1.799],20712868000000.0,,True,10400,47.94086,1.0,0.8650267,100.0,-71.67346,-119.61432,-71.67345909252762,589.0257,100.0,0.8650267,-66.18582,-50.37329,-2638.4707,520.0586061477661,102.62,1.0,1173768.6,69.24103,13.428933,-728494340.0,0.023317644,-1.0
1.0,2.0,852.7175,-85.20207,95.4355,1432707,3068.1165,,1,105,,100,0.4189424,[0.302 1.866],61929204.0,,True,10500,53.08009,1.0,0.86671937,100.0,-70.95228,-124.032364,-70.95227388799191,31.594986,100.0,0.86671937,-85.20207,-50.334053,-3249.162,523.8924655914307,101.69,1.0,88858.58,73.69831,15.831004,-1513618.1,0.07053423,-1.0
1.0,2.0,51071704.0,-69.762024,7804350.5,1442865,1982.6544,,1,106,,100,0.4189424,[0.28  1.925],1.2980402e+34,,True,10600,42.293926,1.0,0.8620133,100.0,-70.189445,-112.48337,-70.18944474563003,1875345.2,100.0,0.8620133,-69.762024,-50.30238,-2111.535,527.7792706489563,101.58,1.0,2372972300.0,62.18099,13.924028,-1.4683788e+19,0.02211497,-1.0
1.0,2.0,112700580.0,-70.617905,14456830.0,1453092,2511.9326,,1,107,,100,0.4189424,[0.303 1.802],4.2097894e+34,,True,10700,47.923218,1.0,0.86368775,100.0,-71.00803,-118.931244,-71.00802812993527,3717009.2,100.0,0.86368775,-70.617905,-50.00991,-2670.2688,531.486626625061,102.27,1.0,5246347000.0,68.92133,14.673029,-3.2487503e+19,0.15346733,-1.0
1.0,2.0,941171400.0,-61.9949,93701720.0,1462818,1436.3094,,1,108,,100,0.4189424,[0.313 1.926],5.833788e+33,,True,10800,36.09731,1.0,0.8593114,100.0,-66.608696,-102.70601,-66.60869792610407,10221429.0,100.0,0.8593114,-61.9949,-50.281593,-1527.919,534.8963499069214,97.26,1.0,3055444500.0,52.424416,11.545288,-6.997152e+18,0.05023539,-1.0
1.0,2.0,2226636300.0,-66.50609,232158200.0,1472970,1753.2126,,1,109,,100,0.4189424,[0.318 1.801],1.143068e+32,,True,10900,40.14355,1.0,0.8589764,100.0,-69.81345,-109.95701,-69.81345848962664,30568844.0,100.0,0.8589764,-66.50609,-51.31153,-1867.8542,538.7286841869354,101.52,1.0,38972027000.0,58.645477,11.904116,-1.225699e+18,0.070557915,-1.0
1.0,2.0,31019832.0,-70.7007,4176428.0,1483058,1738.7521,,1,110,,100,0.4189424,[0.356 1.921],1.558701e+34,,True,11000,39.89176,1.0,0.8586581,100.0,-69.5824,-109.47416,-69.58239907756447,1218533.9,100.0,0.8586581,-70.7007,-49.708313,-1857.8156,542.3497934341431,100.88,1.0,1185284500.0,59.765846,12.140825,-1.4865046e+19,0.123346455,-1.0
1.0,2.0,1637465300.0,-74.88562,178418420.0,1492982,1268.9874,,1,111,,100,0.4189424,[0.349 2.045],9.0458216e+35,,True,11100,33.82569,1.0,0.86061096,100.0,-67.90661,-101.7323,-67.90660624071955,27428904.0,100.0,0.86061096,-74.88562,-50.29063,-1357.1942,546.0940210819244,99.24,1.0,10751996000.0,51.44167,11.171841,-8.389438e+19,0.07990838,-1.0
1.0,2.0,181488130.0,-69.12716,19816112.0,1502856,2294.1836,,1,112,,100,0.4189424,[0.348 2.17 ],1.6764329e+28,,True,11200,46.252514,1.0,0.86349845,100.0,-68.001785,-114.2543,-68.00178431421519,3300594.0,100.0,0.86349845,-69.12716,-40.99829,-2473.062,549.5743839740753,98.74,1.0,4915982000.0,73.25601,12.445407,-2.3161062e+16,0.8878184,-1.0
1.0,2.0,799273860.0,-64.00929,79748590.0,1512143,1568.4722,,1,113,,100,0.4189424,[0.385 2.29 ],9.293087e+28,,True,11300,38.112343,1.0,0.85702956,100.0,-63.96339,-102.07573,-63.963385394662616,9428855.0,100.0,0.85702956,-64.00929,-41.212753,-1691.946,551.8899822235107,92.87,1.0,1694110700.0,60.862976,10.766681,-3.7641342e+16,0.047921784,-1.0
1.0,2.0,12455.295,-67.05794,1238.1576,1522056,1305.1211,,1,114,,100,0.4189424,[0.401 2.166],110229500.0,,True,11400,34.029663,1.0,0.8647443,100.0,-67.96489,-101.99455,-67.96489001974463,157.1876,100.0,0.8647443,-67.05794,-50.478237,-1393.5844,555.3845701217651,99.13,1.0,44869.336,51.516315,12.128605,-973658.7,0.032357786,-1.0
1.0,2.0,994649440000.0,-76.06612,98965275000.0,1531826,1289.9198,,1,115,,100,0.4189424,[0.394 2.104],1.3267015e+31,,True,11500,33.699585,1.0,0.85678303,100.0,-67.96597,-101.66556,-67.96597358554601,9957914000.0,100.0,0.85678303,-76.06612,-50.520187,-1377.1135,559.1904170513153,97.7,1.0,8432290600000.0,51.14537,12.42006,-3.176066e+17,0.2014245,-1.0
1.0,2.0,1534.2198,-65.444756,238.81714,1541765,1366.9431,,1,116,,100,0.4189424,[0.381 1.979],62729810.0,,True,11600,34.958622,1.0,0.8612481,100.0,-68.3261,-103.28473,-68.32610609859228,84.77578,100.0,0.8612481,-65.444756,-49.731,-1462.5417,562.8901414871216,99.39,1.0,85509.82,53.55373,12.034857,-842682.9,0.031308215,-1.0
1.0,2.0,85583840.0,-75.328804,10371965.0,1551490,1650.6108,,1,117,,100,0.4189424,[0.386 2.042],5.244734e+30,,True,11700,38.75568,1.0,0.86112803,100.0,-67.12944,-105.88513,-67.1294491879642,1795999.4,100.0,0.86112803,-75.328804,-50.475525,-1752.9504,566.6766238212585,97.25,1.0,2266669600.0,55.409607,12.190483,-2.3437466e+17,0.5641897,-1.0
1.0,2.0,26982594.0,-65.18448,4331591.5,1561366,755.32965,,1,118,,100,0.4189424,[0.407 2.165],1.4838696e+26,,True,11800,25.453218,1.0,0.86515206,100.0,-67.56899,-93.02222,-67.56899658635258,1130691.0,100.0,0.86515206,-65.18448,-50.904976,-814.4572,570.7401401996613,98.76,1.0,479322240.0,42.11724,10.366448,-720272300000000.0,0.06638425,-1.0
1.0,2.0,62562424.0,-74.722534,8201905.0,1571125,1016.65546,,1,119,,100,0.4189424,[0.363 2.281],1.1554447e+34,,True,11900,29.745262,1.0,0.86155534,100.0,-67.08568,-96.83094,-67.08567751392722,1945651.9,100.0,0.86155534,-74.722534,-50.642345,-1087.7667,574.9076557159424,97.59,1.0,1032236100.0,46.188595,11.483678,-7.644038e+18,0.062692344,-1.0
1.0,2.0,2313.8804,-84.974625,306.5267,1580442,2461.8064,,1,120,,100,0.4189424,[0.345 2.405],3047598600.0,,True,12000,48.262917,1.0,0.86147165,100.0,-64.003174,-112.26608,-64.00317367956042,96.318565,100.0,0.86147165,-84.974625,-50.13124,-2590.495,578.605708360672,93.17,1.0,180346.56,62.134842,11.510784,-7284756.0,0.0783667,-1.0
1.0,2.0,14947626000.0,-61.138,1489418200.0,1590120,834.68524,,1,121,,100,0.4189424,[0.594 2.381],2.3176755e+29,,True,12100,26.757505,1.0,0.85564053,100.0,-66.30531,-93.06282,-66.30531530931592,161617200.0,100.0,0.85564053,-61.138,-50.23819,-895.8157,582.6133308410645,96.78,1.0,62411596000.0,42.82463,10.895927,-2.9430203e+16,0.04492914,-1.0
1.0,2.0,2656024000.0,-77.4037,264222300.0,1599729,1445.5363,,1,122,,100,0.4189424,[0.564 2.26 ],5.7563524e+29,,True,12200,36.236526,1.0,0.85721076,100.0,-66.3196,-102.55613,-66.31960215643048,27157714.0,100.0,0.85721076,-77.4037,-50.4274,-1536.1145,586.6073272228241,96.09,1.0,24542978000.0,52.12873,11.508712,-6.872376e+16,0.78038883,-1.0
1.0,2.0,657254100.0,-68.9045,65413950.0,1609167,1483.489,,1,123,,100,0.4189424,[0.592 2.382],1.2363518e+28,,True,12300,36.87599,1.0,0.8631152,100.0,-64.9863,-101.86229,-64.98629860058426,7362912.5,100.0,0.8631152,-68.9045,-51.19201,-1569.0696,590.547744512558,94.38,1.0,10578037000.0,50.67028,11.119819,-9516054000000000.0,0.04963801,-1.0
1.0,2.0,47058796.0,-59.68585,5096676.5,1618552,815.2118,,1,124,,100,0.4189424,[0.635 2.499],1.338961e+31,,True,12400,26.834648,1.0,0.85921896,100.0,-64.45586,-91.290504,-64.4558558319509,972138.0,100.0,0.85921896,-59.68585,-40.667625,-900.6326,593.9229226112366,93.85,1.0,692274800.0,50.62288,9.752612,-3.1257655e+17,0.06808461,-1.0
1.0,2.0,427916.12,-70.13249,54939.133,1628040,3399.1128,,1,125,,100,0.4189424,[0.651 2.623],1937986800000000.0,,True,12500,56.80246,1.0,0.86545014,100.0,-65.36029,-122.16275,-65.36029068842531,8701.773,100.0,0.86545014,-70.13249,-40.921257,-3619.1145,597.660667181015,94.88,1.0,20639754.0,81.24149,13.137483,-9705870000.0,0.00170123,-1.0
1.0,2.0,546904.0,-72.70897,61138.773,1637734,2063.376,,1,126,,100,0.4189424,[0.557 2.541],2.8891155e+21,,True,12600,43.847294,1.0,0.86572707,100.0,-66.43538,-110.28268,-66.43537962019444,13849.157,100.0,0.86572707,-72.70897,-50.452774,-2182.6936,601.6477596759796,96.94,1.0,19457228.0,59.829903,11.865529,-6413559000000.0,0.07086921,-1.0
1.0,2.0,685221700.0,-57.24793,68270560.0,1646790,938.5046,,1,127,,100,0.4189424,[0.641 2.634],2.0703988e+29,,True,12700,28.964756,1.0,0.8603867,100.0,-62.14649,-91.111244,-62.14648748934269,7967302.5,100.0,0.8603867,-57.24793,-41.034897,-1022.0906,604.5048429965973,90.56,1.0,3096614000.0,50.076347,9.97735,-3.803392e+16,0.047356613,-1.0
1.0,2.0,316261600000.0,-57.83617,31466455000.0,1656093,622.47156,,1,128,,100,0.4189424,[0.607 2.754],5.4318884e+33,,True,12800,22.807837,1.0,0.8647118,100.0,-63.88259,-86.69043,-63.88259299114347,3212227300.0,100.0,0.8647118,-57.83617,-41.205315,-691.433,607.5841612815857,93.03,1.0,33968282000.0,45.485115,10.113067,-5.0826805e+18,0.52825105,-1.0
1.0,2.0,1572073.8,-64.369255,183231.97,1665408,1207.7006,,1,129,,100,0.4189424,[0.612 2.879],6.782741e+24,,True,12900,33.373928,1.0,0.8664363,100.0,-63.777016,-97.15095,-63.777017115950585,51200.324,100.0,0.8664363,-64.369255,-50.71517,-1279.5734,611.0618081092834,93.15,1.0,48765390.0,46.435776,9.6892395,-187191820000000.0,0.12280559,-1.0
1.0,2.0,158371650.0,-57.23164,16098030.0,1674606,476.36572,,1,130,,100,0.4189424,[0.664 2.765],9.458744e+28,,True,13000,20.061237,1.0,0.8517605,100.0,-63.028656,-83.08989,-63.02865268737078,2326627.2,100.0,0.8517605,-57.23164,-50.39542,-511.99527,615.007515668869,91.98,1.0,823737860.0,32.69447,8.597238,-1.0958323e+16,0.18139523,-1.0
1.0,2.0,3908345300.0,-66.95748,388843870.0,1684036,777.6541,,1,131,,100,0.4189424,[0.641 2.888],2.1656756e+28,,True,13100,26.375856,1.0,0.86289746,100.0,-63.968628,-90.34449,-63.96863260477781,39422140.0,100.0,0.86289746,-66.95748,-51.207924,-828.70703,618.7205681800842,94.3,1.0,31036870000.0,39.136566,9.053635,-7513507000000000.0,0.011430765,-1.0
1.0,2.0,20148940000.0,-59.278633,2066602200.0,1693074,694.55084,,1,132,,100,0.4189424,[0.671 3.009],6.421021e+29,,True,13200,24.920115,1.0,0.86919683,100.0,-61.876793,-86.796906,-61.87679054602981,265380880.0,100.0,0.86919683,-59.278633,-41.026115,-764.37994,621.9882500171661,90.38,1.0,150546190000.0,45.77079,8.57547,-5.595757e+16,0.0009569209,-1.0
1.0,2.0,56870.508,-59.877895,7692.6016,1702282,877.23254,,1,133,,100,0.4189424,[0.67  2.884],2.4408097e+18,,True,13300,28.142366,1.0,0.860925,100.0,-62.56129,-90.70365,-62.56128532603383,2465.2852,100.0,0.860925,-59.877895,-41.000175,-959.57794,625.0296647548676,92.08,1.0,863358.9,49.703476,9.232542,-128653664000.0,0.16350976,-1.0
1.0,2.0,2730.3723,-64.89815,307.1954,1711602,927.9021,,1,134,,100,0.4189424,[0.755 2.793],418465400.0,,True,13400,28.765312,1.0,0.85748774,100.0,-63.52098,-92.28629,-63.52097933575511,94.7718,100.0,0.85748774,-64.89815,-40.64539,-1016.7927,628.5462696552277,93.2,1.0,75033.64,51.640903,10.022915,-1893462.0,0.0148902815,-1.0
1.0,2.0,1611279500.0,-67.88101,171334600.0,1721167,1234.8241,,1,135,,100,0.4189424,[0.643 2.737],4.354205e+34,,True,13500,33.225105,1.0,0.86916846,100.0,-65.22448,-98.449585,-65.22448026388884,25136174.0,100.0,0.86916846,-67.88101,-50.72168,-1310.7538,632.5374820232391,95.65,1.0,3071470300.0,47.727905,11.441877,-1.5844477e+19,0.07439392,-1.0
