InitialReturnMin,MaxIWNorm,InitialReturnStd,EpLenMean,TimestepsSoFar,J_sample_variance,MeanIW,StdIW,EpThisIter,ESSRenyi,Bound,OptimizationReturnMin,ESSClassic,ReturnMeanIW,EmpiricalD2,EpRewMean,InitialReturnMean,Iteration,InitialReturnMax,MeanIWNorm,TimeElapsed,MinIW,LearnableVariance,MaxIW,Weights,InitialBound,OptimizationReturnMean,VarianceInit,EpisodesSoFar,StdIWNorm,OptimizationReturnMax,ReturnStepMax,ReturnStepMaxmin,MeanEntropy,MinIWNorm
-241.00378,0.03833485,30.07386,164.95,1971417,61177.895,0.9639955,0.59115195,100,72.59398,-121.49488,,72.67166,-112.06617,1.3775247,-118.13061279267073,-118.130615,72,-61.538197,0.009639954,2689.091173887253,0.09161408,,3.8334851,[-0.155  0.831],-126.16408,122.87316,-1.0,7200,0.0059115193,179.46559,0.86910605,0.86910605,0.4189424,0.0009161408
-215.69284,0.014360041,28.024027,156.03,1987020,47189.31,0.99114573,0.14949118,100,98.00976,-118.44823,,97.77573,-111.18583,1.0203066,-111.70912762388588,-111.70913,73,-70.64661,0.009911457,2713.364310503006,0.60708207,,1.4360042,[-0.174  0.845],-118.89888,103.98372,-1.0,7300,0.0014949116,145.04623,0.8614674,0.8614674,0.4189424,0.0060708206
-214.57144,0.086742274,28.923647,159.38,2002958,46608.703,0.7317358,1.156734,100,7.556,-102.21824,,28.57997,-76.198395,13.234515,-114.06376830086111,-114.06377,74,-61.974392,0.0073173586,2730.3741981983185,0.007853226,,8.674228,[-0.188  0.845],-121.21615,100.507675,-1.0,7400,0.011567341,152.59705,0.8605403,0.8605403,0.4189424,7.8532255e-05
-176.80615,0.075567804,23.64795,149.73,2017931,31005.648,0.8412097,1.2540635,100,20.885193,-103.82177,,31.032362,-90.92571,4.788081,-107.44125657841563,-107.44126,75,-70.34471,0.008412098,2750.3734188079834,0.014777047,,7.5567803,[-0.236  0.883],-113.33479,69.36489,-1.0,7500,0.012540635,106.46144,0.86123514,0.86123514,0.4189424,0.00014777046
-232.86569,0.04895771,29.162878,161.45,2034076,36963.496,0.6805558,0.8430435,100,27.876125,-89.51241,,39.455204,-74.8107,3.587299,-115.44390895232559,-115.44391,76,-71.18979,0.0068055578,2769.3563725948334,0.021794446,,4.895771,[-0.155  0.856],-123.2061,117.4218,-1.0,7600,0.008430435,161.6759,0.8590436,0.8590436,0.4189424,0.00021794446
-165.37082,0.018615115,20.379984,145.41,2048617,28680.861,1.0011538,0.2883653,100,93.49154,-108.04923,,92.33926,-102.34823,1.0696155,-103.39284088671208,-103.39283,77,-71.90726,0.010011538,2789.582903623581,0.42355677,,1.8615116,[-0.223  0.88 ],-108.905205,61.977978,-1.0,7700,0.002883653,93.46356,0.86154366,0.86154366,0.4189424,0.0042355675
-176.12125,0.069421135,22.828594,148.55,2063472,23458.947,0.7312037,1.0128124,100,9.926598,-91.62747,,34.26317,-72.99415,10.073945,-105.49481646373869,-105.49483,78,-61.5886,0.0073120366,2813.186687707901,0.004281242,,6.942114,[-0.205  0.884],-111.365524,70.626434,-1.0,7800,0.010128123,114.532646,0.8664565,0.8664565,0.4189424,4.281242e-05
-199.98828,0.020910043,24.470852,142.5,2077722,41017.098,0.9830819,0.39031336,100,86.79311,-106.9148,,86.38316,-99.75929,1.1521652,-101.4082875084877,-101.40828,79,-61.108345,0.009830819,2836.726366519928,0.39143586,,2.0910044,[-0.243  0.922],-108.07456,98.58,-1.0,7900,0.0039031333,138.87994,0.86219025,0.86219025,0.4189424,0.0039143586
-188.992,0.026199268,24.557821,145.09,2092231,35260.11,0.9565149,0.4644797,100,80.12216,-105.8038,,80.919014,-98.76586,1.2480941,-103.01615009009838,-103.01615,80,-70.418945,0.0095651485,2858.4400701522827,0.2553567,,2.619927,[-0.28   0.921],-109.31589,85.97586,-1.0,8000,0.004644797,118.57306,0.8668855,0.8668855,0.4189424,0.0025535668
-196.76396,0.055296786,23.455223,143.67,2106598,24177.896,0.6311788,0.9299884,100,17.174402,-83.066025,,31.536264,-67.23958,5.822619,-101.76470265090465,-101.764694,81,-69.36868,0.0063117878,2878.9500160217285,0.008091333,,5.529679,[-0.32   0.928],-108.3235,94.99926,-1.0,8100,0.009299885,127.39528,0.8614453,0.8614453,0.4189424,8.0913334e-05
-162.52141,0.043495663,24.901981,142.68,2120866,10692.524,0.5413398,0.7619233,100,6.2767587,-76.17252,,33.545887,-54.549244,15.93179,-102.18613841325045,-102.18614,82,-59.343685,0.005413398,2900.9977798461914,0.0003732579,,4.3495665,[-0.235  0.95 ],-107.60352,60.33527,-1.0,8200,0.007619233,103.17772,0.86221015,0.86221015,0.4189424,3.732579e-06
-209.67204,0.075129434,26.397308,138.41,2134707,29950.129,0.60382634,0.9325214,100,9.535394,-79.86168,,29.54185,-57.22827,10.487244,-98.9764492148161,-98.97645,83,-60.44134,0.0060382634,2920.3186960220337,0.0051711565,,7.5129433,[-0.191  0.99 ],-105.965515,110.695595,-1.0,8300,0.009325214,149.2307,0.86577904,0.86577904,0.4189424,5.1711562e-05
-154.01013,0.08649553,20.877892,137.28,2148435,28659.137,0.8833275,1.3887141,100,8.789432,-97.29698,,28.804976,-79.98098,11.3773,-97.82658418297768,-97.82659,84,-60.999756,0.008833273,2939.456843852997,0.0027779457,,8.649553,[-0.205  0.95 ],-102.96026,56.183548,-1.0,8400,0.013887139,93.010376,0.8548205,0.8548205,0.4189424,2.7779457e-05
-172.36804,0.050817903,22.287178,138.17,2162252,31011.45,0.9307547,0.83602184,100,58.31277,-96.40217,,55.346542,-88.87808,1.7148902,-98.35492376193405,-98.35492,85,-62.135406,0.009307547,2959.0965917110443,0.12092635,,5.0817904,[-0.226  0.991],-104.100525,74.01312,-1.0,8500,0.008360218,110.232635,0.86438906,0.86438906,0.4189424,0.0012092635
-139.42978,0.09169903,18.063597,131.06,2175358,15572.192,0.7856699,1.3407393,100,13.345134,-86.95818,,25.561626,-74.23567,7.493368,-92.78263055324554,-92.78262,86,-60.39708,0.0078567,2978.096373319626,0.0028379653,,9.169903,[-0.216  1.01 ],-97.43028,46.647144,-1.0,8600,0.013407392,79.0327,0.8689053,0.8689053,0.4189424,2.8379653e-05
-156.89212,0.04412267,22.267458,139.07,2189265,9925.916,0.5447695,0.75699383,100,5.938205,-75.29361,,34.11925,-53.832497,16.840107,-99.04165221616626,-99.04166,87,-60.99987,0.005447695,2998.431833744049,0.0041408665,,4.412267,[-0.227  0.973],-104.271385,57.850468,-1.0,8700,0.007569938,95.89225,0.8592708,0.8592708,0.4189424,4.1408664e-05
-182.14981,0.06467523,20.151033,134.55,2202720,24751.672,0.7514455,1.1302477,100,12.346349,-93.982376,,30.653112,-76.7026,8.099561,-95.11805410653352,-95.11806,88,-60.881668,0.007514455,3021.1762030124664,0.025362689,,6.4675226,[-0.211  1.016],-101.18971,87.031746,-1.0,8800,0.011302477,121.26814,0.8610909,0.8610909,0.4189424,0.00025362687
-171.93088,0.060785234,23.45559,136.12,2216332,30383.135,0.84409094,1.0214627,100,28.289597,-88.32885,,40.577454,-77.5538,3.5348685,-96.36198180779814,-96.361984,89,-60.377625,0.008440909,3039.4263129234314,0.009952381,,6.0785236,[-0.216  0.978],-102.09302,75.56889,-1.0,8900,0.010214627,111.55325,0.86821175,0.86821175,0.4189424,9.952381e-05
-201.30273,0.05396585,24.400963,135.45,2229877,40774.945,0.78986764,1.1194088,100,12.441264,-95.00628,,33.239307,-75.98253,8.037768,-96.00196867778897,-96.00196,90,-59.5894,0.007898676,3052.7045500278473,0.004100142,,5.3965855,[-0.275  1.005],-102.71205,105.30077,-1.0,9000,0.011194088,141.71333,0.85848975,0.85848975,0.4189424,4.1001418e-05
-173.92426,0.046684507,19.182545,132.59,2243136,22051.146,0.76628447,0.75643754,100,20.872871,-82.11978,,50.646637,-69.43018,4.790908,-93.81041543751955,-93.81042,91,-60.21534,0.007662844,3075.351470708847,0.039752543,,4.668451,[-0.251  0.968],-99.60788,80.113846,-1.0,9100,0.0075643747,113.708916,0.8694835,0.8694835,0.4189424,0.0003975254
-188.19037,0.054752428,26.0247,136.62,2256798,25292.049,0.67531157,0.95864433,100,9.8727455,-83.71238,,33.16589,-63.74794,10.128895,-96.82297937765718,-96.822975,92,-59.275314,0.0067531154,3099.5347447395325,0.01239132,,5.475243,[-0.339  0.994],-103.096,91.367386,-1.0,9200,0.009586443,128.91505,0.86647093,0.86647093,0.4189424,0.0001239132
-186.0249,0.056514688,24.105753,134.92,2270290,35180.6,0.85147494,0.9964354,100,40.496605,-88.70532,,42.203423,-78.96125,2.4693427,-95.68582049623132,-95.68582,93,-59.327282,0.008514749,3121.728841304779,0.06810276,,5.6514688,[-0.252  1.023],-101.88665,90.33908,-1.0,9300,0.009964354,126.69762,0.86130714,0.86130714,0.4189424,0.0006810276
-157.50372,0.11048747,19.69316,132.46,2283536,17194.977,0.7050516,1.383643,100,9.764616,-86.030846,,20.61307,-69.22958,10.241058,-93.96152639523149,-93.961525,94,-61.04393,0.0070505156,3143.026091337204,0.0046488573,,11.048747,[-0.349  1.024],-99.21164,63.5422,-1.0,9400,0.013836429,96.45979,0.8539696,0.8539696,0.4189424,4.648857e-05
-205.29407,0.047485013,23.029594,135.2,2297056,44931.332,0.7866028,1.0591288,100,13.058061,-86.657135,,35.549824,-67.71993,7.658105,-95.77422915697097,-95.77423,95,-59.61534,0.007866029,3164.361694097519,0.012435679,,4.7485013,[-0.418  0.991],-102.61737,109.51984,-1.0,9500,0.010591288,145.67873,0.86326087,0.86326087,0.4189424,0.0001243568
-161.35117,0.094770126,21.45686,133.26,2310382,28648.344,0.86780596,1.3261282,100,17.989218,-92.817375,,29.98313,-80.136635,5.5588856,-94.19592902243137,-94.19593,96,-60.32987,0.00867806,3185.189020395279,0.023375178,,9.477013,[-0.381  1.025],-99.574295,67.15524,-1.0,9600,0.013261282,101.0213,0.863484,0.863484,0.4189424,0.00023375177
-187.95618,0.054983776,23.869593,131.88,2323570,23581.365,0.6834938,0.9020303,100,9.463179,-87.71573,,36.473724,-67.34921,10.567274,-93.73314989581704,-93.73315,97,-59.218987,0.0068349387,3206.0039529800415,0.015472498,,5.498378,[-0.505  1.042],-99.998344,94.22303,-1.0,9700,0.009020302,128.73718,0.8678634,0.8678634,0.4189424,0.00015472497
-156.31006,0.05196671,22.331854,141.17,2337687,17997.395,0.7216751,0.9807245,100,8.693747,-86.267975,,35.127644,-68.59693,11.502521,-100.12939532026648,-100.129395,98,-59.782192,0.007216751,3230.933249473572,0.00025808113,,5.196671,[-0.451  1.003],-105.33973,56.180668,-1.0,9800,0.009807246,96.52786,0.8688601,0.8688601,0.4189424,2.5808113e-06
-178.06989,0.0787262,23.158722,139.51,2351638,39545.75,0.82140756,1.2334718,100,14.166055,-87.60521,,30.722239,-71.83473,7.0591283,-99.14204476460814,-99.14203,99,-60.30692,0.008214074,3253.2240645885468,0.022177216,,7.8726206,[-0.303  0.987],-105.077705,78.92784,-1.0,9900,0.0123347165,117.76297,0.85694,0.85694,0.4189424,0.00022177215
-157.55832,0.09554631,21.65396,137.39,2365377,22312.154,0.79602975,1.3148885,100,18.300142,-90.516785,,26.820648,-78.23977,5.4644384,-97.91645263984799,-97.91646,100,-69.82716,0.007960296,3276.2847764492035,0.017520593,,9.554631,[-0.279  1.021],-103.168396,59.64187,-1.0,10000,0.013148883,87.731155,0.8637268,0.8637268,0.4189424,0.00017520593
-153.2378,0.039083295,20.813677,136.59,2379036,7578.6646,0.50830865,0.69091684,100,5.618683,-70.77475,,35.117886,-49.22574,17.797766,-96.64744469717145,-96.64744,101,-60.120186,0.0050830864,3294.043773651123,0.0072261565,,3.9083295,[-0.335  0.992],-101.75537,56.59035,-1.0,10100,0.0069091683,93.11761,0.86120933,0.86120933,0.4189424,7.2261566e-05
-188.15906,0.10249129,23.627584,137.83,2392819,33541.316,0.6831081,1.2953547,100,11.865802,-83.94663,,21.758879,-65.73892,8.427581,-97.9501330369711,-97.950134,102,-60.319614,0.00683108,3311.1563754081726,0.011615906,,10.249129,[-0.244  0.953],-104.22211,90.20892,-1.0,10200,0.012953545,127.83945,0.8619081,0.8619081,0.4189424,0.000116159055
-167.71362,0.033828463,23.450787,144.19,2407238,27016.938,0.9435063,0.62368,100,69.59643,-105.68048,,69.591736,-98.97926,1.4368553,-102.89809699848294,-102.8981,103,-69.722015,0.009435063,3334.9913051128387,0.22527976,,3.3828466,[-0.385  0.948],-108.48855,64.81553,-1.0,10300,0.0062367995,97.99161,0.86783206,0.86783206,0.4189424,0.0022527976
-191.56308,0.05585618,28.63208,147.9,2422028,18474.86,0.5854745,0.8797596,100,8.664241,-82.4865,,30.694256,-60.79322,11.541692,-106.54623354673386,-106.54624,104,-70.35227,0.005854745,3360.4341275691986,0.0013987838,,5.585618,[-0.35   0.934],-112.93167,85.016846,-1.0,10400,0.008797596,121.21081,0.8571723,0.8571723,0.4189424,1.39878375e-05
-217.66,0.08324253,27.650496,152.34,2437262,64287.23,0.96275896,1.11028,100,48.052887,-110.6487,,42.919678,-100.18229,2.0810404,-109.30838752016425,-109.30839,105,-62.052757,0.00962759,3385.9703617095947,0.097286224,,8.324253,[-0.224  0.905],-116.56371,108.35162,-1.0,10500,0.011102801,155.60724,0.86198574,0.86198574,0.4189424,0.00097286224
-177.56427,0.0659697,23.898273,147.59,2452021,32453.684,0.8908726,1.020481,100,41.46264,-100.8554,,43.25006,-91.66349,2.41181,-105.5455791594088,-105.54558,106,-61.587997,0.008908726,3407.4432094097137,0.061583847,,6.5969696,[-0.139  0.905],-111.464386,72.01869,-1.0,10600,0.01020481,115.97627,0.86357194,0.86357194,0.4189424,0.00061583845
-163.80731,0.06740846,21.50933,141.34,2466155,15462.35,0.58571124,1.1073614,100,7.3530364,-78.79527,,21.860456,-58.65902,13.599824,-100.25364081561565,-100.25364,107,-60.6472,0.005857112,3431.5087065696716,0.0041421833,,6.7408457,[-0.17   0.929],-105.71388,63.553677,-1.0,10700,0.0110736145,103.16011,0.8615746,0.8615746,0.4189424,4.1421834e-05
-187.97955,0.049845032,24.718653,148.71,2481026,23297.377,0.66579485,0.9097851,100,9.531811,-85.76526,,34.876923,-65.46967,10.491186,-106.01562692061067,-106.015625,108,-61.156013,0.0066579487,3451.517726421356,0.0047650514,,4.9845033,[-0.205  0.89 ],-112.28162,81.96393,-1.0,10800,0.009097851,126.82354,0.86075425,0.86075425,0.4189424,4.7650512e-05
-186.75539,0.08859209,25.152231,142.29,2495255,32435.24,0.7889737,1.2874426,100,17.703129,-97.82876,,27.301874,-83.033356,5.648719,-101.80830315604805,-101.808304,109,-60.644703,0.007889736,3472.5706236362457,0.017349318,,8.859209,[-0.23   0.929],-108.03348,84.94708,-1.0,10900,0.012874425,126.11069,0.8595804,0.8595804,0.4189424,0.00017349317
-190.03964,0.07253516,26.105167,154.49,2510704,30135.363,0.70308137,1.2207158,100,7.9079323,-95.587296,,24.909588,-73.06091,12.645531,-109.93482108190656,-109.93482,110,-71.66408,0.0070308135,3497.1789140701294,0.0038222738,,7.253516,[-0.267  0.897],-116.26948,80.10483,-1.0,11000,0.012207156,118.375565,0.8626877,0.8626877,0.4189424,3.8222737e-05
-211.43323,0.06881061,26.831593,146.63,2525367,55548.562,0.8850451,1.1384109,100,25.973877,-103.24305,,37.671852,-89.414276,3.850022,-104.98567072212695,-104.985664,111,-60.79037,0.008850451,3519.8423812389374,0.04110928,,6.8810616,[-0.299  0.936],-112.03345,106.44755,-1.0,11100,0.011384108,150.64285,0.86721224,0.86721224,0.4189424,0.00041109277
-232.7928,0.060384583,26.281853,148.02,2540169,25301.36,0.5358782,0.829745,100,7.722063,-87.0539,,29.433477,-59.129646,12.949907,-105.88771549418568,-105.88772,112,-70.465965,0.005358781,3542.3343892097473,0.014139178,,6.0384583,[-0.4    0.925],-113.64748,126.90509,-1.0,11200,0.00829745,162.32684,0.86400175,0.86400175,0.4189424,0.00014139178
-197.52838,0.059781935,25.660292,149.61,2555130,28891.006,0.6942623,1.03892,100,8.73126,-96.56682,,30.870628,-74.28402,11.4531,-106.88811902910471,-106.88812,113,-70.26149,0.006942623,3566.365015268326,0.0028399527,,5.9781938,[-0.432  0.887],-113.4724,90.64025,-1.0,11300,0.0103892,127.26689,0.86640316,0.86640316,0.4189424,2.8399527e-05
-249.59595,0.04115596,28.64775,159.13,2571043,33874.11,0.5657819,0.7898983,100,10.529442,-88.13496,,33.908123,-62.495216,9.49718,-113.20375144630671,-113.20375,114,-70.68323,0.005657819,3587.7885081768036,0.017219493,,4.1155963,[-0.342  0.852],-121.52361,136.3922,-1.0,11400,0.007898983,178.91272,0.8663002,0.8663002,0.4189424,0.00017219492
-233.9128,0.11635494,29.615028,157.79,2586822,61694.88,0.64932144,1.3006748,100,12.8315,-94.75065,,19.950012,-72.98388,7.793321,-112.85210831746458,-112.85211,115,-61.416325,0.006493215,3613.197862148285,0.0032546062,,11.635494,[-0.204  0.84 ],-120.6492,121.060684,-1.0,11500,0.013006749,172.49648,0.85961044,0.85961044,0.4189424,3.254606e-05
-236.90305,0.0633983,29.080353,154.66,2602288,38148.21,0.6039796,0.8847631,100,11.1083765,-84.23296,,31.787401,-60.539745,9.002215,-110.90102578550577,-110.901024,116,-61.21901,0.0060397955,3637.4361646175385,0.0048758606,,6.3398304,[-0.226  0.876],-118.79779,126.00202,-1.0,11600,0.0088476315,175.68404,0.8665042,0.8665042,0.4189424,4.8758604e-05
-164.70538,0.079771295,22.45142,151.18,2617406,27952.322,0.8860367,1.2072595,100,31.793175,-105.35077,,35.00772,-95.61389,3.1453292,-108.34628437191247,-108.34629,117,-61.676476,0.008860367,3654.9517889022827,0.04702828,,7.9771295,[-0.097  0.887],-113.836464,56.359097,-1.0,11700,0.012072596,103.02891,0.85952044,0.85952044,0.4189424,0.0004702828
-176.63933,0.058379974,22.191238,140.31,2631437,35459.27,0.97744447,0.8722889,100,54.45186,-101.99584,,55.66659,-94.01663,1.8364847,-99.68522010847926,-99.68523,118,-61.38833,0.009774444,3673.872456550598,0.06866839,,5.8379974,[-0.066  0.912],-105.5732,76.9541,-1.0,11800,0.008722888,115.251,0.8640665,0.8640665,0.4189424,0.00068668387
-165.3732,0.06017716,22.33238,141.54,2645591,25175.285,0.9200627,0.6969523,100,73.180786,-100.18277,,63.539917,-93.73892,1.3664789,-100.60556084558368,-100.60557,119,-61.912674,0.009200626,3692.1566412448883,0.19079068,,6.017716,[-0.078  0.933],-106.118004,64.76764,-1.0,11900,0.0069695227,103.460526,0.8673368,0.8673368,0.4189424,0.0019079068
-174.12851,0.058068074,23.050354,139.23,2659514,19830.605,0.6917585,1.0029124,100,7.431906,-93.92647,,32.238056,-72.635345,13.455498,-98.74819006726146,-98.74819,120,-61.131912,0.0069175847,3709.4002089500427,0.0047001815,,5.8068075,[-0.122  0.925],-104.55247,75.38032,-1.0,12000,0.010029125,112.9966,0.8603784,0.8603784,0.4189424,4.7001813e-05
-215.36792,0.044397812,28.377935,156.95,2675209,20951.023,0.5485753,0.7100413,100,6.724274,-89.68068,,37.378872,-61.99616,14.871493,-112.87719311490655,-112.8772,121,-71.400986,0.0054857526,3731.5046002864838,0.002039285,,4.439781,[-0.181  0.889],-120.05612,102.49073,-1.0,12100,0.007100413,143.96693,0.8588995,0.8588995,0.4189424,2.0392848e-05
-274.1366,0.06581731,34.271893,162.15,2691424,71840.62,0.7526751,1.0203686,100,19.98735,-106.107086,,35.238525,-85.66769,5.0031643,-116.57555579289794,-116.575554,122,-61.96017,0.007526751,3755.729578256607,0.010027474,,6.5817313,[-0.192  0.848],-125.71344,157.56105,-1.0,12200,0.010203687,212.17642,0.8669222,0.8669222,0.4189424,0.00010027474
-190.22949,0.10707182,23.800621,153.3,2706754,38090.113,0.77044874,1.325061,100,9.535916,-97.72842,,25.265894,-77.19433,10.48667,-109.45224811568856,-109.452255,123,-61.530483,0.0077044875,3780.0815839767456,0.0009890025,,10.707182,[-0.306  0.863],-115.79323,80.777245,-1.0,12300,0.013250609,128.699,0.86223066,0.86223066,0.4189424,9.8900255e-06
-183.90524,0.05747108,25.304844,150.97,2721851,20096.812,0.64721763,0.9590227,100,6.6834955,-93.61453,,31.29284,-69.902374,14.962231,-107.62451633393765,-107.62452,124,-70.61991,0.006472176,3800.5894029140472,0.009385095,,5.7471085,[-0.252  0.896],-113.754684,76.28073,-1.0,12400,0.009590228,113.28533,0.8584784,0.8584784,0.4189424,9.385095e-05
-217.2087,0.07092954,25.196157,146.01,2736452,41699.43,0.7505695,1.1067424,100,27.705587,-93.65335,,31.503418,-79.89798,3.6093802,-104.75453685194253,-104.75454,125,-60.396843,0.0075056953,3824.347433567047,0.024934907,,7.092954,[-0.155  0.924],-111.99482,112.45415,-1.0,12500,0.011067423,156.81186,0.8620418,0.8620418,0.4189424,0.00024934905
-163.90115,0.066179805,22.003155,144.58,2750910,25114.639,0.8291629,1.2273167,100,15.82834,-100.15455,,31.338573,-86.42226,6.317782,-102.9338496941328,-102.933846,126,-69.24574,0.008291629,3848.447965145111,0.02314822,,6.617981,[-0.257  0.942],-108.39721,60.967308,-1.0,12600,0.012273167,94.65541,0.8624575,0.8624575,0.4189424,0.00023148219
-207.03577,0.105390534,22.925575,133.91,2764301,63074.914,0.89169884,1.3420094,100,22.067091,-94.41842,,30.627556,-79.72741,4.531635,-94.80393994346261,-94.80395,127,-60.13571,0.008916988,3870.841782808304,0.0018398612,,10.539054,[-0.335  0.973],-101.70513,112.23183,-1.0,12700,0.013420094,146.90005,0.86762416,0.86762416,0.4189424,1.839861e-05
-158.83563,0.09837782,18.780125,129.09,2777210,22250.463,0.72614616,1.2551048,100,9.492527,-82.03711,,25.078203,-64.85265,10.534603,-91.19019048139452,-91.19019,128,-59.947884,0.007261461,3888.9068610668182,0.010412296,,9.837782,[-0.352  1.005],-96.484695,67.64544,-1.0,12800,0.012551048,98.88775,0.8625438,0.8625438,0.4189424,0.00010412296
-159.55258,0.10234098,22.57999,141.41,2791351,25286.07,0.81064886,1.3489528,100,13.7921915,-91.19677,,26.532015,-76.876015,7.250479,-100.42451238244772,-100.424515,129,-60.119415,0.00810649,3908.6364738941193,0.0096039185,,10.234098,[-0.368  0.965],-105.74293,59.128075,-1.0,12900,0.013489527,99.43317,0.8636352,0.8636352,0.4189424,9.6039184e-05
-172.1153,0.04768273,20.431639,131.96,2804547,19413.36,0.6950495,0.95214325,100,14.278228,-80.66742,,34.763195,-65.4843,7.00367,-93.41049400299788,-93.4105,130,-60.072803,0.0069504953,3928.1755475997925,0.012194058,,4.768273,[-0.309  0.996],-99.14767,78.7048,-1.0,13000,0.009521432,112.042496,0.8633008,0.8633008,0.4189424,0.000121940575
-169.09311,0.0873923,19.963255,138.69,2818416,32332.598,0.87721217,1.1531835,100,47.13185,-90.33035,,36.65455,-82.12027,2.1217074,-98.06617840245366,-98.066185,131,-59.353756,0.008772121,3948.775808095932,0.05432093,,8.73923,[-0.378  0.967],-103.70261,71.02694,-1.0,13100,0.0115318345,109.73935,0.8661953,0.8661953,0.4189424,0.0005432093
-173.81468,0.06717634,19.236237,135.69,2831985,25553.723,0.7367649,1.096408,100,9.233599,-87.616684,,31.108503,-68.549805,10.830013,-96.45391392558813,-96.45392,132,-70.00403,0.0073676496,3967.7590386867523,0.0024390838,,6.717634,[-0.378  0.989],-102.24774,77.36076,-1.0,13200,0.010964079,103.81065,0.8620995,0.8620995,0.4189424,2.4390838e-05
-194.72711,0.06471028,26.119476,148.21,2846806,37841.39,0.79732877,1.1750153,100,11.982836,-99.16034,,31.528221,-80.409294,8.34527,-105.87282712727784,-105.87283,133,-69.31055,0.007973287,3987.8225078582764,0.0055694217,,6.4710283,[-0.411  0.951],-112.36373,88.85429,-1.0,13300,0.011750153,125.416565,0.8617756,0.8617756,0.4189424,5.5694214e-05
-169.88715,0.06605586,20.559423,138.16,2860622,21819.916,0.6710725,1.123612,100,10.020656,-80.90385,,26.291866,-63.014633,9.979387,-98.1268553198874,-98.126854,134,-59.727524,0.0067107244,4005.763306617737,0.0096638575,,6.6055856,[-0.435  0.988],-103.78976,71.760284,-1.0,13400,0.011236121,110.15962,0.86176676,0.86176676,0.4189424,9.663857e-05
-203.66635,0.051123753,22.595459,137.99,2874421,37498.863,0.81969786,0.8615378,100,35.65493,-89.58807,,47.512894,-78.21866,2.8046613,-98.19745857045055,-98.197464,135,-59.39708,0.008196978,4025.0111858844757,0.053161133,,5.1123753,[-0.586  0.995],-104.98634,105.468895,-1.0,13500,0.008615378,144.26927,0.8616742,0.8616742,0.4189424,0.0005316113
-198.47809,0.06247329,23.885881,140.5,2888471,37058.1,0.701406,1.1482977,100,13.108049,-85.26386,,27.172306,-66.99034,7.6289,-100.34455382242798,-100.34455,136,-60.435272,0.00701406,4046.473602294922,0.0063573197,,6.247329,[-0.492  1.002],-106.96049,98.13354,-1.0,13600,0.011482976,138.04282,0.86159474,0.86159474,0.4189424,6.357319e-05
-167.5817,0.01111077,22.553944,139.64,2902435,28587.898,0.99551195,0.049795948,100,99.77627,-104.62517,,99.75043,-99.03285,1.0022423,-99.05757031604648,-99.05757,137,-61.449196,0.00995512,4062.9280869960785,0.87188727,,1.111077,[-0.5    0.965],-104.64362,68.524124,-1.0,13700,0.0004979595,106.1325,0.86769253,0.86769253,0.4189424,0.008718872
-179.39148,0.07918837,23.33803,138.99,2916334,37508.54,0.77210027,1.2289232,100,7.6153164,-89.04702,,28.301428,-67.378136,13.131431,-99.20944978266954,-99.20945,138,-59.237015,0.007721003,4078.9698038101196,0.0051325783,,7.918837,[-0.5    0.964],-105.18916,80.18203,-1.0,13800,0.012289233,120.154465,0.86029917,0.86029917,0.4189424,5.1325784e-05
-203.24261,0.067082986,22.74197,132.33,2929567,34278.484,0.6972986,0.9572916,100,24.89376,-74.448875,,34.66519,-60.870483,4.017071,-94.3337561185658,-94.33376,139,-58.671577,0.006972986,4096.848936319351,0.030091548,,6.7082987,[-0.536  1.006],-101.10851,108.90886,-1.0,13900,0.009572916,144.57104,0.86127365,0.86127365,0.4189424,0.00030091548
-169.04816,0.044978574,19.439846,132.66,2942833,9123.85,0.46266952,0.6970031,100,7.054793,-64.30203,,30.585838,-43.086834,14.174761,-93.81934135049582,-93.819336,140,-59.35788,0.0046266946,4116.302253961563,0.0072766705,,4.4978576,[-0.485  1.032],-99.454285,75.22881,-1.0,14000,0.0069700317,109.69028,0.85899067,0.85899067,0.4189424,7.276671e-05
-210.06885,0.046172705,26.334631,144.15,2957248,34892.12,0.7457433,0.91757417,100,10.704211,-94.08954,,39.77847,-72.68711,9.342117,-102.9261877733469,-102.92619,141,-59.42773,0.0074574333,4138.008576869965,0.00042641765,,4.6172705,[-0.478  0.99 ],-109.92848,107.142654,-1.0,14100,0.009175741,150.64111,0.86519396,0.86519396,0.4189424,4.2641764e-06
-154.94957,0.12960288,20.507078,128.96,2970144,26307.113,0.6531617,1.396621,100,11.104707,-71.38521,,17.946554,-55.885784,9.005191,-91.43563629835845,-91.43564,142,-59.1121,0.0065316167,4157.431722640991,0.007848064,,12.960288,[-0.488  1.028],-96.600624,63.51393,-1.0,14200,0.013966209,95.83747,0.85473585,0.85473585,0.4189424,7.848064e-05
-160.6265,0.018581556,22.231695,136.88,2983832,26738.076,0.9949339,0.3006873,100,92.32173,-102.4953,,91.63081,-96.92288,1.0831686,-97.48467974722385,-97.48468,143,-60.469666,0.009949339,4177.293700695038,0.5050583,,1.8581557,[-0.365  1.001],-102.83889,63.141823,-1.0,14300,0.003006873,100.15683,0.86146283,0.86146283,0.4189424,0.005050583
