LearnableVariance,VarianceInit,MeanIWNorm,EmpiricalD2,Bound,EpThisIter,MinIWNorm,ReturnStepMaxmin,InitialReturnMean,ESSRenyi,EpisodesSoFar,StdIW,TimestepsSoFar,InitialReturnMax,OptimizationReturnMin,Iteration,Weights,InitialBound,MinIW,InitialReturnMin,EpLenMean,MaxIW,ESSClassic,MeanIW,ReturnMeanIW,InitialReturnStd,OptimizationReturnMax,StdIWNorm,J_sample_variance,EpRewMean,MeanEntropy,ReturnStepMax,TimeElapsed,MaxIWNorm,OptimizationReturnMean
True,-1,0.0061747395,16.75771,-67.51795,100,1.7028937e-05,0.8628108,-83.986984,5.9674025,13900,1.0017698,5171192,-60.331985,,139,[ 0.024  1.306 -0.591],-88.25538,0.0017028938,-128.05212,119.81,5.597466,27.532454,0.61747396,-50.044735,15.483791,67.72014,0.010017698,8548.206,-83.98697587549687,0.82654375,0.8628108,1856.5473656654358,0.05597466,44.06515
True,-1,0.005149214,18.889185,-60.266293,100,8.7491834e-08,0.86506015,-84.62637,5.2940345,14000,1.0423979,5183146,-60.262695,,140,[ 0.017  1.375 -0.592],-89.05333,8.7491835e-06,-132.80862,119.54,6.2390537,19.61506,0.5149214,-41.026,17.942299,72.54593,0.010423979,8270.801,-84.62637371316552,0.71624094,0.86506015,1860.9152669906616,0.062390536,48.18225
True,-1,0.0057994686,13.355914,-62.784046,100,9.546807e-07,0.8591478,-79.944496,7.48732,14100,1.1475852,5194613,-50.669167,,141,[ 0.128  1.362 -0.703],-84.98801,9.546807e-05,-151.30507,114.67,6.854261,20.343584,0.57994694,-44.352192,17.15117,100.6359,0.011475852,16445.416,-79.94449991315604,0.6391891,0.8591478,1865.2739553451538,0.06854261,71.360565
True,-1,0.007128088,9.467354,-65.73296,100,0.0002803902,0.86499834,-81.20734,10.5626135,14200,1.0219196,5206139,-50.036655,,142,[ 0.176  1.316 -0.78 ],-85.14195,0.02803902,-118.03857,115.26,5.4622393,32.7294,0.71280885,-53.62651,15.880371,68.00191,0.010219195,9761.435,-81.20733585193753,0.7074864,0.86499834,1870.2452504634857,0.054622393,36.831226
True,-1,0.006910069,9.76707,-67.4612,100,1.9436818e-06,0.8569741,-83.90638,10.238485,14300,1.5051962,5218055,-51.641937,,143,[ 0.237  1.286 -0.711],-88.63008,0.00019436819,-141.71127,119.16,13.339708,17.40693,0.691007,-52.698517,16.976807,90.069336,0.015051961,23002.006,-83.90637417018414,0.64285463,0.8569741,1875.571379184723,0.13339709,57.804893
True,-1,0.005988679,16.583166,-70.32856,100,6.628454e-06,0.8584002,-80.10466,6.0302114,14400,1.0443652,5229576,-61.04184,,144,[ 0.203  1.332 -0.776],-84.93759,0.0006628454,-144.98792,115.21,5.545341,24.745234,0.598868,-50.64769,15.610908,83.946075,0.01044365,10901.715,-80.10466433048248,0.58734936,0.8584002,1880.9153566360474,0.05545341,64.883255
True,-1,0.0062241517,18.622986,-64.251526,100,2.458801e-05,0.8569405,-79.48301,5.369708,14500,1.0677218,5240953,-50.975037,,145,[ 0.361  1.358 -0.832],-83.46084,0.002458801,-119.33502,113.77,7.1235423,25.362906,0.62241524,-47.08544,16.515074,68.359985,0.010677217,8750.661,-79.48300294369459,0.5894149,0.8569405,1885.2460963726044,0.07123542,39.852016
True,-1,0.0058492725,14.523259,-57.482082,100,6.580152e-06,0.86984503,-77.72204,6.8855066,14600,1.2691034,5252168,-50.80187,,146,[ 0.41   1.411 -0.83 ],-81.79772,0.0006580152,-122.2703,112.15,7.058329,17.520811,0.5849273,-41.949924,14.698764,71.46843,0.012691033,11150.331,-77.72204193413258,0.5077131,0.86984503,1889.774526834488,0.07058329,44.548264
True,-1,0.0074374103,8.099327,-70.95773,100,0.00051120063,0.86339706,-77.79795,12.3467045,14700,0.9621384,5263301,-50.46222,,147,[ 0.308  1.385 -0.911],-82.53233,0.051120065,-142.0317,111.33,5.411022,37.403828,0.743741,-57.483982,16.960632,91.56947,0.009621385,14969.229,-77.79795305997133,0.5853877,0.86339706,1895.3086879253387,0.05411022,64.233734
True,-1,0.0066505526,14.926269,-63.43575,100,1.871211e-06,0.8665633,-77.89731,6.699598,14800,1.3898171,5274412,-50.82263,,148,[ 0.244  1.395 -0.834],-81.924904,0.0001871211,-120.828064,111.11,8.575619,18.6318,0.6650552,-47.875298,15.272771,70.00543,0.013898171,12885.454,-77.89730183690786,0.5179676,0.8665633,1900.454968214035,0.08575618,42.930763
True,-1,0.0057329237,15.406222,-59.86145,100,6.636446e-05,0.8647804,-79.73243,6.490884,14900,0.8004265,5285850,-50.986855,,149,[ 0.147  1.359 -0.901],-83.843315,0.0066364463,-123.32655,114.38,4.32964,33.905743,0.5732924,-43.72591,15.515248,72.3397,0.008004264,6671.345,-79.7324265012145,0.56114876,0.8647804,1905.3424413204193,0.043296397,43.594128
True,-1,0.0055956263,10.702961,-58.049477,100,0.0002821064,0.8628653,-76.865135,9.343209,15000,0.53204143,5296907,-50.108315,,150,[ 0.212  1.396 -0.858],-81.80558,0.02821064,-148.21341,110.57,2.7601578,52.519573,0.5595627,-41.88662,16.446436,98.105095,0.0053204144,8545.478,-76.8651415361464,0.6504138,0.8628653,1910.4306640625,0.027601577,71.34827
True,-1,0.0063110455,11.353314,-62.03408,100,0.00022028573,0.85530865,-78.894966,8.808001,15100,0.8660588,5308186,-50.495888,,151,[ 0.232  1.388 -0.769],-82.94284,0.022028573,-121.43628,112.79,5.393381,34.68391,0.6311045,-48.394894,14.672299,70.94039,0.0086605875,7767.036,-78.8949641828239,0.7413725,0.85530865,1915.3854315280914,0.05393381,42.541313
True,-1,0.0061169122,9.207044,-62.93302,100,0.00014865068,0.8636931,-82.09891,10.86125,15200,0.7831731,5319932,-49.78266,,152,[ 0.25   1.393 -0.678],-86.61008,0.014865069,-135.33514,117.46,4.3787665,37.889236,0.61169124,-49.244724,16.431608,85.55248,0.007831731,9312.384,-82.09890437066555,0.8225341,0.8636931,1920.4008388519287,0.043787666,53.23624
True,-1,0.0085168015,5.776483,-76.893326,100,0.00021805984,0.8703176,-80.37105,17.311571,15300,1.238667,5331452,-51.05003,,153,[ 0.321  1.389 -0.596],-84.52205,0.021805985,-124.53047,115.2,8.110405,32.100445,0.8516803,-66.91664,14.464027,73.48044,0.012386669,15574.874,-80.37104315653443,0.88872826,0.8703176,1925.221342086792,0.08110405,44.159428
True,-1,0.009390541,2.3015845,-77.556335,100,0.00045220216,0.853856,-78.69215,43.44833,15400,1.0431701,5342736,-51.481667,,154,[ 0.389  1.409 -0.53 ],-82.525,0.04522022,-114.98535,112.84,6.2015295,44.761955,0.939054,-71.74154,14.115082,63.503685,0.010431701,13654.453,-78.6921512183547,0.8698947,0.853856,1930.434478521347,0.062015295,36.2932
True,-1,0.006786431,9.782194,-66.525925,100,0.00010266615,0.8613994,-78.827965,10.222655,15500,1.0060172,5354049,-51.800823,,155,[ 0.468  1.44  -0.549],-83.089386,0.010266615,-127.84262,113.13,6.7597795,31.274479,0.6786431,-53.197693,15.467725,76.041794,0.010060172,10487.703,-78.82796427324415,0.9163031,0.8613994,1936.055781364441,0.06759779,49.01466
True,-1,0.007958665,10.591226,-77.83141,100,4.720238e-05,0.8639109,-82.02042,9.441778,15600,1.1079777,5365856,-54.47793,,156,[ 0.619  1.397 -0.503],-86.67783,0.004720238,-139.72287,118.07,4.752823,34.035313,0.7958664,-62.674202,14.736466,85.24494,0.011079777,18058.457,-82.02041373178363,0.9281208,0.8639109,1941.453109741211,0.047528226,57.702457
True,-1,0.0045202146,17.095566,-55.514267,100,4.396709e-05,0.86378586,-81.86064,5.84947,15700,0.8188971,5377625,-51.662,,157,[ 0.609  1.465 -0.491],-86.19972,0.004396709,-130.1726,117.69,5.2285476,23.353485,0.45202142,-37.573536,15.046633,78.510605,0.00818897,5053.6743,-81.86063787639141,0.8537988,0.86378586,1946.756910085678,0.052285474,48.311966
True,-1,0.0071736025,11.636405,-74.09961,100,5.6102428e-05,0.86364937,-83.48344,8.5937195,15800,1.0941056,5389591,-61.931625,,158,[ 0.644  1.401 -0.565],-88.33829,0.005610243,-145.64578,119.66,5.956744,30.064491,0.71736026,-57.53863,15.400229,83.71416,0.010941057,17451.064,-83.48343389809132,0.8348445,0.86364937,1951.329023361206,0.05956744,62.16235
True,-1,0.0035984397,28.402153,-47.511772,100,1.3529235e-06,0.857571,-78.16318,3.52086,15900,0.75045323,5400838,-51.105858,,159,[ 0.537  1.465 -0.584],-81.822075,0.00013529236,-109.76694,112.47,5.927678,18.694061,0.35984403,-28.012165,13.927259,58.66108,0.0075045316,2466.2756,-78.16317317485809,0.71506,0.857571,1956.0902254581451,0.05927678,31.603765
True,-1,0.006638112,13.042336,-69.70193,100,0.00018918408,0.8628596,-81.11954,7.667338,16000,0.92388195,5412473,-61.261696,,160,[ 0.49   1.433 -0.704],-85.40208,0.018918408,-128.47609,116.35,5.4834204,34.04762,0.6638112,-54.2359,14.720054,67.21439,0.00923882,9553.013,-81.1195395617187,0.76304156,0.8628596,1961.7986569404602,0.054834202,47.35655
True,-1,0.0048450036,19.826385,-56.80503,100,1.9968218e-06,0.85417306,-82.42317,5.0437837,16100,0.90030533,5424225,-51.29006,,161,[ 0.497  1.383 -0.656],-86.5186,0.00019968218,-122.86291,117.52,6.05182,22.456982,0.48450038,-38.569378,16.918589,71.572845,0.0090030525,5803.077,-82.42317732438445,0.69209945,0.85417306,1966.5115337371826,0.060518198,40.439728
True,-1,0.0065851784,18.249336,-72.55397,100,1.05306476e-07,0.86502427,-83.414825,5.4796515,16200,1.2478017,5436090,-61.469128,,162,[ 0.443  1.329 -0.727],-88.07168,1.0530648e-05,-139.70547,118.65,9.924692,21.784077,0.65851784,-52.660267,18.074644,78.23634,0.012478016,14706.44,-83.41482779473067,0.62783027,0.86502427,1971.69362449646,0.09924692,56.290646
True,-1,0.0051084673,8.249918,-54.469345,100,0.00031557286,0.8560852,-82.079666,12.121332,16300,0.56322914,5447757,-51.747364,,163,[ 0.419  1.384 -0.791],-87.304115,0.031557288,-156.7334,116.67,3.5836544,45.134613,0.51084685,-39.463337,18.091639,104.98604,0.0056322915,9023.4,-82.07966760456561,0.70938486,0.8560852,1976.1200380325317,0.035836544,74.65373
True,-1,0.0060153846,13.98776,-60.677605,100,1.5217452e-05,0.86887276,-81.61741,7.149108,16400,1.0218607,5459467,-51.18067,,164,[ 0.467  1.384 -0.71 ],-85.84921,0.0015217452,-126.95456,117.1,6.9355073,25.735157,0.60153854,-44.850513,16.305641,75.77389,0.010218607,9363.36,-81.61740636110306,0.67520016,0.86887276,1981.2753174304962,0.06935507,45.337154
True,-1,0.00978211,1.2494295,-82.04445,100,0.0016684255,0.8676002,-79.589516,80.03653,16500,0.52647686,5470829,-52.48838,,165,[ 0.412  1.442 -0.744],-83.996155,0.16684255,-132.19926,113.62,2.9369664,77.53961,0.97821105,-77.1188,15.541369,79.710884,0.005264769,18014.715,-79.58952144324779,0.68895763,0.8676002,1986.7023854255676,0.029369663,52.60974
True,-1,0.0054447865,23.891024,-60.823303,100,3.143346e-05,0.8642305,-80.44147,4.1856723,16600,0.7790262,5482376,-50.52397,,166,[ 0.425  1.457 -0.73 ],-84.280785,0.0031433462,-115.17975,115.47,4.5081506,32.81792,0.54447865,-42.057278,15.825994,64.65578,0.007790262,5062.3965,-80.44146126881242,0.68661815,0.8642305,1991.848034620285,0.045081504,34.738293
True,-1,0.0047174892,14.661993,-52.75531,100,8.217169e-06,0.8586448,-75.94128,6.820355,16700,0.8627965,5493269,-50.822723,,167,[ 0.493  1.516 -0.732],-80.59749,0.00082171697,-139.68622,108.93,5.7984314,23.015018,0.471749,-34.926235,15.460592,88.863495,0.008627965,7648.181,-75.9412835291028,0.61163336,0.8586448,1996.8080604076385,0.05798431,63.744938
True,-1,0.007904418,6.796411,-66.85972,100,1.6896947e-05,0.862937,-72.73015,14.713648,16800,1.1503282,5503741,-50.760933,,168,[ 0.482  1.566 -0.807],-77.35672,0.0016896948,-138.79726,104.72,5.584402,32.072964,0.7904418,-54.79827,15.432967,88.03632,0.011503281,19187.588,-72.73014356404543,0.5102313,0.862937,2001.6342868804932,0.05584402,66.06711
True,-1,0.0054173158,32.220135,-61.140358,100,1.5568306e-05,0.86350155,-73.838196,3.1036494,16900,0.880083,5514399,-51.209023,,169,[ 0.509  1.562 -0.909],-77.756935,0.0015568307,-117.562195,106.58,4.4551163,27.478264,0.54173166,-38.8965,12.929965,66.35317,0.00880083,5924.867,-73.83819674044848,0.46271616,0.86350155,2005.9973413944244,0.04455116,43.724
True,-1,0.007107667,15.439061,-69.01037,100,1.636809e-05,0.8555813,-75.01962,6.477078,17000,1.5095037,5525231,-51.703434,,170,[ 0.478  1.618 -0.956],-79.24146,0.0016368091,-126.65523,108.32,11.045178,18.147528,0.71076673,-52.42167,14.621564,74.9518,0.015095038,16162.823,-75.01962358415126,0.3722025,0.8555813,2009.8811783790588,0.11045178,51.635605
True,-1,0.00855034,2.963266,-68.02964,100,0.0008002964,0.8600246,-71.60721,33.74655,17100,1.0479698,5535492,-51.17914,,171,[ 0.488  1.653 -1.047],-76.21256,0.08002964,-138.1608,102.61,7.2693243,39.964664,0.85503405,-60.10191,14.983739,86.98166,0.010479699,19201.14,-71.60720575541258,0.3940743,0.8600246,2014.5891592502594,0.07269324,66.55359
True,-1,0.0061572115,10.938308,-56.041527,100,7.921817e-05,0.8594081,-71.05792,9.142182,17200,0.8710618,5545798,-50.361847,,172,[ 0.407  1.639 -1.025],-74.986855,0.007921817,-117.868004,103.06,4.604482,33.317997,0.6157212,-43.04732,13.627847,67.50616,0.008710617,7066.029,-71.057922809124,0.42398968,0.8594081,2019.0297157764435,0.04604482,46.81008
True,-1,0.007447264,10.083207,-67.22574,100,0.00014090947,0.8679123,-73.206726,9.9174795,17300,1.2138346,5556312,-50.157494,,173,[ 0.395  1.6   -0.995],-77.24156,0.014090947,-121.04541,105.14,9.506475,27.347843,0.7447264,-54.413456,13.752889,70.88792,0.012138345,11772.846,-73.2067249906063,0.43519986,0.8679123,2024.2672228813171,0.09506475,47.838688
True,-1,0.005168532,15.96229,-54.356735,100,6.772971e-06,0.85911596,-74.17158,6.2647653,17400,0.9791771,5566996,-50.48415,,174,[ 0.374  1.558 -0.984],-78.36003,0.0006772971,-125.653496,106.84,6.07862,21.790668,0.5168533,-37.622692,13.425113,75.16934,0.009791771,7377.3022,-74.171581838727,0.37313527,0.85911596,2028.3442585468292,0.0607862,51.481915
True,-1,0.007410341,9.979008,-66.683136,100,0.00026020315,0.8622236,-74.32726,10.021036,17500,1.045549,5577694,-50.736732,,175,[ 0.323  1.518 -1.046],-78.59779,0.026020316,-128.11584,106.98,7.5243244,33.43665,0.74103415,-53.19272,13.850887,77.37911,0.010455491,13218.319,-74.327261467278,0.44525218,0.8622236,2031.8607490062714,0.07524324,53.788586
True,-1,0.005299077,13.752733,-53.41471,100,5.4002514e-05,0.86373,-74.9398,7.2712817,17600,0.6953567,5588401,-50.691715,,176,[ 0.346  1.494 -0.974],-78.89944,0.0054002516,-118.789536,107.07,5.039186,36.73867,0.5299077,-38.730473,15.108525,68.097824,0.0069535673,5361.0493,-74.93979563176632,0.46730712,0.86373,2037.0920720100403,0.05039186,43.849735
True,-1,0.009635443,1.6722481,-79.10449,100,0.002139876,0.86451244,-77.24186,59.79974,17700,0.71227664,5599482,-50.54862,,177,[ 0.491  1.464 -0.952],-81.52443,0.2139876,-128.47739,110.81,4.093558,64.66403,0.96354425,-73.56646,15.892931,77.92877,0.0071227667,17094.701,-77.24185796514153,0.4929104,0.86451244,2042.3906455039978,0.040935576,51.23553
True,-1,0.004315807,12.862479,-52.483597,100,7.0968217e-06,0.8686399,-80.97749,7.774551,17800,0.7369354,5611013,-50.14383,,178,[ 0.506  1.48  -0.926],-86.30844,0.0007096822,-159.92831,115.31,4.4582973,25.538574,0.4315807,-33.36454,19.930716,109.784485,0.007369353,8583.299,-80.97749833300709,0.38145742,0.8686399,2047.7528088092804,0.04458297,78.95081
True,-1,0.006127813,13.837329,-61.555614,100,0.00015530619,0.86458504,-75.44379,7.226828,17900,0.96356577,5621825,-51.309113,,179,[ 0.526  1.477 -1.037],-79.37601,0.015530619,-117.96672,108.12,8.389399,28.79697,0.61278135,-46.928307,15.166234,66.65761,0.009635658,6977.332,-75.44379050001503,0.44264632,0.86458504,2052.412373304367,0.083893985,42.52293
True,-1,0.0057796733,11.4364,-59.36626,100,0.00029506598,0.86006045,-77.454895,8.74401,18000,0.8040962,5632950,-50.58963,,180,[ 0.476  1.448 -0.976],-81.56108,0.029506598,-123.18544,111.25,5.187651,34.064903,0.57796735,-45.48008,15.697342,72.59581,0.008040963,6332.117,-77.45489849850536,0.5343321,0.86006045,2057.5950644016266,0.05187651,45.730537
True,-1,0.0072634653,7.6707006,-68.746155,100,0.00017694944,0.86560833,-76.12264,13.036619,18100,0.8707317,5643877,-50.433865,,181,[ 0.486  1.444 -0.885],-80.22094,0.017694945,-122.94896,109.27,4.143714,41.03272,0.7263466,-57.395496,17.451193,72.51509,0.008707317,9405.258,-76.12264927521348,0.5603116,0.86560833,2062.657947063446,0.041437138,46.826313
True,-1,0.007644042,8.497677,-67.936005,100,5.4115993e-05,0.86438346,-76.2512,11.767922,18200,1.2709699,5654820,-51.51812,,182,[ 0.574  1.476 -0.859],-80.25173,0.0054115993,-120.01606,109.43,6.429939,26.563599,0.7644041,-56.274136,15.205972,68.49794,0.012709699,13508.692,-76.25119730144739,0.54086536,0.86438346,2067.3209323883057,0.06429939,43.764862
True,-1,0.0060690707,12.095983,-58.864483,100,2.1456466e-05,0.85878754,-76.336235,8.267208,18300,0.86893964,5665811,-50.294907,,183,[ 0.491  1.522 -0.878],-80.36624,0.0021456466,-120.900215,109.91,5.51931,32.787853,0.60690707,-44.848408,13.830485,70.60531,0.008689396,7412.2305,-76.33623275369406,0.54000664,0.85878754,2071.822264432907,0.0551931,44.56398
True,-1,0.0054848935,16.05366,-53.563454,100,1.407332e-05,0.85399044,-74.48506,6.2291093,18400,1.0302334,5676485,-50.843918,,184,[ 0.43   1.572 -0.879],-78.649605,0.001407332,-124.93654,106.74,6.1178465,22.084564,0.5484894,-36.87734,15.732487,74.09262,0.010302333,8773.371,-74.48506334155798,0.4466637,0.85399044,2076.9042987823486,0.061178464,50.451473
True,-1,0.0058480646,12.553187,-54.31661,100,0.00028645992,0.8627767,-72.081566,7.9661045,18500,0.6306254,5686920,-50.9486,,185,[ 0.494  1.603 -0.972],-75.84436,0.028645992,-112.883766,104.35,3.0466402,46.23558,0.58480644,-40.984856,14.076174,61.935165,0.006306254,5285.337,-72.08156298533082,0.5332854,0.8627767,2081.9267106056213,0.0304664,40.802204
True,-1,0.005779958,20.086214,-56.396217,100,2.4580462e-05,0.8665956,-73.53496,4.978539,18600,1.1209221,5697560,-51.469048,,186,[ 0.446  1.589 -0.886],-77.05465,0.0024580462,-105.591,106.4,6.353885,21.004059,0.5779958,-40.62175,12.585316,54.121956,0.011209222,5580.849,-73.53495805427433,0.46384743,0.8665956,2086.5416493415833,0.06353885,32.056046
True,-1,0.005835755,13.483534,-53.954063,100,1.8780922e-05,0.8560227,-71.29014,7.4164534,18700,0.8913545,5707849,-50.742786,,187,[ 0.407  1.638 -0.955],-75.138115,0.0018780923,-115.43898,102.89,4.271609,30.003382,0.5835755,-39.82436,11.303999,64.6962,0.008913544,6647.9307,-71.29014398500323,0.44782594,0.8560227,2091.136379957199,0.042716086,44.148838
True,-1,0.006127225,13.198507,-57.427452,100,3.722723e-05,0.8636282,-71.62646,7.5766144,18800,0.77295995,5718160,-41.149094,,188,[ 0.394  1.59  -0.971],-75.64089,0.003722723,-120.43306,103.11,4.925251,38.588802,0.61272246,-42.84311,14.944943,79.283966,0.0077295993,7467.0425,-71.62645753666759,0.4789326,0.8636282,2095.326480150223,0.04925251,48.806602
True,-1,0.007781197,9.922283,-69.68991,100,2.8210313e-06,0.85870844,-73.96192,10.078325,18900,1.4801313,5728853,-50.47068,,189,[ 0.398  1.634 -0.94 ],-77.73744,0.00028210314,-113.26549,106.93,10.154625,21.65287,0.7781197,-57.797165,13.451299,62.794807,0.014801312,10994.41,-73.96192842528224,0.3889869,0.85870844,2100.354523420334,0.10154625,39.30356
True,-1,0.007918499,6.341128,-63.41092,100,0.00015464798,0.8684076,-73.142426,15.770065,19000,1.2631831,5739420,-50.72509,,190,[ 0.408  1.604 -1.03 ],-76.551384,0.015464798,-102.26901,105.67,10.73024,28.210653,0.79185,-54.826595,13.048007,51.543922,0.012631832,10077.406,-73.14242434933782,0.41494453,0.8684076,2105.8337132930756,0.1073024,29.126593
True,-1,0.005758556,20.216116,-61.34488,100,9.123151e-06,0.86933255,-72.71277,4.9465485,19100,0.88702214,5749883,-50.351303,,191,[ 0.366  1.64  -1.004],-76.8239,0.00091231515,-123.33423,104.63,4.294569,29.64989,0.5758556,-42.86023,14.349427,72.982925,0.008870222,7142.7544,-72.71276780501007,0.38598314,0.86933255,2110.6303725242615,0.04294569,50.62146
True,-1,0.003873735,28.415123,-46.231888,100,1.1894957e-06,0.8557246,-73.16414,3.5192528,19200,0.60774124,5760387,-51.638145,,192,[ 0.383  1.688 -1.033],-76.7094,0.000118949574,-106.35773,105.04,2.8370984,28.89027,0.38737354,-27.333595,12.445769,54.71958,0.006077412,2266.0725,-73.16413808777928,0.24892141,0.8557246,2115.4515285491943,0.028370982,33.193592
True,-1,0.006503642,5.791935,-54.815292,100,1.5315385e-05,0.8588269,-70.806984,17.265387,19300,1.0693238,5770583,-50.502396,,193,[ 0.364  1.68  -1.17 ],-74.73584,0.0015315386,-117.8654,101.96,8.594591,27.002455,0.6503642,-45.35996,14.705605,67.36301,0.010693237,9132.493,-70.80698982805013,0.17757477,0.8588269,2120.515396595001,0.08594591,47.058414
True,-1,0.0057152216,14.225885,-53.498177,100,0.000102859995,0.8672336,-70.3282,7.0294394,19400,0.8745039,5780725,-50.806236,,194,[ 0.447  1.669 -1.241],-73.85358,0.010286,-105.761086,101.42,6.562053,29.928455,0.5715222,-40.201466,13.112611,54.95485,0.00874504,5330.644,-70.32820318177342,0.21221446,0.8672336,2124.747799873352,0.065620534,35.43288
True,-1,0.0059328866,11.987537,-55.11544,100,6.7068315e-05,0.86975425,-69.70305,8.341997,19500,0.7112953,5790791,-50.16909,,195,[ 0.402  1.639 -1.207],-73.95517,0.0067068315,-127.563705,100.66,3.366373,41.02788,0.59328866,-40.393303,13.47746,77.394615,0.0071129524,7785.903,-69.70304871842265,0.2513836,0.86975425,2129.033640384674,0.03366373,57.860653
True,-1,0.008029326,3.019648,-63.516922,100,0.00074039673,0.8667158,-71.77793,33.116444,19600,0.74919826,5801132,-50.267563,,196,[ 0.335  1.67  -1.168],-75.420654,0.074039675,-109.28134,103.41,4.6366234,53.45783,0.80293256,-57.18693,13.910646,59.01378,0.007491982,8696.481,-71.77793351605534,0.26937777,0.8667158,2133.6027183532715,0.046366233,37.503407
True,-1,0.005668299,17.157738,-54.55242,100,2.233637e-05,0.8631904,-67.88596,5.8282743,19700,1.0154399,5810997,-50.268578,,197,[ 0.253  1.662 -1.15 ],-71.75482,0.002233637,-116.06621,98.65,7.570332,23.757225,0.56682986,-38.52681,12.608759,65.79763,0.010154397,7009.015,-67.88595590502024,0.2754319,0.8631904,2137.7128105163574,0.075703315,48.180252
True,-1,0.008332113,3.2397885,-66.43662,100,0.0003142164,0.86158836,-71.34538,30.866213,19800,0.9936529,5821304,-50.305927,,198,[ 0.139  1.638 -1.144],-76.08265,0.03142164,-142.11772,103.07,6.3879256,41.28487,0.8332112,-57.909836,15.32573,91.8118,0.009936528,19911.168,-71.34538553997874,0.3124664,0.86158836,2142.72873711586,0.06387925,70.77235
True,-1,0.008165378,7.3699427,-66.08301,100,6.470255e-05,0.85837865,-69.75124,13.568626,19900,1.3871745,5831392,-40.200375,,199,[ 0.223  1.632 -1.106],-73.309204,0.006470255,-106.739105,100.88,8.642005,25.73283,0.8165379,-56.42396,12.955219,66.53873,0.013871743,10407.399,-69.75123755484819,0.27252305,0.85837865,2147.633666038513,0.086420044,36.98787
True,-1,0.0073634605,5.397396,-60.886234,100,6.124282e-05,0.859374,-72.25573,18.527452,20000,1.2279204,5841793,-50.091515,,200,[ 0.112  1.618 -1.146],-76.96893,0.006124282,-141.39612,104.01,8.934596,26.449133,0.7363461,-49.93638,16.136938,91.3046,0.012279202,20524.834,-72.25572656705975,0.21872386,0.859374,2152.587301015854,0.08934596,69.14039
True,-1,0.0054621575,14.874843,-55.901226,100,8.645199e-06,0.86303455,-73.025116,6.72276,20100,1.2799048,5852207,-49.4276,,201,[ 0.04  1.6  -1.2 ],-76.88156,0.00086451997,-115.69325,104.14,11.568402,15.406683,0.5462158,-41.027733,14.827411,66.265656,0.012799048,5458.644,-73.0251175032556,0.14141291,0.86303455,2157.7008414268494,0.11568402,42.668137
True,-1,0.0069602774,9.177751,-65.20174,100,1.842509e-05,0.8642908,-71.239265,10.895916,20200,0.86341,5862446,-50.17888,,202,[ 0.064  1.631 -1.278],-76.8799,0.001842509,-169.219,102.39,4.971727,39.38875,0.69602776,-48.113552,17.24656,119.040115,0.008634101,22190.61,-71.2392688255012,0.13124894,0.8642908,2162.3952980041504,0.049717266,97.97973
True,-1,0.0060758614,16.263927,-57.48721,100,2.3939841e-05,0.85845083,-68.33943,6.1485763,20300,0.9080945,5872286,-49.84417,,203,[ 0.062  1.664 -1.288],-72.11631,0.0023939842,-113.30628,98.4,6.0179873,30.92327,0.60758615,-42.25561,12.256514,63.462112,0.0090809455,6346.263,-68.33943334758281,0.1192476,0.85845083,2166.0202536582947,0.06017987,44.96685
True,-1,0.008079389,5.6136384,-69.11101,100,7.831234e-05,0.86469007,-73.7864,17.813759,20400,1.382598,5882883,-50.1946,,204,[ 0.017  1.631 -1.3  ],-78.15298,0.0078312345,-130.99756,105.97,8.28047,25.455465,0.8079388,-58.76521,16.607038,80.80296,0.013825979,18320.082,-73.78639852747321,0.06975152,0.86469007,2170.9741835594177,0.082804695,57.211163
True,-1,0.009479108,1.1516452,-70.70966,100,0.0039895647,0.8577835,-70.01783,86.8323,20500,0.4202581,5892935,-50.126053,,205,[ 0.034  1.654 -1.349],-73.87543,0.39895648,-115.72775,100.52,3.5701456,83.57284,0.9479108,-66.5699,13.706812,65.6017,0.004202581,12589.391,-70.01783320710064,0.08155346,0.8577835,2175.2397952079773,0.035701454,45.709923
True,-1,0.006249732,14.410914,-57.286827,100,0.000114055765,0.86522216,-71.255066,6.939185,20600,0.78823286,5903177,-50.67901,,206,[ 0.048  1.648 -1.337],-74.94776,0.011405577,-110.78117,102.42,4.711704,38.599716,0.62497324,-43.268684,13.162786,60.102165,0.007882328,6412.09,-71.25506184801459,0.14433286,0.86522216,2180.3978188037872,0.047117036,39.52611
True,-1,0.0059983497,11.043277,-54.061943,100,8.825806e-05,0.8632729,-71.066376,9.055284,20700,1.0791516,5913400,-50.091393,,207,[ 0.01   1.672 -1.275],-74.97646,0.008825806,-117.30275,102.23,8.387709,23.603329,0.59983504,-41.06815,14.382395,67.21136,0.010791516,7839.6895,-71.06637011453509,0.15161945,0.8632729,2184.589380979538,0.08387709,46.23638
True,-1,0.0053789658,23.234983,-56.018547,100,3.9740844e-06,0.8634447,-69.59093,4.303855,20800,1.0744758,5923432,-49.73588,,208,[-0.004  1.706 -1.267],-73.198326,0.00039740847,-108.22194,100.32,6.391287,20.039236,0.5378965,-38.62992,14.48577,58.486057,0.010744758,4969.4907,-69.5909260058403,0.037071194,0.8634447,2189.034688949585,0.06391287,38.631012
