InitialBound,EmpiricalD2,ReturnMeanIW,Bound,J_sample_variance,ESSClassic,MaxIWNorm,MeanIWNorm,InitialReturnMax,OptimizationReturnMax,ReturnStepMax,TimeElapsed,InitialReturnStd,Iteration,MeanEntropy,LearnableVariance,InitialReturnMean,ESSRenyi,EpLenMean,MeanIW,TimestepsSoFar,EpRewMean,VarianceInit,OptimizationReturnMin,MinIW,ReturnStepMaxmin,StdIW,MinIWNorm,EpThisIter,MaxIW,Weights,EpisodesSoFar,OptimizationReturnMean,InitialReturnMin,StdIWNorm
-419.56195,27.32691,-271.6727,-343.74844,76377.78,25.591396,0.06418181,0.006646858,-396.31848,17.314453,0.8498319,755.1116468906403,3.7223887,11,1.5325822,True,-405.77417,3.6593966,500.0,0.6646859,550000,-405.774186989218,-1,,0.0005984767,0.8498319,1.1333945,5.9847666e-06,100,6.4181814,[0.096 0.44  0.145],1100,7.8587513,-413.63293,0.011333944
-424.3575,31.849815,-153.15768,-231.37653,24669.062,19.885357,0.06324106,0.003754311,-403.93356,11.861389,0.8498184,822.1314401626587,2.7677186,12,1.5305898,True,-410.49765,3.1397357,500.0,0.3754311,600000,-410.4976696018875,-1,,0.014977064,0.8498184,0.75356287,0.00014977064,100,6.324106,[0.044 0.317 0.114],1200,5.297281,-415.79495,0.0075356285
-416.44046,52.39256,-173.27242,-272.9201,32182.809,18.160353,0.047447044,0.004314321,-383.77383,29.229675,0.85019255,898.2494094371796,4.9646025,13,1.4645578,True,-402.6737,1.908668,500.0,0.43143207,650000,-402.67366883426905,-1,,0.00079625845,0.85019255,0.91586655,7.962584e-06,100,4.7447047,[0.031 0.49  0.112],1300,10.329839,-413.0035,0.009158664
-413.05884,2.6192844,-329.2153,-351.37747,114141.78,31.868036,0.09620452,0.0081803715,-381.38226,29.429138,0.85242945,954.0379004478455,6.0935802,14,1.4885256,True,-399.36514,38.178368,500.0,0.8180372,700000,-399.3651273575425,-1,,0.040640708,0.85242945,1.1961093,0.00040640708,100,9.620452,[0.042 0.514 0.046],1400,11.44628,-410.8114,0.011961092
-417.5226,22.837278,-237.83128,-303.8426,60415.227,15.527119,0.10015428,0.005889745,-390.9837,23.41397,0.85021996,1007.4718055725098,4.9909496,15,1.5411775,True,-403.70938,4.3788056,500.0,0.5889745,750000,-403.70935473009945,-1,,0.008769112,0.85021996,1.3737564,8.7691114e-05,100,10.015429,[0.018 0.479 0.07 ],1500,10.688319,-414.39767,0.013737562
-416.61414,35.637417,-210.02074,-292.4145,47415.902,34.460556,0.033681877,0.0052260845,-392.6472,21.412048,0.8498977,1076.9095804691315,4.474874,16,1.5913805,True,-402.8122,2.8060396,500.0,0.52260846,800000,-402.8121794982255,-1,,0.0028450503,0.8498977,0.72072023,2.8450502e-05,100,3.368188,[0.027 0.49  0.122],1600,11.247056,-414.05923,0.007207202
-414.5579,21.687664,-270.25848,-334.3749,77398.04,16.26037,0.13365689,0.006696117,-382.09375,30.93872,0.8497888,1145.1965034008026,6.326073,17,1.6433113,True,-400.79016,4.610916,500.0,0.6696118,850000,-400.79014210313557,-1,,0.0079371445,0.8497888,1.5195794,7.937144e-05,100,13.365689,[0.105 0.545 0.172],1700,12.242323,-413.03247,0.015195794
-417.17624,26.468853,-132.13692,-202.90622,18671.414,17.353022,0.045163106,0.0032883917,-390.67575,21.990234,0.8518687,1216.4200892448425,5.0103216,18,1.5842313,True,-403.42075,3.7780254,500.0,0.32883915,900000,-403.4207494316995,-1,,0.0025129376,0.8518687,0.7176446,2.5129375e-05,100,4.5163107,[0.046 0.536 0.224],1800,9.245232,-412.666,0.0071764453
-413.37762,1.1105375,-393.72726,-408.1384,165977.39,90.79079,0.01922031,0.009878294,-383.4766,26.776947,0.85118026,1293.227407693863,5.8396316,19,1.5766189,True,-399.70255,90.046486,500.0,0.98782945,950000,-399.7025410361588,-1,,0.47670487,0.85118026,0.31460997,0.0047670486,100,1.9220309,[0.055 0.569 0.165],1900,10.550998,-410.25354,0.0031460996
-412.41116,1.1790234,-392.4148,-407.22513,165517.84,85.31378,0.024546089,0.009888563,-381.4988,27.69101,0.85269606,1358.2501463890076,6.1511316,20,1.5719095,True,-398.77158,84.815956,500.0,0.9888564,1000000,-398.77154039382935,-1,,0.42380074,0.85269606,0.41027844,0.004238007,100,2.454609,[0.03  0.584 0.158],2000,10.418277,-409.18982,0.004102784
-409.8969,29.76308,-236.46257,-311.4051,60523.02,25.581451,0.05573178,0.005931265,-380.53036,31.57724,0.85241556,1429.7357122898102,6.964791,21,1.625608,True,-396.16,3.3598673,500.0,0.5931266,1050000,-396.1600186376274,-1,,0.0032624372,0.85241556,1.0116386,3.262437e-05,100,5.5731783,[0.01  0.61  0.153],2100,15.947583,-412.1076,0.010116386
-414.36905,31.386131,-223.05667,-300.3942,54738.21,13.228876,0.107749544,0.005590682,-377.24503,36.890625,0.84939146,1504.3395457267761,6.756302,22,1.5633671,True,-400.56458,3.1861205,500.0,0.55906826,1100000,-400.5645236158371,-1,,0.00010580523,0.84939146,1.4318284,1.0580522e-06,100,10.774955,[0.009 0.586 0.207],2200,13.571128,-414.13565,0.014318284
-411.93173,29.644348,-201.59282,-276.13367,44976.12,20.424423,0.07867612,0.005113371,-380.28326,30.435669,0.8514609,1576.323079109192,6.1599865,23,1.5765768,True,-398.2411,3.3733244,500.0,0.5113371,1150000,-398.241088604033,-1,,0.0042430805,0.8514609,1.0093048,4.2430805e-05,100,7.8676124,[0.016 0.586 0.144],2300,12.477847,-410.71893,0.010093047
-401.3105,17.92233,-290.00952,-347.27167,90787.31,21.699373,0.091175705,0.0073792445,-297.1609,108.6199,0.85178745,1636.0653517246246,13.18141,24,1.624709,True,-387.78455,5.5796313,498.76,0.7379246,1199876,-387.7844906565547,-1,,0.012282345,0.85178745,1.4017515,0.00012282345,100,9.117571,[0.096 0.694 0.158],2400,17.996305,-405.7808,0.014017515
-407.11774,1.3021699,-377.7657,-393.2877,154218.77,73.289764,0.037908662,0.009572525,-372.3198,35.75107,0.85135436,1702.3995180130005,7.331647,25,1.6106447,True,-393.51535,76.79489,500.0,0.95725244,1249876,-393.5153642849624,-1,,0.06694791,0.85135436,0.577888,0.0006694791,100,3.7908661,[0.071 0.664 0.206],2500,14.555495,-408.07086,0.0057788803
-408.16946,42.261375,-159.66139,-247.94513,28510.701,27.262968,0.030244822,0.004104231,-366.33655,41.07196,0.8523164,1768.9429442882538,6.9086175,26,1.5843476,True,-394.58917,2.366227,500.0,0.41042313,1299876,-394.58917869865894,-1,,0.0073726582,0.8523164,0.67038304,7.372658e-05,100,3.0244823,[0.034 0.649 0.192],2600,12.819327,-407.4085,0.006703831
-390.4041,40.91364,-154.17102,-242.61057,34784.266,23.196432,0.0407604,0.0042668935,-170.23709,244.55801,0.86001086,1831.1172361373901,35.679615,27,1.5487053,True,-376.5776,2.4441726,492.67,0.42668933,1349143,-376.5775978383422,-1,,0.00037480297,0.86001086,0.7764114,3.7480297e-06,100,4.0760403,[0.052 0.76  0.165],2700,38.21751,-414.7951,0.0077641145
-364.9847,21.51826,-216.57664,-277.94067,124930.55,19.540464,0.078502536,0.0071850843,-153.16156,243.69312,0.8572387,1893.5011956691742,48.065735,28,1.5259289,True,-351.75626,4.6472163,474.67,0.7185085,1396610,-351.7562439695001,-1,,0.0022978096,0.8572387,1.4579855,2.2978094e-05,100,7.850254,[0.344 0.802 0.13 ],2800,45.098434,-396.85468,0.014579855
-282.7358,8.350694,-227.65282,-263.90427,198924.9,35.006523,0.09011018,0.009929731,-106.01191,270.3323,0.8586141,1940.2188138961792,70.49021,29,1.5390204,True,-270.191,11.975053,379.66,0.992973,1434576,-270.1909974984825,-1,,0.013088561,0.8586141,1.353,0.0001308856,100,9.011019,[0.333 0.881 0.107],2900,106.15321,-376.3442,0.013529999
-267.0628,6.329611,-150.96936,-182.49672,151487.34,28.855936,0.065597005,0.007631364,-95.61575,280.32587,0.86137223,1985.773803472519,72.46627,30,1.4955652,True,-254.53143,15.798759,358.34,0.7631364,1470410,-254.53140369698406,-1,,0.004839056,0.86137223,1.1982677,4.839056e-05,100,6.5597005,[0.36  0.944 0.12 ],3000,121.4102,-375.94162,0.0119826775
-204.47028,12.413623,-109.27199,-152.88863,123481.03,30.182673,0.059458293,0.00682026,-82.40752,288.9773,0.85915846,2015.2919142246246,53.607674,31,1.4363347,True,-192.09077,8.055666,269.31,0.6820261,1497341,-192.0907923820615,-1,,0.002378488,0.85915846,1.0372986,2.378488e-05,100,5.9458294,[0.37  0.981 0.077],3100,179.294,-371.3848,0.010372985
-173.26453,9.43061,-106.89825,-136.3119,51088.78,39.457146,0.05452483,0.006842541,-74.91138,212.43149,0.8621975,2042.8638701438904,42.40505,32,1.4759651,True,-163.68645,10.603768,230.4,0.68425405,1520381,-163.68644573524594,-1,,0.003812799,0.8621975,0.8475902,3.812799e-05,100,5.452483,[0.2   1.001 0.017],3200,123.65642,-287.34286,0.0084759025
-172.88004,8.370684,-96.57504,-123.921326,98059.96,21.217596,0.11625614,0.0069847093,-95.01219,188.54396,0.8654312,2069.5012500286102,36.97633,33,1.4509972,True,-163.42818,11.946456,229.86,0.698471,1543367,-163.42817488253115,-1,,0.0010185636,0.8654312,1.3459064,1.0185636e-05,100,11.625614,[0.218 1.062 0.057],3300,120.12797,-283.55615,0.013459063
-145.8097,12.5645895,-82.84433,-110.18004,51144.453,26.080383,0.085593164,0.0069720633,-74.218185,157.13603,0.8629116,2091.7229113578796,31.41515,34,1.3709244,True,-138.09789,7.958875,194.23,0.6972063,1562790,-138.09787499532104,-1,,0.00047540665,0.8629116,1.1737732,4.754066e-06,100,8.559317,[0.203 1.142 0.032],3400,93.25634,-231.35422,0.011737731
-128.92783,15.63337,-54.983055,-81.76049,10009.298,36.661945,0.03641067,0.0043311864,-61.90416,141.26787,0.86639684,2116.8727774620056,28.643368,35,1.3971603,True,-122.155426,6.3965735,171.34,0.43311867,1579924,-122.15543166801334,-1,,0.011993295,0.86639684,0.56928736,0.00011993294,100,3.6410673,[ 0.201  1.175 -0.048],3500,81.016594,-203.17203,0.005692873
-149.22604,15.647309,-78.1132,-108.66899,33217.023,24.461683,0.07591057,0.0060160398,-83.961464,147.7753,0.859475,2148.0168282985687,30.693481,36,1.3166541,True,-141.50146,6.3908753,198.67,0.6016041,1599791,-141.50146654427053,-1,,4.1868272e-05,0.859475,1.0571858,4.186827e-07,100,7.5910573,[ 0.22   1.08  -0.022],3600,90.23529,-231.73676,0.010571857
-122.0038,11.586426,-59.868366,-81.850784,14378.678,40.123642,0.035692867,0.0053130253,-62.35511,131.38608,0.85795027,2171.359356880188,25.89904,37,1.3934784,True,-115.54576,8.63079,163.2,0.5313025,1616111,-115.54576320305466,-1,,0.009664033,0.85795027,0.649037,9.6640324e-05,100,3.5692868,[ 0.171  1.118 -0.102],3700,78.19543,-193.7412,0.00649037
-136.1306,14.1576805,-60.105244,-85.3278,12286.512,29.25904,0.04015892,0.0047505996,-82.86978,118.2312,0.8590317,2198.055166721344,27.45998,38,1.3189728,True,-129.42726,7.063304,182.79,0.47505996,1634390,-129.4272401817143,-1,,0.0007227018,0.8590317,0.7386758,7.2270177e-06,100,4.015892,[ 0.192  1.126 -0.025],3800,71.67374,-201.10098,0.0073867575
-123.629005,10.893246,-65.579704,-89.03999,25545.7,30.746977,0.050675035,0.00598683,-60.595993,152.64755,0.86296755,2226.225490093231,26.22867,39,1.2330934,True,-116.52089,9.18,164.29,0.598683,1650819,-116.52088731095195,-1,,0.0020611698,0.86296755,0.89849377,2.0611698e-05,100,5.0675035,[ 0.403  1.108 -0.1  ],3900,96.722664,-213.24355,0.008984937
-122.47575,4.9667053,-84.07377,-99.29126,36623.438,33.028957,0.07530136,0.0076942868,-74.38604,130.46124,0.8579937,2250.4170985221863,26.422894,40,1.218388,True,-115.64752,20.134071,163.19,0.7694286,1667138,-115.64752106845378,-1,,0.01605664,0.8579937,1.0956315,0.0001605664,100,7.5301356,[ 0.494  1.09  -0.186],4000,89.19977,-204.84729,0.010956314
-119.93381,12.456312,-60.037918,-87.31158,35595.32,32.182003,0.045659155,0.0061063953,-70.449326,161.38084,0.8619252,2274.5737931728363,25.123556,41,1.1386894,True,-112.20612,8.028058,158.86,0.6106395,1683024,-112.20612867593765,-1,,0.0004127347,0.8619252,0.8864431,4.127347e-06,100,4.5659156,[ 0.667  1.135 -0.201],4100,119.62405,-231.83017,0.00886443
-109.00902,17.04116,-61.308308,-84.08169,27045.336,16.404467,0.10731067,0.006540743,-72.90015,92.600296,0.8587026,2296.0448145866394,19.541948,42,1.037491,True,-103.49234,5.868145,147.12,0.6540743,1697736,-103.49234161362052,-1,,0.0037892316,0.8587026,1.4765141,3.7892314e-05,100,10.731067,[ 0.665  1.183 -0.28 ],4200,62.008102,-165.50044,0.014765141
-104.96449,1.4610828,-94.77332,-101.62357,28534.684,68.91154,0.0362645,0.00947143,-61.342995,108.67315,0.86113596,2314.744605779648,20.487225,43,1.0256199,True,-99.29729,68.44239,140.76,0.947143,1711812,-99.29728243172168,-1,,0.1693955,0.86113596,0.6361642,0.001693955,100,3.6264503,[ 0.67   1.157 -0.381],4300,70.71886,-170.01614,0.006361641
-106.82312,5.8353686,-82.060646,-95.4957,25888.541,30.21047,0.095944114,0.008169756,-61.008533,105.84157,0.86154115,2336.71186542511,21.013723,44,1.0959909,True,-101.261444,17.136877,144.17,0.81697565,1726229,-101.26145055904985,-1,,0.018904492,0.86154115,1.2417251,0.00018904492,100,9.594412,[ 0.737  1.132 -0.393],4400,65.588646,-166.8501,0.01241725
-111.941666,11.377922,-71.267296,-89.87608,19830.11,16.285233,0.09205297,0.006493425,-62.958084,102.545654,0.86479175,2358.8126797676086,20.30439,45,1.029414,True,-106.42488,8.788951,150.43,0.6493425,1741272,-106.42488044247031,-1,,0.0016227878,0.86479175,1.4722376,1.6227877e-05,100,9.2052965,[ 0.75   1.139 -0.323],4500,59.07886,-165.50374,0.014722376
-109.3593,13.657929,-44.54901,-67.618034,9588.2,28.442553,0.037874747,0.004294331,-62.73613,124.529495,0.8623896,2383.505709171295,23.271944,46,0.98899853,True,-103.11711,7.321754,146.05,0.4294331,1755877,-103.1171138985455,-1,,0.0009907258,0.8623896,0.6811436,9.907258e-06,100,3.7874746,[ 0.733  1.081 -0.39 ],4600,84.148506,-187.26562,0.0068114353
-112.71207,16.088533,-52.349392,-73.26038,7256.505,43.78417,0.030112905,0.004989791,-73.87655,82.52378,0.8657905,2409.4522635936737,20.77933,47,1.0732468,True,-107.49872,6.215607,152.79,0.49897918,1771156,-107.49872133970261,-1,,0.018588679,0.8657905,0.5653966,0.00018588679,100,3.0112906,[ 0.992  1.087 -0.43 ],4700,48.90161,-156.40033,0.0056539658
-119.08224,6.1905613,-74.14425,-91.49754,36055.37,34.347248,0.06785076,0.0071453843,-74.10553,135.13132,0.85832655,2435.3250494003296,27.990334,48,1.1165116,True,-112.10769,16.153624,159.08,0.7145384,1787064,-112.10767886072398,-1,,0.020481726,0.85832655,0.9878842,0.00020481726,100,6.785076,[ 1.015  1.091 -0.346],4800,97.12917,-209.23685,0.009878842
-111.54626,15.207076,-55.273758,-77.551704,14131.56,38.42175,0.04407796,0.005780611,-65.56932,105.81596,0.8610616,2458.685924053192,21.811592,49,1.1281694,True,-105.833405,6.5758862,150.61,0.57806116,1802125,-105.83340908393264,-1,,0.0018955356,0.8610616,0.7318111,1.8955356e-05,100,4.407796,[ 0.961  1.14  -0.302],4900,65.55188,-171.38528,0.0073181107
-106.10954,16.264097,-50.991943,-76.31084,14560.094,31.649319,0.038012333,0.0050869267,-63.13217,125.21152,0.86365026,2481.4751286506653,22.063337,50,1.0947874,True,-99.83143,6.1485124,142.62,0.5086927,1816387,-99.8314270375669,-1,,0.0039661056,0.86365026,0.74755776,3.9661056e-05,100,3.8012335,[ 0.96   1.221 -0.291],5000,88.51227,-188.34369,0.0074755778
-112.07511,15.650568,-61.300278,-84.34251,17204.89,31.062424,0.048494257,0.0061493875,-64.390205,110.345085,0.85764337,2500.428018808365,23.840862,51,1.0391655,True,-106.2506,6.3895445,150.85,0.6149387,1831472,-106.250601926893,-1,,0.0005975604,0.85764337,0.91609836,5.9756044e-06,100,4.849426,[ 0.877  1.144 -0.324],5100,68.48469,-174.73529,0.009160984
-114.93678,12.568523,-71.67682,-92.94458,28474.904,25.883314,0.06930322,0.007290878,-62.793365,117.176926,0.8586448,2525.1125073432922,23.236275,52,0.99682516,True,-108.937775,7.956384,155.05,0.72908777,1846977,-108.93777509644627,-1,,0.00050515326,0.8586448,1.2337519,5.0515328e-06,100,6.9303226,[ 0.991  1.076 -0.38 ],5200,71.03252,-179.97029,0.012337518
-108.92907,12.584868,-73.244385,-97.06612,40565.117,27.38283,0.06736919,0.0073352284,-63.19836,138.25302,0.85796255,2547.222294807434,25.397911,53,0.95097196,True,-102.21402,7.9460506,145.58,0.7335228,1861535,-102.21402128905058,-1,,0.0024348726,0.85796255,1.1945219,2.4348725e-05,100,6.7369194,[ 1.046  1.14  -0.422],5300,99.237366,-201.45139,0.01194522
-106.17054,9.530468,-72.33081,-89.00742,22849.826,33.397346,0.06786367,0.007745809,-64.32742,97.73114,0.8651562,2569.2830905914307,19.182762,54,0.97888154,True,-100.76858,10.492664,143.73,0.77458084,1875908,-100.76858469635248,-1,,0.0055513713,0.8651562,1.0938468,5.5513712e-05,100,6.7863674,[ 1.016  1.075 -0.468],5400,61.289974,-162.05856,0.010938468
-104.01585,19.029678,-48.752098,-70.6944,9676.109,23.90776,0.05787737,0.0051968996,-62.37129,88.52812,0.8654047,2586.734651327133,18.81356,55,0.88580185,True,-98.98585,5.2549496,140.58,0.51969,1889966,-98.98585447326303,-1,,8.944189e-05,0.8654047,0.92713946,8.944189e-07,100,5.787737,[ 1.009  1.136 -0.44 ],5500,51.913563,-150.89941,0.009271395
-105.46174,14.660418,-69.4578,-88.930275,17374.998,33.068375,0.054454144,0.0073509105,-63.341484,89.22854,0.8628273,2608.3136563301086,20.229815,56,0.9005684,True,-100.37607,6.8210883,142.57,0.7350911,1904223,-100.37606748893857,-1,,0.004606123,0.8628273,1.0458044,4.606123e-05,100,5.4454145,[ 1.166  1.119 -0.533],5600,52.193954,-152.57002,0.010458043
-101.523445,22.54287,-42.207928,-70.16297,10565.938,27.796995,0.04131051,0.0045099235,-62.63418,114.00083,0.85835046,2629.4168956279755,21.90432,57,0.8008625,True,-95.63561,4.4359927,136.22,0.45099232,1917845,-95.63561093449593,-1,,0.001507337,0.85835046,0.7268551,1.50733695e-05,100,4.131051,[ 1.192  1.184 -0.518],5700,80.9994,-176.63501,0.0072685513
-104.6584,1.1383041,-96.911026,-102.321205,22137.492,85.72757,0.02806376,0.009605712,-63.333763,88.7924,0.8632405,2646.5114958286285,18.35013,58,0.81827515,True,-99.58754,87.84998,142.31,0.9605713,1932076,-99.5875390559435,-1,,0.32397032,0.8632405,0.39193895,0.0032397031,100,2.806376,[ 1.326  1.165 -0.618],5800,52.538624,-152.12616,0.0039193896
-105.09677,14.586205,-58.856087,-79.68556,20496.598,21.409266,0.07398732,0.006467515,-63.5997,100.017334,0.85824287,2666.310480594635,23.29566,59,0.74019533,True,-99.64286,6.855793,142.75,0.6467516,1946351,-99.64286618247628,-1,,0.0015974361,0.85824287,1.2391455,1.5974361e-05,100,7.398732,[ 1.317  1.158 -0.601],5900,63.97417,-163.61703,0.012391455
-104.1151,16.793196,-63.22382,-84.91678,22825.627,19.170507,0.09017421,0.006874637,-65.10828,93.70004,0.8598079,2687.205783367157,19.191652,60,0.6663189,True,-98.82149,5.954793,141.76,0.68746376,1960527,-98.82148358896374,-1,,0.0003452641,0.8598079,1.4116204,3.4526408e-06,100,9.017422,[ 1.292  1.116 -0.679],6000,59.98683,-158.80832,0.014116204
-102.28105,12.916818,-48.18605,-70.06494,13636.915,33.318123,0.0346917,0.0051735453,-63.57151,119.05709,0.86056566,2706.541328430176,19.30453,61,0.71282905,True,-96.19343,7.741845,137.94,0.51735455,1974321,-96.19342976212502,-1,,0.013935983,0.86056566,0.7319003,0.00013935984,100,3.46917,[ 1.298  1.07  -0.753],6100,86.43517,-182.6286,0.0073190024
-110.25982,9.90883,-70.37976,-88.7805,20994.174,34.709816,0.066269726,0.0068602897,-65.6016,109.76443,0.86281383,2729.7864253520966,25.259127,62,0.7681689,True,-104.414276,10.09201,148.8,0.6860289,1989201,-104.4142907936871,-1,,0.012192727,0.86281383,0.94089276,0.00012192727,100,6.6269727,[ 1.455  1.068 -0.706],6200,70.95174,-175.36603,0.009408927
-104.81825,15.479796,-45.942787,-65.590225,6073.9097,36.402973,0.034400705,0.0046266974,-65.00028,84.811,0.86405927,2749.359066963196,17.234634,63,0.8196364,True,-99.824554,6.4600334,143.2,0.46266973,2003521,-99.82454497203231,-1,,0.0061103883,0.86405927,0.61153466,6.1103885e-05,100,3.4400706,[ 1.446  1.105 -0.651],6300,49.98674,-149.81128,0.006115346
-108.10947,13.11565,-65.14428,-84.23976,17426.342,26.286608,0.08018014,0.0067469077,-62.684418,95.49754,0.861123,2767.4125640392303,18.48019,64,0.81604046,True,-102.83674,7.624479,146.84,0.6746908,2018205,-102.83673498019576,-1,,0.0029426536,0.861123,1.1298237,2.9426536e-05,100,8.018014,[ 1.337  1.072 -0.599],6400,55.34523,-158.18196,0.011298236
-107.37502,12.855904,-53.33843,-76.64824,25195.938,25.488422,0.047010966,0.005775113,-63.225124,131.80815,0.8568794,2786.364244222641,22.970982,65,0.7234146,True,-100.873924,7.7785277,145.09,0.5775113,2032714,-100.8739134991169,-1,,0.003591235,0.8568794,0.9874177,3.5912348e-05,100,4.7010965,[ 1.328  1.135 -0.603],6500,94.15936,-195.03328,0.009874177
-101.169754,16.103355,-52.157757,-74.06793,15043.983,23.626322,0.069210604,0.005760334,-52.42303,111.37508,0.85693914,2807.5159573554993,20.092571,66,0.6264893,True,-95.70983,6.209886,136.61,0.5760334,2046375,-95.7098257239163,-1,,0.00014296333,0.85693914,1.0356702,1.4296332e-06,100,6.9210606,[ 1.378  1.153 -0.696],6600,68.08829,-163.79811,0.010356701
-101.33063,21.826557,-50.57066,-76.90573,14565.163,26.771803,0.05702937,0.0055127186,-63.38961,105.717995,0.8672389,2824.3960330486298,21.731937,67,0.5181047,True,-95.6937,4.5815744,137.23,0.55127186,2060098,-95.69370343700051,-1,,4.5468565e-05,0.8672389,0.9117297,4.5468565e-07,100,5.702937,[ 1.293  1.141 -0.792],6700,73.4139,-169.1076,0.009117297
-100.35762,9.105915,-67.06247,-84.0521,22464.635,33.920795,0.051911037,0.0073445346,-52.08174,116.82362,0.85726345,2843.264893054962,21.690891,68,0.5423889,True,-94.72745,10.981873,135.02,0.7344534,2073600,-94.72744456067682,-1,,0.018003948,0.85726345,1.0250937,0.00018003948,100,5.191104,[ 1.295  1.158 -0.901],6800,74.177925,-168.90536,0.010250936
-99.80364,5.1705317,-71.75119,-85.90958,35738.773,35.487404,0.070413515,0.008034407,-53.95279,132.84308,0.8569058,2860.856389284134,20.655533,69,0.610175,True,-93.57711,19.34037,134.35,0.80344087,2087035,-93.57711311161518,-1,,0.04121914,0.8569058,1.0832758,0.0004121914,100,7.0413513,[ 1.319  1.198 -0.877],6900,93.21875,-186.79587,0.010832757
