EpRewMean,Epsilon,Weights,StdIW,MaxIW,Inner Iteration,OptimizationReturnMin,InitialBound,InitialReturnMax,MeanEntropy,MinIW,ESSRenyiArithmetic,MinTargetPdf,MinBehavPdf,EmpiricalD2Harmonic,EpThisIter,TimeElapsed,OptimizationReturnMax,EpisodesSoFar,InitialReturnStd,ESSRenyiHarmonic,StdWReturnMean,ReturnStepMax,Bound,DivergenceHarmonic,EpLenMean,MeanD2-0,Iteration,MeanIW,InitialReturnMean,WReturnMean,InitialReturnMin,TimestepsSoFar,OptimizationReturnMean,Penalization,VarianceInitializer,ReturnMeanIW,ReturnStepMaxmin,LearnableVariance,EmpiricalD2Arithmetic
-65.48341512486338,2.0,[0.015 2.387],789.4528,5814.876,1,,-743.19574,-50.258705,0.4189424,0.02211556,100.0,-70.4178,-70.4178,1.0,100,917.0137815475464,39.758476,6800,9.412747,100.0,,0.86303526,-6776106.0,16131905000.0,95.08,1.0,68,176.9929,-65.48342,690.5055,-90.01718,1108532,24.533768,True,-1.0,83718.41,0.86303526,,1.0
-63.98764498323202,2.0,[-0.235  2.38 ],13882.418,130026.01,1,,-800.44446,-49.41935,0.4189424,0.131716,100.0,-67.400085,-67.400085,1.0,100,926.0321910381317,40.225075,6900,9.393643,100.0,,0.862118,-2371564000.0,1931399700000000.0,93.07,1.0,69,3003.3926,-63.987648,746.5108,-89.644424,1117839,25.65678,True,-1.0,1235566.2,0.862118,,1.0
-65.56416962966323,2.0,[-0.327  2.295],11740116.0,118041624.0,1,,-1525.5581,-49.959587,0.4189424,0.09678916,100.0,-65.00669,-65.00669,1.0,100,934.1387538909912,51.581177,7000,11.939742,100.0,,0.86252564,-2022012500000000.0,5.1981047e+26,95.22,1.0,70,1268590.5,-65.56417,1436.8728,-101.540764,1127361,35.976593,True,-1.0,435893440.0,0.86252564,,1.0
-62.63364426165819,2.0,[-0.381  2.407],413178270.0,4152991700.0,1,,-1109.5691,-49.13687,0.4189424,0.019747349,100.0,-64.21137,-64.21137,1.0,100,942.6618151664734,44.25776,7100,9.901581,100.0,,0.8597672,-1.8150317e+16,7.7277362e+28,91.05,1.0,71,41981090.0,-62.633648,1044.2795,-93.39463,1136466,30.760984,True,-1.0,18955205000.0,0.8597672,,1.0
-62.300416801273826,2.0,[-0.399  2.531],10818245.0,102460930.0,1,,-1332.6227,-39.838593,0.4189424,0.4218724,100.0,-59.85473,-59.85473,1.0,100,951.0776519775391,56.051056,7200,9.983228,100.0,,0.86373615,-1.4425413e+18,1.8974215e+32,90.05,1.0,72,1762569.9,-62.300415,1227.9012,-95.88965,1145471,33.58923,True,-1.0,750837200.0,0.86373615,,1.0
-63.00876896500588,2.0,[-0.429  2.653],280277200.0,2817074000.0,1,,-1165.989,-49.235588,0.4189424,0.36425152,100.0,-69.639275,-69.639275,1.0,100,958.746363401413,45.126694,7300,10.726963,100.0,,0.8568294,-46128318000000.0,4.614828e+23,91.64,1.0,73,28396224.0,-63.00877,1098.1105,-94.36228,1154635,31.353516,True,-1.0,15294749000.0,0.8568294,,1.0
-61.88385455518961,2.0,[-0.497  2.548],47473748.0,464983230.0,1,,-892.4197,-49.618332,0.4189424,0.03623845,100.0,-64.272354,-64.272354,1.0,100,967.545830488205,39.466248,7400,10.031047,100.0,,0.8594463,-2.3303382e+18,2.0145453e+33,89.58,1.0,74,6439982.5,-61.883858,840.5013,-89.08458,1163593,27.200722,True,-1.0,817664060.0,0.8594463,,1.0
-63.76309276074171,2.0,[-0.512  2.672],1083358.2,6686027.0,1,,-1653.2014,-39.957813,0.4189424,0.071048945,100.0,-62.388832,-62.388832,1.0,100,976.0033750534058,61.54633,7500,10.126956,100.0,,0.861946,-933127600000000.0,5.4615473e+25,92.94,1.0,75,264026.75,-63.763092,1526.942,-101.50414,1172887,37.74105,True,-1.0,218954340.0,0.861946,,1.0
-63.394052934497594,2.0,[-0.578  2.566],181.39352,1075.4716,1,,-1636.731,-40.15013,0.4189424,0.012778671,100.0,-82.66437,-82.66437,1.0,100,984.5369763374329,60.567535,7600,11.018298,100.0,,0.8673069,-1199981.5,86670776.0,92.39,1.0,76,63.553524,-63.394054,1514.455,-100.71767,1182126,37.323612,True,-1.0,61581.555,0.8673069,,1.0
-62.19574094474316,2.0,[-0.578  2.628],820813800.0,8250329600.0,1,,-1037.6536,-49.24388,0.4189424,0.064778954,100.0,-56.83725,-56.83725,1.0,100,993.2357730865479,42.774208,7700,9.343218,100.0,,0.8642489,-4976501300000000.0,6.6582e+27,90.22,1.0,77,83406370.0,-62.195744,976.66815,-92.01809,1191148,29.82235,True,-1.0,33610762000.0,0.8642489,,1.0
-62.14375621318817,2.0,[-0.533  2.745],751982660.0,5621130000.0,1,,-844.26666,-39.235756,0.4189424,0.33335447,100.0,-61.203827,-61.203827,1.0,100,1000.9123282432556,48.667015,7800,10.089189,100.0,,0.8627081,-3.9465338e+17,2.498821e+31,90.8,1.0,78,116241510.0,-62.14376,765.31854,-87.90277,1200228,25.759018,True,-1.0,64636690000.0,0.8627081,,1.0
-63.00028521105647,2.0,[-0.531  2.62 ],42523124.0,416156900.0,1,,-2176.8872,-49.712982,0.4189424,0.07138091,100.0,-59.37931,-59.37931,1.0,100,1009.5569019317627,57.675888,7900,9.780672,100.0,,0.86335135,-2.5578956e+17,5.321462e+30,92.0,1.0,79,5680206.0,-63.000282,2066.0078,-107.38887,1209428,44.388584,True,-1.0,8334364700.0,0.86335135,,1.0
-62.78673783689737,2.0,[-0.5    2.499],88047950.0,884843700.0,1,,-1770.9531,-39.839752,0.4189424,0.07023299,100.0,-64.89205,-64.89205,1.0,100,1017.2744431495667,61.745834,8000,11.769441,100.0,,0.8584961,-1.3719347e+16,1.1654092e+28,91.7,1.0,80,9686697.0,-62.78674,1643.8705,-101.58559,1218598,38.79885,True,-1.0,4472953300.0,0.8584961,,1.0
-66.92782340377569,2.0,[-0.54   2.618],36155363000.0,363376640000.0,1,,-1936.8674,-49.575134,0.4189424,0.024278352,100.0,-67.16017,-67.16017,1.0,100,1025.2459678649902,58.09828,8100,12.812225,100.0,,0.8597208,-2.1618158e+19,3.6917016e+34,96.94,1.0,81,3635341300.0,-66.927826,1824.3564,-107.673416,1228292,40.74559,True,-1.0,1237331200000.0,0.8597208,,1.0
-61.946146154403685,2.0,[-0.515  2.74 ],75.95436,475.36978,1,,-1186.9606,-39.745476,0.4189424,0.012074168,100.0,-63.717434,-63.717434,1.0,100,1033.2510797977448,53.67604,8200,10.011384,100.0,,0.859467,-822821.44,67819750.0,90.1,1.0,82,31.665838,-61.946148,1090.9268,-93.42152,1237302,31.47537,True,-1.0,31928.283,0.859467,,1.0
-62.329110119491816,2.0,[-0.509  2.678],2837219.8,20406414.0,1,,-667.99243,-49.70854,0.4189424,0.009433191,100.0,-68.063065,-68.063065,1.0,100,1041.0816898345947,35.97719,8300,8.906036,100.0,,0.8554691,-1.4757246e+17,1.1698883e+31,91.17,1.0,83,791040.3,-62.329113,624.8492,-85.68573,1246419,23.356619,True,-1.0,273459680.0,0.8554691,,1.0
-61.25981627508998,2.0,[-0.524  2.802],17039048.0,148699230.0,1,,-737.5391,-49.379745,0.4189424,0.082572415,100.0,-64.164055,-64.164055,1.0,100,1049.2203645706177,36.60314,8400,9.0361185,100.0,,0.86793816,-4.1844337e+17,8.778947e+31,89.16,1.0,84,3291183.8,-61.25982,692.88165,-85.98289,1255335,24.723072,True,-1.0,1314384400.0,0.86793816,,1.0
-61.64675850436092,2.0,[-0.537  2.926],92396070.0,874908740.0,1,,-844.34344,-40.26525,0.4189424,0.8105417,100.0,-69.32674,-69.32674,1.0,100,1057.8003332614899,47.40873,8500,9.592225,100.0,,0.86362857,-2.770472e+16,1.3674664e+29,89.82,1.0,85,14406232.0,-61.64676,769.42706,-87.67398,1264317,26.027222,True,-1.0,1550392200.0,0.86362857,,1.0
-62.37956559762359,2.0,[-0.509  2.804],1415936.6,10062294.0,1,,-1239.8893,-39.782642,0.4189424,0.44913566,100.0,-64.91934,-64.91934,1.0,100,1065.7537269592285,54.955715,8600,9.598489,100.0,,0.86351186,-39888700000000.0,1.5699516e+23,90.97,1.0,86,247616.62,-62.379566,1139.2223,-94.73836,1273414,32.35879,True,-1.0,203626960.0,0.86351186,,1.0
-60.34355009824038,2.0,[-0.567  2.915],203852.05,1899946.8,1,,-863.5086,-39.572514,0.4189424,0.02017366,100.0,-61.314686,-61.314686,1.0,100,1073.446228981018,47.346775,8700,9.083891,100.0,,0.8632426,-9514039000000.0,1.6210943e+22,87.86,1.0,87,41092.227,-60.34355,788.787,-86.91929,1282200,26.575739,True,-1.0,26837530.0,0.8632426,,1.0
-61.926812264621255,2.0,[-0.337  2.818],6056225.0,52006344.0,1,,-701.68164,-40.00759,0.4189424,0.09721246,100.0,-58.651726,-58.651726,1.0,100,1081.0026936531067,45.165504,8800,9.659035,100.0,,0.8604275,-2545726000000000.0,1.4016454e+27,90.45,1.0,88,1240972.4,-61.92681,633.6866,-85.173096,1291245,23.246284,True,-1.0,576704450.0,0.8604275,,1.0
-60.830445727407934,2.0,[-0.104  2.908],5092.523,38670.926,1,,-1014.1704,-40.32567,0.4189424,0.037177723,100.0,-60.5527,-60.5527,1.0,100,1088.8784863948822,49.444176,8900,9.756724,100.0,,0.85560584,-1128366700.0,191433420000000.0,88.18,1.0,89,1359.862,-60.83045,932.68243,-89.769844,1300063,28.9394,True,-1.0,863255.4,0.85560584,,1.0
-61.85122052878141,2.0,[-0.009  2.99 ],6577937.5,49467930.0,1,,-864.1002,-40.991867,0.4189424,0.6183283,100.0,-60.934875,-60.934875,1.0,100,1096.1784999370575,47.16626,9000,9.894167,100.0,,0.8633379,-1745131800000000.0,5.5382545e+26,90.06,1.0,90,1161303.8,-61.85122,789.9479,-88.15813,1309069,26.306908,True,-1.0,602976960.0,0.8633379,,1.0
-62.38506344258785,2.0,[0.039 3.106],733.48303,6329.9277,1,,-1142.2554,-50.616554,0.4189424,0.14409773,100.0,-67.25986,-67.25986,1.0,100,1104.5399680137634,43.093575,9100,9.95467,100.0,,0.8666395,-1241739.1,333743420.0,90.64,1.0,91,177.49353,-62.385063,1080.3552,-93.71013,1318133,31.325066,True,-1.0,110875.77,0.8666395,,1.0
-61.081077152490614,2.0,[0.149 3.164],2058093.5,15278219.0,1,,-609.03754,-49.525967,0.4189424,0.2684245,100.0,-60.725975,-60.725975,1.0,100,1111.9718050956726,33.87261,9200,8.527771,100.0,,0.8696101,-197619670000000.0,2.6699804e+25,89.72,1.0,92,387142.38,-61.081078,570.7935,-83.398575,1327105,22.317497,True,-1.0,53819010.0,0.8696101,,1.0
-63.03295283541083,2.0,[0.2   3.049],134869.28,1355791.5,1,,-542.8619,-50.239494,0.4189424,0.020481424,100.0,-60.6815,-60.6815,1.0,100,1120.3899824619293,33.412476,9300,8.972557,100.0,,0.8590079,-394595170.0,110767870000000.0,92.07,1.0,93,15385.982,-63.032948,505.65063,-83.65197,1336312,20.619017,True,-1.0,2940784.2,0.8590079,,1.0
-61.72056610882282,2.0,[0.289 2.962],914958.75,7905882.5,1,,-711.3699,-40.658867,0.4189424,0.112217434,100.0,-64.54672,-64.54672,1.0,100,1128.7836830615997,44.668236,9400,9.359283,100.0,,0.861107,-979341900000.0,2.1681291e+20,89.43,1.0,94,159316.77,-61.720566,644.8648,-85.3271,1345255,23.606539,True,-1.0,34713052.0,0.861107,,1.0
-65.35296327933669,2.0,[0.355 2.856],5067888600.0,50574880000.0,1,,-1374.009,-50.482727,0.4189424,0.09688742,100.0,-68.354706,-68.354706,1.0,100,1137.7494871616364,49.038193,9500,11.242968,100.0,,0.86593705,-9.324649e+16,1.3532155e+30,95.66,1.0,95,572230500.0,-65.35296,1293.8536,-99.52092,1354821,34.167957,True,-1.0,293121620000.0,0.86593705,,1.0
-61.786433776021006,2.0,[0.395 2.737],281937600.0,2829804800.0,1,,-649.5135,-41.083084,0.4189424,0.54403496,100.0,-59.286156,-59.286156,1.0,100,1147.1235539913177,43.151466,9600,9.13946,100.0,,0.86038935,-3.1853573e+16,2.6337596e+29,89.73,1.0,96,30495452.0,-61.78643,587.44763,-84.23455,1363794,22.448114,True,-1.0,17773206000.0,0.86038935,,1.0
-63.50070698022842,2.0,[0.379 2.861],155593020.0,1564019000.0,1,,-958.2116,-49.966232,0.4189424,1.3811731,100.0,-56.23983,-56.23983,1.0,100,1155.8519332408905,42.06523,9700,9.23184,100.0,,0.8627906,-5.3751587e+19,8.304852e+35,93.23,1.0,97,17798834.0,-63.50071,899.2309,-92.03146,1373117,28.530756,True,-1.0,2655400700.0,0.8627906,,1.0
-63.59356194987893,2.0,[0.593 2.732],197241820.0,1974889000.0,1,,-1188.7538,-50.37496,0.4189424,0.02256268,100.0,-59.07653,-59.07653,1.0,100,1164.4008388519287,45.100403,9800,10.222806,100.0,,0.85982907,-1.4969988e+16,4.874862e+28,93.1,1.0,98,21999006.0,-63.59356,1120.9551,-95.475365,1382427,31.881802,True,-1.0,24623806000.0,0.85982907,,1.0
-66.34453592330217,2.0,[0.552 2.614],328957120.0,3288621800.0,1,,-938.1038,-50.846752,0.4189424,0.04132503,100.0,-62.654816,-62.654816,1.0,100,1173.2268056869507,42.661953,9900,11.812933,100.0,,0.85864615,-2.9917376e+16,2.4317868e+29,96.58,1.0,99,38153724.0,-66.344536,877.43744,-93.508705,1392085,27.16417,True,-1.0,38668747000.0,0.85864615,,1.0
-63.75852368488908,2.0,[0.512 2.496],30597.379,192682.77,1,,-861.8979,-41.269905,0.4189424,0.20151518,100.0,-64.0139,-64.0139,1.0,100,1181.0251479148865,48.67095,10000,9.870329,100.0,,0.8580991,-29667952000000.0,1.4116857e+23,92.68,1.0,100,10269.282,-63.758526,782.9379,-89.94086,1401353,26.182331,True,-1.0,5783749.5,0.8580991,,1.0
-63.290094443559646,2.0,[0.453 2.606],18829128000.0,189242160000.0,1,,-902.4733,-50.804848,0.4189424,0.063618414,100.0,-63.81456,-63.81456,1.0,100,1189.1000890731812,40.072456,10100,9.375184,100.0,,0.85654426,-1.0347283e+17,3.7368538e+30,92.62,1.0,101,1894817000.0,-63.290096,848.94824,-90.877304,1410615,27.587212,True,-1.0,625596800000.0,0.85654426,,1.0
-62.81727862507105,2.0,[0.444 2.73 ],7614577700.0,76532530000.0,1,,-1912.8643,-40.872772,0.4189424,0.026363757,100.0,-71.442474,-71.442474,1.0,100,1196.93252825737,62.957146,10200,9.935454,100.0,,0.8646846,-9.009598e+17,4.650202e+31,91.81,1.0,102,768981800.0,-62.81728,1780.7498,-103.82992,1419796,41.01264,True,-1.0,1422843300000.0,0.8646846,,1.0
-64.61072262704373,2.0,[0.447 2.605],571.91943,3676.2766,1,,-616.4032,-51.01065,0.4189424,0.011563344,100.0,-64.45779,-64.45779,1.0,100,1204.279944896698,35.826508,10300,8.922189,100.0,,0.86533517,-1958518.1,1967384200.0,94.43,1.0,103,191.66739,-64.610725,573.6199,-86.83716,1429239,22.226439,True,-1.0,60797.39,0.86533517,,1.0
-64.66213449940085,2.0,[0.337 2.545],223293.67,2160062.2,1,,-746.43585,-40.552204,0.4189424,0.11904634,100.0,-61.419014,-61.419014,1.0,100,1211.3811762332916,47.988796,10400,9.973665,100.0,,0.8589799,-312124430000000.0,1.65325e+25,94.86,1.0,104,48210.004,-64.66213,669.67413,-88.541,1438725,23.878868,True,-1.0,32781744.0,0.8589799,,1.0
-64.81269134327769,2.0,[0.278 2.435],72758380.0,649854600.0,1,,-1191.0004,-49.741142,0.4189424,0.1092839,100.0,-72.01021,-72.01021,1.0,100,1220.879067659378,46.56475,10500,11.2652,100.0,,0.8683685,-3.0079276e+18,1.732001e+33,95.15,1.0,105,10760147.0,-64.8127,1118.7263,-96.30589,1448240,31.4932,True,-1.0,1019908900.0,0.8683685,,1.0
-64.10101146161556,2.0,[0.232 2.552],26686848.0,216082270.0,1,,-655.9084,-40.624886,0.4189424,0.006632776,100.0,-68.197,-68.197,1.0,100,1229.4767456054688,45.462166,10600,10.179891,100.0,,0.86154747,-5.2203073e+16,5.7416164e+29,93.85,1.0,106,5176701.0,-64.101006,587.0161,-86.08705,1457625,21.986038,True,-1.0,926576900.0,0.86154747,,1.0
-64.3974413047731,2.0,[0.213 2.428],1255845.1,6493979.5,1,,-623.3867,-50.13319,0.4189424,0.024166916,100.0,-67.46413,-67.46413,1.0,100,1236.7982563972473,36.265736,10700,9.771507,100.0,,0.85419357,-1.9921678e+16,2.0649443e+29,93.75,1.0,107,361834.8,-64.39744,579.54767,-86.398926,1467000,22.001484,True,-1.0,104159810.0,0.85419357,,1.0
-66.85969995796681,2.0,[0.243 2.307],4963629.5,49893960.0,1,,-1967.6687,-50.43077,0.4189424,0.006183701,100.0,-70.45828,-70.45828,1.0,100,1244.4460904598236,57.771713,10800,12.132315,100.0,,0.8631096,-7173447000000.0,4.1568025e+21,96.91,1.0,108,518666.6,-66.859695,1856.4188,-108.202484,1476691,41.342785,True,-1.0,642888300.0,0.8631096,,1.0
-64.09727402731777,2.0,[0.158 2.215],2267752.8,15058691.0,1,,-3566.0503,-50.729534,0.4189424,0.4209497,100.0,-70.18153,-70.18153,1.0,100,1251.9672820568085,70.31183,10900,12.59495,100.0,,0.8626843,-2.1868672e+16,1.7610578e+28,92.91,1.0,109,593556.1,-64.097275,3401.2625,-121.04137,1485982,56.944096,True,-1.0,1350616300.0,0.8626843,,1.0
-66.34280439943075,2.0,[0.181 2.093],364.21985,1946.6698,1,,-2258.6355,-50.15868,0.4189424,0.0061644353,100.0,-59.707367,-59.707367,1.0,100,1260.3083238601685,61.1125,11000,10.751176,100.0,,0.8636751,-2838797.8,433540700.0,96.53,1.0,110,135.52136,-66.342804,2134.1465,-111.27118,1495635,44.92838,True,-1.0,246685.7,0.8636751,,1.0
-66.95099861070514,2.0,[0.287 2.025],21269.72,192004.78,1,,-3141.8708,-50.119473,0.4189424,0.011524724,100.0,-75.64448,-75.64448,1.0,100,1268.429693698883,69.76982,11100,13.3097515,100.0,,0.8615751,-16286531000.0,1.0064919e+16,96.58,1.0,111,4496.836,-66.951004,2979.6123,-119.88929,1505293,52.93829,True,-1.0,7852039.0,0.8615751,,1.0
-68.69797093048692,2.0,[0.373 1.935],22383154.0,185712620.0,1,,-1753.0197,-50.529602,0.4189424,0.5415048,100.0,-64.46562,-64.46562,1.0,100,1276.2196817398071,56.951378,11200,11.865241,100.0,,0.8555665,-4.186155e+17,1.4991883e+31,99.95,1.0,112,4432297.5,-68.697975,1644.9059,-107.48098,1515288,38.78301,True,-1.0,3723177000.0,0.8555665,,1.0
-67.4609035551548,2.0,[0.348 2.057],853933800.0,8582913500.0,1,,-2081.046,-40.939632,0.4189424,0.0500678,100.0,-74.48097,-74.48097,1.0,100,1284.5485565662384,68.29997,11300,13.4198675,100.0,,0.8602281,-6.7701954e+17,1.8956692e+31,97.52,1.0,113,86870160.0,-67.4609,1925.5531,-109.23961,1525040,41.778706,True,-1.0,110746270000.0,0.8602281,,1.0
-66.65654465898871,2.0,[0.291 2.169],502095330.0,5043209700.0,1,,-3634.6536,-50.41503,0.4189424,0.24201894,100.0,-76.3519,-76.3519,1.0,100,1292.5552279949188,73.90307,11400,11.302485,100.0,,0.86400723,-7.255881e+16,1.5884418e+29,96.94,1.0,114,53847630.0,-66.65655,3452.6013,-124.3181,1534734,57.661552,True,-1.0,135485390000.0,0.86400723,,1.0
-68.77539958998561,2.0,[0.264 2.291],11326490.0,84143930.0,1,,-992.6238,-49.70732,0.4189424,0.0046882243,100.0,-76.45644,-76.45644,1.0,100,1300.2208433151245,46.97969,11500,11.832067,100.0,,0.860584,-6.872978e+16,8.727539e+29,100.01,1.0,115,2152611.0,-68.7754,919.05585,-96.68701,1544735,27.91161,True,-1.0,1488485200.0,0.860584,,1.0
-66.34174813181161,2.0,[0.487 2.178],206890.3,1914819.1,1,,-1077.5109,-50.4863,0.4189424,0.028028766,100.0,-62.142796,-62.142796,1.0,100,1309.5082504749298,45.51318,11600,11.35267,100.0,,0.864539,-31285595000000.0,2.0529668e+23,96.39,1.0,116,48077.91,-66.34174,1008.4642,-95.99948,1554374,29.657734,True,-1.0,25333920.0,0.864539,,1.0
-66.48127724736929,2.0,[0.426 2.287],5188930.5,52121932.0,1,,-1130.6102,-50.19902,0.4189424,0.036120035,100.0,-72.58597,-72.58597,1.0,100,1317.7896745204926,46.79908,11700,11.239661,100.0,,0.86759377,-63882626000000.0,7.6569805e+23,96.87,1.0,117,574367.56,-66.48128,1057.6064,-96.9981,1564061,30.51682,True,-1.0,93502776.0,0.86759377,,1.0
-68.51957365393639,2.0,[0.35  2.187],32340820.0,243855900.0,1,,-1366.9128,-50.397423,0.4189424,0.29411247,100.0,-64.98702,-64.98702,1.0,100,1326.522122144699,51.94587,11800,11.529298,100.0,,0.8635612,-3.5542238e+18,1.5614497e+33,99.32,1.0,118,5206739.5,-68.51957,1276.9686,-102.34329,1573993,33.82372,True,-1.0,4669585000.0,0.8635612,,1.0
-69.34508218482136,2.0,[0.339 2.063],117000640.0,1075548700.0,1,,-6436.739,-50.74543,0.4189424,0.03699635,100.0,-80.001724,-80.001724,1.0,100,1335.876011133194,95.68066,11900,13.78779,100.0,,0.85711634,-4.5191227e+17,2.1930773e+30,100.57,1.0,119,21609698.0,-69.34508,6131.5845,-146.42609,1584050,77.08101,True,-1.0,134169780000.0,0.85711634,,1.0
-66.15132086902857,2.0,[0.356 2.187],383174180.0,3851982000.0,1,,-1053.9712,-40.61857,0.4189424,0.00059120386,100.0,-69.86769,-69.86769,1.0,100,1345.477128982544,54.16662,12000,11.67364,100.0,,0.86450917,-2.7948708e+19,8.166557e+34,95.67,1.0,120,39613520.0,-66.15132,956.1721,-94.78519,1593617,28.633865,True,-1.0,7435231700.0,0.86450917,,1.0
-67.97577300593257,2.0,[0.324 2.066],8999031.0,56473028.0,1,,-1393.0923,-49.874523,0.4189424,0.13279463,100.0,-69.012726,-69.012726,1.0,100,1355.08109664917,52.63879,12100,10.387046,100.0,,0.86814773,-1.1689756e+19,1.6018793e+34,98.66,1.0,121,2474938.0,-67.97577,1300.7324,-102.51331,1603483,34.53754,True,-1.0,2033637200.0,0.86814773,,1.0
-67.7308077608049,2.0,[0.325 1.941],9403506.0,89294400.0,1,,-1856.8761,-50.310658,0.4189424,0.45429125,100.0,-74.87935,-74.87935,1.0,100,1362.8241062164307,57.56364,12200,11.615737,100.0,,0.85715336,-3.6163668e+16,1.0719991e+29,98.45,1.0,122,1580762.1,-67.730804,1746.4253,-107.8743,1613328,40.14349,True,-1.0,2034262300.0,0.85715336,,1.0
-68.66646324440836,2.0,[0.29  1.821],181.50194,1297.5634,1,,-1598.2123,-49.82717,0.4189424,0.020449258,100.0,-77.65175,-77.65175,1.0,100,1370.2741515636444,55.455032,12300,12.4496,100.0,,0.8606769,-1403568.2,172181200.0,99.35,1.0,123,58.201622,-68.66646,1495.705,-105.2822,1623263,36.615738,True,-1.0,58471.5,0.8606769,,1.0
-69.22599924281239,2.0,[0.301 1.882],176252640.0,1771846500.0,1,,-1542.9896,-50.340923,0.4189424,0.2928541,100.0,-73.129486,-73.129486,1.0,100,1378.5485670566559,54.872524,12400,12.146108,100.0,,0.865294,-5.9962375e+17,3.569278e+31,100.0,1.0,124,18431884.0,-69.226,1442.6243,-105.21345,1633263,35.98745,True,-1.0,19676480000.0,0.865294,,1.0
-66.57974726945162,2.0,[0.3   2.007],5888121.5,59122300.0,1,,-1606.2965,-50.190674,0.4189424,0.08681355,100.0,-80.145546,-80.145546,1.0,100,1387.3880352973938,53.360863,12500,12.019645,100.0,,0.8608319,-2252794000000.0,5.632471e+20,96.17,1.0,125,643075.2,-66.57974,1511.385,-103.55154,1642880,36.971786,True,-1.0,246573000.0,0.8608319,,1.0
-69.26423977613449,2.0,[0.372 1.905],1307.8225,10828.946,1,,-1971.9153,-49.681152,0.4189424,0.011582769,100.0,-66.618454,-66.618454,1.0,100,1394.913954257965,60.789276,12600,12.279636,100.0,,0.8535065,-2837728.2,441369950.0,99.97,1.0,126,257.72342,-69.26424,1848.7395,-110.47043,1652877,41.20619,True,-1.0,249907.97,0.8535065,,1.0
-69.05035946637392,2.0,[0.123 1.926],10768554000.0,108239050000.0,1,,-2030.6086,-50.523518,0.4189424,0.35391578,100.0,-69.12974,-69.12974,1.0,100,1403.6686232089996,60.53426,12700,11.993351,100.0,,0.8642879,-9.428358e+18,5.958124e+33,100.28,1.0,127,1098345200.0,-69.050354,1908.4635,-111.05778,1662905,42.007416,True,-1.0,926177700000.0,0.8642879,,1.0
-67.76551470920444,2.0,[0.156 2.047],12765447.0,128347230.0,1,,-1231.332,-50.329773,0.4189424,0.3273648,100.0,-71.33945,-71.33945,1.0,100,1411.5080053806305,48.928642,12800,12.638447,100.0,,0.8649456,-2.5732898e+17,1.0398417e+31,98.4,1.0,128,1372309.9,-67.76552,1151.5331,-99.258415,1672745,31.4929,True,-1.0,1001995400.0,0.8649456,,1.0
-67.4945302310586,2.0,[0.2  1.93],1879029.5,18154134.0,1,,-1943.641,-50.11229,0.4189424,0.011834581,100.0,-63.98322,-63.98322,1.0,100,1419.5775094032288,58.61373,12900,11.361667,100.0,,0.85141504,-1883369700000000.0,2.704681e+26,97.69,1.0,129,288723.3,-67.49453,1829.1233,-108.72602,1682514,41.23149,True,-1.0,257621470.0,0.85141504,,1.0
-69.0732598605752,2.0,[0.138 1.822],5174900.5,50231600.0,1,,-1127.5049,-50.1827,0.4189424,0.1179623,100.0,-69.85065,-69.85065,1.0,100,1428.4997470378876,49.04078,13000,11.760262,100.0,,0.8632386,-9.15415e+16,1.3039144e+30,100.18,1.0,130,839163.94,-69.073265,1047.3395,-99.22348,1692532,30.150219,True,-1.0,524039400.0,0.8632386,,1.0
-69.04969153106212,2.0,[0.113 1.944],26264820.0,209088450.0,1,,-1430.7405,-50.800335,0.4189424,0.095764495,100.0,-69.946365,-69.946365,1.0,100,1437.6260514259338,53.040348,13100,11.249583,100.0,,0.8608415,-4.240374e+19,2.0446798e+35,99.85,1.0,131,4316777.0,-69.04969,1336.9662,-103.84068,1702517,34.790993,True,-1.0,3242649600.0,0.8608415,,1.0
-68.80134027615189,2.0,[0.088 1.822],16810820.0,167837550.0,1,,-4581.409,-50.22274,0.4189424,0.06990262,100.0,-86.17651,-86.17651,1.0,100,1446.5017354488373,83.31362,13200,12.626017,100.0,,0.85400236,-2.323337e+17,1.0083302e+30,99.48,1.0,132,2274105.2,-68.80134,4350.0396,-133.53636,1712465,64.735016,True,-1.0,5730972700.0,0.85400236,,1.0
-70.66925528079271,2.0,[0.052 1.702],1397.1927,13763.318,1,,-1254.3069,-50.345898,0.4189424,0.027257761,100.0,-76.4196,-76.4196,1.0,100,1454.9374992847443,52.206196,13300,12.121987,100.0,,0.8662711,-1973636.4,404182000.0,102.25,1.0,133,230.33916,-70.66925,1163.458,-102.55209,1722690,31.882837,True,-1.0,147171.47,0.8662711,,1.0
-70.02142777130008,2.0,[0.056 1.764],59531024.0,593381060.0,1,,-1124.0022,-50.292553,0.4189424,1.5801134,100.0,-71.30794,-71.30794,1.0,100,1463.4778592586517,50.06518,13400,10.961786,100.0,,0.8589764,-1.0320586e+19,1.5258365e+34,101.66,1.0,134,7994542.5,-70.02142,1040.4521,-100.357735,1732856,30.336306,True,-1.0,5902834000.0,0.8589764,,1.0
-72.82022956624627,2.0,[0.081 1.642],6038403.0,60657940.0,1,,-2062.905,-49.955376,0.4189424,0.04225857,100.0,-72.4161,-72.4161,1.0,100,1471.863727092743,64.29977,13500,14.430476,100.0,,0.8674591,-6723481400000000.0,2.3800892e+27,104.54,1.0,135,659334.6,-72.82024,1925.0905,-114.25514,1743310,41.434914,True,-1.0,728321660.0,0.8674591,,1.0
