OptimizationReturnMax,ReturnStepMax,InitialReturnMin,TimeElapsed,ReturnMeanIW,Bound,StdIWNorm,EpLenMean,TimestepsSoFar,StdIW,InitialReturnMean,Weights,OptimizationReturnMean,LearnableVariance,MinIWNorm,MinIW,EpisodesSoFar,InitialReturnMax,EpRewMean,InitialBound,MeanIW,VarianceInit,MaxIWNorm,MeanIWNorm,EpThisIter,InitialReturnStd,MaxIW,ESSRenyi,J_sample_variance,ReturnStepMaxmin,Iteration,MeanEntropy,ESSClassic,OptimizationReturnMin,EmpiricalD2
1.2958069,0.8418998,-416.64047,22.08069610595703,-203.93741,-268.94745,0.008419817,500.0,50000,0.8419818,-416.21152,[-0. -0.],0.42893767,,0.00013508144,0.013508145,100,-415.34467,-416.21153167039154,-430.09955,0.49022904,-1.0,0.057910383,0.00490229,100,0.23560221,5.7910385,4.5637264,42139.824,0.8418998,1,0.4189424,25.317095,,21.911919
4.4656067,0.842159,-416.5352,50.529011964797974,-370.27798,-393.28354,0.00664228,500.0,100000,0.66422796,-415.38983,[0.051 0.151],1.145358,,0.00019682854,0.019682854,200,-412.06958,-415.38982909172773,-429.27432,0.8909487,-1.0,0.032004166,0.008909486,100,1.0633701,3.2004166,36.424652,139116.31,0.842159,2,0.4189424,64.275055,,2.7453933
4.552887,0.8421912,-416.45508,81.56359148025513,-272.76526,-331.80164,0.012587244,500.0,150000,1.2587245,-415.59784,[-0.199  0.14 ],0.8572559,,0.00056046585,0.056046586,300,-411.9022,-415.59781942740085,-429.47964,0.6574873,-1.0,0.1052107,0.006574873,100,0.7413418,10.5210705,5.5291,75742.695,0.8421912,3,0.4189424,21.435732,,18.086126
8.924744,0.84286433,-416.35892,116.03000211715698,-256.05222,-331.20615,0.011294846,500.0,200000,1.1294848,-413.44925,[-0.176  0.232],2.9096344,,9.669707e-05,0.009669707,400,-407.43417,-413.4492780275643,-427.32788,0.6219152,-1.0,0.0872994,0.006219153,100,2.2470014,8.72994,3.4102776,67810.86,0.84286433,4,0.4189424,23.264677,,29.323126
15.391968,0.8436797,-416.34387,150.3009204864502,-267.1162,-344.86594,0.0136577515,500.0,250000,1.3657751,-410.1377,[-0.091  0.293],6.2061834,,0.0001579022,0.01579022,500,-400.9519,-410.1376870858669,-424.0158,0.6569059,-1.0,0.08659926,0.0065690577,100,4.0610566,8.659926,3.1861353,75916.49,0.8436797,5,0.4189424,18.787563,,31.385986
21.219666,0.8490815,-416.18997,199.99845337867737,-282.50623,-340.91885,0.01062629,500.0,300000,1.062629,-404.70016,[-0.088  0.344],11.489802,,1.6784956e-05,0.0016784957,600,-394.9703,-404.7001646256447,-418.57318,0.6962357,-1.0,0.078654744,0.006962357,100,5.2393484,7.865474,5.6406236,85055.98,0.8490815,6,0.4189424,30.03512,,17.728537
22.552795,0.8484724,-416.31906,258.2968237400055,-177.15404,-249.05951,0.0073899487,500.0,350000,0.7389948,-407.02185,[0.081 0.328],9.29724,,5.3066582e-05,0.0053066583,700,-393.76627,-407.0218227313459,-420.8991,0.43771836,-1.0,0.043138247,0.0043771835,100,4.750933,4.3138247,3.724657,33700.625,0.8484724,7,0.4189424,25.971884,,26.84811
22.896576,0.85197973,-416.25162,341.2806432247162,-181.5826,-254.16722,0.007133944,500.0,400000,0.71339446,-403.166,[-0.075  0.36 ],13.085628,,6.91804e-05,0.00691804,800,-393.35504,-403.16599170327186,-417.04102,0.45105198,-1.0,0.043355267,0.00451052,100,5.1416817,4.335527,3.6540973,35720.113,0.85197973,8,0.4189424,28.558918,,27.366539
31.78424,0.85110617,-416.43173,423.5041937828064,-377.82056,-394.58636,0.006308439,500.0,450000,0.63084394,-397.43127,[-0.154  0.399],19.000431,,0.0017023283,0.17023283,900,-384.6475,-397.4313000194728,-411.31235,0.9449079,-1.0,0.04011474,0.009449079,100,7.581237,4.011474,68.54814,156514.33,0.85110617,9,0.4189424,69.16956,,1.4588287
30.678833,0.84985316,-416.22333,505.94118189811707,-340.1808,-368.5498,0.011097099,500.0,500000,1.1097099,-398.56512,[-0.165  0.387],17.658203,,0.00014736276,0.014736277,1000,-385.5445,-398.56512290552257,-412.43924,0.8456067,-1.0,0.066924915,0.008456066,100,6.4595976,6.6924915,23.917845,125351.86,0.84985316,10,0.4189424,36.735077,,4.180979
