TimeElapsed,StdIWNorm,MeanIW,StdIW,EmpiricalD2,ESSClassic,J_sample_variance,ESSRenyi,MaxIWNorm,EpLenMean,LearnableVariance,ReturnMeanIW,MinIWNorm,ReturnStepMaxmin,OptimizationReturnMean,MaxIW,InitialReturnMin,ReturnStepMax,Weights,Bound,Iteration,TimestepsSoFar,InitialBound,InitialReturnMax,EpThisIter,VarianceInit,MeanIWNorm,EpRewMean,EpisodesSoFar,InitialReturnStd,OptimizationReturnMax,MinIW,InitialReturnMean,OptimizationReturnMin,MeanEntropy
38.36346411705017,0.013507324,0.6996758,1.3507324,25.800652,21.155622,85522.805,3.8758712,0.102329165,500.0,True,-289.97342,7.956102e-06,0.8422616,1.5442669,10.232917,-415.85916,0.8422616,[ 0. -0.  0.],-360.3844,1,50000,-428.17685,-410.214,100,-1,0.006996758,-414.3148934364319,100,0.9142932,5.645172,0.00079561025,-414.31488,,1.4698356
86.57140374183655,0.012586057,0.52550596,1.2586057,35.05165,14.84517,48281.76,2.8529327,0.08885903,500.0,True,-218.02351,5.334032e-06,0.8423604,1.342897,8.885903,-416.0248,0.8423604,[ 0.001 -0.077  0.051],-300.12524,2,100000,-428.54938,-412.72086,100,-1,0.00525506,-414.6819150909781,200,0.7005007,3.303955,0.0005334032,-414.6819,,1.4083219
156.5986487865448,0.018404279,0.86058754,1.8404278,11.8735,17.94209,129603.08,8.422116,0.1413613,500.0,True,-357.61877,4.1646104e-05,0.84217167,1.0867556,14.136129,-416.2247,0.84217167,[-0.032 -0.145 -0.011],-405.42627,3,150000,-429.0121,-413.52817,100,-1,0.008605875,-415.13795124694707,300,0.5998647,2.6965332,0.0041646105,-415.13794,,1.3627267
231.94349932670593,0.011475615,0.52303296,1.1475616,26.233719,17.200262,47913.332,3.811888,0.09074105,500.0,True,-217.51514,9.01974e-07,0.84197223,0.8305777,9.074105,-416.40405,0.84197223,[-0.119 -0.264 -0.056],-288.6076,4,200000,-429.45355,-413.41202,100,-1,0.0052303295,-415.5734738713503,400,0.4619474,2.992035,9.01974e-05,-415.5735,,1.312671
295.2201211452484,0.016538205,0.79516435,1.6538206,6.026749,18.776646,110780.2,16.592693,0.13723646,500.0,True,-330.7243,0.0004213735,0.8421869,0.5058414,13.723646,-416.4757,0.8421869,[-0.215 -0.434 -0.106],-364.8051,5,250000,-429.8524,-415.04666,100,-1,0.007951643,-415.9698658762872,500,0.29281223,1.4290466,0.04213735,-415.96988,,1.3531021
355.21840715408325,0.017137788,0.8572322,1.7137789,16.164602,20.012804,128643.266,6.186357,0.13835157,500.0,True,-356.47357,9.261047e-05,0.8420566,0.45779786,13.835157,-416.30457,0.8420566,[-0.211 -0.412 -0.066],-412.26562,6,300000,-429.72357,-414.86362,100,-1,0.008572322,-415.8467663599551,600,0.27086905,1.4409485,0.0092610475,-415.84677,,1.4030222
423.7963168621063,0.018208139,0.70848817,1.8208137,7.7394795,13.14943,87928.336,12.920766,0.1744145,500.0,True,-294.57715,9.867852e-05,0.8418944,0.5251004,17.44145,-416.43173,0.8418944,[-0.218 -0.431 -0.016],-333.19415,7,350000,-429.7877,-414.83185,100,-1,0.007084881,-415.90663104146716,700,0.28338134,1.599884,0.009867853,-415.90665,,1.3604884
491.62678837776184,0.012159857,0.70986223,1.2159857,26.448215,25.417292,88254.22,3.7809734,0.061440144,500.0,True,-294.95312,4.197332e-05,0.84206605,0.67776823,6.1440144,-416.39542,0.84206605,[-0.21  -0.301 -0.058],-366.33417,8,400000,-429.59747,-414.24796,100,-1,0.007098623,-415.7176480218768,800,0.36452854,2.147461,0.004197332,-415.71765,,1.4127959
557.6918411254883,0.012684861,0.58717096,1.2684861,23.408323,17.645872,60337.586,4.2719846,0.105375916,500.0,True,-243.8859,5.2268184e-05,0.84248364,0.7185492,10.537592,-416.23306,0.84248364,[-0.283 -0.221 -0.006],-311.0134,9,450000,-429.38898,-414.0679,100,-1,0.005871709,-415.51451392814516,900,0.42431387,2.1651611,0.0052268184,-415.51453,,1.4656572
626.6668221950531,0.009782681,0.6087564,0.9782681,30.734814,27.91401,64868.36,3.2536395,0.057075948,500.0,True,-252.79439,3.6344703e-05,0.8421683,0.98823977,5.707595,-416.28076,0.8421683,[-0.284 -0.195  0.047],-329.72168,10,500000,-429.16855,-412.51636,100,-1,0.0060875635,-415.2925171293318,1000,0.5764923,3.7644043,0.0036344703,-415.29254,,1.5208316
