MeanIW,MinIW,LearnableVariance,StdIW,ESSClassic,MeanEntropy,EpThisIter,OptimizationReturnMean,StdIWNorm,EpisodesSoFar,ESSRenyi,InitialReturnMax,OptimizationReturnMin,MaxIWNorm,InitialReturnMin,InitialReturnMean,Iteration,InitialReturnStd,ReturnStepMax,MinIWNorm,OptimizationReturnMax,Weights,TimestepsSoFar,J_sample_variance,TimeElapsed,Bound,ReturnStepMaxmin,ReturnMeanIW,InitialBound,MeanIWNorm,EpRewMean,MaxIW,EmpiricalD2,VarianceInit,EpLenMean
0.65204316,0.00674244,True,1.0416582,28.152351,0.5361541,100,61.54352,0.010416582,7000,8.444166,-49.204926,,0.077397324,-135.41586,-73.87234,70,15.916582,0.8686657,6.74244e-05,86.21094,[-0.234  1.439 -0.868],2043552,12542.308,1774.432237148285,-61.82924,0.8686657,-46.29572,-78.38619,0.0065204315,-73.87233605414629,7.7397327,11.842495,-1,105.41
0.5873117,0.01107106,True,0.7342669,39.016148,0.6299459,100,47.002106,0.0073426687,7100,7.685342,-49.92411,,0.056607656,-122.27466,-75.27255,71,15.310055,0.8573424,0.00011071059,72.35055,[-0.143  1.481 -0.883],2054282,6346.483,1784.0759491920471,-59.425426,0.8573424,-44.723183,-79.348366,0.0058731167,-75.27255036130548,5.6607656,13.011783,-1,107.3
0.7097372,0.0048329085,True,1.2919512,23.182617,0.64773375,100,41.914288,0.012919512,7200,7.7742,-50.0205,,0.115173,-117.00232,-75.088036,72,13.161817,0.86161804,4.8329082e-05,66.98182,[-0.173  1.489 -0.789],2064996,10400.736,1793.992043018341,-66.20598,0.86161804,-52.21831,-78.988106,0.0070973705,-75.08803285971284,11.5173,12.86306,-1,107.14
0.5869448,0.004827719,True,1.0697736,23.137867,0.62301594,100,78.95247,0.010697735,7300,8.647381,-50.04973,,0.07273391,-155.64667,-76.6942,73,15.313684,0.8589002,4.827719e-05,105.59694,[-0.174  1.434 -0.771],2075955,14675.358,1803.3657293319702,-66.63219,0.8589002,-48.989033,-81.88242,0.005869448,-76.69419797062874,7.2733912,11.564195,-1,109.59
0.48558372,0.0011327555,True,0.8942404,22.77173,0.5621927,100,61.3296,0.008942404,7400,6.0569434,-49.751213,,0.06516036,-140.37907,-79.04947,74,15.890196,0.85849017,1.13275555e-05,90.62786,[-0.181  1.38  -0.796],2087239,9244.769,1813.1597344875336,-54.391243,0.85849017,-35.37808,-83.72878,0.0048558367,-79.04947423443198,6.5160356,16.509977,-1,112.84
0.8526785,0.08892344,True,0.98507476,42.83295,0.620827,100,48.41378,0.009850748,7500,23.975872,-49.749836,,0.05287522,-125.76715,-77.35337,75,15.70654,0.8633946,0.00088923436,76.01732,[-0.044  1.41  -0.857],2098277,13836.951,1822.9129755496979,-75.48731,0.8633946,-66.92564,-81.54561,0.008526784,-77.35337487399578,5.2875223,4.17086,-1,110.38
0.6277639,0.025949944,True,0.8237749,36.73817,0.6900259,100,40.142773,0.008237748,7600,6.6581216,-51.398117,,0.053913422,-117.89613,-77.753365,76,14.306413,0.8556924,0.00025949944,66.49802,[-0.049  1.387 -0.798],2109322,7279.1597,1832.317752122879,-63.141808,0.8556924,-47.911716,-81.68323,0.0062776385,-77.75336284667253,5.391342,15.019251,-1,110.45
0.7617958,0.0029864348,True,1.2849137,26.008316,0.6384296,100,53.299316,0.012849136,7700,7.9130263,-51.704594,,0.093452595,-135.31155,-82.01224,77,17.596453,0.8691049,2.9864348e-05,83.606964,[-0.063  1.35  -0.729],2120939,19771.613,1841.9224050045013,-72.71977,0.8691049,-56.685753,-86.52261,0.0076179584,-82.01223764553666,9.34526,12.63739,-1,116.17
0.667527,0.0017818452,True,0.9842598,31.504877,0.6185547,100,46.232967,0.009842598,7800,7.0950937,-51.65802,,0.062429007,-124.009445,-77.776474,78,13.716056,0.862056,1.7818453e-05,72.351425,[-0.03   1.401 -0.781],2132062,9382.922,1851.9486961364746,-66.34956,0.862056,-50.830894,-81.910126,0.0066752695,-77.77647692412138,6.242901,14.094247,-1,111.23
0.46704048,0.0006647087,True,0.96507794,18.97576,0.5115436,100,41.516407,0.00965078,7900,5.1208577,-50.841152,,0.07512882,-119.79971,-78.2833,79,14.225752,0.8688069,6.647087e-06,68.95856,[ 0.031  1.453 -0.8  ],2143268,6755.774,1861.6750178337097,-50.42627,0.8688069,-32.779583,-82.276634,0.0046704053,-78.2833038559556,7.512882,19.527979,-1,112.06
0.5405688,0.0003288453,True,0.8859868,27.127562,0.46486554,100,46.490566,0.008859868,8000,4.848348,-50.024857,,0.05208855,-120.78668,-74.29611,80,14.434817,0.8670361,3.2884527e-06,70.761826,[ 0.004  1.486 -0.907],2153931,6943.429,1872.477736234665,-56.024208,0.8670361,-37.738956,-78.322334,0.005405688,-74.29611738547683,5.208855,20.625582,-1,106.63
0.61202186,0.023610191,True,0.9794566,28.080742,0.5364967,100,56.276535,0.009794567,8100,11.589195,-49.11384,,0.08282034,-128.59013,-72.31359,81,13.251924,0.8597126,0.00023610191,79.476295,[-0.007  1.538 -0.954],2164353,9010.138,1883.201120376587,-57.791298,0.8597126,-45.20031,-76.59993,0.0061202184,-72.31359530508519,8.282034,8.628727,-1,104.22
0.6718466,0.009386473,True,1.0216157,30.190956,0.5783,100,39.51557,0.010216157,8200,10.479034,-50.11023,,0.05259741,-115.87332,-76.35775,82,14.405984,0.8689883,9.386473e-05,65.76309,[ 0.053  1.516 -0.882],2175331,7589.6084,1893.5937469005585,-64.17845,0.8689883,-52.246773,-80.22019,0.0067184656,-76.3577491606772,5.2597413,9.542864,-1,109.78
0.71995234,0.009971164,True,1.1874087,26.880632,0.6061702,100,38.181664,0.011874087,8300,8.678354,-50.517822,,0.09497684,-112.66264,-74.48098,83,13.665446,0.86448956,9.971164e-05,62.14482,[ 0.065  1.556 -0.841],2185986,8949.527,1902.4170384407043,-64.99744,0.86448956,-52.2495,-78.236404,0.007199523,-74.48097964480519,9.4976845,11.5229225,-1,106.55
0.59245425,0.0014141039,True,1.1777542,20.194506,0.56375116,100,46.63163,0.011777541,8400,6.4262905,-50.289497,,0.092723966,-121.1965,-74.56488,84,14.08542,0.8593078,1.4141038e-05,70.907005,[ 0.05   1.605 -0.813],2196703,10839.057,1912.245300769806,-57.348663,0.8593078,-41.412323,-78.60477,0.0059245434,-74.56487466782332,9.272397,15.561077,-1,107.17
0.7767994,0.01786798,True,0.9841856,38.38438,0.6249451,100,43.12538,0.009841857,8500,7.6732426,-50.43837,,0.0518806,-115.02382,-71.898445,85,13.374864,0.8516206,0.0001786798,64.58545,[ 0.046  1.55  -0.855],2206985,10230.567,1921.9656267166138,-68.2723,0.8516206,-54.430992,-75.73257,0.0077679944,-71.89843908667564,5.1880603,13.0323,-1,102.82
0.874531,0.030064806,True,0.8739682,50.03219,0.5625068,100,28.290712,0.008739681,8600,42.889664,-50.809982,,0.043879423,-102.88193,-74.59122,86,12.246527,0.8648584,0.00030064807,52.071945,[ 0.112  1.584 -0.794],2217730,9024.867,1931.5419187545776,-69.5506,0.8648584,-64.314095,-78.02061,0.008745309,-74.59121278762818,4.3879423,2.3315642,-1,107.45
0.74314195,0.00523934,True,1.1492782,29.48374,0.55352044,100,47.59239,0.011492782,8700,7.2701383,-50.739815,,0.05561965,-123.022736,-75.43034,87,14.968046,0.8616609,5.23934e-05,72.28292,[ 0.126  1.594 -0.856],2228583,11462.449,1941.8785963058472,-71.2375,0.8616609,-56.028778,-79.531105,0.007431419,-75.4303499290347,5.561965,13.754896,-1,108.53
0.7585716,0.012843143,True,1.3846806,23.083982,0.5797359,100,38.680553,0.013846806,8800,13.485661,-51.04471,,0.0890862,-113.15849,-74.477936,88,11.745313,0.8701874,0.00012843143,62.113785,[ 0.142  1.646 -0.865],2239329,11081.393,1953.3528242111206,-65.85434,0.8701874,-55.582935,-78.249886,0.0075857155,-74.47793778896332,8.90862,7.4152837,-1,107.46
0.703583,0.021181375,True,0.8556888,40.337025,0.67120343,100,44.15543,0.0085568875,8900,8.534662,-50.818504,,0.042763554,-116.29495,-72.13952,89,12.726034,0.8620503,0.00021181375,65.47645,[ 0.134  1.689 -0.839],2249694,8312.426,1961.9588468074799,-63.804108,0.8620503,-50.534855,-76.016014,0.0070358296,-72.13952537357807,4.2763553,11.716925,-1,103.65
0.47275314,0.0008274785,True,0.86101454,23.163963,0.6012289,100,46.61389,0.008610145,9000,4.865493,-50.537086,,0.04895568,-116.8154,-70.20151,90,13.748635,0.86109126,8.274785e-06,66.27831,[ 0.103  1.678 -0.748],2259781,4798.8696,1971.4649789333344,-51.11816,0.86109126,-33.465286,-74.09535,0.0047275317,-70.20150508388878,4.895568,20.552902,-1,100.87
0.62079823,0.004795527,True,1.0526599,25.804806,0.6045532,100,39.705788,0.010526598,9100,8.909771,-50.147705,,0.057512626,-114.032936,-74.32715,91,13.381221,0.8528779,4.795527e-05,63.88523,[ 0.04   1.625 -0.818],2270396,7234.346,1981.9598271846771,-59.081936,0.8528779,-46.347614,-78.12825,0.006207982,-74.32714926958084,5.7512627,11.223633,-1,106.15
0.6933481,0.022484533,True,1.0573285,30.07062,0.65710294,100,62.657974,0.010573286,9200,10.676726,-50.537334,,0.081437975,-135.62177,-72.96379,92,15.246133,0.8641322,0.00022484532,85.08443,[ 0.15   1.666 -0.814],2280874,13263.307,1991.5744857788086,-63.478966,0.8641322,-49.64365,-77.48452,0.006933481,-72.96379293695092,8.143798,9.366167,-1,104.78
0.7091438,0.0041015246,True,0.9496364,35.80032,0.70890045,100,38.517235,0.009496365,9300,9.058711,-49.8248,,0.046778664,-111.75844,-73.2412,93,13.868897,0.8637468,4.1015246e-05,61.93364,[-4.174e-04  1.663e+00 -7.618e-01],2291480,7717.863,2002.0520105361938,-64.55053,0.8637468,-52.17323,-76.96649,0.0070914375,-73.24120380133391,4.6778665,11.039098,-1,106.06
0.71115637,0.0020225614,True,1.0862943,30.000582,0.72098744,100,44.167152,0.010862943,9400,7.784289,-50.560062,,0.06299813,-116.9998,-72.83265,94,13.483877,0.8642527,2.0225614e-05,66.43974,[ 0.002  1.619 -0.71 ],2301934,10053.859,2011.0420627593994,-65.56186,0.8642527,-51.58356,-76.73264,0.007111564,-72.83264976069331,6.2998133,12.846389,-1,104.54
0.5915437,0.000714235,True,1.0608208,23.7194,0.6439757,100,54.444233,0.010608207,9500,5.8856277,-50.23465,,0.07393232,-131.44252,-76.99829,95,16.119488,0.8588049,7.14235e-06,81.20787,[-0.018  1.56  -0.698],2312944,10153.587,2019.8351547718048,-62.1188,0.8588049,-44.05878,-81.3797,0.0059154374,-76.99828898742796,7.3932323,16.990541,-1,110.1
0.6624151,0.006984724,True,0.9838683,31.191124,0.68786484,100,47.443607,0.009838683,9600,7.5836883,-50.01998,,0.07366265,-121.21252,-73.768906,96,13.7946,0.86464393,6.984724e-05,71.192535,[-0.088  1.612 -0.775],2323588,9293.495,2029.5931446552277,-63.811234,0.86464393,-49.139347,-77.809326,0.0066241515,-73.76890974238515,7.3662653,13.186196,-1,106.44
0.70423347,0.015244477,True,1.0933982,29.320436,0.71597,100,31.08677,0.010933982,9700,7.826494,-50.530746,,0.07159326,-104.46123,-73.37445,97,11.900228,0.8633268,0.00015244477,53.93048,[-0.196  1.577 -0.731],2334171,7054.4155,2039.514086008072,-61.80745,0.8633268,-49.360863,-76.8565,0.007042334,-73.37445608168841,7.159326,12.777113,-1,105.83
0.61524993,0.018153835,True,0.79386693,37.524647,0.7651317,100,33.76978,0.007938669,9800,7.0748034,-49.146255,,0.050182205,-109.26394,-75.49416,98,13.196989,0.85697925,0.00018153834,60.117683,[-0.194  1.523 -0.703],2344994,5997.8984,2048.5043346881866,-57.897705,0.85697925,-44.204712,-79.13629,0.0061524985,-75.49415978342294,5.0182204,14.134668,-1,108.23
0.7281055,0.0045956126,True,1.138138,29.040745,0.79577154,100,50.105904,0.01138138,9900,9.539525,-49.582493,,0.08169941,-127.16287,-77.05698,99,14.284842,0.8612896,4.5956127e-05,77.58038,[-0.11   1.473 -0.654],2356102,13029.351,2058.796071767807,-68.716064,0.8612896,-54.99222,-81.29572,0.0072810547,-77.05696947619319,8.169941,10.482702,-1,111.08
0.5142087,6.063987e-05,True,1.0664618,18.862873,0.6760624,100,52.76271,0.010664617,10000,4.264154,-58.492897,,0.065260775,-133.11304,-80.35033,100,14.808402,0.8634412,6.063987e-07,74.62014,[-0.034  1.42  -0.623],2367593,8107.769,2069.291199684143,-62.64656,0.8634412,-41.159206,-84.78744,0.005142087,-80.35033054456115,6.5260777,23.451311,-1,114.91
0.3940291,0.00012992589,True,0.6238294,28.51812,0.54168653,100,44.023106,0.006238294,10100,3.9575784,-50.417023,,0.029643618,-119.30075,-75.27765,101,14.441698,0.8568384,1.2992589e-06,68.88373,[ 0.01   1.443 -0.743],2378331,3173.833,2079.2595229148865,-48.967827,0.8568384,-28.978083,-79.25435,0.0039402912,-75.2776478563249,2.964362,25.267977,-1,107.38
0.7149064,0.0012853467,True,1.4774503,18.971807,0.468831,100,35.95854,0.014774503,10200,6.4507227,-50.501328,,0.08709895,-113.864876,-77.906334,102,14.401868,0.86104196,1.2853467e-05,63.36355,[ 0.009  1.444 -0.877],2389534,10617.781,2089.705140352249,-69.79811,0.86104196,-54.854195,-81.70183,0.0071490644,-77.90633318170904,8.709895,15.502139,-1,112.03
0.7326655,0.03089777,True,0.9287571,38.359528,0.53131104,100,44.220352,0.009287571,10300,9.429667,-49.88634,,0.04922366,-116.230316,-72.009964,103,12.825257,0.86053497,0.0003089777,66.34398,[ 0.046  1.484 -0.95 ],2399911,9206.326,2098.82576918602,-64.40602,0.86053497,-51.789196,-75.88431,0.0073266537,-72.00996669769287,4.922366,10.604828,-1,103.77
0.76654005,0.016671753,True,0.9422675,39.82398,0.6005328,100,61.52366,0.009422675,10400,11.648311,-49.60064,,0.044174075,-140.89696,-79.37329,104,18.77693,0.8620052,0.00016671752,91.29632,[-0.002  1.455 -0.888],2411192,16268.997,2108.063290834427,-71.74363,0.8620052,-57.982666,-84.06986,0.007665402,-79.3732954391837,4.4174075,8.584936,-1,112.81
0.45474586,0.00045274955,True,1.191468,12.714897,0.48730227,100,34.28796,0.011914681,10500,5.2151747,-51.294113,,0.08481475,-110.6772,-76.38924,105,13.650785,0.8607201,4.5274955e-06,59.383087,[-0.046  1.433 -0.818],2422078,5097.0635,2118.2028415203094,-50.1839,0.8607201,-34.029068,-80.07847,0.004547458,-76.38923424363136,8.481475,19.174812,-1,108.86
0.52471197,0.0005810105,True,0.9503091,23.363909,0.39962757,100,61.65603,0.009503091,10600,6.5751886,-49.500305,,0.0607808,-139.26866,-77.61264,106,16.741806,0.8594707,5.8101045e-06,89.76836,[ 0.006  1.406 -0.932],2433177,8967.171,2127.611552476883,-57.549576,0.8594707,-39.44543,-82.25492,0.00524712,-77.6126344448328,6.07808,15.208689,-1,110.99
0.6660546,0.014242852,True,1.2039376,23.43405,0.42166367,100,47.811222,0.012039376,10700,10.895062,-50.2524,,0.109077744,-123.50604,-75.694824,107,13.880446,0.8587844,0.00014242851,73.25365,[-0.129  1.411 -1.019],2444049,10592.801,2137.101586818695,-61.451443,0.8587844,-48.978985,-79.81168,0.0066605466,-75.69482485875487,10.907775,9.17847,-1,108.72
0.9464386,0.25076792,True,0.5195662,76.842224,0.41696241,100,64.482315,0.005195661,10800,80.753716,-50.406425,,0.035541587,-139.24823,-74.7659,108,14.554165,0.85817564,0.0025076792,88.841805,[-0.032  1.436 -0.997],2454803,18745.543,2146.7390999794006,-76.51911,0.85817564,-71.35391,-79.40751,0.009464386,-74.76590744495392,3.5541587,1.2383331,-1,107.54
0.8738299,0.009077705,True,1.3302639,30.14308,0.37867945,100,79.926605,0.013302639,10900,30.270481,-50.447334,,0.114828214,-156.62628,-76.69968,109,16.49811,0.8573892,9.077705e-05,106.17895,[-0.047  1.449 -1.002],2465755,34450.176,2157.2419142723083,-74.216354,0.8573892,-64.727066,-81.920555,0.0087383,-76.69967811360955,11.482821,3.3035483,-1,109.52
0.72477794,0.0005573027,True,1.4378638,20.260416,0.31927517,100,35.604122,0.014378637,11000,10.4006405,-49.744152,,0.079764105,-109.589035,-73.98491,110,14.674818,0.8620967,5.5730266e-06,59.844883,[-0.041  1.477 -1.04 ],2476321,10953.962,2167.5527074337006,-60.81844,0.8620967,-49.491417,-77.63788,0.0072477786,-73.98491112217307,7.9764104,9.614793,-1,105.66
0.89376456,0.08162451,True,0.9337545,47.812836,0.28378326,100,81.80662,0.009337545,11100,51.944794,-50.06325,,0.058676694,-156.02748,-74.220856,111,17.917868,0.861198,0.00081624504,105.96423,[-0.007  1.44  -1.1  ],2486959,24509.295,2177.678912639618,-73.962425,0.861198,-66.74622,-79.42177,0.008937646,-74.22086356788874,5.8676696,1.9251207,-1,106.38
0.6426418,0.015554498,True,0.77494687,40.747482,0.36825567,100,74.04769,0.007749469,11200,12.5404,-50.837654,,0.046989955,-150.95511,-76.90741,112,15.819828,0.8589853,0.00015554497,100.117455,[-0.017  1.458 -1.135],2497940,13766.09,2188.182058095932,-60.411476,0.8589853,-46.202236,-81.93925,0.0064264177,-76.90741600885987,4.6989956,7.9742274,-1,109.81
0.62959635,0.017986279,True,0.88882583,33.41121,0.43877944,100,53.245293,0.008888258,11300,8.80423,-49.23779,,0.0784411,-129.44766,-76.20237,113,17.931763,0.858612,0.00017986279,80.20987,[-0.044  1.46  -1.051],2508854,8970.691,2198.64045381546,-62.326057,0.858612,-47.783955,-80.51729,0.0062959637,-76.20237315371632,7.84411,11.358177,-1,109.14
0.55429167,0.006322379,True,0.9382924,25.869902,0.42201594,100,41.648052,0.009382923,11400,6.0266848,-49.678818,,0.07221803,-117.60271,-75.95465,114,13.202024,0.8638527,6.322379e-05,67.92389,[-0.087  1.439 -0.98 ],2519703,6623.7715,2207.941679239273,-56.001217,0.8638527,-40.032986,-79.87474,0.0055429153,-75.95465382874012,7.221803,16.59287,-1,108.49
0.89797556,0.060058262,True,0.85746706,52.306362,0.4152719,100,46.3765,0.00857467,11500,42.490738,-50.23238,,0.04855305,-122.03366,-75.65715,115,15.410286,0.862717,0.0006005826,71.801285,[-0.066  1.486 -0.997],2530475,13950.619,2216.7099854946136,-73.09236,0.862717,-66.85198,-79.72495,0.008979755,-75.65715855568648,4.855305,2.353454,-1,107.72
0.74517477,0.025021221,True,0.8985475,40.74972,0.49646056,100,56.66382,0.008985476,11600,11.008291,-49.728214,,0.05045535,-130.6887,-74.02489,116,16.654497,0.85854256,0.0002502122,80.960495,[-0.145  1.507 -1.004],2541110,13144.862,2227.058698654175,-65.862434,0.85854256,-52.732674,-78.38119,0.0074517485,-74.02488585054874,5.045535,9.084062,-1,106.35
0.6588066,0.0018227806,True,1.0583254,27.928196,0.4559352,100,51.479546,0.010583254,11700,7.3242064,-48.775734,,0.06284457,-129.32744,-77.84789,117,15.24623,0.8615423,1.8227805e-05,80.551704,[-0.156  1.491 -0.922],2552225,12075.302,2236.499990463257,-62.858673,0.8615423,-46.92965,-82.1588,0.0065880655,-77.84789251998068,6.284457,13.653357,-1,111.15
0.63353103,0.005072627,True,1.0030019,28.518461,0.46479282,100,51.593018,0.010030019,11800,7.5917478,-50.63087,,0.062202055,-127.26332,-75.6703,118,15.256482,0.86936605,5.072627e-05,76.63245,[-0.138  1.443 -0.963],2563120,10117.576,2246.8346314430237,-61.49268,0.86936605,-46.096565,-79.912415,0.00633531,-75.6703015601635,6.220206,13.172197,-1,108.95
0.6438361,0.0045440476,True,1.2168351,21.87221,0.44174477,100,58.967773,0.012168352,11900,8.801286,-51.02099,,0.08275185,-134.31963,-75.35185,119,15.042402,0.8585217,4.5440476e-05,83.29864,[-0.14   1.397 -0.954],2573922,13749.685,2257.340660572052,-63.83673,0.8585217,-48.74479,-79.82918,0.006438361,-75.3518522684276,8.275185,11.361977,-1,108.02
0.9183199,0.3099304,True,0.42837474,82.12874,0.4386875,100,38.18585,0.004283747,12000,82.53684,-48.95639,,0.02449234,-112.58211,-74.39626,120,14.06192,0.86283225,0.0030993042,63.625717,[-0.13   1.443 -0.977],2584525,11258.687,2266.499564886093,-73.10703,0.86283225,-68.976326,-78.149,0.009183199,-74.39625787049532,2.449234,1.2115802,-1,106.03
0.59899354,0.003893649,True,1.0513479,24.505634,0.39415255,100,68.524826,0.010513478,12100,8.687379,-48.981743,,0.06564062,-144.53532,-76.01049,121,15.173082,0.8658796,3.893649e-05,95.55358,[-0.08   1.442 -0.98 ],2595455,13845.954,2275.9970576763153,-60.109657,0.8658796,-43.763775,-80.82834,0.0059899352,-76.01049534603953,6.564062,11.510952,-1,109.3
0.6036999,0.004689512,True,0.87107533,32.447044,0.4062218,100,63.92139,0.008710753,12200,9.952479,-50.394096,,0.04731222,-141.74954,-77.82815,122,16.998503,0.8621706,4.689512e-05,91.355446,[-0.027  1.479 -1.025],2606559,10717.872,2286.436915874481,-61.05536,0.8621706,-46.078014,-82.55313,0.0060369987,-77.82814480498433,4.731222,10.047748,-1,111.04
0.7159464,0.017491044,True,0.94388974,36.521317,0.47391734,100,69.49047,0.009438897,12300,11.900895,-49.163673,,0.058349557,-143.1951,-73.70462,123,16.05015,0.8603926,0.00017491044,94.031425,[-0.023  1.438 -1.013],2617162,15416.557,2295.868463039398,-64.359695,0.8603926,-50.523487,-78.47779,0.007159463,-73.70462502419949,5.8349557,8.402729,-1,106.03
0.5546452,0.00093479664,True,1.0635924,21.380205,0.42262626,100,37.23608,0.0106359245,12400,5.6188393,-50.668518,,0.05807637,-112.30963,-75.07355,124,13.070493,0.861587,9.347967e-06,61.641113,[-0.013  1.463 -0.945],2627915,5699.2227,2306.105052471161,-57.20103,0.861587,-41.407745,-78.8172,0.005546451,-75.07355347260832,5.807637,17.79727,-1,107.53
0.69723654,0.012713676,True,1.0082705,32.34998,0.4638365,100,35.97157,0.010082705,12500,6.547408,-50.15689,,0.054323416,-108.3969,-72.42532,125,14.012721,0.861235,0.00012713677,58.240005,[-0.025  1.512 -0.996],2638301,7101.026,2315.628497838974,-65.643456,0.861235,-51.522606,-76.03855,0.0069723655,-72.42532864958048,5.4323416,15.273219,-1,103.86
0.58796513,0.019850003,True,0.6657041,43.82284,0.5230408,100,78.01431,0.00665704,12600,10.685324,-50.719223,,0.035668336,-155.35948,-77.34518,126,16.766083,0.85939705,0.00019850003,104.64026,[-0.032  1.47  -0.955],2649297,10804.949,2325.457097053528,-62.25829,0.85939705,-46.41583,-82.52383,0.0058796513,-77.34517371848226,3.5668335,9.358631,-1,109.96
0.6366663,0.0010357582,True,0.9135577,32.690834,0.5369563,100,53.31685,0.009135577,12700,7.357353,-50.58941,,0.040090747,-129.67859,-76.36174,127,15.032226,0.860046,1.0357581e-05,79.08918,[-0.004  1.437 -0.896],2660174,9756.303,2336.021749973297,-63.641037,0.860046,-47.704784,-80.684364,0.006366662,-76.36174309641123,4.0090747,13.591845,-1,108.77
0.3862508,0.000287985,True,0.7139106,22.643682,0.44795853,100,38.798687,0.0071391053,12800,4.7333856,-50.524876,,0.039714795,-115.179794,-76.38111,128,13.994907,0.8690313,2.87985e-06,64.65492,[ 0.011  1.486 -0.882],2671098,3018.469,2345.4009535312653,-46.53085,0.8690313,-28.88392,-80.22043,0.0038625076,-76.38110846087336,3.9714797,21.126528,-1,109.24
0.75794554,0.019389646,True,1.0081289,36.11262,0.47790542,100,68.949,0.010081288,12900,13.474208,-50.466602,,0.057671793,-142.98547,-74.036476,129,15.2245655,0.86076605,0.00019389646,92.518875,[-0.032  1.528 -0.971],2681660,16304.281,2354.5516147613525,-69.19736,0.86076605,-56.213043,-78.80266,0.007579456,-74.03647568687796,5.7671795,7.4215865,-1,105.62
0.39792237,2.938035e-05,True,0.68771255,25.082298,0.3551768,100,45.643105,0.0068771252,13000,4.6502104,-50.252464,,0.048762396,-120.24627,-74.603165,130,14.458383,0.86082864,2.9380348e-07,69.993805,[ 0.05   1.493 -0.941],2692343,3467.5256,2364.28378534317,-47.480057,0.86082864,-28.892853,-78.611374,0.003979223,-74.60316215008497,4.87624,21.504404,-1,106.83
0.6228071,0.011587232,True,0.8264752,36.219116,0.40107444,100,52.737354,0.008264752,13100,8.453982,-50.05772,,0.05086339,-125.343834,-72.606476,131,15.2189,0.86074793,0.000115872324,75.28612,[-0.008  1.483 -1.064],2702775,8212.587,2373.5424036979675,-60.09276,0.86074793,-45.722946,-76.78461,0.0062280707,-72.60648054778576,5.086339,11.828745,-1,104.32
0.745323,0.005036119,True,0.9904519,36.15398,0.40140086,100,40.958065,0.009904519,13200,8.589812,-50.764397,,0.04429876,-116.69814,-75.74008,132,16.111618,0.855491,5.036119e-05,65.93375,[ 0.091  1.454 -1.018],2713618,9877.644,2384.646171092987,-67.99872,0.855491,-54.726273,-79.63001,0.00745323,-75.74007681280375,4.4298763,11.641698,-1,108.43
0.8547437,0.041837946,True,1.4293236,26.341188,0.4043762,100,41.704647,0.014293236,13300,27.830973,-50.194817,,0.11078818,-117.19389,-75.48925,133,13.257822,0.8583595,0.00041837944,66.99908,[ 0.163  1.49  -1.018],2724444,15868.573,2394.785341978073,-69.43,0.8583595,-62.025093,-79.395706,0.008547438,-75.48924874544144,11.078818,3.5931191,-1,108.26
0.7075737,0.055254348,True,1.0269077,32.19268,0.48980507,100,46.810543,0.0102690775,13400,9.884072,-50.18412,,0.08650112,-119.41803,-72.60748,134,13.079139,0.85755086,0.00055254344,69.23391,[ 0.165  1.522 -1.015],2734902,11478.182,2404.0692760944366,-60.90179,0.85755086,-48.24042,-76.58808,0.0070757377,-72.607485216856,8.650112,10.117288,-1,104.58
0.72409165,0.0011666897,True,0.94719577,36.884476,0.46523827,100,80.216484,0.009471958,13500,8.450109,-50.61504,,0.056391668,-156.9286,-76.71212,135,18.51207,0.8643313,1.1666896e-05,106.31357,[ 0.226  1.517 -0.929],2745896,20002.152,2413.224272966385,-70.705956,0.8643313,-52.711044,-81.94308,0.0072409175,-76.7121216584742,5.639167,11.8341675,-1,109.94
0.34588176,0.0005606948,True,0.42786297,39.52225,0.4358194,100,51.325855,0.0042786296,13600,7.813341,-50.118225,,0.019835697,-124.455696,-73.129845,136,15.689906,0.8647746,5.6069475e-06,74.33747,[ 0.164  1.564 -0.954],2756394,2522.6123,2423.8323135375977,-39.655716,0.8647746,-24.814306,-77.27836,0.0034588173,-73.12984294727444,1.9835697,12.798622,-1,104.98
0.6101975,0.008068667,True,0.89325565,31.817312,0.44583344,100,54.311844,0.008932557,13700,7.617624,-50.395615,,0.05669715,-126.992966,-72.68112,137,15.286265,0.85697365,8.068667e-05,76.59735,[ 0.244  1.519 -0.983],2766867,8494.3955,2434.152283191681,-59.24373,0.85697365,-43.906437,-76.914215,0.0061019743,-72.6811174826324,5.669715,13.127453,-1,104.73
0.8678005,0.030577907,True,0.73262304,58.386524,0.3930688,100,53.94625,0.0073262304,13800,48.38015,-50.82316,,0.036716748,-128.15692,-74.21067,138,14.397925,0.85902405,0.00030577907,77.33376,[ 0.2    1.476 -0.973],2777546,14795.849,2444.2184319496155,-68.69981,0.85902405,-62.558125,-78.48257,0.008678003,-74.2106765806675,3.671675,2.0669634,-1,106.79
0.506478,0.009142038,True,0.7404855,31.872215,0.39531508,100,49.690395,0.0074048555,13900,8.00399,-50.357357,,0.046404183,-122.679214,-72.988815,139,14.165708,0.8621848,9.1420385e-05,72.32185,[ 0.249  1.477 -1.026],2788037,5617.8994,2454.9028840065002,-50.389294,0.8621848,-35.935013,-77.07812,0.00506478,-72.98881721884013,4.6404185,12.493769,-1,104.91
