VarianceInitializer,InitialReturnStd,MinIW,StdWReturnMean,ESSRenyiHarmonic,EpisodesSoFar,MeanD2-0,Bound,Epsilon,TimeElapsed,EmpiricalD2Harmonic,Inner Iteration,OptimizationReturnMean,Weights,ESSRenyiArithmetic,StdIW,InitialReturnMax,InitialReturnMin,TimestepsSoFar,OptimizationReturnMax,ReturnStepMax,InitialReturnMean,EpLenMean,LearnableVariance,WReturnMean,MinBehavPdf,Iteration,EpRewMean,ReturnMeanIW,EpThisIter,ReturnStepMaxmin,Penalization,DivergenceHarmonic,MinTargetPdf,InitialBound,EmpiricalD2Arithmetic,MeanIW,MeanEntropy,MaxIW,OptimizationReturnMin
-1.0,10.355866,0.23090787,,100.0,6800,1.0,-6.35421e+16,2.0,982.1095731258392,1.0,1,32.125263,[-0.716  2.413],100.0,168052620.0,-39.309616,-94.93171,1026187,55.622093,0.85788393,-62.806446,91.26,,1139.2767,-70.7337,68,-62.80644421130419,23141818000.0,100,0.85788393,True,3.796436e+29,-70.7337,-1242.4017,1.0,17668604.0,0.4189424,1689225000.0,
-1.0,11.433045,0.10015686,,100.0,6900,1.0,-6.0921026e+17,2.0,993.016028881073,1.0,1,36.407394,[-0.685  2.291],100.0,448114980.0,-49.21119,-102.018906,1035685,52.807716,0.86467767,-65.61151,94.98,,1456.2126,-72.79274,69,-65.61151495486497,45456912000.0,100,0.86467767,True,4.2952375e+31,-72.79274,-1549.1659,1.0,48609880.0,0.4189424,4500743700.0,
-1.0,10.528049,0.10374536,,100.0,7000,1.0,-2399395300000000.0,2.0,1003.8620884418488,1.0,1,29.932022,[-0.726  2.173],100.0,3411428.2,-49.23194,-96.09447,1045259,46.862526,0.86401296,-66.162445,95.74,,1006.76575,-70.10893,70,-66.16244468823075,221148140.0,100,0.86401296,True,1.07434354e+27,-70.10893,-1079.9673,1.0,622533.06,0.4189424,27003186.0,
-1.0,10.855629,0.015155958,,100.0,7100,1.0,-5593127400.0,2.0,1014.6008932590485,1.0,1,36.442772,[-0.773  2.289],100.0,1920902.6,-49.09607,-100.49711,1054541,51.40104,0.8628633,-64.05434,92.82,,1445.9204,-60.46187,71,-64.0543348135054,155819040.0,100,0.8628633,True,3811735400000000.0,-60.46187,-1533.988,1.0,195461.36,0.4189424,19308028.0,
-1.0,11.054927,0.108918495,,100.0,7200,1.0,-3.3765892e+18,2.0,1025.193095445633,1.0,1,39.065834,[-1.013  2.359],100.0,93215390.0,-48.900146,-104.52841,1064007,55.628265,0.85814697,-65.46258,94.66,,1648.3506,-60.81548,72,-65.46257937014103,10524367000.0,100,0.85814697,True,1.0715608e+33,-60.81548,-1751.4982,1.0,12899414.0,0.4189424,915072450.0,
-1.0,10.557252,0.025038712,,100.0,7300,1.0,-4.209859e+17,2.0,1035.4935688972473,1.0,1,32.35994,[-1.001  2.484],100.0,75424680.0,-39.326885,-96.67362,1073372,57.346737,0.857522,-64.31369,93.65,,1158.6213,-64.32544,73,-64.31368040427566,10968772000.0,100,0.857522,True,1.4748327e+31,-64.32544,-1268.2412,1.0,11004256.0,0.4189424,740285440.0,
-1.0,9.735715,0.3770721,,100.0,7400,1.0,-1.8795235e+18,2.0,1045.5251927375793,1.0,1,23.257757,[-0.963  2.603],100.0,477358500.0,-39.709446,-86.30203,1082543,46.592587,0.86125547,-63.044277,91.71,,635.7074,-60.556183,74,-63.044275805950164,8388110300.0,100,0.86125547,True,6.746379e+32,-60.556183,-708.0675,1.0,68506456.0,0.4189424,4243245800.0,
-1.0,10.575664,0.248147,,100.0,7500,1.0,-3.7324477e+16,2.0,1057.4306066036224,1.0,1,30.221846,[-0.984  2.48 ],100.0,7722871000.0,-38.70868,-93.18645,1091620,54.477768,0.8586788,-62.964603,90.77,,1025.2045,-68.40141,75,-62.9646016214788,392628570000.0,100,0.8586788,True,1.4234549e+29,-68.40141,-1124.129,1.0,802237000.0,0.4189424,77603820000.0,
-1.0,11.481349,0.16590737,,100.0,7600,1.0,-4.0129346e+19,2.0,1069.7939004898071,1.0,1,35.53973,[-1.025  2.362],100.0,71804250.0,-48.88214,-103.46153,1101414,54.57939,0.86611784,-67.92181,97.94,,1394.8936,-71.73237,76,-67.92180677935481,462058940.0,100,0.86611784,True,1.6332473e+35,-71.73237,-1494.1884,1.0,7734987.5,0.4189424,721780800.0,
-1.0,10.345466,0.78850126,,100.0,7700,1.0,-2.7709509e+17,2.0,1081.0503494739532,1.0,1,38.924812,[-1.256  2.265],100.0,86346860.0,-48.05522,-104.40066,1110895,56.345436,0.8542873,-65.47585,94.81,,1622.1694,-74.14247,77,-65.47584723725915,12922230000.0,100,0.8542873,True,6.85591e+30,-74.14247,-1727.995,1.0,13284635.0,0.4189424,734569300.0,
-1.0,11.380013,0.35235047,,100.0,7800,1.0,-1.6380596e+17,2.0,1095.1222696304321,1.0,1,32.591217,[-1.293  2.146],100.0,488136900.0,-48.10092,-99.29989,1120554,51.198967,0.8615458,-66.708664,96.59,,1191.6921,-80.142006,78,-66.70867069870233,37263413000.0,100,0.8615458,True,3.5144465e+30,-80.142006,-1279.0684,1.0,70858800.0,0.4189424,4403349000.0,
-1.0,10.560859,0.035207756,,100.0,7900,1.0,-1650060400000000.0,2.0,1108.5392427444458,1.0,1,46.19277,[-1.327  2.266],100.0,57742864.0,-47.678238,-110.44156,1129893,62.76332,0.858223,-64.24879,93.39,,2245.304,-66.04961,79,-64.24878904730082,14118835000.0,100,0.858223,True,1.5791055e+26,-66.04961,-2376.6091,1.0,8288877.0,0.4189424,562050560.0,
-1.0,12.10898,0.1038404,,100.0,8000,1.0,-3.0293606e+19,2.0,1120.3191788196564,1.0,1,39.358864,[-1.273  2.379],100.0,14194642.0,-48.19026,-106.33021,1139581,58.139946,0.87010264,-66.971344,96.88,,1695.7473,-71.59082,80,-66.9713464306295,3055665400.0,100,0.87010264,True,7.228462e+34,-71.59082,-1808.4209,1.0,2770444.2,0.4189424,126930370.0,
-1.0,10.602886,0.038261708,,100.0,8100,1.0,-1489463.5,2.0,1132.836923122406,1.0,1,27.902266,[-1.323  2.264],100.0,266.8696,-48.531013,-95.9491,1149454,47.418083,0.8568091,-68.04684,98.73,,890.95746,-72.53577,81,-68.04683363199234,48803.746,100,0.8568091,True,369478620.0,-72.53577,-965.90497,1.0,87.969406,0.4189424,2127.325,
-1.0,12.201238,0.22252749,,100.0,8200,1.0,-4.009867e+16,2.0,1143.1124968528748,1.0,1,36.04464,[-1.322  2.202],100.0,13441732.0,-48.665867,-102.54138,1159035,53.875515,0.8581475,-66.49674,95.81,,1448.0862,-70.81543,82,-66.49674087017775,2481254100.0,100,0.8581475,True,1.7176575e+29,-70.81543,-1544.8367,1.0,2185154.5,0.4189424,103690060.0,
-1.0,11.624121,0.4606679,,100.0,8300,1.0,-1.1055411e+18,2.0,1154.4044878482819,1.0,1,41.346214,[-1.277  2.318],100.0,36015548.0,-48.93912,-107.20747,1168575,58.268353,0.8588402,-65.86125,95.4,,1844.6298,-72.23135,83,-65.86125632122159,7425109000.0,100,0.8588402,True,9.54248e+31,-72.23135,-1957.8014,1.0,6547724.0,0.4189424,263542370.0,
-1.0,11.236502,0.00409573,,100.0,8400,1.0,-1161703800000.0,2.0,1165.610157251358,1.0,1,37.519276,[-1.222  2.43 ],100.0,52011.89,-48.704887,-101.63891,1177832,52.93402,0.8622409,-64.11963,92.57,,1533.9552,-61.26956,84,-64.11962957218289,17703490.0,100,0.8622409,True,1.5469657e+20,-61.26956,-1627.3539,1.0,14143.025,0.4189424,403726.53,
-1.0,10.054721,0.16894162,,100.0,8500,1.0,-6295476000000000.0,2.0,1178.0858993530273,1.0,1,31.834251,[-1.296  2.531],100.0,125915350.0,-48.906155,-95.975945,1187134,47.06979,0.8519717,-64.14169,93.02,,1114.517,-64.72819,85,-64.14169305250049,6257530000.0,100,0.8519717,True,7.2665733e+27,-64.72819,-1188.3665,1.0,14173971.0,0.4189424,1262731400.0,
-1.0,11.065217,0.07597879,,100.0,8600,1.0,-801200.75,2.0,1191.600352048874,1.0,1,35.6573,[-1.259  2.411],100.0,147.64677,-48.568718,-99.56351,1196430,50.99479,0.85809124,-63.90621,92.96,,1393.8818,-64.42949,86,-63.90621028572321,34328.586,100,0.85809124,True,78268190.0,-64.42949,-1480.5612,1.0,41.59581,0.4189424,1276.6476,
-1.0,11.048727,0.19198956,,100.0,8700,1.0,-6.425968e+17,2.0,1201.8929314613342,1.0,1,27.083685,[-1.255  2.474],100.0,607405200.0,-48.997612,-92.08967,1205804,43.092056,0.858854,-65.00599,93.74,,855.60034,-61.054173,87,-65.0059837782383,1378842500.0,100,0.858854,True,1.0777815e+32,-61.054173,-917.4966,1.0,68680420.0,0.4189424,6089727000.0,
-1.0,11.515245,0.0067176716,,100.0,8800,1.0,-3.0131342e+19,2.0,1212.0890839099884,1.0,1,48.447975,[-1.244  2.598],100.0,2462569200.0,-49.362083,-114.23914,1215354,64.87706,0.8632029,-65.79117,95.5,,2479.807,-70.70143,88,-65.79117222681641,451659600000.0,100,0.8632029,True,4.6122714e+34,-70.70143,-2620.1038,1.0,407465400.0,0.4189424,18787040000.0,
-1.0,10.828593,0.001741507,,100.0,8900,1.0,-1.4614772e+18,2.0,1221.6387536525726,1.0,1,33.601944,[-1.227  2.722],100.0,4819929.5,-49.086212,-97.23952,1224553,48.153305,0.8686627,-63.637573,91.99,,1246.3491,-64.9077,89,-63.63757252827287,1265076000.0,100,0.8686627,True,3.57538e+32,-64.9077,-1323.6373,1.0,1251801.0,0.4189424,25655986.0,
-1.0,10.103354,0.077165864,,100.0,9000,1.0,-2.8038955e+16,2.0,1231.0033473968506,1.0,1,30.789639,[-1.176  2.837],100.0,33046146.0,-48.90708,-92.59859,1233534,43.691505,0.8585074,-61.80895,89.81,,1050.0795,-64.102104,90,-61.80894824922085,196065520.0,100,0.8585074,True,1.9416818e+29,-64.102104,-1113.709,1.0,3551418.2,0.4189424,332093120.0,
-1.0,9.513957,0.31703755,,100.0,9100,1.0,-4.1791634e+16,2.0,1242.2924077510834,1.0,1,20.288832,[-1.223  2.721],100.0,37465760.0,-38.682404,-83.941925,1242764,45.25952,0.8629339,-63.653095,92.3,,502.152,-62.56266,91,-63.653094590604304,988081900.0,100,0.8629339,True,3.7461162e+29,-62.56266,-570.4308,1.0,4756402.0,0.4189424,373707200.0,
-1.0,10.039703,0.010302243,,100.0,9200,1.0,-9531122.0,2.0,1254.086499452591,1.0,1,40.668556,[-1.197  2.843],100.0,115.531494,-48.939163,-101.77696,1251656,52.8378,0.86496687,-61.10841,88.92,,1754.7268,-81.73037,92,-61.10840893805027,67347.04,100,0.86496687,True,10341713000.0,-81.73037,-1847.7842,1.0,44.148808,0.4189424,945.1549,
-1.0,9.813138,0.021192927,,100.0,9300,1.0,-4.973627e+18,2.0,1264.775921344757,1.0,1,30.313683,[-1.202  2.905],100.0,1552140700.0,-49.16635,-93.64934,1260870,44.482986,0.8643398,-63.33566,92.14,,1015.217,-62.555374,93,-63.33565667778254,37080547000.0,100,0.8643398,True,5.686082e+33,-62.555374,-1081.1726,1.0,163388640.0,0.4189424,15602358000.0,
-1.0,10.621272,0.31957042,,100.0,9400,1.0,-2399430000000.0,2.0,1277.7135899066925,1.0,1,36.014034,[-1.161  3.023],100.0,14366005.0,-39.995735,-99.30127,1270073,59.305534,0.8576372,-63.28723,92.03,,1409.822,-70.74243,94,-63.28723501548171,1055440260.0,100,0.8576372,True,4.1850006e+20,-70.74243,-1527.0565,1.0,1461893.8,0.4189424,144398290.0,
-1.0,8.809773,0.4328714,,100.0,9500,1.0,-3.2395708e+16,2.0,1289.1134769916534,1.0,1,22.00803,[-1.076  3.115],100.0,50482115000.0,-48.63763,-82.51676,1278912,33.87913,0.8600453,-60.508736,88.39,,561.96545,-66.93057,95,-60.50873294323683,246952260000.0,100,0.8600453,True,7.1693835e+29,-66.93057,-600.22394,1.0,5075727400.0,0.4189424,507366440000.0,
-1.0,8.908654,0.31823468,,100.0,9600,1.0,-2.8422819e+17,2.0,1299.3582029342651,1.0,1,26.047894,[-1.116  2.997],100.0,30215656.0,-48.86965,-87.68193,1287883,38.81228,0.85780907,-61.634037,89.71,,757.8568,-59.68934,96,-61.634037215560674,2004616000.0,100,0.85780907,True,3.2040567e+31,-59.68934,-808.0685,1.0,5275376.5,0.4189424,286273400.0,
-1.0,9.406505,0.050102957,,100.0,9700,1.0,-7.756596e+19,2.0,1312.8982555866241,1.0,1,38.39661,[-1.131  2.872],100.0,84763650.0,-49.32423,-100.248184,1296868,50.923954,0.869328,-61.851578,89.85,,1562.7819,-64.86832,97,-61.85157634943724,11528371000.0,100,0.869328,True,8.051864e+35,-64.86832,-1649.2217,1.0,12471343.0,0.4189424,748977400.0,
-1.0,10.813229,0.082551,,100.0,9800,1.0,-10195722.0,2.0,1323.1457028388977,1.0,1,30.36031,[-1.122  2.748],100.0,962.4263,-49.41478,-95.31714,1306313,45.90236,0.8667639,-64.956825,94.45,,1038.6744,-65.27055,98,-64.95682730793953,38436.684,100,0.8667639,True,20914993000.0,-65.27055,-1108.9061,1.0,166.16513,0.4189424,9540.558,
-1.0,8.909359,0.44121036,,100.0,9900,1.0,-7.452418e+16,2.0,1333.2104437351227,1.0,1,23.542744,[-0.872  2.762],100.0,21737000.0,-49.13395,-85.27778,1315351,36.14383,0.85651785,-61.735035,90.38,,633.6374,-71.13585,99,-61.73503533512354,847749760.0,100,0.85651785,True,2.9288712e+30,-71.13585,-677.1817,1.0,3571706.0,0.4189424,207055730.0,
-1.0,10.374459,0.08133319,,100.0,10000,1.0,-2.5896014e+17,2.0,1343.322020292282,1.0,1,26.09799,[-0.854  2.638],100.0,73557650.0,-39.309288,-89.27889,1324546,49.969604,0.8605595,-63.180904,91.95,,788.7344,-67.44185,100,-63.180904768407345,7871131600.0,100,0.8605595,True,9.6802075e+30,-67.44185,-871.96436,1.0,9144209.0,0.4189424,737303700.0,
-1.0,10.876963,0.026450893,,100.0,10100,1.0,-632499.75,2.0,1355.018158197403,1.0,1,32.775406,[-0.828  2.76 ],100.0,356.473,-49.795723,-97.77025,1334003,47.974525,0.86050975,-64.99484,94.57,,1192.5355,-63.82892,101,-64.99484182208776,79943.24,100,0.86050975,True,51874400.0,-63.82892,-1269.252,1.0,108.76978,0.4189424,3053.629,
-1.0,10.145523,0.03839637,,100.0,10200,1.0,-1.1570795e+19,2.0,1365.6482954025269,1.0,1,25.80436,[-0.818  2.822],100.0,60198996.0,-39.754898,-88.492966,1343106,48.738068,0.86173797,-62.6886,91.03,,768.7967,-58.329727,102,-62.688603947162626,3196652300.0,100,0.86173797,True,2.135481e+34,-58.329727,-847.9749,1.0,9694027.0,0.4189424,527554720.0,
-1.0,9.819219,0.02924275,,100.0,10300,1.0,-2.8236248e+18,2.0,1377.6602430343628,1.0,1,32.175274,[-0.818  2.947],100.0,2285919500.0,-48.957367,-93.58433,1352030,44.62696,0.8660489,-61.409054,89.24,,1131.6653,-69.37887,103,-61.40905350729823,140303090000.0,100,0.8660489,True,1.8091186e+33,-69.37887,-1198.0482,1.0,249277090.0,0.4189424,22912358000.0,
-1.0,8.758212,0.0027606315,,100.0,10400,1.0,-3.3349279e+16,2.0,1389.4765412807465,1.0,1,29.994263,[-0.823  2.822],100.0,6547292.0,-49.427505,-90.92564,1360871,41.49813,0.85141724,-60.931377,88.41,,976.36206,-59.17298,104,-60.93137303218246,199770420.0,100,0.85141724,True,3.3752136e+29,-59.17298,-1033.7633,1.0,868780.56,0.4189424,65521350.0,
-1.0,10.335035,0.20594016,,100.0,10500,1.0,-5.908502e+18,2.0,1400.0371582508087,1.0,1,36.794044,[-0.81   2.947],100.0,46417740.0,-39.708076,-98.189354,1369791,58.481277,0.8583214,-61.39531,89.2,,1460.6144,-65.11397,105,-61.39531119003892,2304108500.0,100,0.8583214,True,2.6861476e+33,-65.11397,-1574.6119,1.0,5912618.0,0.4189424,460429380.0,
-1.0,10.2586565,0.23615389,,100.0,10600,1.0,-3.9235776e+18,2.0,1410.329384803772,1.0,1,23.244452,[-0.801  3.071],100.0,56474628.0,-49.27578,-85.359344,1378876,36.083565,0.86561096,-62.11489,90.85,,645.5445,-54.7025,106,-62.11489491552115,1710145900.0,100,0.86561096,True,8.172769e+33,-54.7025,-688.94366,1.0,8414223.0,0.4189424,544995000.0,
-1.0,10.310663,0.4822752,,100.0,10700,1.0,-2.5789638e+16,2.0,1420.7980182170868,1.0,1,27.58651,[-0.818  3.195],100.0,17375220.0,-39.768303,-88.69753,1387752,48.92923,0.8593458,-61.111027,88.76,,867.3252,-62.83802,107,-61.111024300456045,1228938600.0,100,0.8593458,True,1.04438195e+29,-62.83802,-947.1245,1.0,2828882.5,0.4189424,138088900.0,
-1.0,9.559192,0.34775296,,100.0,10800,1.0,-8859280600000000.0,2.0,1433.518859386444,1.0,1,24.353954,[-0.846  3.073],100.0,94401510.0,-49.32097,-85.9599,1396731,36.63893,0.8559159,-61.605946,89.79,,684.4932,-69.59391,108,-61.605945812165736,1372729200.0,100,0.8559159,True,3.9198374e+28,-69.59391,-729.2379,1.0,10320222.0,0.4189424,949023600.0,
-1.0,8.506456,0.003434063,,100.0,10900,1.0,-1086983100000000.0,2.0,1443.7999403476715,1.0,1,22.44782,[-0.868  3.196],100.0,31229678.0,-49.37086,-83.78555,1405697,34.414692,0.8618654,-61.337734,89.66,,576.2645,-57.639263,109,-61.337730956226586,2025991800.0,100,0.8618654,True,7.580729e+26,-57.639263,-615.7409,1.0,4203617.5,0.4189424,307203870.0,
-1.0,8.294011,0.1293227,,100.0,11000,1.0,-722786600000000.0,2.0,1453.2296340465546,1.0,1,20.25619,[-0.818  3.311],100.0,36008156.0,-49.18996,-79.91522,1414391,30.725262,0.85534537,-59.659035,86.94,,479.10382,-56.679325,110,-59.65903245717287,435975600.0,100,0.85534537,True,5.2756976e+26,-56.679325,-510.57068,1.0,3895297.5,0.4189424,361737200.0,
-1.0,8.96382,0.04261049,,100.0,11100,1.0,-1.852771e+17,2.0,1465.0113697052002,1.0,1,28.66046,[-0.592  3.204],100.0,339023900.0,-50.014854,-90.08066,1423325,40.065804,0.8575969,-61.420197,89.34,,901.7719,-63.8417,111,-61.42019959971309,36027265000.0,100,0.8575969,True,1.1989205e+31,-63.8417,-955.27814,1.0,40163212.0,0.4189424,3390659000.0,
-1.0,9.617138,0.017033542,,100.0,11200,1.0,-3.0838478e+19,2.0,1474.941731929779,1.0,1,29.041206,[-0.592  3.329],100.0,629174460.0,-40.74611,-90.94416,1432368,50.19805,0.85851777,-61.902954,90.43,,935.8809,-71.420525,112,-61.90295541137457,18130582000.0,100,0.85851777,True,1.3479721e+35,-71.420525,-1019.8718,1.0,65702864.0,0.4189424,6322948600.0,
-1.0,9.157606,0.003735412,,100.0,11300,1.0,-76245580000000.0,2.0,1485.646412372589,1.0,1,25.262592,[-0.603  3.454],100.0,7271761.0,-40.412704,-86.73418,1441390,46.321472,0.8686334,-61.471592,90.22,,722.0602,-61.197014,113,-61.47158638119698,219538610.0,100,0.8686334,True,1.1364226e+24,-61.197014,-793.5795,1.0,1060359.0,0.4189424,63641770.0,
-1.0,8.884149,0.20427127,,100.0,11400,1.0,-41614570000.0,2.0,1495.8322339057922,1.0,1,33.02033,[-0.662  3.564],100.0,187598.81,-49.092705,-93.631355,1450206,44.53865,0.8577887,-60.611027,88.16,,1169.2704,-64.39514,114,-60.611024595052,15986166.0,100,0.8577887,True,3.957777e+17,-64.39514,-1235.3901,1.0,26432.918,0.4189424,1861919.5,
-1.0,8.090194,0.0320101,,100.0,11500,1.0,-1.1621904e+17,2.0,1509.4877214431763,1.0,1,24.542,[-0.575  3.654],100.0,7146269.5,-39.405445,-83.68133,1458852,44.275883,0.8579585,-59.139328,86.46,,667.76105,-56.889954,115,-59.13932780250907,865031040.0,100,0.8579585,True,3.1632112e+30,-56.889954,-733.1023,1.0,2119957.5,0.4189424,43807100.0,
-1.0,8.140536,0.14478539,,100.0,11600,1.0,-4000710200000000.0,2.0,1522.253277540207,1.0,1,23.131655,[-0.594  3.778],100.0,4171899.2,-39.2027,-82.22217,1467470,43.019466,0.8584573,-59.09051,86.18,,601.34186,-68.51129,116,-59.09051073402166,23483212.0,100,0.8584573,True,4.2058777e+27,-68.51129,-663.0265,1.0,485252.38,0.4189424,41936464.0,
-1.0,8.277593,0.40097183,,100.0,11700,1.0,-9.23304e+17,2.0,1531.9567449092865,1.0,1,27.670557,[-0.556  3.659],100.0,93294280000.0,-40.421177,-86.62045,1476089,46.199276,0.8643516,-58.949894,86.19,,834.17834,-55.03736,117,-58.949893660396334,4552309000000.0,100,0.8643516,True,1.6841743e+32,-55.03736,-905.3208,1.0,12150034000.0,0.4189424,880142200000.0,
-1.0,8.140718,0.45009613,,100.0,11800,1.0,-122229750000000.0,2.0,1542.1944658756256,1.0,1,25.943428,[-0.543  3.783],100.0,5773530.5,-39.90483,-87.26931,1485081,47.36448,0.86817646,-61.32588,89.92,,739.3328,-70.21275,118,-61.32587900131941,114635190.0,100,0.86817646,True,2.6716803e+24,-70.21275,-814.10736,1.0,776289.06,0.4189424,56424360.0,
-1.0,8.234663,0.035028774,,100.0,11900,1.0,-1689044100000.0,2.0,1552.504462480545,1.0,1,28.802027,[-0.306  3.861],100.0,187614.45,-49.49024,-88.63767,1493810,39.147434,0.85829175,-59.835648,87.29,,897.3662,-64.5868,119,-59.835649126172065,18796114.0,100,0.85829175,True,1.0932051e+21,-64.5868,-948.4453,1.0,38477.37,0.4189424,1446252.8,
-1.0,7.6199474,0.028304473,,100.0,12000,1.0,-1.4210602e+16,2.0,1564.429312467575,1.0,1,21.095503,[-0.382  3.762],100.0,257556940.0,-49.98374,-83.28237,1502867,33.29863,0.8611881,-62.18687,90.57,,503.0838,-60.067955,120,-62.18686978667974,2967920400.0,100,0.8611881,True,1.4782973e+29,-60.067955,-540.0416,1.0,35122450.0,0.4189424,2450954500.0,
-1.0,8.846709,0.26605636,,100.0,12100,1.0,-2.3613034e+16,2.0,1577.8512606620789,1.0,1,29.138199,[-0.396  3.886],100.0,35787950.0,-40.768,-89.81924,1511751,49.051235,0.8571907,-60.68104,88.84,,927.29877,-60.136604,121,-60.681040214300154,1422460300.0,100,0.8571907,True,8.668545e+28,-60.136604,-1007.4935,1.0,3976681.0,0.4189424,359665000.0,
-1.0,8.901212,0.042722143,,100.0,12200,1.0,-4.1896014e+16,2.0,1592.3553383350372,1.0,1,27.740236,[-0.363  4.007],100.0,5068798.0,-39.802937,-88.88737,1520744,49.08443,0.8654634,-61.14713,89.93,,848.7522,-67.956085,122,-61.14713100731373,379149860.0,100,0.8654634,True,2.7215285e+29,-67.956085,-929.0546,1.0,841874.06,0.4189424,44704188.0,
-1.0,7.86554,0.0014202383,,100.0,12300,1.0,-4.7049846e+16,2.0,1604.1608791351318,1.0,1,20.896029,[-0.334  4.128],100.0,143439460.0,-40.585373,-81.66956,1529671,41.08419,0.86488944,-60.773537,89.27,,498.51074,-58.444126,123,-60.77353451952338,716903740.0,100,0.86488944,True,6.9929445e+29,-58.444126,-554.7707,1.0,14911405.0,0.4189424,1441897500.0,
-1.0,8.536787,0.00026080848,,100.0,12400,1.0,-4.4512268e+17,2.0,1616.5617077350616,1.0,1,24.8305,[-0.282  4.015],100.0,102069656.0,-40.882477,-83.88462,1538288,43.002144,0.86250424,-59.054115,86.17,,689.4305,-58.169853,124,-59.05412092506886,5240562700.0,100,0.86250424,True,5.2148466e+31,-58.169853,-751.06683,1.0,18746692.0,0.4189424,671960640.0,
-1.0,7.941371,0.007963933,,100.0,12500,1.0,-1.2824204e+17,2.0,1629.0942413806915,1.0,1,24.317795,[-0.282  3.89 ],100.0,22669320.0,-40.251656,-84.038025,1547018,43.78637,0.8654386,-59.72023,87.3,,654.42053,-70.19991,125,-59.72022877201438,613650000.0,100,0.8654386,True,4.026684e+30,-70.19991,-718.3235,1.0,3890531.0,0.4189424,165889760.0,
-1.0,8.166947,0.041084852,,100.0,12600,1.0,-2.367657e+19,2.0,1642.5644745826721,1.0,1,23.027739,[-0.505  4.001],100.0,118886520.0,-40.58322,-84.31913,1555991,43.73591,0.85855526,-61.291386,89.73,,596.9758,-66.38327,126,-61.29139076411724,1175591300.0,100,0.85855526,True,1.378883e+35,-66.38327,-660.7313,1.0,17403874.0,0.4189424,1080565900.0,
-1.0,9.064184,0.1775261,,100.0,12700,1.0,-7.154954e+16,2.0,1657.2457339763641,1.0,1,27.165186,[-0.483  3.878],100.0,9486818.0,-40.547943,-87.675354,1564791,47.12741,0.8639,-60.510166,88.0,,820.1067,-66.69353,127,-60.51016897931695,1323259300.0,100,0.8639,True,9.340321e+29,-66.69353,-894.13513,1.0,2026521.2,0.4189424,84745660.0,
-1.0,9.200944,0.012432281,,100.0,12800,1.0,-801958.75,2.0,1671.5566082000732,1.0,1,26.471254,[-0.485  3.753],100.0,173.09476,-49.820522,-87.480156,1573681,37.659634,0.86188114,-61.008907,88.9,,785.38446,-63.925938,128,-61.00890445977449,39302.03,100,0.86188114,True,260253330.0,-63.925938,-832.6568,1.0,67.28132,0.4189424,1085.1891,
-1.0,8.354131,0.015890459,,100.0,12900,1.0,-4581203000000000.0,2.0,1684.125764131546,1.0,1,25.555004,[-0.378  3.689],100.0,20215752.0,-40.1278,-85.52281,1582447,45.39501,0.8625376,-59.967808,87.66,,722.8498,-53.33191,129,-59.96780545920134,813381300.0,100,0.8625376,True,4.4480424e+27,-53.33191,-791.5347,1.0,2792737.2,0.4189424,200717460.0,
-1.0,7.9771914,0.050145786,,100.0,13000,1.0,-7854502400.0,2.0,1694.0622203350067,1.0,1,25.480808,[-0.346  3.568],100.0,72477.71,-39.782043,-84.551476,1591055,44.769432,0.8623843,-59.070663,86.08,,712.9071,-58.88713,130,-59.07066809892655,2186673.0,100,0.8623843,True,1.3813754e+16,-58.88713,-779.7128,1.0,9954.803,0.4189424,725575.56,
-1.0,8.400965,0.07869743,,100.0,13100,1.0,-4.2935e+16,2.0,1706.9495072364807,1.0,1,25.543299,[-0.252  3.65 ],100.0,63613780.0,-49.31102,-85.078964,1599734,35.767944,0.86799234,-59.535664,86.79,,723.0363,-55.077682,131,-59.535665239840746,970398460.0,100,0.86799234,True,1.01365355e+30,-55.077682,-765.6794,1.0,6827525.0,0.4189424,639316030.0,
-1.0,8.947636,0.15912244,,100.0,13200,1.0,-2.8329935e+16,2.0,1718.9519860744476,1.0,1,22.747934,[-0.279  3.527],100.0,175449420.0,-40.545372,-85.17224,1608858,44.62687,0.8679956,-62.424313,91.24,,597.5286,-64.89206,132,-62.424308215081695,4313801000.0,100,0.8679956,True,1.821159e+29,-64.89206,-663.91077,1.0,22732212.0,0.4189424,1680291800.0,
-1.0,7.076223,0.19506428,,100.0,13300,1.0,-843484200000000.0,2.0,1730.289517402649,1.0,1,19.90732,[-0.301  3.65 ],100.0,172811900.0,-49.717285,-79.627655,1617630,29.91037,0.85728484,-59.720337,87.72,,446.3743,-63.513626,133,-59.7203345182538,1637059800.0,100,0.85728484,True,8.0003234e+26,-63.513626,-476.1937,1.0,20006292.0,0.4189424,1731752700.0,
-1.0,7.8760834,0.006284292,,100.0,13400,1.0,-7.177438e+16,2.0,1741.916081905365,1.0,1,16.939825,[-0.256  3.767],100.0,8326120.5,-40.70887,-77.592224,1626484,36.883354,0.85613656,-60.652397,88.54,,348.99036,-64.00706,134,-60.6523979832232,267473970.0,100,0.85613656,True,2.5052997e+30,-64.00706,-394.3345,1.0,2006120.5,0.4189424,56067332.0,
