VanillaAvgRet,AvgDiscRet,AvgRet,VarRet,ESSClassic,MaxVanillaIw,VarJ,AvgEpLen,VarDiscRet,eRenyi2,J,ESSRenyi,MinNormIw,AvgNormIw,VarNormIw,VarVanillaIw,AvgVanillaIw,MinVanillaIw,Bound,BatchSize,MaxNormIw
-1608.5544895009277,-1.0913936421275138e-13,-1.0913936421275138e-13,4230828.776786032,1.0,84546.14,,200.0,4230828.776786032,66864.73,1596.3582,0.0014955568524837636,,0.01,0.010000003,71480490.0,845.4614,,1347929.4,100,1.0
-8.646847456641144,-1.1191048088221578e-15,-1.1191048088221578e-15,55.53510988720028,,1.1427229e+35,,200.0,55.53510988720028,inf,7.031031,,,0.01,0.010000002,inf,1.14272295e+33,,8.0345205e+33,100,1.0
-8.450543381398106,-1.2079226507921704e-15,-1.2079226507921704e-15,46.187646732610915,100.0,1.0,6.762083,200.0,46.187646732610915,nan,-8.940697e-08,nan,0.01,0.009999998,3.5044917e-18,,1.0,1.0,-0.5715766,100,0.01
-8.605144524454097,-6.750155989720952e-16,-6.750155989720952e-16,54.19241411048587,100.0,1.0,7.3246493,200.0,54.19241411048587,nan,-8.940697e-08,nan,0.01,0.009999998,3.5044917e-18,,1.0,1.0,-0.6191284,100,0.01
-7.700103444199922,-1.305622276959184e-15,-1.305622276959184e-15,49.82379862068177,100.0,1.0,7.023216,200.0,49.82379862068177,nan,7.450581e-09,nan,0.01,0.009999998,3.5044917e-18,,1.0,1.0,-0.5936493,100,0.01
-7.283762002746381,1.5454304502782179e-15,1.5454304502782179e-15,48.48625746725379,100.0,1.0,6.9283037,200.0,48.48625746725379,nan,1.1920929e-07,nan,0.01,0.009999998,3.5044917e-18,,1.0,1.0,-0.58562666,100,0.01
-7.200303294335232,1.1501910535116621e-15,1.1501910535116621e-15,42.97492825597096,100.0,1.0,6.5226665,200.0,42.97492825597096,nan,-3.7252903e-08,nan,0.01,0.009999998,3.5044917e-18,,1.0,1.0,-0.55133957,100,0.01
-7.547254082763986,3.9968028886505636e-16,3.9968028886505636e-16,48.47972659760596,100.0,1.0,6.927837,200.0,48.47972659760596,nan,-6.7055225e-08,nan,0.01,0.009999998,3.5044917e-18,,1.0,1.0,-0.58558714,100,0.01
-7.7668652653336165,1.7674750552032492e-15,1.7674750552032492e-15,52.969932397398715,100.0,1.0,7.241563,200.0,52.969932397398715,nan,-5.2154064e-08,nan,0.01,0.009999998,3.5044917e-18,,1.0,1.0,-0.6121054,100,0.01
-8.336291120299633,-1.6076029396572267e-15,-1.6076029396572267e-15,56.61592824242084,100.0,1.0,7.4866395,200.0,56.61592824242084,nan,6.7055225e-08,nan,0.01,0.009999998,3.5044917e-18,,1.0,1.0,-0.632821,100,0.01
