AvgRet,VarDiscRet,ESSRenyi,MaxVanillaIw,VarVanillaIw,AvgEpLen,VanillaAvgRet,VarNormIw,VarRet,MaxNormIw,VarJ,J,IterType,Bound,ESSClassic,AvgDiscRet,EpsThisIter,MinNormIw,SamplesThisIter,AvgNormIw,MinVanillaIw,delta,renyi2,AvgVanillaIw,BatchSize
-5.44174344713,66.3614502818,nan,1.46101e+22,inf,500.0,-5.44174344713,6.54991e-06,66.3614502818,0.145462,nan,nan,1,nan,2.85447680182,-5.44174344713,100,,50000,5.52486e-05,,0.7,nan,5.54915e+18,100
-3.0799908896,21.8421083846,nan,1.36039e+23,inf,500.0,-3.0799908896,1.18116e-05,21.8421083846,0.230811,8.39427,1327.38,1,3.68993,3.98616673529,-3.0799908896,100,,50000,5.52486e-05,,0.7,nan,3.25633e+19,100
-2.61909196116,24.104971752,nan,3.62879e+10,2.9096e+17,500.0,-2.61909196116,1.38097e-05,24.104971752,0.249999,39.1218,1070.98,1,3.54092,4.0,-2.61909196116,100,,50000,5.52486e-05,,0.7,nan,8.01947e+06,100
-2.50879186774,13.1774172096,nan,17316.1,158034.0,500.0,-2.50879186774,3.55976e-07,13.1774172096,0.0259888,33.249,651.209,1,1.32739,1.68173353484,-2.50879186774,100,,50000,5.52486e-05,,0.7,nan,36.8117,100
-3.59571565238,17.498185203,nan,1063.13,1234.65,500.0,-3.59571565238,5.65271e-08,17.498185203,0.00719352,25.821,415.173,1,0.481009,0.969297270157,-3.59571565238,100,,50000,5.52486e-05,,0.7,nan,8.16515,100
-2.71023766571,25.3030042562,nan,1.08093e+07,2.58973e+10,500.0,-2.71023766571,1.13204e-05,25.3030042562,0.225996,24.6399,1001.21,1,3.38068,3.99183510543,-2.71023766571,100,,50000,5.52486e-05,,0.7,nan,2642.52,100
-2.97118815455,7.08848059361,nan,5.34033e+20,inf,500.0,-2.97118815455,1.00182e-05,7.08848059361,0.20919,7.34234,614.979,1,0.897102,3.8603386155,-2.97118815455,100,,50000,5.52486e-05,,0.7,nan,1.41042e+17,100
-2.53819513845,23.5340761318,nan,4548.14,6692.52,500.0,-2.53819513845,1.53613e-07,23.5340761318,0.0217898,26.7809,831.28,1,2.21316,3.29398850969,-2.53819513845,100,6.05367e-27,50000,5.52486e-05,1.26357e-21,0.7,nan,11.5319,100
-2.85571816051,25.9868119471,nan,118.755,111.809,500.0,-2.85571816051,2.1574e-08,25.9868119471,0.0016496,28.2576,502.683,1,0.763185,0.586623972026,-2.85571816051,100,7.4033e-40,50000,5.52486e-05,5.32966e-35,0.7,nan,3.97737,100
-2.64264141802,13.1404142445,nan,88.4277,97.6949,500.0,-2.64264141802,2.11751e-08,13.1404142445,0.00130186,26.0705,216.812,1,-0.51664,0.452427212937,-2.64264141802,100,2.44301e-18,50000,5.52486e-05,1.65939e-13,0.7,nan,3.7527,100
-2.25859580148,15.8688987145,nan,6.90768e+10,1.05432e+18,500.0,-2.25859580148,1.38098e-05,15.8688987145,0.25,25.2237,644.645,1,1.72323,4.0,-2.25859580148,100,3.08053e-38,50000,5.52486e-05,8.51174e-27,0.7,nan,1.52656e+07,100
-3.56619452852,26.1951564058,nan,811535.0,1.4564e+08,500.0,-3.56619452852,1.06212e-05,26.1951564058,0.219157,26.6349,879.187,1,2.15594,3.99997227491,-3.56619452852,100,,50000,5.52486e-05,,0.7,nan,204.585,100
-2.32857523951,17.1127963388,nan,219976.0,1.07277e+07,500.0,-2.32857523951,8.15276e-06,17.1127963388,0.191767,24.1382,711.334,1,2.11457,3.99093564867,-2.32857523951,100,,50000,5.52486e-05,,0.7,nan,63.3758,100
-3.40539741984,18.6644178312,nan,8271.97,21848.1,500.0,-3.40539741984,3.0718e-07,18.6644178312,0.031017,28.3952,515.532,1,0.920796,2.96886621081,-3.40539741984,100,,50000,5.52486e-05,,0.7,nan,14.7344,100
-3.3808525078,22.2582779896,nan,8753.71,19805.6,500.0,-3.3808525078,4.70318e-07,22.2582779896,0.0426573,29.9255,561.743,1,1.00426,3.94284855854,-3.3808525078,100,,50000,5.52486e-05,,0.7,nan,11.3376,100
-2.95975018023,16.9533011771,nan,1.86553e+09,1.4783e+15,500.0,-2.95975018023,6.88502e-06,16.9533011771,0.127313,16.0317,862.384,1,2.87458,7.99676193004,-2.95975018023,100,,50000,5.52486e-05,,0.7,nan,809562.0,100
-2.98109867536,12.1955807569,nan,1.24726e+07,3.88858e+10,500.0,-2.98109867536,5.04092e-06,12.1955807569,0.142009,13.6113,799.162,1,2.08753,3.53471655891,-2.98109867536,100,,50000,5.52486e-05,,0.7,nan,4852.46,100
-2.85923585232,22.5486808235,nan,4.23938e+08,4.76933e+13,500.0,-2.85923585232,6.10391e-06,22.5486808235,0.151662,33.6957,1093.56,1,2.48427,3.32962283102,-2.85923585232,100,,50000,5.52486e-05,,0.7,nan,154435.0,100
-2.15543528669,10.2297399549,nan,2.03308e+09,9.13311e+14,500.0,-2.15543528669,1.36744e-05,10.2297399549,0.24877,24.9235,673.69,1,1.22116,3.99997330561,-2.15543528669,100,5.88249e-35,50000,5.52486e-05,4.80747e-25,0.7,nan,451520.0,100
-3.28849851607,24.8766405783,nan,3399.62,7416.19,500.0,-3.28849851607,1.37602e-07,24.8766405783,0.0146437,40.1909,697.329,1,1.00394,1.85177991492,-3.28849851607,100,,50000,5.52486e-05,,0.7,nan,12.8263,100
-4.3808659252,21.9063905391,nan,263087.0,1.52962e+07,500.0,-4.3808659252,9.66942e-06,21.9063905391,0.209174,41.9423,487.076,1,-0.548088,3.99945747861,-4.3808659252,100,7.93572e-23,50000,5.52486e-05,9.98109e-17,0.7,nan,69.4886,100
-3.50659910626,28.3517642225,nan,5.02011e+20,inf,500.0,-3.50659910626,1.38099e-05,28.3517642225,0.25,22.9041,1245.45,1,4.0139,4.0,-3.50659910626,100,,50000,5.52486e-05,,0.7,nan,1.10942e+17,100
-2.0340310833,16.8797041125,nan,4.21233e+17,3.92064e+31,500.0,-2.0340310833,1.3734e-05,16.8797041125,0.249311,23.6365,1185.88,1,3.72413,3.99996998262,-2.0340310833,100,,50000,5.52486e-05,,0.7,nan,9.33474e+13,100
-2.98885143831,21.6760047691,nan,9.01946e+11,1.79751e+20,500.0,-2.98885143831,1.38062e-05,21.6760047691,0.249967,26.2714,1094.37,1,3.0917,4.0,-2.98885143831,100,,50000,5.52486e-05,,0.7,nan,1.99352e+08,100
-2.72592793314,19.0647075251,nan,8.10886e+16,1.45288e+30,500.0,-2.72592793314,1.38096e-05,19.0647075251,0.249997,20.5055,1041.57,1,3.79877,4.0,-2.72592793314,100,,50000,5.52486e-05,,0.7,nan,1.79203e+13,100
-3.69184402419,18.2484698153,nan,2299.05,2677.78,500.0,-3.69184402419,7.28157e-08,18.2484698153,0.0119888,21.9321,483.987,1,0.989385,2.10081692837,-3.69184402419,100,,50000,5.52486e-05,,0.7,nan,10.5949,100
-2.63012543322,23.364598981,nan,3.10359e+19,inf,500.0,-2.63012543322,1.38098e-05,23.364598981,0.25,5.73123,1425.05,1,5.16107,4.0,-2.63012543322,100,,50000,5.52486e-05,,0.7,nan,6.85877e+15,100
-4.91700848744,37.7547529595,nan,258219.0,1.48512e+07,500.0,-4.91700848744,6.98161e-06,37.7547529595,0.177046,44.2482,905.1,1,1.42215,3.96765217242,-4.91700848744,100,1.39555e-38,50000,5.52486e-05,2.0354e-32,0.7,nan,80.5795,100
-4.87538453525,35.4492085288,nan,6.16692e+23,inf,500.0,-4.87538453525,1.36917e-05,35.4492085288,0.248927,14.9535,1220.18,1,1.76617,3.99995980547,-4.87538453525,100,,50000,5.52486e-05,,0.7,nan,1.36873e+20,100
-5.59245146147,21.2044178735,nan,11994.8,52515.8,500.0,-5.59245146147,3.0688e-07,21.2044178735,0.0289955,38.3398,406.869,1,-0.237867,2.47437347312,-5.59245146147,100,,50000,5.52486e-05,,0.7,nan,22.8551,100
-2.64387466759,23.9578861999,nan,158.999,199.541,500.0,-2.64387466759,2.56406e-08,23.9578861999,0.00180237,23.7841,545.154,1,0.762348,0.62652720725,-2.64387466759,100,5.33575e-19,50000,5.52486e-05,4.70703e-14,0.7,nan,4.87386,100
-3.28830829206,19.3496922586,nan,3.00084e+07,1.98973e+11,500.0,-3.28830829206,1.36996e-05,19.3496922586,0.249,39.1672,716.511,1,1.79465,3.99999733408,-3.28830829206,100,,50000,5.52486e-05,,0.7,nan,6658.32,100
-2.78508907767,11.6279730787,nan,5.8637e+08,1.08338e+14,500.0,-2.78508907767,7.20362e-06,11.6279730787,0.151201,28.138,547.531,1,0.649987,7.66219775761,-2.78508907767,100,2.8026e-44,50000,5.52486e-05,1.10626e-34,0.7,nan,214258.0,100
-3.51366972433,16.3848442104,nan,53653.6,670222.0,500.0,-3.51366972433,3.27375e-06,16.3848442104,0.11858,22.8777,497.391,1,0.930903,3.99586540133,-3.51366972433,100,,50000,5.52486e-05,,0.7,nan,24.9981,100
-1.98754384709,18.4188991172,nan,179.573,170.806,500.0,-1.98754384709,2.62839e-08,18.4188991172,0.00222758,33.6932,497.392,1,1.04579,0.47746512761,-1.98754384709,100,,50000,5.52486e-05,,0.7,nan,4.45378,100
-3.55157214238,24.0950584127,nan,59496.2,824401.0,500.0,-3.55157214238,4.90229e-06,24.0950584127,0.145084,26.0468,480.374,1,0.897061,3.99786684794,-3.55157214238,100,1.52972e-31,50000,5.52486e-05,6.2731e-26,0.7,nan,22.6564,100
-2.67915941432,11.8187177517,nan,8.24827e+20,inf,500.0,-2.67915941432,1.38008e-05,11.8187177517,0.249918,16.0725,664.94,1,0.997103,3.99999931749,-2.67915941432,100,,50000,5.52486e-05,,0.7,nan,1.82342e+17,100
-2.64908583944,14.0469700509,nan,12087.2,46690.1,500.0,-2.64908583944,3.25088e-07,14.0469700509,0.0318943,23.3933,597.606,1,1.45314,3.12427404503,-2.64908583944,100,1.24716e-43,50000,5.52486e-05,4.71254e-38,0.7,nan,20.9379,100
-2.78376880008,10.1663816114,nan,334.189,150.154,500.0,-2.78376880008,3.17779e-08,10.1663816114,0.00486168,39.9946,133.042,1,-1.01786,0.931500655967,-2.78376880008,100,2.65687e-16,50000,5.52486e-05,1.82632e-11,0.7,nan,3.79775,100
-3.47206976954,16.5968829679,nan,19166.7,84384.4,500.0,-3.47206976954,9.81979e-07,16.5968829679,0.0653832,26.6432,520.509,1,0.85337,3.91870950776,-3.47206976954,100,,50000,5.52486e-05,,0.7,nan,16.1958,100
-2.70434490769,11.7199083692,nan,362.275,533.683,500.0,-2.70434490769,3.94815e-08,11.7199083692,0.00311597,20.0869,335.555,1,0.0552493,0.560852767838,-2.70434490769,100,,50000,5.52486e-05,,0.7,nan,6.42342,100
-2.47126851033,16.8198654868,nan,2.91348e+17,1.87557e+31,500.0,-2.47126851033,1.38099e-05,16.8198654868,0.25,19.7028,1014.88,1,3.2261,4.0,-2.47126851033,100,,50000,5.52486e-05,,0.7,nan,6.43863e+13,100
-1.93767889064,15.6601354734,nan,1993.72,3736.39,500.0,-1.93767889064,9.23125e-08,15.6601354734,0.00990989,17.4746,652.91,1,1.89018,5.33199831495,-1.93767889064,100,1.8258e-38,50000,5.52486e-05,3.67324e-33,0.7,nan,11.1152,100
-4.80589462862,32.1578450741,nan,2.2589e+21,inf,500.0,-4.80589462862,1.38099e-05,32.1578450741,0.25,34.8117,1410.61,1,1.08304,4.0,-4.80589462862,100,,50000,5.52486e-05,,0.7,nan,4.99205e+17,100
0.123952939529,46.555723037,nan,5.00985e+20,inf,500.0,0.123952939529,8.26043e-06,46.555723037,0.180443,36.2451,3945.06,1,15.0938,3.48324096088,0.123952939529,100,,50000,5.52486e-05,,0.7,nan,1.53393e+17,100
-0.44757799267,40.5651400067,nan,8.21631e+22,inf,500.0,-0.44757799267,6.78369e-06,40.5651400067,0.154055,23.8954,2653.78,1,10.237,3.09140501583,-0.44757799267,100,,50000,5.52486e-05,,0.7,nan,2.94661e+19,100
-0.124959654839,85.6985002283,nan,3.30516e+17,2.41376e+31,500.0,-0.124959654839,1.38099e-05,85.6985002283,0.25,52.1861,4969.48,1,19.4074,4.0,-0.124959654839,100,,50000,5.52486e-05,,0.7,nan,7.30422e+13,100
-2.87442337371,70.2414471336,nan,1.7806e+14,7.00554e+24,500.0,-2.87442337371,1.38099e-05,70.2414471336,0.25,36.5629,3128.49,1,11.9353,4.0,-2.87442337371,100,,50000,5.52486e-05,,0.7,nan,3.93503e+10,100
3.09715166404,96.6158188301,nan,3.60485e+07,3.02582e+11,500.0,3.09715166404,5.16508e-06,96.6158188301,0.148937,76.1367,5697.77,1,23.0837,3.7946328307,3.09715166404,100,,50000,5.52486e-05,,0.7,nan,13372.3,100
-0.708194461294,66.2502673977,nan,2.18414e+22,inf,500.0,-0.708194461294,7.70188e-06,66.2502673977,0.170965,9.8482,3709.21,1,13.9185,3.35360140249,-0.708194461294,100,,50000,5.52486e-05,,0.7,nan,7.05822e+18,100
6.84852984561,149.067176189,nan,1.32661e+10,3.88864e+16,500.0,6.84852984561,1.37555e-05,149.067176189,0.249507,77.6753,5623.92,1,22.9258,3.99999444239,6.84852984561,100,,50000,5.52486e-05,,0.7,nan,2.93753e+06,100
9.64091810719,264.987747296,nan,642454.0,9.12212e+07,500.0,9.64091810719,1.04155e-05,264.987747296,0.217087,66.8143,6194.76,1,27.7637,3.99915340375,9.64091810719,100,,50000,5.52486e-05,,0.7,nan,163.505,100
