VanillaAvgRet,ESSRenyi,ESSClassic,AvgDiscRet,AvgRet,MaxNormIw,VarJ,MinVanillaIw,MaxVanillaIw,Bound,EpsThisIter,VarNormIw,AvgNormIw,MinNormIw,AvgVanillaIw,VarVanillaIw,AvgEpLen,eRenyi2,IterType,VarRet,J,VarDiscRet,BatchSize
113.33971806407222,4.284988409507155,1.5591539629018145,113.33971806407222,113.33971806407222,0.7989807,864.40564,6.992975e-19,72.57789,334.77197,100,0.00637751,0.010000002,7.698285e-21,0.908381,52.624416,12.34,23.337286,1,17647.03692024444,635.6235,17647.03692024444,100
307.9635030122281,4.050318733311269,3.4052646872382466,307.9635030122281,307.9635030122281,0.50645125,3501.4453,9.561113e-18,77.66244,451.0298,100,0.0028652824,0.010000002,6.23498e-20,1.5334632,67.37739,31.81,24.689415,1,72438.92934085338,1237.1953,72438.92934085338,100
687.7530603255628,13.152419662853347,7.507020490165536,687.7530603255628,687.7530603255628,0.2646436,792.8343,4.1457198e-09,20.021942,725.5536,100,0.0012445317,0.01,5.4796796e-11,0.7565624,7.1235332,69.8,7.6031637,1,102799.58588990776,1122.3751,102799.58588990776,100
1245.3177001209312,21.076487229348324,16.931749619104227,1245.3177001209312,1245.3177001209312,0.14922328,2228.2078,7.396887e-10,18.347883,1203.8195,100,0.00049556204,0.01,6.015886e-12,1.2295591,7.491983,125.56,4.7446237,1,384814.6821467334,1812.4397,384814.6821467334,100
1434.031344235666,7.146439109459427,3.505144454670228,1434.031344235666,1434.031344235666,0.4732075,4617.74,1.0650875e-15,60.202362,1876.7632,100,0.002780757,0.01,8.3718875e-18,1.2722191,45.007713,144.44,13.992983,1,429204.2776085188,3167.5461,429204.2776085188,100
1752.6302503099348,17.547513960223664,4.004905720114672,1752.6302503099348,1752.6302503099348,0.4915039,6960.657,0.004716283,70.584305,2053.3994,100,0.0024211493,0.009999998,3.2841177e-05,1.4360884,49.932568,176.29,5.698813,1,903170.1487597147,3057.9636,903170.1487597147,100
1855.5693975376043,71.24850472220703,70.25742853341364,1855.5693975376043,1855.5693975376043,0.024196662,846.0084,0.013165546,2.32191,1538.2122,100,4.2761312e-05,0.01,0.00013719838,0.95959926,0.39375928,186.6,1.4035382,1,454117.8803405944,2036.7507,454117.8803405944,100
2289.574521258909,41.20887909361971,36.149893081927964,2289.574521258909,2289.574521258909,0.105907194,2592.5452,0.029764706,12.4921055,2040.2773,100,0.00017841006,0.01,0.0002523431,1.1795332,2.4822168,229.99,2.4266615,1,737855.4153289482,2695.8047,737855.4153289482,100
2400.9977056967373,51.0600336772149,48.13907618276801,2400.9977056967373,2400.9977056967373,0.08281009,1438.0991,0.012626171,8.895147,2070.1309,100,0.00010881962,0.01,0.000117544354,1.0741622,1.2555877,241.15,1.9584789,1,825873.1881419666,2659.0361,825873.1881419666,100
2524.383036919951,32.66219490238807,29.830925199946595,2524.383036919951,2524.383036919951,0.09166693,1809.5074,0.0074175545,11.432705,2419.628,100,0.00023759855,0.01,5.9473627e-05,1.2472006,3.695868,253.44,3.0616436,1,1125352.4744398445,3155.9417,1125352.4744398445,100
2747.9761349078,13.527076218614475,11.95612531912391,2747.9761349078,2747.9761349078,0.1593741,2338.9014,4.1901796e-29,15.06865,3109.6152,100,0.00074382976,0.01,4.431758e-31,0.9454893,6.649465,275.79,7.3925805,1,1461193.550772325,4253.769,1461193.550772325,100
2747.9761349078,10787.213094364897,,2687.1126753076196,2747.9761349078,1.0,3.6392642e-09,0.06636295,2.3865327e+28,-inf,100,0.010000003,0.01,2.7807265e-30,2.3865328e+26,inf,275.79,0.01854047,,1461193.550772325,3349.8872,1005093.4320081201,200
2614.7495294498676,12.847131502270935,7.789345373961586,2614.7495294498676,2614.7495294498676,0.24028312,2859.2449,1.0796641e-20,50.288795,3268.0005,100,0.00062000257,0.005,5.1587048e-23,1.0464488,27.157476,262.475,15.5676775,1,1487586.4118933384,4442.0415,1487586.4118933384,200
3143.748994934686,200.0,100.0,3143.748994934686,3143.748994934686,0.01,1263.5809,1.0,1.0,2722.9392,100,3.5044917e-18,0.009999998,0.01,1.0,,315.37,1.0,2,1612764.442114127,3143.749,1612764.442114127,200
3034.8223089374405,26.809205795533323,12.556291092444395,3034.8223089374405,3034.8223089374405,0.23900183,3902.0017,4.5447685e-08,58.176712,3130.9229,100,0.00037508222,0.005,1.8670838e-10,1.2170768,22.224009,304.475,7.460124,1,1742100.1860968114,3943.65,1742100.1860968114,200
3451.975084400592,200.0,100.0,3451.975084400592,3451.975084400592,0.01,1205.7701,1.0,1.0,3031.1646,100,3.5044917e-18,0.009999998,0.01,1.0,,346.13,1.0,2,1468567.2319479103,3451.9749,1468567.2319479103,200
3306.304196047672,44.48716769757198,33.59070940180906,3306.304196047672,3306.304196047672,0.11981465,2380.3372,4.887582e-13,24.16198,3410.697,100,0.00012447305,0.005,2.4236586e-15,1.0083066,5.061981,331.585,4.4956784,1,1493672.8760990354,4041.6094,1493672.8760990354,200
