MaxVanillaIw,J,eRenyi2,VarVanillaIw,AvgVanillaIw,VarJ,MaxNormIw,AvgDiscRet,BatchSize,EpsThisIter,VanillaAvgRet,Bound,IterType,Delta,VarDiscRet,MinVanillaIw,AvgRet,ESSClassic,VarNormIw,AvgEpLen,AvgNormIw,MinNormIw,ESSRenyi,VarRet
1.0,-58.5664,1.0,,1.0,17.4994,0.002,-58.1644520205,500,100,-58.1644520205,-58.5664,1,1.0,53.3126927373,1.0,-58.1644520205,500.000006643,5.43187e-20,85.91,0.002,0.002,500.0,53.3126927373
1.0,-58.2887,1.0,,1.0,6.88877,0.01,-58.2887313819,500,100,-58.2887313819,-58.2887,2,1.0,47.9345304725,1.0,-58.2887313819,100.0,3.50449e-18,85.55,0.01,0.01,500.0,47.9345304725
1.0,-57.5428,1.0,,1.0,6.62184,0.005,-56.796865209,500,100,-56.796865209,-57.5428,2,1.0,39.5248388657,1.0,-56.796865209,200.000000102,2.1793e-19,82.84,0.005,0.005,500.0,39.5248388657
1.0,-57.2176,1.0,,1.0,6.47971,0.00333333,-56.5672185142,500,100,-56.5672185142,-57.2176,2,1.0,38.0080051339,1.0,-56.5672185142,299.999969474,5.43914e-20,82.68,0.00333333,0.00333333,500.0,38.0080051339
1.0,-57.3008,1.0,,1.0,6.71597,0.0025,-57.5502406013,500,100,-57.5502406013,-57.3008,2,1.0,54.9234474269,1.0,-57.5502406013,400.0,5.4346e-20,84.52,0.0025,0.0025,500.0,54.9234474269
1.0,-57.4248,1.0,,1.0,6.90024,0.002,-57.9209544146,500,100,-57.9209544146,-57.4248,1,1.0,57.9208014243,1.0,-57.9209544146,500.000006643,5.43187e-20,85.19,0.002,0.002,500.0,57.9208014243
1.0,-61.771,1.0,,1.0,36.5271,0.01,-61.7709529181,500,100,-61.7709529181,-61.771,2,1.0,1347.7046724,1.0,-61.7709529181,100.0,3.50449e-18,89.4,0.01,0.01,500.0,1347.7046724
1.0,-61.5439,1.0,,1.0,36.4072,0.005,-61.316870639,500,100,-61.316870639,-61.5439,2,1.0,1329.93854201,1.0,-61.316870639,200.000000102,2.1793e-19,88.56,0.005,0.005,500.0,1329.93854201
1.0,-60.2864,1.0,,1.0,30.0411,0.00333333,-57.7712454617,500,100,-57.7712454617,-60.2864,2,1.0,47.4107288469,1.0,-57.7712454617,299.999969474,5.43914e-20,84.58,0.00333333,0.00333333,500.0,47.4107288469
1.0,-59.3593,1.0,,1.0,26.2895,0.0025,-56.5782164606,500,100,-56.5782164606,-59.3593,2,1.0,47.309289313,1.0,-56.5782164606,400.0,5.4346e-20,83.27,0.0025,0.0025,500.0,47.309289313
1.0,-59.0459,1.0,,1.0,23.7093,0.002,-57.7923865093,500,100,-57.7923865093,-59.0459,1,1.0,44.6016955411,1.0,-57.7923865093,500.000006643,5.43187e-20,84.84,0.002,0.002,500.0,44.6016955411
1.0,-57.7544,1.0,,1.0,7.05898,0.01,-57.7543604353,500,100,-57.7543604353,-57.7544,2,1.0,50.3325893681,1.0,-57.7543604353,100.0,3.50449e-18,84.56,0.01,0.01,500.0,50.3325893681
1.0,-57.4733,1.0,,1.0,7.10666,0.005,-57.1921485716,500,100,-57.1921485716,-57.4733,2,1.0,51.5374196897,1.0,-57.1921485716,200.000000102,2.1793e-19,83.89,0.005,0.005,500.0,51.5374196897
1.0,-57.582,1.0,,1.0,6.95793,0.00333333,-57.7996033226,500,100,-57.7996033226,-57.582,2,1.0,44.6040147627,1.0,-57.7996033226,299.999969474,5.43914e-20,84.64,0.00333333,0.00333333,500.0,44.6040147627
1.0,-57.4409,1.0,,1.0,6.76646,0.0025,-57.0173028362,500,100,-57.0173028362,-57.4409,2,1.0,38.0429675718,1.0,-57.0173028362,400.0,5.4346e-20,83.18,0.0025,0.0025,500.0,38.0429675718
1.0,-57.4796,1.0,,1.0,6.77501,0.002,-57.6344030298,500,100,-57.6344030298,-57.4796,1,1.0,46.8019841469,1.0,-57.6344030298,500.000006643,5.43187e-20,84.22,0.002,0.002,500.0,46.8019841469
1.0,-57.6521,1.0,,1.0,5.61655,0.01,-57.6520649014,500,100,-57.6520649014,-57.6521,2,1.0,31.8642281192,1.0,-57.6520649014,100.0,3.50449e-18,84.55,0.01,0.01,500.0,31.8642281192
1.0,-57.869,1.0,,1.0,6.34088,0.005,-58.0859312144,500,100,-58.0859312144,-57.869,2,1.0,49.2665174585,1.0,-58.0859312144,200.000000102,2.1793e-19,85.1,0.005,0.005,500.0,49.2665174585
1.0,-57.6667,1.0,,1.0,6.5831,0.00333333,-57.2620770811,500,100,-57.2620770811,-57.6667,2,1.0,49.8508337359,1.0,-57.2620770811,299.999969474,5.43914e-20,84.04,0.00333333,0.00333333,500.0,49.8508337359
1.0,-57.8109,1.0,,1.0,6.68131,0.0025,-58.243418735,500,100,-58.243418735,-57.8109,2,1.0,48.7864066073,1.0,-58.243418735,400.0,5.4346e-20,85.59,0.0025,0.0025,500.0,48.7864066073
1.0,-57.7623,1.0,,1.0,6.80222,0.002,-57.5678985599,500,100,-57.5678985599,-57.7623,1,1.0,53.2767912878,1.0,-57.5678985599,500.000006643,5.43187e-20,84.26,0.002,0.002,500.0,53.2767912878
1.0,-60.8356,1.0,,1.0,36.4796,0.01,-60.8355574334,500,100,-60.8355574334,-60.8356,2,1.0,1344.20174013,1.0,-60.8355574334,100.0,3.50449e-18,88.11,0.01,0.01,500.0,1344.20174013
1.0,-59.4468,1.0,,1.0,26.3025,0.005,-58.0580483495,500,100,-58.0580483495,-59.4468,2,1.0,49.5178853607,1.0,-58.0580483495,200.000000102,2.1793e-19,85.22,0.005,0.005,500.0,49.5178853607
1.0,-58.7408,1.0,,1.0,21.7976,0.00333333,-57.3288573173,500,100,-57.3288573173,-58.7408,2,1.0,39.1684641046,1.0,-57.3288573173,299.999969474,5.43914e-20,83.9,0.00333333,0.00333333,500.0,39.1684641046
1.0,-58.0598,1.0,,1.0,19.1989,0.0025,-56.0167411856,500,100,-56.0167411856,-58.0598,2,1.0,43.8625671952,1.0,-56.0167411856,400.0,5.4346e-20,82.01,0.0025,0.0025,500.0,43.8625671952
1.0,-58.7172,1.0,,1.0,23.7488,0.002,-61.3469809641,500,100,-61.3469809641,-58.7172,1,1.0,1350.4994895,1.0,-61.3469809641,500.000006643,5.43187e-20,88.73,0.002,0.002,500.0,1350.4994895
1.0,-58.4502,1.0,,1.0,7.40609,0.01,-58.45018139,500,100,-58.45018139,-58.4502,2,1.0,55.4042459847,1.0,-58.45018139,100.0,3.50449e-18,85.72,0.01,0.01,500.0,55.4042459847
1.0,-58.0213,1.0,,1.0,7.25321,0.005,-57.5923535006,500,100,-57.5923535006,-58.0213,2,1.0,50.5050064197,1.0,-57.5923535006,200.000000102,2.1793e-19,84.35,0.005,0.005,500.0,50.5050064197
1.0,-57.625,1.0,,1.0,7.19533,0.00333333,-56.8323686104,500,100,-56.8323686104,-57.625,2,1.0,49.6543381227,1.0,-56.8323686104,299.999969474,5.43914e-20,83.11,0.00333333,0.00333333,500.0,49.6543381227
1.0,-58.6085,1.0,,1.0,19.3225,0.0025,-61.5591269575,500,100,-61.5591269575,-58.6085,2,1.0,1339.90572161,1.0,-61.5591269575,400.0,5.4346e-20,89.49,0.0025,0.0025,500.0,1339.90572161
1.0,-58.1787,1.0,,1.0,17.6066,0.002,-56.4595940435,500,100,-56.4595940435,-58.1787,1,1.0,53.3627529213,1.0,-56.4595940435,500.000006643,5.43187e-20,82.51,0.002,0.002,500.0,53.3627529213
1.0,-57.9181,1.0,,1.0,6.35921,0.01,-57.9181390354,500,100,-57.9181390354,-57.9181,2,1.0,40.8480462915,1.0,-57.9181390354,100.0,3.50449e-18,84.87,0.01,0.01,500.0,40.8480462915
1.0,-57.31,1.0,,1.0,6.40405,0.005,-56.7019503884,500,100,-56.7019503884,-57.31,2,1.0,41.2572359949,1.0,-56.7019503884,200.000000102,2.1793e-19,82.84,0.005,0.005,500.0,41.2572359949
1.0,-57.6075,1.0,,1.0,7.08211,0.00333333,-58.2022957103,500,100,-58.2022957103,-57.6075,2,1.0,68.6004635478,1.0,-58.2022957103,299.999969474,5.43914e-20,85.5,0.00333333,0.00333333,500.0,68.6004635478
1.0,-57.9464,1.0,,1.0,7.17984,0.0025,-58.9632015696,500,100,-58.9632015696,-57.9464,2,1.0,54.9016706913,1.0,-58.9632015696,400.0,5.4346e-20,87.03,0.0025,0.0025,500.0,54.9016706913
1.0,-57.7261,1.0,,1.0,6.96684,0.002,-56.8446894331,500,100,-56.8446894331,-57.7261,1,1.0,35.8721650605,1.0,-56.8446894331,500.000006643,5.43187e-20,82.61,0.002,0.002,500.0,35.8721650605
1.0,-57.8993,1.0,,1.0,7.35814,0.01,-57.8992747357,500,100,-57.8992747357,-57.8993,2,1.0,54.6891068723,1.0,-57.8992747357,100.0,3.50449e-18,84.23,0.01,0.01,500.0,54.6891068723
1.0,-57.8778,1.0,,1.0,7.1739,0.005,-57.8563727863,500,100,-57.8563727863,-57.8778,2,1.0,49.279324425,1.0,-57.8563727863,200.000000102,2.1793e-19,85.0,0.005,0.005,500.0,49.279324425
1.0,-59.0584,1.0,,1.0,21.9757,0.00333333,-61.4195030379,500,100,-61.4195030379,-59.0584,2,1.0,1351.01302483,1.0,-61.4195030379,299.999969474,5.43914e-20,89.1,0.00333333,0.00333333,500.0,1351.01302483
1.0,-58.9196,1.0,,1.0,19.2964,0.0025,-58.5031556268,500,100,-58.5031556268,-58.9196,2,1.0,40.7799598805,1.0,-58.5031556268,400.0,5.4346e-20,85.74,0.0025,0.0025,500.0,40.7799598805
1.0,-58.4386,1.0,,1.0,17.6014,0.002,-56.5148396243,500,100,-56.5148396243,-58.4386,1,1.0,55.5770606528,1.0,-56.5148396243,500.000006643,5.43187e-20,82.45,0.002,0.002,500.0,55.5770606528
1.0,-57.2098,1.0,,1.0,6.52115,0.01,-57.2098024644,500,100,-57.2098024644,-57.2098,2,1.0,42.9549734415,1.0,-57.2098024644,100.0,3.50449e-18,83.6,0.01,0.01,500.0,42.9549734415
1.0,-57.9184,1.0,,1.0,7.00529,0.005,-58.6270571564,500,100,-58.6270571564,-57.9184,2,1.0,55.1702391513,1.0,-58.6270571564,200.000000102,2.1793e-19,86.26,0.005,0.005,500.0,55.1702391513
1.0,-59.0117,1.0,,1.0,21.8387,0.00333333,-61.1981985472,500,100,-61.1981985472,-59.0117,2,1.0,1338.85060458,1.0,-61.1981985472,299.999969474,5.43914e-20,88.75,0.00333333,0.00333333,500.0,1338.85060458
1.0,-59.3608,1.0,,1.0,26.2411,0.0025,-60.4079814002,500,100,-60.4079814002,-59.3608,2,1.0,1335.49169136,1.0,-60.4079814002,400.0,5.4346e-20,87.21,0.0025,0.0025,500.0,1335.49169136
1.0,-58.9182,1.0,,1.0,23.6942,0.002,-57.147738892,500,100,-57.147738892,-58.9182,1,1.0,49.262049491,1.0,-57.147738892,500.000006643,5.43187e-20,84.01,0.002,0.002,500.0,49.262049491
1.0,-57.9689,1.0,,1.0,7.10916,0.01,-57.9689197993,500,100,-57.9689197993,-57.9689,2,1.0,51.0506370091,1.0,-57.9689197993,100.0,3.50449e-18,84.91,0.01,0.01,500.0,51.0506370091
1.0,-57.5348,1.0,,1.0,7.13021,0.005,-57.1006308721,500,100,-57.1006308721,-57.5348,2,1.0,51.2753978676,1.0,-57.1006308721,200.000000102,2.1793e-19,83.76,0.005,0.005,500.0,51.2753978676
1.0,-57.6098,1.0,,1.0,7.24546,0.00333333,-57.7598993938,500,100,-57.7598993938,-57.6098,2,1.0,56.340005277,1.0,-57.7598993938,299.999969474,5.43914e-20,84.23,0.00333333,0.00333333,500.0,56.340005277
1.0,-57.3851,1.0,,1.0,7.09734,0.0025,-56.710817385,500,100,-56.710817385,-57.3851,2,1.0,43.8311615783,1.0,-56.710817385,400.0,5.4346e-20,83.19,0.0025,0.0025,500.0,43.8311615783
1.0,-57.4462,1.0,,1.0,6.91069,0.002,-57.6905868824,500,100,-57.6905868824,-57.4462,1,1.0,37.6003165641,1.0,-57.6905868824,500.000006643,5.43187e-20,84.49,0.002,0.002,500.0,37.6003165641
1.0,-57.5316,1.0,,1.0,7.00299,0.01,-57.5315595274,500,100,-57.5315595274,-57.5316,2,1.0,49.5372874832,1.0,-57.5315595274,100.0,3.50449e-18,84.67,0.01,0.01,500.0,49.5372874832
1.0,-57.2891,1.0,,1.0,6.84154,0.005,-57.046721326,500,100,-57.046721326,-57.2891,2,1.0,44.9028588501,1.0,-57.046721326,200.000000102,2.1793e-19,83.69,0.005,0.005,500.0,44.9028588501
1.0,-57.1086,1.0,,1.0,6.82785,0.00333333,-56.7476248308,500,100,-56.7476248308,-57.1086,2,1.0,46.5151587554,1.0,-56.7476248308,299.999969474,5.43914e-20,83.0,0.00333333,0.00333333,500.0,46.5151587554
1.0,-57.4098,1.0,,1.0,6.87994,0.0025,-58.313275495,500,100,-58.313275495,-57.4098,2,1.0,48.8760823832,1.0,-58.313275495,400.0,5.4346e-20,85.53,0.0025,0.0025,500.0,48.8760823832
1.0,-58.3151,1.0,,1.0,17.4609,0.002,-61.936193722,500,100,-61.936193722,-58.3151,1,1.0,1332.01084535,1.0,-61.936193722,500.000006643,5.43187e-20,89.89,0.002,0.002,500.0,1332.01084535
1.0,-60.8195,1.0,,1.0,36.4456,0.01,-60.8194794309,500,100,-60.8194794309,-60.8195,2,1.0,1341.69930388,1.0,-60.8194794309,100.0,3.50449e-18,87.67,0.01,0.01,500.0,1341.69930388
1.0,-58.8119,1.0,,1.0,26.273,0.005,-56.8042437856,500,100,-56.8042437856,-58.8119,2,1.0,44.6489811431,1.0,-56.8042437856,200.000000102,2.1793e-19,83.61,0.005,0.005,500.0,44.6489811431
1.0,-58.6135,1.0,,1.0,21.8295,0.00333333,-58.2166324648,500,100,-58.2166324648,-58.6135,2,1.0,49.2933836632,1.0,-58.2166324648,299.999969474,5.43914e-20,85.62,0.00333333,0.00333333,500.0,49.2933836632
1.0,-58.279,1.0,,1.0,19.2015,0.0025,-57.275595751,500,100,-57.275595751,-58.279,2,1.0,44.3099655843,1.0,-57.275595751,400.0,5.4346e-20,83.79,0.0025,0.0025,500.0,44.3099655843
1.0,-58.2648,1.0,,1.0,17.4358,0.002,-58.2079080065,500,100,-58.2079080065,-58.2648,1,1.0,45.7011315123,1.0,-58.2079080065,500.000006643,5.43187e-20,85.7,0.002,0.002,500.0,45.7011315123
1.0,-60.8174,1.0,,1.0,36.5246,0.01,-60.8174066828,500,100,-60.8174066828,-60.8174,2,1.0,1347.52284457,1.0,-60.8174066828,100.0,3.50449e-18,88.1,0.01,0.01,500.0,1347.52284457
1.0,-59.5423,1.0,,1.0,26.3769,0.005,-58.2671255673,500,100,-58.2671255673,-59.5423,2,1.0,54.7241546392,1.0,-58.2671255673,200.000000102,2.1793e-19,85.68,0.005,0.005,500.0,54.7241546392
1.0,-58.7801,1.0,,1.0,21.9279,0.00333333,-57.2557474886,500,100,-57.2557474886,-58.7801,2,1.0,48.0147086584,1.0,-57.2557474886,299.999969474,5.43914e-20,83.78,0.00333333,0.00333333,500.0,48.0147086584
1.0,-59.6527,1.0,,1.0,26.3255,0.0025,-62.2705884916,500,100,-62.2705884916,-59.6527,2,1.0,1333.83595183,1.0,-62.2705884916,400.0,5.4346e-20,90.31,0.0025,0.0025,500.0,1333.83595183
1.0,-59.3624,1.0,,1.0,23.7477,0.002,-58.2011607179,500,100,-58.2011607179,-59.3624,1,1.0,46.4225774876,1.0,-58.2011607179,500.000006643,5.43187e-20,85.65,0.002,0.002,500.0,46.4225774876
1.0,-57.6363,1.0,,1.0,7.64662,0.01,-57.6362823991,500,100,-57.6362823991,-57.6363,2,1.0,59.0613416795,1.0,-57.6362823991,100.0,3.50449e-18,84.15,0.01,0.01,500.0,59.0613416795
1.0,-57.7277,1.0,,1.0,6.73186,0.005,-57.8190779194,500,100,-57.8190779194,-57.7277,2,1.0,32.4731211263,1.0,-57.8190779194,200.000000102,2.1793e-19,84.65,0.005,0.005,500.0,32.4731211263
1.0,-57.5312,1.0,,1.0,6.65051,0.00333333,-57.1383772144,500,100,-57.1383772144,-57.5312,2,1.0,42.242823029,1.0,-57.1383772144,299.999969474,5.43914e-20,83.6,0.00333333,0.00333333,500.0,42.242823029
1.0,-57.4276,1.0,,1.0,6.56352,0.0025,-57.116713811,500,100,-57.116713811,-57.4276,2,1.0,39.9017671382,1.0,-57.116713811,400.0,5.4346e-20,83.4,0.0025,0.0025,500.0,39.9017671382
1.0,-58.0244,1.0,,1.0,17.3766,0.002,-60.4116112399,500,100,-60.4116112399,-58.0244,1,1.0,1343.71892309,1.0,-60.4116112399,500.000006643,5.43187e-20,87.11,0.002,0.002,500.0,1343.71892309
1.0,-57.1238,1.0,,1.0,6.41976,0.01,-57.1238165411,500,100,-57.1238165411,-57.1238,2,1.0,41.6296436862,1.0,-57.1238165411,100.0,3.50449e-18,83.7,0.01,0.01,500.0,41.6296436862
1.0,-57.9069,1.0,,1.0,6.81857,0.005,-58.690012425,500,100,-58.690012425,-57.9069,2,1.0,51.0563948712,1.0,-58.690012425,200.000000102,2.1793e-19,86.27,0.005,0.005,500.0,51.0563948712
1.0,-57.6516,1.0,,1.0,7.0492,0.00333333,-57.1409761737,500,100,-57.1409761737,-57.6516,2,1.0,56.2595211109,1.0,-57.1409761737,299.999969474,5.43914e-20,83.65,0.00333333,0.00333333,500.0,56.2595211109
1.0,-58.4202,1.0,,1.0,19.2828,0.0025,-60.7258217978,500,100,-60.7258217978,-58.4202,2,1.0,1344.59362064,1.0,-60.7258217978,400.0,5.4346e-20,88.17,0.0025,0.0025,500.0,1344.59362064
1.0,-58.0113,1.0,,1.0,17.5733,0.002,-56.3757000811,500,100,-56.3757000811,-58.0113,1,1.0,53.9964826757,1.0,-56.3757000811,500.000006643,5.43187e-20,82.4,0.002,0.002,500.0,53.9964826757
1.0,-59.1754,1.0,,1.0,6.88656,0.01,-59.1753530714,500,100,-59.1753530714,-59.1754,2,1.0,47.9036892725,1.0,-59.1753530714,100.0,3.50449e-18,87.06,0.01,0.01,500.0,47.9036892725
1.0,-58.438,1.0,,1.0,7.09436,0.005,-57.7006657195,500,100,-57.7006657195,-58.438,2,1.0,52.6746241991,1.0,-57.7006657195,200.000000102,2.1793e-19,84.86,0.005,0.005,500.0,52.6746241991
1.0,-58.4889,1.0,,1.0,6.95856,0.00333333,-58.5906421311,500,100,-58.5906421311,-58.4889,2,1.0,45.0397985153,1.0,-58.5906421311,299.999969474,5.43914e-20,85.75,0.00333333,0.00333333,500.0,45.0397985153
1.0,-58.4804,1.0,,1.0,6.76458,0.0025,-58.4548001088,500,100,-58.4548001088,-58.4804,2,1.0,38.1538262542,1.0,-58.4548001088,400.0,5.4346e-20,85.79,0.0025,0.0025,500.0,38.1538262542
1.0,-58.4412,1.0,,1.0,6.97465,0.002,-58.2845247293,500,100,-58.2845247293,-58.4412,1,1.0,60.7679604616,1.0,-58.2845247293,500.000006643,5.43187e-20,85.6,0.002,0.002,500.0,60.7679604616
1.0,-57.9007,1.0,,1.0,7.2939,0.01,-57.9007420774,500,100,-57.9007420774,-57.9007,2,1.0,53.738351296,1.0,-57.9007420774,100.0,3.50449e-18,84.99,0.01,0.01,500.0,53.738351296
1.0,-57.5024,1.0,,1.0,7.09354,0.005,-57.1041205736,500,100,-57.1041205736,-57.5024,2,1.0,47.5943820861,1.0,-57.1041205736,200.000000102,2.1793e-19,83.67,0.005,0.005,500.0,47.5943820861
1.0,-58.678,1.0,,1.0,21.9163,0.00333333,-61.0291489786,500,100,-61.0291489786,-58.678,2,1.0,1345.49826015,1.0,-61.0291489786,299.999969474,5.43914e-20,88.71,0.00333333,0.00333333,500.0,1345.49826015
1.0,-58.1867,1.0,,1.0,19.2248,0.0025,-56.7127849074,500,100,-56.7127849074,-58.1867,2,1.0,34.8510795582,1.0,-56.7127849074,400.0,5.4346e-20,83.02,0.0025,0.0025,500.0,34.8510795582
1.0,-58.2141,1.0,,1.0,17.4362,0.002,-58.3234604032,500,100,-58.3234604032,-58.2141,1,1.0,42.1462538047,1.0,-58.3234604032,500.000006643,5.43187e-20,86.15,0.002,0.002,500.0,42.1462538047
1.0,-56.7939,1.0,,1.0,6.57981,0.01,-56.7939255741,500,100,-56.7939255741,-56.7939,2,1.0,43.731149219,1.0,-56.7939255741,100.0,3.50449e-18,83.49,0.01,0.01,500.0,43.731149219
1.0,-57.1434,1.0,,1.0,6.43086,0.005,-57.4929293188,500,100,-57.4929293188,-57.1434,2,1.0,39.5693819602,1.0,-57.4929293188,200.000000102,2.1793e-19,84.17,0.005,0.005,500.0,39.5693819602
1.0,-57.3872,1.0,,1.0,6.64325,0.00333333,-57.8748393175,500,100,-57.8748393175,-57.3872,2,1.0,49.8280803821,1.0,-57.8748393175,299.999969474,5.43914e-20,85.03,0.00333333,0.00333333,500.0,49.8280803821
1.0,-58.4509,1.0,,1.0,19.1171,0.0025,-61.6418165313,500,100,-61.6418165313,-58.4509,2,1.0,1329.17116587,1.0,-61.6418165313,400.0,5.4346e-20,89.18,0.0025,0.0025,500.0,1329.17116587
1.0,-58.2063,1.0,,1.0,17.3935,0.002,-57.2281583551,500,100,-57.2281583551,-58.2063,1,1.0,50.1132711925,1.0,-57.2281583551,500.000006643,5.43187e-20,83.8,0.002,0.002,500.0,50.1132711925
1.0,-60.848,1.0,,1.0,36.7263,0.01,-60.8480415033,500,100,-60.8480415033,-60.848,2,1.0,1362.44301509,1.0,-60.8480415033,100.0,3.50449e-18,88.03,0.01,0.01,500.0,1362.44301509
1.0,-60.9208,1.0,,1.0,36.7219,0.005,-60.9935665394,500,100,-60.9935665394,-60.9208,2,1.0,1361.78155992,1.0,-60.9935665394,200.000000102,2.1793e-19,88.3,0.005,0.005,500.0,1361.78155992
1.0,-60.9492,1.0,,1.0,36.6414,0.00333333,-61.0058912154,500,100,-61.0058912154,-60.9492,2,1.0,1344.21816711,1.0,-61.0058912154,299.999969474,5.43914e-20,88.38,0.00333333,0.00333333,500.0,1344.21816711
1.0,-60.2931,1.0,,1.0,31.9405,0.0025,-58.3250764813,500,100,-58.3250764813,-60.2931,2,1.0,48.3227584755,1.0,-58.3250764813,400.0,5.4346e-20,85.49,0.0025,0.0025,500.0,48.3227584755
1.0,-59.859,1.0,,1.0,28.751,0.002,-58.1224709587,500,100,-58.1224709587,-59.859,1,1.0,49.0510790388,1.0,-58.1224709587,500.000006643,5.43187e-20,85.38,0.002,0.002,500.0,49.0510790388
1.0,-62.0225,1.0,,1.0,36.4708,0.01,-62.0225080508,500,100,-62.0225080508,-62.0225,2,1.0,1343.55552936,1.0,-62.0225080508,100.0,3.50449e-18,90.03,0.01,0.01,500.0,1343.55552936
1.0,-61.3985,1.0,,1.0,36.4721,0.005,-60.7745886399,500,100,-60.7745886399,-61.3985,2,1.0,1342.95358665,1.0,-60.7745886399,200.000000102,2.1793e-19,87.89,0.005,0.005,500.0,1342.95358665
1.0,-59.7689,1.0,,1.0,30.1755,0.00333333,-56.5095071502,500,100,-56.5095071502,-59.7689,2,1.0,55.8861151879,1.0,-56.5095071502,299.999969474,5.43914e-20,82.43,0.00333333,0.00333333,500.0,55.8861151879
1.0,-60.222,1.0,,1.0,31.8173,0.0025,-61.5812975875,500,100,-61.5812975875,-60.222,2,1.0,1328.5010768,1.0,-61.5812975875,400.0,5.4346e-20,89.46,0.0025,0.0025,500.0,1328.5010768
1.0,-59.3423,1.0,,1.0,28.6591,0.002,-55.8237581156,500,100,-55.8237581156,-59.3423,1,1.0,42.2976506092,1.0,-55.8237581156,500.000006643,5.43187e-20,81.51,0.002,0.002,500.0,42.2976506092
1.0,-58.2744,1.0,,1.0,7.63899,0.01,-58.2744359982,500,100,-58.2744359982,-58.2744,2,1.0,58.9435364681,1.0,-58.2744359982,100.0,3.50449e-18,85.38,0.01,0.01,500.0,58.9435364681
1.0,-58.1249,1.0,,1.0,7.72068,0.005,-57.9754366593,500,100,-57.9754366593,-58.1249,2,1.0,61.4334699324,1.0,-57.9754366593,200.000000102,2.1793e-19,84.97,0.005,0.005,500.0,61.4334699324
1.0,-58.1595,1.0,,1.0,7.16404,0.00333333,-58.2284709822,500,100,-58.2284709822,-58.1595,2,1.0,35.0961645875,1.0,-58.2284709822,299.999969474,5.43914e-20,85.62,0.00333333,0.00333333,500.0,35.0961645875
1.0,-58.8474,1.0,,1.0,19.2902,0.0025,-60.9113770799,500,100,-60.9113770799,-58.8474,2,1.0,1342.2222533,1.0,-60.9113770799,400.0,5.4346e-20,88.26,0.0025,0.0025,500.0,1342.2222533
1.0,-59.1638,1.0,,1.0,23.7658,0.002,-60.4290628494,500,100,-60.4290628494,-59.1638,1,1.0,1347.0774199,1.0,-60.4290628494,500.000006643,5.43187e-20,87.35,0.002,0.002,500.0,1347.0774199
1.0,-60.8573,1.0,,1.0,36.5406,0.01,-60.8572909187,500,100,-60.8572909187,-60.8573,2,1.0,1348.70429082,1.0,-60.8572909187,100.0,3.50449e-18,87.83,0.01,0.01,500.0,1348.70429082
1.0,-58.7407,1.0,,1.0,26.3641,0.005,-56.6240750934,500,100,-56.6240750934,-58.7407,2,1.0,46.4161335422,1.0,-56.6240750934,200.000000102,2.1793e-19,82.79,0.005,0.005,500.0,46.4161335422
1.0,-58.5574,1.0,,1.0,21.9444,0.00333333,-58.1907262756,500,100,-58.1907262756,-58.5574,2,1.0,54.8921280693,1.0,-58.1907262756,299.999969474,5.43914e-20,85.11,0.00333333,0.00333333,500.0,54.8921280693
1.0,-58.0063,1.0,,1.0,19.2613,0.0025,-56.3531004244,500,100,-56.3531004244,-58.0063,2,1.0,36.0338568439,1.0,-56.3531004244,400.0,5.4346e-20,82.85,0.0025,0.0025,500.0,36.0338568439
1.0,-59.3415,1.0,,1.0,28.6354,0.002,-64.6822552292,500,100,-64.6822552292,-59.3415,1,1.0,2606.351104,1.0,-64.6822552292,500.000006643,5.43187e-20,93.05,0.002,0.002,500.0,2606.351104
1.0,-56.8527,1.0,,1.0,6.58314,0.01,-56.8527274579,500,100,-56.8527274579,-56.8527,2,1.0,43.7755257408,1.0,-56.8527274579,100.0,3.50449e-18,83.05,0.01,0.01,500.0,43.7755257408
1.0,-59.5503,1.0,,1.0,26.1785,0.005,-62.2479387639,500,100,-62.2479387639,-59.5503,2,1.0,1325.99200538,1.0,-62.2479387639,200.000000102,2.1793e-19,90.34,0.005,0.005,500.0,1325.99200538
1.0,-59.1189,1.0,,1.0,21.7537,0.00333333,-58.2561411288,500,100,-58.2561411288,-59.1189,2,1.0,48.4186108747,1.0,-58.2561411288,299.999969474,5.43914e-20,85.82,0.00333333,0.00333333,500.0,48.4186108747
1.0,-58.6085,1.0,,1.0,19.1754,0.0025,-57.0771136983,500,100,-57.0771136983,-58.6085,2,1.0,48.4725205782,1.0,-57.0771136983,400.0,5.4346e-20,83.53,0.0025,0.0025,500.0,48.4725205782
1.0,-58.3623,1.0,,1.0,17.425,0.002,-57.3773951574,500,100,-57.3773951574,-58.3623,1,1.0,46.6231213827,1.0,-57.3773951574,500.000006643,5.43187e-20,83.91,0.002,0.002,500.0,46.6231213827
1.0,-57.6487,1.0,,1.0,6.90986,0.01,-57.6487194824,500,100,-57.6487194824,-57.6487,2,1.0,48.2283835299,1.0,-57.6487194824,100.0,3.50449e-18,84.31,0.01,0.01,500.0,48.2283835299
1.0,-57.4071,1.0,,1.0,6.93284,0.005,-57.1655313985,500,100,-57.1655313985,-57.4071,2,1.0,48.7533594885,1.0,-57.1655313985,200.000000102,2.1793e-19,83.89,0.005,0.005,500.0,48.7533594885
