MaxVanillaIw,AvgVanillaIw,MaxNormIw,VarJ,Delta,MinVanillaIw,J,VarNormIw,VanillaAvgRet,VarVanillaIw,MinNormIw,AvgDiscRet,VarDiscRet,eRenyi2,ESSClassic,BatchSize,AvgRet,ESSRenyi,EpsThisIter,AvgEpLen,AvgNormIw,Bound,IterType,VarRet
1.1894075,0.99967927,0.0059489454,60.75577,0.55,0.2515105,4995.583,7.083864e-07,4965.758101656985,0.028317282,0.001257956,4965.758101656985,116323.09019167822,1.0221896,194.51587190672004,200,4965.758101656985,195.65841468460647,100,496.6,0.005,4672.2534,1,116323.09019167822
1.0,1.0,0.01,0.12598158,0.55,1.0,4999.8794,3.5044917e-18,4999.879537932862,,0.01,4999.879537932862,0.016033823918912962,1.0,100.0,200,4999.879537932862,200.0,100,500.0,0.009999998,4547.6123,2,0.016033823918912962
1.0005533,1.0000143,0.0050026947,0.13156873,0.55,0.99887353,4999.868,2.5271187e-12,4999.856228519699,1.0108865e-07,0.0049942965,4999.856228519699,0.018685891917387155,1.0000001,199.999988405082,200,4999.856228519699,199.99997615814493,100,500.0,0.005,4680.067,1,0.018685891917387155
1.0,1.0,0.01,0.13371332,0.55,1.0,4999.871,3.5044917e-18,4999.87106102905,,0.01,4999.87106102905,0.018059909318912513,1.0,100.0,200,4999.87106102905,200.0,100,500.0,0.009999998,4547.604,2,0.018059909318912513
1.001292,0.999935,0.0050067855,0.16643238,0.55,0.9918525,4999.8545,3.645614e-11,4999.837276651274,1.4580543e-06,0.004959585,4999.837276651274,0.03762401619667203,1.0000005,199.99970531266416,200,4999.837276651274,199.99990463261383,100,500.0,0.005,4680.053,1,0.03762401619667203
1.0,1.0,0.01,497.48138,0.55,1.0,4949.8765,3.5044917e-18,4949.876719272258,,0.01,4949.876719272258,249987.56293286022,1.0,100.0,200,4949.876719272258,200.0,100,495.01,0.009999998,4497.6094,2,249987.56293286022
1.2550172,0.99579954,0.0063015553,309.3271,0.55,0.84399974,4977.9614,1.6267958e-07,4999.874187784055,0.006452632,0.0042377994,4999.874187784055,0.016098376879373356,1.0089909,198.71342978762578,200,4999.874187784055,198.2178463708005,100,500.0,0.005,4656.726,1,0.016098376879373356
1.0,1.0,0.01,56.714653,0.55,1.0,4994.1655,3.5044917e-18,4994.1650665325,,0.01,4994.1650665325,3249.041265563295,1.0,100.0,200,4994.1650665325,200.0,100,499.44,0.009999998,4541.8984,2,3249.041265563295
1.2103963,1.0001597,0.006051015,55.969486,0.55,0.3042707,4994.883,6.334268e-07,4975.168238407792,0.025345163,0.0015211107,4975.168238407792,61006.143508604575,1.0208524,195.08190609767962,200,4975.168238407792,195.91469920526941,100,497.54,0.005,4671.7646,1,61006.143508604575
1.0,1.0,0.01,0.190647,0.55,1.0,4999.8765,3.5044917e-18,4999.876481757646,,0.01,4999.876481757646,0.036708909233153904,1.0,100.0,200,4999.876481757646,200.0,100,500.0,0.009999998,4547.6094,2,0.036708909233153904
1.0008967,1.0000287,0.0050043394,0.16514318,0.55,0.9982282,4999.871,3.535614e-12,4999.864303391456,1.4143302e-07,0.0049909973,4999.864303391456,0.018389980416456137,1.0000001,199.99996036556757,200,4999.864303391456,199.99997615814493,100,500.0,0.005,4680.07,1,0.018389980416456137
1.0,1.0,0.01,0.1088833,0.55,1.0,4999.886,3.5044917e-18,4999.886325642291,,0.01,4999.886325642291,0.01197709098111408,1.0,100.0,200,4999.886325642291,200.0,100,500.0,0.009999998,4547.619,2,0.01197709098111408
1.0030208,1.0000291,0.005014958,0.114163175,0.55,0.99588144,4999.889,2.7955666e-11,4999.89161458969,1.1182937e-06,0.0049792626,4999.89161458969,0.014370586399785083,1.0000007,199.9997587541684,200,4999.89161458969,199.99985694895486,100,500.0,0.005,4680.088,1,0.014370586399785083
1.0,1.0,0.01,0.14730805,0.55,1.0,4999.8677,3.5044917e-18,4999.867822569569,,0.01,4999.867822569569,0.021920395366812877,1.0,100.0,200,4999.867822569569,200.0,100,500.0,0.009999998,4547.6006,2,0.021920395366812877
1.0059164,1.0001068,0.0050290446,0.12874116,0.55,0.99744564,4999.879,4.196712e-11,4999.888774200594,1.6790449e-06,0.0049866955,4999.888774200594,0.011245451090156056,1.0000013,199.99967426983434,200,4999.888774200594,199.9997377399069,100,500.0,0.005,4680.0776,1,0.011245451090156056
1.0,1.0,0.01,0.15102825,0.55,1.0,4999.8677,3.5044917e-18,4999.868110996121,,0.01,4999.868110996121,0.023045182835561392,1.0,100.0,200,4999.868110996121,200.0,100,500.0,0.009999998,4547.6006,2,0.023045182835561392
1.000077,1.0,0.005000385,0.14109373,0.55,0.9998975,4999.8735,2.1179835e-14,4999.878178133083,8.469325e-10,0.004999487,4999.878178133083,0.01713297720033748,1.0,199.99994615425743,200,4999.878178133083,200.0,100,500.0,0.005,4680.0723,1,0.01713297720033748
1.0,1.0,0.01,0.1716193,0.55,1.0,4999.866,3.5044917e-18,4999.866238135394,,0.01,4999.866238135394,0.02976108301792502,1.0,100.0,200,4999.866238135394,200.0,100,500.0,0.009999998,4547.599,2,0.02976108301792502
1.0007578,0.9999501,0.0050040386,0.15506758,0.55,0.99811924,4999.8657,5.375355e-12,4999.864424805888,2.1499204e-07,0.004990845,4999.864424805888,0.018886603949359596,1.0000001,199.9999214277272,200,4999.864424805888,199.99997615814493,100,500.0,0.005000001,4680.0645,1,0.018886603949359596
1.0,1.0,0.01,83.57973,0.55,1.0,4991.4766,3.5044917e-18,4991.476817736047,,0.01,4991.476817736047,7056.1297288929145,1.0,100.0,200,4991.476817736047,200.0,100,499.17,0.009999998,4539.2095,2,7056.1297288929145
1.0724901,1.0001211,0.005361801,39.918434,0.55,0.6727175,4997.042,9.0617796e-08,4999.858069723358,0.0036255906,0.0033631802,4999.858069723358,0.02130365601744998,1.0037009,199.2813020189564,200,4999.858069723358,199.26255868264406,100,500.0,0.005,4676.65,1,0.02130365601744998
1.0,1.0,0.01,0.100013696,0.55,1.0,4999.9053,3.5044917e-18,4999.905278201208,,0.01,4999.905278201208,0.010107991485667938,1.0,100.0,200,4999.905278201208,200.0,100,500.0,0.009999998,4547.638,2,0.010107991485667938
1.0,1.0,0.005,0.13501316,0.55,1.0,4999.884,2.179301e-19,4999.8615450416555,,0.005,4999.8615450416555,0.025755496975107938,1.0,200.00000010221265,200,4999.8615450416555,200.0,100,500.0,0.0049999994,4680.0825,1,0.025755496975107938
1.0,1.0,0.01,0.1015634,0.55,1.0,4999.8984,3.5044917e-18,4999.898161981359,,0.01,4999.898161981359,0.010418786802049237,1.0,100.0,200,4999.898161981359,200.0,100,500.0,0.009999998,4547.6313,2,0.010418786802049237
1.0005677,0.99999857,0.0050028455,0.17045416,0.55,0.9985416,4999.8906,1.8083397e-12,4999.8824304261325,7.2333705e-08,0.004992715,4999.8824304261325,0.04825698332945267,1.0,199.99998672185367,200,4999.8824304261325,200.0,100,500.0,0.005,4680.0894,1,0.04825698332945267
1.0,1.0,0.01,0.19381092,0.55,1.0,4999.858,3.5044917e-18,4999.858218115875,,0.01,4999.858218115875,0.03793870923071957,1.0,100.0,200,4999.858218115875,200.0,100,500.0,0.009999998,4547.591,2,0.03793870923071957
1.0008348,1.0000064,0.005004142,0.18135668,0.55,0.9973204,4999.8647,1.0979541e-11,4999.8703523927015,4.39187e-07,0.00498657,4999.8703523927015,0.028587739927033996,1.0000002,199.99992012897235,200,4999.8703523927015,199.99995231629555,100,500.0,0.005,4680.0635,1,0.028587739927033996
1.0,1.0,0.01,0.1977099,0.55,1.0,4999.8633,3.5044917e-18,4999.863249894609,,0.01,4999.863249894609,0.039483276556498935,1.0,100.0,200,4999.863249894609,200.0,100,500.0,0.009999998,4547.596,2,0.039483276556498935
1.2232847,0.9983704,0.006126407,64.058815,0.55,0.2038321,4995.3506,7.150782e-07,4955.567157036417,0.028509984,0.0010208241,4955.567157036417,196279.6539134047,1.0264724,194.4654946269518,200,4955.567157036417,194.84205361368302,100,495.58,0.005,4671.344,1,196279.6539134047
1.0,1.0,0.01,0.120769165,0.55,1.0,4999.8765,3.5044917e-18,4999.876955744042,,0.01,4999.876955744042,0.014735577882852232,1.0,100.0,200,4999.876955744042,200.0,100,500.0,0.009999998,4547.6094,2,0.014735577882852232
1.0822002,1.0010478,0.0054053366,40.171093,0.55,0.52768546,4996.3237,1.5096604e-07,4987.464049425053,0.0060513043,0.0026356655,4987.464049425053,11012.909057080165,1.0067284,198.80549364630352,200,4987.464049425053,198.6633116440992,100,498.78,0.005,4675.4487,1,11012.909057080165
1.0,1.0,0.01,0.11743813,0.55,1.0,4999.8735,3.5044917e-18,4999.873527264006,,0.01,4999.873527264006,0.013934816511484186,1.0,100.0,200,4999.873527264006,200.0,100,500.0,0.009999998,4547.6064,2,0.013934816511484186
1.0,1.0,0.005,0.12461996,0.55,1.0,4999.867,2.179301e-19,4999.860897554184,,0.005,4999.860897554184,0.01735452219427721,1.0,200.00000010221265,200,4999.860897554184,200.0,100,500.0,0.0049999994,4680.066,1,0.01735452219427721
1.0,1.0,0.01,0.11597298,0.55,1.0,4999.894,3.5044917e-18,4999.893841776437,,0.01,4999.893841776437,0.013583747239474269,1.0,100.0,200,4999.893841776437,200.0,100,500.0,0.009999998,4547.627,2,0.013583747239474269
1.0,1.0,0.005,0.120294504,0.55,1.0,4999.8955,2.179301e-19,4999.896769685239,,0.005,4999.896769685239,0.01564639558738295,1.0,200.00000010221265,200,4999.896769685239,200.0,100,500.0,0.0049999994,4680.094,1,0.01564639558738295
1.0,1.0,0.01,0.12210428,0.55,1.0,4999.8887,3.5044917e-18,4999.88824913004,,0.01,4999.88824913004,0.015054971885450545,1.0,100.0,200,4999.88824913004,200.0,100,500.0,0.009999998,4547.6216,2,0.015054971885450545
1.0,1.0,0.005,0.11108117,0.55,1.0,4999.8867,2.179301e-19,4999.884880020685,,0.005,4999.884880020685,0.009860790865965778,1.0,200.00000010221265,200,4999.884880020685,200.0,100,500.0,0.0049999994,4680.0854,1,0.009860790865965778
1.0,1.0,0.01,0.10579109,0.55,1.0,4999.8906,3.5044917e-18,4999.891355724263,,0.01,4999.891355724263,0.01130382380807453,1.0,100.0,200,4999.891355724263,200.0,100,500.0,0.009999998,4547.6235,2,0.01130382380807453
1.0006442,1.000019,0.0050031263,0.11450303,0.55,0.9994162,4999.887,1.2574701e-12,4999.881712557315,5.030142e-08,0.004996986,4999.881712557315,0.015142525361606986,1.0,199.99996179909667,200,4999.881712557315,200.0,100,500.0,0.005000001,4680.086,1,0.015142525361606986
1.0,1.0,0.01,0.14657739,0.55,1.0,4999.865,3.5044917e-18,4999.865610942483,,0.01,4999.865610942483,0.021701354796533505,1.0,100.0,200,4999.865610942483,200.0,100,500.0,0.009999998,4547.598,2,0.021701354796533505
1.0010717,1.0000238,0.005005239,0.13291895,0.55,0.99698555,4999.88,8.957208e-12,4999.893690292295,3.5830578e-07,0.0049848086,4999.893690292295,0.013630831292475111,1.0000002,199.9999493674198,200,4999.893690292295,199.99995231629555,100,500.0,0.005,4680.0786,1,0.013630831292475111
1.0,1.0,0.01,0.1593362,0.55,1.0,4999.855,3.5044917e-18,4999.855186684348,,0.01,4999.855186684348,0.0256362357803712,1.0,100.0,200,4999.855186684348,200.0,100,500.0,0.009999998,4547.588,2,0.0256362357803712
1.0013903,0.99994683,0.005007218,0.15276733,0.55,0.9966733,4999.867,1.659798e-11,4999.878654558341,6.638496e-07,0.0049836314,4999.878654558341,0.02132767309609572,1.0000023,199.99984997109163,200,4999.878654558341,199.99954700572573,100,500.0,0.005,4680.066,1,0.02132767309609572
1.0,1.0,0.01,0.15841426,0.55,1.0,4999.853,3.5044917e-18,4999.852847284713,,0.01,4999.852847284713,0.025346318427114427,1.0,100.0,200,4999.852847284713,200.0,100,500.0,0.009999998,4547.586,2,0.025346318427114427
1.0,1.0,0.005,0.13882267,0.55,1.0,4999.867,2.179301e-19,4999.881708516875,,0.005,4999.881708516875,0.013164025934425007,1.0,200.00000010221265,200,4999.881708516875,200.0,100,500.0,0.0049999994,4680.066,1,0.013164025934425007
1.0,1.0,0.01,0.12891613,0.55,1.0,4999.8667,3.5044917e-18,4999.866736387106,,0.01,4999.866736387106,0.016788901393011375,1.0,100.0,200,4999.866736387106,200.0,100,500.0,0.009999998,4547.5996,2,0.016788901393011375
1.0004766,1.0000023,0.0050023715,0.12861452,0.55,0.9987555,4999.87,1.747452e-12,4999.872806690437,6.9898505e-08,0.004993766,4999.872806690437,0.01662520886445354,1.0,199.99994456630512,200,4999.872806690437,200.0,100,500.0,0.005000001,4680.069,1,0.01662520886445354
1.0,1.0,0.01,0.11474871,0.55,1.0,4999.887,3.5044917e-18,4999.887294103173,,0.01,4999.887294103173,0.013299483234984867,1.0,100.0,200,4999.887294103173,200.0,100,500.0,0.009999998,4547.62,2,0.013299483234984867
1.0027796,1.0000588,0.0050136033,0.11264401,0.55,0.9982204,4999.8965,1.4640938e-11,4999.904589778362,5.857043e-07,0.0049908087,4999.904589778362,0.012206140490800196,1.0000005,199.99989640832868,200,4999.904589778362,199.99990463261383,100,500.0,0.005,4680.095,1,0.012206140490800196
1.0,1.0,0.01,0.11478669,0.55,1.0,4999.875,3.5044917e-18,4999.874828093718,,0.01,4999.874828093718,0.013313868355153942,1.0,100.0,200,4999.874828093718,200.0,100,500.0,0.009999998,4547.608,2,0.013313868355153942
1.0,1.0,0.005,0.11438396,0.55,1.0,4999.871,2.179301e-19,4999.867787297295,,0.005,4999.867787297295,0.013094107554453664,1.0,200.00000010221265,200,4999.867787297295,200.0,100,500.0,0.0049999994,4680.07,1,0.013094107554453664
1.0,1.0,0.01,0.10020516,0.55,1.0,4999.884,3.5044917e-18,4999.883786831154,,0.01,4999.883786831154,0.010140810119027541,1.0,100.0,200,4999.883786831154,200.0,100,500.0,0.009999998,4547.6167,2,0.010140810119027541
1.0018222,0.99990755,0.0050095743,0.11340988,0.55,0.99763113,4999.8823,1.8620003e-11,4999.879877635927,7.4466e-07,0.004988617,4999.879877635927,0.015862844113815208,1.0000007,199.99980529253912,200,4999.879877635927,199.99985694895486,100,500.0,0.005,4680.081,1,0.015862844113815208
1.0,1.0,0.01,0.12488908,0.55,1.0,4999.889,3.5044917e-18,4999.889196998457,,0.01,4999.889196998457,0.015757366709378974,1.0,100.0,200,4999.889196998457,200.0,100,500.0,0.009999998,4547.622,2,0.015757366709378974
1.0,1.0,0.005,0.13564238,0.55,1.0,4999.883,2.179301e-19,4999.876724836502,,0.005,4999.876724836502,0.021332849414715395,1.0,200.00000010221265,200,4999.876724836502,200.0,100,500.0,0.0049999994,4680.0815,1,0.021332849414715395
1.0,1.0,0.01,79.611435,0.55,1.0,4991.8726,3.5044917e-18,4991.873021607193,,0.01,4991.873021607193,6401.999222578541,1.0,100.0,200,4991.873021607193,200.0,100,499.21,0.009999998,4539.6055,2,6401.999222578541
1.080379,1.000594,0.005398688,38.342762,0.55,0.6787,4997.165,9.0918356e-08,4999.881572350809,0.0036410564,0.0033914852,4999.881572350809,0.015973476647183245,1.0035342,199.27891221073963,200,4999.881572350809,199.29564975164092,100,500.0,0.005,4676.7993,1,0.015973476647183245
1.0,1.0,0.01,0.131547,0.55,1.0,4999.858,3.5044917e-18,4999.858341265121,,0.01,4999.858341265121,0.017476013767943634,1.0,100.0,200,4999.858341265121,200.0,100,500.0,0.009999998,4547.591,2,0.017476013767943634
1.0004138,1.0000143,0.005001997,0.14690515,0.55,0.99868894,4999.8633,1.7518079e-12,4999.866963486746,7.0075544e-08,0.004993373,4999.866963486746,0.02611315486686995,1.0,199.99999194862687,200,4999.866963486746,200.0,100,500.0,0.005,4680.062,1,0.02611315486686995
1.0,1.0,0.01,0.13007931,0.55,1.0,4999.874,3.5044917e-18,4999.873951604769,,0.01,4999.873951604769,0.01709104264454967,1.0,100.0,200,4999.873951604769,200.0,100,500.0,0.009999998,4547.607,2,0.01709104264454967
1.0,1.0,0.005,0.11825068,0.55,1.0,4999.877,2.179301e-19,4999.879762873321,,0.005,4999.879762873321,0.011139661187971208,1.0,200.00000010221265,200,4999.879762873321,200.0,100,500.0,0.0049999994,4680.0757,1,0.011139661187971208
1.0,1.0,0.01,0.1279361,0.55,1.0,4999.8564,3.5044917e-18,4999.856507782321,,0.01,4999.856507782321,0.016537108634969037,1.0,100.0,200,4999.856507782321,200.0,100,500.0,0.009999998,4547.5894,2,0.016537108634969037
1.0,1.0,0.005,0.12633833,0.55,1.0,4999.863,2.179301e-19,4999.868987488689,,0.005,4999.868987488689,0.015633754234016722,1.0,200.00000010221265,200,4999.868987488689,200.0,100,500.0,0.0049999994,4680.0615,1,0.015633754234016722
1.0,1.0,0.01,0.14127438,0.55,1.0,4999.8887,3.5044917e-18,4999.888776025238,,0.01,4999.888776025238,0.02015985036261114,1.0,100.0,200,4999.888776025238,200.0,100,500.0,0.009999998,4547.6216,2,0.02015985036261114
1.00219,0.99984217,0.005011741,0.13307737,0.55,0.9800711,4999.8867,1.3118182e-10,4999.883024979885,5.2456076e-06,0.0049011293,4999.883024979885,0.015850528081507238,1.0000017,199.99895318091222,200,4999.883024979885,199.99966621454632,100,500.0,0.005,4680.0854,1,0.015850528081507238
1.0,1.0,0.01,0.13988714,0.55,1.0,4999.8857,3.5044917e-18,4999.886025251819,,0.01,4999.886025251819,0.01976592214897255,1.0,100.0,200,4999.886025251819,200.0,100,500.0,0.009999998,4547.6187,2,0.01976592214897255
1.0,1.0,0.005,0.12889184,0.55,1.0,4999.8877,2.179301e-19,4999.889084522265,,0.005,4999.889084522265,0.013790137625035528,1.0,200.00000010221265,200,4999.889084522265,200.0,100,500.0,0.0049999994,4680.0864,1,0.013790137625035528
1.0,1.0,0.01,0.11529238,0.55,1.0,4999.901,3.5044917e-18,4999.90066294674,,0.01,4999.90066294674,0.013425110072291552,1.0,100.0,200,4999.90066294674,200.0,100,500.0,0.009999998,4547.634,2,0.013425110072291552
1.0001447,1.0000039,0.005000704,0.14744125,0.55,0.9995495,4999.8887,1.827404e-13,4999.874874672066,7.3095325e-09,0.004997728,4999.874874672066,0.03016306681978119,1.0,199.9999650338379,200,4999.874874672066,200.0,100,500.0,0.005,4680.0874,1,0.03016306681978119
1.0,1.0,0.01,0.10757732,0.55,1.0,4999.882,3.5044917e-18,4999.882027708635,,0.01,4999.882027708635,0.011686875792783076,1.0,100.0,200,4999.882027708635,200.0,100,500.0,0.009999998,4547.6147,2,0.011686875792783076
1.0029372,1.0000412,0.005014479,0.1153018,0.55,0.9959568,4999.88,4.3315265e-11,4999.8764221596575,1.7327455e-06,0.0049795783,4999.8764221596575,0.015184220437893668,1.0000015,199.99965138741868,200,4999.8764221596575,199.9996900563275,100,500.0,0.005,4680.0786,1,0.015184220437893668
1.0,1.0,0.01,0.13444124,0.55,1.0,4999.8633,3.5044917e-18,4999.863199298868,,0.01,4999.863199298868,0.018251824694128012,1.0,100.0,200,4999.863199298868,200.0,100,500.0,0.009999998,4547.596,2,0.018251824694128012
1.0012164,0.9999907,0.0050061285,0.12171404,0.55,0.99802405,4999.8726,5.926714e-12,4999.880186007367,2.3706313e-07,0.0049901665,4999.880186007367,0.01151227915598912,1.0000002,199.99997239310474,200,4999.880186007367,199.99995231629555,100,500.0,0.005,4680.0713,1,0.01151227915598912
1.0,1.0,0.01,0.12765737,0.55,1.0,4999.8696,3.5044917e-18,4999.869468328528,,0.01,4999.869468328528,0.01645296766760087,1.0,100.0,200,4999.869468328528,200.0,100,500.0,0.009999998,4547.6025,2,0.01645296766760087
1.0004389,0.9999912,0.005002239,0.11594953,0.55,0.9993836,4999.88,7.804663e-13,4999.889065648481,3.121813e-08,0.0049969624,4999.889065648481,0.01050946853500685,1.0000019,199.99996668065555,200,4999.889065648481,199.99961853100103,100,500.0,0.005000001,4680.0786,1,0.01050946853500685
1.0,1.0,0.01,0.11604184,0.55,1.0,4999.8716,3.5044917e-18,4999.872467595119,,0.01,4999.872467595119,0.013593715490717268,1.0,100.0,200,4999.872467595119,200.0,100,500.0,0.009999998,4547.6045,2,0.013593715490717268
1.0,1.0,0.005,0.12827726,0.55,1.0,4999.883,2.179301e-19,4999.892928783215,,0.005,4999.892928783215,0.019425230212089726,1.0,200.00000010221265,200,4999.892928783215,200.0,100,500.0,0.0049999994,4680.0815,1,0.019425230212089726
1.0,1.0,0.01,0.112119466,0.55,1.0,4999.8823,3.5044917e-18,4999.882311690157,,0.01,4999.882311690157,0.0126964562921249,1.0,100.0,200,4999.882311690157,200.0,100,500.0,0.009999998,4547.615,2,0.0126964562921249
1.0,1.0,0.005,0.11951099,0.55,1.0,4999.875,2.179301e-19,4999.867599528019,,0.005,4999.867599528019,0.016052720263456208,1.0,200.00000010221265,200,4999.867599528019,200.0,100,500.0,0.0049999994,4680.0737,1,0.016052720263456208
1.0,1.0,0.01,0.1377134,0.55,1.0,4999.863,3.5044917e-18,4999.862899951366,,0.01,4999.862899951366,0.019153354877137332,1.0,100.0,200,4999.862899951366,200.0,100,500.0,0.009999998,4547.5957,2,0.019153354877137332
1.0,1.0,0.005,0.14755113,0.55,1.0,4999.8604,2.179301e-19,4999.857988949712,,0.005,4999.857988949712,0.024810959303021008,1.0,200.00000010221265,200,4999.857988949712,200.0,100,500.0,0.0049999994,4680.059,1,0.024810959303021008
1.0,1.0,0.01,0.10460897,0.55,1.0,4999.883,3.5044917e-18,4999.882654930399,,0.01,4999.882654930399,0.011055511141960801,1.0,100.0,200,4999.882654930399,200.0,100,500.0,0.009999998,4547.6157,2,0.011055511141960801
1.0,1.0,0.005,0.11055815,0.55,1.0,4999.876,2.179301e-19,4999.870055784102,,0.005,4999.870055784102,0.013553655127561334,1.0,200.00000010221265,200,4999.870055784102,200.0,100,500.0,0.0049999994,4680.0747,1,0.013553655127561334
