MaxVanillaIw,VanillaAvgRet,MaxNormIw,eRenyi2,VarNormIw,AvgDiscRet,VarVanillaIw,AvgVanillaIw,VarJ,Bound,ESSClassic,BatchSize,VarRet,J,AvgNormIw,MinNormIw,AvgRet,MinVanillaIw,VarDiscRet,AvgEpLen,ESSRenyi
61.507008,99.03852537939089,0.8621937,33.61238,0.0074713132,99.03852537939089,38.022118,0.7133781,1062.6733,440.26782,1.3339381271609956,100,17871.311488474028,962.1769,0.010000002,,99.03852537939089,,17871.311488474028,10.91,2.975094208744151
45.173393,372.74999225807386,0.416501,18.373167,0.0026405426,372.74999225807386,31.061798,1.0845927,1207.3232,808.8986,3.6844113899871997,100,134306.56657157175,1490.7013,0.01,,372.74999225807386,,134306.56657157175,38.29,5.442719798572195
154.92212,881.2966298029361,0.633979,3.7784865,0.003989413,881.2966298029361,238.22429,2.4436474,2832.5945,1076.9451,2.469429476441791,100,519956.3147065436,1799.8369,0.01,1.2034122e-05,881.2966298029361,0.002940715,519956.3147065436,89.16,26.465623274834915
68.233376,1089.179283558188,0.88327557,27.094435,0.0078070643,1089.179283558188,46.58958,0.7725038,3222.535,2331.3892,1.2773037633002193,100,763805.6194941573,4412.2676,0.009999999,,1089.179283558188,,763805.6194941573,109.95,3.690794842793391
91.76552,1977.2348164503471,0.64912695,9.517991,0.0042688665,1977.2348164503471,85.31244,1.413676,4224.763,3084.9944,2.3115084929193537,100,1256372.6529311612,4383.246,0.01,,1977.2348164503471,,1256372.6529311612,198.75,10.50641877122987
51.164368,2922.428615094238,0.68833536,11.842875,0.0047887047,2922.428615094238,26.457771,0.7433058,3390.6824,3092.7131,2.0657668674532292,100,816890.5208824539,4540.868,0.01,4.7399067e-23,2922.428615094238,3.5232e-21,816890.5208824539,293.24,8.443895928493076
14.583589,3258.3771955143206,0.14399202,2.7066064,0.00027934226,3258.3771955143206,2.865422,1.0128053,2163.5903,2975.5464,26.55698336035243,100,762693.325623942,3667.8538,0.01,1.4803858e-07,3258.3771955143206,1.4993426e-05,762693.325623942,326.8,36.946635624581035
8.630044,3215.278023000579,0.089557864,2.4788125,0.00017206556,3215.278023000579,1.5977632,0.9636277,1655.7113,3044.5608,36.989787286059006,100,874130.8119796662,3707.0952,0.01,5.363953e-05,3215.278023000579,0.005168854,874130.8119796662,322.51,40.341898295962075
7.3385897,3634.874601414599,0.06270106,2.5631726,0.00015445067,3634.874601414599,2.1157544,1.1704092,1204.3462,3400.755,39.54035689237962,100,754170.3705624341,4074.4688,0.01,1.5034593e-05,3634.874601414599,0.0017596625,754170.3705624341,364.4,39.01415020847431
11.146419,3818.348776337335,0.10640231,2.8743098,0.00024020896,3818.348776337335,2.636075,1.047573,1426.8512,3510.4749,29.60271203852115,100,756876.6135352623,4223.908,0.010000002,1.01503275e-07,3818.348776337335,1.0633209e-05,756876.6135352623,382.68,34.79096121022628
