BatchSize,VarDiscRet,VarRet,AvgEpLen,AvgVanillaIw,MaxNormIw,IterType,eRenyi2,AvgDiscRet,EpsThisIter,VanillaAvgRet,AvgRet,AvgNormIw,MinVanillaIw,MinNormIw,ESSClassic,VarNormIw,ESSRenyi,J,Bound,Delta,VarJ,VarVanillaIw,MaxVanillaIw
100,10041.270214612372,10041.270214612372,11.8,0.97351396,0.16218838,1,4.7448573,107.9389303763378,100,107.9389303763378,107.9389303763378,0.01,1.3561704e-07,1.3930673e-09,14.669376898756331,0.00058756786,21.075449363445962,264.29523,71.92642,0.25,334.37918,5.5685534,15.789265
100,58595.938909799384,58595.938909799384,24.65,0.8265419,0.064457156,1,2.2372847,236.38719519382775,100,236.38719519382775,236.38719519382775,0.01,6.210843e-06,7.51425e-08,34.33715233307845,0.00019316138,44.69703912636303,450.66815,108.75693,0.25,530.81824,1.3196234,5.327654
100,165796.10761744058,165796.10761744058,49.41,1.7426279,0.45916548,1,3.1663053,483.92924790947075,100,483.92924790947075,483.92924790947075,0.010000002,0.012854968,7.376772e-05,4.612047151435981,0.002089126,31.58255140056656,1196.8517,602.1091,0.25,3402.0068,63.44157,80.01546
100,1204750.499362671,1204750.499362671,87.88,1.253155,0.3220117,1,7.3922877,868.9121272932762,100,868.9121272932762,868.9121272932762,0.01,2.928905e-06,2.3372248e-08,6.926426478904222,0.0013573195,13.52761197028837,3671.5195,1316.9045,0.25,4932.138,21.315302,40.353058
100,2734799.447770406,2734799.447770406,218.38,1.118207,0.0800677,1,3.6877341,2175.2300286038176,100,2175.2300286038176,2175.2300286038176,0.009999999,1.8576065e-16,1.6612368e-18,27.830065338663974,0.00026194303,27.11692235799527,4063.684,2400.6145,0.25,2182.6616,3.2753015,8.953226
100,2361085.960882406,2361085.960882406,405.61,1.0618764,0.03186787,1,1.527132,4052.5806780507696,100,4052.5806780507696,4052.5806780507696,0.01,0.0055328486,5.210445e-05,63.60867778635548,5.7789133e-05,65.48222272458743,4771.9165,3701.707,0.25,615.97565,0.6516197,3.383974
100,805080.0909096921,805080.0909096921,473.93,0.98850626,0.017299648,1,1.1317238,4737.924514763095,100,4737.924514763095,4737.924514763095,0.01,0.05593535,0.00056585734,86.00969375103722,1.6430271e-05,88.36078502256312,4916.306,3995.0066,0.25,303.12155,0.16054751,1.710081
100,732904.6300550252,732904.6300550252,480.19,1.0666889,0.014209852,1,1.1243987,4801.0169999614245,100,4801.0169999614245,4801.0169999614245,0.010000002,0.16727768,0.0015681955,90.80523006439904,1.0228108e-05,88.9364237596134,4937.2266,4018.9136,0.25,305.15573,0.11637799,1.5157491
100,663285.9426844865,663285.9426844865,478.47,0.94321656,0.0171495,1,1.1115012,4783.666577069004,100,4783.666577069004,4783.666577069004,0.009999999,0.20598713,0.0021838795,87.53173358219804,1.4388162e-05,89.96841252224915,4906.603,3993.572,0.25,447.53458,0.12800536,1.6175693
100,304030.39132291195,304030.39132291195,492.25,0.98773664,0.01308277,1,1.0402827,4922.135749806937,100,4922.135749806937,4922.135749806937,0.01,0.20878755,0.0021137977,94.52623188891431,5.849242e-06,96.12771362343128,4979.1904,4095.8943,0.25,153.75214,0.057066586,1.2922331
100,105306.5384538511,105306.5384538511,493.7,0.9961605,0.012290649,1,1.0305679,4936.346778275492,100,4936.346778275492,4936.346778275492,0.01,0.43203655,0.0043370174,96.92300719208562,3.2067312e-06,97.03387958167872,4967.167,4088.005,0.25,164.36003,0.03182154,1.2243459
100,10198.396012770523,10198.396012770523,499.0,0.99967194,0.0107387295,1,1.0021446,4989.739794869815,100,4989.739794869815,4989.739794869815,0.01,0.8040004,0.008042642,99.79127055557599,2.1128308e-07,99.78600142411949,4991.7163,4124.7627,0.25,80.97359,0.0021114447,1.0735207
100,87608.70506147348,87608.70506147348,497.05,0.99971956,0.011537126,1,1.0145576,4970.2429224614825,100,4970.2429224614825,4970.2429224614825,0.010000002,0.32740733,0.0032749919,98.42853095660614,1.6126558e-06,98.56512828635302,4990.149,4117.843,0.25,97.11073,0.016117515,1.1533891
100,249985.28774726082,249985.28774726082,495.01,0.9895628,0.012327114,1,1.0236079,4949.853718135565,100,4949.853718135565,4949.853718135565,0.01,0.51396716,0.0051938808,97.41038116220469,2.6853081e-06,97.69366265869849,4973.89,4097.702,0.25,259.6712,0.026295463,1.2198454
100,0.023397128138968326,0.023397128138968326,500.0,1.0000083,0.010002653,1,1.0,4999.8725384569125,100,4999.8725384569125,4999.8725384569125,0.010000002,0.99965554,0.009996472,99.9999618533584,1.9664233e-12,100.0,4999.8735,4133.848,0.25,0.15219626,1.9665142e-08,1.0002737
100,3721.7883876488695,3721.7883876488695,499.39,0.99761343,0.010478465,1,1.0014163,4993.5711547991805,100,4993.5711547991805,4993.5711547991805,0.01,0.77661127,0.007784691,99.78133450579034,2.2138185e-07,99.85856775718652,4994.906,4128.2676,0.25,47.9854,0.0022032647,1.0453458
100,21610.10717826981,21610.10717826981,498.54,0.9979573,0.010878413,1,1.0063287,4985.194036884685,100,4985.194036884685,4985.194036884685,0.010000002,0.54214275,0.0054325243,99.2409522757285,7.725837e-07,99.37110986096752,4991.909,4123.148,0.25,79.828705,0.0076943063,1.0856192
100,0.024428965916782435,0.024428965916782435,500.0,0.99999374,0.010002031,1,1.0,4999.856548294213,100,4999.856548294213,4999.856548294213,0.010000002,0.99914575,0.00999152,99.99996948223794,3.3256674e-12,100.0,4999.857,4133.8315,0.25,0.15547332,3.325701e-08,1.0001968
100,0.07602045952703632,0.07602045952703632,500.0,1.0,0.01,1,1.0,4999.828364987815,100,4999.828364987815,4999.828364987815,0.009999998,1.0,0.01,100.0,3.5044917e-18,100.0,4999.8286,4133.803,0.25,0.27433863,,1.0
100,376723.33603460825,376723.33603460825,489.58,0.9278529,0.0139542,1,1.0461805,4895.353950877239,100,4895.353950877239,4895.353950877239,0.01,0.15100694,0.0016274878,92.80896632939965,7.826481e-06,95.5858011818143,4962.3267,4076.5303,0.25,236.56128,0.06737904,1.2947445
100,0.011460721016823128,0.011460721016823128,500.0,1.0001245,0.010009744,1,1.0000002,4999.909468219721,100,4999.909468219721,4999.909468219721,0.01,0.9966673,0.009965433,99.99993897246567,4.942143e-11,99.99997615814777,4999.91,4133.885,0.25,0.10642176,4.943397e-07,1.001099
100,133288.4514286552,133288.4514286552,496.36,1.0104316,0.011503534,1,1.017789,4963.357517106354,100,4963.357517106354,4963.357517106354,0.01,0.31001616,0.0030681556,98.40727915922724,1.634828e-06,98.25219115904468,4988.664,4114.9697,0.25,112.239494,0.016691137,1.1623535
100,0.012161684178363545,0.012161684178363545,500.0,1.0,0.01,1,1.0,4999.895887864044,100,4999.895887864044,4999.895887864044,0.009999998,1.0,0.01,100.0,3.5044917e-18,100.0,4999.896,4133.8706,0.25,0.109721124,,1.0
100,216240.02670915646,216240.02670915646,495.36,0.9864733,0.011905002,1,1.0211207,4953.36575636625,100,4953.36575636625,4953.36575636625,0.01,0.21975917,0.0022277255,97.78719261211234,2.2857341e-06,97.93161884479652,4989.5127,4114.3896,0.25,103.89182,0.022243155,1.1743968
100,0.020637869239370974,0.020637869239370974,500.0,1.0000715,0.010003846,1,1.0000001,4999.883777684922,100,4999.883777684922,4999.883777684922,0.01,0.99863374,0.009985624,99.99997329903327,9.329083e-12,99.99998807907247,4999.885,4133.8594,0.25,0.1428924,9.330268e-08,1.0004561
100,0.04776656476785892,0.04776656476785892,500.0,0.99998266,0.01000271,1,1.0,4999.858566642388,100,4999.858566642388,4999.858566642388,0.009999998,0.99955595,0.009995732,100.0000076295271,2.747127e-12,100.0,4999.8594,4133.834,0.25,0.21741065,2.7470666e-08,1.0002537
100,0.10744613648179578,0.10744613648179578,500.0,1.0,0.01,1,1.0,4999.850082280604,100,4999.850082280604,4999.850082280604,0.009999998,1.0,0.01,100.0,3.5044917e-18,100.0,4999.85,4133.8247,0.25,0.32612818,,1.0
100,0.07260299120735009,0.07260299120735009,500.0,0.9998512,0.010014733,1,1.0000006,4999.854955402173,100,4999.854955402173,4999.854955402173,0.01,0.992193,0.009923406,99.99979016076213,2.1806058e-10,99.99994039539075,4999.856,4133.8306,0.25,0.26662865,2.1799601e-06,1.0013243
100,0.013833176799594926,0.013833176799594926,500.0,1.0000044,0.010000969,1,1.0,4999.901955920573,100,4999.901955920573,4999.901955920573,0.01,0.9999137,0.009999093,99.99998855595983,1.7672546e-13,100.0,4999.9023,4133.877,0.25,0.11701389,1.7672985e-09,1.0001013
100,0.014239625919042395,0.014239625919042395,500.0,1.0,0.01,1,1.0,4999.89259226054,100,4999.89259226054,4999.89259226054,0.009999998,1.0,0.01,100.0,3.5044917e-18,100.0,4999.893,4133.8677,0.25,0.118713,,1.0
100,0.01155411570155868,0.01155411570155868,500.0,1.0,0.01,1,1.0,4999.905406163845,100,4999.905406163845,4999.905406163845,0.009999998,1.0,0.01,100.0,3.5044917e-18,100.0,4999.9053,4133.88,0.25,0.10693661,,1.0
100,0.014393424702224664,0.014393424702224664,500.0,0.9999913,0.010002223,1,1.0,4999.893495081693,100,4999.893495081693,4999.893495081693,0.01,0.9995574,0.009995661,100.00001525892353,1.2480587e-12,100.0,4999.894,4133.8687,0.25,0.119356,1.2480493e-08,1.0002136
100,0.0163135006687433,0.0163135006687433,500.0,1.0,0.01,1,1.0,4999.899590060436,100,4999.899590060436,4999.899590060436,0.009999998,1.0,0.01,100.0,3.5044917e-18,100.0,4999.8994,4133.874,0.25,0.12706664,,1.0
100,50703.51084695065,50703.51084695065,497.76,1.0041445,0.011127573,1,1.0110153,4977.369914033056,100,4977.369914033056,4977.369914033056,0.01,0.41268235,0.0041097905,98.91586846090631,1.1070987e-06,98.9104718765251,4990.6357,4119.8535,0.25,92.62974,0.011162946,1.1173692
