J,VarJ,VarNormIw,VarDiscRet,AvgDiscRet,AvgNormIw,MaxVanillaIw,ESSClassic,AvgRet,AvgEpLen,eRenyi2,MinVanillaIw,BatchSize,MinNormIw,AvgVanillaIw,Bound,VarVanillaIw,ESSRenyi,VarRet,MaxNormIw
-61.19169,143.26698,0.0001268584,4553425.762000742,-1704.5819581729843,0.009999999,3.621875,44.32824235714381,-1704.5819581729843,200.0,2.5915499,3.2614858e-14,100,2.93149e-16,1.1125693,-795.1437,1.5702667,38.58694792188375,4553425.762000742,0.03255415
-17.81327,66.37238,6.2835893e-06,82712.92939634653,-40.80801866132465,0.009999998,1.2459915,94.14357583091267,-40.80801866132465,200.0,1.0676725,0.2344139,100,0.002274545,1.030597,-268.63116,0.06673989,93.66168074579129,82712.92939634653,0.0120899975
-10.284663,9.694501,1.9417917e-05,295.5880387012996,-12.869012804644454,0.01,1.3899647,83.87592359977583,-12.869012804644454,200.0,1.1415896,0.040803246,100,0.00043863195,0.9302388,-23.346375,0.16803181,87.59715081365046,295.5880387012996,0.01494202
-10.875762,22.29259,0.0002180785,62.93202385175008,-8.677619765320635,0.009999999,2.6863802e-09,31.65582417748249,-8.677619765320635,200.0,nan,9.039096e-11,100,0.0041982383,2.1530688e-10,-4.039596,1.01094745e-19,nan,62.93202385175008,0.12476983
-3851.546,603.5237,0.00078092824,981259.3115141587,-4777.053516498694,0.01,9.484624,11.453193745773454,-4777.053516498694,200.0,6.682398,5.0209835e-35,100,7.797655e-37,0.6439094,-3912.2285,3.2378783,14.964688179052896,981259.3115141587,0.1472975
-3893.6216,474.2068,0.0001840996,48748.493728178815,-3842.995955511896,0.01,9.773459e-08,35.42850855063695,-3842.995955511896,200.0,nan,5.1345745e-09,100,0.004847658,1.0591866e-08,-607.3184,2.0653695e-16,nan,48748.493728178815,0.09227325
-4840.5054,1383.1765,0.00014113475,920670.1384172747,-4898.609078494377,0.01,4.1593605e-08,41.71474548108927,-4898.609078494377,200.0,nan,2.6016491e-09,100,0.004665207,5.5767067e-09,-750.50696,4.3892427e-17,nan,920670.1384172747,0.07458453
